"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","04M206","M206","P.S. 206 Jose Celso Barbosa","310400010206","DOE","General Academic","K-8","03,04,05,06,07,08,SE","03,04,05,06,07,08,SE","1968-07-01T00:00:00.000","Open","M206","508 EAST 120 STREET","NY","1003485","229613","-73.930528","40.796889","111","8","19200","1018160001","MN34","East Harlem North","CAMILLE FORBES","Principal","212-860-5809","212-860-6080","4","4","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 6- Manhattan","NULL","NULL","NULL","111","25"
"2020","03M208","M208","The Alain L. Locke Magnet School for Environmental","310300010208","DOE","General Academic","Elementary","03,04,05,SE","03,04,05","1968-07-01T00:00:00.000","Closed","M208","21 WEST 111 STREET","NY","998053","230182","-73.950146","40.798461","110","9","18600","1015950015","MN11","Central Harlem South","SUSAN GREEN","PRINCIPAL","212-534-9580","212-534-8227","3","3","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","NULL","NULL","NULL","NULL","NULL","NULL","110","28"
"2020","06M209","M209","Hamilton Grange Middle School","310600010209","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2014-07-01T00:00:00.000","Open","M192","500 WEST 138 STREET","NY","997529","238215","-73.952023","40.82051","109","7","22301","1019880200","MN06","Manhattanville","BENJAMIN LEV","Principal","212-281-6184","212-234-4903","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","109","30"
"2020","06M210","M210","P.S./I.S. 210 - Twenty-first Century Academy for C","310600010210","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1997-08-04T00:00:00.000","Open","M093","501-503 WEST 152 STREET","NY","999563","241675","-73.944666","40.830004","109","7","23700","1020840129","MN04","Hamilton Heights","EVELYN LINARES","Principal","212-283-0012","212-283-0017","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","109","30"
"2020","06M211","M211","Inwood Early College for Health and Information Te","310600011211","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2014-07-01T00:00:00.000","Open","M052","650 ACADEMY STREET","NY","1004866","254632","-73.925464","40.865556","112","10","29100","1022330020","MN01","Marble Hill-Inwood","Samona Tait","Principal","212-567-1394","212-567-1825","6","6","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 1- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","112","34"
"2020","02M212","M212","P.S. 212 Midtown West","310200010212","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05","0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M017","328 WEST  48 STREET","NY","987390","216649","-73.988665","40.761327","104","3","12700","1010380014","MN15","Clinton","KATHLEEN LOUA","Principal","212-247-0208","212-757-4933","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 3- Manhattan","NULL","NULL","NULL","104","18"
"2020","02M217","M217","P.S./I.S. 217 Roosevelt Island","310200010217","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08","PK,0K,01,02,03,04,05,06,07,08","1999-07-01T00:00:00.000","Open","M271","645 MAIN STREET","NY","996320","213836","-73.956435","40.753598","108","5","23801","1013730001","MN31","Lenox Hill-Roosevelt Island","MANDANA BECKMAN","Principal","212-980-0294","212-980-1192","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","108","114"
"2020","06M218","M218","I.S. 218 Salome Urena","310600010218","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1991-07-01T00:00:00.000","Closed","M218","4600 BROADWAY","NY","1003590","252953","-73.930082","40.860951","112","10","28500","1021720016","MN35","Washington Heights North","JUNE BARNETT","PRINCIPAL","212-567-2322","212-569-7421","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NULL","NULL","NULL","NULL","NULL","NULL","112","34"
"2020","06M223","M223","The Mott Hall School","310600010223","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M223","71-111 CONVENT AVE","NY","997732","236800","-73.951292","40.816626","109","9","21703","1019570001","MN06","Manhattanville","JUDITH DE LOS SANTOS","Principal","212-281-5028","212-491-3451","5","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","109","26"
"2020","04M224","M224","M.S. 224 Manhattan East School for Arts & Academic","310400010224","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2000-07-01T00:00:00.000","Open","M099","410 EAST 100 STREET","NY","1000269","225318","-73.942154","40.785107","111","8","16200","1016930001","MN33","East Harlem South","LUIS GENAO","Principal","212-860-6047","212-410-0678","4","4","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 6- Manhattan","NULL","NULL","NULL","111","23"
"2020","02M225","M225","Ella Baker School","310200011225","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1999-07-01T00:00:00.000","Open","M480","317 EAST  67 STREET","NY","995392","218222","-73.959777","40.765638","108","5","11800","1014420001","MN31","Lenox Hill-Roosevelt Island","Joshua Satin","Principal","212-717-8809","212-717-8807","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","108","19"
"2020","75M226","M226","P.S. M226","307500011226","DOE","Special Education","K-12 all grades","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","1999-07-01T00:00:00.000","Open","M475","345 EAST  15TH STREET","NY","989075","206207","-73.98259","40.732665","106","2","4800","1009220008","MN21","Gramercy","INMACULADA JARDI","Principal","212-477-5017","212-477-5164","2","75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE BCO","Tillman Roberto","Children First Network 752","NULL","NULL","NULL","106","13"
"2020","02M234","M234","P.S. 234 Independence School","310200010234","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1988-07-01T00:00:00.000","Open","M234","292 GREENWICH STREET","NY","981234","201421","-74.01088","40.71953","101","1","3900","1001420025","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Dana Rappaportchaqor","Principal","212-233-6034","212-374-1719","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","101","1"
"2020","03M241","M241","STEM Institute of Manhattan","310300010241","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M113","240 WEST 113 STREET","NY","996547","231315","-73.955583","40.801573","110","9","21600","1018280015","MN11","Central Harlem South","MARCIA HENDRICKS","Principal","212-678-2898","212-678-2975","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","110","28"
"2020","03M242","M242","P.S. 242 - The Young Diplomats Magnet Academy","310300010242","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-06-22T00:00:00.000","Open","M144","134 WEST 122 STREET","NY","998539","232949","-73.948385","40.806055","110","9","22000","1019060011","MN11","Central Harlem South","DENISE GOMEZ","Principal","212-678-2908","212-678-2927","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","110","28"
"2020","03M243","M243","M.S. 243 Center School","310300010243","DOE","General Academic","Junior High-Intermediate-Middle","05,06,07,08,SE","05,06,07,08","1999-07-01T00:00:00.000","Open","M009","100 WEST  84 STREET","NY","991379","225360","-73.974256","40.785234","107","6","16900","1012140029","MN12","Upper West Side","ELAINE SCHWARTZ","Principal","212-799-1477","212-579-9728","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","20"
"2020","03M244","M244","MS 244m Columbus Middle School","310300010244","DOE","General Academic","Junior High-Intermediate-Middle","NULL","06,07,08","1999-06-22T00:00:00.000","Closed","M044","100 WEST  77 STREET","NY","990658","223753","-73.9769","40.7808","107","6","16100","1011480014","MN12","Upper West Side","Rodney Murphy","Principal","917-441-1191","212-501-7235","3","3","COMMUNITY SCHOOL DISTRICT 03","Roser Salavert","NULL","NULL","NULL","NULL","NULL","NULL","107","20"
"2020","03M245","M245","M.S. M245 The Computer School","310300010245","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","-73.977602","40.780536","107","6","16100","1011480014","MN12","Upper West Side","HENRY ZYMECK","Principal","917-441-0873","212-678-5908","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","20"
"2020","03M246","M246","M.S. M246 Crossroads School","310300010246","DOE","General Academic","Junior High-Intermediate-Middle",,"06,07,08","1999-06-22T00:00:00.000","Closed","M165","234 WEST 109 STREET","NY","993677","231707","-73.965949","40.802653","107","7","19500","1018800013","MN09","Morningside Heights","NULL","NULL","212-678-5850","212-678-4275","3","3","COMMUNITY SCHOOL DISTRICT 03","(IA) Carvajal, Sara","NULL","NULL","NULL","NULL","NULL","NULL","107","24"
"2020","03M247","M247","M.S. M247 Dual Language Middle School","310300010247","DOE","General Academic","Junior High-Intermediate-Middle","05,06,07,08,SE","06,07,08","1999-06-22T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","-73.977602","40.780536","107","6","16100","1011480014","MN12","Upper West Side","Kristina Jelinek","Principal","212-496-1050","212-496-1087","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","20"
"2020","03M250","M250","M.S. 250 West Side Collaborative Middle School","310300010250","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-22T00:00:00.000","Open","M075","735 WEST END AVENUE","NY","991450","228958","-73.973996","40.795109","107","6","18300","1012530065","MN12","Upper West Side","Novella Bailey","Principal","212-866-6313","212-678-5295","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","24"
"2020","02M255","M255","M.S. 255 Salk School of Science","310200010255","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2000-06-21T00:00:00.000","Open","M040","320 EAST 20TH STREET","NY","989367","207177","-73.981536","40.735328","106","2","6400","1009250012","MN21","Gramercy","Rhonda Perry","Principal","212-614-8785","212-614-0095","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","106","13"
"2020","02M255","M255","M.S. 255 Salk School of Science","310200010255","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2000-06-21T00:00:00.000","Open","M040","320 EAST 20TH STREET","NY","989367","207177","-73.981536","40.735328","106","2","6400","1009250012","MN21","Gramercy","Rhonda Perry","Principal","212-614-8785","212-614-0095","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","106","13"
"2020","03M256","M256","Lafayette Academy","310300010256","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-28T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","-73.971011","40.791395","107","6","17700","1012230005","MN12","Upper West Side","Brian Zager","Principal","212-222-2857","212-531-0586","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","24"
"2020","03M258","M258","Community Action School - MS 258","310300010258","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-28T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","-73.971011","40.791395","107","6","17700","1012230005","MN12","Upper West Side","Andrew Sullivan","Principal","212-678-5888","212-531-7351","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","24"
"2020","02M260","M260","The Clinton School","310200010260","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2000-06-21T00:00:00.000","Open","M868","10 East 15th Street","NY","986370","207476","-73.992727","40.736526","105","2","5200","1008420034","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Jonathan Levin","Principal","212-524-4360","212-524-4365","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","105","13"
"2020","84M263","M263","New York City Charter School of the Arts","310200861104","Charter","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2016-07-01T00:00:00.000","Open","MBNS","26 Broadway","NY","980671","196282","-74.013303","40.705688","101","1","900","1000220013","MN25","Battery Park City-Lower Manhattan","JAMIE DAVIDSON","Principal","NULL","NULL","2","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","101","1"
"2020","84M265","M265","Success Academy Charter School - Washington Height","310600861073","Charter","General Academic","Elementary","0K,01,02,03,04,05,06","0K,01,02,03,04,05","2014-07-01T00:00:00.000","Open","M387","701 FORT WASHINGTON AVENUE","NY","1002079","251924","-73.935231","40.85765","112","10","27300","1021790511","MN35","Washington Heights North","Kelsey Depalo","Principal","646-558-0027","646-219-4756","6","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","112","34"
"2020","02M267","M267","East Side Elementary School, PS 267","310200010267","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2010-07-01T00:00:00.000","Open","M267","213 EAST 63RD STREET","NY","994261","217582","-73.963861","40.763883","108","4","11000","1014180007","MN31","Lenox Hill-Roosevelt Island","Medea Mcevoy","Principal","212-888-7848","212-371-2891","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","108","19"
"2020","05M275","M275","I S 275","310500010275","DOE","General Academic","Junior High-Intermediate-Middle","SE","06,07,08","1999-07-01T00:00:00.000","Closed","M175","175 WEST 134 STREET","NY","999966","235930","-73.9433","40.8143","110","9","22800","1019190006","MN03","Central Harlem North-Polo Grounds","Sal Fernandez","Principal","212-283-1903","212-283-3415","5","5","COMMUNITY SCHOOL DISTRICT 05","Gale Reeves","NULL","NULL","NULL","NULL","NULL","NULL","110","32"
"2020","02M276","M276","Battery Park City School","310200010276","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","M276","55 BATTERY PLACE","NY","979410","196632","-74.017456","40.706384","101","1","31704","1000160040","MN25","Battery Park City-Lower Manhattan","Theresa Ruyter","Principal","212-266-5800","NULL","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","101","1"
"2020","06M278","M278","Paula Hedbavny School","310600010278","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2004-09-08T00:00:00.000","Open","M918","421 W 219TH ST","NY","1008494","256864","-73.912339","40.871673","112","10","29900","1022150831","MN01","Marble Hill-Inwood","BRYANNA VELAZQUEZ","Acting Principal","917-521-2060","212-942-8177","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","34"
"2020","84M279","M279","The Opportunity Charter School","310300860871","Charter","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2004-09-08T00:00:00.000","Open","M113","240 WEST 113 STREET","NY","996547","231315","-73.955583","40.801573","110","9","21600","1018280015","MN11","Central Harlem South","Sade McCaw/Leonard Goldberg","Executive Director","212-866-6137","212-665-7436","3","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","110","28"
"2020","02M280","M280","Manhattan Early College School for Advertising","310200011280","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2014-07-01T00:00:00.000","Open","M520","411 PEARL STREET","NY","983793","198427","-74.000851","40.711441","101","1","2900","1001130100","MN27","Chinatown","Sarah Kaplan","Principal","212-225-0880","212-225-0882","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 1- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","101","5"
"2020","02M281","M281","The River School","310200010281","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","M281","425 EAST 35TH STREET","NY","992064","210453","-73.972592","40.744288","106","4","8601","1009670001","MN19","Turtle Bay-East Midtown","JESSICA ORLEANS","Principal","212-251-6640","212-251-6645","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","106","17"
"2020","02M282","M282","Urban Assembly Maker Academy","310200011282","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2014-07-01T00:00:00.000","Open","M520","411 PEARL STREET","NY","983793","198427","-74.000851","40.711441","101","1","2900","1001130100","MN27","Chinatown","Luke Bauer","Principal","212-225-0890","212-225-0991","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 4- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","101","5"
"2020","03M283","M283","Manhattan Theatre Lab High School","310300011283","DOE","General Academic","High school","10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Closed","M490","122 AMSTERDAM AVENUE","NY","988236","221591","-73.985608","40.774891","107","6","15100","1011570025","MN14","Lincoln Square","Lisa Ostrom","PRINCIPAL","212-362-2075","212-362-9031","3","3","COMMUNITY SCHOOL DISTRICT 03","NULL","NULL","NULL","NULL","HS03","HS Network 03 Superintendent Office","WALSH, FRED","107","20"
"2020","84M284","M284","Harlem Children's Zone Promise Academy 1 Charter S","310500860864","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12","2004-09-08T00:00:00.000","Open","M908","245 West 129th Street","NY","998600","235286","-73.947317","40.811882","110","9","22400","1019330020","MN03","Central Harlem North-Polo Grounds","Achil Petit/Joseph Cordero","Principal","212-360-3232","212-280-2960","5","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","110","32"
"2020","05M285","M285","Harlem Renaissance High School","310500011285","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2004-09-13T00:00:00.000","Open","M911","22 EAST 128 STREET","NY","1000867","233547","-73.939974","40.807692","111","9","20600","1017520059","MN03","Central Harlem North-Polo Grounds","James Caputo","I.A. Principal","212-996-3795","212-996-4354","5","5","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","111","25"
"2020","05M286","M286","Urban Assembly Academy for Future Leaders","310500010286","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M043","509 WEST 129 STREET","NY","996562","236479","-73.95552","40.815747","109","7","21900","1019840033","MN06","Manhattanville","Joseph Gates","Principal","212-543-4960","212-694-4124","5","5","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 4- Affinity Group","NULL","NULL","NULL","109","26"
"2020","02M288","M288","Food and Finance High School","310200011288","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","-73.9927","40.765474","104","3","13500","1010790029","MN15","Clinton","ROGER TURGEON","Principal","212-586-2943","212-586-4205","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 1- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","104","18"
"2020","02M289","M289","I.S. 289","310200010289","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1998-05-27T00:00:00.000","Open","M089","201 WARREN STREET","NY","980378","200503","-74.013967","40.71701","101","1","31703","1000160221","MN25","Battery Park City-Lower Manhattan","Zeynep Ozkan","Principal","212-571-9268","212-587-6610","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","101","1"
"2020","02M290","M290","P.S. 290 Manhattan New School","310200010290","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M190","311 EAST  82 STREET","NY","997329","221700","-73.952777","40.775181","108","5","13800","1015450005","MN32","Yorkville","Doreen Esposito","Principal","212-734-7127","212-772-8879","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","108","19"
"2020","03M291","M291","West End Secondary School","310300011291","DOE","General Academic","Secondary School","06,07,08,09,10,SE","06,07,08,09,10,11,12","2015-07-01T00:00:00.000","Open","M837","227-243 WEST 61ST STREET","NY","987480","220759","-73.988338","40.772608","107","6","15100","1011540108","MN14","Lincoln Square","JESSICA JENKINS","Principal","212-245-1506","212-245-1291","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 5- Affinity Group","NULL","NULL","NULL","107","20"
"2020","01M292","M292","Orchard Collegiate Academy","310100011292","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M056","220 HENRY STREET","NY","988117","199174","-73.986051","40.713362","103","1","201","1002690041","MN28","Lower East Side","MILES DOYLE","Principal","212-406-9411","NULL","1","1","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 3- Manhattan","NULL","NULL","NULL","103","7"
"2020","06M293","M293","City College Academy of the Arts","310600011293","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2005-07-01T00:00:00.000","Open","M218","4600 BROADWAY","NY","1003590","252953","-73.930082","40.860951","112","10","28500","1021720016","MN35","Washington Heights North","BURNEDETTE DRYSDALE","Principal","212-567-3164","212-567-3958","6","6","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 1- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","112","34"
"2020","02M294","M294","Essex Street Academy","310200011294","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M445","350 GRAND STREET","NY","987208","200619","-73.989329","40.717329","103","1","1800","1004080030","MN27","Chinatown","Wallace Simpson","Principal","212-475-4773","212-674-2058","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 5- Affinity Group","HS12","H.S. Network 12 Superintendent Office","Cheng, Alan","103","7"
"2020","84M295","M295","School in the Square Public Charter School","310600861101","Charter","General Academic","Junior High-Intermediate-Middle","06,07,08","06,07,08","2016-07-01T00:00:00.000","Open","MAHR","120 WADSWORTH AVENUE","NY","1001936","248548","-73.936073","40.848864","112","10","26300","1021630041","MN36","Washington Heights South","Carrie Amon","PRINCIPAL","718-916-7683","NULL","6","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","112","34"
"2020","02M296","M296","High School of Hospitality Management","310200011296","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","-73.9927","40.765474","104","3","13500","1010790029","MN15","Clinton","YVES MOMPOINT JR","Principal","212-586-0963","212-265-1307","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 1- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","104","18"
"2020","02M297","M297","M.S. 297","310200010297","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2017-07-01T00:00:00.000","Open","M323","75 MORTON STREET","NY","982162","205690","-74.007192","40.731006","102","3","6900","1006030049","MN23","West Village","JACQUELINE GETZ","Principal","917-678-8367","212-524-4365","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 3- Manhattan","NULL","NULL","NULL","102","6"
"2020","02M298","M298","Pace High School","310200011298","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M131","100 HESTER STREET","NY","986022","200219","-73.993607","40.716231","103","1","1600","1003010003","MN27","Chinatown","Eric Glatz","Principal","212-334-4663","212-334-4919","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 1- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","103","5"
