"open_data_crash_id","crash_date","crash_time","crash_police_precinct","crash_borough","total_non_severe_injuries","total_severe_injuries","total_fatalities","latitude","longitude","on_street","cross_street","address","highway_reference_marker","zipcode","similar_fatalities_severe","similar_fatalities_all","community_board","council_district","bin","bbl","census_tract_2020_","neighborhood_tabulation_area_nta_2020_"
"4507903","2022-03-07T00:00:00.000","00:10","114","Queens","0","1","0","40.7685000","-73.9046500","ASTORIA BOULEVARD","46 STREET",,,,"0","0",,,,,,
"4509906","2022-03-07T00:00:00.000","15:40","110","Queens","0","1","0",,,"Northern boulevard","Seaver way",,,,"0","0",,,,,,
"4510150","2022-03-08T00:00:00.000","12:46","104","Queens","0","1","0",,,"58 AVENUE","QUEENS MIDTOWN EXPRESSWAY",,,,"0","0",,,,,,
"4508650","2022-03-08T00:00:00.000","13:10","114","Queens","0","1","0","40.7537420","-73.9298400",,,"37-25      33 STREET",,,"0","0","401","26","4436765","4003750001","55","QN0105"
"4508652","2022-03-08T00:00:00.000","19:30","114","Queens","0","1","0","40.7684360","-73.9199600","31 STREET",,,,,"0","1",,,,,,
"4509431","2022-03-09T00:00:00.000","12:10","107","Queens","0","1","0","40.7316900","-73.8050900","164 STREET","JEWEL AVENUE",,,,"0","2",,,,,,
"4509129","2022-03-09T00:00:00.000","16:13","113","Queens","0","1","0","40.6747440","-73.7636800","FARMERS BOULEVARD","WESTGATE STREET",,,,"0","0",,,,,,
"4509061","2022-03-10T00:00:00.000","08:10","104","Queens","0","1","0","40.6929360","-73.8777700","JACKIE ROBINSON PKWY",,,"908BX5M23013",,"0","7",,,,,,
"4510459","2022-03-11T00:00:00.000","15:15","115","Queens","0","1","0",,,"31 AVENUE","71 STREET",,,,"0","0",,,,,,
"4509924","2022-03-11T00:00:00.000","16:35","105","Queens","1","1","0","40.6677360","-73.7544200","143 AVENUE","222 STREET",,,,"0","6",,,,,,
"4509549","2022-03-11T00:00:00.000","21:25","109","Queens","0","0","1","40.7651370","-73.8194400","NORTHERN BOULEVARD","147 STREET",,,,"1","1",,,,,,
"4509477","2022-03-12T00:00:00.000","03:22","105","Queens","0","1","0","40.6775670","-73.7318800","131 AVENUE","LAURELTON PARKWAY",,,,"0","0",,,,,,
"4509671","2022-03-13T00:00:00.000","13:10","109","Queens","0","1","0","40.7542500","-73.8278350","FRANKLIN AVENUE",,,,,"0","5",,,,,,
"4510754","2022-03-13T00:00:00.000","15:10","108","Queens","2","1","0","40.7384950","-73.9027400","BROOKLYN QUEENS EXPRESSWAY",,,"278IX5M33017",,"0","3",,,,,,
"4509939","2022-03-13T00:00:00.000","17:15","102","Queens","0","1","0","40.6859200","-73.8469240","WOODHAVEN BOULEVARD","97 AVENUE",,,,"0","3",,,,,,
"4510194","2022-03-14T00:00:00.000","14:30","112","Queens","0","1","0","40.7244000","-73.8498100","QUEENS BOULEVARD","68 DRIVE",,,,"0","1",,,,,,
"4510810","2022-03-15T00:00:00.000","15:35","111","Queens","0","0","1","40.7407230","-73.7571640",,,"73-55      217 STREET",,,"0","0","411","23","4453074","4077390003","129104","QN1104"
"4512040","2022-03-16T00:00:00.000","01:55","113","Queens","0","1","0","40.6714060","-73.7994200","140 STREET","130 AVENUE",,,,"0","0",,,,,,
"4512184","2022-03-17T00:00:00.000","12:20","115","Queens","2","1","0","40.7666850","-73.8921360","ASTORIA BOULEVARD","77 STREET",,,,"1","1",,,,,,
"4511311","2022-03-17T00:00:00.000","14:17","103","Queens","0","1","0","40.6945460","-73.8021200","SUTPHIN BOULEVARD","SOUTH ROAD",,,,"0","4",,,,,,
"4511969","2022-03-17T00:00:00.000","20:33","106","Queens","1","1","0","40.6741070","-73.8484000","PITKIN AVENUE","88 STREET",,,,"0","0",,,,,,
"4511956","2022-03-18T00:00:00.000","18:23","107","Queens","2","1","0","40.7259700","-73.7755660","193 STREET","RADNOR ROAD",,,,"0","0",,,,,,
"4511562","2022-03-19T00:00:00.000","09:11","101","Queens","0","0","1","40.6066860","-73.7501500","CENTRAL AVENUE","NAMEOKE AVENUE",,,,"0","0",,,,,,
"4511638","2022-03-20T00:00:00.000","01:51","109","Queens","0","1","0",,,"WHITESTONE EXPRESSWAY","LINDEN PLACE",,,,"0","0",,,,,,
"4512711","2022-03-20T00:00:00.000","11:45","110","Queens","1","1","0","40.7447800","-73.8634200","CORONA AVENUE","99 STREET",,,,"0","0",,,,,,
"4515442","2022-03-21T00:00:00.000","17:08","114","Queens","0","2","0","40.7569400","-73.9346400","37 AVENUE","CRESCENT STREET",,,,"0","2",,,,,,
"4512928","2022-03-22T00:00:00.000","04:50","107","Queens","0","1","0","40.7257900","-73.7917500","UNION TURNPIKE","UTOPIA PARKWAY",,,,"0","5",,,,,,
"4512749","2022-03-22T00:00:00.000","09:30","102","Queens","0","1","0","40.7080040","-73.8445800","JACKIE ROBINSON PKWY",,,"908BX5M23035",,"0","0",,,,,,
"4512933","2022-03-22T00:00:00.000","21:29","107","Queens","0","1","0","40.7249830","-73.7942200","175 STREET","UNION TURNPIKE",,,,"0","0",,,,,,
"4512991","2022-03-23T00:00:00.000","16:20","110","Queens","0","1","0","40.7421300","-73.8378000","VAN WYCK EXPWY",,,"678IX5M12060",,"0","0",,,,,,
"4513308","2022-03-24T00:00:00.000","08:13","112","Queens","0","1","0","40.7161400","-73.8335700","77 AVENUE","QUEENS BOULEVARD",,,,"0","0",,,,,,
"4513388","2022-03-25T00:00:00.000","08:20","115","Queens","1","3","0","40.7619820","-73.8789600","30 AVENUE",,,,,"1","2",,,,,,
"4514831","2022-03-25T00:00:00.000","21:09","106","Queens","1","0","1","40.6654470","-73.8157100","SOUTH CONDUIT AVENUE",,,,,"0","0",,,,,,
"4513794","2022-03-26T00:00:00.000","16:02","110","Queens","0","1","0","40.7343750","-73.8734200","QUEENS BOULEVARD","57 AVENUE",,,,"0","0",,,,,,
"4513603","2022-03-26T00:00:00.000","20:10","109","Queens","0","1","0","40.7629740","-73.8253250","BOWNE STREET",,,,,"0","0",,,,,,
"4513786","2022-03-27T00:00:00.000","00:15","105","Queens","3","2","0","40.7076800","-73.7451200","212 STREET","110 AVENUE",,,,"0","0",,,,,,
"4513784","2022-03-27T00:00:00.000","04:00","105","Queens","3","1","0","40.6669350","-73.7827150","BELT PARKWAY",,,"907DX5M23045",,"0","3",,,,,,
"4513903","2022-03-27T00:00:00.000","21:00","105","Queens","0","1","0","40.7061000","-73.7338500","223 STREET","111 AVENUE",,,,"0","0",,,,,,
"4514597","2022-03-28T00:00:00.000","02:20","104","Queens","0","1","0","40.6998830","-73.9083100","MYRTLE AVENUE","MADISON STREET",,,,"0","0",,,,,,
"4514389","2022-03-28T00:00:00.000","22:13","103","Queens","0","1","0","40.7005120","-73.7967760","LIBERTY AVENUE","160 STREET",,,,"1","2",,,,,,
"4493220","2022-01-09T00:00:00.000","11:40","121","Staten Island","0","1","0","40.6249120","-74.1467060","FOREST AVENUE","WILLOW ROAD WEST",,,,"0","7",,,,,,
"4494554","2022-01-13T00:00:00.000","18:35","120","Staten Island","1","1","0","40.6316500","-74.0876200","VICTORY BOULEVARD","WOODSTOCK AVENUE",,,,"0","0",,,,,,
"4497790","2022-01-26T00:00:00.000","18:30","122","Staten Island","0","1","0","40.5941500","-74.0865860","HYLAN BOULEVARD","REID AVENUE",,,,"0","2",,,,,,
"4498674","2022-01-29T00:00:00.000","22:49","121","Staten Island","0","1","0","40.6078300","-74.1465000","STATEN ISLAND EXPRESSWAY",,,"278IX6M13033",,"0","2",,,,,,
"4500257","2022-01-30T00:00:00.000","06:30","121","Staten Island","1","1","0",,,"WEST SHORE EXPRESSWAY",,,"440X6M22065",,"0","0",,,,,,
"4500803","2022-02-05T00:00:00.000","14:40","122","Staten Island","0","1","0","40.5639150","-74.1163700","TYSENS LANE","HYLAN BOULEVARD",,,,"1","4",,,,,,
"4504721","2022-02-20T00:00:00.000","19:20","122","Staten Island","0","1","0","40.5765040","-74.1037000","HYLAN BOULEVARD",,,,,"0","0",,,,,,
"4507263","2022-03-04T00:00:00.000","03:08","123","Staten Island","0","1","0","40.5428100","-74.1982400",,,"2          WALKER PLACE",,,"0","0","503","51","5083868","5068480030","20804","SI0304"
"4508403","2022-03-07T00:00:00.000","10:26","120","Staten Island","0","1","0","40.6391600","-74.0874000","JERSEY STREET","BENZIGER AVENUE",,,,"0","0",,,,,,
"4508939","2022-03-07T00:00:00.000","15:56","120","Staten Island","0","1","0","40.6347770","-74.0753560",,,"308        BAY STREET",,,"0","0","501","49",,,"21","SI0102"
"4515527","2022-03-11T00:00:00.000","15:48","123","Staten Island","0","1","0","40.5240170","-74.2392100",,,"4842       ARTHUR KILL ROAD",,,"0","1","503","51","5107832","5075840077","22602","SI0305"
"4509374","2022-03-11T00:00:00.000","19:30","122","Staten Island","0","1","0","40.5731600","-74.1148150","NEW DORP LANE","9 STREET",,,,"0","0",,,,,,
"4512455","2022-03-20T00:00:00.000","05:00","123","Staten Island","3","1","0",,,"ARDEN AVENUE",,,,,"0","0",,,,,,
"4514536","2022-03-27T00:00:00.000","08:15","122","Staten Island","0","1","0",,,"VERRAZANO BRIDGE UPPER",,,,,"0","0",,,,,,
"4514425","2022-03-28T00:00:00.000","00:00","121","Staten Island","0","1","0","40.6014860","-74.1673050",,,"15         PARK DRIVE NORTH",,,"0","0","502","51","5035587","5021100176","29106","SI0204"
"4514416","2022-03-28T00:00:00.000","13:38","121","Staten Island","0","1","0","40.6238940","-74.1674100","SOUTH AVENUE","AMADOR STREET",,,,"0","3",,,,,,
"4515162","2022-03-29T00:00:00.000","07:35","122","Staten Island","0","1","0","40.5687800","-74.1066100","MILL ROAD","NEW DORP LANE",,,,"0","0",,,,,,
"4515127","2022-03-29T00:00:00.000","16:41","120","Staten Island","0","1","0","40.6472550","-74.0804600",,,"224        RICHMOND TERRACE",,,"0","0","501","49","5000107","5000130060","7","SI0101"
"4516688","2022-04-01T00:00:00.000","15:09","48","Bronx","0","1","0","40.8395700","-73.8827900",,,"1880       BOSTON ROAD",,,"0","0","206","15","2120210","2030047501","359","BX0601"
"4516259","2022-04-02T00:00:00.000","23:10","50","Bronx","0","1","0","40.8830500","-73.8998300","MAJOR DEEGAN EXPRESSWAY",,,"87IX1M12064",,"0","5",,,,,,
"4516479","2022-04-04T00:00:00.000","13:00","46","Bronx","0","1","0","40.8519360","-73.9107800","WEST TREMONT AVENUE",,,,,"0","0",,,,,,
"4520299","2022-04-05T00:00:00.000","13:57","45","Bronx","0","1","0","40.8175930","-73.8163760","EAST TREMONT AVENUE","LAWTON AVENUE",,,,"0","0",,,,,,
"4518407","2022-04-08T00:00:00.000","04:02","47","Bronx","0","1","0","40.8780100","-73.8531340",,,"1106       EAST 216 STREET",,,"0","0","212","12","2059912","2047100020","382","BX1201"
"4518265","2022-04-08T00:00:00.000","18:58","43","Bronx","0","1","0","40.8208770","-73.8667000","ROSEDALE AVENUE","LAFAYETTE AVENUE",,,,"0","0",,,,,,
"4518441","2022-04-08T00:00:00.000","20:00","44","Bronx","0","1","0","40.8433720","-73.9049450","CLAY AVENUE","EAST 173 STREET",,,,"0","0",,,,,,
"4523346","2022-04-10T00:00:00.000","03:43","50","Bronx","0","1","0","40.8995360","-73.8941800","HENRY HUDSON PARKWAY",,,"907VX1M21023",,"0","0",,,,,,
"4518295","2022-04-11T00:00:00.000","13:50","43","Bronx","0","1","0","40.8344230","-73.8792650","EAST 174 STREET","BRONX RIVER AVENUE",,,,"0","0",,,,,,
"4522429","2022-04-12T00:00:00.000","10:00","50","Bronx","0","1","0","40.8894580","-73.8982800","WEST 242 STREET","BROADWAY",,,,"0","0",,,,,,
"4518564","2022-04-12T00:00:00.000","14:53","40","Bronx","0","1","0","40.8185040","-73.9144800","EAST 153 STREET","3 AVENUE",,,,"0","1",,,,,,
"4523093","2022-04-13T00:00:00.000","12:40","47","Bronx","0","1","0","40.8739800","-73.8557740","EAST GUN HILL ROAD","LACONIA AVENUE",,,,"0","0",,,,,,
"4518949","2022-04-13T00:00:00.000","17:20","47","Bronx","0","1","0","40.8885540","-73.8410640","EAST 233 STREET","DEREIMER AVENUE",,,,"0","2",,,,,,
"4518893","2022-04-13T00:00:00.000","21:44","46","Bronx","0","1","0","40.8605770","-73.9025500","EAST 184 STREET",,,,,"0","0",,,,,,
"4519025","2022-04-14T00:00:00.000","01:20","45","Bronx","2","1","0","40.8367920","-73.8466900","ZEREGA AVENUE","WESTCHESTER AVENUE",,,,"0","0",,,,,,
"4523359","2022-04-18T00:00:00.000","22:49","50","Bronx","0","1","0","40.8793100","-73.9031400","MAJOR DEEGAN EXPRESSWAY",,,"87IX1M12061",,"0","1",,,,,,
"4520241","2022-04-19T00:00:00.000","00:19","48","Bronx","0","1","0","40.8387030","-73.8813000",,,"1290       RODMAN PLACE",,,"0","0","206","15","2129118","2030167501","359","BX0601"
"4527379","2022-04-20T00:00:00.000","00:10","44","Bronx","0","1","0","40.8361800","-73.9074500",,,"1347       WEBSTER AVENUE",,,"0","0","204","16","2009309","2028870165","17702","BX0403"
"4521554","2022-04-22T00:00:00.000","08:15","47","Bronx","0","1","0","40.9012100","-73.8521350",,,"4550       WHITE PLAINS ROAD",,,"0","0","212","11","2071132","2050840030","434","BX1203"
"4522437","2022-04-22T00:00:00.000","16:20","52","Bronx","0","1","0","40.8631500","-73.9090700","SEDGWICK AVENUE","WEBB AVENUE",,,,"1","16",,,,,,
"4525905","2022-04-23T00:00:00.000","14:40","40","Bronx","0","1","0","40.8097000","-73.9030400","BRUCKNER BOULEVARD","EAST 149 STREET",,,,"0","3",,,,,,
"4521581","2022-04-24T00:00:00.000","10:57","40","Bronx","0","1","0","40.8087900","-73.9161900","SAINT ANNS AVENUE","EAST 141 STREET",,,,"0","0",,,,,,
"4523341","2022-04-25T00:00:00.000","10:59","50","Bronx","0","1","0",,,"MOSHOLU PARKWAY RAMP",,,"908FX1MR03B1",,"0","0",,,,,,
"4523063","2022-04-25T00:00:00.000","16:35","48","Bronx","0","1","0",,,"CROTONA AVENUE","EAST 175 STREET",,,,"0","0",,,,,,
"4522721","2022-04-26T00:00:00.000","15:17","52","Bronx","0","1","0","40.8685650","-73.8965700","WEST 195 STREET","JEROME AVENUE",,,,"0","0",,,,,,
"4522372","2022-04-26T00:00:00.000","15:48","48","Bronx","0","1","0","40.8603800","-73.8888900","WASHINGTON AVENUE","EAST FORDHAM ROAD",,,,"0","11",,,,,,
"4523147","2022-04-28T00:00:00.000","12:30","49","Bronx","0","0","1","40.8712600","-73.8499200","BOUCK AVENUE","BURKE AVENUE",,,,"0","0",,,,,,
"4523169","2022-04-28T00:00:00.000","16:55","41","Bronx","0","1","0","40.8221170","-73.8968900","WESTCHESTER AVENUE","INTERVALE AVENUE",,,,"0","0",,,,,,
"4523056","2022-04-28T00:00:00.000","19:35","48","Bronx","0","1","0","40.8454100","-73.8911360","EAST TREMONT AVENUE","CROTONA AVENUE",,,,"0","5",,,,,,
"4523344","2022-04-29T00:00:00.000","15:00","50","Bronx","0","1","0",,,"MAJOR DEEGAN EXPRESSWAY RAMP",,,"87IX1MR09B1",,"0","0",,,,,,
"4524163","2022-04-29T00:00:00.000","21:38","44","Bronx","0","0","1","40.8438220","-73.9275000","MAJOR DEEGAN EXPRESSWAY",,,"87IX1M12034",,"1","1",,,,,,
"4523820","2022-04-30T00:00:00.000","17:47","46","Bronx","0","1","0","40.8478130","-73.9075400","GRAND CONCOURSE",,,,,"0","0",,,,,,
"4524106","2022-05-02T00:00:00.000","12:00","52","Bronx","0","1","0","40.8682820","-73.9010800","WEST KINGSBRIDGE ROAD","UNIVERSITY AVENUE",,,,"0","2",,,,,,
"4524269","2022-05-02T00:00:00.000","12:18","40","Bronx","0","2","0","40.8121100","-73.9159100",,,"512        EAST 145 STREET",,,"0","0","201","8","2090996","2022710005","43","BX0101"
"4524618","2022-05-03T00:00:00.000","06:15","41","Bronx","0","1","0","40.8194300","-73.8897200","HUNTS POINT AVENUE","GARRISON AVENUE",,,,"0","1",,,,,,
"4524626","2022-05-03T00:00:00.000","17:55","52","Bronx","0","1","0","40.8763000","-73.8759000","HOLT PLACE","PERRY AVENUE",,,,"0","0",,,,,,
"4525006","2022-05-04T00:00:00.000","08:22","49","Bronx","0","0","1","40.8523520","-73.8585200","NEILL AVENUE","PAULDING AVENUE",,,,"0","0",,,,,,
"4526644","2022-05-04T00:00:00.000","16:38","44","Bronx","0","1","0","40.8351000","-73.9194640","WALTON AVENUE","EAST 167 STREET",,,,"1","3",,,,,,
"4527786","2022-05-05T00:00:00.000","08:20","44","Bronx","0","1","0","40.8356200","-73.9278640","WEST 166 STREET","OGDEN AVENUE",,,,"1","1",,,,,,
"4528515","2022-05-05T00:00:00.000","11:29","48","Bronx","0","1","0","40.8514400","-73.8889600","EAST 182 STREET","HUGHES AVENUE",,,,"0","0",,,,,,
"4525225","2022-05-06T00:00:00.000","04:06","45","Bronx","1","0","1",,,"NEW ENGLAND THRUWAY RAMP",,,"95IX1MR16A1",,"0","0",,,,,,
"4526074","2022-05-07T00:00:00.000","00:46","48","Bronx","0","1","0","40.8430670","-73.8863700",,,"861        EAST TREMONT AVENUE",,,"0","1","206","15","2013089","2031170005","36501","BX0602"
"4527986","2022-05-07T00:00:00.000","20:03","40","Bronx","2","2","0","40.8212740","-73.9174300","COURTLANDT AVENUE","EAST 156 STREET",,,,"0","0",,,,,,
"4525587","2022-05-07T00:00:00.000","20:14","45","Bronx","0","0","1",,,"EAST TREMONT AVENUE","ROOSEVELT AVENUE",,,,"0","0",,,,,,
"4526051","2022-05-07T00:00:00.000","22:13","49","Bronx","0","1","0",,,"PELHAM PARKWAY","EASTCHESTER ROAD",,,,"0","0",,,,,,
"4525993","2022-05-09T00:00:00.000","03:00","44","Bronx","0","1","0","40.8402250","-73.9176900","JEROME AVENUE","EAST 170 STREET",,,,"0","3",,,,,,
"4526530","2022-05-09T00:00:00.000","16:10","44","Bronx","0","1","0","40.8443400","-73.9147500","WEST MOUNT EDEN AVENUE","JEROME AVENUE",,,,"0","2",,,,,,
"4526581","2022-05-10T00:00:00.000","12:25","45","Bronx","0","1","0","40.8291800","-73.8378200","CROSS BRONX EXPY",,,"295IX1M21031",,"0","0",,,,,,
"4526952","2022-05-11T00:00:00.000","21:55","40","Bronx","0","1","0","40.8097000","-73.9030400","BRUCKNER BOULEVARD","EAST 149 STREET",,,,"0","7",,,,,,
"4529281","2022-05-13T00:00:00.000","21:06","47","Bronx","0","1","0","40.8994520","-73.8451500","NEREID AVENUE","DEREIMER AVENUE",,,,"0","0",,,,,,
"4528614","2022-05-14T00:00:00.000","11:02","43","Bronx","0","0","1","40.8207100","-73.8515850","OLMSTEAD AVENUE","SEWARD AVENUE",,,,"0","0",,,,,,
"4528186","2022-05-16T00:00:00.000","00:08","40","Bronx","0","1","0","40.8046950","-73.9223900","BRUCKNER BOULEVARD","BROWN PLACE",,,,"0","0",,,,,,
"4528318","2022-05-16T00:00:00.000","09:20","43","Bronx","0","1","0","40.8272320","-73.8436500",,,"945        ZEREGA AVENUE",,,"0","0","209","18","2023305","2037000031","98","BX0903"
"4528319","2022-05-16T00:00:00.000","11:48","43","Bronx","0","1","0","40.8252000","-73.8677140","BRUCKNER BOULEVARD","ROSEDALE AVENUE",,,,"0","8",,,,,,
"4528377","2022-05-16T00:00:00.000","17:45","41","Bronx","0","1","0","40.8253000","-73.8906860","WESTCHESTER AVENUE",,,,,"0","0",,,,,,
"4528772","2022-05-16T00:00:00.000","22:00","40","Bronx","0","1","0","40.8142660","-73.9129640","SAINT ANNS AVENUE","EAST 149 STREET",,,,"0","0",,,,,,
"4529563","2022-05-17T00:00:00.000","15:10","41","Bronx","0","1","0","40.8186040","-73.8891700","HUNTS POINT AVENUE","SENECA AVENUE",,,,"0","0",,,,,,
"4529110","2022-05-18T00:00:00.000","09:00","43","Bronx","1","1","0","40.8215300","-73.8786300",,,"1520       STORY AVENUE",,,"0","1","209","18","2128970","2036237502","28","BX0901"
"4529648","2022-05-18T00:00:00.000","18:00","50","Bronx","0","1","0","40.9079900","-73.9038100",,,"5977       RIVERDALE AVENUE",,,"0","0","208","11","2086341","2059570164","323","BX0803"
"4529088","2022-05-18T00:00:00.000","19:53","49","Bronx","1","1","0","40.8420070","-73.8575500",,,"2155       EAST TREMONT AVENUE",,,"0","0","211","13","2043261","2040420254","238","BX1101"
"4529456","2022-05-18T00:00:00.000","23:48","45","Bronx","1","2","1","40.8350870","-73.8253800","BRUCKNER EXPRESSWAY",,,"95IX1M22058",,"0","2",,,,,,
"4530911","2022-05-19T00:00:00.000","21:05","52","Bronx","1","1","0",,,,,"2300       SEDGWICK AVENUE",,,"0","0","207","14","2014962","2032250148","255","BX0701"
"4530935","2022-05-20T00:00:00.000","16:10","52","Bronx","0","1","0","40.8836330","-73.8851700","WEST GUN HILL ROAD","WEST MOSHOLU PARKWAY NORTH",,,,"0","1",,,,,,
"4531011","2022-05-21T00:00:00.000","10:37","40","Bronx","0","1","0","40.8160670","-73.9176500","EAST 149 STREET","3 AVENUE",,,,"0","2",,,,,,
"4531014","2022-05-21T00:00:00.000","14:00","45","Bronx","0","1","0","40.8477940","-73.8267100","BRUCKNER EXPRESSWAY",,,"95IX1M21067",,"0","0",,,,,,
"4530943","2022-05-21T00:00:00.000","19:40","52","Bronx","0","1","0","40.8651660","-73.8992160",,,"2575       JEROME AVENUE",,,"0","0","207","14","2014378","2032010030","265","BX0701"
"4531107","2022-05-21T00:00:00.000","22:53","41","Bronx","0","1","0","40.8267400","-73.8879000","WESTCHESTER AVENUE","LONGFELLOW AVENUE",,,,"0","0",,,,,,
"4530236","2022-05-22T00:00:00.000","18:30","43","Bronx","0","1","0","40.8324130","-73.8808440",,,"1332       BRONX RIVER AVENUE",,,"0","0","209","17","2027379","2038620021","56","BX0901"
"4530824","2022-05-22T00:00:00.000","22:47","52","Bronx","0","1","1","40.8653100","-73.9033300","UNIVERSITY AVENUE","WEST 190 STREET",,,,"0","1",,,,,,
"4533429","2022-05-25T00:00:00.000","21:00","52","Bronx","0","1","0","40.8596080","-73.9077800","UNIVERSITY AVENUE",,,,,"0","0",,,,,,
"4531579","2022-05-26T00:00:00.000","12:56","40","Bronx","0","0","1",,,"BRUCKNER BOULEVARD","EAST 136 STREET",,,,"0","0",,,,,,
"4531542","2022-05-26T00:00:00.000","17:31","46","Bronx","0","1","0","40.8567300","-73.9027900","EAST 182 STREET","MORRIS AVENUE",,,,"0","0",,,,,,
"4531581","2022-05-26T00:00:00.000","18:57","47","Bronx","0","1","1",,,"NEW ENGLAND THRUWAY",,,"95IX1M22098",,"0","0",,,,,,
"4531512","2022-05-27T00:00:00.000","03:50","40","Bronx","0","1","0",,,"WESTCHESTER AVENUE","EAST 152 STREET",,,,"0","0",,,,,,
"4531652","2022-05-27T00:00:00.000","04:14","47","Bronx","0","1","0","40.8954660","-73.8771300","VANCORTLANDT PARK EAST","EAST 233 STREET",,,,"0","6",,,,,,
"4531798","2022-05-28T00:00:00.000","06:40","46","Bronx","0","1","0","40.8548200","-73.9112000","UNIVERSITY AVENUE","WEST BURNSIDE AVENUE",,,,"0","1",,,,,,
"4532447","2022-05-30T00:00:00.000","05:00","42","Bronx","0","1","0","40.8281970","-73.9020600","HOME STREET",,,,,"0","0",,,,,,
"4535675","2022-05-30T00:00:00.000","22:06","44","Bronx","0","1","0","40.8439750","-73.9138640","EAST MOUNT EDEN AVENUE","TOWNSEND AVENUE",,,,"1","3",,,,,,
"4533478","2022-05-31T00:00:00.000","16:31","48","Bronx","0","1","0","40.8409500","-73.8793900","EAST 178 STREET","BOSTON ROAD",,,,"0","0",,,,,,
"4533452","2022-05-31T00:00:00.000","19:56","48","Bronx","1","1","0","40.8555070","-73.8828400",,,"2465       CROTONA AVENUE",,,"0","0","206","15","2012914","2031050034","389","BX0603"
"4535142","2022-06-01T00:00:00.000","20:15","41","Bronx","0","1","0","40.8238830","-73.8918600",,,"1030       SOUTHERN BOULEVARD",,,"0","0","202","17","2130444","2027430006","119","BX0202"
"4534247","2022-06-02T00:00:00.000","14:29","47","Bronx","1","1","0","40.9047900","-73.8516850",,,"4722       MATILDA AVENUE",,,"0","0","212","11","2071730","2051060021","414","BX1203"
"4535020","2022-06-03T00:00:00.000","21:00","48","Bronx","0","1","0","40.8503070","-73.8864400","EAST 182 STREET","CROTONA AVENUE",,,,"0","0",,,,,,
"4535076","2022-06-04T00:00:00.000","01:17","40","Bronx","0","0","1","40.8089450","-73.9224900",,,"387        EAST 138 STREET",,,"0","0","201","8","2000596","2023010031","39","BX0101"
"4534999","2022-06-04T00:00:00.000","07:30","48","Bronx","0","1","0","40.8477000","-73.9009700","WEBSTER AVENUE","EAST TREMONT AVENUE",,,,"0","0",,,,,,
"4534631","2022-06-04T00:00:00.000","17:06","46","Bronx","0","1","0","40.8501800","-73.9105900","JEROME AVENUE",,,,,"1","1",,,,,,
"4535292","2022-06-04T00:00:00.000","19:04","45","Bronx","1","1","0",,,"CITY ISLAND BRIDGE","CITY ISLAND ROAD",,,,"0","0",,,,,,
"4534134","2022-06-05T00:00:00.000","04:26","42","Bronx","0","0","1","40.8322800","-73.9096300","WEBSTER AVENUE","EAST 168 STREET",,,,"1","2",,,,,,
"4537940","2022-06-07T00:00:00.000","07:49","40","Bronx","0","1","0","40.8167460","-73.9290400","EAST 144 STREET","WALTON AVENUE",,,,"0","0",,,,,,
"4535013","2022-06-07T00:00:00.000","09:25","40","Bronx","1","2","0",,,"EAST 144 STREET","PARK AVENUE",,,,"0","2",,,,,,
"4535668","2022-06-07T00:00:00.000","16:31","50","Bronx","0","1","0",,,,,"4705       HENRY HUDSON PARKWAY",,,"0","0","208","11","2085820","2059120001","30701","BX0803"
"4535184","2022-06-07T00:00:00.000","17:34","40","Bronx","0","1","0","40.8053400","-73.9209500","MAJOR DEEGAN EXPRESSWAY",,,"87IX1M12005",,"0","8",,,,,,
"4535577","2022-06-08T00:00:00.000","10:30","43","Bronx","0","1","0","40.8156600","-73.8567900","WHITE PLAINS ROAD","LACOMBE AVENUE",,,,"0","0",,,,,,
"4536725","2022-06-08T00:00:00.000","22:49","49","Bronx","0","1","0","40.8610230","-73.8502200","BOUCK AVENUE","WARING AVENUE",,,,"0","2",,,,,,
"4540178","2022-06-09T00:00:00.000","15:18","47","Bronx","0","1","0","40.8725200","-73.8613500","BRONXWOOD AVENUE","CHESTNUT STREET",,,,"0","0",,,,,,
"4538791","2022-06-11T00:00:00.000","08:20","47","Bronx","0","1","0","40.8896800","-73.8206000","BOSTON ROAD","MCOWEN AVENUE",,,,"0","0",,,,,,
"4536233","2022-06-11T00:00:00.000","16:05","40","Bronx","0","2","0","40.8035930","-73.9197850","BRUCKNER BOULEVARD","SAINT ANNS AVENUE",,,,"0","11",,,,,,
"4537519","2022-06-13T00:00:00.000","07:45","50","Bronx","0","1","0","40.8795130","-73.9096800","WEST 230 STREET","TIBBETT AVENUE",,,,"0","0",,,,,,
"4537969","2022-06-13T00:00:00.000","17:10","41","Bronx","0","1","0",,,"WESTCHESTER AVENUE","SHERIDAN BOULEVARD",,,,"0","13",,,,,,
"4537036","2022-06-13T00:00:00.000","21:21","42","Bronx","0","1","0","40.8310550","-73.9058460","EAST 168 STREET","3 AVENUE",,,,"0","1",,,,,,
"4543442","2022-06-14T00:00:00.000","14:31","48","Bronx","0","2","0","40.8463130","-73.8851600",,,"810        EAST 180 STREET",,,"0","0","206","15","2012955","2031080008","36501","BX0602"
"4538947","2022-06-14T00:00:00.000","21:34","44","Bronx","0","1","0",,,"PLIMPTON AVENUE",,,,,"0","0",,,,,,
"4537506","2022-06-14T00:00:00.000","23:20","44","Bronx","0","1","0",,,"WASHINGTON BRIDGE 181 ST",,,"181B01003004",,"0","0",,,,,,
