"inspection_type","job_ticket_or_work_order_id","job_id","job_progress","bbl","boro_code","block","lot","house_number","street_name","zip_code","x_coord","y_coord","latitude","longitude","borough","inspection_date","result","approved_date","location","community_board","council_district","census_tract","bin","nta"
"Initial","11386056","PC7525524","1","4023420032","4","02342","0032","51-24","58 PLACE","11377","1009740","207459","40.736060026187","-73.908021401169","Queens","2017-02-07T09:20:32.000","Passed","2017-02-13T15:03:30.000","
,  
(40.736060026187, -73.908021401169)","2","26","243","4054160","Woodside"
"Initial","13581413","PC8047253","1","3008660029","3","00866","0029","752","59 STREET","11220",,,"40.636697223321","-74.010012805461","Brooklyn","2023-02-15T10:30:03.000","Passed","2023-02-15T13:30:59.000","
,  
(40.636697223321, -74.010012805461)","7","38","10401","3016411","Sunset Park (Central)"
"BAIT","2865011","PC7925174","4","2023697502","2","02369","7502","500","EAST 165 STREET","10456",,,"40.826736146506","-73.908542366589","Bronx","2022-10-30T13:00:00.000","Monitoring visit","2022-10-31T11:27:09.000","
,  
(40.826736146506, -73.908542366589)","3","17","18501","2116712","Morrisania"
"Initial","11926922","PC6585861","1","2024770001","2","02477","0001","1006","GERARD AVENUE","10452","1005597","241865","40.830685487945","-73.923056247426","Bronx","2013-07-15T15:20:36.000","Passed","2013-07-18T10:54:31.000","
,  
(40.830685487945, -73.923056247426)","4","8","195","2002935","Concourse-Concourse Village"
"Initial","12256047","PC7034707","1","3056090064","3","05609","0064","1153","45 STREET","11219","986265","172200","40.63925284538","-73.993103545724","Brooklyn","2017-03-06T16:00:36.000","Passed","2017-03-08T09:32:59.000","
,  
(40.63925284538, -73.993103545724)","12","39","222","3136403","Borough Park"
"Initial","11330979","PC7030963","1","3008850068","3","00885","0068","259","20 STREET","11215","986401","180301","40.661554129382","-73.992246994952","Brooklyn","2015-06-16T09:00:49.000","Rat Activity","2015-06-18T10:03:55.000","
,  
(40.661554129382, -73.992246994952)","7","38","143","3017176","Sunset Park (West)"
"BAIT","2842055","PC7782167","2","1021330030","1","02133","0030","1320","ST NICHOLAS AVENUE","10033",,,"40.846187471379","-73.9359995443","Manhattan","2022-04-05T11:50:21.000","Bait applied",,"
,  
(40.846187471379, -73.9359995443)","12","10","261","1063226","Washington Heights (South)"
"Initial","13219327","PC7688787","1","2025240013","2","02524","0013","164","WEST 162 STREET","10452",,,"40.831774438982","-73.930556880138","Bronx","2021-04-21T09:05:00.000","Passed","2021-04-22T11:38:39.000","
,  
(40.831774438982, -73.930556880138)","4","16","189","2113100","Highbridge"
"Initial","11234471","PC7038321","1","3008870030","3","00887","0030","396A","19 STREET","11215","987993","179365","40.658984484709","-73.98650935573","Brooklyn","2011-10-31T14:22:23.000","Passed","2011-11-02T11:32:06.000","
,  
(40.658984484709, -73.98650935573)","7","38","1502","3017262","Windsor Terrace-South Slope"
"Compliance","12758750","PC6604562","2","2031220058","2","03122","0058","2083","DALY AVENUE","10460","1016882","246821","40.844075235342","-73.882058126746","Bronx","2010-08-03T11:20:00.000","Failed for Other R","2010-08-04T08:27:50.000","
,  
(40.844075235342, -73.882058126746)","6","15","363","2013138","West Farms"
"Initial","12326772","PC6839683","1","2044330026","2","04433","0026","2548A","WHITE PLAINS ROAD","10467","1021031","254332","40.863914658794","-73.867391338117","Bronx","2017-09-05T12:22:58.000","Passed","2017-09-14T08:22:05.000","
,  
(40.863914658794, -73.867391338117)","11","15","330","2116149","Allerton"
"Initial","12539866","PC7174237","1","3023380020","3","02338","0020","266","NORTH 6 STREET","11211","996746","199763","40.715104273508","-73.954851289017","Brooklyn","2018-12-21T16:05:26.000","Failed for Other R","2019-01-03T11:08:30.000","
,  
(40.715104273508, -73.954851289017)","1","34","519","3062264","Williamsburg"
"Initial","12584332","PC7291220","1","3015840011","3","01584","0011","912","BROADWAY","11206","1001794","193341","40.697553640488","-73.936305062111","Brooklyn","2019-03-28T16:25:35.000","Failed for Other R","2019-03-29T11:09:12.000","
,  
(40.697553640488, -73.936305062111)","3","36","287","3000000","Bedford-Stuyvesant (East)"
"Initial","11656521","PC6116714","1","1010260055","1","01026","0101","265","WEST 54 STREET","10019","988723","217922","40.764446340788","-73.983451933525","Manhattan","2010-07-12T11:29:26.000","Passed","2010-07-14T08:22:07.000","
,  
(40.764446340788, -73.983451933525)","5","6","137","1089439","Midtown-Times Square"
"Initial","11324225","PC7210559","1","3077610048","3","07761","0048","5720","AVENUE H","11234","1006066","170008","40.633275396765","-73.921400450033","Brooklyn","2015-03-26T09:40:05.000","Passed","2015-03-30T11:27:24.000","
,  
(40.633275396765, -73.921400450033)","18","46","722","3214888","Flatlands"
"Initial","11310187","PC7187245","1","3060670031","3","06067","0031","526","88TH ST","11209","976881","165151","40.619967875121","-74.026544008744","Brooklyn","2014-09-10T13:44:01.000","Passed","2014-09-12T12:25:10.000","
,  
(40.619967875121, -74.026544008744)","10","43","160","3154233","Bay Ridge"
"Compliance","12794232","PC6617164","2","2026760071","2","02676","0071","781","PROSPECT AVENUE","10455","1011236","237400","40.818065849402","-73.90229681292","Bronx","2011-08-23T15:35:01.000","Passed","2011-08-24T11:38:35.000","
,  
(40.818065849402, -73.90229681292)","1","17","79","2004995","Melrose"
"Initial","13533764","PC7997028","1","3017030062","3","01703","0062","811","HERKIMER STREET","11233",,,"40.678386585774","-73.926632428276","Brooklyn","2022-12-02T10:55:18.000","Passed","2022-12-05T10:37:04.000","
,  
(40.678386585774, -73.926632428276)","3","36","299","3048025","Bedford-Stuyvesant (East)"
"BAIT","2907792","PC8021110","7","3059290054","3","05929","0054","353","BAYRIDGE PARKWAY","11209","976928","169220","40.631136438536","-74.026379140054","Brooklyn","2023-06-30T09:44:50.000","Bait applied","2023-06-30T15:25:40.000","
,  
(40.631136438536, -74.026379140054)","10","43","66","3148285","Bay Ridge"
"Initial","12231737","PC6846497","1","2025240040","2","02524","0040","978","SUMMIT AVENUE","10452","1003565","242544","40.832658207433","-73.930494521632","Bronx","2017-01-20T12:05:01.000","Passed","2017-01-23T09:54:50.000","
,  
(40.832658207433, -73.930494521632)","4","16","189","2003447","Highbridge"
"Initial","11987863","PC6669408","1","2031230036","2","03123","0036","2068","MOHEGAN AVENUE","10460","1016377","246991","40.844703148708","-73.884135253223","Bronx","2014-04-22T12:52:42.000","Passed","2014-04-25T11:32:25.000","
,  
(40.844703148708, -73.884135253223)","6","15","363","2112758","West Farms"
"BAIT","2893700","PC8022321","5","3052880047","3","05288","0047","3812","FORT HAMILTON PARKWAY","11218","987038","173735","40.643531726827","-73.989953734431","Brooklyn","2023-04-12T11:10:53.000","Monitoring visit","2023-04-14T16:16:46.000","
,  
(40.643531726827, -73.989953734431)","12","39","110","3122915","Sunset Park (East)-Borough Park (West)"
"Initial","12530724","PC6867003","1","2025250014","2","02525","0014","1030","SUMMIT AVENUE","10452","1003767","243132","40.833956024345","-73.929763183231","Bronx","2018-12-13T16:22:33.000","Passed","2018-12-14T14:54:29.000","
,  
(40.833956024345, -73.929763183231)","4","8","189","2003459","Highbridge"
"Initial","13631094","PC8095557","1","1005947505","1","00594","7505","255","HUDSON STREET","10013",,,"40.724834866162","-74.007742356268","Manhattan","2023-04-28T09:58:07.000","Passed","2023-05-01T09:21:29.000","
,  
(40.724834866162, -74.007742356268)","2","3","37","1087494","SoHo-Little Italy-Hudson Square"
"Compliance","12811505","PC7088375","2","3057550065","3","05755","0065","6501","NEW UTRECHT AVENUE","11219","984879","166453","40.623544638049","-73.997734145824","Brooklyn","2012-02-21T13:05:05.000","Passed","2012-02-24T09:27:14.000","
,  
(40.623544638049, -73.997734145824)","11","38","250","3142358","Bensonhurst"
"Initial","11182484","PC6074833","1","1018890072","1","01889","0072","299","RIVERSIDE DRIVE","10025","992084","230595","40.799530235515","-73.971751548063","Manhattan","2009-11-18T08:59:32.000","Passed","2009-11-19T14:56:05.000","
,  
(40.799530235515, -73.971751548063)","7","7","187","1057167","Upper West Side-Manhattan Valley"
"Initial","13697346","PC8167174","1","1004340037","1","00434","0037","441","EAST 6 STREET","10009",,,"40.72599520843","-73.985196904415","Manhattan","2023-08-09T10:14:15.000","Passed","2023-08-10T09:19:20.000","
,  
(40.72599520843, -73.985196904415)","3","2","32","1005797","East Village"
"Initial","11279528","PC7524088","1","4117300024","4","11730","0024","130-25","122 PLACE","11420","1035251","184603","40.673214948059","-73.816141003133","Queens","2013-08-01T16:17:57.000","Passed","2013-08-06T10:13:46.000","
,  
(40.673214948059, -73.816141003133)","10","28","840","4254144","South Ozone Park"
"BAIT","2641395","PC6818193","11","2027990016","2","02799","0016","1760","TOPPING AVENUE","10457","1010424","247422","40.845702711331","-73.905664434996","Bronx","2017-09-26T13:33:08.000","Bait applied","2017-09-27T08:28:05.000","
,  
(40.845702711331, -73.905664434996)","5","15","22901","2007491","Mount Hope"
"Initial","13704304","PC8175869","1","1019880200","1","01988","0200","1540","AMSTERDAM AVENUE","10031",,,"40.819757783805","-73.951618660489","Manhattan","2023-08-22T13:30:12.000","Rat Activity","2023-08-23T11:54:56.000","
,  
(40.819757783805, -73.951618660489)","9","7","22301","1059815","Manhattanville-West Harlem"
"Compliance","12849351","PC7487632","2","3010380001","4","00518","0035","38-16","14 STREET",,,,"0.00000000000000000000","0.00000000000000000000","Queens","2013-05-23T09:45:10.000","Passed","2013-05-28T14:05:31.000","
,  
(0.0, 0.0)","6","39","11902","3023562","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"Initial","11610669","PC6552896","1","2025250014","2","02525","0014","1030","SUMMIT AVENUE","10452","1003732","243136","40.833956024345","-73.929763183231","Bronx","2009-11-13T11:55:15.000","Passed","2009-11-16T08:13:59.000","
,  
(40.833956024345, -73.929763183231)","4","8","189","2003459","Highbridge"
"Compliance","13138568","PC6960132","2","2045100060","2","04510","0060","2709","HOLLAND AVENUE","10467","1021402","254762","40.865888545342","-73.865395249395","Bronx","2020-02-20T11:55:00.000","Passed","2020-02-21T14:47:42.000","
,  
(40.865888545342, -73.865395249395)","11","15","33801","2053634","Allerton"
"Initial","11229923","PC6656478","1","2024210010","2","02421","0010","890","MORRIS AVENUE","10451","1006894","240244","40.826054482451","-73.918176416007","Bronx","2011-09-09T13:55:00.000","Failed for Other R","2011-09-13T09:24:38.000","
,  
(40.826054482451, -73.918176416007)","4","16","173","2001925","Concourse-Concourse Village"
"Initial","13560911","PC8024721","1","3032930043","3","03293","0043","1295","BROADWAY","11221",,,"40.690717271654","-73.924188393462","Brooklyn","2023-01-17T15:54:00.000","Passed","2023-01-18T15:56:15.000","
,  
(40.690717271654, -73.924188393462)","4","37","395","3251909","Bushwick (East)"
"Initial","12612933","PC7241868","1","3033050028","3","03305","0028","86","BLEECKER STREET","11221","1006054","192352","40.694700953801","-73.921616251363","Brooklyn","2019-05-17T14:40:22.000","Passed","2019-05-28T11:14:53.000","
,  
(40.694700953801, -73.921616251363)","4","34","419","3075619","Bushwick (East)"
"Initial","11312236","PC7178258","1","3010150036","3","01015","0036","276","10 STREET","11215","987055","183400","40.670060011736","-73.98988844107","Brooklyn","2014-10-03T14:15:24.000","Passed","2014-10-07T10:14:28.000","
,  
(40.670060011736, -73.98988844107)","6","38","121","3022480","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"Initial","11309239","PC7165153","1","3061840068","3","06184","0068","1923","72ND STREET","11204","986611","162788","40.613484709177","-73.991496228278","Brooklyn","2014-09-03T14:40:10.000","Passed","2014-09-05T11:43:31.000","
,  
(40.613484709177, -73.991496228278)","11","43","266","3158024","Bensonhurst"
"Initial","11426831","PC6392207","1","1018910055","1","01891","0055","929","WEST END AVENUE","10025","992880","231212","40.801288862853","-73.968828716707","Manhattan","2018-04-26T12:55:01.000","Passed","2018-04-30T11:53:38.000","
,  
(40.801288862853, -73.968828716707)","7","6","191","1057240","Upper West Side-Manhattan Valley"
"BAIT","2529099","PC6520080","1","1018780001","1","01878","0001","2761","BROADWAY","10025","993147","231320","40.801582285","-73.967864179023","Manhattan","2015-04-06T09:30:29.000","Bait applied","2015-04-08T09:35:29.000","
,  
(40.801582285, -73.967864179023)","7","6","195","1000000","Upper West Side-Manhattan Valley"
"Initial","12617244","PC6473248","1","1018920045","1","01892","0045","2781","BROADWAY","10025","993009","231674","40.802411256135","-73.968069662937","Manhattan","2019-05-31T15:30:18.000","Rat Activity","2019-06-03T15:12:25.000","
,  
(40.802411256135, -73.968069662937)","7","7","195","1057283","Upper West Side-Manhattan Valley"
"Initial","12580570","PC6449989","1","1005750072","1","00575","0072","45","WEST 11 STREET","10011","985162","207049","40.734664080433","-73.99653959965","Manhattan","2019-03-14T11:04:14.000","Passed","2019-03-28T08:37:21.000","
,  
(40.734664080433, -73.99653959965)","2","3","63","1009595","Greenwich Village"
"Initial","12434465","PC6406021","1","1014220039","1","01422","0039","226","EAST 68 STREET","10065","994874","218568","40.766666999815","-73.961278248954","Manhattan","2018-04-25T13:34:59.000","Passed","2018-04-27T15:46:47.000","
,  
(40.766666999815, -73.961278248954)","8","4","118","1043894","Upper East Side-Lenox Hill-Roosevelt Island"
"Initial","11407407","PC7053776","1","3060440039","3","06044","0039","8602","4TH AVENUE","11209","976364","166138","40.622676530212","-74.028407461121","Brooklyn","2017-09-01T15:35:29.000","Passed","2017-09-05T10:21:47.000","
,  
(40.622676530212, -74.028407461121)","10","43","60","3153491","Bay Ridge"
"Compliance","13244427","PC7693866","2","1005430012","1","00543","0012","134","WEST 3 STREET","10012",,,"40.730796755447","-74.000902033041","Manhattan","2021-06-18T09:04:33.000","Passed","2021-06-21T16:16:14.000","
,  
(40.730796755447, -74.000902033041)","2","2","65","1008741","Greenwich Village"
"Initial","13177889","PC7634687","1","3019670004","3","01967","0004","409","CLASSON AVENUE","11238",,,"40.686958415539","-73.959611982708","Brooklyn","2020-08-24T15:18:00.000","Passed","2020-08-27T14:00:50.000","
,  
(40.686958415539, -73.959611982708)","3","35","233","3000000","Bedford-Stuyvesant (West)"
"Initial","11892729","PC6612083","1","2024220026","2","02422","0026","312","EAST 163 STREET","10451","1007501","240405","40.826755576291","-73.916014762929","Bronx","2013-02-01T13:39:34.000","Rat Activity","2013-02-04T11:16:35.000","
,  
(40.826755576291, -73.916014762929)","4","17","173","2001964","Concourse-Concourse Village"
"Initial","12231765","PC6815379","1","2025240049","2","02524","0049","992","SUMMIT AVENUE","10452","1003596","242735","40.832888686622","-73.930364187049","Bronx","2017-01-20T15:25:23.000","Passed","2017-01-23T10:06:36.000","
,  
(40.832888686622, -73.930364187049)","4","16","189","2003448","Highbridge"
"Initial","12183314","PC6698263","1","2039200018","2","03920","0018","1517","TAYLOR AVENUE","10460","1021121","244676","40.838148780475","-73.866492417634","Bronx","2016-08-19T14:02:44.000","Passed","2016-08-23T14:55:53.000","
,  
(40.838148780475, -73.866492417634)","9","18","218","2028631","Soundview-Bruckner-Bronx River"
"Initial","11940237","PC6652987","1","2029600043","2","02960","0043","1935","SOUTHERN BOULEVARD","10460","1015786","246139","40.842097306038","-73.885791496538","Bronx","2013-09-25T15:10:57.000","Passed","2013-09-30T12:00:14.000","
,  
(40.842097306038, -73.885791496538)","6","15","36502","2115029","Tremont"
"Initial","12144138","PC6387497","1","1018920042","1","01892","0042","309","WEST 107 STREET","10025","992923","231766","40.802600825589","-73.968730574891","Manhattan","2016-03-18T14:19:48.000","Passed","2016-03-22T11:40:30.000","
,  
(40.802600825589, -73.968730574891)","7","6","195","1057280","Upper West Side-Manhattan Valley"
"Initial","13703433","PC8171930","1","1020540012","1","02054","0012","363","EDGECOMBE AVENUE","10031",,,"40.827575331366","-73.940993168875","Manhattan","2023-08-18T16:20:00.000","Rat Activity","2023-08-23T11:45:33.000","
,  
(40.827575331366, -73.940993168875)","9","9","23501","1061164","Hamilton Heights-Sugar Hill"
"BAIT","2787165","PC7424000","3","4013120010","4","01312","0010","72-10","41 AVENUE","11377","1013908","210718","40.744992157728","-73.892967100584","Queens","2020-02-21T12:25:00.000","Bait applied","2020-03-05T13:42:57.000","
,  
(40.744992157728, -73.892967100584)","4","25","26501","4030658","Elmhurst"
"Initial","13416680","PC7888623","1","1016217501","1","01621","7501","1405","5 AVENUE","10029",,,"40.800180124464","-73.94679659972","Manhattan","2022-06-24T11:36:30.000","Passed","2022-06-27T13:15:11.000","
,  
(40.800180124464, -73.94679659972)","11","8","184","1088766","East Harlem (North)"
"BAIT","2740588","PC7251300","4","3033230014","3","03323","0014","110","GROVE STREET","11221","1006343","191869","40.693434854331","-73.92051427774","Brooklyn","2019-05-11T13:55:38.000","Bait applied","2019-05-13T13:39:13.000","
,  
(40.693434854331, -73.92051427774)","4","34","417","3076082","Bushwick (East)"
"Initial","12480375","PC6880852","1","2028000013","2","02800","0013","176","EAST 176 STREET","10457","1010046","248036","40.847652380087","-73.90677492448","Bronx","2018-08-06T15:04:12.000","Passed","2018-08-08T13:05:40.000","
,  
(40.847652380087, -73.90677492448)","5","15","22901","2007515","Mount Hope"
"Initial","11793311","PC6622214","1","2027900003","2","02790","0001","1638","TOPPING AVENUE","10457","1010352","246295","40.842886822253","-73.905921440164","Bronx","2012-03-12T12:09:47.000","Passed","2012-03-14T08:14:20.000","
,  
(40.842886822253, -73.905921440164)","4","15","22902","2115880","Mount Eden-Claremont (West)"
"BAIT","2466171","PC6582984","3","2029350070","2","02935","0070","655","JEFFERSON PLACE","10456","1012130","242837","40.833156556578","-73.899249894293","Bronx","2012-12-17T12:27:14.000","Bait applied","2012-12-19T09:33:40.000","
,  
(40.833156556578, -73.899249894293)","3","16","151","2009798","Morrisania"
"Initial","13582106","PC8049620","1",,"2","02788","0001","0000","EAST MT EDEN AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-02-15T10:02:33.000","Rat Activity","2023-02-17T09:45:18.000","
,  
(0.0, 0.0)",,,,,
"BAIT","2611058","PC7226652","8","3030047501","3","03004","0038","97","GRATTAN STREET","11237","1003859","196596","40.706055547899","-73.929242028103","Brooklyn","2017-04-05T08:35:28.000","Bait applied","2017-04-10T13:50:20.000","
,  
(40.706055547899, -73.929242028103)","1","34","453","3427275","East Williamsburg"
"Initial","13237639","PC7699696","1","3004280012","3","00428","0012","320","SACKETT STREET","11231","985642","188053","40.682831790259","-73.99498110654","Brooklyn","2021-06-02T08:00:00.000","Passed","2021-06-10T16:52:20.000","
,  
(40.682831790259, -73.99498110654)","6","39","75","3007012","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"Compliance","12847455","PC6690632","2","2045500010","2","04550","0010","2910","BARNES AVENUE","10467","1022024","255589","40.868120430886","-73.863423818928","Bronx","2013-05-01T15:40:41.000","Rat Activity","2013-05-02T09:10:43.000","
,  
(40.868120430886, -73.863423818928)","11","12","340","2087291","Allerton"
"BAIT","2620045","PC6816063","8","2025140001","2","02514","0001","1060","OGDEN AVENUE","10452","1004125","243316","40.834589233434","-73.928425412148","Bronx","2017-05-24T13:40:45.000","Bait applied","2017-05-31T08:13:15.000","
,  
(40.834589233434, -73.928425412148)","4","8","193","2000000","Highbridge"
"BAIT","2493788","PC6636031","6","2031220058","2","03122","0058","2083","DALY AVENUE","10460","1016810","246853","40.844075235342","-73.882058126746","Bronx","2013-12-16T09:52:49.000","Bait applied","2013-12-17T09:18:39.000","
,  
(40.844075235342, -73.882058126746)","6","15","363","2013138","West Farms"
"Initial","12313220","PC6333677","1","1005420059","1","00542","0059","199","BLEECKER STREET","10012","983846","205069","40.729322810103","-74.001504557705","Manhattan","2017-08-04T15:18:35.000","Passed","2017-08-11T08:14:35.000","
,  
(40.729322810103, -74.001504557705)","2","2","65","1008737","Greenwich Village"
"STOPPAGE","2912522","PC8112873","7","1016260040","1","01626","0040","1782","3rd Avenue","10029",,,"40.786945515227","-73.948056686994","Manhattan","2023-07-27T11:37:00.000","Stoppage done","2023-07-31T12:34:08.000","
,  
(40.786945515227, -73.948056686994)","11","5","166","1051753","East Harlem (South)"
"BAIT","2906521","PC8096766","5","1005770030","1","00577","0030","18","WEST 14 STREET","10011",,,"40.736352029935","-73.994482704184","Manhattan","2023-06-22T09:38:00.000","Bait applied","2023-06-23T09:03:57.000","
,  
(40.736352029935, -73.994482704184)","2","2","63","1009714","Greenwich Village"
"Initial","13328348","PC7804313","1","2030680145","2","03068","0145","592","EAST 178 STREET","10457",,,"40.846943449353","-73.893250616982","Bronx","2022-02-10T14:45:05.000","Passed","2022-02-11T10:56:40.000","
,  
(40.846943449353, -73.893250616982)","6","17","37504","2113412","Tremont"
"Initial","11716052","PC7369842","1","4003390006","4","00339","0006","35-21","CRESCENT STREET","11106","1003034","215820","40.759300384373","-73.932347330334","Queens","2011-03-18T08:00:39.000","Passed","2011-04-01T10:46:03.000","
,  
(40.759300384373, -73.932347330334)","1","26","47","4004005","Queensbridge-Ravenswood-Dutch Kills"
"Compliance","12759605","PC6645733","2","2026220029","2","02622","0029","595","EAST 164 STREET","10456","1010051","239892","40.824961630587","-73.906785157433","Bronx","2010-08-13T12:10:26.000","Failed for Other R","2010-08-16T12:16:03.000","
,  
(40.824961630587, -73.906785157433)","3","16","18502","2004400","Morrisania"
"Initial","11619002","PC6153900","1","1005300132","1","00530","0132","57","GREAT JONES STREET","10012","986385","203940","40.726594260409","-73.992243006922","Manhattan","2010-02-04T12:04:19.000","Passed","2010-02-11T09:43:46.000","
,  
(40.726594260409, -73.992243006922)","2","1","5502","1008505","Greenwich Village"
"BAIT","2378607","PC6969309","3","3033310008","3","03331","0008","70A","LINDEN STREET","11221","1006220","191395","40.691977560199","-73.920775655503","Brooklyn","2010-03-26T11:42:22.000","Bait applied","2010-03-30T08:23:03.000","
,  
(40.691977560199, -73.920775655503)","4","37","399","3076242","Bushwick (East)"
"Initial","12397610","PC6365486","1","1021210001","1","02121","0001","1040","ST NICHOLAS AVENUE","10032","1000934","244041","40.836264646466","-73.939969933597","Manhattan","2018-02-08T11:27:04.000","Passed","2018-02-12T09:50:13.000","
,  
(40.836264646466, -73.939969933597)","12","7","24301","1000000","Washington Heights (South)"
"Compliance","12806922","PC6543534","2","2033090039","2","03309","0038","213","EAST 203 STREET","10458","1015770","257660","40.873829396904","-73.886026056731","Bronx","2012-01-05T13:00:35.000","Failed for Other R","2012-01-06T09:57:17.000","
,  
(40.873829396904, -73.886026056731)","7","14","413","2000000","Bedford Park"
"Initial","13130389","PC7563783","1","3019890048","3","01989","0048","137","PUTNAM AVENUE","11238",,,"40.683276575959","-73.95661079687","Brooklyn","2020-02-05T10:16:32.000","Rat Activity","2020-02-06T12:26:04.000","
,  
(40.683276575959, -73.95661079687)","3","36","229","3057176","Bedford-Stuyvesant (West)"
"Initial","11285021","PC7504125","1","4007110007","4","00711","0007","45-03","BROADWAY","11103","1007835","215099","40.757035300949","-73.914868539109","Queens","2013-10-02T12:40:09.000","Failed for Other R","2013-10-03T15:44:08.000","
,  
(40.757035300949, -73.914868539109)","1","26","153","4012532","Astoria (East)-Woodside (North)"
"Initial","12373558","PC6820299","1","2031220155","2","03122","0155","2091","DALY AVENUE","10460","1016852","246923","40.844248019868","-73.881927703964","Bronx","2017-12-08T15:19:45.000","Passed","2017-12-13T10:13:19.000","
,  
(40.844248019868, -73.881927703964)","6","15","363","2112870","West Farms"
"Initial","11862708","PC6671776","1","2030057501","2","03005","0065","1932","BRYANT AVENUE","10460","1017022","245339","40.839977522846","-73.882235281186","Bronx","2012-07-26T15:21:57.000","Failed for Other R","2012-08-14T15:49:05.000","
,  
(40.839977522846, -73.882235281186)","6","15","359","2129026","West Farms"
"Initial","11917442","PC7494499","1","4003260030","4","00326","0030","34-20","12 STREET","11106","1001526","217535","40.763532949101","-73.937443822203","Queens","2013-05-16T13:50:30.000","Passed","2013-05-16T14:33:56.000","
,  
(40.763532949101, -73.937443822203)","1","26","85","4003896","Queensbridge-Ravenswood-Dutch Kills"
"Initial","11530413","PC7088595","1","3063930019","3","06393","0019","137","BAY 8 STREET","11228","980626","161208","40.609147519978","-74.013051952104","Brooklyn","2012-02-21T15:40:04.000","Passed","2012-02-22T08:54:25.000","
,  
(40.609147519978, -74.013051952104)","11","50","170","3167288","Bath Beach"
"Initial","12434446","PC6406532","1","1014220131","1","01422","0131","246","EAST 68 STREET","10065","995030","218481","40.766568110394","-73.961047261682","Manhattan","2018-04-25T14:14:28.000","Passed","2018-04-27T15:46:50.000","
,  
(40.766568110394, -73.961047261682)","8","4","118","1043898","Upper East Side-Lenox Hill-Roosevelt Island"
"Initial","11610791","PC6544452","1","2028000049","2","02800","0049","243","EAST 175 STREET","10457","1010284","247844","40.846715855279","-73.906075039509","Bronx","2009-11-16T09:39:28.000","Passed","2009-11-17T11:15:03.000","
,  
(40.846715855279, -73.906075039509)","5","14","22901","2007526","Mount Hope"
"Initial","12253422","PC6858170","1","2026110040","2","02611","0040","1207","FRANKLIN AVENUE","10456","1010771","241694","40.830004056834","-73.90386194336","Bronx","2017-02-27T10:45:10.000","Rat Activity","2017-03-01T13:02:15.000","
,  
(40.830004056834, -73.90386194336)","3","16","18502","2000000","Morrisania"
"Initial","11968920","PC6648727","1","2027970010","2","02797","0010","1748","WEEKS AVENUE","10457","1009919","247338","40.845638310071","-73.907475334725","Bronx","2014-03-11T12:23:27.000","Rat Activity","2014-03-12T09:19:52.000","
,  
(40.845638310071, -73.907475334725)","5","15","22901","2007437","Mount Hope"
"Initial","11883504","PC7471710","1","4015120007","4","01512","0007","40-40","ELBERTSON STREET","11373","1017868","211558","40.747459041252","-73.87852334822","Queens","2012-11-29T12:00:30.000","Failed for Other R","2012-12-04T15:19:23.000","
,  
(40.747459041252, -73.87852334822)","4","25","27102","4037326","Elmhurst"
"Initial","12426660","PC7233902","1","3032940061","3","03294","0061","27","GOODWIN PLACE","11221","1005368","191365","40.691708019833","-73.924014174139","Brooklyn","2018-04-09T10:51:53.000","Passed","2018-04-11T10:35:39.000","
,  
(40.691708019833, -73.924014174139)","4","34","395","3075311","Bushwick (East)"
"Compliance","13341332","PC7755811","2","3048870008","3","04887","0008","3318","CHURCH AVENUE","11203",,,"40.650949752557","-73.946404323255","Brooklyn","2022-03-07T14:00:00.000","Passed","2022-03-09T09:53:11.000","
,  
(40.650949752557, -73.946404323255)","17","40","856","3109373","East Flatbush-Erasmus"
"Initial","13127660","PC7562399","1","3063430070","3","06343","0070","1729","86 STREET","11214","983171","160793","40.60800911184","-74.003885986534","Brooklyn","2020-01-30T15:23:19.000","Passed","2020-02-03T11:22:18.000","
,  
(40.60800911184, -74.003885986534)","11","43","178","3165746","Bath Beach"
"Initial","12695111","PC6485213","1","0","1","01545","0014","331","EAST 82 STREET","10028","997471","221621","40.77492827069","-73.952759789927","Manhattan","2019-12-12T16:00:52.000","Passed","2019-12-16T10:24:03.000","
,  
(40.77492827069, -73.952759789927)","8","5","138","1091733","Upper East Side-Yorkville"
"Initial","11539693","PC6760758","1","1007787502","1","00778","0031","215","WEST 28 STREET","10001","985895","211627","40.747536917213","-73.994063125396","Manhattan","2013-01-10T14:00:38.000","Rat Activity","2013-01-14T13:10:33.000","
,  
(40.747536917213, -73.994063125396)","5","3","95","1090814","Midtown South-Flatiron-Union Square"
"BAIT","2691362","PC7256963","6","3019707506","3","01970","0020","88","LEXINGTON AVENUE","11238","995778","189418","40.686801532796","-73.958407760007","Brooklyn","2018-07-25T12:21:38.000","Bait applied","2018-07-25T15:36:40.000","
,  
(40.686801532796, -73.958407760007)","3","35","229","3056417","Bedford-Stuyvesant (West)"
"Compliance","13326866","PC7795481","1","2045970005","2","04597","0005","727","BURKE AVENUE","10467",,,"40.871419633272","-73.865785363035","Bronx","2022-02-08T14:50:50.000","Passed","2022-02-09T11:17:14.000","
,  
(40.871419633272, -73.865785363035)","12","15","374","2056261","Williamsbridge-Olinville"
