"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","J & D Carrying & Construction Corp.","95-44 115TH ST","SOUTH RICHMOND HILL           ","NY","11419          ","347-350-1313                  ","718-850-0604   ","Manuel Mayancela              ","Y","N","N","Y","2025-12-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","J&E Industries LLC","140 Beach 140th Street","Belle Harbor                  ","NY","11694          ","718-474-4897                  ","718-288-8699   ","Ms. Janice Tomassetti Ameruso ","N","Y","N","Y","2023-09-24T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Jim's A1 Home Remodeling LLC","105-40 133 Street South Richmond Hill","Queens                        ","NY","11419-3224     ","171-890-8885                  ","718-323-2279   ","Shiek Jahoor                  ","Y","N","N","N","2025-03-17T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","KAPRIS, INC.","56 Spring Street","Edison                        ","NJ","08820-2411     ","732-494-2333                  ","732-822-5575   ","Inderjeet Singh               ","Y","N","N","Y","2025-09-20T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","KCM Contracting Inc","1 Executive Boulevard","Yonkers                       ","NY","10701          ","917-287-4582                  ","914-963-0390   ","Roxanne Guerrerio             ","N","N","N","Y","2025-10-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","K.P. CONSTRUCTION & RENOVATION INC.","2920  BRIGHTON 12TH STREET","brooklyn                      ","NY","11235          ","917-940-4049                  ","718-743-2223   ","PAWANDEEP SINGH               ","Y","N","N","N","2025-07-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Kroywen Realty & Construction Corp.","94-50 158 Street","Jamaica                       ","NY","11433          ","718-297-7272                  ","718-297-7272   ","Elizabeth Madray              ","N","N","N","N","2026-08-07T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","KSR CONSTRUCTION CORP.","72-17  31 AVENUE","EAST ELMHURST                 ","NY","11370          ","718-569-0022                  ","917-217-4121   ","RANJIT SINGH                  ","Y","N","N","N","2025-01-12T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","KT&G Construction Inc","2650 BQE West","Woodside                      ","NY","11377          ","518-740-2007                  ","347-628-9786   ","Prabesh Gajurel               ","Y","N","N","N","2025-10-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","K.&V. Construction, Inc.","539 Hobart Road","Paramus                       ","NJ","07652          ","201-245-9554                  ","201-523-9275   ","Ramesh C. Patel               ","N","N","N","Y","2025-03-30T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","KVP Construction Corp.","6939 Amboy Road   Suite 3","Staten Island                 ","NY","10309          ","732-874-0274                  ","347-630-7555   ","VINODBHAI PATEL               ","Y","N","N","Y","2025-12-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Lashay's Construction & Development Co., Inc.","92 Main Street","Yonkers                       ","NY","10701          ","914-207-0463                  ",,"Andrew F. Simmons             ","Y","N","N","Y","2026-05-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Lawrence's Contractor, Inc","138-40  226 Street","Springfield Gardens           ","NY","11413          ","917-225-9335                  ","718-949-8345   ","Dave Lawrence                 ","Y","N","N","Y","2026-05-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Leading Construction Corp ","127-07 Liberty Avenue","Richmond Hill                 ","NY","11419          ","718-930-3171                  ",,"Roopesh Gayadin               ","Y","N","N","N","2026-08-04T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","LSH Construction Inc.","26 Lincoln Ave.","Elmwood Park                  ","NJ","07407          ","917-885-3432                  ",,"Shouket Ali                   ","N","N","N","N","2026-08-09T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","LUX BUILDERS, INC.","737  Saint Georges Ave","woodbridge                    ","NJ","07095          ","732-510-7865                  ","732-666-4578   ","Amish Gariwala                ","N","N","N","Y","2026-05-30T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MAC Contractor, Inc","19917  Hillside Avenue","Hollis                        ","NY","11423          ","718-740-9606                  ","718-679-3497   ","Mohammad Iqbal                ","Y","N","N","Y","2024-08-26T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Mach Group Inc","51 Atlantic Ave","Floral Park                   ","NY","11001          ","516-216-1952                  ","347-907-3758   ","Aazad Parajuli                ","Y","N","N","N","2023-09-14T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","maleni group inc","1863  chester dr","east meadow                   ","NY","11554          ","347-622-0073                  ",,"marta pawelic                 ","N","Y","N","N","2024-09-30T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MAR DESIGN SERVICES INC.","32-11 35th Avenue","Long Island City              ","NY","11106          ","917-640-0677                  ","718-701-2266   ","Mohammed Reda                 ","N","N","N","N","2023-12-23T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MDF CONTRACTING CORP.","220 Tysens Lane","Staten Island                 ","NY","10306          ","718-979-0126                  ","917-579-4066   ","Michael Fazio                 ","N","N","N","N","2026-07-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MDS CONSTRUCTION MANAGEMENT, LLC","1652  PARK AVE","NEW YORK                      ","NY","10035          ","646-260-5488                  ",,"MOR DIAO                      ","Y","N","N","N","2025-02-15T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MESSINA ASPHALT CORP.","18-50 42nd Street","Astoria                       ","NY","11105          ","718-932-2208                  ",,"Giovanni Messina              ","N","N","N","N","2025-10-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Mountain Man sand & Gravel LLC.","1000 New York Avenue ","Huntington Station            ","NY","11746          ","718-849-5200                  ","516-509-0394   ","Renee Greco                   ","N","Y","N","Y","2025-05-02T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","N.B.A. Construction, Inc.","283 East 3rd Street","Brooklyn                      ","NY","11218-3907     ","718-633-2905                  ","718-633-2905   ","Asad Ali                      ","Y","N","N","Y","2024-03-31T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","NEW TOUCH CONSTRUCTION INC.","1045 NORTH 2ND STREET","NEW HYDE PARK                 ","NY","11040          ","516-502-2866                  ","917-741-4563   ","IQBAL SINGH                   ","Y","N","N","N","2026-06-27T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","NEW YORK CONCRETE CORP.","708 Sharrotts Road","STATEN ISLAND                 ","NY","10309          ","718-967-3720                  ",,"DONNA MARIE RUSSO             ","N","N","N","Y","2025-01-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","NEW YORK CONSTRUCTION & RENOVATION, INC.","992 Coney Island Ave","BROOKLYN                      ","NY","11230          ","718-421-7000                  ","917-553-0052   ","CHONDARY N. AHMED             ","Y","N","N","N","2025-04-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","New York International Builders Corp","79-01 Myrtle Ave","Glendale                      ","NY","11385          ","848-219-4007                  ","718-821-5807   ","Bony Parikh                   ","Y","N","N","Y","2025-04-08T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Nikhi Contracting Corp","300 Kimball Street","Woodbridge                    ","NJ","07095          ","917-340-4701                  ","732-218-5680   ","Vijay Kamarajugadda           ","Y","N","N","Y","2024-10-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Noble Contractors Inc","15 Barkers Lane","Huntington Station            ","NY","11746          ","631-827-9338                  ",,"Mohammad Ali                  ","Y","N","N","N","2024-04-12T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","NY Asphalt, Inc.","151 Industrial Loop","Staten Island                 ","NY","10309          ","718-966-6466                  ",,"Michael Thompson              ","N","N","N","Y","2026-04-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","NYCMC CORP","107-34 156TH STREET","JAMAICA                       ","NY","11433          ","718-593-9460                  ","718-593-9460   ","Fahad Fateh                   ","Y","N","N","Y","2024-10-01T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","OM GENERAL CONTRACTORS CORP.","250 E 139 St","BRONX                         ","NY","10451          ","718-666-1961                  ","718-585-5464   ","DHARMINDER SINGH              ","Y","N","N","N","2024-11-30T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","On Top Renovation Inc.","1123  Eastern Parkway","Brooklyn                      ","NY","11213          ","917-335-5383                  ",,"Brian Mindley                 ","Y","N","N","N","2024-03-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PARADA GENERAL CONTRACTING INC","2034  78TH STREET ","BROOKLYN                      ","NY","11214          ","718-666-6312                  ",,"ALI RAZA                      ","Y","N","N","N","2026-06-06T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Patriot Shotcrete LLC","8 Hope Street ","Jersey City                   ","NJ","07307          ","908-507-8923                  ","201-630-0630   ","Frank III Townsend            ","N","N","N","Y","2026-07-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Pencol Contracting Corp","33  E. Merrick Rd.","Valley Stream                 ","NY","11580          ","718-360-4757                  ","917-578-4653   ","Mohammed Rahman               ","Y","N","N","N","2026-07-25T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PERRYGREEN LTD.","188  East Post Road","White Plains                  ","NY","10601          ","914-468-1171                  ","914-539-0108   ","Randy Perry                   ","Y","N","N","Y","2024-05-24T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PETK INC","300 Hempstead Turnpike","West Hempstead                ","NY","11552          ","917-299-6963                  ","516-414-8047   ","Paul Tenorio                  ","Y","N","N","Y","2024-06-21T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PIONEER GENERAL CONSTRUCTION NYC CORP","299 Fordham Place","BRONX                         ","NY","10464          ","917-207-5803                  ",,"Bilal Kharayat                ","Y","N","N","N","2024-11-23T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PIONEER LANDSCAPING & ASPHALT PAVING ,Inc","168 TownLine Rd","Kings Park                    ","NY","11754          ","631-269-4300                  ",,"Elsie Wilmer                  ","N","N","N","Y","2024-05-05T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PMZ Construction Corp.","30 Alexander Drive","Syosset                       ","NY","11791          ","917-312-4336                  ","516-872-1963   ","Piotr Zedzian                 ","N","N","N","N","2023-11-23T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","POSILLICO ENVIRONMENTAL, INC.","1750 New Highway","Farmingdale                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-07T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PPS (USA) CONSTRUCTION INC","110-01 101st Ave","S Richmond hill               ","NY","11419          ","347-206-2854                  ",,"PRABHJOT SINGH                ","N","N","N","N","2025-06-02T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PRIMA PAVING CORPORATION","1 Burns Avenue","Hicksville                    ","NY","11801          ","516-681-8700                  ","516-681-8002   ","Zahid Khan                    ","N","N","N","Y","2026-08-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","PROBUILDERO CORP","1721  Bath Ave","Brooklyn                      ","NY","11214          ","917-981-5840                  ","718-621-8249   ","Begator Hila                  ","N","N","N","Y","2025-05-31T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","R&A Construction Services Inc.","288  BAY 38TH STREET","BROOKLYN                      ","NY","11214          ","718-312-2711                  ","212-203-8425   ","MUHAMMAD RASHID NASEEM        ","Y","N","N","N","2025-06-06T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Raven Construction Services Corp.","29  Saddle Lane","Old Brookville                ","NY","11545          ","917-817-8221                  ",,"Christine Lichota             ","N","N","N","Y","2024-01-11T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Razaline Builders, Inc.","8684  25th Avenue","Brooklyn                      ","NY","11214          ","929-216-3606                  ","347-891-4090   ","Ume Farwa                     ","Y","Y","N","N","2025-08-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Red & Blue Construction Corp.","809 Kings Highway ","Brooklyn                      ","NY","11223          ","347-439-6153                  ","718-484-0188   ","Muhammad Sajid                ","Y","N","N","Y","2024-01-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","RIGGS CONSTRUCTION CO., INC.","213 Washington Avenue","Brooklyn                      ","NY","11205          ","718-398-6423                  ","917-578-1414   ","Michael DeRiggs               ","Y","N","N","N","2023-09-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Rizvi Builders USA Inc.","27  N Front st","Farmingdale                   ","NY","11735          ","347-666-8023                  ",,"Syed M Rizvi                  ","Y","N","N","N","2025-11-16T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","sacchal construction inc","37  Ash Street","Valley Stream                 ","NY","11580          ","347-443-4766                  ",,"KAMRAN AKHTAR                 ","Y","N","N","N","2026-03-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SAFECON BUILDERS CORP.","3957 Flatlands Avenue","Brooklyn                      ","NY","11234-3042     ","718-677-8190                  ","718-496-3374   ","Naveed A. Malik               ","Y","N","N","Y","2023-10-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","saheet construction corp","312 Jericho Turnpike","Floral Park                   ","NY","11001          ","646-269-7252                  ","718-465-2095   ","surmit sahota                 ","Y","N","N","Y","2025-07-05T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SAMA K GROUP CORP","2517 44th Street ","Astoria                       ","NY","11103          ","347-459-3872                  ",,"SAMY A KASEM                  ","N","N","N","N","2025-03-11T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Satnaam International Construction Corp.","259-11  80th Ave","Glen Oaks                     ","NY","11004          ","917-826-3262                  ","516-415-3712   ","Salinder Singh                ","Y","N","N","N","2025-10-17T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SDSH Group LLC","177 Edison Ave. 177 Edison Ave.","Edison                        ","NJ","08820          ","732-429-3357                  ",,"Stavan Shah                   ","Y","N","N","N","2025-07-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SH5 CONSTRUCTION CORPORATION","2169 WEST 5TH STREET","Brooklyn                      ","NY","11223          ","718-259-2625                  ","718-909-2281   ","Yasmeen Latif                 ","Y","Y","N","Y","2025-09-26T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Shaheen Construction Corp","25-20 84th Street","EAST ELMHURST                 ","NY","11370-1603     ","917-679-8203                  ","718-651-6301   ","Shabbir Ahmed                 ","Y","N","N","N","2026-02-21T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Shine Construction Corp","8929 191 Street","Hollis                        ","NY","11423          ","718-300-4900                  ","718-300-4900   ","Shamsher Ashraf               ","N","N","N","N","2026-08-14T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Shivam Contracting, Inc","619 S Beverwyck Road","Parsippany                    ","NJ","07054          ","201-591-3202                  ",,"Dikesh Patel                  ","N","N","N","Y","2026-08-01T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Singh Landscaping & Lawn Sprinkler Corp.","99-05  211th Street","Queens Village                ","NY","11429          ","917-968-9821                  ","718-740-3068   ","Ranjit Singh                  ","N","N","N","Y","2026-06-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Skyview Construction Group Inc","5023  Avenue N ","Brooklyn                      ","NY","11234          ","718-787-1125                  ",,"Muhammad Gondal               ","N","N","N","Y","2026-01-10T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","S & P Construction Management, Inc.","1975 Hempstead Turnpike","East Meadow                   ","NY","11554          ","516-794-5000                  ","917-577-5971   ","Sohail Ali Khan               ","N","N","N","Y","2026-07-31T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Spencer Contracting LLC","45  Garfield Ave ","Colonia                       ","NJ","07067          ","732-205-1324                  ",,"Supan Shah                    ","Y","N","N","Y","2023-10-27T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Star Construction Industries Inc","3 Jaymie Dr","Westbury                      ","NY","11590          ","516-998-4133                  ","929-429-7517   ","Sajid Yaqoob                  ","Y","N","N","Y","2026-05-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Subtech Services LLC.","42 Hamilton Road","Glen Ridge                    ","NJ","07028          ","917-653-4990                  ",,"Raimondo Denaro               ","N","N","N","Y","2026-06-14T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SUN GENERAL CONSTRUCTION INC.","212-08 99th ave","queens village                ","NY","11429          ","718-464-4600                  ","646-724-0679   ","SANJAY PATEL                  ","Y","N","N","Y","2026-03-07T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","SUPERIOR QUALITY CRAFTSMEN CORP.","175 West 137th Street","NEW YORK                      ","NY","10030          ","917-939-2249                  ","917-939-2249   ","ANDREW WIGGINS, SR            ","Y","N","N","Y","2023-12-21T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Three Star Construction Group LLC","2970 Pitkin Ave.","Brooklyn                      ","NY","11208          ","646-785-2436                  ","917-200-1211   ","Kazi Ahmed                    ","Y","N","N","N","2026-05-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Tony Masonry LLC","262 wilson ave","staten island                 ","NY","10308          ","917-402-5202                  ",,"lumturije Dobrova             ","N","N","N","N","2025-08-05T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Toros Brothers Construction Corp","608  liberty ave ","brooklyn                      ","NY","11207          ","347-967-9693                  ",,"Jorge Verdugo                 ","Y","N","N","N","2024-11-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Tri-State Paving, LLC","1620 Ocean Avenue","Bohemia                       ","NY","11716          ","631-392-0675                  ",,"Carl Girolamo                 ","N","N","N","N","2023-11-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","TRIUMPH CONSTRUCTION CORP.","1354 Seneca Avenue","Bronx                         ","NY","10474          ","718-861-6060                  ","914-403-5576   ","Shirley Jacobs                ","N","N","N","Y","2026-04-11T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Urban Ecospaces, Inc.","36-35 Bell Blvd","Bayside                       ","NY","11361          ","929-575-6502                  ","917-749-8645   ","Tamia Perry                   ","Y","Y","N","Y","2024-01-13T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","VAM Builders Inc.","969 Gabriel Ave","Franklin Square               ","NY","11010          ","516-637-3608                  ","516-350-6227   ","Abraham Mathews               ","Y","N","N","N","2026-08-16T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","VILLA CONSTRUCTION, INC.","189 Brady Avenue","HAWTHORNE                     ","NY","10532          ","914-747-3277                  ",,"FRANK DELLORSO                ","N","N","N","Y","2025-12-22T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Williams Electrical Mechanical Group, LLC","409  King Street","Port Chester                  ","NY","10573          ","914-939-1090                  ","914-708-7999   ","Edmund C. Williams            ","Y","N","N","N","2024-08-26T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","WKR Construction Inc,","194 Gordon St.","Staten Island                 ","NY","10304          ","718-664-7981                  ",,"Wojciech Kwolek               ","N","N","N","N","2025-03-24T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Wonder Works Construction Corp.","114 Mulberry Street","New York                      ","NY","10013          ","212-465-8455                  ",,"Michael Belkin                ","N","N","N","N","2024-06-14T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Worldnet Construction Corp.","2479 Bragg St","Brooklyn                      ","NY","11235          ","718-336-3700                  ","718-510-3117   ","Ch Maqsood Elahi              ","Y","N","N","N","2024-01-28T00:00:00.000"
"03300  ","CAST-IN PLACE CONCRETE                                                                    ","Zoria Construction NY Inc.","32  Hill Ave","Elmont                        ","NY","11003          ","516-603-0663                  ",,"Sarabjit Singh                ","Y","N","N","N","2026-08-14T00:00:00.000"
"03390  ","CONCRETE CURING                                                                           ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"03390  ","CONCRETE CURING                                                                           ","Patriot Shotcrete LLC","8 Hope Street ","Jersey City                   ","NJ","07307          ","908-507-8923                  ","201-630-0630   ","Frank III Townsend            ","N","N","N","Y","2026-07-18T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","A. J. MCNULTY & COMPANY, INC.","53-20 44TH STREET","MASPETH                       ","NY","11378          ","718-784-1655                  ","917-733-6360   ","Elizabeth Weiss               ","N","Y","N","Y","2024-01-06T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Betons Prefabriques du Lac Inc","890 rue des Pins Ouest","Alma                          ","Qu","G8B 7R3        ","418-668-6161                  ",,"Myriam Dube                   ","N","N","N","Y","2023-12-22T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","CNC Construction Inc","4  Cambridge Rd","East Hanover                  ","NJ","07936          ","973-992-8850                  ","973-390-6025   ","Regina Esa                    ","N","Y","N","Y","2023-11-09T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","GRAVITY CONSTRUCTION, CORP."," 146-22    Tuskegee Airmen Way "," Jamaica                      ","NY","11435          ","347-971-6792                  ","718-480-1183   ","NAVDEEP SINGH                 ","Y","N","N","Y","2023-12-30T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","High Concrete Group LLC","125 Denver Rd","Denver                        ","PA","17517          ","717-336-9300                  ",,"Molly Johnson                 ","N","N","N","Y","2024-09-08T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Intricate Construction, Inc.","143 BROADWAY","New York                      ","NY","10532          ","914-769-1200                  ","914-804-2368   ","Thomas J. Torti               ","N","N","N","Y","2026-06-20T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","J.C. Steel Erectors Corp.","1255 Lakeland Avenue","Bohemia                       ","NY","11716          ","631-563-7880                  ",,"Cindy Adams-Amplo             ","N","N","N","Y","2025-12-22T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","J&R Slaw Inc","438 Riverview Rd","Lehighton                     ","PA","18235          ","610-852-2020                  ",,"Robert Slaw                   ","N","N","N","Y","2025-07-22T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Midwest Steel, Inc.","2525 E. Grand Glvd.","Detroit                       ","MI","48211          ","313-300-9095                  ",,"Sarah Schafer                 ","N","N","N","Y","2026-04-14T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Mohan's Precast USA, Inc.","95-28  150 TH Street","Jamaica                       ","NY","11423          ","718-739-9199                  ","917-299-2900   ","Vince Mohan                   ","Y","N","N","N","2024-11-12T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","OLDCASTLE INFRASTRUCTURE, INC.","123 County Route 101","Selkirk                       ","NY","12158          ","631-739-4971                  ",,"Jorge Ayala Flores            ","N","N","N","Y","2023-08-31T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Precast Services Inc.","8200 Boyle Parkway","Twinsburg                     ","OH","44087          ","330-425-2880                  ","330-351-3808   ","Michael Drop                  ","N","N","N","Y","2024-08-16T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Stonebridge, Inc.","3230  Hamilton Boulevard","South Plainfield              ","NJ","07080          ","908-753-1100                  ","732-513-3290   ","Henry P Meier                 ","N","N","N","Y","2025-07-26T00:00:00.000"
