"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"148439","Staten Island","43","PRIMROSE PLACE","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0102697","Populated","POINT (-74.1162067229940789 40.5621320033961368)","C980BAD3-276F-439D-9A7D-3DA8C0C60BE8","2015-03-23 04:00:00.0000000","2022-08-31 12:15:05.0000000",,,,,,,,,,"POINT (-74.11620672299408 40.56213200339614)"
"148440","Brooklyn","755","ALBANY AVENUE","Street","ALBANY AV","25.0",,,,"LENOX ROAD","CLARKSON AVENUE","317.0","3172A","11203.0","41.0","20.0","43.0","9.0","0047485","Empty","POINT (-73.9394257787751172 40.6556043447884079)","1701F644-B956-4CD8-A60D-86CF89F3F337","2015-03-23 04:00:00.0000000","2021-02-22 12:34:34.0000000",,,,,,,,,,"POINT (-73.93942577877512 40.65560434478841)"
"148442","Staten Island","27","PRIMROSE PLACE","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0102697","Populated","POINT (-74.1158063674874086 40.5625395424605060)","5D731BA5-80AF-4544-9A6B-7C683DDC0AAE","2015-03-23 04:00:00.0000000","2016-10-13 15:14:43.0000000",,,,,,,,,,"POINT (-74.11580636748741 40.562539542460506)"
"148443","Staten Island","25","PRIMROSE PLACE","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0102697","Populated","POINT (-74.1157244935520652 40.5626176570484702)","89C5DE84-B067-44C7-BC08-C7579628C7EB","2015-03-23 04:00:00.0000000","2016-10-13 15:15:05.0000000",,,,,,,,,,"POINT (-74.11572449355207 40.56261765704847)"
"148444","Brooklyn","617","17 STREET","Street","17 ST","12.0",,,,"11 AVENUE","10 AVENUE","307.0","3071C","11218.0","39.0","21.0","44.0","9.0","0056540","Populated","POINT (-73.9783115268738953 40.6559316929597614)","27990F7A-B12A-4288-8175-20AFCB305C97","2015-03-23 04:00:00.0000000","2022-08-31 19:12:50.0000000",,,,"40.655977","-73.978469","171","3016709","3008720044","Windsor Terrace-South Slope","POINT (-73.9783115268739 40.65593169295976)"
"148445","Brooklyn","2118","EAST 13 STREET","Street","E 13 STREET","36.0",,,,"AVENUE V","AVENUE U","315.0","3151E","11229.0","48.0","19.0","45.0","11.0","0043884","Populated","POINT (-73.9582216162191486 40.5980943621086325)","E50B16BD-6B10-4280-BCB1-375D2BC8D13A","2015-03-23 04:00:00.0000000","2023-05-15 17:22:54.0000000",,,,"40.598040","-73.958153","582","3199442","3073450014","Gravesend (East)-Homecrest","POINT (-73.95822161621915 40.59809436210863)"
"148446","Staten Island","9","PRIMROSE PLACE","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0102697","Populated","POINT (-74.1152566783071336 40.5630869128217597)","273F5085-D536-4714-A418-3F9633D95C98","2015-03-23 04:00:00.0000000","2016-10-13 15:16:58.0000000",,,,,,,,,,"POINT (-74.11525667830713 40.56308691282176)"
"148447","Brooklyn","737","EAST  83 STREET","Street",,"18.0",,,,"FLATLANDS AVENUE","GLENWOOD ROAD","318.0","3182D","11236.0","46.0","19.0","59.0","8.0","0071238","Populated","POINT (-73.9118634281092426 40.6377076822259653)","6662627D-E68D-4631-AFF4-8EFC96A454FF","2015-03-23 04:00:00.0000000","2021-11-16 18:37:14.0000000",,,,"40.637862","-73.912106","954","3321200","3080040022","Canarsie","POINT (-73.91186342810924 40.637707682225965)"
"148448","Staten Island","449","FALCON AVENUE","Street",,,,,,"MALDEN PLACE","PENN AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088565","Populated","POINT (-74.1151867429436209 40.5618691036801238)","D75EDC81-1881-46B7-910E-B3C07F6890FE","2015-03-23 04:00:00.0000000","2020-08-10 21:57:32.0000000",,,,,,,,,,"POINT (-74.11518674294362 40.561869103680124)"
"148449","Brooklyn","796","DEAN STREET","Street","DEAN ST","8.0",,,,"GRAND AVENUE","WASHINGTON AVENUE","308.0","3081A","11238.0","35.0","25.0","57.0","9.0","0039659","Empty","POINT (-73.9634577916922211 40.6791942370350839)","AD93CA1E-D205-4EC1-90B5-1A27F541D182","2015-03-23 04:00:00.0000000","2021-08-31 14:48:10.0000000",,,,,,,,,,"POINT (-73.96345779169222 40.679194237035084)"
"148450","Staten Island","325","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1144543348444387 40.5618258056788719)","2060222F-1076-4274-9C19-ACF5D0FE7363","2015-03-23 04:00:00.0000000","2016-10-13 15:40:33.0000000",,,,,,,,,,"POINT (-74.11445433484444 40.56182580567887)"
"148451","Staten Island","337","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1141111046976562 40.5616164746335812)","9858C20A-11B6-47FD-8C18-6C3B264233D3","2015-03-23 04:00:00.0000000","2016-10-13 15:41:17.0000000",,,,,,,,,,"POINT (-74.11411110469766 40.56161647463358)"
"148452","Brooklyn","1046","58 STREET","Street","58 STREET","25.0",,,,"11 AVENUE","10 AVENUE","312.0","3121E","11219.0","38.0","17.0","48.0","10.0","0042615","Populated","POINT (-74.0028661725880710 40.6332503182595559)","93D8F90B-F7DC-4D62-BAAB-8DCAC4D755D3","2015-03-23 04:00:00.0000000","2017-02-16 11:56:55.0000000",,,,"40.633340","-74.002929","214","3140613","3057020026","Borough Park","POINT (-74.00286617258807 40.633250318259556)"
"148453","Manhattan","441","EAST 117 STREET","Street","E 117 ST",,,,,"PLEASANT AVENUE","1 AVENUE","111.0","1112B","10035.0","8.0","29.0","68.0","13.0","0026995","Populated","POINT (-73.9334092621590742 40.7961028725344690)","A5194C88-73A3-456F-ADF5-E2780EC6D986","2015-03-23 04:00:00.0000000",,,,,"40.796274","-73.933928","178","1079409","1017110033","East Harlem (North)","POINT (-73.93340926215907 40.79610287253447)"
"148454","Manhattan","311","EAST 71 STREET","Street","E 71 ST",,,,,"1 AVENUE","2 AVENUE","108.0","1082B","10021.0","5.0","28.0","76.0","12.0","0021705","Populated","POINT (-73.9579170229453808 40.7677703602948966)","8D622825-408E-4494-9AB2-4E16E86A1C69","2015-03-23 04:00:00.0000000","2016-10-18 13:08:26.0000000",,,,"40.767905","-73.958332","126.01","1044859","1014460008","Upper East Side-Lenox Hill-Roosevelt Island","POINT (-73.95791702294538 40.7677703602949)"
"148455","Manhattan","413","WEST 46 STREET","Street","46th Street","4.0","5.0",,,"10 AVENUE","9 AVENUE","104.0","1043B","10036.0","3.0","27.0","75.0","10.0","0115950","Populated","POINT (-73.9914387172197934 40.7613100471233309)","93353090-592E-4445-99B9-67B4EDD7A225","2015-03-23 04:00:00.0000000","2016-10-06 16:16:12.0000000",,,,"40.761246","-73.991340","127","1026491","1010560027","Hell's Kitchen","POINT (-73.9914387172198 40.76131004712333)"
"148458","Bronx","1270","BOSTON ROAD","Street","BOSTON ROAD",,,,,"EAST 169 STREET","EAST 169 STREET","203.0","2031B","10456.0","17.0","32.0","79.0","15.0","0041787","Populated","POINT (-73.9004894253456115 40.8309011861422633)","74F60098-216B-44C6-B1F6-20A6DF1300CF","2015-03-23 04:00:00.0000000","2018-09-19 19:04:21.0000000",,,,,,,,,,"POINT (-73.90048942534561 40.83090118614226)"
"148459","Bronx","1270","BOSTON ROAD","Street","BOSTON ROAD",,,,,"EAST 169 STREET","EAST 169 STREET","203.0","2031B","10456.0","17.0","32.0","79.0","15.0","0041787","Populated","POINT (-73.9004886409052801 40.8309011854653932)","10580D2F-9737-4672-8DA5-F66B77571094","2015-03-23 04:00:00.0000000","2018-12-04 16:47:39.0000000",,,,,,,,,,"POINT (-73.90048864090528 40.83090118546539)"
"148460","Brooklyn","111","CLARKSON AVENUE","Street","CLARKSON AVENUE",,,,,"ROGERS AVENUE","BEDFORD AVENUE","309.0","3093A","11226.0","40.0","20.0","43.0","9.0","0047322","Populated","POINT (-73.9559325513990586 40.6551261300540787)","F86E9D08-A97F-4FCE-A91B-90B5CA0A5387","2015-03-23 04:00:00.0000000","2016-10-14 12:42:45.0000000",,,,,,,,,,"POINT (-73.95593255139906 40.65512613005408)"
"148461","Brooklyn","475","STERLING PLACE","Street","STERLING PLACE",,,,,"CLASSON AVENUE","WASHINGTON AVENUE","308.0","3081A","11238.0","35.0","20.0","57.0","9.0","0072898","Populated","POINT (-73.9624401332881689 40.6744745171651303)","5CF4252C-5C93-4CB5-8D08-6F8A6540CD1E","2015-03-23 04:00:00.0000000","2016-10-18 13:43:51.0000000",,,,,,,,,,"POINT (-73.96244013328817 40.67447451716513)"
"148462","Brooklyn","475","STERLING PLACE","Street","STERLING PLACE",,,,,"CLASSON AVENUE","WASHINGTON AVENUE","308.0","3081A","11238.0","35.0","20.0","57.0","9.0","0072898","Populated","POINT (-73.9621772942396376 40.6744202268932469)","8EF3A3B0-2729-451A-858D-93D171BC27E7","2015-03-23 04:00:00.0000000","2021-09-03 19:01:29.0000000",,,,,,,,,,"POINT (-73.96217729423964 40.67442022689325)"
"148463","Brooklyn","475","STERLING PLACE","Street","STERLING PLACE",,,,,"CLASSON AVENUE","WASHINGTON AVENUE","308.0","3081A","11238.0","35.0","20.0","57.0","9.0","0072898","Populated","POINT (-73.9621045438196347 40.6744059072492732)","CB0524B9-94AA-4C71-B6D3-CFEC2A850DF3","2015-03-23 04:00:00.0000000","2021-09-03 18:58:26.0000000",,,,,,,,,,"POINT (-73.96210454381963 40.67440590724927)"
"148464","Brooklyn","232","CLINTON AVENUE","Street","CLINTON AVENUE",,,,,"DEKALB AVENUE","WILLOUGHBY AVENUE","302.0","3024E","11205.0","35.0","25.0","57.0","8.0","0078132","Populated","POINT (-73.9684733799408889 40.6910726528690532)","040D30B6-858E-49A3-B217-99DA83EF63F1","2015-03-23 04:00:00.0000000","2016-12-29 10:11:12.0000000",,,,,,,,,,"POINT (-73.96847337994089 40.69107265286905)"
"148822","Staten Island","195","WARWICK AVENUE","Street","2F",,,,,"WESTWOOD AVENUE","ASH PLACE","502.0","5023C","10314.0","50.0","24.0","63.0","11.0","0061912","Populated","POINT (-74.1369146742120648 40.6063923906837516)","6735F16F-E05B-4A79-862A-0F909970A81E","2015-03-23 04:00:00.0000000","2021-10-27 13:49:16.0000000",,,,,,,,,,"POINT (-74.13691467421206 40.60639239068375)"
"148823","Staten Island","2866","HYLAN BOULEVARD","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164303","Populated","POINT (-74.1171854522139455 40.5629096799578690)","C62F6B2C-6D60-4ED4-AD17-53C2F0636964","2015-03-23 04:00:00.0000000",,,,,,,,,,,"POINT (-74.11718545221395 40.56290967995787)"
"148824","Staten Island","265","MALDEN PLACE","Street",,,,,,"BEND","HYLAN BOULEVARD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164299","Populated","POINT (-74.1166607044408750 40.5622465060964288)","DBA896F0-1FA3-474C-9AB2-377B91483E12","2015-03-23 04:00:00.0000000","2016-10-13 15:09:30.0000000",,,,,,,,,,"POINT (-74.11666070444087 40.56224650609643)"
"148825","Staten Island","278","MALDEN PLACE","Street",,,,,,"PRIMROSE PLACE","BEND","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164299","Populated","POINT (-74.1163384828663538 40.5619972502649162)","F906CBF3-DB30-4198-BDF2-28442D65B683","2015-03-23 04:00:00.0000000","2016-10-13 14:57:20.0000000",,,,,,,,,,"POINT (-74.11633848286635 40.561997250264916)"
"148826","Staten Island","280","MALDEN PLACE","Street",,,,,,"FALCON AVENUE","PRIMROSE PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088553","Populated","POINT (-74.1162392704416106 40.5619848418164395)","1E04690C-5FE7-4D52-9B58-7D2876547188","2015-03-23 04:00:00.0000000","2016-10-13 14:56:43.0000000",,,,,,,,,,"POINT (-74.11623927044161 40.56198484181644)"
"148827","Staten Island","284","MALDEN PLACE","Street",,,,,,"FALCON AVENUE","PRIMROSE PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088553","Populated","POINT (-74.1159688387992759 40.5618737262418918)","0C31C09F-90F1-4389-8F72-AD55F9FDB07F","2015-03-23 04:00:00.0000000","2021-08-06 17:21:38.0000000",,,,,,,,,,"POINT (-74.11596883879928 40.56187372624189)"
"148828","Brooklyn","542","VAN BUREN STREET","Street","VANBUREN ST","10.0",,,,"BROADWAY","PATCHEN AVENUE","303.0","3035A","11221.0","41.0","25.0","54.0","8.0","0089256","Populated","POINT (-73.9273440895112373 40.6918336546920187)","41385F34-16D5-464A-A82F-95750240E996","2015-03-23 04:00:00.0000000","2019-08-05 15:26:54.0000000",,,,,,,,,,"POINT (-73.92734408951124 40.69183365469202)"
"148829","Brooklyn","417","GATES AVENUE","Street","GATES","12.0",,,,"MARCY AVENUE","NOSTRAND AVENUE","303.0","3032A","11216.0","36.0","25.0","56.0","8.0","0068956","Populated","POINT (-73.9502011463727200 40.6863211307953421)","BF5E3DE6-3FEA-4DE7-A6AE-32483F03A7C3","2015-03-23 04:00:00.0000000","2019-06-21 21:13:42.0000000",,,,,,,,,,"POINT (-73.95020114637272 40.68632113079534)"
"148830","Staten Island","286","MALDEN PLACE","Street",,,,,,"FALCON AVENUE","PRIMROSE PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088553","Populated","POINT (-74.1158765804860167 40.5618178275307955)","22930109-7063-43A9-BAA2-A6C2659B4AE2","2015-03-23 04:00:00.0000000","2016-10-13 14:55:02.0000000",,,,,,,,,,"POINT (-74.11587658048602 40.561817827530795)"
"148831","Staten Island","296","MALDEN PLACE","Street",,,,,,"FALCON AVENUE","PRIMROSE PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088553","Populated","POINT (-74.1156818996256419 40.5617000827434211)","D7A9C287-BEF8-40B6-8586-C9CB1BE02EC2","2015-03-23 04:00:00.0000000","2016-10-13 14:54:41.0000000",,,,,,,,,,"POINT (-74.11568189962564 40.56170008274342)"
"148832","Brooklyn","1822","EAST 53 STREET","Street","E 53 STREET","30.0",,,,"AVENUE S","FILLMORE AVENUE","318.0","3184E","11234.0","46.0","19.0","59.0","8.0","0068942","Populated","POINT (-73.9235014611202530 40.6139140278905160)","AFBC72BC-359B-46A2-918B-A106E4E66EA5","2015-03-23 04:00:00.0000000","2019-07-10 18:00:42.0000000",,,,"40.613947","-73.923429","670","3240673","3085130054","Marine Park-Mill Basin-Bergen Beach","POINT (-73.92350146112025 40.613914027890516)"
"148833","Brooklyn","599","EAST  85 STREET","Street","E 85 STREET","17.0",,,,"FARRAGUT ROAD","FOSTER AVENUE","318.0","3182D","11236.0","46.0","19.0","59.0","8.0","0068409","Populated","POINT (-73.9131770448797454 40.6411592751424919)","3BACC983-1A11-4AEC-B63E-847810641620","2015-03-23 04:00:00.0000000","2016-10-24 21:00:44.0000000",,,,"40.641165","-73.913276","958","3222803","3079640009","Canarsie","POINT (-73.91317704487975 40.64115927514249)"
"148834","Queens","127-019","143 STREET","Street",,,,,,"SUTTER AVENUE","BASCOM AVENUE","412.0","4126C","11436.0","28.0","10.0","32.0","5.0","0025307","Populated","POINT (-73.7956270326279196 40.6724683864485570)","332E056B-17A7-4F92-9547-2D998316BD05","2015-03-23 04:00:00.0000000",,,,,"40.672889","-73.795716","790","4261913","4120610030","Baisley Park","POINT (-73.79562703262792 40.67246838644856)"
"148835","Brooklyn","232","CLINTON AVENUE","Street","CLINTON AVENUE",,,,,"DEKALB AVENUE","WILLOUGHBY AVENUE","302.0","3024E","11205.0","35.0","25.0","57.0","8.0","0078132","Populated","POINT (-73.9684608952172056 40.6909975971536682)","90DE52FA-13A6-4A04-AC2F-A95422218204","2015-03-23 04:00:00.0000000","2016-12-29 10:12:08.0000000",,,,,,,,,,"POINT (-73.9684608952172 40.69099759715367)"
"149222","Manhattan","141","EAST  88 STREET","Street",,,,,,"EAST   89 STREET","EAST   88 STREET","108.0","1085A","10128.0","5.0","28.0","73.0","12.0","0003401","Populated","POINT (-73.9544539477792000 40.7807782219900403)","FE31E753-DA9F-418D-8278-98833CA79C63","2015-03-23 04:00:00.0000000","2021-06-10 11:56:19.0000000",,,,"40.780708","-73.954384","148.02","1048078","1015177502","Upper East Side-Carnegie Hill","POINT (-73.9544539477792 40.78077822199004)"
"149223","Queens","138-006","225 STREET","Street",,,,,,"139 AVENUE","138 AVENUE","413.0","4138C","11413.0","31.0","14.0","29.0","5.0",,"Populated","POINT (-73.7481510961392814 40.6725151102096305)","932379DE-5728-4C61-A23C-1423374580D2","2015-03-23 04:00:00.0000000",,,,,"40.672356","-73.748096","650","4282216","4131380038","Laurelton","POINT (-73.74815109613928 40.67251511020963)"
"149224","Bronx","5615","ARLINGTON AVENUE","Street",,,,,,"NETHERLAND AVENUE","WEST 256 STREET","208.0","2083E","10471.0","11.0","34.0","81.0","16.0","0061139","Empty","POINT (-73.9072070915163835 40.9049068310330597)","20A465EB-C4F1-44E3-92F8-C4C15642D105","2015-03-23 04:00:00.0000000","2017-12-15 12:03:11.0000000",,,,,,,,,,"POINT (-73.90720709151638 40.90490683103306)"
"149225","Manhattan","1400","3 AVENUE","Street","3 AV",,,,,"EAST   80 STREET","EAST   79 STREET","108.0","1083A","10075.0","5.0","28.0","73.0","12.0","0003675","Populated","POINT (-73.9570784307342990 40.7747804562742999)","B4464275-BB69-4DCF-A923-2C87A94F9D86","2015-03-23 04:00:00.0000000","2018-11-29 17:50:09.0000000",,,,"40.774687","-73.957013","140","1047479","1015080038","Upper East Side-Carnegie Hill","POINT (-73.9570784307343 40.7747804562743)"
"149226","Bronx","5615","ARLINGTON AVENUE","Street",,,,,,"NETHERLAND AVENUE","WEST 256 STREET","208.0","2083E","10471.0","11.0","34.0","81.0","16.0","0061139","Empty","POINT (-73.9072117483782165 40.9048015735067807)","47D26102-6955-4114-A810-F0430EA6C793","2015-03-23 04:00:00.0000000","2017-10-26 09:08:11.0000000",,,,,,,,,,"POINT (-73.90721174837822 40.90480157350678)"
"149227","Manhattan","177","EAST 101 STREET","Street","E 101 ST",,,,,"3 AVENUE","LEXINGTON AVENUE","111.0","1111A","10029.0","8.0","29.0","68.0","13.0","0089952","Populated","POINT (-73.9476624254220951 40.7887132478141936)","1B3A6FD3-503D-42CA-B36F-A378E304C7B9","2015-03-23 04:00:00.0000000","2016-10-20 19:19:43.0000000",,,,"40.788706","-73.947752","166","1051847","1016290030","East Harlem (South)","POINT (-73.9476624254221 40.788713247814194)"
"149228","Staten Island","2840","HYLAN BOULEVARD","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164303","Empty","POINT (-74.1162135005581462 40.5636609559014758)","C3D6C60F-79B4-460F-9A12-6FEDC025A7B9","2015-03-23 04:00:00.0000000","2021-08-23 12:52:07.0000000",,,,,,,,,,"POINT (-74.11621350055815 40.563660955901476)"
"149229","Staten Island","2846","HYLAN BOULEVARD","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164303","Empty","POINT (-74.1166526995400687 40.5634170141036989)","E5DF3A8E-701F-481E-9377-BD49AC79B86B","2015-03-23 04:00:00.0000000","2021-08-23 18:55:38.0000000",,,,,,,,,,"POINT (-74.11665269954007 40.5634170141037)"
"149230","Staten Island","2846","HYLAN BOULEVARD","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164303","Populated","POINT (-74.1168660403130843 40.5632318222617414)","E58020AE-2AEF-41F7-8864-61A8FDCB2042","2015-03-23 04:00:00.0000000","2016-10-13 16:29:06.0000000",,,,,,,,,,"POINT (-74.11686604031308 40.56323182226174)"
"149231","Queens","186-011","122 AVENUE","Street",,,,,,"MILBURN STREET","NELLIS STREET","412.0","4127E","11413.0","27.0","14.0","29.0","5.0","0024001","Populated","POINT (-73.7597292791298145 40.6834668873401313)","C863DD22-87FF-439A-A580-D3A9F795ADB6","2015-03-23 04:00:00.0000000",,,,,"40.683316","-73.759881","376","4273026","4126660101","St. Albans","POINT (-73.75972927912981 40.68346688734013)"
"149233","Staten Island","262","MALDEN PLACE","Street",,,,,,"BEND","HYLAN BOULEVARD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0164299","Populated","POINT (-74.1167628793166386 40.5621659879353942)","D3A84418-6D07-43C7-B318-93745E5F9AC5","2015-03-23 04:00:00.0000000","2016-10-13 14:58:22.0000000",,,,,,,,,,"POINT (-74.11676287931664 40.562165987935394)"
"149234","Queens","80-026","235 STREET","Street",,,,,,"SEWARD AVENUE","UNION TURNPIKE","413.0","4132D","11427.0","23.0","11.0","24.0","3.0","0078982","Populated","POINT (-73.7365608925653362 40.7369428500042403)","8C627B0F-3A41-4C8D-BA90-249423C0A176","2015-03-23 04:00:00.0000000","2015-03-23 04:00:00.0000000",,,,"40.737150","-73.736528","1301","4165995","4079200018","Bellerose","POINT (-73.73656089256534 40.73694285000424)"
"149235","Queens","80-26","235 STREET","Street","235 STREET",,,,,"SEWARD AVENUE","UNION TURNPIKE","413.0","4132D","11427.0","23.0","11.0","24.0","3.0","0078982","Populated","POINT (-73.7365534603349602 40.7370436945439209)","8FF6AE42-7F00-499E-A7DA-0AEBFDDB9EDD","2015-03-23 04:00:00.0000000","2017-04-11 08:53:55.0000000",,,,"40.737150","-73.736528","1301","4165995","4079200018","Bellerose","POINT (-73.73655346033496 40.73704369454392)"
"149236","Queens","115-114","229 STREET","Street","1F",,,,,"116 AVENUE","115 ROAD","413.0","4135D","11411.0","27.0","14.0","33.0","5.0","0080317","Empty","POINT (-73.7313654241780227 40.6946999577819852)","A7E6E01A-7D72-44D5-B745-EED81450AA5E","2015-03-23 04:00:00.0000000","2018-08-08 12:49:47.0000000",,,,"40.694756","-73.731228","600","4244091","4113100053","Cambria Heights","POINT (-73.73136542417802 40.694699957781985)"
"149237","Queens","231-26","125 AVENUE","Street","1F",,,,,"233 STREET","FRANCIS LEWIS BOULEVARD","413.0","4135C","11413.0","31.0","14.0","29.0","5.0","0097650","Empty","POINT (-73.7330900768062492 40.6844381246915532)","D3BC7F34-891F-4F97-A8C1-9B932FC39D7D","2015-03-23 04:00:00.0000000","2018-04-10 08:05:06.0000000",,,,"40.684592","-73.733512","616.01","4276713","4128580018","Laurelton","POINT (-73.73309007680625 40.68443812469155)"
"149239","Staten Island","293","MALDEN PLACE","Street",,,,,,"FALCON AVENUE","PRIMROSE PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088553","Populated","POINT (-74.1156551653703417 40.5618219225939001)","98C4B38A-B867-483B-9C5D-4ADE68130FA6","2015-03-23 04:00:00.0000000","2016-10-13 15:28:20.0000000",,,,,,,,,,"POINT (-74.11565516537034 40.5618219225939)"
"149241","Staten Island","39","PRIMROSE PLACE","Street",,,,,,"MALDEN PLACE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0102697","Populated","POINT (-74.1160410438259873 40.5622998495887117)","CAA6789C-C7FE-4622-8ABA-93456B08A0CE","2015-03-23 04:00:00.0000000","2016-10-13 15:13:41.0000000",,,,,,,,,,"POINT (-74.11604104382599 40.56229984958871)"
"149242","Staten Island","618","TYSENS LANE","Street","FALCON AVENUE",,,,,"MILL ROAD","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0055574","Populated","POINT (-74.1143856450952825 40.5624450682024573)","2EF1E485-6A42-4A13-A999-3F07FDDB77D8","2015-03-23 04:00:00.0000000","2021-08-04 14:04:32.0000000",,,,,,,,,,"POINT (-74.11438564509528 40.56244506820246)"
"149243","Staten Island","454","FALCON AVENUE","Street",,,,,,"MALDEN PLACE","PENN AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088565","Populated","POINT (-74.1150820416803384 40.5617108680128666)","D57ED79A-8C64-4969-951E-A375B7A34B4E","2015-03-23 04:00:00.0000000","2019-05-17 13:06:40.0000000",,,,,,,,,,"POINT (-74.11508204168034 40.56171086801287)"
"149244","Staten Island","458","FALCON AVENUE","Street",,,,,,"MALDEN PLACE","PENN AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088565","Populated","POINT (-74.1151633722722494 40.5616287601515637)","153EE478-9743-42A1-A3FA-6A5B3E303107","2015-03-23 04:00:00.0000000",,,,,,,,,,,"POINT (-74.11516337227225 40.561628760151564)"
"149245","Staten Island","462","FALCON AVENUE","Street",,,,,,"PETER AVENUE","MALDEN PLACE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088564","Populated","POINT (-74.1152590467569894 40.5615170442178581)","4A17F607-63B1-4138-9BDD-475BBEF737DC","2015-03-23 04:00:00.0000000","2016-10-12 20:45:10.0000000",,,,,,,,,,"POINT (-74.11525904675699 40.56151704421786)"
"149246","Staten Island","331","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1142850874137480 40.5617306080930788)","78F6B58F-DD88-4C43-B0EE-E2F711C0D93C","2015-03-23 04:00:00.0000000",,,,,,,,,,,"POINT (-74.11428508741375 40.56173060809308)"
"149247","Staten Island","337","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1139977435330195 40.5615510640271566)","B7850B3E-B9F4-4138-ADFD-3F713BD73265","2015-03-23 04:00:00.0000000","2016-10-13 15:41:36.0000000",,,,,,,,,,"POINT (-74.11399774353302 40.56155106402716)"
"149248","Queens","81-19","161 AVENUE","Street","161 AVENUE",,,,,"82 STREET","81 STREET","410.0","4104C","11414.0","32.0","15.0","23.0","8.0","0029723","Populated","POINT (-73.8495120736508568 40.6543790196147015)","2AAED972-EFB3-42D4-A957-982C193A7F0C","2015-03-23 04:00:00.0000000","2017-05-05 09:32:24.0000000",,,,"40.654283","-73.850035","892.01","4293481","4140190035","Howard Beach-Lindenwood","POINT (-73.84951207365086 40.6543790196147)"
"149249","Manhattan","441","EAST 117 STREET","Street","E 117 ST",,,,,"PLEASANT AVENUE","1 AVENUE","111.0","1112B","10035.0","8.0","29.0","68.0","13.0","0026995","Populated","POINT (-73.9334301955274782 40.7961058420721088)","4987F26F-F491-4A50-BCC2-85977DAF9857","2015-03-23 04:00:00.0000000","2016-10-20 19:42:25.0000000",,,,"40.796274","-73.933928","178","1079409","1017110033","East Harlem (North)","POINT (-73.93343019552748 40.79610584207211)"
"149250","Manhattan","311","EAST 71 STREET","Street","E 71 ST",,,,,"1 AVENUE","2 AVENUE","108.0","1082B","10021.0","5.0","28.0","76.0","12.0","0021705","Populated","POINT (-73.9580149287241824 40.7678109003833455)","4C4B7CD1-D2C5-4AF3-ADDE-36C1C324BACB","2015-03-23 04:00:00.0000000","2019-03-18 14:57:12.0000000",,,,"40.767905","-73.958332","126.01","1044859","1014460008","Upper East Side-Lenox Hill-Roosevelt Island","POINT (-73.95801492872418 40.767810900383346)"
