"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"705847","Theater Load in and Load Outs","2023-04-12T00:01:00.000","2023-04-12T23:59:00.000","2023-04-03T10:25:41.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET","Manhattan","11, 3","23, 9","Theater","Theater","United States of America","10003, 10029"
"705821","Shooting Permit","2023-04-12T08:00:00.000","2023-04-12T22:00:00.000","2023-04-03T09:15:26.000","Mayor's Office of Film, Theatre & Broadcasting","COLGATE AVENUE between STORY AVENUE and LAFAYETTE AVENUE","Bronx","9","43","Television","Episodic series","United States of America","10473"
"705820","Shooting Permit","2023-04-11T08:00:00.000","2023-04-11T22:00:00.000","2023-04-03T09:13:06.000","Mayor's Office of Film, Theatre & Broadcasting","COLGATE AVENUE between STORY AVENUE and LAFAYETTE AVENUE","Bronx","9","43","Television","Episodic series","United States of America","10473"
"705819","Shooting Permit","2023-04-10T07:00:00.000","2023-04-10T21:00:00.000","2023-04-03T09:10:01.000","Mayor's Office of Film, Theatre & Broadcasting","COLGATE AVENUE between STORY AVENUE and LAFAYETTE AVENUE","Bronx","9","43","Television","Episodic series","United States of America","10473"
"705750","Shooting Permit","2023-04-07T00:00:00.000","2023-04-11T23:59:00.000","2023-04-02T15:01:24.000","Mayor's Office of Film, Theatre & Broadcasting","VARICK STREET between BEACH STREET and LAIGHT STREET","Manhattan","1","1","Television","Special/Awards Show","United States of America","10013"
"705743","Shooting Permit","2023-04-26T06:00:00.000","2023-04-26T22:00:00.000","2023-04-02T13:54:47.000","Mayor's Office of Film, Theatre & Broadcasting","BARRETTO STREET between GARRISON AVENUE and LAFAYETTE AVENUE","Bronx","2","41","Commercial","Industrial/Corporate","United States of America","10474"
"705584","Shooting Permit","2023-04-13T07:00:00.000","2023-04-13T19:00:00.000","2023-03-31T16:42:14.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   58 STREET between BROADWAY and 7 AVENUE,  BROADWAY between WEST   57 STREET and WEST   58 STREET","Manhattan","5","18","Still Photography","Not Applicable","United States of America","10019"
"705564","Shooting Permit","2023-04-12T07:00:00.000","2023-04-12T19:00:00.000","2023-03-31T15:27:20.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   58 STREET between BROADWAY and 7 AVENUE,  BROADWAY between WEST   57 STREET and WEST   58 STREET","Manhattan","5","18","Still Photography","Not Applicable","United States of America","10019"
"705558","Shooting Permit","2023-04-05T12:30:00.000","2023-04-06T01:30:00.000","2023-03-31T15:16:28.000","Mayor's Office of Film, Theatre & Broadcasting","PALMETTO STREET between ONDERDONK AVENUE and SENECA AVENUE,  ONDERDONK AVENUE between GATES AVENUE and WOODBINE STREET,  PALMETTO STREET between ONDERDONK AVENUE and WOODWARD AVENUE,  WOODBINE STREET between SENECA AVENUE and ONDERDONK AVENUE,  SENECA AVENUE between LINDEN STREET and WOODBINE STREET,  CYPRESS AVENUE between PALMETTO STREET and GATES AVENUE,  GATES AVE between CYPRESS AVENUE and WYCKOFF AVENUE,  ST NICHOLAS AVENUE between GATES AVENUE and PALMETTO STREET","Queens","4, 5","104, 83","Television","Cable-episodic","United States of America","11237, 11385"
"705554","Shooting Permit","2023-04-05T07:00:00.000","2023-04-05T20:00:00.000","2023-03-31T15:04:53.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   19 STREET between 10 AVENUE and 9 AVENUE","Manhattan","4","10","Still Photography","Not Applicable","United States of America","10011"
"705530","Rigging Permit","2023-04-02T07:00:00.000","2023-04-02T13:00:00.000","2023-03-31T14:09:32.000","Mayor's Office of Film, Theatre & Broadcasting","SHAKESPEARE AVE between JEROME AVENUE and WEST  167 STREET,  SHAKESPEARE AVENUE between WEST  167 STREET and ANDERSON AVENUE,  ANDERSON AVENUE between WEST  167 STREET and SHAKESPEARE AVENUE,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  WEST  167 STREET between WOODYCREST AVENUE and ANDERSON AVENUE","Bronx","4, 5","44, 46","Film","Feature","United States of America","10452"
"705526","Shooting Permit","2023-04-07T09:00:00.000","2023-04-07T23:00:00.000","2023-03-31T14:05:04.000","Mayor's Office of Film, Theatre & Broadcasting","83 STREET between COOPER AVENUE and DORAN AVENUE,  84 STREET between COOPER AVENUE and DORAN AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"705525","Shooting Permit","2023-04-06T08:00:00.000","2023-04-06T22:00:00.000","2023-03-31T14:04:55.000","Mayor's Office of Film, Theatre & Broadcasting","83 STREET between COOPER AVENUE and DORAN AVENUE,  84 STREET between COOPER AVENUE and DORAN AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"705524","Shooting Permit","2023-04-05T08:00:00.000","2023-04-05T22:00:00.000","2023-03-31T14:04:47.000","Mayor's Office of Film, Theatre & Broadcasting","83 STREET between COOPER AVENUE and DORAN AVENUE,  84 STREET between COOPER AVENUE and DORAN AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"705523","Shooting Permit","2023-04-04T07:00:00.000","2023-04-04T21:00:00.000","2023-03-31T14:04:40.000","Mayor's Office of Film, Theatre & Broadcasting","83 STREET between COOPER AVENUE and DORAN AVENUE,  84 STREET between COOPER AVENUE and DORAN AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"705504","Shooting Permit","2023-04-04T08:00:00.000","2023-04-04T23:00:00.000","2023-03-31T13:13:52.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"705503","Shooting Permit","2023-04-03T07:00:00.000","2023-04-04T21:00:00.000","2023-03-31T13:13:36.000","Mayor's Office of Film, Theatre & Broadcasting","83 STREET between COOPER AVENUE and DORAN AVENUE,  84 STREET between COOPER AVENUE and DORAN AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"705474","Shooting Permit","2023-04-06T13:00:00.000","2023-04-07T01:00:00.000","2023-03-31T11:59:00.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   19 STREET between DITMAS AVENUE and DORCHESTER ROAD","Brooklyn","14","70","Commercial","Commercial","United States of America","11226"
"705471","Shooting Permit","2023-04-03T04:00:00.000","2023-04-03T13:00:00.000","2023-03-31T11:54:33.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"705470","Shooting Permit","2023-04-05T13:00:00.000","2023-04-06T01:00:00.000","2023-03-31T11:53:17.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   19 STREET between DORCHESTER ROAD and DITMAS AVENUE","Brooklyn","14","70","Commercial","Commercial","United States of America","11226"
"705450","Shooting Permit","2023-04-04T06:30:00.000","2023-04-04T21:00:00.000","2023-03-31T10:59:54.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"705446","Theater Load in and Load Outs","2023-04-16T00:01:00.000","2023-04-17T06:00:00.000","2023-03-31T10:53:02.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  126 STREET between ADAM CLAYTON POWELL BOULEVARD and FREDERICK DOUGLAS BOULEVARD","Manhattan","10","28","Theater","Theater","United States of America","10027"
"705440","Shooting Permit","2023-04-05T07:00:00.000","2023-04-05T23:00:00.000","2023-03-31T10:40:58.000","Mayor's Office of Film, Theatre & Broadcasting","31 STREET between 47 AVENUE and 48 AVENUE","Queens","2","108","Television","Episodic series","United States of America","11101"
"705439","Shooting Permit","2023-04-04T06:00:00.000","2023-04-04T23:00:00.000","2023-03-31T10:40:38.000","Mayor's Office of Film, Theatre & Broadcasting","31 STREET between 47 AVENUE and 48 AVENUE","Queens","2","108","Television","Episodic series","United States of America","11101"
"705431","Shooting Permit","2023-04-06T06:00:00.000","2023-04-06T23:59:00.000","2023-03-31T10:22:08.000","Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD","Bronx","1","40","Television","Episodic series","United States of America","10454"
"705430","Shooting Permit","2023-04-05T06:00:00.000","2023-04-05T23:59:00.000","2023-03-31T10:21:50.000","Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD","Bronx","1","40","Television","Episodic series","United States of America","10454"
"705428","Theater Load in and Load Outs","2023-04-18T00:01:00.000","2023-04-18T23:59:00.000","2023-03-31T10:20:58.000","Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   57 STREET and WEST   56 STREET","Manhattan","5","18","Theater","Theater","United States of America","10019, 10106"
"705417","Shooting Permit","2023-04-05T11:00:00.000","2023-04-05T23:00:00.000","2023-03-31T09:32:13.000","Mayor's Office of Film, Theatre & Broadcasting","WEST    8 STREET between AVENUE OF THE AMERICAS and 5 AVENUE,  WASHINGTON SQUARE SOUTH between MACDOUGAL STREET and SULLIVAN STREET,  5 AVENUE between WEST    8 STREET and WASHINGTON SQUARE NORTH,  WEST   11 STREET between BLEECKER STREET and WEST    4 STREET,  WEST    4 STREET between BANK STREET and WEST   11 STREET,  WEST    4 STREET between WEST   11 STREET and PERRY STREET,  WEST   11 STREET between WEST    4 STREET and WAVERLY PLACE,  7 AVENUE SOUTH between PERRY STREET and WEST   11 STREET","Manhattan","2","6","Commercial","Commercial","United States of America","10003, 10011, 10012, 10014"
"705416","Shooting Permit","2023-04-02T01:00:00.000","2023-04-02T13:00:00.000","2023-03-31T09:30:51.000","Mayor's Office of Film, Theatre & Broadcasting","WEST 47TH ST between 6TH AVE and 7TH AVE","Manhattan","5","18","Television","News","United States of America","10036"
"705414","Shooting Permit","2023-04-04T03:00:00.000","2023-04-04T23:59:00.000","2023-03-31T09:25:00.000","Mayor's Office of Film, Theatre & Broadcasting","2 AVENUE between EAST    9 STREET and ST MARKS PLACE,  ST MARKS PLACE between 1 AVENUE and 2 AVENUE,  FRANKLIN STREET between HUDSON STREET and VARICK STREET","Manhattan","1, 3","1, 9","Still Photography","Not Applicable","United States of America","10003, 10013"
"705413","Shooting Permit","2023-04-06T07:00:00.000","2023-04-06T23:00:00.000","2023-03-31T09:19:42.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BUSHWICK AVENUE and HUMBOLDT STREET,  MESEROLE STREET between BUSHWICK AVENUE and WATERBURY STREET,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  STAGG STREET between BUSHWICK AVENUE and WATERBURY STREET,  STAGG STREET between WATERBURY STREET and BOGART STREET,  WATERBURY STREET between TEN EYCK STREET and STAGG STREET,  WATERBURY STREET between STAGG STREET and SCHOLES STREET","Brooklyn","1","90","Television","Episodic series","United States of America","11206"
"705406","Shooting Permit","2023-04-04T07:00:00.000","2023-04-04T19:00:00.000","2023-03-31T08:42:16.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   12 STREET between HUDSON STREET and GREENWICH STREET","Manhattan","2","6","Still Photography","Not Applicable","United States of America","10014"
"705400","Shooting Permit","2023-04-05T07:00:00.000","2023-04-05T23:00:00.000","2023-03-31T07:28:45.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and DEAD END","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"705399","Shooting Permit","2023-04-04T07:30:00.000","2023-04-04T23:30:00.000","2023-03-31T07:26:26.000","Mayor's Office of Film, Theatre & Broadcasting","MANHATTAN AVENUE between COMMERCIAL STREET and DEAD END,  MANHATTAN AVENUE between COMMERCIAL STREET and BOX STREET,  BOX STREET between MANHATTAN AVENUE and COMMERCIAL STREET,  MANHATTAN AVENUE between BOX STREET and CLAY STREET,  MANHATTAN AVENUE between CLAY STREET and DUPONT STREET,  COMMERCIAL STREET between BOX STREET and CLAY STREET,  FRANKLIN STREET between COMMERCIAL STREET and DUPONT STREET,  COMMERCIAL STREET between DUPONT STREET and FRANKLIN STREET,  KINGSLAND AVENUE between DEAD END and GREENPOINT AVENUE","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"705398","Shooting Permit","2023-04-07T07:00:00.000","2023-04-07T21:00:00.000","2023-03-31T06:20:02.000","Mayor's Office of Film, Theatre & Broadcasting","SUTHERLAND STREET between KING AVENUE and DEAD END,  KING AVENUE between SUTHERLAND STREET and TERRACE STREET","Bronx","10","45","WEB","Not Applicable","United States of America","10464"
"705381","Shooting Permit","2023-04-10T07:00:00.000","2023-04-10T19:00:00.000","2023-03-30T21:25:37.000","Mayor's Office of Film, Theatre & Broadcasting","VAN BRUNT STREET between DELEVAN STREET and VERONA STREET,  VERONA STREET between RICHARDS STREET and VAN BRUNT STREET,  VERONA STREET between DWIGHT STREET and RICHARDS STREET,  RICHARDS STREET between DELEVAN STREET and VERONA STREET,  RICHARDS STREET between VERONA STREET and VISITATION PLACE,  VISITATION PLACE between VAN BRUNT STREET and RICHARDS STREET,  DELEVAN STREET between RICHARDS STREET and DWIGHT STREET,  DELEVAN STREET between RICHARDS STREET and VAN BRUNT STREET,  DWIGHT STREET between VERONA STREET and OTSEGO STREET,  VERONA STREET between DWIGHT STREET and COLUMBIA STREET,  COLUMBIA STREET between VERONA STREET and CENTRE MALL,  RICHARDS STREET between VISITATION PLACE and PIONEER STREET","Brooklyn","6","76","Television","Cable-episodic","United States of America","11231"
"705374","Shooting Permit","2023-04-04T06:30:00.000","2023-04-04T20:00:00.000","2023-03-30T20:34:10.000","Mayor's Office of Film, Theatre & Broadcasting","DOBBIN STREET between NASSAU AVENUE and NORMAN AVENUE,  NORMAN AVENUE between LORIMER STREET and BANKER STREET,  NASSAU AVENUE between LORIMER STREET and DOBBIN STREET,  DOBBIN STREET between NORMAN AVENUE and MESEROLE AVENUE,  BANKER STREET between NORMAN AVENUE and MESEROLE AVENUE,  NORTH   15 STREET between NASSAU AVENUE and BANKER STREET,  BANKER STREET between NASSAU AVENUE and NORTH   15 STREET,  BEDFORD AVENUE between NASSAU AVENUE and NORTH   12 STREET","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"705337","Shooting Permit","2023-04-05T10:30:00.000","2023-04-05T22:30:00.000","2023-03-30T17:28:48.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 6 AVENUE and 7 AVENUE,  WEST   45 STREET between 6 AVENUE and 7 AVENUE,  6 AVENUE between WEST   43 STREET and WEST   44 STREET,  WEST   43 STREET between 6 AVENUE and 7 AVENUE,  6 AVENUE between WEST   42 STREET and WEST   43 STREET,  WEST   45 STREET between 5 AVENUE and 6 AVENUE,  EAST   45 STREET between 5 AVENUE and MADISON AVENUE,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  EAST   44 STREET between MADISON AVENUE and 5 AVENUE,  EAST   41 STREET between MADISON AVENUE and 5 AVENUE,  EAST   40 STREET between 5 AVENUE and MADISON AVENUE","Manhattan","5","14, 18","Television","Episodic series","United States of America","10016, 10017, 10018, 10036"
"705334","Shooting Permit","2023-04-10T09:00:00.000","2023-04-10T22:00:00.000","2023-03-30T17:17:29.000","Mayor's Office of Film, Theatre & Broadcasting","SOUTH STREET between BROAD STREET and OLD SLIP,  OLD SLIP between SOUTH STREET and WATER STREET,  WATER STREET between OLD SLIP and WALL STREET,  WATER STREET between CATHERINE SLIP and MARKET SLIP,  FRONT STREET between OLD SLIP and WALL STREET","Manhattan","1, 3","1, 5","Film","Feature","United States of America","10002, 10004, 10005"
"705326","Shooting Permit","2023-04-07T18:00:00.000","2023-04-07T23:00:00.000","2023-03-30T16:27:28.000","Mayor's Office of Film, Theatre & Broadcasting","ELIZABETH STREET between EAST HOUSTON STREET and PRINCE STREET","Manhattan","2","5","Student","Student Film","United States of America","10012"
"705313","Shooting Permit","2023-04-07T18:00:00.000","2023-04-08T23:00:00.000","2023-03-30T15:46:50.000","Mayor's Office of Film, Theatre & Broadcasting","EAST    8 STREET between UNIVERSITY PLACE and 5 AVENUE","Manhattan","2","6","Student","Student Film","United States of America","10003"
"705307","Shooting Permit","2023-03-31T04:00:00.000","2023-03-31T10:00:00.000","2023-03-30T15:43:30.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"705304","Rigging Permit","2023-04-03T07:00:00.000","2023-04-03T19:00:00.000","2023-03-30T15:32:55.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST  135 STREET and WEST  133 STREET","Manhattan","9","30","Television","Episodic series","United States of America","10027, 10031"
"705303","Shooting Permit","2023-04-06T11:00:00.000","2023-04-07T02:00:00.000","2023-03-30T15:26:01.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 6 AVENUE and 5 AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  WEST   45 STREET between 6 AVENUE and 5 AVENUE,  EAST   45 STREET between 5 AVENUE and MADISON AVENUE,  KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END","Manhattan","1, 5","14, 18, 94","Television","Episodic series","United States of America","10017, 10036, 11222"
"705301","Rigging Permit","2023-03-31T07:00:00.000","2023-03-31T19:00:00.000","2023-03-30T15:25:52.000","Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST  133 STREET and WEST  135 STREET","Manhattan","9","30","Television","Episodic series","United States of America","10027, 10031"
"705295","Shooting Permit","2023-04-05T11:00:00.000","2023-04-06T02:00:00.000","2023-03-30T15:01:37.000","Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between GREENPOINT AVENUE and MILTON STREET,  MILTON STREET between WEST STREET and FRANKLIN STREET,  KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END,  WEST   56 STREET between 8 AVENUE and BROADWAY,  WEST   56 STREET between 8 AVENUE and BROADWAY,  8 AVENUE between WEST   57 STREET and WEST   55 STREET,  BROADWAY between WEST   57 STREET and WEST   55 STREET,  CENTRAL PARK SOUTH between COLUMBUS CIRCLE and 7 AVENUE,  CENTRAL PARK SOUTH between 7 AVENUE and 6 AVENUE,  WEST   57 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   56 STREET and WEST   57 STREET,  8 AVENUE between WEST   56 STREET and WEST   55 STREET,  WEST   56 STREET between 8 AVENUE and 9 AVENUE","Brooklyn","1, 4, 5, 64","18, 22, 94","Television","Episodic series","United States of America","10019, 11222"
"705292","Shooting Permit","2023-04-04T08:30:00.000","2023-04-04T22:30:00.000","2023-03-30T14:53:30.000","Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and FORT WASHINGTON AVENUE,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  181 STREET,  WEST  181 STREET between FORT WASHINGTON AVENUE and MAGAW PLACE","Manhattan","12","33, 34","Television","Episodic series","United States of America","10033"
"705291","Shooting Permit","2023-04-04T08:00:00.000","2023-04-04T20:00:00.000","2023-03-30T14:51:41.000","Mayor's Office of Film, Theatre & Broadcasting","BAYARD STREET between LORIMER STREET and LEONARD STREET","Brooklyn","1","94","Still Photography","Not Applicable","United States of America","11222"
"705282","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T13:00:00.000","2023-03-30T14:29:23.000","Mayor's Office of Film, Theatre & Broadcasting","NORTH HENRY STREET between NORMAN AVENUE and NASSAU AVENUE,  NORMAN AVENUE between RUSSELL STREET and KINGSLAND AVENUE,  RUSSELL STREET between MESEROLE AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between NORMAN AVENUE and NASSAU AVENUE","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"705258","Shooting Permit","2023-04-04T11:00:00.000","2023-04-05T01:00:00.000","2023-03-30T13:23:54.000","Mayor's Office of Film, Theatre & Broadcasting","CADMAN PLAZA WEST between PIERREPONT STREET and MONTAGUE STREET,  KANE STREET between HICKS STREET and HENRY STREET","Brooklyn","2, 6","76, 84","Film","Feature","United States of America","11201, 11231"
"705240","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T22:00:00.000","2023-03-30T12:30:26.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"705224","Theater Load in and Load Outs","2023-04-17T00:01:00.000","2023-04-17T23:59:00.000","2023-03-30T12:03:56.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   43 STREET between 6 AVENUE and BROADWAY","Manhattan","5","14","Theater","Theater","United States of America","10036"
"705217","Shooting Permit","2023-04-05T06:00:00.000","2023-04-05T23:00:00.000","2023-03-30T11:49:34.000","Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"705204","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T21:00:00.000","2023-03-30T11:12:38.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT ST between MESEROLE AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"705202","Shooting Permit","2023-04-05T10:00:00.000","2023-04-05T23:30:00.000","2023-03-30T10:58:01.000","Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE","Queens","2","108","Television","Episodic series","United States of America","11101"
"705201","Shooting Permit","2023-04-04T06:00:00.000","2023-04-04T19:00:00.000","2023-03-30T10:57:42.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   50 STREET between 6 AVENUE and 7 AVENUE,  WEST   28 STREET between 6 AVENUE and 7 AVENUE,  6 AVENUE between WEST   27 STREET and WEST   29 STREET","Manhattan","5","13, 18","Still Photography","Not Applicable","United States of America","10001, 10019, 10020"
"705197","Shooting Permit","2023-04-03T06:00:00.000","2023-04-03T21:00:00.000","2023-03-30T10:48:54.000","Mayor's Office of Film, Theatre & Broadcasting","MARLBOROUGH ROAD between CHURCH AVENUE and ALBERMARLE ROAD","Brooklyn","14","70","Commercial","Commercial","United States of America","11226"
"705191","Shooting Permit","2023-04-03T13:00:00.000","2023-04-04T03:00:00.000","2023-03-30T10:39:47.000","Mayor's Office of Film, Theatre & Broadcasting","113 STREET between 84 AVENUE and 85 AVENUE,  84 AVENUE between 112 STREET and 113 STREET,  85 AVENUE between 113 STREET and 114 STREET,  85 AVENUE between 112 STREET and 113 STREET,  84 AVENUE between 113 STREET and BESSEMER STREET","Queens","12, 9","102, 103","Television","Episodic series","United States of America","11418, 11433"
"705156","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T18:00:00.000","2023-03-30T09:35:49.000","Mayor's Office of Film, Theatre & Broadcasting","TERRACE DR between EAST DR and 72ND ST","Manhattan","64","22","Still Photography","Not Applicable","United States of America","10023, 10024, 10025"
"705146","Shooting Permit","2023-04-06T06:00:00.000","2023-04-06T23:00:00.000","2023-03-30T09:04:22.000","Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  REVIEW AVENUE between 35 STREET and 29 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"705145","Shooting Permit","2023-04-05T06:00:00.000","2023-04-05T23:00:00.000","2023-03-30T09:03:41.000","Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  REVIEW AVENUE between 35 STREET and 29 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"705141","Shooting Permit","2023-04-04T06:00:00.000","2023-04-04T23:59:00.000","2023-03-30T08:33:12.000","Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD","Bronx","1","40","Television","Episodic series","United States of America","10454"
"705094","Theater Load in and Load Outs","2023-04-08T00:01:00.000","2023-04-10T06:00:00.000","2023-03-29T20:41:13.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET","Manhattan","11, 3","23, 9","Theater","Theater","United States of America","10003, 10029"
"705070","Shooting Permit","2023-03-31T11:00:00.000","2023-04-01T02:00:00.000","2023-03-29T17:59:30.000","Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE","Queens","2","108","Television","Episodic series","United States of America","11101"
"705043","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T21:00:00.000","2023-03-29T16:22:06.000","Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE","Queens","2","108","Television","Episodic series","United States of America","11101"
"705037","Shooting Permit","2023-04-03T06:00:00.000","2023-04-03T23:59:00.000","2023-03-29T16:05:19.000","Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD","Bronx","1","40","Television","Episodic series","United States of America","10454"
