"geoid","countyfips","borocode","boroname","boroct2020","ct2020","ctlabel","ntacode","ntatype","ntaname","ntaabbrev","cdtacode","cdtatype","cdtaname"
"36047026100","047","3","Brooklyn","3026100","026100","261","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047026300","047","3","Brooklyn","3026300","026300","263","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047026500","047","3","Brooklyn","3026500","026500","265","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047026700","047","3","Brooklyn","3026700","026700","267","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047026900","047","3","Brooklyn","3026900","026900","269","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047123700","047","3","Brooklyn","3123700","123700","1237","BK0301","0","Bedford-Stuyvesant (West)","BdSty_W","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047027100","047","3","Brooklyn","3027100","027100","271","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047027300","047","3","Brooklyn","3027300","027300","273","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047027500","047","3","Brooklyn","3027500","027500","275","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047027700","047","3","Brooklyn","3027700","027700","277","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047027900","047","3","Brooklyn","3027900","027900","279","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028100","047","3","Brooklyn","3028100","028100","281","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028300","047","3","Brooklyn","3028300","028300","283","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028501","047","3","Brooklyn","3028501","028501","285.01","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028502","047","3","Brooklyn","3028502","028502","285.02","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028700","047","3","Brooklyn","3028700","028700","287","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047028900","047","3","Brooklyn","3028900","028900","289","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047029100","047","3","Brooklyn","3029100","029100","291","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047029300","047","3","Brooklyn","3029300","029300","293","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047029500","047","3","Brooklyn","3029500","029500","295","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047029700","047","3","Brooklyn","3029700","029700","297","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047029900","047","3","Brooklyn","3029900","029900","299","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047037500","047","3","Brooklyn","3037500","037500","375","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047037700","047","3","Brooklyn","3037700","037700","377","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047037900","047","3","Brooklyn","3037900","037900","379","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047038100","047","3","Brooklyn","3038100","038100","381","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047038300","047","3","Brooklyn","3038300","038300","383","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047038500","047","3","Brooklyn","3038500","038500","385","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047038700","047","3","Brooklyn","3038700","038700","387","BK0302","0","Bedford-Stuyvesant (East)","BdSty_E","BK03","CD","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"36047038900","047","3","Brooklyn","3038900","038900","389","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047039100","047","3","Brooklyn","3039100","039100","391","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047039300","047","3","Brooklyn","3039300","039300","393","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047042100","047","3","Brooklyn","3042100","042100","421","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047042300","047","3","Brooklyn","3042300","042300","423","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047042500","047","3","Brooklyn","3042500","042500","425","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047042700","047","3","Brooklyn","3042700","042700","427","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047042900","047","3","Brooklyn","3042900","042900","429","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047043100","047","3","Brooklyn","3043100","043100","431","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047044100","047","3","Brooklyn","3044100","044100","441","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047044300","047","3","Brooklyn","3044300","044300","443","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047044500","047","3","Brooklyn","3044500","044500","445","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047044700","047","3","Brooklyn","3044700","044700","447","BK0401","0","Bushwick (West)","Bshwck_W","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047039500","047","3","Brooklyn","3039500","039500","395","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047039700","047","3","Brooklyn","3039700","039700","397","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047039900","047","3","Brooklyn","3039900","039900","399","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047040100","047","3","Brooklyn","3040100","040100","401","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047040300","047","3","Brooklyn","3040300","040300","403","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047040500","047","3","Brooklyn","3040500","040500","405","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047040900","047","3","Brooklyn","3040900","040900","409","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047041100","047","3","Brooklyn","3041100","041100","411","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047041300","047","3","Brooklyn","3041300","041300","413","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047041500","047","3","Brooklyn","3041500","041500","415","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047041700","047","3","Brooklyn","3041700","041700","417","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047041900","047","3","Brooklyn","3041900","041900","419","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047043300","047","3","Brooklyn","3043300","043300","433","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047043500","047","3","Brooklyn","3043500","043500","435","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047043700","047","3","Brooklyn","3043700","043700","437","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047043900","047","3","Brooklyn","3043900","043900","439","BK0402","0","Bushwick (East)","Bshwck_E","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047040700","047","3","Brooklyn","3040700","040700","407","BK0471","7","The Evergreens Cemetery","EvrgrnsCem","BK04","CD","BK04 Bushwick (CD 4 Equivalent)"
"36047114201","047","3","Brooklyn","3114201","114201","1142.01","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047114202","047","3","Brooklyn","3114202","114202","1142.02","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047114600","047","3","Brooklyn","3114600","114600","1146","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047116800","047","3","Brooklyn","3116800","116800","1168","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117000","047","3","Brooklyn","3117000","117000","1170","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117201","047","3","Brooklyn","3117201","117201","1172.01","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117202","047","3","Brooklyn","3117202","117202","1172.02","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117400","047","3","Brooklyn","3117400","117400","1174","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117601","047","3","Brooklyn","3117601","117601","1176.01","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117602","047","3","Brooklyn","3117602","117602","1176.02","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047117800","047","3","Brooklyn","3117800","117800","1178","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118201","047","3","Brooklyn","3118201","118201","1182.01","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118202","047","3","Brooklyn","3118202","118202","1182.02","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118400","047","3","Brooklyn","3118400","118400","1184","BK0501","0","Cypress Hills","CyprssHls","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047113400","047","3","Brooklyn","3113400","113400","1134","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047114400","047","3","Brooklyn","3114400","114400","1144","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047115000","047","3","Brooklyn","3115000","115000","1150","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047115200","047","3","Brooklyn","3115200","115200","1152","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047115600","047","3","Brooklyn","3115600","115600","1156","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047115800","047","3","Brooklyn","3115800","115800","1158","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047116000","047","3","Brooklyn","3116000","116000","1160","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047116200","047","3","Brooklyn","3116200","116200","1162","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047116400","047","3","Brooklyn","3116400","116400","1164","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047116600","047","3","Brooklyn","3116600","116600","1166","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047119200","047","3","Brooklyn","3119200","119200","1192","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047119400","047","3","Brooklyn","3119400","119400","1194","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047119800","047","3","Brooklyn","3119800","119800","1198","BK0502","0","East New York (North)","ENY_N","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047107800","047","3","Brooklyn","3107800","107800","1078","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047109800","047","3","Brooklyn","3109800","109800","1098","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047110400","047","3","Brooklyn","3110400","110400","1104","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047110600","047","3","Brooklyn","3110600","110600","1106","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047111000","047","3","Brooklyn","3111000","111000","1110","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047111600","047","3","Brooklyn","3111600","111600","1116","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047111800","047","3","Brooklyn","3111800","111800","1118","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047112000","047","3","Brooklyn","3112000","112000","1120","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047112200","047","3","Brooklyn","3112200","112200","1122","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047112400","047","3","Brooklyn","3112400","112400","1124","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047112600","047","3","Brooklyn","3112600","112600","1126","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047112800","047","3","Brooklyn","3112800","112800","1128","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047113000","047","3","Brooklyn","3113000","113000","1130","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047113200","047","3","Brooklyn","3113200","113200","1132","BK0503","0","East New York-New Lots","ENY_NwLts","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047105801","047","3","Brooklyn","3105801","105801","1058.01","BK0504","0","Spring Creek-Starrett City","SpCrk_StrC","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047105804","047","3","Brooklyn","3105804","105804","1058.04","BK0504","0","Spring Creek-Starrett City","SpCrk_StrC","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047107001","047","3","Brooklyn","3107001","107001","1070.01","BK0504","0","Spring Creek-Starrett City","SpCrk_StrC","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047107003","047","3","Brooklyn","3107003","107003","1070.03","BK0504","0","Spring Creek-Starrett City","SpCrk_StrC","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118600","047","3","Brooklyn","3118600","118600","1186","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118800","047","3","Brooklyn","3118800","118800","1188","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047119000","047","3","Brooklyn","3119000","119000","1190","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047119600","047","3","Brooklyn","3119600","119600","1196","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047120000","047","3","Brooklyn","3120000","120000","1200","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047120200","047","3","Brooklyn","3120200","120200","1202","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047120801","047","3","Brooklyn","3120801","120801","1208.01","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047120802","047","3","Brooklyn","3120802","120802","1208.02","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047120803","047","3","Brooklyn","3120803","120803","1208.03","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047121000","047","3","Brooklyn","3121000","121000","1210","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047121400","047","3","Brooklyn","3121400","121400","1214","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047122000","047","3","Brooklyn","3122000","122000","1220","BK0505","0","East New York-City Line","ENY_CtyLn","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047118000","047","3","Brooklyn","3118000","118000","1180","BK0571","7","Highland Park-Cypress Hills Cemeteries (South)","CyHlsCem_S","BK05","CD","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"36047004500","047","3","Brooklyn","3004500","004500","45","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047004700","047","3","Brooklyn","3004700","004700","47","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047004900","047","3","Brooklyn","3004900","004900","49","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047005100","047","3","Brooklyn","3005100","005100","51","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047005301","047","3","Brooklyn","3005301","005301","53.01","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047005302","047","3","Brooklyn","3005302","005302","53.02","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047005303","047","3","Brooklyn","3005303","005303","53.03","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047005900","047","3","Brooklyn","3005900","005900","59","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047006300","047","3","Brooklyn","3006300","006300","63","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047006500","047","3","Brooklyn","3006500","006500","65","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047006700","047","3","Brooklyn","3006700","006700","67","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047006902","047","3","Brooklyn","3006902","006902","69.02","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047007100","047","3","Brooklyn","3007100","007100","71","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047007500","047","3","Brooklyn","3007500","007500","75","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047007700","047","3","Brooklyn","3007700","007700","77","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047008500","047","3","Brooklyn","3008500","008500","85","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047011700","047","3","Brooklyn","3011700","011700","117","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047011901","047","3","Brooklyn","3011901","011901","119.01","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047011902","047","3","Brooklyn","3011902","011902","119.02","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047012100","047","3","Brooklyn","3012100","012100","121","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047012700","047","3","Brooklyn","3012700","012700","127","BK0601","0","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","CrrllGrdns","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047012901","047","3","Brooklyn","3012901","012901","129.01","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047012902","047","3","Brooklyn","3012902","012902","129.02","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047013100","047","3","Brooklyn","3013100","013100","131","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047013300","047","3","Brooklyn","3013300","013300","133","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047013500","047","3","Brooklyn","3013500","013500","135","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047013700","047","3","Brooklyn","3013700","013700","137","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047013900","047","3","Brooklyn","3013900","013900","139","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047014101","047","3","Brooklyn","3014101","014101","141.01","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047014901","047","3","Brooklyn","3014901","014901","149.01","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047015100","047","3","Brooklyn","3015100","015100","151","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047015300","047","3","Brooklyn","3015300","015300","153","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047015500","047","3","Brooklyn","3015500","015500","155","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047015700","047","3","Brooklyn","3015700","015700","157","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047015900","047","3","Brooklyn","3015900","015900","159","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047016500","047","3","Brooklyn","3016500","016500","165","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047016700","047","3","Brooklyn","3016700","016700","167","BK0602","0","Park Slope","PkSlp","BK06","CD","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"36047014102","047","3","Brooklyn","3014102","014102","141.02","BK0701","0","Windsor Terrace-South Slope","WndsrTr","BK07","CD","BK07 Sunset Park-Windsor Terrace (CD 7 Approximation)"
"36047014902","047","3","Brooklyn","3014902","014902","149.02","BK0701","0","Windsor Terrace-South Slope","WndsrTr","BK07","CD","BK07 Sunset Park-Windsor Terrace (CD 7 Approximation)"
