"permit_number","expiration_date","address_no","address_st","bo","zip","bbl","bin","census_tract_2010","city_council_district","community_district","nta_code","latitude","longitude"
"40421886","1990-12-31T00:00:00.000","13-95","GIPSON ST","QUEENS","11691","4156640087","4299649","103201","31","414","QN15","40.608486101913","-73.757910716065"
"40421887","1999-12-31T00:00:00.000","99","ZOE ST","STATEN ISLAND","10305","5035400019","5050859","011401","50","502","SI36","40.585988677784","-74.099202088798"
"40421889","2005-12-31T00:00:00.000","165","CENTER ST","STATEN ISLAND","10306","5044260007","5060463","013800","50","503","SI25","40.571713468785","-74.140675949920"
"40421893","1994-12-31T00:00:00.000","255-08","39 AVENUE","QUEENS","11363","4081490123","4169728","148300","19","411","QN45","40.775989193447","-73.740322352800"
"40421895","2015-12-31T00:00:00.000","96-11","156 AVENUE","QUEENS","11414","4115910137","4249122","088400","32","410","QN57","40.663925740863","-73.837357609574"
"40421897","1995-12-31T00:00:00.000","96-24","156TH AVE","QUEENS","11414","4141510049","4294853","088400","32","410","QN57","40.663900976505","-73.837314416117"
"40421898","1994-12-31T00:00:00.000","149-30","88ST&87-10 149AVE","QUEENS","11414",,,,,,,"0","0"
"40421899","1993-12-31T00:00:00.000","424","FALCON AVE","STATEN ISLAND","10306","5040070071","5055419","012806","50","503","SI25","40.562468023348","-74.114477209993"
"40421900","2003-12-31T00:00:00.000","87","SLATER BLVD","STATEN ISLAND","10305","5036590056","5053122","011201","50","502","SI36","40.582187144126","-74.092651484513"
"40421902","2013-12-31T00:00:00.000","430","OCEAN TERRACE","STATEN ISLAND","10301","5008640200","5022380","017700","50","502","SI24","40.603609978637","-74.105613361271"
"40421904","2000-12-31T00:00:00.000","23833","BEACH 137 STREET","QUEENS","11694","4162600006","4305688","092200","32","414","QN10","40.576735482138","-73.856343611566"
"40421905","2009-12-31T00:00:00.000","242","BEACH 130 STREET","QUEENS","11694","4162250061","4304782","093401","32","414","QN10","40.576762308121","-73.849453566804"
"40421907","1990-12-31T00:00:00.000","44695","BEACH 137 STREET","QUEENS","11694","4162480039","4305452","092200","32","414","QN10","40.577806696983","-73.856938872171"
"40421908","1996-12-31T00:00:00.000","1752","E 23RD ST","BROOKLYN","11229","3068050028","3183289","055000","48","315","BK44","40.607852818521","-73.950072930824"
"40421912","1996-12-31T00:00:00.000","1778","E 24TH ST","BROOKLYN","11229","3068060038","3183340","054800","48","315","BK44","40.607509276173","-73.949064784439"
"40421913","2004-12-31T00:00:00.000","84-29","153RD AVE","QUEENS","11414","4114317501","4446929","006201","32","410","QN57","40.666385800714","-73.849967828938"
"40421915","1993-12-31T00:00:00.000","5648","AVENUE O","BROOKLYN","11234","3083770045","3236149","068800","46","318","BK58","40.616987132619","-73.920371533576"
"40421919","1992-12-31T00:00:00.000","46","RUTH PL","STATEN ISLAND","10305","5033540027","5049662","007000","50","502","SI36","40.592128093327","-74.082792451520"
"40421920","1991-12-31T00:00:00.000","1978","W 8TH ST","BROOKLYN","11223","3070800038","3190018","040600","47","311","BK29","40.599204899630","-73.979992879098"
"40421922","2004-12-31T00:00:00.000","2420","BURNETT STREET","BROOKLYN","11229","3088290015","3248460","063200","46","315","BK17","40.598937851515","-73.929406396191"
"40421923","2002-12-31T00:00:00.000","1015","HAMPTON AVE","BROOKLYN","11235","3087470147","3246401","061200","48","315","BK17","40.580221305813","-73.944682916038"
"40421924","1994-12-31T00:00:00.000","1571","W 4TH ST","BROOKLYN","11204","3066030063","3174553","043400","44","311","BK29","40.609176330146","-73.977933403493"
"40421925","2001-12-31T00:00:00.000","2160","ROYCE ST","BROOKLYN","11234","3084340064","3237791","070000","46","318","BK45","40.620712542830","-73.903483746825"
"40421930","1998-12-31T00:00:00.000","437","BEACH 144TH ST","QUEENS","11694","4162950022","4306580","092200","32","414","QN10","40.574642697547","-73.862017608690"
"40421931","2005-12-31T00:00:00.000","324","BEACH 145 STREET","QUEENS","11694","4163010049","4306718","092200","32","414","QN10","40.572454877288","-73.861834968925"
"40421932","1990-12-31T00:00:00.000","148-04","NEWPORT AVE","QUEENS","11694","4162900003","4306481","092200","32","414","QN10","40.572749906458","-73.865257543916"
"40421934","1993-12-31T00:00:00.000","149-29","122ND PL","QUEENS","11420","4118240122","4257071","084601","32","410","QN55","40.667412617683","-73.817948593829"
"40421935","2001-12-31T00:00:00.000","1740","ALBANY AVE","BROOKLYN","11210","3077440071","3254533","077600","45","318","BK58","40.630820149932","-73.936866172586"
"40421936","1993-12-31T00:00:00.000","14277","BEACH 149 STREET","QUEENS","11694","4163140001","4306934","092200","32","414","QN10","40.569897095696","-73.864435455881"
"40421937","1996-12-31T00:00:00.000","161","BEACH 144 STREET","QUEENS","11694","4163180024","4307009","092200","32","414","QN10","40.569948695190","-73.859428564595"
"40421938","1995-12-31T00:00:00.000","408","BEACH 141 STREET","QUEENS","11694","4162630046","4305790","092200","32","414","QN10","40.574883532644","-73.859184159544"
"40421940","2021-12-31T00:00:00.000","408","BEACH 125 STREET","QUEENS","11694","4162060045","4304260","093401","32","414","QN10","40.579348617080","-73.845865789824"
"40421941","2013-12-31T00:00:00.000","339","BEACH 144 STREET","QUEENS","11694","4163010015","4306706","092200","32","414","QN10","40.573217300801","-73.861315044570"
"40421944","1998-12-31T00:00:00.000","144-05","NEWPORT AVE","QUEENS","11694","4163010008","4306704","092200","32","414","QN10","40.573601897693","-73.861584213905"
"40421945","2001-12-31T00:00:00.000","454","BEACH 143 STREET","QUEENS","11694","4162930070","4306540","092200","32","414","QN10","40.575240264696","-73.861357624150"
"40421949","1999-12-31T00:00:00.000","142-15","NEWPORT AVE","QUEENS","11694","4162990001","4306663","092200","32","414","QN10","40.574129727908","-73.860010072688"
"40421950","1994-12-31T00:00:00.000","175","BEACH 141 STREET","QUEENS","11694","4163150021","4306950","092800","32","414","QN10","40.571370457944","-73.857179477973"
"40421951","1996-12-31T00:00:00.000","156","BEACH 135 STREET","QUEENS","11694","4162790073","4306279","092800","32","414","QN10","40.573068699627","-73.852237203327"
"40421952","2005-12-31T00:00:00.000","335","BEACH 144 STREET","QUEENS","11694","4163010018","4306707","092200","32","414","QN10","40.573115673908","-73.861257663008"
"40421954","1990-12-31T00:00:00.000","147","BEACH 131 STREET","QUEENS","11694","4162760033","4306182","092800","32","414","QN10","40.574222770069","-73.848994958226"
"40421955","1998-12-31T00:00:00.000","340","BEACH 144 STREET","QUEENS","11694","4163000056","4306699","092200","32","414","QN10","40.573181566227","-73.861271923973"
"40421956","2005-12-31T00:00:00.000","28491","BEACH 137 STREET","QUEENS","11694","4162810082","4306340","092800","32","414","QN10","40.572733364050","-73.854008934550"
"40421957","2004-12-31T00:00:00.000","141-20","CRONSTON AVE","QUEENS","11694","4162880024","4306468","092200","32","414","QN10","40.576292970979","-73.860293501924"
"40421959","1996-12-31T00:00:00.000","175","BEACH 143 STREET","QUEENS","11694","4163170018","4306987","092200","32","414","QN10","40.570554517390","-73.858797381392"
"40421961","2017-12-31T00:00:00.000","318","BEACH 144 STREET","QUEENS","11694","4163000044","4306695","092200","32","414","QN10","40.572634969374","-73.860956302268"
"40421963","1990-12-31T00:00:00.000","164","BEACH 144 STREET","QUEENS","11694","4163170058","4306998","092200","32","414","QN10","40.570072272459","-73.859478695439"
"40421964","1996-12-31T00:00:00.000","222","BEACH 144 STREET","QUEENS","11694","4163080033","4306868","092200","32","414","QN10","40.571679108961","-73.860403975322"
"40421965","1991-12-31T00:00:00.000","127-04","CRONSTON AVE","QUEENS","11694","4161950033","4303999","093401","32","414","QN10","40.580227845877","-73.848592531725"
"40421966","2000-12-31T00:00:00.000","148-12","NEWPORT AVE","QUEENS","11694","4162900008","4306483","092200","32","414","QN10","40.572733492829","-73.865304371503"
"40421967","1994-12-31T00:00:00.000","186","BEACH 129 STREET","QUEENS","11694","4162380095","4305230","093401","32","414","QN10","40.575442467782","-73.847685494278"
"40421968","2008-12-31T00:00:00.000","141-16","ROCKAWAY BEACH BLVD","QUEENS","11694","4162980055","4306649","092800","32","414","QN10","40.571955823633","-73.857761344408"
"40421969","2000-12-31T00:00:00.000","447","BEACH 131 STREET","QUEENS","11694","4162540019","4305540","092800","32","414","QN10","40.578150792181","-73.851261154372"
"40421970","1999-12-31T00:00:00.000","127-06","NEWPORT AVE","QUEENS","11694","4162090039","4304364","093401","32","414","QN10","40.578338000155","-73.847516871438"
"40421971","2019-12-31T00:00:00.000","415","BEACH 127 STREET","QUEENS","11694","4162090034","4304361","093401","32","414","QN10","40.578854173116","-73.847630885179"
"40421972","2011-12-31T00:00:00.000","190","BEACH 134 STREET","QUEENS","11694","4162780091","4306261","092800","32","414","QN10","40.573872251295","-73.851717072450"
"40421975","1993-12-31T00:00:00.000","275","BEACH 140 STREET","QUEENS","11694","4162740012","4306108","092800","32","414","QN10","40.574209391181","-73.857835719134"
"40421978","1993-12-31T00:00:00.000","533","BEACH 126 STREET","QUEENS","11694","4161940001","4303974","093401","32","414","QN10","40.581286550149","-73.847999717576"
"40421981","1996-12-31T00:00:00.000","216","BEACH 126 STREET","QUEENS","11694","4162210044","4304685","093401","32","414","QN10","40.577528761801","-73.845823207975"
"40421982","2006-12-31T00:00:00.000","44619","BEACH 138 STREET","QUEENS","11694","4162720035","4306052","092800","32","414","QN10","40.573599885710","-73.855515271139"
"40421983","1998-12-31T00:00:00.000","167","BEACH 140 STREET","QUEENS","11694","4162850024","4306441","092800","32","414","QN10","40.571591717716","-73.856325920584"
"40421984","1996-12-31T00:00:00.000","461","BEACH 141 STREET","QUEENS","11694","4162920006","4306486","092200","32","414","QN10","40.575575740518","-73.859607461475"
"40421985","1992-12-31T00:00:00.000","24198","BEACH 134 STREET","QUEENS","11694","4162560001","4305586","092800","32","414","QN10","40.577594209027","-73.853865075114"
"40421986","1993-12-31T00:00:00.000","44687","BEACH 138 STREET","QUEENS","11694","4162490032","4305469","092200","32","414","QN10","40.577434362100","-73.857706434458"
"40421987","1993-12-31T00:00:00.000","194","BEACH 141 STREET","QUEENS","11694","4162850087","4435635","092800","32","414","QN10","40.571620386139","-73.857301324726"
"40421989","1996-12-31T00:00:00.000","22402","BEACH 133 STREET","QUEENS","11694","4162450006","4305365","092800","32","414","QN10","40.579611897090","-73.854073039723"
"40421990","2003-12-31T00:00:00.000","274","BEACH 139 STREET","QUEENS","11694","4162720091","4306071","092800","32","414","QN10","40.574697061911","-73.857111143081"
"40421994","1996-12-31T00:00:00.000","107","MILTON AVE","STATEN ISLAND","10306","5040490058","5056083","012804","50","502","SI45","40.563929434789","-74.104643417268"
"40421995","2005-12-31T00:00:00.000","357","MILL RD","STATEN ISLAND","10306","5040070128","5055443","012806","50","503","SI25","40.560347765428","-74.113001615150"
"40421997","1995-12-31T00:00:00.000","480","TYSENS LN","STATEN ISLAND","10306","5042720035","5058472","013201","50","503","SI25","40.565060711982","-74.118296768252"
"40421998","1995-12-31T00:00:00.000","285","BENEDICT RD","STATEN ISLAND","10304","5008710140","5022696","017700","50","502","SI24","40.592632876837","-74.106359268618"
"40421999","2012-12-31T00:00:00.000","187","BANCROFT AVE","STATEN ISLAND","10306","5036110022","5052121","012200","50","502","SI45","40.576191625655","-74.109227186556"
"40422000","1992-12-31T00:00:00.000","132","MANILA AVE","STATEN ISLAND","10306","5041300541","5057185","012806","50","503","SI25","40.559617991039","-74.109833383965"
"40422001","1990-12-31T00:00:00.000","5","ZOE ST","STATEN ISLAND","10305","5035360013","5050696","011401","50","502","SI36","40.587810542549","-74.096785350815"
"40422002","1995-12-31T00:00:00.000","80","SAND LN","STATEN ISLAND","10305","5032670078","5047986","006400","50","502","SI14","40.597589650095","-74.071416780719"
"40422003","2008-12-31T00:00:00.000","137","ISLINGTON ST","STATEN ISLAND","10308","5046040039","5062159","014605","51","503","SI54","40.560405595515","-74.152981876774"
"40422004","2017-12-31T00:00:00.000","255","GREELEY AVENUE","STATEN ISLAND","10306","5036130003","5052153","012200","50","502","SI45","40.576389301495","-74.106257707759"
"40422005","1996-12-31T00:00:00.000","189","ALLISON AVE","STATEN ISLAND","10306","5042470034","5161851","013400","50","502","SI45","40.567319987758","-74.115302591449"
"40422006","1991-12-31T00:00:00.000","404","ISABELLA AVE","STATEN ISLAND","10306","5040280023","5055652","012806","50","503","SI25","40.558847001489","-74.115115169073"
"40422007","1993-12-31T00:00:00.000","381","BURGHER AVE","STATEN ISLAND","10305","5033610188","5049775","007000","50","502","SI36","40.589636036073","-74.086224205352"
"40422008","1994-12-31T00:00:00.000","312","OAK AVE","STATEN ISLAND","10306","5042980018","5058743","013201","50","503","SI25","40.562740072171","-74.119537905388"
"40422010","1993-12-31T00:00:00.000","140","BEACH 126 STREET","QUEENS","11694","4162350057","4305097","093401","32","414","QN10","40.575776217008","-73.844812144714"
"40422013","2012-12-31T00:00:00.000","96-15","156 AVENUE","QUEENS","11414","4115910135","4249121","088400","32","410","QN57","40.663920210386","-73.837328787054"
"40422016","1996-12-31T00:00:00.000","151","BEACH 61 STREET","QUEENS","11692","4159330050","4302086","096400","31","414","QN12","40.590407013357","-73.790356072303"
"40422017","1991-12-31T00:00:00.000","134-11","NEWPORT AVE","QUEENS","11694","4162680004","4305909","092800","32","414","QN10","40.576355684696","-73.853378227692"
"40422019","1992-12-31T00:00:00.000","218","BEACH 123 STREET","QUEENS","11694","4162180045","4304611","093402","32","414","QN10","40.578458689261","-73.843391136427"
"40422020","1999-12-31T00:00:00.000","216","BEACH 124 STREET","QUEENS","11694","4162190045","4304636","093401","32","414","QN10","40.578124901648","-73.844180291118"
"40422021","1996-12-31T00:00:00.000","228","BEACH 123 STREET","QUEENS","11694","4162180050","4304613","093402","32","414","QN10","40.578681189154","-73.843516608799"
"40422022","2001-12-31T00:00:00.000","156","BEACH 146 STREET","QUEENS","11694","4163190051","4307033","092200","32","414","QN10","40.569223191444","-73.860956232557"
"40422023","1998-12-31T00:00:00.000","411","BEACH 124th STREET","QUEENS","11694","4162060034","4304258","093401","32","414","QN10","40.579646738976","-73.845080312091"
"40422024","1991-12-31T00:00:00.000","44630","BEACH 98 STREET","QUEENS","11694","4161530021","4435757","094201","32","414","QN10","40.585720424805","-73.820299908338"
"40422025","1990-12-31T00:00:00.000","339","BEACH 143 STREET","QUEENS","11694","4163000015","4306686","092200","32","414","QN10","40.573293007988","-73.860371792648"
"40422026","1996-12-31T00:00:00.000","14702","BEACH 133 STREET","QUEENS","11694","4162550065","4305581","092800","32","414","QN10","40.577524279376","-73.852842878312"
"40422027","2018-12-31T00:00:00.000","227","BEACH 117 STREET","QUEENS","11694","4162130022","4304479","093402","32","414","QN10","40.580057502452","-73.838433823500"
"40422028","2019-12-31T00:00:00.000","2268","EAST 22 STREET","BROOKLYN","11229","3073810125","3201038","059401","48","315","BK17","40.595915159829","-73.948760391720"
"40422030","2006-12-31T00:00:00.000","2010","BRAGG ST","BROOKLYN","11229","3073400008","3199246","056800","46","315","BK44","40.602636484061","-73.936489593674"
"40422031","2015-12-31T00:00:00.000","1749","EAST 35 STREET","BROOKLYN","11234","3077180022","3212960","065600","46","318","BK45","40.613308264589","-73.936580250684"
"40422033","1996-12-31T00:00:00.000","1633","MARINE PKWY","BROOKLYN","11234","3077030025","3212106","064400","46","318","BK45","40.612830945013","-73.942285849995"
"40422034","2020-12-31T00:00:00.000","2295","OCEAN PARKWAY","BROOKLYN","11223","3071580055","3194008","039200","47","315","BK25","40.593574383248","-73.964673640808"
"40422035","2012-12-31T00:00:00.000","241","COLERIDGE ST","BROOKLYN","11235","3087410066","3246283","061600","48","315","BK17","40.576139447095","-73.949866344111"
"40422036","1996-12-31T00:00:00.000","1545","RYDER ST","BROOKLYN","11234","3078580023","3219230","064800","45","318","BK45","40.618562251165","-73.937428923728"
"40422037","1996-12-31T00:00:00.000","9024","FLATLANDS AVE","BROOKLYN","11236","3081980046","3229893","096600","46","318","BK50","40.640380785813","-73.905718014849"
"40422039","1994-12-31T00:00:00.000","1641","E 38TH ST","BROOKLYN","11234","3078620023","3219359","064800","46","318","BK45","40.616503075633","-73.936364689695"
"40422040","2011-12-31T00:00:00.000","3218","AVENUE J","BROOKLYN","11210","3076140049","3208025","074200","45","318","BK58","40.627000711914","-73.944690826954"
"40422042","2005-12-31T00:00:00.000","1959","84TH ST","BROOKLYN","11214","3063280052","3165196","028400","47","311","BK28","40.606345819981","-73.997997632552"
"40422044","1996-12-31T00:00:00.000","2253","E 7TH ST","BROOKLYN","11223","3071590083","3194078","039200","47","315","BK25","40.595352668004","-73.963596061541"
"40422045","2007-12-31T00:00:00.000","143-06","ROCKAWAY BEACH BLVD","QUEENS","11694","4163080019","4306865","092200","32","414","QN10","40.571285375065","-73.859400544363"
"40422047","2003-12-31T00:00:00.000","162-36","89TH ST","QUEENS","11414","4140620022","4294129","089200","32","410","QN57","40.653060512401","-73.842263904472"
"40422048","1994-12-31T00:00:00.000","179-39","80TH RD","QUEENS","11432","4072290064","4155504","127700","24","408","QN06","40.726093743120","-73.787896336624"
"40422049","1991-12-31T00:00:00.000","2115","AVENUE U","BROOKLYN","11229","3073260043","3198380","057800","48","315","BK44","40.599522421520","-73.950144002179"
"40422050","2007-12-31T00:00:00.000","155-47","101ST ST","QUEENS","11414","4141450050","4294775","088400","32","410","QN57","40.664397729595","-73.833456349517"
"40422051","1999-12-31T00:00:00.000","89-04","156TH AVE","QUEENS","11414","4139540001","4292387","089200","32","410","QN57","40.663664199009","-73.844704206152"
"40422057","1993-12-31T00:00:00.000","1335","E 54TH ST","BROOKLYN","11234","3078340029","3217966","067800","46","318","BK58","40.625111168930","-73.923625576527"
"40422058","1991-12-31T00:00:00.000","2610","E 26TH ST","BROOKLYN","11235","3074700010","3205238","060000","48","315","BK17","40.588639009228","-73.943527381592"
"40422062","2012-12-31T00:00:00.000","552","BEACH 131 STREET","QUEENS","11694","4162420072","4305297","092800","32","414","QN10","40.580191672689","-73.852419382001"
"40422065","2010-12-31T00:00:00.000","215-30","28 AVENUE","QUEENS","11360","4060180027","4000000","109300","19","411","QN46","40.778101086682","-73.771875383189"
"40422066","1995-12-31T00:00:00.000","11","VERA ST","STATEN ISLAND","10305","5035490120","5050891","011401","50","502","SI36","40.585283085870","-74.096198434535"
"40422067","2007-12-31T00:00:00.000","20090","BEACH 149 STREET","QUEENS","11694","4163230024","4307096","091800","32","414","QN99","40.568163937045","-73.863431177597"
"40422069","2007-12-31T00:00:00.000","1853","E 35TH ST","BROOKLYN","11234","3084790021","3239052","065600","46","318","BK45","40.611613671646","-73.934694593495"
"40422072","1992-12-31T00:00:00.000","47150","BEACH 149 STREET","QUEENS","11694","4163140009","4306936","092200","32","414","QN10","40.569811947607","-73.864385237648"
"40422073","2006-12-31T00:00:00.000","2246","E 72ND ST","BROOKLYN","11234","3084400058","3237923","070600","46","318","BK45","40.617872167838","-73.904053384698"
"40422074","2006-12-31T00:00:00.000","1121","WILLIAMS CT","BROOKLYN","11235","3074550023","3320944","060600","48","315","BK17","40.586661089267","-73.958927608849"
"40422078","1998-12-31T00:00:00.000","9305","SCHENCK ST","BROOKLYN","11236","3083240107","3235195","102800","46","318","BK50","40.630023284889","-73.888821791925"
"40422080","2005-12-31T00:00:00.000","2265","GERRITSEN AVE","BROOKLYN","11229","3088180043","3248245","063200","46","315","BK17","40.600595557226","-73.933754729362"
"40422081","1993-12-31T00:00:00.000","4806","AVENUE L","BROOKLYN","11234","3078460040","3218508","067200","46","318","BK58","40.623437645065","-73.929131824543"
"40422084","1991-12-31T00:00:00.000","1334","E 54TH ST","BROOKLYN","11234","3078330056","3217927","067800","46","318","BK58","40.625146870320","-73.923654354716"
"40422087","1990-12-31T00:00:00.000","2779","E 64TH ST","BROOKLYN","11234","3085970089","3242764","070201","46","318","BK45","40.606041720288","-73.913887775387"
"40422088","1994-12-31T00:00:00.000","2680","E 65TH ST","BROOKLYN","11234","3086480076","3243996","070201","46","318","BK45","40.607107103825","-73.910832388906"
"40422090","2010-12-31T00:00:00.000","24","BENEDICT RD","STATEN ISLAND","10304","5008790035","5022810","017700","50","502","SI24","40.598504460342","-74.108770496950"
"40422091","1995-12-31T00:00:00.000","154-56","22 AVENUE PRIV","QUEENS","11357","4048430032","4109512","103300","19","407","QN49","40.778331328697","-73.807671351483"
"40422092","1991-12-31T00:00:00.000","23-03","154TH ST","QUEENS","11357","4048440009","4109535","103300","19","407","QN49","40.777351299942","-73.809226782431"
"40422095","1990-12-31T00:00:00.000","179-06","MURDOCK AVENUE PVT","QUEENS","11434","4103110001","4219891","042400","27","412","QN08","40.695706638016","-73.770946696096"
"40422097","1996-12-31T00:00:00.000","79-04","160TH AVE","QUEENS","11414","4140170054","4293440","089200","32","410","QN57","40.655442794676","-73.852421661072"
"40422100","2011-12-31T00:00:00.000","412","HUNTER AVENUE P.D.","STATEN ISLAND","10306","5037250003","5105890","011202","50","502","SI45","40.577301619497","-74.095740518138"
"40422101","2004-12-31T00:00:00.000","157","BEACH 139 STREET","QUEENS","11694","4162840030","4306416","092800","32","414","QN10","40.571793739433","-73.855458001229"
"40422102","1994-12-31T00:00:00.000","2442","E 2ND ST","BROOKLYN","11223","3071970023","3195213","037401","47","315","BK26","40.589787611100","-73.968204126215"
"40422103","1996-12-31T00:00:00.000","3602","AVENUE P","BROOKLYN","11234","3077090038","3212457","064600","46","318","BK45","40.616342294619","-73.938489977914"
"40422106","1998-12-31T00:00:00.000","1995","FLATBUSH AVE","BROOKLYN","11234","3078400013","3218217","065000","45","318","BK58","40.621064257946","-73.935204025108"
"40422107","2016-12-31T00:00:00.000","2070","67 STREET","BROOKLYN","11204","3055710032","3134760","025600","47","311","BK28","40.614480482378","-73.985646743810"
"40422110","2013-12-31T00:00:00.000","102-27","163 ROAD","QUEENS","11414","4142461200","4296447","088400","32","410","QN57","40.653169644763","-73.828435388716"
"40422111","1998-12-31T00:00:00.000","45","CUBA AVE","STATEN ISLAND","10306","5040330018","5055728","012804","50","502","SI45","40.566912202972","-74.105537122176"
"40422112","1995-12-31T00:00:00.000","1323","E 99TH ST","BROOKLYN","11236","3082830031","3233813","102200","46","318","BK50","40.637653313122","-73.891187063036"
"40422113","1996-12-31T00:00:00.000","238","SIMONSON AVE","STATEN ISLAND","10303","5011940097","5027241","023100","49","501","SI12","40.630785596349","-74.152376453248"
"40422114","1993-12-31T00:00:00.000","23468","BEACH 138 STREET","QUEENS","11694","4162600001","4305687","092200","32","414","QN10","40.576464753236","-73.857146944308"
"40422117","2001-12-31T00:00:00.000","2133","E 71ST ST","BROOKLYN","11234","3084310026","3237688","070000","46","318","BK45","40.619216595435","-73.906749402301"
"40422120","2015-12-31T00:00:00.000","523","EAST 86 STREET","BROOKLYN","11236","3079650041","3222893","095800","46","318","BK50","40.642967411127","-73.914016502144"
"40422122","1992-12-31T00:00:00.000","1557","E 57TH ST","BROOKLYN","11234","3083790017","3236190","068800","46","318","BK58","40.616536601031","-73.919817375293"
"40422124","1999-12-31T00:00:00.000","2028","57TH ST","BROOKLYN","11204","3055000019","3131244","046800","44","312","BK88","40.620606056234","-73.980353859114"
"40422125","1993-12-31T00:00:00.000","9207","AVENUE K","BROOKLYN","11236","3082190006","3230807","099200","46","318","BK50","40.637988589209","-73.900705896978"
"40422127","2004-12-31T00:00:00.000","2173","59TH ST","BROOKLYN","11204","3055080049","3131648","024600","44","312","BK88","40.617740185558","-73.978593329062"
"40422128","2019-12-31T00:00:00.000","76","BAY 26 STREET","BROOKLYN","11214","3063760001","3166918","028800","47","311","BK28","40.602398820424","-73.998185012044"
"40422129","2010-12-31T00:00:00.000","337","AVENUE W","BROOKLYN","11223","3071520053","3193716","038800","47","315","BK25","40.592681230367","-73.970492750577"
"40422130","1999-12-31T00:00:00.000","1452","81 ST","BROOKLYN","11228","3062930030","3163668","018400","43","311","BK28","40.614835209650","-74.007560262324"
"40422132","2000-12-31T00:00:00.000","2155","E 33RD ST","BROOKLYN","11234","3085330018","3241416","065800","46","318","BK45","40.605830806856","-73.930706370941"
"40422135","1991-12-31T00:00:00.000","301","MAYFAIR DR N","BROOKLYN","11234","3086280053","3243423","070201","46","318","BK45","40.610200359062","-73.903898780148"
"40422136","1993-12-31T00:00:00.000","1222","E 57TH ST","BROOKLYN","11234","3078540050","3219013","069200","46","318","BK58","40.623294784611","-73.920565708163"
"40422137","2002-12-31T00:00:00.000","1305","E 100TH ST","BROOKLYN","11236","3082840040","3233875","102200","46","318","BK50","40.638325327960","-73.890706748604"
"40422140","1992-12-31T00:00:00.000","510","SACKETT ST","BROOKLYN","11231","3004310017","3007184","007500","39","306","BK33","40.680314363338","-73.988487988812"
"40422141","1990-12-31T00:00:00.000","26","LOTT PL","BROOKLYN","11234","3078210041","3217267","073600","45","318","BK58","40.622280375930","-73.935519837473"
"40422142","1991-12-31T00:00:00.000","1151","SHORE PKWY","BROOKLYN","11214","3064610314","3253548","017400","43","311","BK27","40.602551756552","-74.013417977577"
"40422144","1996-12-31T00:00:00.000","2133","E 74TH ST","BROOKLYN","11234","3084340026","3237779","070000","46","318","BK45","40.620600945431","-73.904604178890"
"40422145","1994-12-31T00:00:00.000","1209","E 56TH ST","BROOKLYN","11234","3078040004","3216706","067800","46","318","BK58","40.626356099624","-73.921844528409"
"40422147","1996-12-31T00:00:00.000","163-52","89TH ST","QUEENS","11414","4140720079","4294364","089200","32","410","QN57","40.651223616681","-73.841803371595"
"40422148","1995-12-31T00:00:00.000","44597","148TH ST","QUEENS","11357","4044670001","4101701","097300","19","407","QN49","40.798132829508","-73.821786640083"
"40422149","2007-12-31T00:00:00.000","87-09","159 AVENUE","QUEENS","11414","4139860033","4292945","089200","32","410","QN57","40.658400487644","-73.845282367506"
"40422151","1995-12-31T00:00:00.000","1501","AVENUE V","BROOKLYN","11229","3073480044","3199589","058000","48","315","BK44","40.596722364082","-73.955921880019"
"40422152","1993-12-31T00:00:00.000","155","BEACH 144 STREET","QUEENS","11694","4163180028","4549250","092200","32","414","QN10","40.569833334562","-73.859364018936"
"40422154","2017-12-31T00:00:00.000","196","BEACH 131 STREET","QUEENS","11694","4162750001","4306143","092800","32","414","QN10","40.574903965441","-73.849364179700"
"40422155","2001-12-31T00:00:00.000","183","BEACH 141 STREET","QUEENS","11694","4163150015","4306947","092800","32","414","QN10","40.571480330226","-73.857244033112"
"40422156","1991-12-31T00:00:00.000","9401","FARRAGUT RD","BROOKLYN","11236","3081440001","3228912","097000","46","318","BK50","40.645157157883","-73.906266176375"
"40422158","1999-12-31T00:00:00.000","3700","FILLMORE AVENUE","BROOKLYN","11234","3085040040","3240278","065400","46","318","BK45","40.611914211130","-73.932306382586"
"40422159","1996-12-31T00:00:00.000","38-06","220TH ST","QUEENS","11361","4062520008","4137798","111300","19","411","QN46","40.767734323943","-73.763838725860"
"40422161","1991-12-31T00:00:00.000","436","BEACH 141 STREET","QUEENS","11694","4162630060","4305796","092200","32","414","QN10","40.575259833844","-73.859399345299"
"40422162","2006-12-31T00:00:00.000","159-37","85 STREET","QUEENS","11414","4140060112","4293253","089200","32","410","QN57","40.657423084708","-73.847133574047"
"40422163","2009-12-31T00:00:00.000","2523","E 1ST ST","BROOKLYN","11223","3072170069","3195809","037401","47","313","BK26","40.587874647677","-73.968763099523"
"40422164","1992-12-31T00:00:00.000","1014","HAMPTON AVE","BROOKLYN","11235","3087510408","3246485","062000","48","315","BK17","40.580207580132","-73.944679327484"
"40422166","1998-12-31T00:00:00.000","2539","HUBBARD ST","BROOKLYN","11235","3072230063","3195984","037000","48","313","BK19","40.588238047764","-73.963189509252"
"40422167","1996-12-31T00:00:00.000","1501","AVENUE V","BROOKLYN","11229","3073480044","3199589","058000","48","315","BK44","40.596722364082","-73.955921880019"
"40422168","1993-12-31T00:00:00.000","2432","NATIONAL DR","BROOKLYN","11234","3085920105","3242457","070201","46","318","BK45","40.604237889157","-73.909669424841"
