"inspection_id","omppropid","site_name","boro","district","inspection_date","pip_category","overall_rating","cleanliness_rating"
"359516","XZ01","GREENSTREET","X","X-02","2020-07-12T12:50:00.000","Greenstreet","A","A"
"359517","RZ325","GREENSTREET","R","R-01","2020-07-12T12:52:00.000","Greenstreet","A","A"
"359518","X264","Field Of Dreams Court","X","X-02","2020-07-12T13:01:00.000","Small Park","A","A"
"359519","X282","Seabury Playground","X","X-03","2020-07-12T13:06:00.000","Playground","U","U"
"359520","RZ15","GREENSTREET","R","R-03","2020-07-12T13:09:00.000","Greenstreet","A","A"
"359521","XZ376","GREENSTREET","X","X-02","2020-07-12T13:11:00.000","Greenstreet","U","U"
"359522","M288","Ramon Aponte Park","M","M-04","2020-07-12T09:15:00.000","Playground","A","A"
"359523","M029-10","Bennett Rest","M","M-12","2020-07-12T13:22:00.000","Small Park","A","A"
"359524","M402","Chelsea Green","M","M-04","2020-07-12T12:00:00.000","Playground","A","A"
"359525","M022","De Witt Clinton Park","M","M-04","2020-07-12T10:28:00.000","Playground","U","U"
"359526","Q099-ZN13","Reflecting Pool Lawns","Q","Q-15","2020-07-12T13:30:00.000","Large Park","U","U"
"359527","X267","Eae J Mitchell Park","X","X-03","2020-07-12T13:32:00.000","Small Park","A","A"
"359528","Q413-02","Rochdale Park Playground","Q","Q-12","2020-07-12T13:35:00.000","Playground","A","A"
"359529","B073-07","Vanderbilt Playground","B","B-19","2020-07-12T13:39:00.000","Playground","A","A"
"359530","Q017","The Olde Towne of Flushing Burial Ground","Q","Q-07","2020-07-12T13:29:00.000","Playground","U","A"
"359531","X092-ZN02","Van Cortlandt Stadium","X","X-13","2020-07-12T14:00:00.000","Large Park","U","U"
"359532","X062","Beatty Plaza","X","X-03","2020-07-12T14:09:00.000","Small Park","A","A"
"359533","X010-ZN06","Hylan Park","X","X-03","2020-07-12T14:11:00.000","Large Park","U","U"
"359534","X259","Raoul Wallenberg Forest","X","X-08","2020-07-12T14:13:00.000","Small Park","A","A"
"359535","M099-01","J Hood Wright Park Playground","M","M-12","2020-07-12T14:15:00.000","Playground","A","A"
"359536","X092-ZN03","Van Cortlandt Pool","X","X-13","2020-07-12T14:15:00.000","Large Park","U","A"
"359537","M051","Richard Tucker Park","M","M-07","2020-07-11T12:50:00.000","Small Park","A","A"
"359538","M020","Dante Park","M","M-07","2020-07-11T13:02:00.000","Small Park","A","A"
"359539","M231","Damrosch Park","M","M-07","2020-07-11T13:15:00.000","Small Park","A","A"
"359540","M053","Theodore Roosevelt Park","M","M-07","2020-07-12T12:15:00.000","Large Park","U","A"
"359541","X092-ZN04","V. C. Mansion, Tennis Courts, Mem. Grove","X","X-13","2020-07-12T14:32:00.000","Large Park","U","U"
"359542","M083","Sherman Square","M","M-07","2020-07-11T13:39:00.000","Small Park","A","A"
"359543","M220","Frederick Douglass Playground","M","M-07","2020-07-11T14:30:00.000","Playground","U","A"
"359544","B029-ZN06","Eastern Parkway Mall Zone 6","B","B-08","2020-07-12T14:42:00.000","Large Park","A","A"
"359545","Q257","Lt. Clinton L .Whiting Square","Q","Q-09","2020-07-12T14:49:00.000","Small Park","A","A"
"359548","R006-ZN04","Conference House Park Zone 4","R","R-03","2020-07-12T16:42:00.000","Large Park","A","A"
"359549","X033-01","Kossuth Plgd","X","X-07","2020-07-12T11:15:00.000","Playground","U","U"
"359550","M032","Greeley Square Park","M","M-05","2020-07-12T16:54:00.000","Small Park","A","A"
"359551","M036","Herald Square","M","M-05","2020-07-12T16:58:00.000","Small Park","A","A"
"359552","XZ122","Greenstreet","X","X-07","2020-07-12T13:31:00.000","Greenstreet","A","A"
"359554","M093","Father Duffy Square","M","M-05","2020-07-12T17:05:00.000","Small Park","A","A"
"359556","M101","Worth Square","M","M-05","2020-07-12T17:14:00.000","Small Park","A","A"
"359557","B335","Bildersee Playground","B","B-18","2020-07-11T13:00:00.000","Playground","U","A"
"359558","MZG002","GREENSTREET","M","M-05","2020-07-12T17:18:00.000","Greenstreet","A","A"
"359559","Q099-ZN26","Willow Lake","Q","Q-15","2020-07-12T17:14:00.000","Large Park","U","U"
"359560","B342","100% Playground","B","B-18","2020-07-12T14:00:00.000","Playground","U","A"
"359561","Q099-ZN22","Meadow Lake SW","Q","Q-15","2020-07-12T17:54:00.000","Large Park","U","U"
"359562","X219","Arcilla Playground","X","X-04","2020-07-12T18:07:00.000","Playground","U","A"
"359563","B278","Sam Leggio Triangle","B","B-05","2020-07-09T20:10:00.000","Small Park","U","A"
"359564","Q389","Bayside Playground","Q","Q-14","2020-07-12T18:15:00.000","Playground","A","A"
"359568","M218","DeSalvio Playground","M","M-02","2020-07-12T16:25:00.000","Playground","A","A"
"359569","M038","James J Walker Park","M","M-02","2020-07-12T17:10:00.000","Playground","A","A"
"359570","M191","Father Demo Square","M","M-02","2020-07-12T16:58:00.000","Small Park","A","A"
"359571","M251","Bleecker Playground","M","M-02","2020-07-12T20:05:00.000","Playground","A","A"
"359572","X039-ZN17","Twenty-Six Courts & Bath Courts","X","X-15A","2020-07-12T22:44:00.000","Large Park","A","A"
"359573","X039-ZN18","Orchard Bch. Pavilion","X","X-15A","2020-07-12T22:48:00.000","Large Park","A","A"
"359574","M105","Sara D. Roosevelt Park","M","M-03","2020-07-12T23:35:00.000","Large Park","A","A"
"359575","X047-ZN02","Franz Sigel Park Zone 2","X","X-04","2020-07-13T04:28:00.000","Large Park","U","U"
"359576","X168","Nelson Playground","X","X-04","2020-07-13T04:50:00.000","Playground","U","A"
"359577","X148C7","Jerome Playground South","X","X-04","2020-07-13T05:18:00.000","Playground","U","A"
"359578","X148C3","Inwood Park","X","X-04","2020-07-13T05:26:00.000","Small Park","U","A"
"359579","X034-ZN01","Mullaly Park Zone 1","X","X-04","2020-07-13T05:34:00.000","Large Park","U","U"
"359580","X092-ZN05","Parade Ground South","X","X-13","2020-07-13T06:04:00.000","Large Park","U","U"
"359581","X092-ZN06","Parade Ground North","X","X-13","2020-07-13T06:35:00.000","Large Park","U","U"
"359582","X348-01","River Avenue Parks","X","X-04","2020-07-12T06:29:00.000","Playground","A","A"
"359583","X348-02","River Avenue Parks","X","X-04","2020-07-12T06:51:00.000","Playground","A","A"
"359584","X030-02","Heritage Field Playground","X","X-04","2020-07-12T06:56:00.000","Playground","A","A"
"359585","X030-99","Summit Playground","X","X-04","2020-07-12T07:00:00.000","Playground","A","A"
"359586","Q122","Junction Playground","Q","Q-03","2020-07-12T13:30:00.000","Playground","U","U"
"359587","XZ457",,"X","X-04","2020-07-12T07:03:00.000","Greenstreet","U","U"
"359588","Q024-02","Playground","Q","Q-07","2020-07-13T06:43:00.000","Playground","U","A"
"359589","Q299","Overlook Park","Q","Q-03","2020-07-12T14:35:00.000","Small Park","A","A"
"359590","B073-ZN21","Peninsula","B","B-19","2020-07-13T08:10:00.000","Large Park","U","U"
"359591","X039-99","Orchard Beach Plgd","X","X-15A","2020-07-13T08:25:00.000","Playground","A","A"
"359592","B340","Garden Playground","B","B-04","2020-07-13T08:28:00.000","Playground","A","A"
"359593","M071-ZN06","Serpentine Promenade","M","M-14","2020-07-10T08:34:00.000","Large Park","A","A"
"359594","M071-ZN07","Soldiers & Sailors Monument RSD Sidewalk","M","M-14","2020-07-10T08:37:00.000","Large Park","U","A"
"359595","X010-ZN05","Crotona Zone 5","X","X-03","2020-07-10T10:32:00.000","Large Park","U","U"
"359596","M071-ZN08","91st St. Playground Landscape","M","M-14","2020-07-10T08:42:00.000","Large Park","A","A"
"359597","B555","Beaver Noll Park","B","B-04","2020-07-13T08:46:00.000","Playground","A","A"
"359598","M071-ZN09","Joan Of Arc Island","M","M-14","2020-07-10T08:47:00.000","Large Park","A","A"
"359599","M071-ZN23","96th St Tennis Courts And Landscape","M","M-14","2020-07-11T08:50:00.000","Large Park","U","U"
"359600","Q348","Willow Lake Playground","Q","Q-06","2020-07-13T08:53:00.000","Playground","U","U"
"359601","M071-ZN18","101st St. Soccer Field","M","M-14","2020-07-11T08:53:00.000","Large Park","U","A"
"359602","X039-06K","Pelican Bay Plgd","X","X-15A","2020-07-13T08:56:00.000","Playground","A","A"
"359603","X059","Sergeant Johnson Triangle","X","X-06","2020-07-13T09:02:00.000","Small Park","U","U"
"359604","M071-ZN19","104th St. Softball Field","M","M-14","2020-07-11T09:03:00.000","Large Park","A","A"
"359605","B037","Freedom Triangle","B","B-04","2020-07-13T09:04:00.000","Small Park","A","A"
"359606","X063","Martin Luther King Triangle","X","X-02","2020-07-13T09:12:00.000","Small Park","U","U"
"359607","X010-10","Playground Of The Stars","X","X-03","2020-07-10T11:55:00.000","Playground","U","U"
"359608","X288","West Farms Rapids","X","X-14","2020-07-13T09:28:00.000","Small Park","U","U"
"359609","M071-ZN20","Hudson Beach Volleyball Courts & Café","M","M-14","2020-07-11T09:32:00.000","Large Park","U","A"
"359610","X010-ZN03","Crotona Tennis House & Courts","X","X-03","2020-07-11T09:34:00.000","Large Park","U","U"
"359611","Q085","Gorman Playground","Q","Q-03","2020-07-13T09:35:00.000","Playground","A","A"
"359612","X138","Playground One Thirty Four CXXXIV","X","X-01","2020-07-12T09:44:00.000","Playground","U","U"
"359613","M071-ZN21","108th St. Softball Field","M","M-14","2020-07-11T09:43:00.000","Large Park","A","A"
"359614","M071-ZN22","Skate Park And Basketball Courts","M","M-14","2020-07-11T09:48:00.000","Large Park","U","A"
"359615","M071-ZN13","97th St. Playground Landscape","M","M-14","2020-07-11T09:51:00.000","Large Park","U","A"
"359616","X305","Concrete Plant Park","X","X-14","2020-07-13T09:53:00.000","Large Park","U","U"
"359617","X064","Bryant Triangle","X","X-02","2020-07-13T09:19:00.000","Small Park","U","U"
"359618","X131","Lozada Playground","X","X-01","2020-07-12T09:57:00.000","Playground","A","A"
"359620","X290","Longfellow Playground","X","X-02","2020-07-13T10:11:00.000","Playground","U","U"
"359621","X182","Millbrook Playground","X","X-01","2020-07-13T10:12:00.000","Playground","U","U"
"359622","Q005-11","Baisley Park South","Q","Q-12","2020-07-13T10:18:00.000","Playground","U","A"
"359623","X182","Millbrook Playground","X","X-01","2020-07-12T10:18:00.000","Playground","U","U"
"359624","M009","Bennett Park","M","M-12","2020-07-13T10:23:00.000","Playground","U","U"
"359625","M289","East River Esplanade","M","M-15","2020-07-13T10:27:00.000","Small Park","U","A"
"359626","X284","Printers Park","X","X-02","2020-07-13T10:30:00.000","Playground","U","U"
"359627","X246","Brook Park","X","X-01","2020-07-13T10:32:00.000","Small Park","A","A"
"359628","X272","Ranaqua Playground","X","X-01","2020-07-13T10:40:00.000","Playground","U","U"
"359629","X238","Saw Mill Playground","X","X-01","2020-07-13T10:41:00.000","Playground","U","U"
"359630","Q005-12","Rockaway Blvd Playground","Q","Q-12","2020-07-13T10:44:00.000","Playground","U","U"
"359631","MZ435","GREENSTREET","M","M-12","2020-07-13T10:44:00.000","Greenstreet","A","A"
"359632","X022","Benjamin Gladstone Square","X","X-02","2020-07-13T10:50:00.000","Small Park","U","U"
"359633","X272A","Wanaqua Garden","X","X-01","2020-07-13T10:56:00.000","Small Park","A","A"
"359634","M044","Jackson Square","M","M-02","2020-07-12T10:57:00.000","Small Park","A","A"
"359635","M172","McCarthy Square","M","M-02","2020-07-12T11:00:00.000","Small Park","A","A"
"359636","M191","Father Demo Square","M","M-02","2020-07-13T11:02:00.000","Small Park","A","A"
"359637","M207","Father Fagan Park","M","M-02","2020-07-13T11:05:00.000","Small Park","A","A"
"359638","M108Q1","Andrew Haswell Green Park","M","M-15","2020-07-13T11:08:00.000","Small Park","A","A"
"359639","X155","Patterson Playground","X","X-01","2020-07-13T11:10:00.000","Playground","U","U"
"359640","MZ469","Sherman Creek","M","M-12","2020-07-13T11:10:00.000","Greenstreet","A","A"
"359641","X002-09","Niles Triangle","X","X-14","2020-07-13T11:20:00.000","Small Park","U","U"
"359642","BZ369","GREENSTREET","B","B-14","2020-07-13T11:20:00.000","Greenstreet","A","A"
"359643","B130","Greenwood Playground","B","B-07","2020-07-13T11:24:00.000","Playground","U","U"
"359644","XZ157","GREENSTREET","X","X-06","2020-07-13T11:25:00.000","Greenstreet","A","A"
"359645","X354","P.S. 29 Ballfield","X","X-01","2020-07-13T11:26:00.000","Playground","A","A"
"359646","BZ285","GREENSTREET","B","B-14","2020-07-13T11:28:00.000","Greenstreet","A","A"
"359647","X010-01","Crotona Playground (1)","X","X-03","2020-07-13T11:30:00.000","Playground","A","A"
"359648","MZ470","Sherman Creek","M","M-12","2020-07-13T11:33:00.000","Greenstreet","A","A"
"359649","M066","Dr. Gertrude B. Kelly Playground","M","M-04","2020-07-13T09:35:00.000","Playground","A","A"
"359650","XZ158","GREENSTREET","X","X-06","2020-07-13T11:34:00.000","Greenstreet","U","U"
"359651","MZ471","Sherman Creek","M","M-12","2020-07-13T11:41:00.000","Greenstreet","A","A"
"359652","B287","Andries Playground","B","B-14","2020-07-13T11:43:00.000","Playground","U","A"
"359653","M257","Clement Clarke Moore Park","M","M-04","2020-07-13T10:05:00.000","Playground","A","A"
"359654","M249","Penn South Playground","M","M-04","2020-07-13T11:02:00.000","Playground","A","A"
"359655","XZ171","GREENSTREET","X","X-10","2020-07-13T09:02:00.000","Greenstreet","A","A"
"359656","X039-XZ218","Greenstreet","X","X-15","2020-07-11T12:03:00.000","Greenstreet","A","A"
"359657","X039-XZ219","Greenstreet","X","X-15","2020-07-11T07:50:00.000","Greenstreet","A","A"
"359658","X039-XZ220","Greenstreet","X","X-15","2020-07-11T09:06:00.000","Greenstreet","A","A"
"359659","X039-XZ227","Greenstreet","X","X-15","2020-07-11T11:08:00.000","Greenstreet","A","A"
"359660","X039-XZ453",,"X","X-15","2020-07-11T13:10:00.000","Greenstreet","A","A"
"359661","X039-XZ463",,"X","X-15","2020-07-11T14:12:00.000","Greenstreet","A","A"
"359662","XZ172","GREENSTREET","X","X-10","2020-07-13T10:06:00.000","Greenstreet","A","A"
"359663","XZ176","GREENSTREET","X","X-10","2020-07-13T11:00:00.000","Greenstreet","A","A"
"359664","XZ351","GREENSTREET","X","X-10","2020-07-13T12:00:00.000","Greenstreet","A","A"
"359665","X148H","Admiral Farragut Playground","X","X-06","2020-07-12T09:25:00.000","Playground","A","A"
"359666","X148H2","Fairmount Playground","X","X-06","2020-07-12T09:45:00.000","Small Park","U","U"
"359667","X148H1","Prospect Playground","X","X-06","2020-07-12T10:25:00.000","Playground","A","A"
"359668","RZ328","GREENSTREET","R","R-01","2020-07-13T12:35:00.000","Greenstreet","A","A"
"359669","RZ327","GREENSTREET","R","R-01","2020-07-13T12:37:00.000","Greenstreet","A","A"
"359671","RZ52","GREENSTREET","R","R-01","2020-07-13T12:40:00.000","Greenstreet","A","A"
"359672","X032","Railroad Park","X","X-03","2020-07-13T09:30:00.000","Playground","A","A"
"359673","Q304","Ehrenreich-Austin Playground","Q","Q-06","2020-07-13T12:41:00.000","Playground","U","A"
"359674","X148I3","Park","X","X-06","2020-07-13T12:43:00.000","Small Park","U","U"
"359675","XZ186","GREENSTREET","X","X-13","2020-07-13T12:45:00.000","Greenstreet","U","U"
"359676","X053","O'Neill Triangle","X","X-03","2020-07-13T10:10:00.000","Small Park","A","A"
"359677","XZ187","GREENSTREET","X","X-13","2020-07-13T12:49:00.000","Greenstreet","U","U"
"359678","Q465","Socrates Sculpture Park","Q","Q-01","2020-07-13T12:50:00.000","Small Park","A","A"
"359679","RZ31","GREENSTREET","R","R-01","2020-07-13T12:51:00.000","Greenstreet","A","A"
"359680","XZ188","GREENSTREET","X","X-13","2020-07-13T12:52:00.000","Greenstreet","U","U"
"359681","X031","McKinley Square","X","X-03","2020-07-13T10:25:00.000","Small Park","A","A"
"359682","XZ189","GREENSTREET","X","X-13","2020-07-13T12:55:00.000","Greenstreet","U","U"
"359683","X069","Hutton Triangle","X","X-06","2020-07-13T12:56:00.000","Small Park","A","A"
"359684","XZ190","GREENSTREET","X","X-13","2020-07-13T13:35:00.000","Greenstreet","U","U"
"359685","X010A","Walter Gladwin Park","X","X-06","2020-07-13T13:07:00.000","Large Park","U","U"
"359686","Q369","Louis Pasteur Park","Q","Q-11","2020-07-12T09:34:00.000","Playground","A","A"
