"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"221913493","2020-12-16T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","14","0","65+","M","BLACK","986455","213102","40.75160025400004","-73.99204306099993","POINT (-73.99204306099993 40.75160025400004)"
"220220754","2020-11-07T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265101B","F","B","40","0","18-24","M","WHITE HISPANIC","1006343","234270","40.80967347200004","-73.92019278899994","POINT (-73.92019278899996 40.80967347200004)"
"220558258","2020-11-15T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553501","F","S","121","0","18-24","F","ASIAN / PACIFIC ISLANDER","942825","166367","40.623226819000074","-74.14922697299994","POINT (-74.14922697299994 40.623226819000074)"
"221435900","2020-12-06T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","K","76","11","25-44","M","WHITE","983863","185482","40.67579020100004","-74.00139663499994","POINT (-74.00139663499994 40.67579020100004)"
"222295918","2020-12-27T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","K","75","0","25-44","M","BLACK","1017119","183909","40.67141166300007","-73.88151172399995","POINT (-73.88151172399995 40.67141166300007)"
"222313624","2020-12-28T00:00:00.000","125","HOMICIDE,NEGLIGENT,UNCLASSIFIE","103","HOMICIDE-NEGLIGENT,UNCLASSIFIE","PL 1251000","F","B","42","0","18-24","M","BLACK","1008691","238872","40.82229848500003","-73.91169413099993","POINT (-73.91169413099993 40.82229848500003)"
"221637085","2020-12-10T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200512","F","M","17","0","25-44","M","BLACK","990115","210610","40.744758671000056","-73.97883539299994","POINT (-73.97883539299994 40.744758671000056)"
"222090474","2020-12-21T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601001","F","M","23","0","25-44","M","WHITE HISPANIC","998829","226859","40.78934789300007","-73.94735241299998","POINT (-73.94735241299998 40.78934789300007)"
"220434637","2020-11-12T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","114","0","<18","M","WHITE","1004182","216191","40.76005658400004","-73.92805281099999","POINT (-73.92805281099999 40.76005658400004)"
"222463413","2020-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","52","0","18-24","M","WHITE HISPANIC","1010861","252778","40.86046011100007","-73.90379857299997","POINT (-73.90379857299997 40.86046011100007)"
"222232565","2020-12-24T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B","47","0","25-44","M","WHITE HISPANIC","1026486","262591","40.88733281800006","-73.84725001299995","POINT (-73.84725001299995 40.88733281800006)"
"221128300","2020-11-30T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","B","41","0","25-44","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"220343676","2020-11-11T00:00:00.000","494","STOLEN PROPERTY 2,1,POSSESSION","111","POSSESSION OF STOLEN PROPERTY","PL 1654501","F","K","69","0","18-24","M","BLACK","1006843","169577","40.63210564000008","-73.91860373799993","POINT (-73.91860373799993 40.63210564000008)"
"221789879","2020-12-13T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601504","F","B","44","0","18-24","M","WHITE HISPANIC","1005064","243644","40.83540554900002","-73.92478396599995","POINT (-73.92478396599995 40.83540554900002)"
"221637068","2020-12-10T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","B","44","0","25-44","F","BLACK","1006434","244344","40.83732351100008","-73.91983075699994","POINT (-73.91983075699994 40.83732351100008)"
"220620196","2020-11-17T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","68","0","25-44","M","BLACK HISPANIC","978016","171958","40.638667594000026","-74.02246340399995","POINT (-74.02246340399995 40.638667594000026)"
"220970494","2020-11-25T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","107","0","25-44","M","WHITE HISPANIC","1036254","208109","40.73774310600004","-73.81234509799998","POINT (-73.81234509799998 40.73774310600004)"
"222265293","2020-12-26T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","B","45","0","25-44","F","WHITE HISPANIC","1030880","243577","40.83512308100006","-73.83149091699994","POINT (-73.83149091699994 40.83512308100006)"
"222260260","2020-12-26T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","Q","109","0","25-44","M","ASIAN / PACIFIC ISLANDER","1032084","216954","40.762043893000055","-73.82732958099997","POINT (-73.82732958099997 40.762043893000055)"
"220246625","2020-11-08T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1703000","F","K","94","1","45-64","M","WHITE","994281","201000","40.71837783000007","-73.96381514399997","POINT (-73.96381514399997 40.71837783000007)"
"222037263","2020-12-19T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","B","41","0","25-44","M","BLACK","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"220613795","2020-11-17T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","M","32","0","25-44","M","BLACK","999428","236544","40.815929553000046","-73.94516735699995","POINT (-73.94516735699995 40.815929553000046)"
"221423302","2020-12-06T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q","105","0","25-44","M","BLACK","1048039","178985","40.65772762900008","-73.77009494399994","POINT (-73.77009494399994 40.65772762900008)"
"221079701","2020-11-28T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","Q","103","0","18-24","M","BLACK","1047624","196831","40.70671365900005","-73.77142283399996","POINT (-73.77142283399996 40.70671365900005)"
"220583625","2020-11-16T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511002","M","S","123","0","25-44","M","WHITE","926731","142481","40.557574827000046","-74.20699897099996","POINT (-74.20699897099996 40.557574827000046)"
"222071184","2020-12-20T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","B","45","0","25-44","F","WHITE HISPANIC","1038917","234192","40.80931788000004","-73.80252351999997","POINT (-73.80252351999997 40.80931788000004)"
"220749362","2020-11-19T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","Q","115","0","25-44","M","WHITE HISPANIC","1018714","214946","40.756594678000056","-73.87560301799994","POINT (-73.87560301799994 40.756594678000056)"
"222056335","2020-12-20T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","B","40","0","25-44","M","WHITE HISPANIC","1004926","234532","40.81039601900005","-73.92531074499993","POINT (-73.92531074499993 40.81039601900005)"
"221248515","2020-12-02T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","M","23","0","25-44","M","BLACK","998746","229343","40.79616593900005","-73.94764678999996","POINT (-73.94764678999996 40.79616593900005)"
"221435903","2020-12-06T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","M","24","0","25-44","M","BLACK","993373","229301","40.79605784000006","-73.96705230699997","POINT (-73.96705230699997 40.79605784000006)"
"220339495","2020-11-10T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","K","63","2","25-44","M","BLACK","1006560","169619","40.63222163800003","-73.91962318699996","POINT (-73.91962318699996 40.63222163800003)"
"220190663","2020-11-06T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","63","0","25-44","M","BLACK","1006133","171637","40.63776168300007","-73.92115503499997","POINT (-73.92115503499997 40.63776168300007)"
"220903862","2020-11-23T00:00:00.000","916","LEAVING SCENE-ACCIDENT-PERSONA","348","VEHICLE AND TRAFFIC LAWS","VTL06000AA","M","B","49","0","25-44","M","BLACK HISPANIC","1026287","246468","40.84308108100004","-73.84807085199996","POINT (-73.84807085199996 40.84308108100004)"
"221857591","2020-12-15T00:00:00.000","969","TRAFFIC,UNCLASSIFIED INFRACTIO","881","OTHER TRAFFIC INFRACTION","VTL051101A","M","S","123","0","25-44","M","WHITE","919353","130540","40.524748216000035","-74.23343604299998","POINT (-74.23343604299998 40.524748216000035)"
"221324213","2020-12-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","84","0","45-64","F","BLACK","988897","192615","40.69536744700008","-73.98324342499996","POINT (-73.98324342499996 40.69536744700008)"
"220495181","2020-11-13T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","B","42","0","<18","M","BLACK","1012473","242681","40.83274182400004","-73.89801344599994","POINT (-73.89801344599994 40.83274182400004)"
"221999912","2020-12-18T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","47","0","25-44","M","BLACK","1026486","262591","40.88733281800006","-73.84725001299995","POINT (-73.84725001299995 40.88733281800006)"
"221599801","2020-12-09T00:00:00.000","209","BURGLARS TOOLS,UNCLASSIFIED","231","BURGLAR'S TOOLS","PL 1403500","M","Q","112","0","25-44","M","BLACK","1024922","204073","40.72672466100005","-73.85326091099995","POINT (-73.85326091099995 40.72672466100005)"
"221510431","2020-12-08T00:00:00.000","419","LARCENY,GRAND FROM PERSON,UNCL","109","GRAND LARCENY","PL 1553005","F","K","75","0","18-24","M","WHITE HISPANIC","1017581","188670","40.68447779500008","-73.87982271299995","POINT (-73.87982271299995 40.684477795000085)"
"221424714","2020-12-06T00:00:00.000","662","MATERIAL              OFFENSIV","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2451500","M","Q","106","0","<18","M","ASIAN / PACIFIC ISLANDER","1028605","187930","40.68239828900005","-73.84007936899997","POINT (-73.84007936899997 40.68239828900005)"
"222101546","2020-12-21T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","M","25","0","25-44","M","BLACK","1000538","232589","40.80507220000004","-73.941166819","POINT (-73.941166819 40.80507220000004)"
"222432689","2020-12-30T00:00:00.000","461","UNAUTHORIZED USE VEHICLE 2","126","MISCELLANEOUS PENAL LAW","PL 1650600","F","S","120","0","18-24","F","WHITE HISPANIC","960344","161490","40.60990506500008","-74.08610095899996","POINT (-74.08610095899996 40.60990506500008)"
"222398300","2020-12-30T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","Q","100","0","25-44","M","BLACK","1035354","152907","40.586231405000035","-73.81601112099996","POINT (-73.81601112099996 40.586231405000035)"
"221391281","2020-12-05T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","M","33","0","25-44","F","BLACK HISPANIC","1001889","245601","40.840783858000066","-73.93625260699997","POINT (-73.93625260699997 40.840783858000066)"
"220762806","2020-11-19T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","B","47","0","18-24","M","BLACK","1024267","263976","40.891144543000046","-73.85526699599995","POINT (-73.85526699599995 40.891144543000046)"
"221018228","2020-11-26T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","B","45","0","25-44","M","WHITE HISPANIC","1029529","239356","40.82354469200004","-73.83640160899995","POINT (-73.83640160899995 40.82354469200004)"
"222195024","2020-12-23T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","112","0","25-44","M","WHITE HISPANIC","1024922","204073","40.72672466100005","-73.85326091099995","POINT (-73.85326091099995 40.72672466100005)"
"222321652","2020-12-28T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","71","0","25-44","F","BLACK","1003011","180203","40.66128065400005","-73.93238005099995","POINT (-73.93238005099995 40.66128065400005)"
"222270327","2020-12-26T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","105","0","45-64","M","ASIAN / PACIFIC ISLANDER","1057636","203954","40.72618713000002","-73.73523390399998","POINT (-73.73523390399998 40.72618713000002)"
"221908530","2020-12-16T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","Q","115","0","25-44","M","WHITE HISPANIC","1018714","214946","40.756594678000056","-73.87560301799994","POINT (-73.87560301799994 40.756594678000056)"
"222376863","2020-12-29T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","M","5","0","25-44","M","WHITE","984984","200116","40.71595711700007","-73.997353676","POINT (-73.997353676 40.71595711700007)"
"221154879","2020-11-30T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","K","67","0","25-44","M","BLACK","998202","176883","40.65217686500005","-73.94972027999995","POINT (-73.94972027999997 40.65217686500005)"
"221006583","2020-11-26T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601503","F","B","42","0","25-44","M","WHITE HISPANIC","1011568","238869","40.822281823000026","-73.90129931599995","POINT (-73.90129931599996 40.822281823000026)"
"221854560","2020-12-15T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","60","1","25-44","M","BLACK","994961","149718","40.57761906700006","-73.96144350199995","POINT (-73.96144350199995 40.57761906700006)"
"220242203","2020-11-08T00:00:00.000","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","351","CRIMINAL MISCHIEF & RELATED OF","PL 1456002","M","K","90","0","45-64","M","WHITE","998374","194993","40.70188445400004","-73.94906246499993","POINT (-73.94906246499993 40.701884454000044)"
"220771644","2020-11-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","48","0","25-44","M","WHITE HISPANIC","1011811","246833","40.844139945000045","-73.90038861799998","POINT (-73.90038861799998 40.84413994500005)"
"221189109","2020-12-01T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","Q","103","0","25-44","M","BLACK","1041248","193383","40.69729310000002","-73.79444901099998","POINT (-73.79444901099998 40.69729310000002)"
"220832616","2020-11-21T00:00:00.000","510","CONTROLLED SUBSTANCE, INTENT T","117","DANGEROUS DRUGS","PL 2200601","F","K","60","0","45-64","M","WHITE HISPANIC","985708","149814","40.577888917000045","-73.99475284399993","POINT (-73.99475284399993 40.577888917000045)"
"220168496","2020-11-06T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510D","F","Q","101","0","25-44","M","BLACK","1053650","158969","40.60274595100003","-73.75007786499998","POINT (-73.75007786499998 40.60274595100003)"
"221897712","2020-12-16T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","18","0","45-64","F","WHITE HISPANIC","985654","217459","40.76355927200007","-73.99493315799998","POINT (-73.99493315799998 40.76355927200007)"
"221637069","2020-12-10T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","B","42","0","25-44","F","BLACK","1012092","242309","40.83172200100006","-73.89939178799993","POINT (-73.89939178799993 40.83172200100006)"
"221145669","2020-11-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K","66","0","65+","M","WHITE","988954","168640","40.62956133300003","-73.98305459299998","POINT (-73.98305459299998 40.62956133300003)"
"220889042","2020-11-23T00:00:00.000","707","IMPERSONATION 2, PUBLIC SERVAN","340","FRAUDS","PL 1902501","M","Q","115","3","18-24","F","WHITE HISPANIC","1018623","214936","40.75656758500002","-73.87593153399997","POINT (-73.87593153399997 40.75656758500002)"
"220342867","2020-11-10T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","B","44","0","<18","M","BLACK","1003350","242919","40.83341950700003","-73.93098006899999","POINT (-73.93098006899999 40.83341950700003)"
"220762441","2020-11-19T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","63","0","45-64","M","BLACK","1005312","168687","40.62966655100007","-73.92412237599996","POINT (-73.92412237599996 40.62966655100007)"
"220249672","2020-11-09T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","M","7","0","45-64","M","WHITE HISPANIC","988702","200012","40.71567057300007","-73.98394174399994","POINT (-73.98394174399994 40.71567057300007)"
"221517111","2020-12-08T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","M","30","0","25-44","M","BLACK","999270","239969","40.82533048200002","-73.94573050299994","POINT (-73.94573050299995 40.82533048200002)"
"221470509","2020-12-07T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","S","120","0","25-44","M","WHITE HISPANIC","964893","161998","40.61131052600007","-74.06971880699997","POINT (-74.06971880699997 40.61131052600007)"
"221624964","2020-12-10T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1700500","M","B","49","0","45-64","M","WHITE","1023663","252921","40.860804733000066","-73.85751659","POINT (-73.85751659 40.860804733000066)"
"221720590","2020-12-11T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","K","79","0","25-44","M","BLACK","998449","188817","40.68493264200004","-73.94880498999999","POINT (-73.94880498999999 40.68493264200004)"
"221483507","2020-12-07T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200508","F","Q","106","0","25-44","M","ASIAN / PACIFIC ISLANDER","1025985","184463","40.67289491100007","-73.84954723599996","POINT (-73.84954723599996 40.67289491100007)"
"222278486","2020-12-27T00:00:00.000","748","CONTEMPT,CRIMINAL","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2155002","M","B","47","0","25-44","M","BLACK HISPANIC","1026486","262591","40.88733281800006","-73.84725001299995","POINT (-73.84725001299995 40.88733281800006)"
"221569421","2020-12-09T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","Q","107","0","45-64","M","ASIAN / PACIFIC ISLANDER","1036790","205267","40.729939364000074","-73.81043314199997","POINT (-73.81043314199997 40.729939364000074)"
"221902979","2020-12-16T00:00:00.000","49","U.S. CODE UNCLASSIFIED","995","FOR OTHER AUTHORITIES","FOA9000049",,"M","5","0","25-44","F","UNKNOWN","983375","199718","40.71486468900008","-74.00315779599998","POINT (-74.00315779599998 40.71486468900008)"
"221760132","2020-12-12T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 2650303","F","M","28","0","18-24","M","BLACK HISPANIC","996015","232678","40.805323660000056","-73.95750439499993","POINT (-73.95750439499993 40.805323660000056)"
"222108967","2020-12-22T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","B","52","0","25-44","M","BLACK","1009906","255431","40.86774461700002","-73.90724088799993","POINT (-73.90724088799993 40.86774461700002)"
"221263122","2020-12-02T00:00:00.000","198","CRIMINAL CONTEMPT 1","126","MISCELLANEOUS PENAL LAW","PL 21551B2","F","B","47","0","25-44","M","BLACK","1026486","262591","40.88733281800006","-73.84725001299995","POINT (-73.84725001299995 40.88733281800006)"
"221789880","2020-12-13T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","48","0","18-24","M","BLACK","1014710","251900","40.858037825000046","-73.88988784599997","POINT (-73.88988784599997 40.858037825000046)"
"222280900","2020-12-27T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","73","2","18-24","M","BLACK","1009905","180751","40.662767503000055","-73.90752952599996","POINT (-73.90752952599996 40.662767503000055)"
"222419331","2020-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","103","0","45-64","M","BLACK","1042783","195343","40.70266280800007","-73.78889631199996","POINT (-73.78889631199996 40.70266280800007)"
"221406658","2020-12-05T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","B","46","0","18-24","M","BLACK HISPANIC","1011881","250411","40.85396027400003","-73.90012087499997","POINT (-73.90012087499997 40.85396027400004)"
"220495097","2020-11-13T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200100","F","Q","101","2","25-44","M","BLACK","1043516","157081","40.59763735300004","-73.78658887599995","POINT (-73.78658887599995 40.59763735300004)"
"220606184","2020-11-17T00:00:00.000","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","351","CRIMINAL MISCHIEF & RELATED OF","PL 1456002","M","M","34","0","25-44","M","WHITE HISPANIC","1005596","254339","40.86475888300004","-73.92282737999993","POINT (-73.92282737999993 40.86475888300004)"
"221069029","2020-11-28T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","105","0","45-64","F","BLACK","1056429","203530","40.725033290000056","-73.73959313099994","POINT (-73.73959313099994 40.725033290000056)"
"221063766","2020-11-28T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","K","70","0","25-44","M","BLACK","991591","169049","40.63068215900006","-73.97355396999995","POINT (-73.97355396999995 40.63068215900006)"
"220521533","2020-11-14T00:00:00.000","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","351","CRIMINAL MISCHIEF & RELATED OF","PL 1456002","M","K","72","0","25-44","M","BLACK","980002","175073","40.64721877700004","-74.01530953499997","POINT (-74.01530953499997 40.64721877700004)"
"220184958","2020-11-06T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201500","M","B","49","0","25-44","M","BLACK HISPANIC","1025337","246324","40.84269031500003","-73.85150522699998","POINT (-73.85150522699998 40.84269031500003)"
"221062398","2020-11-28T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","109","0","45-64","M","BLACK","1030347","215618","40.758386148000056","-73.83360897499993","POINT (-73.83360897499993 40.758386148000056)"
"222127069","2020-12-22T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","K","75","0","<18","M","BLACK","1017119","183909","40.67141166300007","-73.88151172399995","POINT (-73.88151172399995 40.67141166300007)"
"220672343","2020-11-18T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 1200800","F","M","30","0","25-44","M","BLACK","997963","240372","40.82643872800003","-73.95045219099995","POINT (-73.95045219099995 40.82643872800003)"
"220583611","2020-11-16T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553501","F","B","41","0","25-44","M","WHITE HISPANIC","1013880","240034","40.82547196300004","-73.89294073699995","POINT (-73.89294073699995 40.82547196300004)"
"221538746","2020-12-08T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","B","44","0","25-44","M","BLACK HISPANIC","1007530","244009","40.836401212000055","-73.91587109099999","POINT (-73.91587109099999 40.836401212000055)"
"220183207","2020-11-06T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","114","0","25-44","M","ASIAN / PACIFIC ISLANDER","1009329","215361","40.757765346000035","-73.90947676799993","POINT (-73.90947676799993 40.757765346000035)"
"221541913","2020-12-08T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","K","71","0","18-24","M","BLACK","997631","178916","40.65775788800004","-73.95177405399994","POINT (-73.95177405399994 40.65775788800004)"
"222247215","2020-12-25T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","K","71","0","45-64","M","BLACK","1001822","183054","40.66910845600006","-73.93665820199995","POINT (-73.93665820199995 40.66910845600006)"
"220420567","2020-11-12T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","Q","109","0","45-64","M","ASIAN / PACIFIC ISLANDER","1040186","217007","40.76214181700004","-73.79808251999998","POINT (-73.79808251999998 40.76214181700004)"
"220596656","2020-11-16T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","M","24","0","45-64","M","BLACK","995026","231397","40.80180892800007","-73.961078876","POINT (-73.961078876 40.80180892800007)"
"222170519","2020-12-23T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","83","0","25-44","M","WHITE HISPANIC","1007128","193705","40.69833089400004","-73.91749507299994","POINT (-73.91749507299994 40.69833089400004)"
"220678982","2020-11-18T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","Q","101","0","25-44","M","BLACK","1053650","158969","40.60274595100003","-73.75007786499998","POINT (-73.75007786499998 40.60274595100003)"
"221883030","2020-12-16T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","77","0","25-44","F","BLACK","1000836","185082","40.67467676300004","-73.94020752699998","POINT (-73.94020752699998 40.67467676300004)"
"221329534","2020-12-03T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","K","67","0","18-24","M","BLACK","1006872","177464","40.65375368100007","-73.91847281299994","POINT (-73.91847281299994 40.65375368100007)"
"221703145","2020-12-11T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","K","78","0","25-44","M","BLACK","991360","187427","40.68112594000007","-73.97436682299997","POINT (-73.97436682299997 40.68112594000007)"
