"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"14949","4493150","Active","466125","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","Eliot Avenue","N","81 Street","80 Street","40.725340927192","-73.8786559614412","1017883.57543731","203561.103098139","POINT (-73.878655961441 40.725340927192)"
"11987","1263039","Active","104938","3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","1 Avenue","E","East 73 Street","East 74 Street","40.7687956474723","-73.955128557567","996679.150982723","219372.939256564","POINT (-73.955128557567 40.768795647472)"
"9178","1323051","Active","104487","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Hudson Street","E","Grove Street","Christopher Street","40.7328706325721","-74.0063378156382","982493.511703134","206281.177382395","POINT (-74.006337815638 40.732870632572)"
"2902","4233156","Active","421206","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","35 Street","W","30 Avenue","28 Avenue","40.7655937450245","-73.9180884426389","1006940.15441081","218213.805419981","POINT (-73.918088442639 40.765593745025)"
"13073","4023106","Active","421053","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Metropolitan Avenue","N","Lefferts Boulevard","83 Avenue","40.7069748599293","-73.8344795729295","1030140.81207764","196889.845771387","POINT (-73.834479572929 40.706974859929)"
"12785","4343150","Active","413052","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","48 Street","E","Barnett Avenue","Northern Boulevard","40.7524331461471","-73.9148483799377","1007842.33830197","213419.827147067","POINT (-73.914848379938 40.752433146147)"
"1876","5053274","Active","522399","2 HR Pas Mon-Sat 0900-1700",,"On Street","Staten Island","Lincoln Avenue","W","Edison Street","South Railroad Avenue","40.5790560244696","-74.1081894693292","954196.720527798","150260.720197812","POINT (-74.108189469329 40.57905602447)"
"785","1264958","Active","113348","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","2 Avenue","E","East 77 Street","East 76 Street","40.7716893139468","-73.9561307432162","996401.022930056","220427.057555139","POINT (-73.956130743216 40.771689313947)"
"470","1264915","Active","112282","2HR Pas Mon-Fri 1300-1900 /2HR Pas Sat 0830-1900",,"On Street","Manhattan","1 Avenue","W","East 90 Street","East 91 Street","40.7799036918713","-73.9473115067067","998841.998034969","223421.177223057","POINT (-73.947311506707 40.779903691871)"
"10149","1403111","Active","104277","2HR Pas Mon-Fri 1000-1600 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","10 Avenue","E","West 49 Street","West 50 Street","40.7643524883174","-73.991907696666","986491.674638554","217751.069468811","POINT (-73.991907696666 40.764352488317)"
"9043","1243079","Active","102903","2HR Pas Mon-Sat 1000-1900",,"On Street","Manhattan","Elizabeth Street","E","Canal Street","Hester Street","40.716938483826","-73.9966920070909","985167.009965047","200476.556445733","POINT (-73.996692007091 40.716938483826)"
"14360","5053020","Active","501177","2 HR Pas Mon-Sat 0900-1700",,"On Street","Staten Island","New Dorp Lane","E","3 Street","Richmond Road","40.5754018233201","-74.118890928759","951222.223524049","148933.258285806","POINT (-74.118890928759 40.57540182332)"
"4799","3403093","Active","339258","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Union Street","S","Rogers Avenue","Nostrand Avenue","40.6689355094194","-73.9509024495168","997870.15220964","182991.460182399","POINT (-73.950902449517 40.668935509419)"
"13216","4113103","Active","465152","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","Mott Avenue","S","Beach 20 Street","Beach 19 Street","40.6037605240001","-73.7521717042974","1053067.14188105","159339.983863398","POINT (-73.752171704297 40.603760524)"
"146","1348082","Active","110691","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Madison Avenue","W","East 102 Street","East 103 Street","40.7913360217158","-73.9512753706324","997741.895248309","227585.729261398","POINT (-73.951275370632 40.791336021716)"
"1424","3071376","Active","308799","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Bath Avenue","S","Bay 14 Street","17 Avenue","40.6054137072489","-74.0088197731378","981800.976342797","159845.056344062","POINT (-74.008819773138 40.605413707249)"
"8881","1113041","Active","116216","3HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-1900 / 2HR Pas Sat 0700-1900",,"On Street","Manhattan","West Broadway","E","Warren Street","Murray Street","40.7145448881569","-74.0098779841894","981511.621934637","199604.633648887","POINT (-74.009877984189 40.714544888157)"
"14426","3593041","Active","319070","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Utica Avenue","E","Avenue N","Avenue M","40.6201021141838","-73.9268884321355","1004546.72907956","165204.772986814","POINT (-73.926888432135 40.620102114184)"
"7006","2353005","Active","217894","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","Grand Concourse","E","East 150 Street","East 153 Street","40.8198297832254","-73.9265591428134","1004577.13682714","237971.780995816","POINT (-73.926559142813 40.819829783225)"
"5648","3103054","Active","314723","2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri",,"On Street","Brooklyn","18 Avenue","W","46 Street","47 Street","40.6296750797077","-73.9795949615829","989913.894172058","168684.647916809","POINT (-73.979594961583 40.629675079708)"
"1433","3071361","Active","322770","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","86 Street","S","Bay 37 Street","Bay 38 Street","40.5985784053717","-73.9884507842566","987457.247838631","157354.868411064","POINT (-73.988450784257 40.598578405372)"
"10075","1443639","Active","103479","3HR Com Mon-Sat 0700-1530",,"On Street","Manhattan","Madison Avenue","W","East 31 Street","East 32 Street","40.7461947733567","-73.9841963246665","988629.019773304","211135.915376306","POINT (-73.984196324666 40.746194773357)"
"9175","1323048","Active","103304","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Hudson Street","E","Clarkson Street","St. Lukes Place","40.7297940193668","-74.0068323891504","982356.356137559","205160.281330228","POINT (-74.00683238915 40.729794019367)"
"12165","2013172","Active","208786","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","East Kingsbridge Road","E","Bainbridge Avenue","Briggs Avenue","40.8623393060859","-73.8939022871192","1013597.21721214","253468.843505561","POINT (-73.893902287119 40.862339306086)"
"7023","2353002","Active","222483","6HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Grand Concourse","E","East 144 Street","East 149 Street","40.8179207193832","-73.9274610935944","1004328.06875572","237276.032387316","POINT (-73.927461093594 40.817920719383)"
"14993","2053054","Active","213955","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","Webster Avenue","W","East Tremont Avenue","East 176 Street","40.8471036689784","-73.9014151332806","1011525.37030597","247915.493063733","POINT (-73.901415133281 40.847103668978)"
"14947","4493148","Active","466362","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","Eliot Avenue","N","83 Street","82 Street","40.7260056446627","-73.877220171569","1018281.20128247","203803.834568053","POINT (-73.877220171569 40.726005644663)"
"2521","4173093","Active","468551","2 HR Pas Mon-Sat 0830-2200",,"On Street","Queens","63 Road","S","Queens Boulevard","97 Street","40.7306768413929","-73.8612028464381","1022718.06445597","205512.323277056","POINT (-73.861202846438 40.730676841393)"
"713","1294846","Active","112499","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","York Avenue","E","East 87 Street","East 88 Street","40.7768718063037","-73.9463078879401","999120.625758559","222316.727988392","POINT (-73.94630788794 40.776871806304)"
"4936","3333072","Active","323018","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Avenue N","S","East 45 Street","East 46 Street","40.6186191062905","-73.9312589956702","1003333.82763398","164663.491917148","POINT (-73.93125899567 40.618619106291)"
"12333","1033120","Active","112123","2HR Com Mon-Fri 1000-1600 /2HR Pas Mon-Fri  1600-1900 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","Columbus Avenue","W","West 93 Street","West 92 Street","40.7906838542192","-73.9692273764868","992771.051843554","227345.866552144","POINT (-73.969227376487 40.790683854219)"
"12648","3093004","Active","303856","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","86 Street","N","Gatling Place","Fort Hamilton Parkway","40.6202391070503","-74.0239558944361","977599.54281655","165247.122311562","POINT (-74.023955894436 40.62023910705)"
"12146","2013154","Active","205755","2 HR Pas Sat 0800-1900",,"On Street","Bronx","East Fordham Road","S","Tiebout Avenue","Elm Place","40.8619218816162","-73.8943936775837","1013461.47929464","253316.595450476","POINT (-73.894393677584 40.861921881616)"
"9839","1443385","Active","102237","3HR Com Mon-Sat 0800-2400",,"On Street","Manhattan","West 31 Street","S","7 Avenue","8 Avenue","40.7494618004952","-73.9930091179651","986186.999394894","212325.880516067","POINT (-73.993009117965 40.749461800495)"
"12029","1273003","Active","111431","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Madison Avenue","E","East 82 Street","East 83 Street","40.7784497200267","-73.9604616892818","995200.314373478","222889.52900815","POINT (-73.960461689282 40.778449720027)"
"3843","4263013","Active","457433","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","Fresh Pond Road","E","Catalpa Avenue","68 Avenue","40.7048510849133","-73.8960377469215","1013074.63525206","196089.83884123","POINT (-73.896037746921 40.704851084913)"
"11628","4523020","Active","466770","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","74 Street","W","Juniper Valley Road","Metropolitan Avenue","40.7130240664348","-73.8784964608524","1017934.00939156","199073.758726388","POINT (-73.878496460852 40.713024066435)"
"12683","3083038","Active","305650","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Brighton Beach Avenue","N","Brighton 11 Street","Coney Island Avenue","40.5781814281452","-73.9591561816878","995595.901180714","149926.169029638","POINT (-73.959156181688 40.578181428145)"
"191","1019673","Active","114791","2 HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","Lenox Avenue","W","West 125 Street","West 124 Street","40.807333719048","-73.9459702961862","999207.280112803","233415.10966298","POINT (-73.945970296186 40.807333719048)"
"12253","2243001","Active","204429","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Netherland Avenue","W","West 236 Street","West 235 Street","40.8860033910185","-73.9109404503211","1008875.60263963","262085.351534978","POINT (-73.910940450321 40.886003391019)"
"7798","1119844","Active","115984","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Spruce Street","N","Park Row","Gold Street","40.7111365080656","-74.0051787626444","982814.268279478","198362.745384648","POINT (-74.005178762644 40.711136508066)"
"3788","4443129","Active","442935","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","161 Avenue","S","92 Street","Cross Bay Boulevard","40.6557276205694","-73.8393870896209","1028814.43021597","178216.494010553","POINT (-73.839387089621 40.655727620569)"
"13310","4433042","Active","443409","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","Union Turnpike","S","Chevy Chase Street","188 Street","40.7285838153521","-73.7827584639908","1044461.02457888","204793.954306975","POINT (-73.782758463991 40.728583815352)"
"5364","3383106","Active","336918","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Ralph Avenue","W","Foster Avenue","Farragut Road","40.637857457854","-73.9193225068174","1006641.1707568","171675.359783143","POINT (-73.919322506817 40.637857457854)"
"11353","3243004","Active","335286","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Vanderbilt Avenue","E","Bergen Street","Dean Street","40.6798589613033","-73.9679590753116","993137.017975137","186968.99422206","POINT (-73.967959075312 40.679858961303)"
"11395","1043016","Active","107773","2HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","2 Avenue E SR","w","East 30 Street","East 33 Street","40.7426004461955","-73.9772839554827","990544.698684722","209826.808414474","POINT (-73.977283955483 40.742600446196)"
"11551","1033091","Active","114796","2HR Com Mon-Fri 1000-1600 /2HR Pas Mon-Fri  1600-1900 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","Columbus Avenue","W","West 71 Street","West 70 Street","40.7764436805597","-73.9796222640747","989893.876495555","222156.846418396","POINT (-73.979622264075 40.77644368056)"
"12318","4093008","Active","454679","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","Myrtle Avenue","N","Fresh Pond Road","60 Lane","40.7007921781505","-73.8951875469047","1013312.13149622","194611.339829728","POINT (-73.895187546905 40.700792178151)"
"2782","4443056","Active","454690","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","94 Street","W","Rockaway Boulevard","Liberty Avenue","40.6805541110923","-73.8451277469804","1027205.60994281","187258.604863316","POINT (-73.84512774698 40.680554111092)"
"4066","3063075","Active","320407","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Avenue U","S","Coyle Street","Bragg Street","40.6009313771338","-73.9367451682921","1001815.41400413","158218.246933639","POINT (-73.936745168292 40.600931377134)"
"4044","3043006","Active","329469","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Flatbush Avenue","W","Beekman Place","Chester Court","40.6597887902003","-73.9606774864256","995159.955202222","179657.684697732","POINT (-73.960677486426 40.6597887902)"
"11405","1043108","Active","103185","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","East 7 Street","S","2 Avenue","Taras Shevchenko Place","40.7281163021226","-73.9885564857864","987421.728880808","204549.170019642","POINT (-73.988556485786 40.728116302123)"
"3553","4293050","Active","410700","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","118 Street","E","103 Avenue","Liberty Avenue","40.6862335564502","-73.8250905209539","1032759.02764171","189338.248669893","POINT (-73.825090520954 40.68623355645)"
"13195","3133011","Active","308643","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Bay Parkway","E","West 9 Street","West 8 Street","40.6123999520984","-73.9828024537771","989024.815569639","162390.671987727","POINT (-73.982802453777 40.612399952098)"
"7451","5043059","Active","509692","2 HR Pas Mon-Sat 0800-1900",,"On Street","Staten Island","Castleton Avenue","N","N. Burgher Avenue","Broadway","40.6347580322968","-74.1158400495033","952098.35136497","170557.103161395","POINT (-74.115840049503 40.634758032297)"
"788","4101297","Active","455824","2 HR Pas Mon-Sat 0900-2000",,"On Street","Queens","Rockaway Beach Boulevard","N","Beach 109 Street","Beach 116 Street","40.5800937508979","-73.8364183057865","1029689.62006664","150662.658370316","POINT (-73.836418305786 40.580093750898)"
"5444","3543088","Active","307281","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","West Street","W","Avenue W","Avenue X","40.5907254194087","-73.9703135726529","992494.969062388","154495.011597976","POINT (-73.970313572653 40.590725419409)"
"10077","1443642","Active","105992","3HR Com Mon-Fri 1000-1600",,"On Street","Manhattan","5 Avenue","W","West 32 Street","West 31 Street","40.7469017920087","-73.9857893007111","988187.582335964","211393.42929697","POINT (-73.985789300711 40.746901792009)"
"15138","3123200","Active","313466","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","4 Avenue","W","56 Street","57 Steet","40.6429313575217","-74.0164544894882","979683.579987049","173514.036880061","POINT (-74.016454489488 40.642931357522)"
"3966","3043036","Active","300451","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Flatbush Avenue","W","Beverly Road","Cortelyou Road","40.6444616925394","-73.958057713916","995889.479661807","174073.937335059","POINT (-73.958057713916 40.644461692539)"
"3043","4283075","Active","433913","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Station Road","N","162 Street","160 Street","40.7614692764583","-73.8040925917962","1038521.23724589","216761.20465064","POINT (-73.804092591796 40.761469276458)"
"6470","2173011","Active","221651","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Benedict Avenue","N","Metropolitan Avenue","Pugsley Avenue","40.8340751041796","-73.8605222618176","1022846.70757139","243184.079298228","POINT (-73.860522261818 40.83407510418)"
"4954","3333124","Active","323419","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Avenue T","N","East 59 Street","East 58 Street","40.6155510371527","-73.9181574000346","1006972.12645972","163548.840603143","POINT (-73.918157400035 40.615551037153)"
"7088","2173035","Active","210187","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","East Tremont Avenue","N","Paulding Avenue","Bronxdale Avenue","40.8425461111966","-73.8535163562432","1024780.24044973","246273.542935565","POINT (-73.853516356243 40.842546111197)"
"9258","1413007","Active","105951","2HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","6 Avenue","W","West 12 Street","West 13 Street","40.7363951940942","-73.997674153013","984894.560706809","207565.230916649","POINT (-73.997674153013 40.736395194094)"
"5094","3493031","Active","312289","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","17 Avenue","E","79 Street","78 Street","40.6128104294205","-74.0003676534624","984147.923420548","162539.751085892","POINT (-74.000367653462 40.612810429421)"
"5713","3413057","Active","310718","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","McDonald Avenue","E","Avenue N","Avenue M","40.6150209618201","-73.9740663176663","991450.078763723","163346.171389058","POINT (-73.974066317666 40.61502096182)"
"9979","1443532","Active","107144","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","West 26 Street","S","Avenue of the Americas","Broadway","40.7445874967496","-73.9910367146024","986733.684981301","210550.065170065","POINT (-73.991036714602 40.74458749675)"
"7817","3353015","Active","300338","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Myrtle Avenue","S","Fleet Place","Ashland Place","40.6934679394783","-73.9800804829407","989773.841302559","191926.144084647","POINT (-73.980080482941 40.693467939478)"
"11036","1433401","Active","106420","3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","2 Avenue","W","East 49 Street","East 48 Street","40.7540186395698","-73.9692876386651","992759.048586726","213987.498583898","POINT (-73.969287638665 40.75401863957)"
"5889","3463046","Active","314474","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","86 Street","N","16 Avenue","15 Avenue","40.6112513015519","-74.009080682085","981728.749125049","161971.850646898","POINT (-74.009080682085 40.611251301552)"
"4000","3043117","Active","333047","2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900",,"On Street","Brooklyn","Flatbush Avenue","E","Lenox Road","Clarkson Avenue","40.6540692314764","-73.9594522009413","995500.87282747","177574.045492306","POINT (-73.959452200941 40.654069231476)"
"5280","3153010","Active","310382","2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","Coney Island Avenue","W","Avenue I","Avenue J","40.6261347420725","-73.9655548155721","993811.571087971","167396.028774887","POINT (-73.965554815572 40.626134742073)"
"319","4072273","Active","419996","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","30 Avenue","N","37 Street","36 Street","40.7648967419194","-73.9169936602705","1007243.65839697","217960.149759308","POINT (-73.91699366027 40.764896741919)"
"11755","1083089","Active","109282","2HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","Broadway","W","West 84 Street","West 83 Street","40.7866778007503","-73.9780784533894","990320.52163963","225885.586664304","POINT (-73.978078453389 40.78667780075)"
"6778","2093055","Active","214101","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Williamsbridge Road","W","Pelham Parkway","Lydig Avenue","40.8555905327736","-73.855568615619","1024204.56968506","251025.171227559","POINT (-73.855568615619 40.855590532774)"
"3625","4303051","Active","406237","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","97 Avenue","N","220 Street","Springfield Boulevard","40.7172882571538","-73.734880961732","1057743.25096714","200715.188514397","POINT (-73.734880961732 40.717288257154)"
"2672","4443003","Active","409307","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Rockaway Boulevard","N","110 Street","109 Street","40.6779118109813","-73.8295276726402","1031534.33914623","186303.975867063","POINT (-73.82952767264 40.677911810981)"
"7846","3091520","Active","319903","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","4 Avenue","E","95 Street","94 Street","40.6163638349629","-74.0308680786062","975680.136222303","163835.859386057","POINT (-74.030868078606 40.616363834963)"
"14841","4213088","Active","440366","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Northern Boulevard","N","210 Street","Corporal Kennedy Street","40.7593494509097","-73.773500884536","1046997.88236606","216009.318359137","POINT (-73.773500884536 40.75934945091)"
"4182","4211738","Active","431345","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","48 Avenue","N","215 Street","Bell Boulevard","40.7557205368573","-73.7668295948189","1048849.56927948","214692.040481895","POINT (-73.766829594819 40.755720536857)"
"10071","1443632","Active","103014","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","Madison Avenue","W","East 27 Street","East 28 Street","40.7437762292197","-73.9859589103467","988140.768453225","210254.679277897","POINT (-73.985958910347 40.74377622922)"
"9721","5053016","Active","501543","6HR Pas Mon-Sat 0800-2000",,"On Street","Staten Island","Mason Avenue","N","Garretson Avenue","Seaview Avenue","40.5851383043736","-74.0883371376678","959713.608772218","152470.459544733","POINT (-74.088337137668 40.585138304374)"
"9520","1443152","Active","103364","3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","East 36 Street","N","5 Avenue","Madison Avenue","40.7496115737502","-73.9832318939789","988896.014318049","212380.815117478","POINT (-73.983231893979 40.74961157375)"
"10186","1443707","Active","102126","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","East 27 Street","N","2 Avenue","3 Avenue","40.7412856892045","-73.9810440654662","989502.862185717","209347.55281131","POINT (-73.981044065466 40.741285689205)"
"11304","4063003","Active","447386","2 HR Pas Mon-Sat 0900-2200",,"On Street","Queens","Main Street","E","Elder Avenue","Cherry Avenue","40.7517129127042","-73.8261119987769","1032428.3770563","213193.77510573","POINT (-73.826111998777 40.751712912704)"
"12336","1113078","Active","100927","2HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","Old Slip *RDWY","E","Front Street","Water Street","40.704005689714","-74.0084943150429","981894.830813885","195764.845396727","POINT (-74.008494315043 40.704005689714)"
"4366","3163086","Active","339744","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","East 49 Street","W","Linden Boulevard","Church Avenue","40.6519002952854","-73.9314672676514","1003266.52101006","176788.67698431","POINT (-73.931467267651 40.651900295285)"
"4608","3123059","Active","313805","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","4 Avenue","E","61 Street","60 Street","40.6404519769545","-74.0186353007108","979078.173061386","172610.852334723","POINT (-74.018635300711 40.640451976955)"
"5413","3193021","Active","329464","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Graham Avenue","E","Moore Street","Seigel Street","40.7041097690041","-73.9426002446399","1000164.86940497","195807.864667639","POINT (-73.94260024464 40.704109769004)"
"14554","4293148","Active","447766","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","101 Avenue","N","77 Street","76 Street","40.6799896414851","-73.8612689442328","1022728.99192755","187045.449777812","POINT (-73.861268944233 40.679989641485)"
"10338","1443977","Active","102072","3HR Com Mon-Sat 1000-2200",,"On Street","Manhattan","West 40 Street","N","8 Avenue","7 Avenue","40.7555067054229","-73.9895536939745","987144.148727298","214528.330179393","POINT (-73.989553693974 40.755506705423)"
"2600","2253188","Active","210882","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","East Kingsbridge Road","N","Morris Avenue","Jerome Avenue","40.8674272484567","-73.8969661043603","1012747.56832089","255321.566178054","POINT (-73.89696610436 40.867427248457)"
"2855","4233028","Active","424397","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","33 Street","W","37 Avenue","36 Avenue","40.7548996181283","-73.9289857908245","1003924.66142605","214314.951012984","POINT (-73.928985790824 40.754899618128)"
"688","1074886","Active","106753","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","East 69 Street","N","3 Avenue","Lexington Avenue","40.7684003754938","-73.9633093769295","994413.167981893","219227.873601809","POINT (-73.963309376929 40.768400375494)"
"2885","4233158","Active","418506","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","31 Avenue","S","21 Street","23 Street","40.7671461083127","-73.9296111415308","1003747.82122855","218776.607772067","POINT (-73.929611141531 40.767146108313)"
"3048","4283053","Active","433909","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","159 Street","W","Northern Boulevard","Depot Road","40.7629020562285","-73.8065272083742","1037845.6359068","217281.713124067","POINT (-73.806527208374 40.762902056229)"
"4404","3163025","Active","310306","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Church Avenue","N","Raleigh Place","Fairview Place","40.6509338304131","-73.9481780155899","998629.817356974","176433.381763145","POINT (-73.94817801559 40.650933830413)"
"6290","3253007","Active","303849","2 HR Pas Mon-Sat 0800-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0800-2400 June-Aug",,"On Street","Brooklyn","Surf Avenue","S","West 15 Street","Stillwell Avenue","40.575442829507","-73.9818434499099","989293.869165391","148926.307184219","POINT (-73.98184344991 40.575442829507)"
"9259","1413009","Active","104342","2HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","6 Avenue","W","West 10 Street","West 11 Street","40.7351148420165","-73.9986100175785","984635.212472215","207098.752846971","POINT (-73.998610017578 40.735114842017)"
"2603","2253209","Active","207136","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","East Kingsbridge Road","S","Morris Avenue","Creston Avenue","40.8667746709502","-73.8959666182382","1013024.29283306","255084.133582056","POINT (-73.895966618238 40.86677467095)"
"15313","1113126","Active","105667","2HR Pas Mon-Sat 0700-2200",,"On Street","Manhattan","West Broadway","E","Worth Street","Thomas Street","40.717443739091","-74.00760614595","982141.51339139","200660.710604981","POINT (-74.00760614595 40.717443739091)"
"7780","3033010","Active","322483","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Pitkin Avenue","N","Rockaway Avenue","Chester Street","40.6696479502477","-73.9113704070968","1008836.47115622","183259.643701136","POINT (-73.911370407097 40.669647950248)"
"15207","1013030","Active","108322","2 HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","12th  Avenue","W","West 131 Street","West 125 Street","40.8191067921962","-73.9596611689361","995415.200754717","237702.419001728","POINT (-73.959661168936 40.819106792196)"
"10370","2023007","Active","222166","2 HR Mon-Sat 1000-1400",,"On Street","Bronx","East 149 Street","S","Morris Avenue","Courtlandt Avenue","40.8165819344285","-73.9200270450814","1006386.18635863","236790.056325138","POINT (-73.920027045081 40.816581934429)"
"11691","1083062","Active","109607","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","West 73 Street","S","Broadway","West End Avenue","40.7796616435506","-73.982124331637","989200.657409549","223329.107525304","POINT (-73.982124331637 40.779661643551)"
"14601","1133100","Active","104549","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","East Houston Street","N","1 Avenue","2 Avenue","40.7233771892272","-73.9896259403765","987125.519171387","202822.527475566","POINT (-73.989625940376 40.723377189227)"
"7430","2131198","Active","208085","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","Arthur Avenue","E","East 188 Street","East 187 Street","40.8560598340265","-73.8870557088026","1015493.96768372","251183.359231398","POINT (-73.887055708803 40.856059834027)"
"7499","2213004","Active","219633","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","East 138 Street","N","St. Ann's Avenue","Brook Avenue","40.8070719898351","-73.917885955775","1006982.07886764","233325.794224814","POINT (-73.917885955775 40.807071989835)"
"4212","3123111","Active","313462","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","8 Avenue","W","52 Street","53 Street","40.6396393489673","-74.0053433932154","982767.038058966","172314.28501448","POINT (-74.005343393215 40.639639348967)"
"10690","1453314","Active","102415","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","6 Avenue","W","West 22 Street","West 23 Street","40.7424819968282","-73.9932439759292","986122.122228056","209782.909552142","POINT (-73.993243975929 40.742481996828)"
