"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"731","390 GREENWICH ST","390","GREENWICH ST","10013","102","Front","GLTR","6","Good","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"732","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"733","390 GREENWICH ST","390","GREENWICH ST","10013","102","Front","GLTR","5","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"734","390 GREENWICH ST","390","GREENWICH ST","10013","102","Front","GLTR","5","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"735","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"736","390 GREENWICH ST","390","GREENWICH ST","10013","102","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"737","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"738","12 SPRING ST","12","SPRING ST","10013","101","Side","UNKNOWN","9","Good","None","Good","None","Manhattan","985721.7802","202066.9601","-73.99469","40.721304","102","10012","41","1000","MN24","275212","UNKNOWN LIVE TREES","UNKNOWN LIVE TREES ","(40.721304, -73.99469)","1","1007137","1004780018"
"739","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"740","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"741","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"742","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","8","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"743","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"744","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"745","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"746","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"747","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"748","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"749","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","5","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"750","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"751","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","6","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"752","390 GREENWICH ST","390","GREENWICH ST","10013","101","Front","GLTR","7","Excellent","None","Good","None","Manhattan","981445.1063","201828.2305","-74.010119","40.720648","101","10013","39","2002","MN24","31568","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720648, -74.010119)","1","1002813","1002160001"
"753","50 ASTOR PL","50","ASTOR PL","10012","102","Front","PLAC","4","Good","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2003","MN22","32774","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)","2","1008788","1005440076"
"754","50 ASTOR PL","50","ASTOR PL","10012","102","Front","PYCA","3","Poor","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2003","MN22","32774","PEAR, CALLERY","PYRUS CALLERYANA","(40.7299, -73.990676)","2","1008788","1005440076"
"755","51 ASTOR PL","51","ASTOR PL","10012","102","Front","PLAC","8","Poor","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2002","MN22","32773","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)",,,
"756","51 ASTOR PL","51","ASTOR PL","10012","102","Front","PLAC","10","Poor","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2002","MN22","32773","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)",,,
"757","122 ELIZABETH ST","122","ELIZABETH ST","10013","101","Front","GIBI","6","Good","None","Good","None","Manhattan","985503.0002","201345","-73.99548","40.719322","102","10013","41","2000","MN24","32496","GINKGO","GINKGO BILOBA","(40.719322, -73.99548)","1","1075930","1004707501"
"758","51 ASTOR PL","51","ASTOR PL","10013","101","Front","PLAC","9","Good","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2002","MN22","32773","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)",,,
"759","51 ASTOR PL","51","ASTOR PL","10013","101","Front","PLAC","11","Good","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2002","MN22","32773","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)",,,
"760","51 ASTOR PL","51","ASTOR PL","10013","101","Front","PLAC","10","Good","None","Good","None","Manhattan","986834.2702","205199.1101","-73.990676","40.7299","103","10003","42","2002","MN22","32773","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.7299, -73.990676)",,,
"761","126 ELIZABETH ST","126","ELIZABETH ST","10013","101","Front","GIBI","5","Good","None","Good","None","Manhattan","985519.9228","201400.2065","-73.995419","40.719474","102","10013","41","2000","MN24","32496","GINKGO","GINKGO BILOBA","(40.719474, -73.995419)","1","1006942","1004700042"
"762","125 ELIZABETH ST","125","ELIZABETH ST","10013","101","Front","COMA","6","Good","None","Good","None","Manhattan","985516.6093","201389.3969","-73.995431","40.719444","102","10013","41","3000","MN24","32496","CHERRY, CORNELIAN","CORNUS MAS","(40.719444, -73.995431)","1","1006927","1004700019"
"763","33 E 9 ST","33","E 9 ST","10013","101","Front","PYCA","5","Good","None","Good","None","Manhattan","985931.2951","205968.0495","-73.993934","40.732011","102","10003","59","5000","MN23","32624","PEAR, CALLERY","PYRUS CALLERYANA","(40.732011, -73.993934)","2","1009101","1005610045"
"764","33 E 9 ST","33","E 9 ST","10013","101","Front","PYCA","4","Good","None","Good","None","Manhattan","985931.2951","205968.0495","-73.993934","40.732011","102","10003","59","5000","MN23","32624","PEAR, CALLERY","PYRUS CALLERYANA","(40.732011, -73.993934)","2","1009101","1005610045"
"765","144 2 AV","144","2 AV","10006","101","Side","TICO","11","Good","None","Good","None","Manhattan","987785.2002","204937.7451","-73.987245","40.729183","103","10003","38","7000","MN22","32911","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.729183, -73.987245)","2","1006363","1004500008"
"766","209 MULBERRY ST","209","MULBERRY ST","10006","101","Front","GIBI","4","Good","None","Good","None","Manhattan","985272.4189","202264.305","-73.996311","40.721845","102","10012","41","6001","MN24","32517","GINKGO","GINKGO BILOBA","(40.721845, -73.996311)","1","1007200","1004810022"
"767","306 E 9 ST","306","E 9 ST","10006","101","Front","TICO","11","Excellent","None","Good","None","Manhattan","987835.5816","204914.0764","-73.987063","40.729118","103","10003","38","7000","MN22","32914","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.729118, -73.987063)","2","1006363","1004500008"
"768","209 MULBERRY ST","209","MULBERRY ST","10006","101","Front","GIBI","3","Good","None","Good","None","Manhattan","985272.4189","202264.305","-73.996311","40.721845","102","10012","41","6001","MN24","32517","GINKGO","GINKGO BILOBA","(40.721845, -73.996311)","1","1007200","1004810022"
"769","310 E 9 ST","310","E 9 ST","10006","101","Front","PYCA","10","Good","None","Good","None","Manhattan","987861.6309","204899.6399","-73.986969","40.729078","103","10003","38","7000","MN22","32914","PEAR, CALLERY","PYRUS CALLERYANA","(40.729078, -73.986969)","2","1006364","1004500010"
"770","318 E 9 ST","318","E 9 ST","10006","101","Front","PLAC","7","Good","None","Good","None","Manhattan","987913.7297","204870.7669","-73.986781","40.728999","103","10003","38","7000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.728999, -73.986781)","2","1006367","1004500014"
"771","324 E 9 ST","324","E 9 ST","10006","101","Front","PLAC","8","Good","None","Good","None","Manhattan","987952.486","204849.2881","-73.986641","40.72894","103","10003","38","7000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.72894, -73.986641)","2","1006369","1004500016"
"772","334 E 9 ST","334","E 9 ST","10006","101","Front","PLAC","8","Good","None","Good","None","Manhattan","988017.2916","204813.373","-73.986408","40.728841","103","10003","38","7000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.728841, -73.986408)","2","1006372","1004500021"
"773","344 E 9 ST","344","E 9 ST","10006","101","Front","TICO","9","Good","None","Good","None","Manhattan","988082.0974","204777.4577","-73.986174","40.728743","103","10003","38","7000","MN22","32914","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.728743, -73.986174)","2","1006377","1004500026"
"774","344 E 9 ST","344","E 9 ST","10006","101","Front","AIAL","8","Good","None","Good","None","Manhattan","988082.0974","204777.4577","-73.986174","40.728743","103","10003","38","7000","MN22","32914","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.728743, -73.986174)","2","1006377","1004500026"
"775","21 SPRING ST","21","SPRING ST","10006","101","Front","SOJA","9","Good","None","Good","None","Manhattan","985597.9686","202133.2824","-73.995137","40.721486","102","10012","43","2001","MN24","32528","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721486, -73.995137)","1","1007484","1004930041"
"776","350 E 9 ST","350","E 9 ST","10006","101","Front","TICO","10","Good","None","Good","None","Manhattan","988120.8537","204755.9789","-73.986034","40.728684","103","10003","38","7000","MN22","32914","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.728684, -73.986034)","2","1079782","1004500029"
"777","352 E 9 ST","352","E 9 ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","988134.1961","204748.5846","-73.985986","40.728663","103","10003","38","7000","MN22","32914","PLANTING SITE","PLANTING SITE","(40.728663, -73.985986)","2","1079781","1004500029"
"778","21 SPRING ST","21","SPRING ST","10006","101","Front","SOJA","9","Good","None","Good","None","Manhattan","985597.9686","202133.2824","-73.995137","40.721486","102","10012","43","2001","MN24","32528","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721486, -73.995137)","1","1007484","1004930041"
"779","21 SPRING ST","21","SPRING ST","10006","101","Front","SOJA","9","Good","None","Good","None","Manhattan","985597.9686","202133.2824","-73.995137","40.721486","102","10012","43","2001","MN24","32528","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721486, -73.995137)","1","1007484","1004930041"
"780","21 SPRING ST","21","SPRING ST","10006","101","Front","SOJA","9","Good","None","Good","None","Manhattan","985597.9686","202133.2824","-73.995137","40.721486","102","10012","43","2001","MN24","32528","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721486, -73.995137)","1","1007484","1004930041"
"781","341 E 9 ST","341","E 9 ST","10006","101","Front","TICO","6","Good","None","Good","None","Manhattan","988056.048","204791.8942","-73.986268","40.728782","103","10003","40","4000","MN22","32914","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.728782, -73.986268)","2","1006418","1004510041"
"782","337 E 9 ST","337","E 9 ST","10006","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","988029.9987","204806.3307","-73.986362","40.728822","103","10003","40","4000","MN22","32914","PLANTING SITE","PLANTING SITE","(40.728822, -73.986362)","2","1006420","1004510043"
"783","335 E 9 ST","335","E 9 ST","10006","101","Front","QUPA","2","Good","None","Good","None","Manhattan","988017.2916","204813.373","-73.986408","40.728841","103","10003","40","4000","MN22","32914","OAK, PIN","QUERCUS PALUSTRIS","(40.728841, -73.986408)","2","1006421","1004510044"
"784","21 SPRING ST","21","SPRING ST","10006","101","Front","SOJA","10","Good","None","Good","None","Manhattan","985597.9686","202133.2824","-73.995137","40.721486","102","10012","43","2001","MN24","32528","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.721486, -73.995137)","1","1007484","1004930041"
"785","333 E 9 ST","333","E 9 ST","0","0","Front","COMA","4","Good","None","Good","None","Manhattan","988004.5847","204820.4152","-73.986453","40.728861","103","10003","40","4000","MN22","32914","CHERRY, CORNELIAN","CORNUS MAS","(40.728861, -73.986453)","2","1083487","1004510045"
"786","325 E 9 ST","325","E 9 ST","10006","101","Front","PLAC","12","Good","None","Good","None","Manhattan","987952.486","204849.2881","-73.986641","40.72894","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.72894, -73.986641)","2","1006424","1004517501"
"787","323 E 9 ST","323","E 9 ST","0","0","Front","PLAC","13","Good","None","Good","None","Manhattan","987939.1435","204856.6824","-73.986689","40.72896","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.72896, -73.986689)","2","1006425","1004510050"
"788","321 E 9 ST","321","E 9 ST","0","0","Front","PLAC","12","Poor","None","Good","None","Manhattan","987926.4366","204863.7247","-73.986735","40.728979","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.728979, -73.986735)","2","1006426","1004510051"
"789","319 E 9 ST","319","E 9 ST","0","0","Front","PLAC","2","Good","None","Good","None","Manhattan","987913.7297","204870.7669","-73.986781","40.728999","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.728999, -73.986781)","2","1006427","1004510052"
"790","317 E 9 ST","317","E 9 ST","0","0","Front","PLAC","13","Good","None","Good","None","Manhattan","987900.3872","204878.1612","-73.986829","40.729019","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.729019, -73.986829)","2","1082517","1004510053"
"791","315 E 9 ST","315","E 9 ST","10012","102","Front","PLAC","15","Good","None","Good","None","Manhattan","987887.6803","204885.2034","-73.986875","40.729038","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.729038, -73.986875)","2","1006428","1004510054"
"792","311 E 9 ST","311","E 9 ST","0","0","Front","PLAC","12","Good","None","Good","None","Manhattan","987861.6309","204899.6399","-73.986969","40.729078","103","10003","40","4000","MN22","32914","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.729078, -73.986969)","2","1006430","1004510056"
"793","305 E 9 ST","305","E 9 ST","10012","102","Front","TICO","8","Good","None","Good","None","Manhattan","987822.8745","204921.1187","-73.987109","40.729137","103","10003","40","4000","MN22","32914","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.729137, -73.987109)","2","1077566","1004510001"
"794","105 E 9 ST","105","E 9 ST","10012","102","Across","GLTR","4","Good","None","Good","None","Manhattan","987020.9603","205383.23","-73.990002","40.730406","103","10003","42","2001","MN22","32776","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730406, -73.990002)","2","1008964","1005550048"
"795","52 SPRING ST","52","SPRING ST","10012","102","Front","GIBI","5","Good","None","Good","None","Manhattan","985216.4511","202343.9388","-73.996513","40.722064","102","10012","41","6001","MN24","32518","GINKGO","GINKGO BILOBA","(40.722064, -73.996513)","1","1082470","1004810020"
"796","35 SPRING ST","35","SPRING ST","10014","102","Front","TICO","12","Good","None","Good","None","Manhattan","985431.6239","202222.8993","-73.995737","40.721732","102","10012","43","3006","MN24","32524","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.721732, -73.995737)","1","1007507","1004940038"
"797","105 E 9 ST","105","E 9 ST","10014","102","Across","GLTR","3","Good","None","Good","None","Manhattan","987020.9603","205383.23","-73.990002","40.730406","103","10003","42","2001","MN22","32776","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730406, -73.990002)","2","1008964","1005550048"
"798","31 SPRING ST","31","SPRING ST","10014","102","Front","TICO","8","Unknown","None","Good","None","Manhattan","985479.6448","202196.8431","-73.995564","40.72166","102","10012","43","3006","MN24","32524","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.72166, -73.995564)","1","1007505","1004940036"
"799","107 E 9 ST","107","E 9 ST","10012","102","Across","GLTR","4","Good","None","Good","None","Manhattan","987025.1302","205380.5301","-73.989987","40.730398","103","10003","42","2001","MN22","32776","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730398, -73.989987)","2","1008963","1005550040"
"800","115 E 9 ST","115","E 9 ST","10012","102","Across","PLAC","7","Good","None","Good","None","Manhattan","987037.1136","205372.2598","-73.989944","40.730376","103","10003","42","2001","MN22","32918","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.730376, -73.989944)","2","1008962","1005550028"
"801","115 E 9 ST","115","E 9 ST","10013","101","Across","GLTR","5","Good","None","Good","None","Manhattan","987037.1136","205372.2598","-73.989944","40.730376","103","10003","42","2001","MN22","32918","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730376, -73.989944)","2","1008962","1005550028"
"802","115 E 9 ST","115","E 9 ST","10012","102","Front","GLTR","9","Good","None","Good","None","Manhattan","987037.1136","205372.2598","-73.989944","40.730376","103","10003","42","2001","MN22","32918","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730376, -73.989944)","2","1008962","1005550028"
"803","115 E 9 ST","115","E 9 ST","10013","101","Front","GLTR","9","Good","None","Good","None","Manhattan","987037.1136","205372.2598","-73.989944","40.730376","103","10003","42","2001","MN22","32918","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.730376, -73.989944)","2","1008962","1005550028"
"804","115 E 9 ST","115","E 9 ST","10013","101","Front","ACPL","4","Good","None","Good","None","Manhattan","987037.1136","205372.2598","-73.989944","40.730376","103","10003","42","2001","MN22","32918","MAPLE, NORWAY","ACER PLATANOIDES","(40.730376, -73.989944)","2","1008962","1005550028"
"805","105 E 9 ST","105","E 9 ST","10013","101","Front","PYCA","4","Good","None","Good","None","Manhattan","987020.9603","205383.23","-73.990002","40.730406","103","10003","42","2001","MN22","32776","PEAR, CALLERY","PYRUS CALLERYANA","(40.730406, -73.990002)","2","1008964","1005550048"
"806","105 E 9 ST","105","E 9 ST","10012","102","Front","PYCA","0","Good","None","Good","None","Manhattan","987020.9603","205383.23","-73.990002","40.730406","103","10003","42","2001","MN22","32776","PEAR, CALLERY","PYRUS CALLERYANA","(40.730406, -73.990002)","2","1008964","1005550048"
"807","36 STUYVESANT ST","36","STUYVESANT ST","10013","101","Front","PYCA","5","Good","None","Good","None","Manhattan","987518.0001","205206.0001","-73.988209","40.729919","103","10003","40","3001","MN22","164376","PEAR, CALLERY","PYRUS CALLERYANA","(40.729919, -73.988209)","2","1088854","1004650037"
"808","40 STUYVESANT ST","40","STUYVESANT ST","10013","101","Front","PYCA","8","Good","None","Good","None","Manhattan","987572.097","205207.3872","-73.988014","40.729923","103","10003","40","3001","MN22","164376","PEAR, CALLERY","PYRUS CALLERYANA","(40.729923, -73.988014)","2","1006790","1004657501"
"809","40 STUYVESANT ST","40","STUYVESANT ST","10013","101","Front","GIBI","6","Good","None","Good","None","Manhattan","987572.097","205207.3872","-73.988014","40.729923","103","10003","40","3001","MN22","164376","GINKGO","GINKGO BILOBA","(40.729923, -73.988014)","2","1006790","1004657501"
"810","40 STUYVESANT ST","40","STUYVESANT ST","10013","101","Front","GLTR","3","Good","None","Good","None","Manhattan","987572.097","205207.3872","-73.988014","40.729923","103","10003","40","3001","MN22","164376","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729923, -73.988014)","2","1006790","1004657501"
"811","42 STUYVESANT ST","42","STUYVESANT ST","10013","101","Front","PYCA","9","Good","None","Good","None","Manhattan","987598.9563","205208.0758","-73.987917","40.729925","103","10003","40","3001","MN22","164376","PEAR, CALLERY","PYRUS CALLERYANA","(40.729925, -73.987917)","2","1006791","1004650043"
"812","46 STUYVESANT ST","46","STUYVESANT ST","10013","101","Front","ACPL","10","Good","None","Good","None","Manhattan","987653.0532","205209.463","-73.987722","40.729929","103","10003","40","3001","MN22","164376","MAPLE, NORWAY","ACER PLATANOIDES","(40.729929, -73.987722)","2","1006793","1004650045"
"813","35 STUYVESANT ST","35","STUYVESANT ST","10013","101","Front","QUPA","19","Good","None","Good","None","Manhattan","987612.5751","205208.425","-73.987868","40.729926","103","10003","40","3002","MN22","164376","OAK, PIN","QUERCUS PALUSTRIS","(40.729926, -73.987868)","2","1006778","1004650022"
"814","35 STUYVESANT ST","35","STUYVESANT ST","10013","101","Front","COMA","4","Good","None","Good","None","Manhattan","987612.5751","205208.425","-73.987868","40.729926","103","10003","40","3002","MN22","164376","CHERRY, CORNELIAN","CORNUS MAS","(40.729926, -73.987868)","2","1006778","1004650022"
"815","35 STUYVESANT ST","35","STUYVESANT ST","10013","101","Front","TICO","5","Good","None","Good","None","Manhattan","987612.5751","205208.425","-73.987868","40.729926","103","10003","40","3002","MN22","164376","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.729926, -73.987868)","2","1006778","1004650022"
"816","33 STUYVESANT ST","33","STUYVESANT ST","10013","101","Front","AIAL","16","Good","None","Good","None","Manhattan","987589.1205","205207.8237","-73.987952","40.729924","103","10003","40","3002","MN22","164376","TREE OF HEAVEN","AILANTHUS ALTISSIMA","(40.729924, -73.987952)","2","1006779","1004650023"
"817","31 STUYVESANT ST","31","STUYVESANT ST","10013","101","Front","ACPL","6","Good","None","Good","None","Manhattan","987565.2876","205207.2126","-73.988038","40.729922","103","10003","40","3002","MN22","164376","MAPLE, NORWAY","ACER PLATANOIDES","(40.729922, -73.988038)","2","1006780","1004650024"
"818","27 STUYVESANT ST","27","STUYVESANT ST","10012","102","Front","ACPL","8","Good","None","Good","None","Manhattan","987518.0001","205206.0001","-73.988209","40.729919","103","10003","40","3002","MN22","164376","MAPLE, NORWAY","ACER PLATANOIDES","(40.729919, -73.988209)","2","1006782","1004650026"
"819","25 STUYVESANT ST","25","STUYVESANT ST","10013","101","Front","PLAC","13","Good","None","Good","None","Manhattan","987494.5455","205205.3987","-73.988293","40.729917","103","10003","40","3002","MN22","164376","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.729917, -73.988293)","2","1006783","1004650027"
"820","21 STUYVESANT ST","21","STUYVESANT ST","10013","101","Front","PLAC","16","Good","None","Good","None","Manhattan","987447.2581","205204.1862","-73.988464","40.729914","103","10003","40","3002","MN22","164376","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.729914, -73.988464)","2","1006785","1004650029"
"821","21 STUYVESANT ST","21","STUYVESANT ST","10013","101","Front","ACPL","9","Good","None","Good","None","Manhattan","987447.2581","205204.1862","-73.988464","40.729914","103","10003","40","3002","MN22","164376","MAPLE, NORWAY","ACER PLATANOIDES","(40.729914, -73.988464)","2","1006785","1004650029"
"822","19 STUYVESANT ST","19","STUYVESANT ST","10013","101","Front","COMA","3","Poor","None","Good","None","Manhattan","987423.4251","205203.5751","-73.98855","40.729912","103","10003","40","3002","MN22","164375","CHERRY, CORNELIAN","CORNUS MAS","(40.729912, -73.98855)","2","1006786","1004650030"
"823","17 STUYVESANT ST","17","STUYVESANT ST","10013","101","Front","ACPL","11","Good","None","Good","None","Manhattan","987399.9706","205202.9738","-73.988635","40.729911","103","10003","40","3002","MN22","164375","MAPLE, NORWAY","ACER PLATANOIDES","(40.729911, -73.988635)","2","1006787","1004650032"
"824","354 BOWERY","354","BOWERY","10013","101","Front","PLAC","18","Good","None","Good","None","Manhattan","986550.7551","204017.2026","-73.991699","40.726656","102","10012","5502","1000","MN23","275286","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.726656, -73.991699)","1","1008519","1005317503"
"825","350 BOWERY","350","BOWERY","10013","101","Front","SOJA","6","Excellent","None","Good","None","Manhattan","986534.2651","203955.6076","-73.991759","40.726487","102","10012","5502","1000","MN23","275286","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.726487, -73.991759)","1","1008521","1005310042"
