"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"10282053","2004-03-01T00:00:00.000","16:00:00","2004-03-04T00:00:00.000","11:00:00","40","2006-02-01T00:00:00.000","126","MISCELLANEOUS PENAL LAW","760","BRIBERY,PUBLIC ADMINISTRATION","COMPLETED","FELONY","BRONX","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005028","234516","(null)","(null)","(null)",,"40.8103518634571","-73.924942325642","(40.8103518634571, -73.924942325642)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10164887","2004-10-06T00:00:00.000","21:45:00",,"(null)","107","2006-01-18T00:00:00.000","341","PETIT LARCENY","349","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","QUEENS","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1036658","205330","(null)","(null)","(null)",,"40.7301130668694","-73.8109089148815","(40.7301130668694, -73.8109089148815)","PATROL BORO QUEENS SOUTH","(null)","25-44","WHITE","M"
"47286529","2004-06-14T00:00:00.000","20:10:00",,"(null)","32","2008-06-14T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999433","236538","25-44","BLACK","M",,"40.81591307653","-73.9451493066481","(40.81591307653, -73.9451493066481)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","F"
"10363098","2005-08-01T00:00:00.000","12:00:00","2005-08-30T00:00:00.000","12:00:00","18","2006-02-11T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","988451","217993","(null)","(null)","(null)",,"40.7650240788333","-73.9848359497083","(40.7650240788333, -73.9848359497083)","PATROL BORO MAN SOUTH","(null)","45-64","WHITE","F"
"148451238","1015-12-10T00:00:00.000","16:45:00",,"(null)","18","2015-12-10T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","988451","217993","45-64","BLACK","M",,"40.7650240788333","-73.9848359497083","(40.7650240788333, -73.9848359497083)","PATROL BORO MAN SOUTH","(null)","25-44","ASIAN / PACIFIC ISLANDER","M"
"13782923","2000-05-12T00:00:00.000","21:15:00","2006-05-12T00:00:00.000","21:30:00","43","2006-05-12T00:00:00.000","232","POSSESSION OF STOLEN PROPERTY","490","STOLEN PROPERTY 3,POSSESSION","COMPLETED","MISDEMEANOR","BRONX","INSIDE","CHAIN STORE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1020219","239110","(null)","(null)","(null)",,"40.8229123084767","-73.8700413043181","(40.8229123084767, -73.8700413043181)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","D"
"52028499","2005-03-15T00:00:00.000","08:00:00","2008-10-08T00:00:00.000","12:00:00","42","2008-10-08T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008690","238862","(null)","(null)","(null)",,"40.8222710411331","-73.911697780277","(40.8222710411331, -73.911697780277)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","M"
"27577895","2004-09-15T00:00:00.000","00:01:00","2004-09-15T00:00:00.000","23:59:00","73","2007-03-24T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008245","183796","(null)","BLACK","F",,"40.6711300016904","-73.9135020552048","(40.6711300016904, -73.9135020552048)","PATROL BORO BKLYN NORTH","(null)","(null)","UNKNOWN","F"
"13744815","2005-07-09T00:00:00.000","10:00:00",,"(null)","75","2006-05-10T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","(null)","1017036","183890","(null)","(null)","(null)",,"40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","PATROL BORO BKLYN NORTH","(null)","<18","BLACK","F"
"16738204","2005-06-01T00:00:00.000","09:00:00","2006-06-01T00:00:00.000","09:00:00","110","2006-06-12T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1019164","210169","(null)","BLACK","F",,"40.7434812638841","-73.8740035373971","(40.7434812638841, -73.8740035373971)","PATROL BORO QUEENS NORTH","(null)","65+","BLACK","F"
"10019855","2005-01-07T00:00:00.000","03:50:00","2006-01-07T00:00:00.000","04:20:00","6","2006-01-07T00:00:00.000","104","RAPE","159","RAPE 1,ATTEMPT","ATTEMPTED","FELONY","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","982755","206652","(null)","BLACK","M",,"40.7338967584511","-74.0053958373447","(40.7338967584511, -74.0053958373447)","PATROL BORO MAN SOUTH","(null)","45-64","WHITE","F"
"24052794","2001-11-01T00:00:00.000","00:00:00","2003-04-30T00:00:00.000","23:59:00","47","2006-08-20T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1026480","262584","(null)","BLACK","F",,"40.8873136344706","-73.8472717577564","(40.8873136344706, -73.8472717577564)","PATROL BORO BRONX","(null)","18-24","BLACK","F"
"51580347","2004-03-04T00:00:00.000","09:00:00",,"(null)","73","2008-09-22T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008245","183796","(null)","(null)","(null)",,"40.6711300016904","-73.9135020552048","(40.6711300016904, -73.9135020552048)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","F"
"10363219","2005-06-05T00:00:00.000","15:00:00","2005-08-31T00:00:00.000","15:00:00","41","2006-02-06T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1013037","236657","<18","UNKNOWN","M",,"40.8162058439227","-73.8960011932583","(40.8162058439227, -73.8960011932583)","PATROL BORO BRONX","(null)","<18","WHITE HISPANIC","M"
"63352740","2004-09-01T00:00:00.000","00:00:00","2009-06-11T00:00:00.000","00:00:00","77","2009-07-01T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1003509","185018","(null)","(null)","(null)",,"40.6744956865259","-73.9305713255961","(40.6744956865259, -73.9305713255961)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","F"
"148725730","2005-01-02T00:00:00.000","00:01:00","2005-12-31T00:00:00.000","23:55:00","77","2015-12-21T00:00:00.000","233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1003509","185018","(null)","(null)","(null)",,"40.6744956865259","-73.9305713255961","(40.6744956865259, -73.9305713255961)","PATROL BORO BKLYN NORTH","(null)","<18","BLACK","F"
"10647963","2003-03-10T00:00:00.000","13:30:00","2006-03-10T00:00:00.000","13:35:00","14","2006-03-10T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","985764","213806","(null)","BLACK","M",,"40.7535327012632","-73.9945368920152","(40.7535327012632, -73.9945368920152)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","D"
"51729293","2004-07-01T00:00:00.000","00:01:00","2008-09-17T00:00:00.000","15:00:00","122","2008-09-26T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","954827","148519","(null)","(null)","(null)",,"40.5742856881925","-74.1059144051212","(40.5742856881925, -74.1059144051212)","PATROL BORO STATEN ISLAND","(null)","18-24","WHITE","F"
"10822941","2005-04-01T00:00:00.000","08:00:00","2005-08-31T00:00:00.000","23:59:00","14","2006-03-29T00:00:00.000","109","GRAND LARCENY","407","LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","MANHATTAN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","985764","213806","45-64","WHITE","M",,"40.7535327012632","-73.9945368920152","(40.7535327012632, -73.9945368920152)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","D"
"73249716","2003-02-03T00:00:00.000","12:00:00","2004-01-11T00:00:00.000","12:00:00","113","2010-06-16T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1046315","187088","(null)","(null)","(null)",,"40.6799807384666","-73.7762339071953","(40.6799807384666, -73.7762339071953)","PATROL BORO QUEENS SOUTH","(null)","45-64","BLACK","M"
"92826676","2004-01-01T00:00:00.000","08:00:00","2010-01-01T00:00:00.000","08:00:00","111","2013-09-29T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1048659","216392","25-44","ASIAN / PACIFIC ISLANDER","M",,"40.7603961392658","-73.7675025349456","(40.7603961392658, -73.7675025349456)","PATROL BORO QUEENS NORTH","(null)","<18","ASIAN / PACIFIC ISLANDER","F"
"60794295","1998-01-01T00:00:00.000","09:00:00","2008-05-31T00:00:00.000","09:00:00","43","2009-04-14T00:00:00.000","113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","911","1020219","239110","45-64","BLACK","F",,"40.8229123084767","-73.8700413043181","(40.8229123084767, -73.8700413043181)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","D"
"142813745","2001-09-25T00:00:00.000","01:00:00","2015-05-08T00:00:00.000","08:00:00","26","2015-05-11T00:00:00.000","109","GRAND LARCENY","401","LARCENY,GRAND BY ACQUIRING LOS","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996351","236132","(null)","BLACK","M",,"40.8148034786258","-73.95628448405","(40.8148034786258, -73.95628448405)","PATROL BORO MAN NORTH","(null)","45-64","BLACK","M"
"62034058","1999-06-01T00:00:00.000","23:00:00","1999-06-01T00:00:00.000","23:30:00","115","2009-05-22T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1018623","214936","25-44","WHITE HISPANIC","M",,"40.7565675846374","-73.8759315341335","(40.7565675846374, -73.8759315341335)","PATROL BORO QUEENS NORTH","(null)","<18","WHITE HISPANIC","F"
"46611228","2005-05-16T00:00:00.000","12:00:00","2008-05-21T00:00:00.000","11:00:00","106","2008-05-21T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","441","LARCENY,GRAND OF AUTO","COMPLETED","FELONY","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1028607","187930","(null)","(null)","(null)",,"40.682398279333","-73.8400721577516","(40.682398279333, -73.8400721577516)","PATROL BORO QUEENS SOUTH","(null)","25-44","BLACK","F"
"75601949","1994-01-01T00:00:00.000","09:00:00","2010-11-17T00:00:00.000","12:00:00","41","2010-11-17T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1013037","236657","(null)","(null)","(null)",,"40.8162058439227","-73.8960011932583","(40.8162058439227, -73.8960011932583)","PATROL BORO BRONX","(null)","65+","BLACK HISPANIC","F"
"16899351","2005-02-22T00:00:00.000","18:00:00","2005-06-26T00:00:00.000","09:55:00","47","2006-06-26T00:00:00.000","109","GRAND LARCENY","407","LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","BRONX","INSIDE","FACTORY/WAREHOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1026480","262584","25-44","WHITE HISPANIC","M",,"40.8873136344706","-73.8472717577564","(40.8873136344706, -73.8472717577564)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","D"
"10168543","1966-01-20T00:00:00.000","00:55:00",,"(null)","40","2006-01-20T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","815","1005028","234516","(null)","UNKNOWN","U",,"40.8103518634571","-73.924942325642","(40.8103518634571, -73.924942325642)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"10744502","2000-10-16T00:00:00.000","09:00:00","2004-11-01T00:00:00.000","17:00:00","7","2006-03-20T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","(null)","988917","200245","(null)","(null)","(null)",,"40.7163099917327","-73.9831660136947","(40.7163099917327, -73.9831660136947)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","D"
"63993123","2005-01-01T00:00:00.000","08:00:00","2009-07-14T00:00:00.000","08:00:00","50","2009-07-21T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010914","260940","(null)","(null)","(null)",,"40.8828621313214","-73.9035744897024","(40.8828621313214, -73.9035744897024)","PATROL BORO BRONX","(null)","45-64","BLACK HISPANIC","M"
"34528424","2003-08-01T00:00:00.000","00:01:00","2003-08-01T00:00:00.000","23:59:00","49","2007-09-17T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1027434","251387","(null)","UNKNOWN","F",,"40.8565767275976","-73.8438936779283","(40.8565767275976, -73.8438936779283)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"55510164","2001-01-01T00:00:00.000","00:00:00","2005-08-04T00:00:00.000","23:59:00","67","2009-01-05T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","45-64","BLACK","M",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","18-24","BLACK","M"
"71062751","1985-04-01T00:00:00.000","00:01:00","2009-12-08T00:00:00.000","09:00:00","49","2010-02-01T00:00:00.000","113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1027434","251387","(null)","(null)","(null)",,"40.8565767275976","-73.8438936779283","(40.8565767275976, -73.8438936779283)","PATROL BORO BRONX","(null)","45-64","ASIAN / PACIFIC ISLANDER","F"
"45613836","2000-03-01T00:00:00.000","10:00:00","2008-04-08T00:00:00.000","21:30:00","60","2008-04-11T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","990784","149362","25-44","BLACK","F",,"40.5766459780433","-73.9764803960699","(40.5766459780433, -73.9764803960699)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","F"
"33643007","2003-12-01T00:00:00.000","00:01:00","2007-07-31T00:00:00.000","23:59:00","72","2007-08-08T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","984128","179058","(null)","(null)","(null)",,"40.6581577535544","-74.0004411548878","(40.6581577535544, -74.0004411548878)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE HISPANIC","F"
"144542049","2004-10-01T00:00:00.000","09:00:00","2015-06-24T00:00:00.000","10:00:00","81","2015-07-15T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005319","190473","(null)","UNKNOWN","U",,"40.6894642952604","-73.9240290899499","(40.6894642952604, -73.9240290899499)","PATROL BORO BKLYN NORTH","(null)","45-64","BLACK","M"
"28932323","2005-03-02T00:00:00.000","18:00:00","2007-05-08T00:00:00.000","16:30:00","42","2007-05-09T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008690","238862","(null)","BLACK HISPANIC","F",,"40.8222710411331","-73.911697780277","(40.8222710411331, -73.911697780277)","PATROL BORO BRONX","(null)","25-44","BLACK HISPANIC","F"
"28291575","2004-04-01T00:00:00.000","19:00:00","2007-04-05T00:00:00.000","03:00:00","83","2007-04-05T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","25-44","BLACK","M",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","F"
"67232072","2000-10-23T00:00:00.000","02:50:00",,"(null)","33","2009-10-23T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001891","245600","25-44","WHITE HISPANIC","M",,"40.8407811088581","-73.9362453818218","(40.8407811088581, -73.9362453818218)","PATROL BORO MAN NORTH","(null)","45-64","WHITE HISPANIC","F"
"94631341","2003-09-21T00:00:00.000","01:00:00","2003-09-21T00:00:00.000","07:00:00","75","2014-01-15T00:00:00.000","233","SEX CRIMES","170","SEXUAL MISCONDUCT,INTERCOURSE","COMPLETED","MISDEMEANOR","BROOKLYN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1017036","183890","(null)","UNKNOWN","U",,"40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","PATROL BORO BKLYN NORTH","(null)","25-44","WHITE","F"
"46501064","2001-07-13T00:00:00.000","00:01:00",,"(null)","81","2008-05-13T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005319","190473","(null)","(null)","(null)",,"40.6894642952604","-73.9240290899499","(40.6894642952604, -73.9240290899499)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","M"
"10346242","1999-03-01T00:00:00.000","11:00:00","2004-03-23T00:00:00.000","11:00:00","67","2006-02-08T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","(null)","(null)","(null)",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","45-64","BLACK","M"
"47893875","1992-01-01T00:00:00.000","00:01:00","1995-10-30T00:00:00.000","23:59:00","47","2008-06-30T00:00:00.000","340","FRAUDS","707","IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","897","1026480","262584","(null)","(null)","(null)",,"40.8873136344706","-73.8472717577564","(40.8873136344706, -73.8472717577564)","PATROL BORO BRONX","(null)","45-64","BLACK","M"
"9966271","2005-08-05T00:00:00.000","10:00:00",,"(null)","122","2006-01-04T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","954827","148519","(null)","(null)","(null)",,"40.5742856881925","-74.1059144051212","(40.5742856881925, -74.1059144051212)","PATROL BORO STATEN ISLAND","(null)","45-64","WHITE","F"
"24085003","1999-09-01T00:00:00.000","12:00:00","2006-08-29T00:00:00.000","10:00:00","24","2006-08-29T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993369","229307","(null)","(null)","(null)",,"40.7960743128304","-73.9670667458109","(40.7960743128304, -73.9670667458109)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","F"
"26539770","2004-12-31T00:00:00.000","00:01:00","2007-01-26T00:00:00.000","19:42:00","46","2007-01-26T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1011755","250279","(null)","(null)","(null)",,"40.8535983673823","-73.9005768807295","(40.8535983673823, -73.9005768807295)","PATROL BORO BRONX","(null)","25-44","BLACK","M"
"37890004","1998-01-01T00:00:00.000","00:01:00","2005-08-01T00:00:00.000","23:59:00","45","2008-01-19T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1032091","241976","(null)","(null)","(null)",,"40.8307223277672","-73.8271260588639","(40.8307223277672, -73.8271260588639)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"10958381","2003-01-01T00:00:00.000","00:01:00","2003-12-31T00:00:00.000","23:59:00","24","2006-04-11T00:00:00.000","116","SEX CRIMES","179","AGGRAVATED SEXUAL ASBUSE","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993369","229307","(null)","UNKNOWN","F",,"40.7960743128304","-73.9670667458109","(40.7960743128304, -73.9670667458109)","PATROL BORO MAN NORTH","(null)","<18","WHITE HISPANIC","F"
"44424285","2003-08-14T00:00:00.000","17:00:00","2003-08-14T00:00:00.000","17:30:00","46","2008-03-08T00:00:00.000","116","SEX CRIMES","179","AGGRAVATED SEXUAL ASBUSE","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1011755","250279","(null)","BLACK HISPANIC","M",,"40.8535983673823","-73.9005768807295","(40.8535983673823, -73.9005768807295)","PATROL BORO BRONX","(null)","<18","WHITE HISPANIC","F"
"10231532","2005-08-20T00:00:00.000","15:00:00","2005-08-20T00:00:00.000","15:00:00","28","2006-01-26T00:00:00.000","341","PETIT LARCENY","349","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997407","233806","(null)","(null)","(null)",,"40.8084177460021","-73.9524740603515","(40.8084177460021, -73.9524740603515)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10773778","1994-01-01T00:00:00.000","09:00:00","2006-02-28T00:00:00.000","09:00:00","6","2006-03-24T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","982755","206652","45-64","WHITE","F",,"40.7338967584511","-74.0053958373447","(40.7338967584511, -74.0053958373447)","PATROL BORO MAN SOUTH","(null)","45-64","WHITE","F"
"33641805","1996-09-06T00:00:00.000","08:00:00","2007-05-08T00:00:00.000","14:00:00","6","2007-08-08T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","982755","206652","(null)","(null)","(null)",,"40.7338967584511","-74.0053958373447","(40.7338967584511, -74.0053958373447)","PATROL BORO MAN SOUTH","(null)","(null)","WHITE","M"
