"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","94027","PENNYFIELD AVENUE","CASLER PLACE","DARE PLACE","Bronx","2566003090","40.810430","-73.804191","40.810721","-73.804512","257930218450223350","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","93860","PENNYFIELD AVENUE","PLAZA PLACE","HATTING PLACE","Bronx","2566003230","40.813990","-73.807403","40.814089","-73.807493","257930258650238600","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20131113-8209","Administrator","53 AVENUE from FRANCIS LEWIS BOULEVARD to CLEARVIEW EXPRESSWAY","Queens","re-open request with old boundaries","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2013-11-13T15:59:30.000","11-0367",,"2023-03-03T00:00:00.000",,,,,,,,"2023-03-03T09:21:00.000","No","2011-03-18T00:00:00.000",,"97942","53 AVENUE","CLEARVIEW EXPRESSWAY","CLEARVIEW EXPRESSWAY","Queens","4557409180","40.749861381923402","-73.7742256788612","40.749994953492198","-73.773756033992797","411090439070439070",,"No","Not Feasible","Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera",,"T","Two-way",,,,
"SR-20210830-26340","Queens BC","196 STREET from HOLLIS AVENUE to LINDEN BOULEVARD","Queens","(PENDING FURTHER REVIEW - DO NOT DO GEOTAB AS OF YET)Elected Official Staffer request. 115 AVENUE to 115 DRIVE was recently studied and found not feasible under SR-20160419-11676 and MURDOCK AVENUE to 115 AVENUE recently studied and found not feasible under SR-20161220-12510. Extended boundary for DOT-557801-L4Q7,pd-8/2/2022. open case with same boundaries that haven't been studied as of yet, SR-20201230-24230.","Study request passed to planning","Awaiting  planning decision","2021-08-30T10:12:52.000","DOT-511231-G8N7",,,,,,,,,,,"No","2021-07-20T00:00:00.000","Elected Official","64426","196 STREET","115 AVENUE","115 ROAD","Queens","4687003150","40.697054","-73.757329","40.696378","-73.757028","425740420790420830","412","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20190425-14788","Queens BC","46 AVENUE from BELL BOULEVARD to SPRINGFIELD BOULEVARD","Queens","DOT internal speed hump request on behalf of constituent.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-25T17:50:52.000","DOT-407861-X3N3",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T09:56:00.000","No","2019-03-13T00:00:00.000","DOT Internal","98526","46 AVENUE","217 STREET","218 STREET","Queens","4550807130","40.759104999999998","-73.764241999999996","40.759295999999999","-73.763335999999995","410290426740426840","411","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%","0","T","Two-way",,,,
"SR-20191101-17034","Queens BC","23 STREET from 42 ROAD to 44 DRIVE","Queens","Request for Speed Cushion on Truck and Bus Route","BC denied pre-inspection - closed",,"2019-11-01T09:41:42.000","DOT-407660-C9H8",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T16:52:00.000","Yes","2019-03-12T00:00:00.000","DOT Internal","36990","23 STREET","43 AVENUE","44 AVENUE","Queens","4527401100","40.749677","-73.943708","40.749040","-73.944265","407040409840409940","402","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","108966","PENNYFIELD AVENUE","CHAFFEE AVENUE","MULLAN PLACE","Bronx","2566003250","40.814787","-73.808178","40.815529","-73.808555","257930218970252930","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191101-17055","Queens BC","40 AVENUE from VERNON BOULEVARD to 21 STREET","Queens","Speed Cushion Requested on Bus Route","BC denied pre-inspection - closed",,"2019-11-01T16:47:46.000","DOT-409257-F3Z4",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T14:51:00.000","Yes","2019-03-25T00:00:00.000","Citizen","37019","40 AVENUE","9 STREET","10 STREET","Queens","4543800020","40.757330","-73.945066","40.756877","-73.944352","409340405540405640","401","No","Not Feasible",,,"T","Two-way",,,,
"SR-20220317-26883","SI BC","MACE STREET from AULTMAN AVENUE to SPRUCE STREET","Staten Island","Elected Official Staffer speed hump request.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2022-03-17T11:58:30.000","DOT-528424-G8Z6",,"2022-07-11T00:00:00.000",,,,,,,,"2022-07-11T14:56:00.000","No","2021-12-09T00:00:00.000","Elected Official","7137","MACE STREET","AULTMAN AVENUE","SPRUCE STREET","Staten Island","5434200030","40.573740","-74.136520","40.573532","-74.138287","537330516985548670","502","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20221116-29038","Brooklyn BC","EAST   92 STREET from AVENUE L to AVENUE M","Brooklyn",,"BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2022-11-16T16:28:40.000","DOT-572997-H3Y0",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T09:36:00.000","No","2022-11-15T00:00:00.000",,"46486","EAST   92 STREET","AVENUE L","AVENUE M","Brooklyn","3322002180","40.636326","-73.898928","40.634792","-73.896960","337880314180314230","318","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","94037","PENNYFIELD AVENUE","ALAN PLACE","BEVY PLACE","Bronx","2566003040","40.809883","-73.803557","40.810138","-73.803860","257930207780212940","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","94008","PENNYFIELD AVENUE","FEARN PLACE","ELM PLACE","Bronx","2566003140","40.811307","-73.805085","40.811497","-73.805254","257930213635230920","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191101-17034","Queens BC","23 STREET from 42 ROAD to 44 DRIVE","Queens","Request for Speed Cushion on Truck and Bus Route","BC denied pre-inspection - closed",,"2019-11-01T09:41:42.000","DOT-407660-C9H8",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T16:52:00.000","Yes","2019-03-12T00:00:00.000","DOT Internal","36959","23 STREET","44 ROAD","44 DRIVE","Queens","4527401120","40.748401","-73.944788","40.747665","-73.945056","407040410040409990","402","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16981","Brooklyn BC","MILL AVENUE from RALPH AVENUE to AVENUE U","Brooklyn","Speeding concerns requesting speed reducer on bus route","BC denied pre-inspection - closed",,"2019-10-23T18:18:50.000","DOT-402060-M7N6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:55:00.000","Yes","2019-01-12T00:00:00.000","Citizen","167115","MILL AVENUE","RALPH AVENUE","RALPH AVENUE","Brooklyn","3538000005","40.618389","-73.917167","40.618040","-73.916782","361000373110373110","318","No","Not Feasible",,,"T","Two-way",,,,
"SR-20220114-26796","Queens BC","19 AVENUE from HAZEN STREET to STEINWAY STREET","Queens","Annually serious accidents requiring tow away's are occurring on 19th Ave (6/26 most recently). Speed and congestion continue to increase on this street. Cars pass slower traffic on this street. Near misses for vehicles turning onto 19th Ave happen daily. Our organization has lots of foot traffic and vehicle management in this area. Development (new residences/Amazon) in the area has added more vehicles on the road. We regularly provide NYPD video footage from our security system. Thank you.","Study request passed to planning","Awaiting  planning decision","2022-01-14T12:42:26.000","DOT-463781-B2W3",,,,,,,,,,,"Yes","2020-07-10T00:00:00.000","Citizen","77033","19 AVENUE","46 STREET","47 STREET","Queens","4523000100","40.775735","-73.895839","40.775235","-73.895132","406290410390410540","480","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191104-17095","Queens BC","82 STREET from 34 AVENUE to 35 AVENUE","Queens","Speed Reducer Requested on Bus Route","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-11-04T18:19:00.000","DOT-422574-C4P5",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T16:32:00.000","Yes","2019-07-07T00:00:00.000","Citizen","175383","82 STREET","34 AVENUE","35 AVENUE","Queens","4594400115","40.753731","-73.885038","40.751787","-73.884684","416890408440408590","403","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20180116-13565","Queens BC","46 STREET from 25 AVENUE to 28 AVENUE","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Speed Hump request on 46th Street from 25th Avenue to 28 Avenue - Queens. 85% SPEEDS 32.3","CB accepted proposal","Planning actions","2018-01-16T15:50:52.000","355314-X2S5",,,"2021-10-05T00:00:00.000","2021-10-05T00:00:00.000",,,,,,,"No","2018-01-16T00:00:00.000",,"75477","46 STREET","25 AVENUE","28 AVENUE","Queens","4551201030","40.765712000000001","-73.906912000000005","40.76323","-73.908907999999997","410390407240407540","401","Yes","Feasible",,"0","W","One-way",,,,
"SR-20170411-12773","Brooklyn BC","HENDRIX STREET from FULTON STREET to ARLINGTON AVENUE","Brooklyn",,"BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2017-04-11T12:21:49.000","DOT-331319-P7M8",,"2019-06-14T00:00:00.000",,,,,,,,"2019-06-14T12:44:00.000","No","2017-04-04T00:00:00.000","Council Member","47733","HENDRIX STREET","ARLINGTON AVENUE","FULTON STREET","Brooklyn","3422000030","40.679875000000003","-73.891215000000003","40.678165","-73.890775000000005","348730312830342730","305","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20191028-17022","Queens BC","ELIOT AVENUE from 62 STREET to 74 STREET","Queens","Speed Cushion Request form NY Assembly.  CH PRIORITY STUDY REQUEST, BOUNDARIES EXT. AS PER AMD EMAIL 9-28-21.  SAFE TEAM CASE, RADAR SPEED SURVEY WAIVED","Study request passed to planning","Awaiting  planning decision","2019-10-28T09:45:46.000","DOT-405822-J6L3",,,,,,,,,,,"Yes","2019-02-20T00:00:00.000","NYS Assembly Member","74297","ELIOT AVENUE","68 STREET","68 STREET","Queens","4228800125","40.718806","-73.892512","40.718987","-73.892129","443490414440414440","405","No","Not Feasible","Speed Cushion denied for not being 1000' clear of a speed camera",,"T","Two-way",,,,
"SR-20230221-29255","Administrator","EAST  219 STREET from OLINVILLE AVENUE to WHITE PLAINS ROAD","Bronx","Elected Official Rep. speed hump request due to traffic safety concerns. Also, DOT-444324-S1P3. School: Williamsbridge Naacp Early Childhood Education Center","2nd inspection requested - New study created","Awaiting  planning decision","2023-02-21T09:05:28.000","DOT-403766-T9K6",,,,,,,,,,,"No","2019-01-30T00:00:00.000","NYS Assembly Member","88903","EAST 219 STREET","WILLETT AVENUE","WHITE PLAINS ROAD","Bronx","2274500030","40.884031","-73.864253000000005","40.883575999999998","-73.862803999999997","228200277950277150","212","No","Not Feasible",,,"W","One-way",,,,
"SR-20220114-26796","Queens BC","19 AVENUE from HAZEN STREET to STEINWAY STREET","Queens","Annually serious accidents requiring tow away's are occurring on 19th Ave (6/26 most recently). Speed and congestion continue to increase on this street. Cars pass slower traffic on this street. Near misses for vehicles turning onto 19th Ave happen daily. Our organization has lots of foot traffic and vehicle management in this area. Development (new residences/Amazon) in the area has added more vehicles on the road. We regularly provide NYPD video footage from our security system. Thank you.","Study request passed to planning","Awaiting  planning decision","2022-01-14T12:42:26.000","DOT-463781-B2W3",,,,,,,,,,,"Yes","2020-07-10T00:00:00.000","Citizen","77037","19 AVENUE","48 STREET","49 STREET","Queens","4523000120","40.774735","-73.894422","40.774226","-73.893704","406290410640410740","480","No","Not Feasible",,,"T","Two-way",,,,
"SR-20220114-26796","Queens BC","19 AVENUE from HAZEN STREET to STEINWAY STREET","Queens","Annually serious accidents requiring tow away's are occurring on 19th Ave (6/26 most recently). Speed and congestion continue to increase on this street. Cars pass slower traffic on this street. Near misses for vehicles turning onto 19th Ave happen daily. Our organization has lots of foot traffic and vehicle management in this area. Development (new residences/Amazon) in the area has added more vehicles on the road. We regularly provide NYPD video footage from our security system. Thank you.","Study request passed to planning","Awaiting  planning decision","2022-01-14T12:42:26.000","DOT-463781-B2W3",,,,,,,,,,,"Yes","2020-07-10T00:00:00.000","Citizen","76985","19 AVENUE","STEINWAY STREET","41 STREET","Queens","4523000050","40.778272","-73.899439","40.777758","-73.898706","406290464290409640","401","No","Not Feasible",,,"T","Two-way",,,,
"SR-20190425-14791","Queens BC","118 AVENUE from 197 STREET to FRANCIS LEWIS BOULEVARD","Queens","Elected Official Rep. speed hump request due to speeding concern. Also DOT-497301-L0M4, DOT-503223-G9Q1","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-25T18:14:04.000","DOT-407345-H4J8",,"2022-11-18T00:00:00.000",,,,,,,,"2022-11-18T09:37:00.000","No","2019-03-08T00:00:00.000","Elected Official","64706","118 AVENUE","201 STREET","201 PLACE","Queens","4629003130","40.693593","-73.751214000000004","40.693826999999999","-73.750366","421070425940425935","412","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%","0","T","Two-way",,,,
"SR-20180123-13622","Queens BC","40 ROAD from JUNCTION BOULEVARD to 98 STREET","Queens",,"BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2018-01-23T13:20:07.000",,"DOT-364437-L8W3","2022-06-23T00:00:00.000",,,,,,,,"2022-06-23T12:32:00.000","No","2018-01-23T00:00:00.000",,"83063","40 ROAD","JUNCTION BOULEVARD","97 STREET","Queens","4544203010","40.748369446866903","-73.868914901013696","40.748640237214197","-73.868091495832104","409440451790419040","404","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20201026-20045","Queens BC","145 DRIVE from 175 STREET to GUY R BREWER BOULEVARD","Queens","Citizen speed hump request due to speeding concerns. Extended Boundary for DOT-512137-T6J4, Pd-9/2/2021.","Study request passed to planning","Awaiting  planning decision","2020-10-26T15:45:15.000","DOT-448477-M9Z4",,,,,,,,,,,"No","2020-01-22T00:00:00.000","Citizen","59565","145 DRIVE","177 STREET","177 PLACE","Queens","4652602030","40.664031","-73.770652","40.664373","-73.769869","422975424940424930","413","Yes","Feasible",,,"T","Two-way",,,,
"SR-20190311-14571","Administrator","BAY STREET from VICTORY BOULEVARD to MINTHORNE STREET","Staten Island","Love Your Block 2019 Friends of Tompkinsviille Park. West Rdwy bet. Victory Blvd & Minthorne St","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-03-11T14:24:54.000","DOT-407553-Y8T2",,"2019-06-25T00:00:00.000",,,,,,,,"2019-06-25T14:56:00.000","No","2019-03-05T00:00:00.000","DOT Internal","229197","BAY STREET","CENTRAL AVENUE","BEND","Staten Island","5062800045","40.637747108803197","-74.076017950464603","40.636753315009997","-74.076290649050605","517450522550518510","501","No","Not Feasible","Block is outside requested study parameter limits.",,"T","Two-way",,,,
"SR-20201013-20020","Queens BC","160 AVENUE from 79 STREET to CROSS BAY BOULEVARD","Queens","Police Department speed hump request due to speeding concerns. Bus Route Q21 and Q41","BC denied pre-inspection - closed",,"2020-10-13T14:08:26.000","DOT-414865-W4P2",,"2023-07-14T00:00:00.000",,,,,,,,"2023-07-14T10:30:00.000","Yes","2019-05-13T00:00:00.000","Police Department","50396","160 AVENUE","84 STREET","85 STREET","Queens","4668200070","40.656301","-73.847853","40.656437","-73.846898","423990417140417340","410",,"Not Feasible",,,"T","Two-way",,,,
"SR-20160920-12292","Brooklyn BC","7 AVENUE from 20 STREET to 22 STREET","Brooklyn",,"BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2016-09-20T18:32:30.000","DOT-310775-B3J2",,"2021-09-24T00:00:00.000",,,,,,,,"2021-09-24T12:11:00.000","No","2016-09-14T00:00:00.000","Citizen","21338","7 AVENUE","21 STREET","22 STREET","Brooklyn","3884000350","40.65869","-73.989013999999997","40.658135999999999","-73.989591000000004","305780307330307380","307","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20160928-12323","Queens BC","79 STREET from SUTTER AVENUE to PITKIN AVENUE","Queens","Speed Hump Request","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2016-09-28T09:23:40.000","309830-S3T3",,"2022-01-28T00:00:00.000",,,,,,,,"2022-01-28T15:03:00.000","No","2016-09-28T00:00:00.000",,"51163","79 STREET","PITKIN AVENUE","SUTTER AVENUE","Queens","4591210030","40.67662","-73.857898000000006","40.674861999999997","-73.857433","416490459190464890","410","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20161015-12367","Brooklyn BC","HICKS STREET from CONGRESS STREET to UNION STREET","Brooklyn",,"MOSAICS Entry - actual - closed",,"2016-10-15T08:26:43.000","DOT-310851-W9J7",,,"2019-08-19T00:00:00.000","2019-08-19T00:00:00.000",,,"2021-08-23T00:00:00.000","2021-08-19T00:00:00.000",,"2021-08-24T15:13:00.000","No","2016-09-15T00:00:00.000","Citizen","23598","HICKS STREET","WARREN STREET","BALTIC STREET","Brooklyn","3426404020","40.688616514080799","-73.999430277861606","40.687976983688998","-73.999736776473398","349630389530315180",,"No","Not Feasible","multi-lane roadway",,"W","One-way",,,,
"SR-20220114-26797","Bronx BC","LODOVICK AVENUE from PELHAM PARKWAY NORTH to EAST GUN HILL ROAD","Bronx","Citizen speed hump request. Bus Route Bx26. School: Pelham Gardens Middle School","Study request passed to planning","Awaiting  planning decision","2022-01-14T12:53:24.000","DOT-467724-T2Y9",,,,,,,,,,,"Yes","2020-08-08T00:00:00.000","Citizen","88763","LODOVICK AVENUE","ALLERTON AVENUE","EAST GUN HILL ROAD","Bronx","2440801020","40.865095","-73.836989","40.865644","-73.836969","246480208320229320","211","No","Not Feasible",,,"A","One-way",,,,
"SR-20180116-13560","Queens BC","164 STREET from 110 ROAD to BRINKERHOFF AVENUE","Queens","Queens - Request for Speed Bump Study for 164 Street from 110 Road to Brinkerhoff Avenue","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2018-01-16T14:50:12.000","354548-P2J5",,"2022-02-02T00:00:00.000",,,,,,,,"2022-02-02T12:37:00.000","No","2018-01-16T00:00:00.000","Citizen","60326","164 STREET","109 AVENUE","BRINKERHOFF AVENUE","Queens","4672006050","40.695326999999999","-73.789271999999997","40.693733000000002","-73.788105000000002","424240420240436990","412","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20191106-17106","Queens BC","23 AVENUE from 96 STREET to 97 STREET","Queens","HP:  FATALITIES and ACCIDENTS MENTIONED: 23rd Avenue from 96 street to 97 street-Queens - Speed Cushion Request on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:24:19.000","DOT-434971-S9C6",,,,,,,,,,,"Yes","2019-10-07T00:00:00.000","Citizen","76842","23 AVENUE","96 STREET","97 STREET","Queens","4526801160","40.768338","-73.874291 ","40.768431","-73.873392 ","406940418890419040","403","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9472","JEWETT AVENUE","COLLEGE AVENUE","MAINE AVENUE","Staten Island","5376400220","40.621020","-74.131804 ","40.620361","-74.131695 ","534850523960537395","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9469","JEWETT AVENUE","MAINE AVENUE","CONSTANT AVENUE","Staten Island","5376400230","40.620361","-74.131695 ","40.619008","-74.131469 ","534850537395524300","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9445","JEWETT AVENUE","CONSTANT AVENUE","THE BOULEVARD","Staten Island","5376400240","40.619008","-74.131469 ","40.618410","-74.131377 ","534850524300550965","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17079","Queens BC","BELL BOULEVARD from 32 AVENUE to 35 AVENUE","Queens","Speed Reducer Request on Bus Route from NYPD","BC denied pre-inspection - closed",,"2019-11-04T15:32:57.000","DOT-414998-R2W7",,"2023-07-14T00:00:00.000",,,,,,,,"2023-07-14T12:44:00.000","Yes","2019-05-13T00:00:00.000","Police Department","99259","BELL BOULEVARD","32 AVENUE","33 AVENUE","Queens","4128200160","40.773674","-73.774813","40.772103","-73.774475","435690408190408290","411",,"Not Feasible",,,"T","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9444","JEWETT AVENUE","THE BOULEVARD","KEIBER COURT","Staten Island","5376400250","40.618410","-74.131377 ","40.618295","-74.131356 ","534850550965534920","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9442","JEWETT AVENUE","KEIBER COURT","MARGARETTA COURT","Staten Island","5376400260","40.618295","-74.131356 ","40.617578","-74.131257 ","534850534920538230","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9449","JEWETT AVENUE","MARGARETTA COURT","LEONARD AVENUE","Staten Island","5376400270","40.617578","-74.131257 ","40.617265","-74.131224 ","534850538230536225","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9448","JEWETT AVENUE","LEONARD AVENUE","SAWYER AVENUE","Staten Island","5376401020","40.617265","-74.131224 ","40.616821","-74.131165 ","534850536225546320","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9446","JEWETT AVENUE","SAWYER AVENUE","WATERS AVENUE","Staten Island","5376401030","40.616821","-74.131165 ","40.616461","-74.131121 ","534850546320554530","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9418","JEWETT AVENUE","WATERS AVENUE","GOODWIN AVENUE","Staten Island","5376401040","40.616461","-74.131121 ","40.616099","-74.131077 ","534850554530529870","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9416","JEWETT AVENUE","GOODWIN AVENUE","CROWELL AVENUE","Staten Island","5376401050","40.616099","-74.131077 ","40.615364","-74.130993 ","534850529870525290","501","No","Not Feasible",,,"T   ","Two-way",,,,
