"sitename","gispropnum","initplntsn","acreage","dtacolmthd","shape"
"Inwood Hill Park","M042","1998","0.224","Drawing","0xD7080000010407000000804458933DAD2E4100487B00696D0F4180E927A1F5AC2E4100CC0DDD016C0F4100F388B7ABAC2E41001AE0294E6A0F4100CC4E1167AD2E41003E2F4482690F4100501E279BAD2E4100E25899CF6A0F41808242D1C4AD2E4100C8839C466C0F41804458933DAD2E4100487B00696D0F4101000000020000000001000000FFFFFFFF0000000003"
"Canarsie Park","B018","2008 Spring","2.845","GPS","0xD708000001043D000000009164A5820B2F4100CC9D235CDE0441002EFB596D0B2F410052D7CC1BDF044180E90B74350B2F41003AD982BBDF04410022E3DC0A0B2F41003AD982BBDF044180C094F2DA0A2F4100AC875466DF0441802DE201BB0A2F4100B86D1931DF0441802DE201BB0A2F41005AEF51B1DE044180C94DB6A50A2F410032347071DE044180D2067A700A2F41000C798E31DE0441000BDEE2450A2F410098A87D51DE044180F4F140330A2F4100003FCA66DE04418043B54B1B0A2F41000A574FFCDD04418043B54B1B0A2F4100BAE08B7CDD0441800F6AA5100A2F41008414135DDC0441800F6AA5100A2F41006E893B48DB044180DDDA9E200A2F41009C85CF08DA044180DDDA9E200A2F4100E678BF73D9044180AC005AFB092F410078E96014D8044100CCA5BFD8092F4100D0C2154AD7044100EE90869B092F4100F2FA2375D6044180A75B3F7E092F410006D72EA0D5044180DF32A853092F4100CE5EB580D40441007C9E5C3E092F41001652A5EBD304410021C3D4F3082F41008AAC7796D3044180254F97BE082F4100FA5A4941D3044180473A5E81082F41005E235621D304410038C11E54082F4100CED127CCD204410023F0DD26082F41008207654CD2044100F6179A01082F4100F093F7C1D10441005CF246FC072F4100D412DA4CD104410028A7A0F1072F410048E01E43CF04418033A6C5A1072F41000850208ECE0441806F7F2F77072F4100F4704979CD044100EFB6DF69072F4100F2997664CC0441000CEBE361072F410004CA808FCB044100A20E3667072F41001CEA0925CB0441003E7AEA51072F410030C61450CA044180278E483F072F410048C45EB0C9044180916AF639072F410074C0F270C80441000F5C4547072F4100227CEFBBC70441802548E759072F41004660FEE6C60441801C8F238F072F4100B60ED091C6044180CDCB18A7072F41002C8BE171C6044180170361C4072F410008A7D246C70441005E38A8E1072F41006E3D1F5CC704418042954304082F410008A7D246C70441808684293C082F4100B49B5D46C8044100CB730F74082F41001223B8A5C904410043AE9BB6082F41001AC8CAEFCA0441809B43C21B092F4100E68A84AECD044180D679E488092F41004496D9E2CF0441800F6AA5100A2F4100A0AAC1F6D2044180D2067A700A2F41009E40E28AD50441805D2BA7C50A2F41000AD040EAD60441005874E4FA0A2F41007A0BA049D8044100BE4E91F50A2F41007EE2725ED9044100EC51D51A0B2F41005492DF9DDA04418038CF7E1D0B2F41003EB6D472DB044100B34F6C450B2F410028B88A12DC0441005D19FF770B2F41009225AA3CDD0441009164A5820B2F4100CC9D235CDE044101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.103","Drawing","0xD708000001040600000000E44D3D0BB92E4100579D5F74061041008B797801BA2E4100301A109E051041808DED625ABA2E4100B07DCF6F06104100347331C6B92E4100579D5F74061041005EEFFE6AB92E4100579D5F7406104100E44D3D0BB92E4100579D5F7406104101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.511","Drawing","0xD708000001041500000080EF4B73C8B92E4100D750079308104100347331C6B92E4100579D5F74061041808DED625ABA2E4100B07DCF6F06104180DB44FFB6BA2E41001BC5A02C09104180C40735A7BA2E4100D0FE933C091041002B0EE18ABA2E4100317B2A6A09104100937E4384BA2E4100C74EEA7409104100B6DC9C7EBA2E41002728AD810910410029A0137ABA2E4100FE031C900910410065DCC676BA2E4100CC70D39F09104100C013CD74BA2E4100F6EE68B0091041006FE13374BA2E4100BFEE69C1091041008378FF74BA2E41006B3463D209104180E54D2A77BA2E41003380DFE2091041805D6EA57ABA2E410068486FF2091041808E2A597FBA2E41006A0BA7000A104180FC412585BA2E4100C307260D0A1041000E3BE28BBA2E4100269296170A10410011E46193BA2E41008271B11F0A104180D790C0CAB92E41004E31E5080A104180EF4B73C8B92E4100D750079308104101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.038","Drawing","0xD708000001041A000000806302D41CBA2E4100F56C1464031041005970A01EBA2E4100C5789B7503104100519BE01EBA2E4100FA917E870310410045AA921DBA2E4100774C3299031041805A5BC01ABA2E410029402DAA03104100E8058016BA2E410012BBEBB9031041006B40F210BA2E4100591DF3C7031041008DB7420ABA2E4100588DD6D30310410015D2A402BA2E4100ABFD39DD03104180E93154FAB92E41003631D4E303104100030291F1B92E4100341772E70310418069A09FE8B92E41003721F7E703104180296DC5DFB92E410031F35FE5031041004E4747D7B92E41006E09C0DF03104180D4DC66CFB92E4100996643D703104180ABA861C8B92E4100AFE32BCC03104100A4EC6DC2B92E4100FFD7CFBE031041007330BABDB92E410019BD96AF03104100A5E76ABAB92E4100C92AF79E031041809C9A99B8B92E41000023728D03104180919054B8B92E4100CD5F8F7B031041808BCD9DB9B92E41004B4DDA690310418063686BBCB92E41008D53DC5803104100C7B5A7C0B92E41009224194903104100347331C6B92E410033B60B3B031041806302D41CBA2E4100F56C146403104101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.496","Drawing","0xD708000001040500000080A18B321BB92E410067C3346D0A104100E5F3A995BA2E4100FBE7727F0A10418098DC61CCBA2E4100A42482270C104100AA064734B92E4100927F30350C104180A18B321BB92E410067C3346D0A104101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.437","Drawing","0xD708000001041E00000080CFBB183CBB2E4100C1D7279A0B104100C86B0423BB2E410070CC5F2D0A1041809580CD56BC2E41008476DADF0910410042DC1169BC2E41004EEFEBDB09104100302F677BBC2E410089B44EDE0910410047B9428DBC2E4100EFA1F0E6091041807C6C1D9EBC2E4100848A90F509104100E29E77ADBC2E41009CE6BF090A104180B5E7DCBABC2E4100E783E5220A1041806FFCE7C5BC2E4100843B43400A104180CB3545CEBC2E41001750FA600A104180D53FB5D3BC2E4100E27D13840A104180EDF20ED6BC2E4100E0B084A80A104100CE5540D5BC2E4100E76C3ACD0A10410090CA4FD1BC2E4100C22F1EF10A104180A60C5BCABC2E4100568520130B104180DDDA96C0BC2E4100BFBF3F320B10410052F34CB4BC2E41006D5D904D0B1041806C65DAA5BC2E4100406B43640B104180D5E1AC95BC2E41009F3CAD750B10410065873E84BC2E41008BC949810B1041801A891372BC2E4100B262C1860B1041800A7AB55FBC2E4100725FEA850B1041004F70AF4DBC2E4100E421CB7E0B104100DB185620BC2E4100C6751E6B0B1041805F3034F2BB2E4100026D19610B104180D6BCCCC3BB2E410004EAD7600B10410040F1A395BB2E4100D3445B6A0B10418097FE3C68BB2E410002F1877D0B104180CFBB183CBB2E4100C1D7279A0B104101000000020000000001000000FFFFFFFF0000000003"
"Pelham Bay Park - Hunter Island","X039","2008 Fall","0.160","GPS","0xD7080000010497000000000EB8225CCA2F4100CAA05C127C0F4180E1A08159CA2F41006E568C0B7C0F41004CF54056CA2F4100084CDC087C0F418023E4E253CA2F410018613C0C7C0F4180A361E14FCA2F4100F41C9B187C0F41809640BB4BCA2F4100D8BFC2257C0F418026F5FF47CA2F4100B24732347C0F4180154AEA45CA2F4100F2BF993E7C0F41802FF0BC3FCA2F41003EC51E637C0F4180DE74543DCA2F41000E9D606C7C0F4180C079D636CA2F41005A98DF807C0F418066A02934CA2F4100A6385B8D7C0F4180B65EF332CA2F41000AFF699B7C0F41006322D531CA2F41009E3286C07C0F41808C551931CA2F4100048BDDC77C0F41005D810430CA2F410076BDA1CC7C0F4180A00ECB2ECA2F41001432DCCE7C0F4100313B212DCA2F4100C26DCFCF7C0F4100B4CE3F25CA2F410012F190CD7C0F4180B41F6822CA2F4100FA5217CF7C0F4180384AFD20CA2F41009A089DD27C0F4100E90FE01FCA2F4100A86E50D87C0F4100BE6C0E1FCA2F4100263132E07C0F4180AE06861ECA2F410074805AEA7C0F4100C7394A1ECA2F4100646FFE057D0F41801272661FCA2F4100DCEE424F7D0F4180C66CCE1ECA2F41004C38135D7D0F41805D032F1ECA2F41008E96C2607D0F410012FA541DCA2F4100E4DC65627D0F418076BA9F1BCA2F410032EBEC607D0F4180FBAD6E19CA2F410028FA735A7D0F41807B08C610CA2F41004C98C0347D0F410014EC0C0DCA2F4100FC0AF9267D0F41008F73D009CA2F41008ACBD81E7D0F41003294E006CA2F4100E26FD51B7D0F4100AC4E2804CA2F4100E8255B1C7D0F418090370701CA2F41009AD3DC1E7D0F4180F360DBF8C92F41007CB0762A7D0F41009B0357F3C92F4100AA40EA367D0F418065C537F1C92F4100F2BFD4397D0F41806118A1EEC92F41004AA51C387D0F4100593E09ECC92F4100B8A9F32F7D0F4100A694C9E9C92F410098AC49247D0F4180CED7EAE4C92F4100C01AD4057D0F4180132AA9E2C92F4100F853C5FA7C0F4180F86570CDC92F4100CC29ABAC7C0F4100C8FAE4C5C92F41004E1272837C0F41806554FCC3C92F410050B4C27D7C0F4180CD1648C2C92F410050B4C27D7C0F4180860B2DC1C92F4100B4CE7A817C0F418008F9B8BEC92F41007C92DD8E7C0F4180578C82BDC92F41002279A6927C0F4180741270BAC92F4100EA4F67947C0F410081ED47B5C92F410068AAE9907C0F4100710FAEB2C92F4100E8046C8D7C0F4180A52E68B0C92F410044CD4F877C0F4100FEB96DAEC92F41006A4F907E7C0F41005247B4ACC92F41007A6AF2727C0F41000DD24EAAC92F4100C4E22C597C0F410021E06AA5C92F41002E1C1A0F7C0F4180AA047DA3C92F4100BAFF5FFC7B0F4100036140A1C92F410020BFBEED7B0F4180DF16DB9DC92F4100E2D89FDC7B0F41008EF41E99C92F4100EAD8C8C27B0F4180F4751F96C92F410056AC06B07B0F41006634E993C92F410074EC7A9E7B0F4180F28D8092C92F41009C98FA8D7B0F4180931C1D91C92F4100447813757B0F410090E79790C92F410060773C627B0F4180A320DF90C92F4100E48A9A527B0F4100DB23F691C92F4100F8C637467B0F41802D97DA93C92F4100E622E53C7B0F418038268D99C92F41006A1F62297B0F41805B41B09CC92F4100E68C421A7B0F4180AA047DA3C92F410000037BF27A0F4180D954E5A6C92F410072CD89E17A0F418076AFBDACC92F41003A0B52CD7A0F41001D7FE6BBC92F41007CE310A57A0F4180FFFC3ABFC92F41004A3262997A0F418013DDD5C1C92F4100B273578D7A0F4180ED5A6AC5C92F410006E0B6777A0F4180096E49C8C92F4100360BCB617A0F41802F179EC9C92F410076DDDD527A0F418048F1B5CBC92F4100127ED62E7A0F41803A2AFDCCC92F4100A845391F7A0F4180C138EFCEC92F4100FA0F480F7A0F410077CACDD4C92F4100E4B16BE6790F410003D33CD6C92F4100B2AF69D8790F4100C47277D7C92F4100D27420C7790F41002C5CACDAC92F410030E4A880790F4180E0FD67DCC92F41006A54DF66790F4100FBA0B9DDC92F4100562EF65A790F4180FC1047DFC92F410006EFD551790F4180058918E1C92F4100CA39504B790F41002F9634E3C92F410044DE4C47790F41008B24FCE8C92F41002090A543790F410043EFA1EFC92F4100BEC39444790F4180871721F5C92F4100B6BFBD49790F4180A4F339F7C92F4100DC3EA84D790F4100D3FAD2F8C92F41001E596052790F4100733847FAC92F41002C10675A790F410065424CFBC92F4100DC28F465790F41802E15CBFCC92F4100101FF291790F4180281F90FDC92F41004221F49F790F410089330501CA2F410074C94AC7790F4100E7578205CA2F4100B299B5F0790F4100A916220BCA2F41009A71241D7A0F4180EAB06F12CA2F41000C5EF3507A0F41808DD24017CA2F4100C474AB707A0F4180AC418E1FCA2F41000E878C987A0F410018904B2BCA2F41002CE393D57A0F418048A5AB2DCA2F4100028B13E67A0F41006724D631CA2F410018989C0C7B0F41003F32DD33CA2F4100CE730B1C7B0F410094DE8836CA2F4100DE34C2297B0F418086609F39CA2F4100183B9B327B0F41808F5DDE40CA2F4100B84ED03B7B0F4180DC058843CA2F410072BC87447B0F4180C9445245CA2F4100380BB0527B0F4100D8B25E46CA2F41000E8619687B0F4180A5251847CA2F41000AB1879B7B0F410084F6D547CA2F4100C40BE1AF7B0F418072FA9748CA2F41000AF982B97B0F418060029C49CA2F4100B64E2EC17B0F4100636EE74ACA2F4100464D03C77B0F410085447D4CCA2F410020291CCB7B0F41808136E150CA2F41005C2299D07B0F4100A366E457CA2F41001442A9D47B0F410020B01E5BCA2F4100B2B6E3D67B0F4100D020975CCA2F410018B437D67B0F41002C5D755DCA2F41008AF6ADD17B0F41003BF6815ECA2F41004E51DAC17B0F41806699535FCA2F41005475C1BE7B0F41001308CB60CA2F41008E2097BF7B0F4100074FD962CA2F410074D370C37B0F4180F4896164CA2F4100268E4EC97B0F4100132B7265CA2F410078FEB1D27B0F418073650F66CA2F4100A8BF68DF7B0F4180A82F5F66CA2F4100200D66F27B0F41002E9B3F66CA2F4100FE4D07FF7B0F41009DC79565CA2F41001C241E107C0F410009BB2464CA2F4100668AA82D7C0F41008D183E63CA2F4100E25C92367C0F418000141162CA2F4100B237803D7C0F4180A669A65FCA2F41000C0A6A477C0F4100DEC1275ECA2F41002240054A7C0F41007223035DCA2F4100DCF409457C0F4180C9E5CE5BCA2F41007C5F3E377C0F418060AFB35BCA2F4100B81AC62E7C0F410011EDA75CCA2F41004632FB197C0F41000EB8225CCA2F4100CAA05C127C0F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M043","2008 Fall","0.193","GPS","0xD70800000104120000008009B189FEA92E4100BE773842800F41801062A310AA2E4100B80FB050800F418069667B18AA2E4100D86B6183800F418013F0D40EAA2E4100C222C611810F410007FBADF3A92E41008A7D796D810F4100EBA353B4A92E4100E4DB1A99800F4180D7A3A581A92E41001EB95A5A800F410041654354A92E4100D01050A47F0F4180087D2124A92E4100A8E125867E0F41005C3DEC22A92E4100B45252CC7D0F4180CEB07F66A92E410044BD82817D0F4100DDE7B28AA92E4100A4FEA4997D0F4100086F7DF5A92E4100ACB1638D7E0F4100B0DE74EFA92E4100E099B50F7F0F4100635BF400AA2E41004EF61E0D800F4100AF6AA5EDA92E4100F8547803800F41805BAADAEEA92E4100643E474E800F418009B189FEA92E4100BE773842800F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2008 Fall","0.852","GPS","0xD708000001041100000080EA899ABEAE2E4100021650BD890F410014419336AF2E4100FA33DB81890F4100BB50F581AF2E41000E60AB6F8A0F4100C0ECAF9FAF2E4100DEB2CA648C0F4180E39E2E52AF2E4100A448C3B3910F4180509F6A11AF2E4100084652AE920F41809AD76BBBAE2E41006A4AB44F930F41803179E48FAE2E4100B239FE20930F4180477C3973AE2E410038CC84AF910F41004A2B372EAE2E4100AC950082900F4100455E829AAE2E4100CC7EF7158E0F41806C53BEAFAE2E41009E0F8EA78D0F4180B0DAC09EAE2E4100F076B4DB8C0F4100A9204FA8AE2E4100109CC2978C0F4180DF48B247AE2E41000E60AB6F8A0F4180E9EFE0A0AE2E4100A8CCB44D8A0F4180EA899ABEAE2E4100021650BD890F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2008 Fall","1.521","GPS","0xD708000001040A000000003A82D603B02E4100BE8A73EA610F4180BD41CE74B12E4100F00BF4A0600F41009A0AE2BCB12E410086213991610F41003891B9ABB12E4100F41B4DEF620F41802C634205B12E41005E34737D640F4180216BE333B02E410034B48EDD640F41802CCC3236AE2E4100587EE501640F41803E23E009AD2E41006E2BAF1B5E0F4100B3867B42AE2E4100309593665E0F41003A82D603B02E4100BE8A73EA610F4101000000020000000001000000FFFFFFFF0000000003"
"Michaelis-Bayswater Park","Q007","2008 Fall","0.975","Drawing","0xD7080000010413000000008EC46B82FC2F4100C0AC75BC480341805688B338FC2F41005E0E2D0144034100D418FD4CFC2F41004A7AC20C42034180F567527CFC2F4100C06CD7264103410045146CB2FC2F4100304D13924003410014A088C6FC2F41007083A15B42034180DA980192FC2F410010F56A5B4303410097D362CDFC2F4100404808BF470341008783962FFD2F410026A397104B0341003D2C435DFD2F4100145481194C0341806F761584FD2F41001C4D3D594D034100A7EDE8AAFD2F4100FE2FBE464E0341008C1601E4FD2F410068CAD0E14F034180F372F323FE2F41007E3DF63C5103418090A96B98FE2F41002209F28E5203418022656B5AFF2F4100761E1C72540341002AF9F234FF2F41003A7EDF9D55034180315E209EFD2F4100FA930D9B520341008EC46B82FC2F4100C0AC75BC48034101000000020000000001000000FFFFFFFF0000000003"
"Pelham Bay Park - Burr Ave","X101","2008 Fall","0.543","Drawing","0xD7080000010421000000006B4B5A40772F4100E404E235A70E418041B03A73772F41001E5266B6A70E4100D939018E772F4100F039372CA80E4100A3FD639B772F410066A7EE36A80E4180BEABE8C8772F4100DC9E9A8CA80E41006E9CB8EB772F4100A0F472B7A80E4180F2EB76FE772F4100609E4AE2A80E4100F75DF223782F41004ACDB8F7A80E4100D85D5E39782F4100E849FB37A90E41800771EB6E782F4100F8DBF382A90E4180CA9BC399782F4100945836C3A90E4180945F26A7782F41001A58E618AA0E4180A4104C99752F41007C788021A80E41801C702FDB742F41000881D4CBA70E410085E668C0742F4100F642DB80A70E4100CF870EBB742F4100E404E235A70E418052ACCCCD742F41009CAF59B5A60E4180CC60FFFD742F41008A71606AA60E410064EAC518752F4100147AB414A60E4100FC738C33752F41006262D534A60E418022E89C43752F41009CAF59B5A60E418065353281752F4100961CC115A70E4180DFE964B1752F4100961CC115A70E4180C9884DEC752F4100961CC115A70E41002BD67614762F4100961CC115A70E41801F10EB31762F41004A34A0F5A60E41004F237867762F410086DEC7CAA60E41001DE9DB74762F410000DF1775A60E41802588589A762F4100C89193F4A50E4180D9EAA3E2762F41006AA16ED4A50E41005E3A62F5762F41002C4B46FFA50E410009FE3018772F41004EC73895A60E41006B4B5A40772F4100E404E235A70E4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2002 Fall","0.114","Drawing","0xD7080000010407000000807E958E1DAB2E4100D22974AB480F41000AB5B0EFAA2E4100F2E7BDF3490F4100D1A826B3AA2E4100643973B54A0F4100EC88665EAA2E410022222CB3490F4180A317DFC2AA2E4100F0C00292470F4100648101EFAA2E4100BED6972E480F41807E958E1DAB2E4100D22974AB480F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2002 Fall","0.026","Drawing","0xD708000001040500000080CF7015A1AC2E4100CC44F00F450F41001F1C6ECFAC2E410042696FEA430F410051761DF2AC2E4100BC44ECD2440F4180BA0AFBD3AC2E4100E8AC03AA450F4180CF7015A1AC2E4100CC44F00F450F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2002 Fall","0.125","Drawing","0xD7080000010406000000001D48F3A4AF2E41000CB3AA74610F4100211AB3BBAF2E410000CB84755E0F41003B99A42BB02E410084883B9E5E0F418095F2F90CB02E4100ACFCD4C8610F41807CCB0EEAAF2E4100AA7038B6610F41001D48F3A4AF2E41000CB3AA74610F4101000000020000000001000000FFFFFFFF0000000003"
"Inwood Hill Park","M042","2002 Fall","0.132","Drawing","0xD70800000104050000008069AA8404AF2E4100203BC4565C0F41802D9475C7AE2E4100AEF5D77B5A0F4100E4148063AF2E4100BCBE5351590F4100202B8FA0AF2E4100B2E3AE1E5B0F418069AA8404AF2E4100203BC4565C0F4101000000020000000001000000FFFFFFFF0000000003"
"Raoul Wallenberg Park","X259","2009 Spring","0.208","Drawing","0xD708000001041D00000000CEED9A6DBC2E41008C4B826E0810418002596784BC2E41008F2E2E60091041006109564EBB2E410009FBEFBF0910418016F73645BB2E410016B86C0009104100851F7649BB2E41009DB7420E091041003651CF4EBB2E4100DD22791A0910418093681B55BB2E4100809EB72409104180EBB42C5CBB2E41006495B32C0910410078FACF63BB2E4100A8E8323209104180629FCD6BBB2E4100B39D0D3509104180CAAFEB73BB2E410035362F3509104180CADFEE7BBB2E4100295A963209104100823B9D83BB2E4100D92F562D0910410019D3BE8ABB2E4100D803952509104180C7E91F91BB2E410001F18A1B09104180D9229296BB2E41006E34810F09104180B5AEED9ABB2E410070D1CE0109104100E223139EBB2E4100898FD7F208104180057FEB9FBB2E41005E4808E308104100ED7A69A0BB2E4100ACE1D3D20810418064CCA8B3BB2E4100097FCAA808104100D85343CABB2E4100BA6A138608104100A05C89E3BB2E4100D014BC6B08104100C588B6FEBB2E4100656C915A08104180145CF71ABC2E41007ED11853081041803D757037BC2E4100FBB88C5508104180E76E4453BC2E410092A6D96108104100CEED9A6DBC2E4100D130A07708104100CEED9A6DBC2E41008C4B826E08104101000000020000000001000000FFFFFFFF0000000003"
