"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"56241","207241","BRONX","1306","CHISHOLM STREET","10459","43","0","0","0","2019-12-12T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.830756","-73.895634","3","16","153","2010443","2029720062","Crotona Park East"
"1000481","433831","QUEENS","1894","DE KALB AVENUE","11385","5","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.709412","-73.914006","5","34","53901","4619111","4034000034","Ridgewood"
"154766","322004","BROOKLYN","1536","51 STREET","11219","42","0","0","0","2022-02-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.630699","-73.987989","12","44","236","3129603","3054650021","Borough Park"
"194180","336883","BROOKLYN","184","AVENUE S","11223","2","0","0","0","2023-04-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.601100","-73.978789","11","47","408","3190137","3070820007","Gravesend (West)"
"984192","387976","BROOKLYN","951","PACIFIC STREET","11238","3","0","0","0","2021-04-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.679946","-73.962796","8","35","203","3398409","3011247505","Prospect Heights"
"145453","314865","BROOKLYN","8714","21 AVENUE","11214","66","0","0","0","2022-12-31T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.600943","-73.998498","11","43","286","3167929","3064110048","Bath Beach"
"468084","404381","QUEENS","73","71 STREET","11385","3","0","0","0","2021-11-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.701625","-73.879913","5","30","629","4090496","4037090020","Glendale"
"368929","317096","BROOKLYN","430","SENATOR STREET","11220","20","0","0","0","2022-12-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.635684","-74.022000","10","47","126","3144703","3058550018","Bay Ridge"
"66352","209514","BRONX","865","EAST 181 STREET","10460","13","0","0","0","2023-06-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.846174","-73.882572","6","15","363","2013163","2031240042","West Farms"
"37437","126901","MANHATTAN","246","WEST 103 STREET","10025","77","0","0","0","2019-02-14T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.799413","-73.969303","7","7","191","1056550","1018740058","Upper West Side-Manhattan Valley"
"177451","319108","BROOKLYN","1945","82 STREET","11214","3","0","0","0","2023-04-14T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.607605","-73.997054","11","38","284","3163863","3062970059","Bensonhurst"
"177451","319108","BROOKLYN","1945","82 STREET","11214","3","0","0","0","2023-04-14T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.607605","-73.997054","11","38","284","3163863","3062970059","Bensonhurst"
"16012","119793","MANHATTAN","135","EAST 74 STREET","10021","30","0","0","0","2019-01-04T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.771925","-73.961665","8","4","128","1076302","1014097503","Upper East Side-Carnegie Hill"
"182381","301038","BROOKLYN","301","100 STREET","11209","36","0","0","0","2023-02-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.613555","-74.035089","10","47","5602","3156071","3061340001","Bay Ridge"
"158577","347437","BROOKLYN","1536","56 STREET","11219","3","0","0","0","2021-08-24T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.627896","-73.990904","12","44","240","3130773","3054910021","Borough Park"
"302859","343298","BROOKLYN","765","GRAND STREET","11211","23","2","2","0","2019-12-05T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.711771","-73.942636","1","34","495","3069454","3027830029","East Williamsburg"
"178185","342156","BROOKLYN","2013","83 STREET","11214","23","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.606021","-73.995938","11","47","288","3164744","3063170071","Bensonhurst"
"376632","342648","BROOKLYN","284","STERLING PLACE","11238","4","0","0","0","2021-04-07T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.675701","-73.968552","8","35","207","3029323","3011700026","Prospect Heights"
"81693","203590","BRONX","1410","GRAND CONCOURSE","10456","35","0","0","0","2021-12-15T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.839103","-73.913532","4","14","225","2007987","2028320004","Mount Eden-Claremont (West)"
"198634","309660","BROOKLYN","708","BANNER AVENUE","11235","4","0","0","0","2023-06-22T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.583345","-73.960978","13","48","366","3196533","3072640041","Brighton Beach"
"532177","400531","QUEENS","109","118 STREET","11420","5","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.681671","-73.822925","10","28","102","4249409","4115980033","South Ozone Park"
"62456","227862","BRONX","751","EAST 133 STREET","10454","8","0","0","0","2022-02-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.801328","-73.914462","1","8","1902","2128901","2025620065","Mott Haven-Port Morris"
"838847","223898","BRONX","1012","EAST 224 STREET","10466","3","0","0","0","2022-01-10T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.884194","-73.851755","12","12","398","2103848","2048700041","Williamsbridge-Olinville"
"63614","210313","BRONX","424","EAST 148 STREET","10455","10","0","0","0","2021-04-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.814867","-73.917078","1","8","43","2000522","2022920025","Mott Haven-Port Morris"
"174791","366586","BROOKLYN","1252","79 STREET","11228","3","0","0","0","2020-12-18T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.618655","-74.010860","10","38","148","3162502","3062670027","Dyker Heights"
"138435","330122","BROOKLYN","6622","13 AVENUE","11219","6","0","0","0","2021-12-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.625212","-74.002334","10","38","194","3142525","3057600046","Dyker Heights"
"704797","406917","QUEENS","1703","WOODBINE STREET","11385","6","0","0","0","2021-05-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.701434","-73.907922","5","34","549","4082594","4034560062","Ridgewood"
"481287","401447","QUEENS","52","79 STREET","11373","5","0","0","0","2022-07-25T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.732188","-73.886068","4","25","499","4058163","4024920250","Elmhurst"
"190387","308339","BROOKLYN","1801","AVENUE L","11230","48","0","0","0","2022-01-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.620739","-73.957491","14","44","760","3180501","3067290001","Midwood"
"434526","410815","QUEENS","32","45 STREET","11103","5","0","0","0","2021-02-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.755495","-73.916326","1","26","159","4012401","4007070075","Astoria (East)-Woodside (North)"
"434526","410815","QUEENS","32","45 STREET","11103","5","0","0","0","2021-02-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.755495","-73.916326","1","26","159","4012401","4007070075","Astoria (East)-Woodside (North)"
"437216","423892","QUEENS","31","47 STREET","11103","3","0","0","0","2022-04-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.758262","-73.911853","1","22","153","4307248","4007250035","Astoria (East)-Woodside (North)"
"201079","303353","BROOKLYN","21","BAY 14 STREET","11214","4","0","0","0","2023-01-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.608598","-74.006180","11","43","180","3166435","3063650031","Bath Beach"
"111969","202596","BRONX","1268","STRATFORD AVENUE","10472","59","0","0","0","2021-12-14T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.830766","-73.875853","9","17","62","2025368","2037770035","Soundview-Bruckner-Bronx River"
"312729","330328","BROOKLYN","29","HIGHLAWN AVENUE","11223","4","0","0","0","2023-01-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.602786","-73.985131","11","43","404","3176426","3066440051","Gravesend (West)"
"304067","367623","BROOKLYN","290","GREENE AVENUE","11238","8","0","0","0","2019-12-19T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.687487","-73.959020","3","36","233","3056287","3019677505","Bedford-Stuyvesant (West)"
"27244","106238","MANHATTAN","320","RIVERSIDE DRIVE","10025","123","1","1","0","2019-12-26T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.801057","-73.970931","7","6","191","1057209","1018910001","Upper West Side-Manhattan Valley"
"950560","227760","BRONX","817","EAST 219 STREET","10467","4","0","0","0","2021-07-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.882430","-73.859176","12","12","396","2129447","2046780031","Williamsbridge-Olinville"
"191230","374463","BROOKLYN","1618","AVENUE M","11230","4","0","0","0","2023-04-18T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.618134","-73.958836","14","44","538","3180974","3067450008","Midwood"
"892921","381395","BROOKLYN","1162","66 STREET","11219","3","0","0","0","2021-12-29T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.627246","-74.005252","10","38","210","3391160","3057590032","Dyker Heights"
"10646","122117","MANHATTAN","72","EAST 3 STREET","10003","20","0","0","0","2021-12-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.725034","-73.988599","3","2","3602","1006142","1004447501","East Village"
"37435","128288","MANHATTAN","242","WEST 103 STREET","10025","10","0","0","0","2019-01-14T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.799369","-73.969202","7","7","191","1056555","1018740156","Upper West Side-Manhattan Valley"
"242351","303767","BROOKLYN","1065","EAST 12 STREET","11230","3","0","0","0","2023-06-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.623255","-73.963854","14","44","534","3179895","3067140061","Midwood"
"22519","102040","MANHATTAN","30","HAMILTON PLACE","10031","155","0","0","0","2023-07-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.821966","-73.952477","9","7","225","1061711","1020700008","Hamilton Heights-Sugar Hill"
"10984","131359","MANHATTAN","524","EAST 6 STREET","10009","10","0","0","0","2021-07-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.725151","-73.983216","3","2","32","1005054","1004010022","East Village"
"179731","328320","BROOKLYN","2302","85 STREET","11214","42","0","0","0","2019-01-22T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.600959","-73.990616","11","43","298","3185297","3068580006","Gravesend (West)"
"689613","404708","QUEENS","1858","PUTNAM AVENUE","11385","6","0","0","0","2022-02-23T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.702669","-73.904252","5","30","551","4083057","4034720006","Ridgewood"
"231410","314560","BROOKLYN","650","DEAN STREET","11238","3","0","0","0","2021-04-07T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.680376","-73.968893","8","35","163","3027869","3011370042","Prospect Heights"
"344310","301306","BROOKLYN","2304","NEWKIRK AVENUE","11226","11","0","0","0","2019-12-10T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.639183","-73.955699","14","40","51601","3329160","3052230071","Flatbush"
"196420","353608","BROOKLYN","65","AVENUE V","11223","3","0","0","0","2023-04-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.593844","-73.982115","13","43","402","3192262","3071150054","Gravesend (West)"
"392603","332261","BROOKLYN","1648","WEST 9 STREET","11223","60","0","0","0","2022-12-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.606497","-73.982321","11","43","428","3175381","3066220026","Gravesend (West)"
"246466","350493","BROOKLYN","415","EAST 16 STREET","11226","54","0","0","0","2019-12-03T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.640415","-73.963315","14","40","514","3118766","3051590047","Flatbush"
"892358","381326","BROOKLYN","8829","16 AVENUE","11214","3","0","0","0","2022-03-17T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.605534","-74.012029","11","43","174","3168402","3064300012","Bath Beach"
"154784","355405","BROOKLYN","1571","51 STREET","11219","6","0","0","0","2021-12-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.630388","-73.987437","12","44","236","3129358","3054580049","Borough Park"
"155891","328456","BROOKLYN","652","52 STREET","11220","3","0","0","0","2021-12-07T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.641958","-74.008140","7","38","100","3014021","3008090031","Sunset Park (Central)"
"514523","425724","QUEENS","101","103 STREET","11416","3","0","0","0","2023-03-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.685673","-73.839774","9","29","112","4198351","4094200010","Ozone Park (North)"
"839251","378601","BROOKLYN","334","93 STREET","11209","9","0","0","0","2023-07-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.618327","-74.031993","10","43","58","3155249","3061070017","Bay Ridge"
"992412","433141","QUEENS","135","37 AVENUE","11354","48","0","0","0","2023-06-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.761165","-73.832182","7","20","869","4609724","4049710069","Flushing-Willets Point"
"225238","332116","BROOKLYN","701","CONEY ISLAND AVENUE","11218","6","0","2","0","2023-01-19T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.640417","-73.969099","14","39","1522","3118210","3051410136","Flatbush (West)-Ditmas Park-Parkville"
"289612","362143","BROOKLYN","630","EMPIRE BOULEVARD","11213","3","0","0","0","2021-08-17T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.663973","-73.941333","9","41","331","3035212","3013260028","Crown Heights (South)"
"977989","432231","QUEENS","34","107 STREET","11368","3","0","0","0","2023-06-16T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.754902","-73.861373","3","21","381","4520311","4017490060","North Corona"
"238284","347432","BROOKLYN","730","EAST 4 STREET","11218","3","0","0","0","2021-02-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.634380","-73.974762","12","40","484","3127109","3053970035","Kensington"
"234615","377369","BROOKLYN","583","DRIGGS AVENUE","11211","5","0","0","0","2020-07-09T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.716290","-73.957224","1","33","519","3062233","3023370006","Williamsburg"
"809795","352550","BROOKLYN","161","WEST 9 STREET","11231","3","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.675365","-73.999928","6","39","65","3323284","3003810043","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"842829","379592","BROOKLYN","2282","80 STREET","11214","3","0","0","0","2023-04-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.604329","-73.988660","11","44","270","3378257","3062890038","Bensonhurst"
"342060","307206","BROOKLYN","279","NEPTUNE AVENUE","11235","6","0","0","0","2021-04-26T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.581199","-73.963568","13","48","366","3196385","3072620007","Brighton Beach"
"238304","354376","BROOKLYN","796","EAST 4 STREET","11218","3","0","0","0","2021-06-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.632612","-73.974427","14","40","484","3127610","3054100043","Kensington"
"302928","344256","BROOKLYN","945","GRAND STREET","11211","7","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.712984","-73.936456","1","34","481","3070481","3029240050","East Williamsburg"
"951513","384887","BROOKLYN","236","NORTH 7 STREET","11211","8","0","0","0","2019-01-17T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.716514","-73.955622","1","33","519","3413891","3023297501","Williamsburg"
"29531","100019","MANHATTAN","134","WEST 4 STREET","10012","3","0","0","0","2019-01-30T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.731254","-74.000058","2","1","65","1008757","1005430050","Greenwich Village"
"170082","311917","BROOKLYN","2066","73 STREET","11204","6","0","0","0","2021-08-09T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.611172","-73.989199","11","43","268","3159214","3062070033","Bensonhurst"
"136979","327256","BROOKLYN","250","11 STREET","11215","3","0","0","0","2022-11-14T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.668901","-73.989225","6","39","139","3022855","3010220010","Park Slope"
"298402","375297","BROOKLYN","662","FULTON STREET","11217","5","0","0","0","2020-01-09T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.686753","-73.975539","2","35","35","3059249","3021130035","Fort Greene"
"95675","217825","BRONX","1733","MELVILLE STREET","10460","3","0","0","0","2023-04-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.842180","-73.870009","11","13","240","2042586","2040190018","Pelham Parkway-Van Nest"
"175822","314749","BROOKLYN","1658","80 STREET","11214","4","0","0","0","2019-06-22T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.612636","-74.002395","11","43","182","3163231","3062830029","Bensonhurst"
"812220","420681","QUEENS","90","83 AVENUE","11385","3","0","0","0","2021-04-24T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.703237","-73.854418","6","32","639",,,"Glendale"
"164543","361629","BROOKLYN","1932","64 STREET","11204","4","0","0","0","2022-03-06T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.617943","-73.986608","11","47","254","3133579","3055480014","Bensonhurst"
"344192","387259","BROOKLYN","45","NEWEL STREET","11222","18","0","0","0","2021-05-06T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.724078","-73.946977","1","33","571","3332286","3026830012","Greenpoint"
"219056","336662","BROOKLYN","442","CHAUNCEY STREET","11233","8","0","0","0","2023-06-21T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.682067","-73.914896","16","41","371","3041100","3015150038","Ocean Hill"
"807873","308117","BROOKLYN","48","BROOME STREET","11222","6","0","0","0","2020-12-06T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.722301","-73.945456","1","33","499","3067605","3027010031","Greenpoint"
"897369","385989","BROOKLYN","2974","BRIGHTON 5 PLACE","11235","6","0","0","0","2021-06-09T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.579569","-73.962701","13","48","364","3244438","3086657504","Brighton Beach"
"248349","373821","BROOKLYN","201","EAST 19 STREET","11226","54","8","8","0","2019-12-23T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.644441","-73.961148","14","40","514","3118528","3051500001","Flatbush"
"44173","129226","MANHATTAN","128","WEST HOUSTON STREET","10012","20","0","0","0","2022-03-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.727612","-74.001270","2","3","65","1008258","1005250032","Greenwich Village"
"893636","428407","QUEENS","61","169 STREET","11365","4","0","0","0","2023-07-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.737764","-73.800035","8","24","1223","4148942","4068970023","Fresh Meadows-Utopia"
"893636","428407","QUEENS","61","169 STREET","11365","4","0","0","0","2023-07-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.737764","-73.800035","8","24","1223","4148942","4068970023","Fresh Meadows-Utopia"
"483497","413469","QUEENS","78","80 STREET","11385","3","0","0","0","2021-12-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.704802","-73.868517","5","32","635","4093509","4038290112","Glendale"
"45648","221886","BRONX","1969","ANTHONY AVENUE","10457","215","0","4","0","2020-06-25T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.850469","-73.902825","5","15","23502","2007733","2028110003","Mount Hope"
"894992","385341","BROOKLYN","620","MILLER AVENUE","11207","3","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.665186","-73.889325","5","42","1124","3391672","3038270029","East New York-New Lots"
"85304","215893","BRONX","1647","HOBART AVENUE","10461","31","1","1","0","2019-01-23T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.844881","-73.829777","10","13","26602","2046068","2041680031","Pelham Bay-Country Club-City Island"
"317449","344651","BROOKLYN","686","JEFFERSON AVENUE","11221","6","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.685538","-73.930364","3","36","295","3045824","3016560036","Bedford-Stuyvesant (East)"
"677181","419992","QUEENS","51","MANILLA STREET","11373","3","0","0","0","2023-04-16T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.735554","-73.883944","4","25","479","4057071","4024710035","Elmhurst"
"706029","417911","QUEENS","150","YATES ROAD","11433","3","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.693692","-73.799186","12","28","25401","4215879","4101320032","South Jamaica"
"236101","348772","BROOKLYN","2289","EAST 2 STREET","11223","3","0","0","0","2023-07-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.593569","-73.968897","15","47","388","3193834","3071540058","Gravesend (East)-Homecrest"
"653637","404394","QUEENS","475","FAIRVIEW AVENUE","11385","4","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.708931","-73.909581","5","30","591","4080525","4033810014","Ridgewood"
"810774","408631","QUEENS","83","98 STREET","11421","108","0","0","0","2022-03-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.699842","-73.852731","9","32","64101","4435193","4039070975","Woodhaven"
"103302","221105","BRONX","1824","PILGRIM AVENUE","10461","3","0","0","0","2021-12-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.847966","-73.833257","10","13","26601","2046517","2041930006","Pelham Bay-Country Club-City Island"
"23126","106299","MANHATTAN","76","IRVING PLACE","10003","22","0","0","0","2020-12-30T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.736891","-73.986638","6","2","50","1017897","1008740061","Gramercy"
"181912","304319","BROOKLYN","248","94 STREET","11209","4","0","0","0","2022-12-21T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.618246","-74.034583","10","47","54","3155442","3061130021","Bay Ridge"
"807845","375992","BROOKLYN","390","BRISTOL STREET","11212","4","1","1","1","2021-03-18T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.661565","-73.910604","16","42","916","3342594","3035870001","Brownsville"
"931546","383254","BROOKLYN","1618","STERLING PLACE","11233","3","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.671152","-73.925166","8","41","359","3388223","3013810112","Crown Heights (North)"
"896016","383471","BROOKLYN","548","WATKINS STREET","11212","104","0","0","0","2023-01-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.659027","-73.905144","16","42","920","3398651","3036170025","Brownsville"
"80103","203993","BRONX","815","GERARD AVENUE","10451","79","0","0","0","2022-02-17T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.825704","-73.926008","4","8","6301","2002978","2024830023","Concourse-Concourse Village"
"144023","304773","BROOKLYN","8210","19 AVENUE","11214","53","1","1","0","2021-12-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.608003","-73.998318","11","38","278","3164658","3063150034","Bensonhurst"
"368925","317095","BROOKLYN","424","SENATOR STREET","11220","20","0","0","0","2022-12-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.635734","-74.022108","10","47","126","3144702","3058550016","Bay Ridge"
"345181","374622","BROOKLYN","125","NORTH 4 STREET","11249","3","0","0","0","2019-02-12T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.716527","-73.960059","1","33","553","3062315","3023430024","Williamsburg"
"163609","308219","BROOKLYN","1016","63 STREET","11219","3","0","0","0","2023-07-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.630776","-74.006344","10","43","212","3141723","3057370012","Dyker Heights"
"311243","363691","BROOKLYN","1267","HERKIMER STREET","11233","7","0","7","0","2022-03-10T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.677565","-73.911502","16","41","301","3042218","3015510067","Ocean Hill"
"292728","342718","BROOKLYN","281","FLATBUSH AVENUE","11217","14","0","0","0","2019-01-30T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.679348","-73.974016","8","35","161","3028340","3011500012","Prospect Heights"
"890236","431638","QUEENS","40","76 STREET",,"10","0","0","0","2021-03-25T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.632527","-74.035585","10","43","44","3149069","3059470011","Bay Ridge"
"22080","118960","MANHATTAN","484","GRAND STREET","10002","260","3","3","0","2020-12-07T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.714927","-73.983284","3","1","12","1004065","1003310065","Lower East Side"
"201074","375484","BROOKLYN","204","BAY 14 STREET","11214","3","0","0","0","2023-04-24T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.605005","-74.009943","11","43","174","3168479","3064310058","Bath Beach"
"241982","336516","BROOKLYN","788","EAST 10 STREET","11230","38","0","0","0","2021-02-25T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.630019","-73.967198","14","40","460","3170201","3064970038","Flatbush (West)-Ditmas Park-Parkville"
"818704","379249","BROOKLYN","1130","37 STREET","11218","3","0","0","0","2020-12-03T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.643734","-73.988437","12","39","226","3344103","3052917501","Borough Park"
"470238","917850","QUEENS","70","73 PLACE","11385","2","0","0","0","2022-02-28T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.706288","-73.877044","5","32","623","4089202","4036660018","Glendale"
"187121","321948","BROOKLYN","9114","AVENUE A","11236","4","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.651763","-73.917184","17","42","930","3104902","3047510041","East Flatbush-Remsen Village"
"111425","203854","BRONX","1279","REV JAMES POLITE AVENUE","10459","26","0","0","0","2023-01-09T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.829721","-73.895599","3","16","125","2010379","2029700073","Crotona Park East"
"138689","370142","BROOKLYN","8502","13 AVENUE","11228","4","0","0","0","2022-03-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.614573","-74.013399","10","43","148","3165560","3063387501","Dyker Heights"
