"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2017-02-10T00:00:00.000","08:15 AM","09:15 PM","RNY for Kids (KIDS)","Ready NY Pre-K","Queens","PS 88Q","60-85 Catalpa Avenue","35","11385","40.703779","-73.896374","405","30","4085173","4035340012","585","QN0502"
"Completed (59)","2017-02-11T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation for Parents","Bronx","Celia Cruz Bronx HS","2780 Resevoir Ave  Auditorium","20",,,,,,,,,
"Completed (59)","2017-02-11T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Ready NY for Haitian Creole Congregation","Brooklyn","Fernande Valme Ministries, Inc.","1120 Flatbush Ave, Brooklyn","200","11226","40.643183","-73.957743","314","40","3118839","3051640022","51602","BK1401"
"Completed (59)","2017-02-11T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","Westminster Dog Show- Meet the Breeds","Manhattan","Pier 92","711 12th Ave","100","10019","40.767496","-73.996267","104","3","1087587","1011090030","13501","MN0402"
"Completed (59)","2017-02-11T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Key to the City Brooklyn","Brooklyn","JHS 162","1390 Willoughby Ave.","150","11237","40.707229","-73.919805","304","34","3073018","3032120001","445","BK0401"
"Completed (59)","2017-02-13T00:00:00.000","01:30 PM","02:30 PM","RNY General Presentation (GEN)","Presentation for the NYS Wide Senior Action Council","Manhattan","Local 1199 Retirees Conference room","330 W 42nd St 9th Fl","40","10036","40.757661","-73.990832","104","3","1024926","1010320048","115","MN0402"
"Completed (59)","2017-02-13T00:00:00.000","09:00 AM","02:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS 58Q","7224 Grand Avenue
Maspeth, NY","1100","11378","40.728735","-73.890699","405","30","4607309","4028020001","49302","QN0501"
"Completed (59)","2017-02-13T00:00:00.000","08:30 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Bronx","PS 207","3030 Godwin Terrace","350","10463","40.878322","-73.906556","208","11","2083138","2057010105","289","BX0802"
"Completed (59)","2017-02-14T00:00:00.000","10:00 AM","11:30 AM","RNY General Presentation (GEN)","ESOL Emergency Preparedness for Seniors","Brooklyn","Narrows Senior Center","1230 63rd St","50","11219","40.627982","-74.001718","310","43","3428607","3057397501","194","BK1002"
"Completed (59)","2017-02-14T00:00:00.000","02:30 PM","03:30 PM","RNY General Presentation (GEN)","General Ready New York Presentation","Queens","PS 62 Chester Park  Student Cafeteria","9725 108 Street","25","11419","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903"
"Completed (59)","2017-02-14T00:00:00.000","09:00 AM","11:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Brooklyn","PS 274","800 Bushwick Avenue","500","11221","40.694921","-73.927931","304","34","3073752","3032410037","393","BK0401"
"Completed (59)","2017-02-14T00:00:00.000","09:00 AM","03:00 PM","RNY Fair (FAIR)","Manhattan School of Music's 2nd Annual Health & Wellness Fair","Manhattan","Manhattan School of Music","120 Claremont Avenue
New York, NY 10027","120","10027","40.812475","-73.961931","109","7","1076684","1019930001","211","MN0901"
"Completed (59)","2017-02-15T00:00:00.000","01:00 PM","01:45 PM","RNY General Presentation (GEN)","Queens Supreme Civil Court Emergency Preparedness Presentation","Queens","Queens Supreme Civil Court","88-11 Sutphin Blvd 
Jamaica, NY 11435","50","11435","40.704623","-73.809151","412","27","4207071","4096910001","238","QN1201"
"Completed (59)","2017-02-15T00:00:00.000","07:00 PM","08:00 PM","RNY General Presentation (GEN)","Personal Preparedness","Brooklyn","Pamoja House Men's Shelter","357 Marcus Garvey Blvd
Brooklyn, NY 11221
(Btw. Jefferson & Putnam)","35","11221","40.685021","-73.938441","303","36","3045367","3016490001","275","BK0302"
"Completed (59)","2017-02-15T00:00:00.000","07:00 PM","08:30 PM","RNY General Presentation (GEN)","RNY ESOL at YMCA Flushing","Queens","Flushing YMCA","138-46 Northern Blvd,","50","11354","40.764119","-73.827142","407","20","4113292","4050100038","865","QN0707"
"Completed (59)","2017-02-15T00:00:00.000","09:00 AM","10:30 AM","RNY General Presentation (GEN)","Town Hall Safety Meeting","Brooklyn","PS 69 Cafeteria","6302 9 Avenue
Brooklyn, NY 11220","75","11220","40.632379","-74.009223","310","38","3387646","3057350032","120","BK1002"
"Completed (59)","2017-02-15T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Bilingual Emergency Preparedness Presentation for Older Adults","Bronx","Bronxworks East Concourse","236 E Tremont Ave Bronx NY 10457","85","10457","40.848936","-73.904562","205","15","2007599","2028040021","23302","BX0502"
"Completed (59)","2017-02-15T00:00:00.000","09:00 AM","01:00 PM","RNY for Kids (KIDS)","Annual Health Fair- Ready NY for Kids","Brooklyn","PS 225, 4th Floor","1075 Ocean View Ave","125","11235","40.579737","-73.956329","313","48","3245498","3087120056","61004","BK1303"
"Completed (59)","2017-02-15T00:00:00.000","09:00 AM","10:45 AM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS/IS 295","222-14 Jamaica Ave
Queens Village, NY 11428","275","11428","40.720619","-73.731997","413","23","4231378","4108130005","568","QN1303"
"Completed (59)","2017-02-15T00:00:00.000","06:00 PM","07:15 PM","RNY Fair/Presentation (FP)","PTA Meeting on Emergency Preparedness","Queens","Jamaica Gateway to the Sciences","167-01 Gothic Drive, Room 125
Jamaica, NY 11432","20","11432","40.713218","-73.797237","408","24","4448806","4098580100","452","QN0805"
"Completed (59)","2017-02-15T00:00:00.000","06:00 PM","08:00 PM","RNY Fair (FAIR)","Council Member Corey Johnson's Resource Fair","Manhattan","The New School","55 W 13 St, 2nd Floor","200","10011","40.736046","-73.99584","102","2","1009722","1005770071","63","MN0202"
"Completed (59)","2017-02-16T00:00:00.000","09:00 AM","09:45 AM","RNY General Presentation (GEN)","Ready NY for Parents","Queens","PS 88","60-85 Catalpa Avenue","40","11385","40.703779","-73.896374","405","30","4085173","4035340012","585","QN0502"
"Completed (59)","2017-02-16T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY for Seniors","Manhattan","PSS Harlem-Pelham Fritz Center","18 Mount Morris Park West","50","10027","40.804822","-73.945457","111","9","1083967","1017190001","198","MN1102"
"Completed (59)","2017-02-17T00:00:00.000","08:30 AM","11:30 AM","RNY for Kids (KIDS)","District 75 Health Fair","Brooklyn","PS 771K at PS 66","845 East 96th St.","40","11236","40.64883","-73.907774","318","42","3325418","3081290060","970","BK1803"
"Completed (59)","2017-02-17T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready Girl","Bronx","PS/MS 3","2100 Lafontaine Avenue","170","10457","40.849897","-73.892289","206","15","2099356","2030620043","37504","BX0602"
"Completed (59)","2017-02-17T00:00:00.000","05:30 PM","07:00 PM","RNY for Kids (KIDS)","Ready New York for Kids","Brooklyn","Emmanuel Baptist Church","21 St. James Place (corner of Lafayette Ave)","15","11205","40.689103","-73.965001","302","35","3055374","3019330001","193","BK0204"
"Completed (59)","2017-02-17T00:00:00.000","11:00 AM","12:00 PM","RNY for Kids (KIDS)","Ready NY for Tweens","Bronx","PS MS 3","2100 Lafontaine Ave","300","10457","40.849897","-73.892289","206","15","2099356","2030620043","37504","BX0602"
"Completed (59)","2017-02-17T00:00:00.000","02:30 PM","03:30 PM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","Esperanza Preparatory Academy","240 E. 109th Street","200","10029","40.79307","-73.942303","111","8","1052433","1016560100","170","MN1101"
"Completed (59)","2017-02-17T00:00:00.000","10:00 AM","11:45 PM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS 305","378 Seneca Ave","186","11385","40.707121","-73.914998","405","34","4538307","4034280015","53901","QN0502"
"Completed (59)","2017-02-18T00:00:00.000","10:00 AM","11:30 AM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","Faith United Methodist Church","211 Heberton Ave","40","10302","40.635281","-74.13243","501","49",,,"20702","SI0106"
"Completed (59)","2017-02-21T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Presentation for Seniors Bilingual","Bronx","Bronxworks","515 Jackson Ave 10455","15","10455","40.812353","-73.909401","201","8","2091284","2025570083","35","BX0101"
"Completed (59)","2017-02-22T00:00:00.000","07:00 PM","09:00 PM","RNY Hurricane (H)","Bronx CB 9 Public Meeting","Bronx","Environmental Center","1820 Gildersleeve Avenue","75","10473","40.809167","-73.856477","209","18","2019980","2034420058","2","BX0902"
"Completed (59)","2017-02-22T00:00:00.000","09:00 AM","10:00 AM","RNY General Presentation (GEN)","Veterans Administration Vision Services Presentation","Brooklyn","VA NY Harbor Healthcare System- Brooklyn Campus","800 Poly Place Rm 1-747","12","11209","40.609263","-74.02399","310","50","3345707","3061530001","164","BK1061"
"Completed (59)","2017-02-23T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY ESOL Class","Queens","Flushing YMCA","138-46 Northern Blvd,","45","11354","40.764119","-73.827142","407","20","4113292","4050100038","865","QN0707"
"Completed (59)","2017-02-23T00:00:00.000","01:30 PM","02:30 PM","RNY General Presentation (GEN)","Bilingual Emergency Preparedness Presetation - Cultural Celebration","Brooklyn","Brownsville Senior Center","528 Mother Gaston Ave","42",,,,,,,,,
"Completed (59)","2017-02-24T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Senior Workshop in Spanish","Bronx","2405 Southern Blvd","2405 Southern Blvd","25","10458","40.853773","-73.881558","206","15","2013061","2031150005","393","BX0603"
"Completed (59)","2017-02-24T00:00:00.000","11:00 AM","12:00 AM","RNY General Presentation (GEN)","Emergency Preparedness","Bronx","2405 Southern Blvd","2405 Southern Blvd","40","10458","40.853773","-73.881558","206","15","2013061","2031150005","393","BX0603"
"Completed (59)","2017-02-24T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Presentation: United Cerebral Palsy of NYC Harlem","Manhattan","United Cerebral Palsy of NYC Harlem Location","251 W154th street.","50","10039","40.828079","-73.93678","110","9","1060630","1020400007","236","MN1002"
"Completed (59)","2017-02-27T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Bilingual  Presentation for Seniors","Bronx","Melrose Senior Center","372 E 152 St Bronx NY 10455","35","10455","40.818516","-73.91793","201","17","2090413","2023980014","67","BX0102"
"Completed (59)","2017-02-27T00:00:00.000","11:00 AM","01:00 PM","RNY General Presentation (GEN)","Wald Town Hall","Manhattan","Wald Houses Senior Center","12 Avenue D","50","10009","40.720462","-73.978369","103","2","1078045","1003560001","20","MN0303"
"Completed (59)","2017-02-27T00:00:00.000","07:30 PM","09:00 PM","RNY General Presentation (GEN)","Community Emergency Planning in NYC","Queens","Bellerose Assembly of God","240-15 Hillside Avenue","75",,,,,,,,,
"Completed (59)","2017-02-27T00:00:00.000","12:00 PM","02:15 PM","RNY for Kids (KIDS)","Ready NY for Tweens","Bronx","Baychester Middle School","3750 Baychester Avenue","400","10466","40.884953","-73.840524","212","12","2066190","2049350001","48402","BX1202"
"Completed (59)","2017-02-28T00:00:00.000","12:00 PM","01:00 PM","RNY General Presentation (GEN)","RNY Presentation at SUNY College of Optometry","Manhattan","College of Optometry","33 West 42nd Street","49","10036","40.754004","-73.982105","105","4","1034197","1012580018","96","MN0502"
"Completed (59)","2017-02-28T00:00:00.000","09:30 AM","11:45 AM","RNY General Presentation (GEN)","Emergency Preparedenss Presentation (Rescheduled from 02/09)","Brooklyn","PS 328 K","330 Alabama Ave Brooklyn NY 11207","8","11207","40.668167","-73.897835","305","42","3084283","3037680001","1134","BK0502"
"Completed (59)","2017-02-28T00:00:00.000","06:30 PM","08:00 PM","RNY General Presentation (GEN)","Ready NY Presentation for Brooklyn Rotary","Brooklyn","Enoteca","347 Court Street","50","11231","40.682232","-73.995951","306","39","3007222","3004350008","75","BK0601"
"Completed (59)","2017-02-28T00:00:00.000","08:45 AM","09:30 AM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","Public School 19","185 1st Avenue","271","10003","40.729636","-73.983818","103","2","1006478","1004530034","4001","MN0303"
"Completed (59)","2017-02-28T00:00:00.000","09:00 AM","12:15 PM","RNY for Kids (KIDS)","Ready NY for Tweens","Queens","MS 217","85-05 144 street","1652","11435","40.71003","-73.812508","408","24","4208124","4097240173","232","QN0805"
"Completed (59)","2017-03-01T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation for Older Adults","Brooklyn","Pete McGuiness Senior Center","715 Leonard St","46","11222","40.729007","-73.95276","301","33","3333076","3025740053","575","BK0101"
"Completed (59)","2017-03-01T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","YMCA Staten Island ESOL RNY","Brooklyn","CYO Staten Island","120 Anderson Ave","50",,,,,,,,,
"Completed (59)","2017-03-01T00:00:00.000","09:00 AM","11:20 AM","RNY for Kids (KIDS)","Ready Girl","Queens","PS 184","163-15 21st Road","520","11357","40.778095","-73.800163","407","19","4129072","4057560001","1017","QN0703"
"Completed (59)","2017-03-01T00:00:00.000","10:30 AM","11:15 AM","RNY for Kids (KIDS)","Ready NY for Tweens","Queens","World Journalism Preparatory","34-65 192nd St.","250","11358","40.765133","-73.790083","411","19","4119139","4052610001","1139","QN1101"
"Completed (59)","2017-03-01T00:00:00.000","11:15 AM","12:00 PM","RNY for Kids (KIDS)","Ready NY for High School","Queens","World Journalism Preparatory","34-65 192nd street","320","11358","40.765133","-73.790083","411","19","4119139","4052610001","1139","QN1101"
"Completed (59)","2017-03-02T00:00:00.000","04:00 PM","05:00 PM","RNY General Presentation (GEN)","Get Ready New York","Manhattan","Advent Capital Management, LLC","1271 Avenue of the Americas, 45th FL","20","10020","40.760289","-73.980157","105","4","1022709","1010030029","131","MN0502"
"Completed (59)","2017-03-02T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation for Older Adults","Bronx","Sue Ginsburg Senior Center","975 Waring Ave Bronx NY 10469","30","10469","40.861214","-73.859738","211","13","2093415","2044440001","324","BX1104"
"Completed (59)","2017-03-02T00:00:00.000","10:00 AM","01:00 PM","RNY General Presentation (GEN)","RNY ESOL Workshop","Manhattan","Harlem YMCA","180 W. 135th Street","50","10030","40.815114","-73.943263","110","9","1058250","1019190053","228","MN1002"
"Completed (59)","2017-03-02T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready Girl","Queens","P.S.63, Q","90-15 Sutter Ave, Room 214","40","11417","40.67641","-73.846773","410","32","4190727","4091550025","54","QN1002"
"Completed (59)","2017-03-02T00:00:00.000","11:30 AM","01:50 PM","RNY for Kids (KIDS)","Ready Girl","Queens","PS 184","163-15 21st Road","40","11357","40.778095","-73.800163","407","19","4129072","4057560001","1017","QN0703"
"Completed (59)","2017-03-02T00:00:00.000","05:00 PM","08:00 PM","RNY Fair (FAIR)","Community Resource Fair","Manhattan","PS 366 School","202  Sherman Ave","100","10034","40.865384","-73.92114","112","10","1081910","1022260041","293","MN1203"
"Completed (59)","2017-03-03T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Bilingual Emergency Preparedness Presentation for Older Adults","Brooklyn","Palmetto Gardens Senior Club","85 Palmetto Street Bklyn NY 11221 Left side door","20","11221","40.691599","-73.91884","304","37","3076429","3033400020","399","BK0402"
"Completed (59)","2017-03-03T00:00:00.000","09:00 AM","12:00 PM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","P.S.1","309 47th St.","1200","11220","40.649042","-74.012289","307","38","3011821","3007550022","80","BK0702"
"Completed (59)","2017-03-03T00:00:00.000","12:45 PM","02:20 PM","RNY for Kids (KIDS)","Ready NY for Tweens","Bronx","IS 98","1619 Boston Road","215","10460","40.8359","-73.890458","203","15","2009867","2029390093","155","BX0303"
"Completed (59)","2017-03-04T00:00:00.000","10:00 AM","11:30 PM","RNY General Presentation (GEN)","Saturday Academy RNY Presentation","Brooklyn","PS/IS 30","7002 4th Avenue","50","11209","40.63359","-74.023948","310","47","3146550","3058910048","68","BK1001"
"Completed (59)","2017-03-04T00:00:00.000","08:45 AM","11:15 AM","RNY General Presentation (GEN)","Saturday ELL Academy RNY for  ESOL Parents","Queens","PS 14 Q-Fairview School","107-01 Otis Avenue","30","11368","40.74056","-73.854131","404","21","4437311","4019540037","439","QN0402"
"Completed (59)","2017-03-06T00:00:00.000","09:00 AM","10:00 AM","RNY General Presentation (GEN)","Parent Workshop","Brooklyn","The Caton School - P.S. 249","18 Marlborough Road","16","11226","40.64971","-73.966046","314","40","3116438","3050750001","506","BK1402"
"Completed (59)","2017-03-06T00:00:00.000","09:30 AM","11:30 AM","RNY General Presentation (GEN)","Queens Council on Developmental Disabilities","Queens","Queens Borough Hall","120-55 Queens Blvd. Room 200","60","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"Completed (59)","2017-03-06T00:00:00.000","06:00 PM","07:30 PM","RNY General Presentation (GEN)","ESOL Presentation","Manhattan","Pace High School","100 Hester Street","60","10002","40.716553","-73.993092","103","1","1082489","1003010003","16","MN0301"
"Completed (59)","2017-03-06T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","YMCA Staten Island ESOL RNY","Staten Island","St. Simons Episcopal Church","1055 Richmond Rd","0","10304","40.601306","-74.092905","502","50","5000000","5008480009","17702","SI0203"
"Completed (59)","2017-03-06T00:00:00.000","09:00 AM","11:45 PM","RNY for Kids (KIDS)","Ready NY for Kids","Brooklyn","P.S. 86k","220 Irving Avenue","400","11237","40.700774","-73.91748","304","37","3075109","3032890027","431","BK0401"
"Completed (59)","2017-03-06T00:00:00.000","08:45 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS 362","535 Briar Place","600","11691","40.5993","-73.758206","414","31","4301194","4157720031","99801","QN1401"
"Completed (59)","2017-03-06T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Brooklyn","School Auditorium","427 38th Street","500","11232","40.652701","-74.004743","307","38","3346119","3007010001","84","BK0702"
"Completed (59)","2017-03-06T00:00:00.000","04:45 PM","06:00 PM","RNY for Kids (KIDS)","Hack for Impact Lab - Emergency Preparedness","Manhattan","Global Kids Office (Hack for Impact Afterschool Program Site)","137 East 25th St 
2nd Floor","6","10010","40.7407","-73.983573","106","2","1018106","1008810029","68","MN0602"
"Completed (59)","2017-03-07T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Bilingual Senior Presentation","Brooklyn","Borinquen Plaza SC","80 Seigel St Brooklyn NY","47","11206","40.704366","-73.943775","301","34","3071447","3030960030","491","BK0104"
"Completed (59)","2017-03-07T00:00:00.000","06:30 PM","07:30 PM","RNY General Presentation (GEN)","YMCA Bronx ESOL Class","Bronx","YMCA Bronx","2125 Glebe Ave","50","10462","40.8351","-73.850368","210","18","2041406","2039630043","20601","BX1001"
"Completed (59)","2017-03-07T00:00:00.000","12:00 PM","01:45 PM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","Mosaic Preparatory Academy","141 East 111 Street, Auditorium","325","10029","40.79564","-73.94441","111","8","1081346","1016390003","172","MN1101"
"Completed (59)","2017-03-08T00:00:00.000","04:00 PM","05:00 PM","RNY General Presentation (GEN)","RNY Presentation","Manhattan","Fountainhouse","425 W. 47th Street, NY, NY 10036","40","10036","40.762","-73.991225","104","3","1026562","1010570021","127","MN0402"
"Completed (59)","2017-03-08T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Bilingual Emergency Preparednes Presentation for Older Adults","Bronx","Bronxworks Innovative Senior Center","80 E 181 St","50","10453","40.855076","-73.904199","205","14","2013953","2031780032","241","BX0502"
"Completed (59)","2017-03-08T00:00:00.000","08:15 AM","09:30 AM","RNY General Presentation (GEN)","Immigrant Group Emergency Preparedness Presentation","Bronx","PS 159","2315 Washington Avenue
Bronx NY 10458","27","10458","40.855639","-73.892804","206","15","2094616","2030380065","385","BX0603"
"Completed (59)","2017-03-08T00:00:00.000","06:00 PM","08:00 PM","RNY General Presentation (GEN)","YMCA Staten Island ESOL RNY","Staten Island","El Centro Del Immigrante","1546 Castleton Ave","50","10302","40.63586","-74.134431","501","49","5000000","5010350012","20702","SI0106"
"Completed (59)","2017-03-08T00:00:00.000","11:30 AM","12:30 PM","RNY General Presentation (GEN)","Unique People Services Emergency Preparedness Presentation","Bronx","Unique People Services","2145 Sourthern Blvd","35",,,,,,,,,
"Completed (59)","2017-03-08T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready Girl","Queens","PS 22","153-33 Sanford Ave","500","11355","40.761249","-73.811808","407","20","4438184","4053280001","1167","QN0704"
"Completed (59)","2017-03-08T00:00:00.000","05:45 PM","08:00 PM","RNY Fair (FAIR)","Sculpting Your Life for Success Information Fair","Manhattan","Cascades HS","198 Forsyth Ave","40",,,,,,,,,
"Completed (59)","2017-03-09T00:00:00.000","08:30 AM","09:30 AM","RNY General Presentation (GEN)","Parent Teacher Presentation Class","Brooklyn","PS 226","6006 23rd Ave","20","11204","40.615252","-73.97635","312","44","3172071","3065490024","446","BK1204"
"Completed (59)","2017-03-09T00:00:00.000","06:00 PM","07:00 PM","RNY General Presentation (GEN)","PTA Meeting","Brooklyn","ACORN COMMUNITY HIGH SCHOOL","561 Grand Avenue","7","11238","40.678488","-73.962105","308","35","3027982","3011410005","305","BK0802"
"Completed (59)","2017-03-09T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation at Baltic Street","Brooklyn","Baltic Street Brooklyn Home Works","250 Baltic Street Brooklyn NY 11201","10","11201","40.686295","-73.994671","306","39","3003535","3003120024","45","BK0601"
"Completed (59)","2017-03-09T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Bilingual Presentation for Older Adults","Brooklyn","Van Dyke Senior Center","430 Dumont Ave","40","11212","40.664982","-73.903308","316","41","3328126","3037940001","910","BK1602"
"Completed (59)","2017-03-09T00:00:00.000","06:30 PM","08:30 PM","RNY General Presentation (GEN)","RNY ESOL Workshop","Queens","I.S. 126","31-51 21st St.","35","11106","40.766264","-73.930709","401","22","4006382","4005530001","77","QN0102"
"Completed (59)","2017-03-09T00:00:00.000","08:15 AM","10:00 AM","RNY for Kids (KIDS)","Ready NY for Tweens","Queens","JHS 194","154-60 17th Avenue","830","11357","40.78365","-73.807838","407","19","4107342","4047290001","1029","QN0702"
"Completed (59)","2017-03-09T00:00:00.000","04:00 PM","07:30 PM","RNY Fair (FAIR)","Parent Teacher Conference Night","Bronx","PS 94","3530 Kings College Place","200","10467","40.880522","-73.87572","207","11","2018628","2033560042","43102","BX0703"
"Completed (59)","2017-03-10T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","boulevard@wordnyc.org","Brooklyn","Rosetta Gaston NSC","460 Dumont Ave","35","11212","40.66514","-73.902222","316","42","3328133","3037970001","910","BK1602"
"Completed (59)","2017-03-10T00:00:00.000","09:15 AM","10:15 AM","RNY for Kids (KIDS)","Ready NY for Kids","Bronx","P.S. 108","1166 Neill Ave","585","10461","40.854726","-73.853227","211","13","2048608","2042750001","288","BX1102"
"Completed (59)","2017-03-10T00:00:00.000","08:45 AM","09:15 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Bronx","P.S. 108","1166 Neill Ave","20","10461","40.854726","-73.853227","211","13","2048608","2042750001","288","BX1102"
"Completed (59)","2017-03-11T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","8th Annual Family Health Day Fair","Manhattan","Salome Urena Campus","4600 Broadway  RM 122 NY NY 10040","50","10040","40.860806","-73.930661","112","10","1076756","1021720016","285","MN1202"
"Completed (59)","2017-03-11T00:00:00.000","10:00 AM","04:00 PM","RNY Fair (FAIR)","American Diabetes Association Expo","Manhattan","Jacob Javits Convention Center","665 W 34th (Entrance on 39th and 11th Ave)","500",,,,,,,,,
"Completed (59)","2017-03-16T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS 203Q","53-11 Springfield Blvd","925","11364","40.754201","-73.760636","411","23","4161005","4074820317","138501","QN1102"
"Completed (59)","2017-03-16T00:00:00.000","05:00 PM","08:00 PM","RNY Fair (FAIR)","Parent Teacher Conference Fair","Brooklyn","Ebbets Field Middle School","46 McKeever Place 
Brooklyn, New York 11225","50","11225","40.665021","-73.959034","309","35","3034356","3013010001","325","BK0901"
"Completed (59)","2017-03-17T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Bilingual RNY Emergency Preparedness Presentation for Older Adults","Brooklyn","Jasa Williamsburg","202 Graham Ave Bklyn NY 11206","15","11206","40.708879","-73.943443","301","34","3344974","3030260001","49301","BK0104"
"Completed (59)","2017-03-17T00:00:00.000","01:00 PM","03:00 PM","RNY Fair (FAIR)","Employment / Job Fair Lincoln Correctional Faciltiy","Manhattan","Lincoln Correctional Center","31-33 110th Street Central Park North","100","10000","40.78237","-73.965238","164","6","1000000","1011110001","143","MN6491"
"Completed (59)","2017-03-18T00:00:00.000","10:00 AM","01:00 PM","RNY Fair (FAIR)","Resilient Edgemere Community Plan Release","Queens","Beach 41st Cornerstone Community Center","426 Beach 40th St, Far Rockaway, NY 11691","60","11691","40.596249","-73.772408","414","31","4302129","4159550003","97206","QN1402"
"Completed (59)","2017-03-21T00:00:00.000","06:00 PM","07:30 PM","RNY General Presentation (GEN)","RNY PTA ESOL Workshop","Queens","Waterside School for Leadership","190 Beach 110th Street","35","11694","40.580928","-73.831836","414","32","4303853","4161810001","938","QN1403"
"Completed (59)","2017-03-21T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","Bilingual Emergency Preparedness at Raices Time Plaza Senior Center","Brooklyn","RAICES Times Plaza Senior Center","460 Atlantic Ave","40","11217","40.686296","-73.983223","302","33","3000937","3001840025","41","BK0202"
"Completed (59)","2017-03-21T00:00:00.000","08:30 AM","09:30 AM","RNY for Kids (KIDS)","Ready Girl","Bronx","Rose Hill Pre-K Center","3605 Sedgwick Ave","30","10463","40.881542","-73.896483","208","11","2092463","2032580190","279","BX0801"
"Completed (59)","2017-03-22T00:00:00.000","07:15 PM","09:15 PM","RNY Hurricane (H)","Hurricane Presentation - CB 14 Queens","Queens","Knights of Columbus","333 Beach 90 St","50","11693","40.588382","-73.814837","414","32","4303518","4161240084","94202","QN1402"
"Completed (59)","2017-03-22T00:00:00.000","09:00 AM","10:00 AM","RNY General Presentation (GEN)","Parent Safety Workshop","Bronx","PS 6 X Room 114","1000 East Tremont Avenue","20","10460","40.840755","-73.881707","206","15","2010892","2030050010","359","BX0601"
"Completed (59)","2017-03-22T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation @Baltic Street AEH Inc.","Bronx","Baltic Street AEH Inc.","369 East 148th Street, Lower Level Bronx NY 10455","9","10455","40.815736","-73.919342","201","17","2097041","2023270072","65","BX0102"
"Completed (59)","2017-03-22T00:00:00.000","08:30 AM","10:45 AM","RNY for Kids (KIDS)","Ready NY for Kids","Bronx","PS 333","888 Reverend James A. Polite Avenue","750","10459","40.820403","-73.898912","202","17","2005348","2026960085","87","BX0202"
"Completed (59)","2017-03-22T00:00:00.000","12:00 PM","05:00 PM","RNY Fair (FAIR)","Health Fair at PS 62Q","Queens","PS 62Q","97-25 108 Street Richmond Hill NY 11419","30","11419","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903"
