"workscheduleprojectlocationid","boroughname","day","date","onstreetname","fromstreetname","tostreetname","communityboard","area","worktype","crewtype","shifttype","oftcode"
"19384","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117370000000"
"19327","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117370000000"
"19441","MANHATTAN","Thursday","2020-06-18T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117370000000"
"18869","MANHATTAN","Monday","2020-06-15T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117370000000"
"18926","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117370000000"
"14475","MANHATTAN","Monday","2020-06-01T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117370000000"
"14532","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010117370000000"
"22619","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117370000000"
"19498","MANHATTAN","Friday","2020-06-19T00:00:00.000","1 AVENUE","EAST 19 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117370000000"
"22736","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118070000000"
"22780","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118070000000"
"22758","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118070000000"
"14594","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118070000000"
"152704","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 56 STREET","WEST 57 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134890134910"
"152686","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 56 STREET","WEST 57 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134890134910"
"136140","MANHATTAN","Monday","2022-06-06T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134650134670"
"136150","MANHATTAN","Tuesday","2022-06-07T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134650134670"
"136405","MANHATTAN","Thursday","2022-06-09T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134650134670"
"136395","MANHATTAN","Wednesday","2022-06-08T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134650134670"
"136415","MANHATTAN","Friday","2022-06-10T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134650134670"
"19011","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090000000"
"133791","MANHATTAN","Wednesday","2022-05-25T00:00:00.000","11 AVENUE","WEST 44 STREET","WEST 45 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111110134650134670"
"136142","MANHATTAN","Monday","2022-06-06T00:00:00.000","11 AVENUE","WEST 45 STREET","WEST 46 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134670134690"
"22728","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990118010"
"22772","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990118010"
"22750","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990118010"
"14586","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990118010"
"14608","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990118010"
"18979","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990118010"
"19001","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 50 STREET","EAST 51 STREET","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990118010"
"22729","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990126290"
"22773","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990126290"
"22751","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117990126290"
"14587","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990126290"
"14609","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990126290"
"18980","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990126290"
"19002","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 50 STREET","MITCHELL PLACE","106","Turtle Bay-East Midtown","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117990126290"
"50236","MANHATTAN","Thursday","2020-10-15T00:00:00.000","2 AVENUE","EAST 39 STREET","EAST 40 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117770117790"
"49137","MANHATTAN","Wednesday","2020-10-07T00:00:00.000","2 AVENUE","EAST 39 STREET","EAST 40 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117770117790"
"49147","MANHATTAN","Thursday","2020-10-08T00:00:00.000","2 AVENUE","EAST 39 STREET","EAST 40 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117770117790"
"50226","MANHATTAN","Wednesday","2020-10-14T00:00:00.000","2 AVENUE","EAST 39 STREET","EAST 40 STREET","106","Turtle Bay-East Midtown","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117770117790"
"151645","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134770134790"
"152692","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134770134790"
"152674","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134770134790"
"146362","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134770134790"
"147629","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134770134790"
"147647","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134770134790"
"147882","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134770134790"
"151627","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134770134790"
"151663","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134770134790"
"146353","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 50 STREET","WEST 51 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134770134790"
"146369","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134910134930"
"146360","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 57 STREET","WEST 58 STREET","104","Clinton","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134910134930"
"14616","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118070000000"
"18987","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118070000000"
"19009","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 54 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118070000000"
"22738","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090000000"
"22782","MANHATTAN","Wednesday","2020-06-24T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090000000"
"14618","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090000000"
"18989","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090000000"
"14596","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110010118090000000"
"22760","MANHATTAN","Tuesday","2020-06-23T00:00:00.000","1 AVENUE","EAST 55 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010118090000000"
"48944","MANHATTAN","Tuesday","2020-10-06T00:00:00.000","2 AVENUE","EAST 49 STREET",,"106",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117970000000"
"178413","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118870000000"
"180451","MANHATTAN","Tuesday","2023-05-09T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118870000000"
"180433","MANHATTAN","Monday","2023-05-08T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118870000000"
"175332","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118870000000"
"175350","MANHATTAN","Wednesday","2023-04-19T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118870000000"
"178395","MANHATTAN","Friday","2023-05-05T00:00:00.000","5 AVENUE","EAST 95 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410118870000000"
"33751","MANHATTAN","Monday","2020-08-03T00:00:00.000","5 AVENUE","EAST 104 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050000000"
"29897","MANHATTAN","Friday","2020-07-24T00:00:00.000","5 AVENUE","EAST 104 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050000000"
"36097","MANHATTAN","Tuesday","2020-08-18T00:00:00.000","5 AVENUE","EAST 104 STREET",,"164",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119050000000"
"29864","MANHATTAN","Thursday","2020-07-23T00:00:00.000","5 AVENUE","EAST 104 STREET",,"164",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050000000"
"33752","MANHATTAN","Monday","2020-08-03T00:00:00.000","5 AVENUE","EAST 104 STREET","EAST 105 STREET","164","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050119070"
"29898","MANHATTAN","Friday","2020-07-24T00:00:00.000","5 AVENUE","EAST 104 STREET","EAST 105 STREET","164","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050119070"
"36098","MANHATTAN","Tuesday","2020-08-18T00:00:00.000","5 AVENUE","EAST 104 STREET","EAST 105 STREET","164","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119050119070"
"29865","MANHATTAN","Thursday","2020-07-23T00:00:00.000","5 AVENUE","EAST 104 STREET","EAST 105 STREET","164","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119050119070"
"36171","MANHATTAN","Monday","2020-08-17T00:00:00.000","5 AVENUE","EAST 104 STREET","EAST 105 STREET","164","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119050119070"
"33753","MANHATTAN","Monday","2020-08-03T00:00:00.000","5 AVENUE","EAST 105 STREET",,"111",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070000000"
"29899","MANHATTAN","Friday","2020-07-24T00:00:00.000","5 AVENUE","EAST 105 STREET",,"111",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070000000"
"36099","MANHATTAN","Tuesday","2020-08-18T00:00:00.000","5 AVENUE","EAST 105 STREET",,"111",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119070000000"
"29866","MANHATTAN","Thursday","2020-07-23T00:00:00.000","5 AVENUE","EAST 105 STREET",,"111",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070000000"
"36172","MANHATTAN","Monday","2020-08-17T00:00:00.000","5 AVENUE","EAST 105 STREET",,"111",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119070000000"
"29867","MANHATTAN","Thursday","2020-07-23T00:00:00.000","5 AVENUE","EAST 105 STREET","EAST 106 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070119090"
"36173","MANHATTAN","Monday","2020-08-17T00:00:00.000","5 AVENUE","EAST 105 STREET","EAST 106 STREET","111","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119070119090"
"33754","MANHATTAN","Monday","2020-08-03T00:00:00.000","5 AVENUE","EAST 105 STREET","EAST 106 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070119090"
"103344","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270000000"
"103953","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270000000"
"103965","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270000000"
"107075","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270000000"
"107776","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270000000"
"107788","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270000000"
"107800","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 25 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270000000"
"103345","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270134290"
"103954","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270134290"
"135093","MANHATTAN","Friday","2022-05-27T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET","WEST 12 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990134010"
"135054","MANHATTAN","Thursday","2022-05-26T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET","WEST 12 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990134010"
"135244","MANHATTAN","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET","WEST 12 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990134010"
"135255","MANHATTAN","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET","WEST 12 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990134010"
"135646","QUEENS","Wednesday","2022-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 11 STREET","WEST 12 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133990134010"
"133838","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 44 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134650000000"
"135257","MANHATTAN","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135648","QUEENS","Wednesday","2022-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135659","QUEENS","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135670","QUEENS","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"136365","MANHATTAN","Monday","2022-06-06T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134010134030"
"135055","MANHATTAN","Thursday","2022-05-26T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135094","MANHATTAN","Friday","2022-05-27T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135637","QUEENS","Tuesday","2022-05-31T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135246","MANHATTAN","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 12 STREET","WEST 13 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134010134030"
"135650","QUEENS","Wednesday","2022-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135661","QUEENS","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135672","QUEENS","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135639","QUEENS","Tuesday","2022-05-31T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"136367","MANHATTAN","Monday","2022-06-06T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134030134050"
"135095","MANHATTAN","Friday","2022-05-27T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135056","MANHATTAN","Thursday","2022-05-26T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135248","MANHATTAN","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"135259","MANHATTAN","Friday","2022-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 13 STREET","WEST 14 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510134030134050"
"4048","MANHATTAN","Friday","2020-03-27T00:00:00.000","BEDFORD STREET","CARMINE STREET","DOWNING STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113000114110116710"
"163761","MANHATTAN","Friday","2022-11-04T00:00:00.000","BEDFORD STREET","CARMINE STREET","DOWNING STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113000114110116710"
"3985","MANHATTAN","Wednesday","2020-03-25T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"4018","MANHATTAN","Thursday","2020-03-26T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"4053","MANHATTAN","Friday","2020-03-27T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"112494","MANHATTAN","Thursday","2021-11-04T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"111265","MANHATTAN","Tuesday","2021-10-26T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"112527","MANHATTAN","Friday","2021-11-05T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"173168","MANHATTAN","Monday","2023-04-03T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"175548","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310110810112510"
"175523","MANHATTAN","Monday","2023-04-17T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310110810112510"
"171195","MANHATTAN","Thursday","2023-03-30T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"171167","MANHATTAN","Wednesday","2023-03-29T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"60529","MANHATTAN","Monday","2021-03-22T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"109387","MANHATTAN","Friday","2021-10-22T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113310110810112510"
"103966","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134270134290"
"107076","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270134290"
"107777","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270134290"
