"provider_id","provider_name","hq_address_1","hq_address_2","hq_borough","hq_city","hq_state","hq_zip","provider_ein","provider_website","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"894","Harriman Summer Camp, S-11 Inc",,,,,,,,,,,,,,,,
"895","AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES",,,,,,,,,,,,,,,,
"896","TOBY PROJECT INC",,,,,,,,,,,,,,,,
"897","BROWNSVILLE COMMUNITY DEVELOPMENT CORPORATION",,,,,,,,,,,,,,,,
"898","VARIETY BOYS AND GIRLS CLUB OF QUEENS INC",,,,,,,,,,,,,,,,
"899","FARMERS MARKET FEDERATION OF NY",,,,,,,,,,,,,,,,
"900","AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS",,,,,,,,,,,,,,,,
"901","VILLAGE CENTER FOR CARE","120 Broadway","Suite 2840","Manhattan","New York","NY","10271","13-2911059","www.facebook.com/villagecareny","40.708546","-74.011041","101","1","7","1001026","1000477501","Battery Park City-Lower Manhattan"
"902","STATEN ISLAND UNIVERSITY HOSPITAL",,,,,,,,,,,,,,,,
"903","NURSE FAMILY PARTNERSHIP",,,,,,,,,,,,,,,,
"904","ACACIA NETWORK HOUSING INC",,,,,,,,,,,,,,,,
"905","COMMUNITY HEALTHCARE NETWORK, INC.",,,,,,,,,,,,,,,,
"906","DIASPORA COMMUNITY SERVICES INC",,,,,,,,,,,,,,,,
"907","Brooklyn Plaza Medical Center, Inc.",,,,,,,,,,,,,,,,
"908","NEW YORK CITY HEALTH AND HOSP",,,,,,,,,,,,,,,,
"909","PARTNERSHIP FOR AFTER SCHOOL EDUCATION",,,,,,,,,,,,,,,,
"910","WILLIAM F RYAN COMMUNITY CENTER INC",,,,,,,,,,,,,,,,
"911","AFRICAN AMERICAN PLANNING COMMISSION INC","PO Box 330-707",,"Brooklyn","Brooklyn","NY","11233","11-3305070",,,,,,,,,
"912","RESEARCH FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK",,,,,,,,,,,,,,,,
"913","RFRS RADIOLOGY PC RADIOLOGY FILM READING",,,,,,,,,,,,,,,,
"914","SUS-URGENT HOUSING PROGRAMS INC",,,,,,,,,,,,,,,,
"915","RYAN/CHELSEA-CLINTON CHC",,,,,,,,,,,,,,,,
"916","JAMAICA HOSPITAL MEDICAL CENTER",,,,,,,,,,,,,,,,
"918","OPUS DANCE THEATRE & COMMUNITY SERVICES, INC.",,,,,,,,,,,,,,,,
"919","INTERBOROUGH DEVELOPMENTAL & CONSULTATION  CENTER, INC.",,,,,,,,,,,,,,,,
"920","FRIENDS OF ISLAND ACADEMY INC","127 West 127th Street, Suite 127",,,"New York","NY","10027","133576756","friendsny.org",,,,,,,,
"921","ABT ASSOCIATES INC",,,,,,,,,,,,,,,,
"922","ECKERD YOUTH ALTERNATIVES INC",,,,,,,,,,,,,,,,
"923","SUPPORT CENTER FOR NONPROFIT MANAGEMENT INC",,,,,,,,,,,,,,,,
"925","FISCAL MANAGEMENT ASSOC, LLC",,,,,,,,,,,,,,,,
"926","FACES NY, INC.",,,,,,,,,,,,,,,,
"927","PEOPLE CARE INC.",,,,,,,,,,,,,,,,
"928","NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SVC","11 park Ave","Suite 1416","Manhattan","New York","NY","10007","133083582",,"40.747378","-73.98111","106","2","72","1018515","1008900003","Murray Hill-Kips Bay"
"929","PERSONAL - TOUCH HOME CARE OF N.Y., INC.",,,,,,,,,,,,,,,,
"930","IRIS HOUSE: A CENTER FOR WOMEN LIVING WITH HIV, INC.",,,,,,,,,,,,,,,,
"931","GALLAGHER & CO. ADJUSTERS INC.",,,,,,,,,,,,,,,,
"932","FORESTDALE INC",,,,,,,,,,,,,,,,
"933","MORNINGSIDE RETIREMENT AND HEALTH SERVICES INC",,,,,,,,,,,,,,,,
"934","HEALTH RESEARCH INC",,,,,,,,,,,,,,,,
"935","NEW YORK FOUNDATION FOR SENIOR CITIZENS GUARDIAN SERVICES IN","11 Park Place","Suite 1116","Manhattan","New York","NY","10007","13-3501671","www.nyfsc.org","40.712828","-74.008296","101","1","21","1001399","1001240004","SoHo-TriBeCa-Civic Center-Little Italy"
"936","PENN SOUTH SOCIAL SERVICES INC",,,,,,,,,,,,,,,,
"937","GOTHAM PER DIEM INC",,,,,,,,,,,,,,,,
"938","HOUSING WORKS INC",,,,,,,,,,,,,,,,
"939","RIVERSIDE LANGUAGE PROGRAM INC",,,,,,,,,,,,,,,,
"940","VENTURE HOUSE INC",,,,,,,,,,,,,,,,
"941","RICHMOND HOME NEED SERVICES INC",,,,,,,,,,,,,,,,
"942","ALLEN WOMEN'S RESOURCE CENTER LTD","PO Box 340316",,"Queens","11434","NY","11434","11-2822398","awrcny.org",,,,,,,,
"943","EDEN II SCHOOL FOR AUTISTIC CHILDREN INC",,,,,,,,,,,,,,,,
"944","SPRING CREEK SENIOR PARTNERS, INC",,,,,,,,,,,,,,,,
"945","ASSOCIATION FOR NEUROGICALLY IMPAIRED BRAIN INJURED CHILDREN",,,,,,,,,,,,,,,,
"946","UNIVERSITY CONSULTATION AND TREATMENT CENTER FOR MENTAL HYGI",,,,,,,,,,,,,,,,
"947","EDUCATIONAL DATA SYSTEMS INC","15300 Commerce Drive North","Ste 200",,"Dearborn","MI","48120",,"https://www.edsisolutions.com/",,,,,,,,
"948","THE GUILD FOR EXCEPTIONAL CHILDREN INC",,,,,,,,,,,,,,,,
"950","COLUMBA SERVICES,  INC.",,,,,,,,,,,,,,,,
"951","CITYBRIDGE LLC",,,,,,,,,,,,,,,,
"952","EMPLOYMENT PROGRAM FOR RECOVERED ALCOHOLICS, INC",,,,,,,,,,,,,,,,
"953","THE CENTER FOR FAMILY SUPPORT, INC.",,,,,,,,,,,,,,,,
"954","CLINTON HOUSING DEVELOPMENT CO INC",,,,,,,,,,,,,,,,
"955","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY",,,,,,,,,,,,,,,,
"956","AMERICA WORKS OF NEW YORK INC",,,,,,,,,,,,,,,,
"957","FREEDOM HOUSE FOR PEOPLE WITH DISABLILITIES, INC.",,,,,,,,,,,,,,,,
"958","Food First Family Project Inc",,,,,,,,,,,,,,,,
"959","COMPREHENSIVE YOUTH  DEVELOPMENT INC",,,,,,,,,,,,,,,,
"961","EMERGENCY SKILLS INC",,,,,,,,,,,,,,,,
"962","AMERICAN ITALIAN COALITION OF ORGANIZATIONS",,,,,,,,,,,,,,,,
"963","CONVENT AVENUE BAPTIST CHURCH",,,,,,,,,,,,,,,,
"965","ST JOHN/ST MATTHEW EMMANUEL LUTHERAN CHURCH Y",,,,,,,,,,,,,,,,
"967","NORTHWELL HEALTH LABORATORIES",,,,,,,,,,,,,,,,
"970","WOMEN'S PRISON ASSOCIATION & HOME INC",,,,,,,,,,,,,,,,
"973","EPILEPSY INSTITUTE",,,,,,,,,,,,,,,,
"974","EAST HARLEM COUNCIL FOR COMM IMPROVEMENT INC",,,,,,,,,,,,,,,,
"975","NEW YORK ROAD RUNNERS, INC.",,,,,,,,,,,,,,,,
"976","GOWANUS CANAL CONSERVANCY INC",,,,,,,,,,,,,,,,
"977","BROOKLYN KINGS COUNTY HISPANIC CHAMBER OF COMMERCE",,,,,,,,,,,,,,,,
"978","WNET",,,,,,,,,,,,,,,,
"979","QUEENS ECONOMIC DEVELOPMENT CORPORATION",,,,,,,,,,,,,,,,
"980","WESTCHESTER SQUARE DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"982","Faith At Work Christian Church",,,,,,,,,,,,,,,,
"984","TEACHERS AND WRITERS COLLABORATIVE",,,,,,,,,,,,,,,,
"985","VOCAL VILLAGE INC",,,,,,,,,,,,,,,,
"987","ASTORIA PERFORMING ARTS CENTER INC",,,,,,,,,,,,,,,,
"988","HSS SCREENING AND EARLY DETECTION INC.",,,,,,,,,,,,,,,,
"989","GERRITSEN BEACH CARES INC",,,,,,,,,,,,,,,,
"990","SAKHI FOR SOUTH ASIAN WOMEN",,,,,,,,,,,,,,,,
"991","Tell Every Amazing Lady About Ovarian Cancer Louisa M McGre",,,,,,,,,,,,,,,,
"1002","Accion East, Inc.",,,,,,,,,,,,,,,,
"1016","CHINATOWN DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"1022","NEW YORK SUN WORKS INC.",,,,,,,,,,,,,,,,
"1026","LEGAL MOMENTUM",,,,,,,,,,,,,,,,
"1028","INTERNATIONAL LANGUAGE SERVICES INC",,,,,,,,,,,,,,,,
"1030","THE NEW BRONX CHAMBER OF COMMERCE, INC.",,,,,,,,,,,,,,,,
"1031","BROOKLYN ARTS COUNCIL INC",,,,,,,,,,,,,,,,
"1038","MOSHOLU PRESERVATION CORP",,,,,,,,,,,,,,,,
"1044","BIG APPLE GREETER INC",,,,,,,,,,,,,,,,
"1052","EVERGREEN INC - YOUR NORTH BROOKLYN BUSINESS EXCHANGE",,,,,,,,,,,,,,,,
"1053","SUNNYSIDE DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"1061","BELMONT DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"1065","CHURCH AVE DMA",,,,,,,,,,,,,,,,
"1074","ALVIN AILEY DANCE FOUNDATION INC.",,,,,,,,,,,,,,,,
"1083","CARNEGIE HILL NEIGHBORS INC",,,,,,,,,,,,,,,,
"1088","WEST BRIGHTON COMMUNITY LOCAL DEVELOPMENT CORP",,,,,,,,,,,,,,,,
"1091","PUBLICOLOR INC",,,,,,,,,,,,,,,,
"1092","HARLEM BUSINESS ALLIANCE INC",,,,,,,,,,,,,,,,
"1099","CENTRAL FULTON STREET DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"1100","VOLUNTEERS OF LEGAL SERVICE INC.",,,,,,,,,,,,,,,,
"1101","BROOKLYN ACADEMY OF MUSIC",,,,,,,,,,,,,,,,
"1104","ALLEN AME NEIGHBORHOOD PRESERVATION & DEVELOPMENT CORP",,,,,,,,,,,,,,,,
"1107","FOURTH ARTS BLOCK, INC.",,,,,,,,,,,,,,,,
"1108","NEW YORK WOMENS CHAMBER OF COMMERCE INC",,,,,,,,,,,,,,,,
"1109","UPPER WEST STRATEGIES LLC",,,,,,,,,,,,,,,,
"1111","20/20 VISION FOR SCHOOLS INC.",,,,,,,,,,,,,,,,
"1113","GROUNDSWELL COMMUNITY MURAL PROJECT INC.",,,,,,,,,,,,,,,,
"1117","STATEN ISLAND NFP ASSOCIATION INC",,,,,,,,,,,,,,,,
"1120","PURSUIT TRANSFORMATION COMPANY INC",,,,,,,,,,,,,,,,
"1124","BRIC ARTS MEDIA BKLYN, INC.",,,,,,,,,,,,,,,,
"1132","COUNCIL ON THE ENVIRONMENT INC",,,,,,,,,,,,,,,,
"1139","YOUTH REFERRAL & PLACEMENT UNIT INC",,,,,,,,,,,,,,,,
"1141","CITY UNIVERSITY OF NEW YORK SENIOR COLLEGES",,,,,,,,,,,,,,,,
"1146","HARLEM PARK TO PARK",,,,,,,,,,,,,,,,
"1147","WOODHAVEN DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
"1148","PRATT AREA COMMUNITY COUNCIL INC",,,,,,,,,,,,,,,,
"1152","FIFTH AVE ASSOCIATION BID",,,,,,,,,,,,,,,,
"1153","FLATBUSH AVE DMA",,,,,,,,,,,,,,,,
"1154","ROW NEW YORK INC",,,,,,,,,,,,,,,,
"1156","PITKIN AVENUE DISTRICT MANAGEMENT ASSOCIATION INC",,,,,,,,,,,,,,,,
