"dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only"
"11X544","11X544 - HIGH SCHOOL FOR CONTEMPORARY ARTS","HIGH SCHOOL","5","5","5",,"1",,,"493","99","99"
"11X545","11X545 - BRONX AEROSPACE HIGH SCHOOL","HIGH SCHOOL","5","2","2",,"1",,"1","431","72","144"
"11X556","11X556 - BRONX PARK MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"405","203","405"
"11X566","11X566 - PELHAM GARDENS MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"464","464","464"
"11X567","11X567 - LINDEN TREE ELEMENTARY SCHOOL","ELEMENTARY","1.4","1.4","1","0.4",,,,"212","106","106"
"12X006","12X006 - P.S. 006 WEST FARMS","ELEMENTARY","2","1","1",,,,,"619","310","619"
"12X044","12X044 - P.S. 044 DAVID C. FARRAGUT","ELEMENTARY","1","1","1",,"1",,,"325","325","325"
"12X047","12X047 - P.S. 047 JOHN RANDOLPH","ELEMENTARY","2","0",,,,,,"1136","568",
"12X050","12X050 - P.S. 050 CLARA BARTON","ELEMENTARY","1.4","0.4",,"0.4",,,,"109","55","109"
"12X057","12X057 - P.S. 057 CRESCENT","ELEMENTARY","2","1","1",,"1",,,"543","272","543"
"12X061","12X061 - P.S. 061 FRANCISCO OLLER","ELEMENTARY","1","0",,,,,,"357","357",
"12X066","12X066 - P.S. 066 SCHOOL OF HIGHER EXPECTATIONS","ELEMENTARY","5.6","1","1",,,,,"723","121","723"
"12X067","12X067 - P.S. 067 MOHEGAN SCHOOL","ELEMENTARY","2","0",,,,,,"656","328",
"12X092","12X092 - P.S. 092 BRONX","ELEMENTARY","2","1","1",,,,,"488","244","488"
"12X098","12X098 - J.H.S. 098 HERMAN RIDDER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"258","129","258"
"12X129","12X129 - M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"558","279","558"
"12X134","12X134 - P.S. 134 GEORGE F. BRISTOW","ELEMENTARY","3","2","2",,,,,"672","224","336"
"12X150","12X150 - P.S. 150 CHARLES JAMES FOX","ELEMENTARY","3","0",,,,,,"932","311",
"12X190","12X190 - E.S.M.T- I.S. 190","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"248","248",
"12X195","12X195 - P.S. 195","ELEMENTARY","2.5","1","1",,,,,"967","323","967"
"12X196","12X196 - P.S. 196","ELEMENTARY","0.5","0",,,,,,"979","979",
"12X211","12X211 - P.S. 211","K-8","2","2","2",,"1",,,"628","314","314"
"12X212","12X212 - P.S. 212","K-8","2","1","1",,,,,"503","252","503"
"12X214","12X214 - P.S. 214","K-8","4","2","2",,,,,"1038","260","519"
"12X217","12X217 - SCHOOL OF PERFORMING ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"339","339","339"
"12X242","12X242 - MOTT HALL V","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,"1","669","335","335"
"12X248","12X248 - METROPOLITAN HIGH SCHOOL, THE","HIGH SCHOOL","1","1","1",,,,,"326","326","326"
"12X251","12X251 - EXPLORATIONS ACADEMY","HIGH SCHOOL","2","2","2",,"1",,,"358","179","179"
"12X267","12X267 - BRONX LATIN","SECONDARY SCHOOL","3","3","3",,"1",,,"546","182","182"
"12X271","12X271 - EAST BRONX ACADEMY FOR THE FUTURE","SECONDARY SCHOOL","3","3","3",,,,,"618","206","206"
"12X273","12X273 - FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2.4","2","2",,,,,"273","91","137"
"12X278","12X278 - PEACE AND DIVERSITY ACADEMY","HIGH SCHOOL","1","1","1",,,,,"170","170","170"
"12X286","12X286 - FANNIE LOU HAMER MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"267","267",
"12X300","12X300 - THE SCHOOL OF SCIENCE AND APPLIED LEARNING","ELEMENTARY","3","1","1",,,,,"640","214","640"
"12X314","12X314 - FAIRMONT NEIGHBORHOOD SCHOOL","ELEMENTARY","1","1","1",,,,,"252","252","252"
"12X316","12X316 - KAPPA III","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"349","349","349"
"12X318","12X318 - I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"328","328","328"
"12X341","12X341 - ACCION ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"152","152","152"
"12X372","12X372 - URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","SECONDARY SCHOOL","2","1","1",,,,,"571","286","571"
"12X383","12X383 - EMOLIOR ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"241","241","241"
"12X384","12X384 - ENTRADA ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"292","146","146"
"12X388","12X388 - PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE","HIGH SCHOOL","2","2","2",,"2",,,"428","214","214"
"12X446","12X446 - ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX","HIGH SCHOOL","2","1","1",,"1",,,"210","105","210"
"12X458","12X458 - SAMARA COMMUNITY SCHOOL","ELEMENTARY","0","0",,,,,,"68",,
"12X463","12X463 - URBAN SCHOLARS COMMUNITY SCHOOL","EARLY CHILDHOOD","1","1","1",,,,,"314","314","314"
"12X478","12X478 - THE CINEMA SCHOOL","HIGH SCHOOL","1","1","1",,"1",,,"338","338","338"
"12X479","12X479 - BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL","HIGH SCHOOL","4","3","3",,"1",,,"333","84","111"
"12X480","12X480 - BRONX REGIONAL HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"256","86","128"
"12X511","12X511 - BRONX ENVISION ACADEMY","HIGH SCHOOL","2","1","1",,,,,"355","178","355"
"12X521","12X521 - THE METROPOLITAN SOUNDVIEW HIGH SCHOOL","HIGH SCHOOL","3","2","2",,"1",,,"416","139","208"
"12X531","12X531 - ARCHER ELEMENTARY SCHOOL","ELEMENTARY","2","0",,,,,,"496","248",
"12X536","12X536 - PS 536","ELEMENTARY","1","0",,,,,,"421","421",
"12X550","12X550 - HIGH SCHOOL OF WORLD CULTURES","HIGH SCHOOL","2","1","1",,,,,"410","205","410"
"12X682","12X682 - FANNIE LOU HAMER FREEDOM HIGH SCHOOL","HIGH SCHOOL","2","1","1",,,,"1","470","157","235"
"12X684","12X684 - WINGS ACADEMY","HIGH SCHOOL","2","2","2",,,,,"501","251","251"
"12X691","12X691 - BRONX LITTLE SCHOOL","ELEMENTARY","2","1","1",,,,,"358","179","358"
"12X692","12X692 - MONROE ACADEMY FOR VISUAL ARTS & DESIGN","HIGH SCHOOL","3","1","1",,,,"1","445","112","223"
"13K003","13K003 - P.S. 003 THE BEDFORD VILLAGE","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"506","253","506"
"13K008","13K008 - P.S. 008 ROBERT FULTON","ELEMENTARY","1","1","1",,,,,"880","880","880"
"13K009","13K009 - P.S. 009 TEUNIS G. BERGEN","ELEMENTARY","2.44","1.44","1","0.44",,"0.44",,"796","266","398"
"13K011","13K011 - P.S. 011 PURVIS J. BEHAN","ELEMENTARY","0","0",,,,,,"803",,
"13K020","13K020 - P.S. 020 CLINTON HILL","ELEMENTARY","2","1","1",,,,,"377","189","377"
"13K044","13K044 - P.S. 044 MARCUS GARVEY","ELEMENTARY","2","1","1",,,,,"261","131","261"
"13K046","13K046 - P.S. 046 EDWARD C. BLUM","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"399","200","399"
"13K054","13K054 - P.S. 054 SAMUEL C. BARNES","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"248","248","248"
"13K056","13K056 - P.S. 056 LEWIS H. LATIMER","ELEMENTARY","1","0",,,,,,"230","230",
"13K067","13K067 - P.S. 067 CHARLES A. DORSEY","ELEMENTARY","1","1","1",,,,,"234","234","234"
"13K093","13K093 - P.S. 093 WILLIAM H. PRESCOTT","ELEMENTARY","1","1","1",,,,,"306","306","306"
"13K113","13K113 - M.S. 113 RONALD EDMONDS LEARNING CENTER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"564","564","564"
"13K133","13K133 - P.S. 133 WILLIAM A. BUTLER","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"560","560","560"
"13K256","13K256 - P.S. 256 BENJAMIN BANNEKER","ELEMENTARY","1.56","0.56",,"0.56",,"0.56",,"327","164","327"
"13K265","13K265 - DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","SECONDARY SCHOOL","1","1","1",,,,,"421","421","421"
"13K266","13K266 - M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.2","0.2",,"0.2",,"0.2",,"130","130","130"
"13K270","13K270 - P.S. 270 JOHANN DEKALB","ELEMENTARY","0.6","0.6",,"0.6",,"0.6",,"153","153","153"
"13K282","13K282 - P.S. 282 PARK SLOPE","K-8","2","1","1",,,,,"930","465","930"
"13K287","13K287 - P.S. 287 BAILEY K. ASHFORD","ELEMENTARY","1","1","1",,,,,"199","199","199"
"13K301","13K301 - SATELLITE EAST MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.8","0.8",,"0.8",,"0.8",,"119","119","119"
"13K305","13K305 - P.S. 305 DR. PETER RAY","ELEMENTARY","1","0",,,,,,"188","188",
"13K307","13K307 - P.S. 307 DANIEL HALE WILLIAMS","ELEMENTARY","3.2","1","1",,,,,"413","104","413"
"13K313","13K313 - SATELLITE WEST MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"104","104",
"13K350","13K350 - URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART","HIGH SCHOOL","3","3","3",,,,,"387","129","129"
"13K351","13K351 - THE URBAN ASSEMBLY UNISON SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"188","188",
"13K412","13K412 - BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, A","HIGH SCHOOL","1","1","1",,,,,"404","404","404"
"13K419","13K419 - SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC","HIGH SCHOOL","3","2","2",,,,,"528","176","264"
"13K430","13K430 - BROOKLYN TECHNICAL HIGH SCHOOL","HIGH SCHOOL","21","21","21",,"2",,,"5447","260","260"
"13K439","13K439 - BROOKLYN INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"345","345","345"
"13K483","13K483 - THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE","HIGH SCHOOL","2","0",,,,,,"448","224",
"13K492","13K492 - ACADEMY OF ARTS AND LETTERS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"494","494","494"
"13K499","13K499 - ACORN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,"1","504","126","168"
"13K527","13K527 - URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"470","235","470"
"13K553","13K553 - BROOKLYN ACADEMY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"176","176","176"
"13K575","13K575 - BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL","HIGH SCHOOL","1.4","1","1",,,,,"143","72","143"
"13K595","13K595 - BEDFORD ACADEMY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"364","364","364"
"13K596","13K596 - MS 596 PEACE ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.6","0.6",,"0.6",,"0.6",,"47","47","47"
"13K605","13K605 - GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION","HIGH SCHOOL","4","3","3",,,,,"634","159","212"
"13K616","13K616 - BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY","HIGH SCHOOL","2","2","2",,,,,"219","110","110"
"13K670","13K670 - BENJAMIN BANNEKER ACADEMY","HIGH SCHOOL","4","4","4",,,,,"916","229","229"
"13K674","13K674 - CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI","HIGH SCHOOL","2","1","1",,,,,"458","229","458"
"13K691","13K691 - FORT GREENE PREPARATORY ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"243","243","243"
"14K016","14K016 - P.S. 016 LEONARD DUNKLY","ELEMENTARY","0.5088","0.5088",,"0.5088",,"0.5088",,"238","238","238"
"14K017","14K017 - P.S. 017 HENRY D. WOODWORTH","ELEMENTARY","1","0",,,,,,"311","311",
"14K018","14K018 - P.S. 018 EDWARD BUSH","ELEMENTARY","1","1","1",,,,,"192","192","192"
"14K019","14K019 - P.S. 019 ROBERTO CLEMENTE","ELEMENTARY","2","1","1",,,,,"58","29","58"
"14K023","14K023 - P.S. 023 CARTER G. WOODSON","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"297","149","297"
"14K031","14K031 - P.S. 031 SAMUEL F. DUPONT","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"623","623","623"
"14K034","14K034 - P.S. 034 OLIVER H. PERRY","ELEMENTARY","0.6","0",,,,,,"512","512",
"14K050","14K050 - J.H.S. 050 JOHN D. WELLS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"229","229","229"
"14K059","14K059 - P.S. 059 WILLIAM FLOYD","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"325","325","325"
"14K071","14K071 - JUAN MOREL CAMPOS SECONDARY SCHOOL","SECONDARY SCHOOL","6","5","5",,,,,"692","116","139"
"14K084","14K084 - P.S. 084 JOSE DE DIEGO","ELEMENTARY","2","1","1",,,,,"685","343","685"
"14K110","14K110 - P.S. 110 THE MONITOR","ELEMENTARY","1","1","1",,,,,"399","399","399"
"14K120","14K120 - P.S. 120 CARLOS TAPIA","ELEMENTARY","2","1","1",,,,,"470","235","470"
"14K126","14K126 - JOHN ERICSSON MIDDLE SCHOOL 126","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"318","159","159"
"14K132","14K132 - P.S. 132 THE CONSELYEA SCHOOL","ELEMENTARY","2","1","1",,,,,"708","354","708"
"14K147","14K147 - P.S. 147 ISAAC REMSEN","ELEMENTARY","0.6","0",,,,,,"287","287",
"14K157","14K157 - P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIEN","K-8","1.6","1.6","1","0.6","1","0.6",,"542","271","271"
"14K196","14K196 - P.S. 196 TEN EYCK","ELEMENTARY","2","1","1",,,,,"333","167","333"
"14K250","14K250 - P.S. 250 GEORGE H. LINDSAY","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"714","357","714"
"14K257","14K257 - P.S. 257 JOHN F. HYLAN","ELEMENTARY","1.6","0.6",,"0.6","0.6","0.6",,"679","340","679"
"14K297","14K297 - P.S. 297 ABRAHAM STOCKTON","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"237","119","237"
"14K318","14K318 - I.S. 318 EUGENIO MARIA DE HOSTOS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,"1",,,"1607","402","536"
"14K319","14K319 - P.S. 319","EARLY CHILDHOOD","0","0",,,,,,"142",,
"14K322","14K322 - FOUNDATIONS ACADEMY","HIGH SCHOOL","1.5","1","1",,,,,"113","57","113"
"14K330","14K330 - THE SCHOOL FOR THE URBAN ENVIRONMENT","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"57","57",
"14K380","14K380 - P.S. 380 JOHN WAYNE ELEMENTARY","ELEMENTARY","2.4","0.4",,"0.4","0.4","0.4",,"658","220","658"
"14K414","14K414 - BROOKLYN ARBOR ELEMENTARY SCHOOL","ELEMENTARY","1","0",,,,,,"436","436",
"14K449","14K449 - BROOKLYN LATIN SCHOOL, THE","HIGH SCHOOL","4","4","4",,,,,"676","169","169"
"14K454","14K454 - GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS","HIGH SCHOOL","2","2","2",,,,,"276","138","138"
"14K474","14K474 - PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS","HIGH SCHOOL","4","2","2",,"1",,,"1098","275","549"
"14K477","14K477 - SCHOOL FOR LEGAL STUDIES","HIGH SCHOOL","2","2","2",,,,"1","598","200","200"
"14K478","14K478 - THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN","HIGH SCHOOL","2","2","2",,"1",,,"1001","501","501"
"14K488","14K488 - BROOKLYN PREPARATORY HIGH SCHOOL","HIGH SCHOOL","3","3","3",,"1",,,"494","165","165"
"14K558","14K558 - WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI","HIGH SCHOOL","4","3","3",,,,,"595","149","199"
"14K561","14K561 - WILLIAMSBURG PREPARATORY SCHOOL","HIGH SCHOOL","3","2","2",,,,,"682","228","341"
"14K577","14K577 - CONSELYEA PREPARATORY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"498","249","498"
"14K582","14K582 - M.S. 582","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"243","243","243"
"14K586","14K586 - LYONS COMMUNITY SCHOOL","SECONDARY SCHOOL","3","2","2",,"1",,,"520","174","260"
"14K610","14K610 - AUTOMOTIVE HIGH SCHOOL","HIGH SCHOOL","3","1","1",,,,,"383","128","383"
"14K614","14K614 - YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN","SECONDARY SCHOOL","2","0",,,,,,"380","190",
"14K632","14K632 - FRANCES PERKINS ACADEMY","HIGH SCHOOL","1","1","1",,,,,"142","142","142"
"14K685","14K685 - EL PUENTE ACADEMY FOR PEACE AND JUSTICE","HIGH SCHOOL","3.8","2.8","2","0.8",,,,"245","62","82"
"15K001","15K001 - P.S. 001 THE BERGEN","ELEMENTARY","4","1","1",,"1",,,"1277","320","1277"
"15K010","15K010 - MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO","ELEMENTARY","2","1","1",,,,,"1097","549","1097"
"15K015","15K015 - P.S. 015 PATRICK F. DALY","ELEMENTARY","2","0",,,,,,"454","227",
"15K024","15K024 - P.S. 024","ELEMENTARY","2","0",,,,,,"712","356",
"15K029","15K029 - P.S. 029 JOHN M. HARRIGAN","ELEMENTARY","2","1","1",,,,,"846","423","846"
"15K032","15K032 - P.S. 032 SAMUEL MILLS SPROLE","ELEMENTARY","3","1","1",,,,,"483","161","483"
"15K038","15K038 - P.S. 038 THE PACIFIC","ELEMENTARY","1","1","1",,,,,"540","540","540"
"15K039","15K039 - P.S. 039 HENRY BRISTOW","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"408","408","408"
"15K051","15K051 - M.S. 51 WILLIAM ALEXANDER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"1123","375","562"
"15K058","15K058 - P.S. 058 THE CARROLL","ELEMENTARY","2","1","1",,,,,"974","487","974"
"15K088","15K088 - J.H.S. 088 PETER ROUGET","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,,,,"1252","313","418"
"15K094","15K094 - P.S. 094 THE HENRY LONGFELLOW","ELEMENTARY","3","2","2",,"1",,,"1508","503","754"
"15K107","15K107 - P.S. 107 JOHN W. KIMBALL","ELEMENTARY","0.4","0",,,,,,"571","571",
"15K118","15K118 - THE MAURICE SENDAK COMMUNITY SCHOOL","ELEMENTARY","0","0",,,,,,"169",,
"15K124","15K124 - P.S. 124 SILAS B. DUTCHER","ELEMENTARY","1","1","1",,,,,"346","346","346"
"15K130","15K130 - P.S. 130 THE PARKSIDE","ELEMENTARY","2","1","1",,,,,"685","343","685"
"15K131","15K131 - P.S. 131 BROOKLYN","ELEMENTARY","2.4912","1.4912","1","0.4912",,"0.4912",,"1154","385","577"
"15K136","15K136 - I.S. 136 CHARLES O. DEWEY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"484","484","484"
"15K146","15K146 - P.S. 146","ELEMENTARY","2.4","1.4","1","0.4",,,,"659","220","330"
"15K154","15K154 - THE WINDSOR TERRACE SCHOOL","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"547","274","547"
"15K169","15K169 - P.S. 169 SUNSET PARK","ELEMENTARY","4","3","3",,"2",,,"1661","416","554"
"15K172","15K172 - P.S. 172 BEACON SCHOOL OF EXCELLENCE","ELEMENTARY","2","1","1",,,,,"597","299","597"
"15K230","15K230 - P.S. 230 DORIS L. COHEN","ELEMENTARY","2","1","1",,,,,"1319","660","1319"
"15K261","15K261 - P.S. 261 PHILIP LIVINGSTON","ELEMENTARY","2","1","1",,,,,"803","402","803"
"15K295","15K295 - P.S. 295","ELEMENTARY","2","0",,,,,,"519","260",
"15K321","15K321 - P.S. 321 WILLIAM PENN","ELEMENTARY","3","1","1",,"1",,,"1472","491","1472"
"15K418","15K418 - THE CHILDREN'S SCHOOL","ELEMENTARY","0.8","0.8",,"0.8",,,,"332","332","332"
"15K423","15K423 - BROOKLYN FRONTIERS HIGH SCHOOL","HIGH SCHOOL","0.7","0",,,,,,"186","186",
"15K429","15K429 - BROOKLYN SCHOOL FOR GLOBAL STUDIES","SECONDARY SCHOOL","2","1","1",,,,,"250","125","250"
"15K442","15K442 - M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,"1",,,"193","97","97"
"15K443","15K443 - NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"531","531","531"
"15K447","15K447 - THE MATH & SCIENCE EXPLORATORY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","1","1",,,,,"518","173","518"
"15K448","15K448 - BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE","SECONDARY SCHOOL","4","3","3",,,,,"685","172","229"
"15K462","15K462 - SECONDARY SCHOOL FOR LAW","SECONDARY SCHOOL","1","1","1",,,,,"351","351","351"
"15K463","15K463 - SECONDARY SCHOOL FOR JOURNALISM","SECONDARY SCHOOL","2","1","1",,"1",,,"285","143","285"
"15K464","15K464 - PARK SLOPE COLLEGIATE","SECONDARY SCHOOL","3","3","3",,,,,"423","141","141"
"15K497","15K497 - SCHOOL FOR INTERNATIONAL STUDIES","SECONDARY SCHOOL","3","3","3",,,,,"466","156","156"
"15K516","15K516 - SUNSET PARK AVENUES ELEMENTARY SCHOOL","ELEMENTARY","0","0",,,,,,"197",,
"15K519","15K519 - COBBLE HILL SCHOOL OF AMERICAN STUDIES","HIGH SCHOOL","6","5","5",,,,,"596","100","120"
"15K529","15K529 - WEST BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"207","207","207"
"15K592","15K592 - KHALIL GIBRAN INTERNATIONAL ACADEMY","HIGH SCHOOL","1","1","1",,,,,"174","174","174"
"15K656","15K656 - BROOKLYN HIGH SCHOOL OF THE ARTS","HIGH SCHOOL","4","3","3",,,,,"870","218","290"
"15K667","15K667 - SUNSET PARK HIGH SCHOOL","HIGH SCHOOL","6","5","5",,"2",,"1","1333","191","223"
"15K676","15K676 - RED HOOK NEIGHBORHOOD SCHOOL","ELEMENTARY","2","1","1",,,,,"219","110","219"
"15K684","15K684 - MILLENNIUM BROOKLYN HS","HIGH SCHOOL","3","1","1",,,,,"566","189","566"
"15K698","15K698 - SOUTH BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"166","166","166"
"15K821","15K821 - SUNSET PARK PREP","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"527","527",
"16K005","16K005 - P.S. 005 DR. RONALD MCNAIR","ELEMENTARY","2.6","0.6",,"0.6",,"0.6",,"268","90","268"
"16K021","16K021 - P.S. 021 CRISPUS ATTUCKS","ELEMENTARY","1","1","1",,,,,"640","640","640"
"16K025","16K025 - P.S. 025 EUBIE BLAKE SCHOOL","ELEMENTARY","2","1","1",,,,,"177","89","177"
"16K026","16K026 - P.S. 026 JESSE OWENS","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"250","125","250"
"16K028","16K028 - P.S. 028 THE WARREN PREP ACADEMY","ELEMENTARY","1","1","1",,,,,"219","219","219"
"16K035","16K035 - M.S. 035 STEPHEN DECATUR","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"185",,
"16K040","16K040 - P.S. 040 GEORGE W. CARVER","ELEMENTARY","2","2","2",,,,,"314","157","157"
"16K057","16K057 - J.H.S. 057 WHITELAW REID","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,"1","179","179","179"
"16K081","16K081 - P.S. 081 THADDEUS STEVENS","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"324","162","324"
"16K243","16K243 - P.S. 243K- THE WEEKSVILLE SCHOOL","ELEMENTARY","3","1","1",,"1",,,"260","87","260"
"16K262","16K262 - P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO","ELEMENTARY","2","2","2",,,,,"467","234","234"
"16K267","16K267 - M.S. 267 MATH, SCIENCE & TECHNOLOGY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"227","227","227"
"16K308","16K308 - P.S. 308 CLARA CARDWELL","K-8","3","2","2",,,,,"434","145","217"
"16K309","16K309 - P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY","ELEMENTARY","1","1","1",,,,,"261","261","261"
"16K335","16K335 - P.S. 335 GRANVILLE T. WOODS","ELEMENTARY","3","2","2",,,,,"329","110","165"
"16K385","16K385 - SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,"1","82","28","41"
"16K393","16K393 - FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL","SECONDARY SCHOOL","1","1","1",,,,,"92","92","92"
"16K455","16K455 - BOYS AND GIRLS HIGH SCHOOL","HIGH SCHOOL","9","6","6",,,,,"648","72","108"
"16K498","16K498 - BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"596","298","298"
"16K534","16K534 - UPPER SCHOOL @ P.S. 25","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.6","0.6",,"0.6",,,,"111","111","111"
"16K584","16K584 - M.S. 584","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"104","104","104"
"16K594","16K594 - GOTHAM PROFESSIONAL ARTS ACADEMY","HIGH SCHOOL","2","0",,,,,,"226","113",
"16K627","16K627 - BRIGHTER CHOICE COMMUNITY SCHOOL","ELEMENTARY","1","1","1",,,,,"149","149","149"
"16K628","16K628 - BROOKLYN BROWNSTONE SCHOOL","EARLY CHILDHOOD","0","0",,,,,,"233",,
"16K636","16K636 - YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT","ELEMENTARY","1","1","1",,,,,"180","180","180"
