"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"S-196261","Historical","S-","Brooklyn","SACKETT STREET",,"4 AVENUE",,"5 AVENUE",,"N","2008-06-14T00:00:00.000","SP-391C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM WED <-----> (SUPERSEDED BY SP-460C)","018 X 012","2019-05-22T00:00:00.000",,"440",,,"PNTD","PNTD",,"989506","186105"
"R-01506462","Historical","R-","Queens","ELMHURST AVENUE",,"BROADWAY",,"JUDGE STREET",,"W","2021-06-07T00:00:00.000","PS-54C","2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-182RB)","018 X 018",,,"56",,,"PNTD","PNTD",,"1017260","209640"
"R-01528825","Historical","R-","Manhattan","MADISON AVENUE",,"EAST   46 STREET",,"EAST   47 STREET",,"W","2021-05-30T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"104",,,"PNTD","PNTD","107260","990557","214564"
"P-01284588","Historical","P-","Bronx","OXFORD AVENUE",,"WEST  236 STREET",,"WEST  235 STREET",,"W","2018-03-12T00:00:00.000","BL","BUILDING LINE","N/A",,,"13",,,,,,,
"B-01341490","Historical","B-","Brooklyn","MYRTLE AVENUE",,"NOSTRAND AVENUE",,"LEWIS AVENUE",,"S","2018-11-27T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"West","TIII","TIII","INSTALL UNDER SW-78015 MPH","997424","192488"
"B-01341490","Historical","B-","Brooklyn","MYRTLE AVENUE",,"NOSTRAND AVENUE",,"LEWIS AVENUE",,"S","2018-11-27T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"West","TIII","TIII","INSTALL UNDER SW-78015 MPH","997424","192488"
"S-046629","Historical","S-","Queens","78 STREET",,"91 AVENUE",,"90 ROAD",,"E","2000-12-09T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"B-01341490","Historical","B-","Brooklyn","MYRTLE AVENUE",,"NOSTRAND AVENUE",,"LEWIS AVENUE",,"S","2018-11-27T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"West","TIII","TIII","INSTALL UNDER SW-78015 MPH","997424","192488"
"R-01299948","Historical","R-","Brooklyn","EAGLE STREET",,"MC GUINNESS BOULEVARD",,"PROVOST STREET",,"S","2018-04-05T00:00:00.000","CL","CURB LINE","N/A",,,"635",,,,,,,
"S-131613","Historical","S-","Bronx","BARNES AVENUE",,"EAST  214 STREET",,"EAST  215 STREET",,"W","2004-07-16T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"S-212742","Historical","S-","Queens","44 DRIVE",,"JACKSON AVENUE",,"HUNTER STREET",,"N","2009-11-02T00:00:00.000","PL","PROPERTY LINE","N/A",,,"117",,,,,,,
"B-01341490","Historical","B-","Brooklyn","MYRTLE AVENUE",,"NOSTRAND AVENUE",,"LEWIS AVENUE",,"S","2018-11-27T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"West","TIII","TIII","INSTALL UNDER SW-78015 MPH","997424","192488"
"B-01341490","Historical","B-","Brooklyn","MYRTLE AVENUE",,"NOSTRAND AVENUE",,"LEWIS AVENUE",,"S","2018-11-27T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"West","TIII","TIII","INSTALL UNDER SW-78015 MPH","997424","192488"
"R-843006","Historical","R-","Bronx","EAST GUNHILL ROAD",,"DEKALB AVENUE",,"BAINBRIDGE AVENUE",,"S","2011-08-08T00:00:00.000","PL","PROPERTY LINE","N/A",,,"655",,,,,,,
"P-965160","Historical","P-","Brooklyn","AVENUE U",,"LAKE STREET",,"VAN SICKLEN STREET",,"N","1997-11-18T00:00:00.000","BL","BUILDING LINE","N/A",,,"223",,,,,,,
"P-01531868","Current","P-","Staten Island","MCCLEAN AVENUE",,"PIAVE AVENUE",,"SAND LANE",,"S","2021-06-09T00:00:00.000","PL","PROPERTY LINE","N/A",,,"6",,,,,,,
"R-01533759","Historical","R-","Bronx","SEDGWICK AVENUE",,"WEST  197 STREET",,"RESERVOIR AVENUE",,"E","2021-06-18T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"964",,,"PNTD","PNTD",,"1011313","257168"
"S-01481475","Historical","S-","Manhattan","RIVERSIDE DRIVE",,"TIEMANN PLACE",,"WEST  110 STREET",,"W","2020-12-08T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"2616",,,"PNTD","PNTD",,"993846","234269"
"C-349541","Historical","C-","Queens","CALDWELL AVENUE",,"75 STREET",,,,"@","2014-09-23T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"N/W C","0",,"South","TIII","TIII",,"1015808","203294"
"S-282689","Historical","S-","Brooklyn","DEAN STREET",,"SCHENECTADY AVENUE",,"UTICA AVENUE",,"N","2011-08-01T00:00:00.000","SP-373C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM MON & THURS <----> (SUPERSEDED BY SP-850C)","018 X 012","2019-05-22T00:00:00.000",,"332",,,"PNTD","PNTD",,"1003123","185549"
"S-01525849","Current","S-","Brooklyn","AMBOY STREET",,"BLAKE AVENUE",,"DUMONT AVENUE",,"W","2021-06-02T00:00:00.000","PL","PROPERTY LINE","N/A",,,"11",,,,,,,
"R-01530662","Historical","R-","Queens","NORTHERN BOULEVARD",,"111 STREET","E RDWY",,,"@","2021-06-04T00:00:00.000","R4-6R","KEEP RIGHT SYMBOL (RIGHT REVERSE CURVE ARROW W/MALL TIP)","024 X 030",,"W ISL","0",,"West","TIII","TIII","AT WEST APEX OF WEST ISLAND","1023343","215431"
"S-248199","Historical","S-","Brooklyn","HULL STREET",,"ROCKAWAY AVENUE",,"MOTHER GASTON BOULEVARD",,"S","2010-06-04T00:00:00.000","BL","BUILDING LINE","N/A",,,"16",,,,,,,
"R-01585664","Historical","R-","Queens","ROCKAWAY BEACH BOULEVARD",,"B  133 STREET",,,,"@","2022-05-17T00:00:00.000","SI-XG","24"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","024 X 009",,"N/W C","0",,,"TIII","TIII","B 133 ST","1025590","148671"
"C-260146","Historical","C-","Bronx","SHERMAN AVENUE",,"EAST  163 STREET",,,,"@","2011-06-08T00:00:00.000","SR-1946","SCHOOL SPEED LIMIT XX X:XX-X:XXAM X:XX-X:XXPM YYY-YYY (XX=SPECIFY SPEED, X:XX=SPECIFY TIME, YYY=SPECIFY DAY)","024 X 048",,"E SSD","76",,"West","TIII","TIII","20                                                      7:00-9:00 2:00-4:00MON-FRI","1006637","240841"
"S-01531298","Current","S-","Bronx","GRAND CONCOURSE",,"EAST  167 STREET",,"EAST  168 STREET",,"E","2021-06-12T00:00:00.000","PL","PROPERTY LINE","N/A",,,"15",,,,,,,
"S-01476327","Historical","S-","Brooklyn","TIFFANY PLACE",,"DE GRAW STREET",,"KANE STREET",,"W","2020-10-05T00:00:00.000","PL","PROPERTY LINE","N/A",,,"733",,,,,,,
"S-076330","Historical","S-","Staten Island","GORDON STREET",,"GRAY STREET",,"GROVE STREET",,"E","2001-08-22T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"C-01530967","Current","C-","Manhattan","BOWERY",,"CANAL STREET",,,,"@","2021-06-08T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"N/E C","0",,"West","TIII","TIII",,"985343","200219"
"S-110922","Historical","S-","Brooklyn","EAST   91 STREET",,"CHURCH AVENUE",,"LINDEN BOULEVARD",,"W","2003-04-24T00:00:00.000","PL","PROPERTY LINE","N/A",,,"22",,,,,,,
"ST01526895","Current","ST","Queens","67 AVENUE",,"164 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/E C","0",,,"TIII","TIII","164 ST","1038330","207094"
"S-01523881","Current","S-","Brooklyn","EASTERN PARKWAY","N S/R","ROCHESTER AVENUE",,"UTICA AVENUE",,"S","2021-06-21T00:00:00.000","PS-12B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-846C)","018 X 012",,,"147",,,"PNTD","PNTD",,"1003980","182901"
"B-01406879","Historical","B-","Brooklyn","SHORE PARKWAY","S S/R","BAY PARKWAY",,"WEST   22 STREET",,"S","2020-02-03T00:00:00.000","SR-1940","BIKE (SYMBOL) USE SIDEWALK W/ 45 DEG LEFT ARROW","024 X 036",,,"0",,"East","TIII","TIII","67&#39; E SSD OF SHORE PKWY*S S/R @ CAESAR&#39;S BAY DRIVEWAY (OPPOSITE BELT PKWY*EXIT 5 ENT RAMP)E/O TREE PIT @ BIKE CURB CUT",,
"S-01516168","Current","S-","Queens","MADISON STREET",,"SENECA AVENUE",,"ONDERDONK AVENUE",,"S","2021-06-21T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"92",,,"PNTD","PNTD","FLUSHING","1010312","195095"
"R-01532492","Historical","R-","Brooklyn","KINGS HIGHWAY",,"EAST   93 STREET",,,,"@","2021-06-15T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"N CML","0",,"South","TIII","TIII",,"1006151","178712"
"R-01532492","Historical","R-","Brooklyn","KINGS HIGHWAY",,"EAST   93 STREET",,,,"@","2021-06-15T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"N CML","0",,"South","TIII","TIII",,"1006151","178712"
"ST01529990","Current","ST","Queens","157 AVENUE",,"92 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"S/E C","0",,,"TIII","TIII","157 AV","1028170","180637"
"P-845033","Historical","P-","Queens","41 AVENUE",,"149 STREET",,"149 PLACE",,"S","1989-11-28T00:00:00.000","CL","CURB LINE","N/A",,,"284",,,,,,,
"P-01468339","Historical","P-","Bronx","EDWARD L GRANT HIGHWAY",,"WEST  169 STREET",,"JEROME AVENUE",,"W","2020-11-06T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-01520656","Current","S-","Queens","41 AVENUE",,"149 STREET",,"147 STREET",,"N","2021-06-24T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"100",,,"PNTD","PNTD","FLUSHING","1035137","216952"
"R-510654","Historical","R-","Bronx","EAST BURNSIDE AVENUE",,"CRESTON AVENUE",,"MORRIS AVENUE",,"N","1993-12-02T00:00:00.000","CL","CURB LINE","N/A",,,"236",,,,,,,
"S-01520656","Current","S-","Queens","41 AVENUE",,"149 STREET",,"147 STREET",,"N","2021-06-24T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"100",,,"PNTD","PNTD","FLUSHING","1035137","216952"
"B-01452393","Historical","B-","Bronx","GRAND CONCOURSE",,"MOSHOLU PARKWAY",,"EAST  138 STREET",,"W","2020-08-12T00:00:00.000","SR-2147","SPEED LIMIT 25 (SUPERSEDED BY SR-2166)","030 X 036","2019-05-22T00:00:00.000",,"0",,"North","TIII","TIII","APEX OF S/W MALL @ VAN CORTLANDT AVE E. --------------      ** INSTALL ABOVE PED SIGNAL **-----> VAN CORTLANDT AVE EAST <-----","1016225","259709"
"C-01530571","Current","C-","Staten Island","ARTHUR KILL ROAD",,"MAZZA COURT",,,,"@","2021-06-09T00:00:00.000","R3-2","NO LEFT TURN (SYMBOL) (SUPERSEDES R3-2 WORD MESSAGE)","024 X 024",,"N/W C","0",,"North","TIII","TIII",,"928453","141921"
"ST01527787","Current","ST","Queens","84 ROAD",,"MAIN STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/E C","0",,,"TIII","TIII","MAIN ST","1034865","198906"
"R-01535810","Historical","R-","Queens","BEVERLY ROAD",,"ONSLOW PLACE",,,,"@","2021-06-30T00:00:00.000","R4-6R","KEEP RIGHT SYMBOL (RIGHT REVERSE CURVE ARROW W/MALL TIP)","024 X 030",,"S APX","0",,"South","TIII","TIII",,"1030257","198001"
"C-01384934","Historical","C-","Brooklyn","ADAMS STREET",,"TILLARY STREET",,,,"@","2019-11-12T00:00:00.000","SR-1912","BIKE (SYMBOL) YIELD (SYMBOL) TO PEDESTRIAN (SYMBOL) SHARED ZONE","018 X 024",,"S CML","0",,"North","TIII","TIII",,"987365","192919"
"S-01517723","Current","S-","Queens","23 AVENUE",,"100 STREET",,"101 STREET",,"S","2021-06-18T00:00:00.000","PL","PROPERTY LINE","N/A",,,"9",,,,,,,
"ST01532267","Current","ST","Queens","57 AVENUE",,"262 STREET",,,,"@","2021-06-11T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"*NOTE","0",,,"TIII","TIII","57 AVNORTH SIDE OF 57 AV OPPOSITE S/E C","1061283","217606"
"R-680415","Historical","R-","Queens","BROADWAY",,"DONGAN AVENUE",,"ST JAMES AVENUE",,"S","2004-05-06T00:00:00.000","BL","BUILDING LINE","N/A",,,"15",,,,,,,
"R-01532839","Historical","R-","Bronx","LYDIG AVENUE",,"CRUGER AVENUE",,"WHITE PLAINS ROAD",,"N","2021-06-24T00:00:00.000","PS-54C","2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-182RB)","018 X 018",,,"190",,,"PNTD","PNTD",,"1020917","250637"
"B-355630","Historical","B-","Manhattan","CANAL STREET",,"HUDSON STREET",,"BOWERY",,"S","2014-12-22T00:00:00.000","SR-2166","CITY SPEED LIMIT 25 (SUPERSEDED BY SR-2191)","030 X 036","2019-05-22T00:00:00.000",,"0",,"West","TIII","TIII","S/E/C OF VARICK ST","982135","202866"
"ST01500151","Historical","ST","Queens","134 ROAD",,"96 STREET","N LEG",,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","134 RD",,
"R-01531811","Historical","R-","Manhattan","3 AVENUE",,"EAST   94 STREET",,,,"@","2021-06-14T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/W C","0","North",,"TIII","TIII",,"998018","224872"
"R-01523871","Historical","R-","Manhattan","5 AVENUE",,"WEST   42 STREET",,"WEST   40 STREET",,"W","2021-06-08T00:00:00.000","SI-1882G","LIMITED MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"203",,,"PNTD","PNTD","M1LTD","989446","213613"
"S-339422","Historical","S-","Queens","ASTORIA BOULEVARD",,"21 STREET",,"18 STREET",,"N","2014-06-17T00:00:00.000","CL","CURB LINE","N/A",,,"281",,,,,,,
"R-666067","Historical","R-","Queens","69 AVENUE",,"229 STREET",,"230 STREET",,"S","2003-09-03T00:00:00.000","CL","CURB LINE","N/A",,,"230",,,,,,,
"R-01531826","Historical","R-","Manhattan","PALADINO AVENUE",,"EAST  120 STREET",,"FIRST AVENUE",,"E","2021-06-10T00:00:00.000","PL","PROPERTY LINE","N/A",,,"1632",,,,,,,
"S-189438","Historical","S-","Bronx","MATTHEWS AVENUE",,"DEAD END",,"VAN NEST AVENUE",,"E","2008-07-28T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,"PL AT CONCRET SIDEWALK",,
"R-01533792","Historical","R-","Queens","69 AVENUE",,"183 STREET",,,,"@","2021-06-18T00:00:00.000","R1-1","STOP","030 X 030",,"N/W C","0",,"North","TIII","TIII",,"1042843","206799"
"P-01527256","Current","P-","Brooklyn","44 STREET",,"13 AVENUE",,"14 AVENUE",,"N","2021-06-07T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01531243","Historical","R-","Manhattan","BROADWAY",,"BROOME STREET",,,,"@","2021-06-08T00:00:00.000","SR-2338","DON'T BLOCK THE BOX W/ BOX SYMBOL","030 X 024",,"N/W C","0",,"East","TIII","TIII",,"984283","202280"
"ST01503347","Historical","ST","Queens","WEST DRIVE",,"HOLLYWOOD AVENUE",,,,"@","2021-01-27T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/E C","0",,,"TIII","TIII","HOLLYWOOD AV","1052731","221868"
"C-01535722","Current","C-","Queens","CROSS ISLAND PARKWAY",,"14 ROAD",,,,"@","2021-06-30T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"W   C","0",,"North East","TIII","TIII","ON WEST CURB, 24&#39; FROM LP EXISTING SOUTH OF PED RAMP.   ADD DR EXTENSION.","1036009","226229"
"S-01531843","Current","S-","Queens","PARSONS BOULEVARD",,"84 ROAD",,"GRAND CENTRL PARKWAY","S S/R","E","2021-06-18T00:00:00.000","SI-1883G","LIMITED MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUESTED)","18.12 X 6""",,,"83",,,"PNTD","PNTD","COLLEGE POINT","1037774","199334"
"R-01527572","Historical","R-","Manhattan","2 AVENUE",,"EAST   76 STREET",,,,"@","2021-06-02T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/W C","0",,,"TIII","TIII","2 AV","996304","220316"
"R-01534547","Historical","R-","Queens","CLOVERDALE BOULEVARD",,"KENILWORTH DRIVE",,"53 AVENUE",,"W","2021-06-23T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"North","TIII","TIII","INSTALL UNDER SW-780.                                   15 MPH.","1052032","215189"
"R-01534547","Historical","R-","Queens","CLOVERDALE BOULEVARD",,"KENILWORTH DRIVE",,"53 AVENUE",,"W","2021-06-23T00:00:00.000","W13-1","ADVISORY SPEED PLATE (MPH TO BE SPECIFIED)","018 X 018",,,"0",,"North","TIII","TIII","INSTALL UNDER SW-780.                                   15 MPH.","1052032","215189"
"ST01520372","Current","ST","Brooklyn","CADMAN PLAZA EAST",,"TILLARY STREET",,,,"@","2021-06-24T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"E CML","0",,,"TIII","TIII","CADMAN PLAZA EAST","987013","192936"
"R-01531424","Historical","R-","Queens","UNION TURNPIKE",,"233 STREET",,,,"@","2021-06-08T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","East",,"HRFL","HRFL",,"1056717","208040"
"S-01529898","Current","S-","Staten Island","FOSTER ROAD",,"RAMAPO AVENUE",,"STAFFORD AVENUE",,"W","2021-06-02T00:00:00.000","PL","PROPERTY LINE","N/A",,,"7",,,,,,,
"R-01625488","Historical","R-","Brooklyn","GRAHAM AVENUE",,"BROADWAY",,"DEBEVOISE STREET",,"E","2023-05-15T00:00:00.000","PL","PROPERTY LINE","N/A",,,"253",,,,,,,
"R-01530758","Historical","R-","Brooklyn","MANHATTAN AVENUE",,"GRAND STREET",,,,"@","2021-06-04T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","North",,"TIII","TIII",,"999333","198492"
"R-01534492","Historical","R-","Queens","73 AVENUE",,"WOODHAVEN BOULEVARD",,"TROTTING COURSE LANE",,"S","2021-06-23T00:00:00.000","PS-114GA","NO PARKING MONDAY-FRIDAY 6AM-6PM --> (SUPERSEDES SP-282CA)","018 X 012",,,"150","West",,"PNTD","PNTD",,"1023365","198124"
"R-01534653","Historical","R-","Manhattan","MULBERRY STREET",,"MOSCO STREET",,,,"@","2021-06-23T00:00:00.000","SR-731","ALL WAY","018 X 006",,"N/E C","0",,"East","TIII","TIII",,"984383","199593"
"P-01462604","Historical","P-","Manhattan","1 AVENUE",,"EAST   72 STREET",,"EAST   73 STREET",,"E","2020-08-06T00:00:00.000","SP-477BA","BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW","20"" DIA.",,,"175","South",,"PNTD","PNTD","401709","996522","219164"
"R-01522057","Historical","R-","Manhattan","ALLEN STREET",,"DELANCEY STREET",,"BROOME STREET",,"W","2021-06-15T00:00:00.000","PS-50E","TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-10AM <-> (SUPERSEDES SP-257B)","018 X 018",,,"240",,,"PNTD","PNTD",,"986759","201054"
"C-01478021","Historical","C-","Brooklyn","ATLANTIC AVENUE",,"SMITH STREET",,,,"@","2020-10-23T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/W C","0","North",,"TIII","TIII",,"987254","190157"
"ST01529987","Current","ST","Queens","157 AVENUE",,"90 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"S/E C","0",,,"TIII","TIII","90 ST","1027659","180540"
"C-366671","Historical","C-","Manhattan","BROOME STREET",,"VARICK STREET",,,,"@","2015-05-09T00:00:00.000","R3-9L","ALL TRAFFIC W/ LEFT ARROW","024 X 024",,"S/E C","0",,"East","TIII","TIII",,"982614","203171"
"R-01534065","Historical","R-","Manhattan","BROADWAY",,"COLUMBUS AVENUE",,,,"@","2021-06-21T00:00:00.000","SR-2114","EXCEPT MTA BUSES","024 X 012",,"S CML","0",,"North","TIII","TIII","FACING S/B COLUMBUS AV","989181","220914"
"R-01534408","Historical","R-","Staten Island","BEACH ROAD",,"KING STREET",,,,"@","2021-06-22T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/W C","0","South",,"TIII","TIII",,"941635","135331"
"R-546190","Historical","R-","Bronx","CLINTON AVENUE",,"JEFFERSON PLACE",,"EAST  170 STREET",,"W","1997-05-05T00:00:00.000","CL","CURB LINE","N/A",,,"241",,,,,,,
"R-01532634","Historical","R-","Bronx","UNIVERSITY AVENUE",,"WEST TREMONT AVENUE",,"WEST  176 STREET",,"W","2021-06-16T00:00:00.000","SP-477BA","BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW","20"" DIA.",,,"177","North",,"PNTD","PNTD","100195",,
"R-01533800","Historical","R-","Queens","NASSAU EXPRESSWAY",,"NORTH HANGAR ROAD",,,,"@","2021-06-18T00:00:00.000","SR-2112","NO LEFT TURN & NO U-TURN (COMBINATION SYMBOL)","048 X 048",,"E CML","0",,"West","TIII","TIII","LOC. NORTH WEST APEX OF EAST CENTER MALL.","1045660","180424"
"R-01533449","Historical","R-","Brooklyn","STILLWELL AVENUE",,"SURF AVENUE",,"BOARDWALK",,"W","2021-06-17T00:00:00.000","PS-221CA","2 HMP JUNE-AUG 9AM-MIDNIGHT EXCEPT SUNDAY SEPT-MAY 9AM-7PM EXCEPT SUNDAY --> (SUPERSEDES SP-458EA & PS-162CA)","018 X 030",,,"55","South",,"PNTD","PNTD",,"989472","148971"
"R-01531423","Historical","R-","Bronx","CASTLE HILL AVENUE",,"POWELL AVENUE",,"GLEASON AVENUE",,"E","2021-06-14T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"43",,,"PNTD","PNTD","201725","1025538","242207"
"R-01533549","Historical","R-","Queens","149 AVENUE",,"183 STREET",,,,"@","2021-06-17T00:00:00.000","R1-1","STOP","030 X 030",,"S/E C","0",,"South","TIII","TIII",,"1049424","179318"
"P-01284570","Historical","P-","Bronx","WHITE PLAINS ROAD",,"EAST  231 STREET",,"EAST  232 STREET",,"E","2018-01-12T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"216",,,"PNTD","PNTD","205032","1023597","264503"
"P-01379596","Historical","P-","Queens","MAIN STREET",,"UNION TURNPIKE",,"79 AVENUE",,"E","2019-10-22T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-144961","Historical","S-","Brooklyn","WALLASTON COURT",,"67 STREET",,"66 STREET",,"W","2005-10-14T00:00:00.000","SP-397C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM THURS <--> (SUPERSEDED BY SP-463C)","018 X 012","2019-05-22T00:00:00.000",,"160",,,"PNTD","PNTD",,"985865","165130"
"SC01317788","Historical","SC","Queens","BARCLAY AVENUE",,"147 STREET",,,,"@","2020-06-17T00:00:00.000","SW-753","SCHOOL (RIDER) (SCHOOL SAFETY SIGN)","030 X 012",,"E NSD","155",,"East","TIII","TIII",,"1034898","216513"
"R-835466","Historical","R-","Queens","145 PLACE",,"15 AVENUE",,"14 AVENUE",,"W","2011-04-19T00:00:00.000","PL","PROPERTY LINE","N/A",,,"9",,,,,,,
"ST01501158","Historical","ST","Queens","28 AVENUE",,"215 PLACE",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"*NOTE","0",,,"TIII","TIII","215 PL","1047386","222830"
"R-01535807","Historical","R-","Manhattan","EAST   13 STREET",,"2 AVENUE",,"3 AVENUE",,"N","2021-06-30T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"201",,,"PNTD","PNTD",,"988108","205937"
"R-01407843","Historical","R-","Manhattan","FORT WASHINGTON AVENUE",,"WEST  165 STREET",,"WEST  168 STREET",,"E","2020-01-30T00:00:00.000","CL","CURB LINE","N/A",,,"716",,,,,,,
