"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 07","Not Applicable",,"354","775","K035400","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151550","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","348910081","N","911.1","NA","Yes","2103","BROKERED GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 04","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12085880","2022-12","2022-08-23T00:00:00.000","2022-09-22T00:00:00.000","30","3516015","Y","2558.96","TRMDH","Yes","2212","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 07","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12079828","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","2969340","N","236.7","T1B TRAN RES HEAT","Yes","305","UTILITY GAS","NatGrid NYC"
"SUTTER AVENUE-UNION STREET","BROOKLYN","SUTTER AVENUE-UNION STREET","BLD 02","Not Applicable",,"369","807","K036900","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151524","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","346231531","N","2096.88","NA","Yes","4840","BROKERED GAS","NatGrid NYC"
"GOWANUS","BROOKLYN","GOWANUS","BLD 11","Not Applicable",,"25","515","K002500","FEDERAL","NY005000250P","DIRECT ENERGY BUSINESS (32179)","12151406","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","178912001","N","102714.28","NA","Yes","237084","BROKERED GAS","NatGrid NYC"
"TAFT","MANHATTAN","TAFT","BLD 10 - Community Center","Not Applicable","BLD10 - Community Center and Stores","97","261","M009700","FEDERAL","NY005010970P","DIRECT ENERGY BUSINESS (32179)","12151006","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","132.08","NA","Exception","280","BROKERED GAS","ConEd"
"RALPH AVENUE REHAB","BROOKLYN","RALPH AVENUE REHAB","BLD 05","Not Applicable",,"352","771","K035200","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151580","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","348941501","N","3108.06","NA","Yes","7174","BROKERED GAS","NatGrid NYC"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 04","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12037524","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3033011","N","7113.54","TRMDH","Yes","6732","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 01","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12079806","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5475132","N","4000.94","T3 TRAN MULT FAM","Yes","9537","UTILITY GAS","NatGrid NYC"
"BLAND","QUEENS","BLAND","BLD 02","NONE","BLD 1-5","54","519","Q005400","FEDERAL","NY005011860P","CONSOLIDATED EDISON COMPANY OF NY","12059729","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3782809","N","71318.56","TRMDHDF","Yes","74851","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104685","2022-12","2022-06-23T00:00:00.000","2022-07-25T00:00:00.000","32","3267826","Y","27.98","TRMDH","Yes","0","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 04","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12079810","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","4862074","N","1088.7","T3 TRAN MULT FAM","Yes","2323","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 05","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151599","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","488930331","N","473.54","NA","Yes","1093","BROKERED GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104676","2022-12","2022-10-24T00:00:00.000","2022-11-22T00:00:00.000","29","3267826","Y","25.75","TRMDH","Yes","1","UTILITY GAS","ConEd"
"STUYVESANT GARDENS I","BROOKLYN","STUYVESANT GARDENS I","BLD 05","Not Applicable",,"221","337","K022100","FEDERAL","NY005012210P","DIRECT ENERGY BUSINESS (32179)","12151424","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","248912600","N","4064.22","NA","Yes","9381","BROKERED GAS","NatGrid NYC"
"RALPH AVENUE REHAB","BROOKLYN","RALPH AVENUE REHAB","BLD 03","Not Applicable",,"352","771","K035200","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151575","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","348941161","N","2625.87","NA","Yes","6061","BROKERED GAS","NatGrid NYC"
"SURFSIDE GARDENS","BROOKLYN","SURFSIDE GARDENS","BLD 04","AMR","BLD 4-5","170","278","K017000","FEDERAL","NY005011700P","National Grid NYC","12080088","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","4651318","N","17110.68","T3 TRAN MULT FAM","Yes","41676","UTILITY GAS","NatGrid NYC"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","Not Applicable",,"201","386","Q020100","FEDERAL","NY005011860P","DIRECT ENERGY BUSINESS (32179)","12150527","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","2.95416E+14","N","567.01","NA","Yes","1202","BROKERED GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 07","AMR","BLD 5-8","312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12079804","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","7409029","N","1284.08","T3 TRAN MULT FAM","Yes","2807","UTILITY GAS","NatGrid NYC"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 01","Not Applicable",,"368","837","K036800","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151442","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304906971","N","639.47","NA","Yes","1476","BROKERED GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 41","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079581","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","1337615","N","560.77","T3 TRAN MULT FAM","Yes","1019","UTILITY GAS","NatGrid NYC"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 01","AMR",,"243","353","K024300","FEDERAL","NY005012430P","National Grid NYC","12079510","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5861775","N","1330.92","T3 TRAN MULT FAM","Yes","2923","UTILITY GAS","NatGrid NYC"
"PARK ROCK REHAB","BROOKLYN","PARK ROCK REHAB","BLD 02","AMR","BLD 1-3","351","765","K035100","FEDERAL","NY005013510P","National Grid NYC","12079795","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5151858","N","501.22","T3 TRAN MULT FAM","Yes","902","UTILITY GAS","NatGrid NYC"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 02","Not Applicable",,"192","312","M019200","FEDERAL","NY005011000P","DIRECT ENERGY BUSINESS (32179)","12150924","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","14935.44","NA","Yes","31661","BROKERED GAS","ConEd"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 03","AMR",,"368","837","K036800","FEDERAL","NY005013510P","National Grid NYC","12079751","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","7409019","N","1045.9","T3 TRAN MULT FAM","Yes","2217","UTILITY GAS","NatGrid NYC"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 02","AMR",,"368","837","K036800","FEDERAL","NY005013510P","National Grid NYC","12079747","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","7409030","N","1446.77","T3 TRAN MULT FAM","Yes","3210","UTILITY GAS","NatGrid NYC"
"HOPE GARDENS","BROOKLYN","HOPE GARDENS","BLD 04","AMR",,"247","546","K024700","FEDERAL","NY005012470P","National Grid NYC","12079554","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","9840687","N","4643.62","T3 TRAN MULT FAM","Yes","11129","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 04","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12079846","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5101193","N","890.49","T3 TRAN MULT FAM","Yes","1832","UTILITY GAS","NatGrid NYC"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 11","Not Applicable",,"505","398","Q050500","FEDERAL","NY005005050P","DIRECT ENERGY BUSINESS (32179)","12150542","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","2.95416E+14","N","24998.39","NA","Yes","52993","BROKERED GAS","ConEd"
"SHELTON HOUSE","QUEENS","SHELTON HOUSE","BLD 01","AMR","BLD 1","279","505","Q027900","FEDERAL","NY005010910P","National Grid NYC","12079493","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4829151","Y","152.36","T3 TRAN MULT FAM","Yes","209","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 3)","BRONX","CLAREMONT REHAB (GROUP 3)","BLD 04","NONE",,"308","750","B030800","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12059589","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3718130","N","4905.18","TRMDH","Yes","4389","UTILITY GAS","ConEd"
"BORINQUEN PLAZA II","BROOKLYN","BORINQUEN PLAZA II","BLD 04","Not Applicable",,"271","390","K027100","FEDERAL","NY005012430P","DIRECT ENERGY BUSINESS (32179)","12151256","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","68915500","N","3001.92","NA","Yes","6929","BROKERED GAS","NatGrid NYC"
"RED HOOK EAST","BROOKLYN","RED HOOK EAST","BLD 27 - Community Center","AMR","Community Center","4","202","K000400","FEDERAL","NY005000040P","National Grid NYC","12079720","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","5769001","N","489.8","T2-2 TRAN GENERAL","Yes","663","UTILITY GAS","NatGrid NYC"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 06","Not Applicable",,"39","586","B003900","FEDERAL","NY005010390P","DIRECT ENERGY BUSINESS (32179)","12150798","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","78857.69","NA","Yes","167167","BROKERED GAS","ConEd"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 03","Not Applicable",,"366","801","K036600","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151445","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304924002","N","1273.73","NA","Exception","2940","BROKERED GAS","NatGrid NYC"
"LOW HOUSES","BROOKLYN","LOW HOUSES","BLD 01","AMR","BLD 1-4","169","276","K016900","FEDERAL","NY005011690P","National Grid NYC","12079926","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","2644912","N","33032.94","T3 TRAN MULT FAM","Yes","80836","UTILITY GAS","NatGrid NYC"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 04 - Community Center","Not Applicable","Community Center","243","353","K224300","FEDERAL","NY005012430P","DIRECT ENERGY BUSINESS (32179)","12151228","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","57300121","NA","0","NA","Yes","0","BROKERED GAS","NatGrid NYC"
"CLASON POINT GARDENS","BRONX","CLASON POINT GARDENS","BLD 42","Not Applicable",,"11","208","B001100","FEDERAL","NY005012800P","DIRECT ENERGY BUSINESS (32179)","12150676","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","12658.88","NA","Yes","26835","BROKERED GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 02","NONE",,"353","770","B035300","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12059978","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","4213974","N","27.15","TRMDH","Yes","0","UTILITY GAS","ConEd"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 14","NONE","BLD 14-18, 28","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12059747","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3706930","N","55667.66","TRMDH","Yes","58246","UTILITY GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 01","NONE",,"353","770","B035300","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12059582","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3078811","N","4089.87","TRMDH","Yes","3524","UTILITY GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 02","Not Applicable",,"353","770","B035300","FEDERAL","NY005013420P","DIRECT ENERGY BUSINESS (32179)","12150650","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","2206.28","NA","Yes","4677","BROKERED GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 49","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079570","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","6401839","N","558.22","T3 TRAN MULT FAM","Yes","1014","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 48","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079454","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","7408457","Y","681.71","T3 TRAN MULT FAM","Yes","1250","UTILITY GAS","NatGrid NYC"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 02","NONE",,"353","770","B035300","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12059592","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3078796","N","5176.62","TRMDH","Yes","4677","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 05","Not Applicable",,"205","322","K020500","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151519","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","328925740","N","159.43","NA","Yes","368","BROKERED GAS","NatGrid NYC"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 02","Not Applicable",,"243","353","K024300","FEDERAL","NY005012430P","DIRECT ENERGY BUSINESS (32179)","12151231","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","58920420","N","1360.38","NA","Yes","3140","BROKERED GAS","NatGrid NYC"
"LONGFELLOW AVENUE REHAB","BRONX","LONGFELLOW AVENUE REHAB","BLD 02","Not Applicable",,"362","794","B036200","FEDERAL","NY005015300P","DIRECT ENERGY BUSINESS (32179)","12150671","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","3341.73","NA","Yes","7084","BROKERED GAS","ConEd"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 01","Not Applicable",,"243","353","K024300","FEDERAL","NY005012430P","DIRECT ENERGY BUSINESS (32179)","12151229","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","58920020","N","1266.36","NA","Yes","2923","BROKERED GAS","NatGrid NYC"
"HOPE GARDENS","BROOKLYN","HOPE GARDENS","BLD 04 - Community Center","AMR",,"247","546","K224700","FEDERAL","NY005012470P","National Grid NYC","12079549","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","129336","N","186.87","T2-2 TRAN GENERAL","Yes","214","UTILITY GAS","NatGrid NYC"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 06","Not Applicable",,"365","551","K036500","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12150498","2022-12","2022-11-24T00:00:00.000","2022-12-23T00:00:00.000","29","305311941","N","896.81","NA","Yes","2070","BROKERED GAS","NatGrid NYC"
"CASSIDY-LAFAYETTE","STATEN ISLAND","CASSIDY-LAFAYETTE","BLD 02","Not Applicable",,"206","319","S020600","FEDERAL","NY005011170P","DIRECT ENERGY BUSINESS (32179)","12150552","2022-12","2022-11-29T00:00:00.000","2022-12-23T00:00:00.000","24","3128910000","N","16822.71","NA","Exception","38830","BROKERED GAS","NatGrid NYC"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 04","NONE",,"305","550","B030500","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12059909","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3590187","Y","821.22","TR I NR","Yes","1083","UTILITY GAS","ConEd"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 11","NONE","BLD 9-13, 27","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12059733","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3706929","N","50716.48","TRMDH","Yes","52993","UTILITY GAS","ConEd"
"SOUNDVIEW","BRONX","SOUNDVIEW","BLD 08","Not Applicable",,"71","537","B007100","FEDERAL","NY005000710P","DIRECT ENERGY BUSINESS (32179)","12150675","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","97492.92","NA","Exception","206671","BROKERED GAS","ConEd"
"LONGFELLOW AVENUE REHAB","BRONX","LONGFELLOW AVENUE REHAB","BLD 01","NONE",,"362","794","B036200","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12059831","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3192766","Y","5048.46","TRMDH","Yes","4541","UTILITY GAS","ConEd"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 04","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12036294","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3127495","N","27.15","TRMDH","Yes","0","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 42","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079568","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","6298897","N","520.56","T3 TRAN MULT FAM","Yes","940","UTILITY GAS","NatGrid NYC"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 06","NONE","BLD 1-23","39","586","B003900","FEDERAL","NY005010390P","CONSOLIDATED EDISON COMPANY OF NY","12121477","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3355702","N","158330.29","TRMDHDF","Yes","167167","UTILITY GAS","ConEd"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 05","Not Applicable",,"366","801","K036600","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151455","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304960801","N","1091.34","NA","Yes","2519","BROKERED GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 46","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079573","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","5124468","N","687.09","T3 TRAN MULT FAM","Yes","1283","UTILITY GAS","NatGrid NYC"
"CARVER","MANHATTAN","CARVER","BLD 05","Not Applicable",,"58","534","M005800","FEDERAL","NY005000580P","DIRECT ENERGY BUSINESS (32179)","12151015","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","86402.06","NA","Yes","183160","BROKERED GAS","ConEd"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 05","AMR",,"366","801","K036600","FEDERAL","NY005013510P","National Grid NYC","12079759","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5318946","N","1167.83","T3 TRAN MULT FAM","Yes","2519","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 45","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079455","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","6477108","Y","678.27","T3 TRAN MULT FAM","Yes","1242","UTILITY GAS","NatGrid NYC"
"CHELSEA","MANHATTAN","CHELSEA","BLD 01","NONE","BLD 1-2","134","446","M013400","MIXED FINANCE/LLC1","NY005021340P","CONSOLIDATED EDISON COMPANY OF NY","12036741","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3382733","N","55398.13","TRMDHDF","Yes","57960","UTILITY GAS","ConEd"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 02","NONE",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12037350","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","2544597","N","30610.19","TRMDHDF","Yes","31661","UTILITY GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 05","AMR","BLD 2-3","312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12079799","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5151899","N","1854.91","T3 TRAN MULT FAM","Yes","4221","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 3)","BRONX","CLAREMONT REHAB (GROUP 3)","BLD 03","Not Applicable",,"308","750","B030800","FEDERAL","NY005013080P","DIRECT ENERGY BUSINESS (32179)","12150744","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","NA","0","NA","Yes","0","BROKERED GAS","ConEd"
"GRANT","MANHATTAN","GRANT","BLD 05","NONE","BLD 1-9","87","232","M008700","FEDERAL","NY005000870P","CONSOLIDATED EDISON COMPANY OF NY","12056215","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","2545226","N","233861.82","TRMDHDF","Yes","247303","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 04","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151594","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","488930111","N","560.61","NA","Yes","1294","BROKERED GAS","NatGrid NYC"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 08","AMR","BLD 30-33","263","378","K026300","FEDERAL","NY005010700P","National Grid NYC","12079985","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","6970541","N","796.82","T3 TRAN MULT FAM","Yes","1600","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104696","2022-12","2022-08-23T00:00:00.000","2022-09-22T00:00:00.000","30","3267826","Y","26.32","TRMDH","Yes","0","UTILITY GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 03","NONE",,"304","552","B030400","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12057563","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3562574","N","4838.27","TRMDH","Yes","4318","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 44","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12079575","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5064948","N","47.24","T3 TRAN MULT FAM","Yes","10","UTILITY GAS","NatGrid NYC"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 03","NONE","BLD 1-4","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12059738","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","2988761","N","54334.9","TRMDHDF","Yes","56832","UTILITY GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 06","Not Applicable",,"312","331","K031200","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151485","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","308925101","N","1230.84","NA","Yes","2841","BROKERED GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 03","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151592","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","488930011","N","398.58","NA","Yes","920","BROKERED GAS","NatGrid NYC"
