"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"2593847","Tree and Sidewalk Repair","Cancel",,"Brooklyn","303.0","644","HALSEY STREET",,,,,,"Priority rating does not meet minimum score for current repairs contract","Tree and Sidewalk Repair",,,,"No Wood Debris",,"11233.0","36.0","25.0","56.0","8.0","3034A","79550","PATCHEN AVENUE","MALCOLM X BOULEVARD",,,"C7A5EDF5-E490-4AAD-AC6F-C1DF8D3491A1","CAD8355A-19A7-46FB-A3B6-008B1F5ADBAF",,"No Util Conflict Present",,"POINT (-73.9282076392709229 40.6842368140781829)","2018-02-20 19:58:00.0000000","2018-02-20 19:58:00.0000000","2016-01-26 20:04:00.0000000","2018-02-20 19:58:00.0000000","Expense",,,,,,,,,,"POINT (-73.92820763927092 40.68423681407818)"
"13866284","Tree Removal","Closed","7","Brooklyn","302.0","567","WARREN STREET","1F","2021-05-19 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris","Bucket & Chipper","11217.0","33.0","25.0","52.0","7.0","3022B",,"WARREN ST","WARREN ST HOUSES PEDESTRIAN PATH",,,"629C3CE4-E896-4F3D-A209-ADA3F6D2D50E","BB766FE9-121A-4429-B57C-0174DCDF6EE5","1.0","No Util Conflict Present","3FFBC9B3-2B5E-463C-AC85-B5536D74F018","POINT (-73.9818026436314824 40.6817870270027768)","2021-05-20 15:50:00.0000000",,"2021-04-19 15:01:00.0000000","2021-05-20 16:02:47.0000000","In-House",,,,,,,,,,"POINT (-73.98180264363148 40.68178702700278)"
"5651283","Block Pruning","Closed",,"Brooklyn","304.0","1234","HALSEY STREET","1X","2017-02-23 11:11:11.0000000","BP-B17",,,,"Block Pruning",,,,"No Wood Debris",,"11207.0","37.0","18.0","54.0","7.0","3043B","71300","KNICKERBOCKER AVENUE","WILSON AVENUE",,,"37FB757A-ADEF-41A4-8954-F22F9929F59D","B4031CAA-3BFF-46CD-A8A3-00128005535C",,"No Util Conflict Present",,"POINT (-73.9088256506589261 40.6923066500635784)","2017-08-09 11:11:11.0000000",,"2017-01-17 09:32:01.0000000","2017-08-09 11:11:11.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.90882565065893 40.69230665006358)"
"18981400","Limb Down","Open","8","Queens","411.0","64-043","SPRINGFIELD BOULEVARD","1F, limb has been partially bucked and stacked on lawn/sidewalk",,,,,,"Post-Failure Tree/Debris Removal",,,,"Unprocessed Wood","Loader & Chipper","11364.0","23.0","11.0","25.0","6.0","4115D","24440","67 AV","SPRINGFIELD BLVD",,,"495CB0DC-F2B2-458E-AB23-EAEB22F08E08","D78B7527-0FAF-4096-814C-002F6771BD46",,"No Util Conflict Present",,"POINT (-73.7550707335003040 40.7460700555776114)",,,"2022-09-07 14:27:50.0000000",,"In-House",,,,,,,,,,"POINT (-73.7550707335003 40.74607005557761)"
"12386431","Limb Down","Closed","7","Queens","410.0","124-005","111 AVENUE",,"2020-08-18 04:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"Unprocessed Wood",,"11420.0","28.0","10.0","31.0","5.0","4103D","4795","125 STREET","124 STREET",,,"27A5DCE8-2F5F-474C-9130-24E9217F3002","CECCE479-1D47-498A-B97D-000B2599AAEC",,"No Util Conflict Present",,"POINT (-73.8166980882386667 40.6818872694502502)","2020-08-18 18:21:00.0000000",,"2020-08-11 19:19:00.0000000","2020-08-18 18:21:00.0000000","DDC",,"Storm",,"40.681809","-73.816788","170","4249702","4116050040","South Ozone Park","POINT (-73.81669808823867 40.68188726945025)"
"8789662","Block Pruning","Closed",,"Queens","407.0","57-03","159 STREET","2F","2019-08-27 04:00:00.0000000","BP-Q19",,,,"Block Pruning",,,,"No Wood Debris",,"11365.0","20.0","16.0","25.0","6.0","4072E","17587","59 AVENUE","BOOTH MEMORIAL AVENUE",,,"D38C6ED4-ABED-4BF1-AAED-FE42BB6C12BA","D0CC023F-0051-496C-9B8E-0029209DAE69",,"No Util Conflict Present",,"POINT (-73.8091123449079021 40.7419905857130971)","2019-08-27 15:24:00.0000000",,"2018-09-12 13:22:00.0000000","2019-08-27 15:24:00.0000000","Expense",,,,"40.741910","-73.809171","1215","4146036","4067260001","Queensboro Hill","POINT (-73.8091123449079 40.7419905857131)"
"15425239","Pruning","Closed","9","Manhattan","112.0",,,,"2021-10-28 04:00:00.0000000",,"Monsignor Kett Playground",,,"Risk Mitigation",,,,"All Wood Removed","Bucket, Loader & Chipper","10034.0","10.0","31.0","72.0","13.0","1124A",,"10 AV","W 204 ST",,,"9784E1C0-E4ED-470C-831C-789C9DF1B23A","1848BE86-5F36-4472-BDDF-00FA5F49E412",,"No Util Conflict Present","45E331CC-39FD-4008-9410-12214EC2234F","POINT (-73.9208443752660145 40.8624598402329298)","2021-10-28 17:39:00.0000000",,"2021-10-07 15:50:00.0000000","2021-10-28 17:39:02.0000000","In-House",,,"Platanus x acerifolia - London planetree",,,,,,,"POINT (-73.92084437526601 40.86245984023293)"
"13162237","Tree Down","Closed","12","Queens","408.0","137-047","76 AVENUE",,"2020-11-24 05:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"All Wood Removed",,"11367.0","24.0","15.0","27.0","6.0","4083C","5207","141 PLACE","137 STREET",,,"E3A8B27B-8F17-4EC5-8757-3AD26E20CA34","FB7B3977-70B1-497A-9593-0053B8F9DA20",,"No Util Conflict Present","812C2472-1B0F-40C9-82E3-27B61B837CBE","POINT (-73.8227806973464027 40.7220455215814567)","2020-11-24 18:15:00.0000000",,"2020-11-24 15:06:00.0000000","2020-11-24 18:15:10.0000000","In-House",,"SubStatus 3",,"40.722019","-73.822857","779.02","4142970","4066050073","Kew Gardens Hills","POINT (-73.8227806973464 40.72204552158146)"
"5729038","Block Pruning","Closed",,"Staten Island","501.0","250","BROAD STREET","pit: 1f","2017-03-01 04:00:00.0000000","BP-S17",,,,"Block Pruning",,,,"No Wood Debris",,"10304.0","49.0","23.0","61.0","11.0","5011D","93957","TARGEE STREET","GORDON STREET",,,"35BE27DC-4DA6-47F0-8E24-1DECD6B59E25","E9187BCE-24D5-40D0-9124-01CC8DE2025B",,"No Util Conflict Present",,"POINT (-74.0830360774158834 40.6233798005683582)","2017-03-01 10:35:39.0000000",,"2017-01-27 11:22:49.0000000","2017-03-01 10:35:39.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.08303607741588 40.62337980056836)"
"5791017","Block Pruning","Closed",,"Queens","413.0",,,,"2017-03-08 04:00:00.0000000","BP-Q17","Brookville Park","Q008-ZN01",,"Block Pruning",,,,"No Wood Debris",,,,,,,"4138D",,,,,,"61A386B8-8B57-4559-B0EC-BBD67F8BC879","C6A7DD68-D19B-40D1-A3EA-001C8FA485BC",,"No Util Conflict Present",,"POINT (-73.7442672420824010 40.6635034842577809)","2017-03-08 11:15:13.0000000",,"2017-02-07 12:17:02.0000000","2017-03-08 11:15:13.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.7442672420824 40.66350348425778)"
"7346212","Tree Plant-Street Tree","Closed",,"Manhattan","101.0","275","GREENWICH STREET","3 F - EP","2018-05-10 04:00:00.0000000","MG-416M",,,,"Tree Planting",,,,"No Wood Debris",,"10007.0","1.0","26.0","66.0","10.0","1011Q","485","WARREN STREET","MURRAY STREET",,,"A05B934E-E9E9-4568-B7BC-0C084A95C8AF","7218352A-ADEF-4D66-9F69-00E48426BD18",,"No Util Conflict Present",,"POINT (-74.0111379611915083 40.7152450099960745)","2018-10-17 13:37:00.0000000",,"2017-12-29 15:54:00.0000000","2018-10-17 13:37:00.0000000","Capital","2018-03-15 00:00:00.0000000","SubStatus 2",,,,,,,,"POINT (-74.01113796119151 40.715245009996075)"
"15938199","Block Pruning","Closed",,"Manhattan","106.0",,,,"2022-01-27 05:00:00.0000000","BP-M22","Ralph Bunche Park","M203B",,"Block Pruning",,,,"No Wood Debris",,"10017.0","4.0","28.0","74.0","12.0","1062B",,"1 AV","SHARANSKY STEPS",,,"C2C57E3D-2875-4D18-8E9B-D7160BD200F3","8C21712F-9D29-4712-8BB8-010249B2B920",,"No Util Conflict Present",,"POINT (-73.9696272121745864 40.7494022242935969)","2022-06-22 04:00:00.0000000",,"2021-12-01 15:58:28.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.96962721217459 40.7494022242936)"
"5919369","Block Pruning","Closed",,"Queens","405.0","63-59","75 PLACE","PIT: 1F","2017-05-15 11:11:11.0000000","BP-Q17",,,,"Block Pruning",,,,"No Wood Debris",,"11379.0","30.0","15.0","30.0","6.0","4051C","89569","PENELOPE AVENUE","JUNIPER BOULEVARD SOUTH",,,"3BE80E7F-A7EC-4183-8F3E-3483C75ECE17","7C946E6B-6421-4B85-86EF-01A115E02241",,"No Util Conflict Present",,"POINT (-73.8798078000941985 40.7175743275020565)","2017-06-14 11:11:11.0000000",,"2017-03-03 11:10:02.0000000","2017-06-14 11:11:11.0000000","Expense",,"Block Pruning",,"40.717967","-73.880187","661","4069033","4029850051","Middle Village","POINT (-73.8798078000942 40.71757432750206)"
"9757122","Block Pruning","Closed",,"Queens","412.0","88-58","195 PLACE","1F","2019-07-24 04:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11423.0","23.0","14.0","29.0","5.0","4121E","22560","90 AVENUE","HILLSIDE AVENUE",,,"5CDC3DED-F422-4248-B18F-210070A8967F","7658C558-2BC7-476D-B99B-00AD422DA808",,"No Util Conflict Present",,"POINT (-73.7665058480403104 40.7157007721339212)","2019-07-24 18:12:00.0000000",,"2019-03-18 17:57:00.0000000","2019-07-24 18:12:00.0000000","Expense",,"Block Pruning",,"40.716787","-73.767044","482","4222377","4104620032","Hollis","POINT (-73.76650584804031 40.71570077213392)"
"13448297","Pruning","Closed","9","Bronx","227.0","Ballfield","SOUTHERN BLVD SW-bound",,"2021-01-14 05:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,"10467.0","11.0","36.0","80.0","14.0",,"129913","BRONX RIVER GREENWAY","MOSHOLU PARKWAY GREENWAY",,,"B5E8BB72-2587-4B7C-9666-548A60B2119D","3010F35B-A0B9-4516-8FC7-01440FC971C1",,"No Util Conflict Present","61F9A34F-4003-4B1B-912C-2448D937C1C0","POINT (-73.8778006107148144 40.8690710662377654)","2021-01-14 15:52:04.0000000",,"2021-01-14 15:45:06.0000000","2021-01-14 15:52:04.0000000","In-House",,,,,,,,,,"POINT (-73.87780061071481 40.869071066237765)"
"20896916","Block Pruning","Closed","3","Brooklyn","315.0","1789","EAST 21 STREET",,"2023-02-03 20:03:06.0000000",,,,,"Block Pruning",,,,"No Wood Debris",,"11229.0","48.0","17.0","41.0","9.0","3152C","45261","QUENTIN ROAD","AVENUE P",,,"C5FBDD17-35CB-4E90-95A1-8FEAA977ABE1","0864AAE5-ED88-4B1B-826A-01CBE961AC6E",,"No Util Conflict Present",,"POINT (-73.9521387978796128 40.6091355516082260)","2023-02-03 20:03:06.0000000",,"2023-02-03 20:03:06.0000000","2023-02-03 20:03:06.0000000","Horticulture",,"YSTP",,"40.609409","-73.952243","550","3253750","3067840046","Madison","POINT (-73.95213879787961 40.609135551608226)"
"14394589","Hanging Limb","Closed","8","Bronx","227.0","//","//","adj athletic field","2021-07-14 04:00:00.0000000",,"Bronx Park",,,"Risk Mitigation",,,,"No Wood Debris","Bucket, Loader & Chipper","10467.0","15.0","36.0","80.0","14.0",,,"BRITTON ST","BRONX PARK E",,,"AF3AF8B4-369B-4A0B-ACC1-6ED147CB6000","B2834528-99DB-4E47-BB58-01A69AE3EAA7",,"No Util Conflict Present",,"POINT (-73.8708028789916966 40.8667051266120822)","2021-07-15 10:34:00.0000000",,"2021-07-06 11:31:00.0000000","2021-07-15 10:35:00.0000000","In-House",,,,,,,,,,"POINT (-73.8708028789917 40.86670512661208)"
"5626103","Block Pruning","Closed",,"Brooklyn","302.0","416","GRAND AVENUE","1F","2017-02-01 11:11:11.0000000","BP-B17",,,,"Block Pruning",,,,"No Wood Debris",,"11238.0","35.0","25.0","57.0","8.0","3023A","84896","PUTNAM AVENUE","GATES AVENUE",,,"DA8C69AD-F20E-4E5C-B80E-258F51675F61","DF5EC79E-3B5E-4762-BCB6-011774AB8192",,"No Util Conflict Present",,"POINT (-73.9619895286122215 40.6839284077579251)","2017-08-09 11:11:11.0000000",,"2017-01-10 08:37:16.0000000","2019-06-19 14:45:46.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.96198952861222 40.683928407757925)"
"9288273","Block Pruning","Closed",,"Staten Island","502.0","625","FR CAPODANNO BOULEVARD","PIT: PIT 5F","2019-04-23 10:29:05.0000000","BP-S19",,,,"Block Pruning",,,,"All Wood Removed",,"10305.0","50.0","24.0","64.0","11.0","5021E",,"SEAVIEW AVENUE","SAND LANE",,,"D7CBD737-7050-49F9-BC3D-32EA309407F5","AD2E562A-BAF9-4ED0-8CBA-0087D8EE9E88",,"No Util Conflict Present",,"POINT (-74.0739602753581039 40.5831587750799088)","2019-04-26 09:00:50.0000000",,"2018-12-11 13:54:34.0000000","2019-04-26 13:00:51.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.0739602753581 40.58315877507991)"
"16448700","Block Pruning","Open",,"Brooklyn","311.0","2000","84 ST","2F",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11214.0","47.0","23.0","47.0","11.0","3113E","93714","20 AV","84 ST",,,"429AC3C5-3569-46F8-9BB4-AB56E43BF867","49862039-3A61-45F3-9059-0062156216D7",,"No Util Conflict Present",,"POINT (-73.9968103125887495 40.6055563822778964)",,,"2022-02-01 14:42:09.0000000","2022-02-01 14:46:27.0000000","Expense",,"Block Pruning",,"40.605562","-73.996719","288","3165376","3063340006","Bensonhurst","POINT (-73.99681031258875 40.605556382277896)"
"7208759","Block Pruning","Closed","1","Staten Island","503.0","45","DEMOPOLIS AVENUE","STRIP 1F","2018-02-13 09:34:38.0000000","BP-S18",,,,"Block Pruning",,,,"All Wood Removed",,"10308.0","51.0","24.0","62.0","11.0","5032C","100616","LAMOKA AVENUE","KATAN AVENUE",,,"511CCE4A-910F-48E0-A365-41B596156148","7C91A902-23D7-405F-A4B7-0270146C86B0",,"No Util Conflict Present",,"POINT (-74.1612666499517985 40.5500112379693078)","2018-02-14 13:35:18.0000000",,"2017-12-05 09:28:27.0000000","2018-02-14 13:35:18.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.1612666499518 40.55001123796931)"
"740936","Tree Plant-Street Tree","Closed",,"Queens","413.0","240-02","141 AVENUE","1 SX LP 84X54 ANY LARGE *MARKED*","2022-12-22 05:00:00.0000000","QG-1219M",,"Q008-ZN01",,"Tree Planting",,,,"No Wood Debris",,"11422.0","31.0","10.0","31.0","5.0","4137E","83934","241 STREET","BROOKVILLE BOULEVARD",,,"82666584-3995-450A-BFAA-474767371E67","5B06DD53-6DD1-4C1E-B99F-009552CCF8A7",,"No Util Conflict Present",,"POINT (-73.7402507105411047 40.6646034294667942)","2023-01-11 16:44:00.0000000",,"2015-08-04 17:41:00.0000000","2023-01-11 16:44:00.0000000","Capital","2016-03-15 00:00:00.0000000",,,"40.664627","-73.739766","654.01","4288211","4135580031","Rosedale","POINT (-73.7402507105411 40.664603429466794)"
"8944946","Block Pruning","Cancel",,"Brooklyn","305.0","808","GEORGIA AVENUE","3S",,"BP-B19",,,"removal","Block Pruning",,,,"No Wood Debris",,"11207.0","42.0","19.0","60.0","8.0","3054C","74756","STANLEY AVENUE","LINDEN BOULEVARD",,,"BE3BCCF6-3E3A-4CDD-A62C-10809E8157ED","4506CE73-B10C-4794-AA5B-01B10465D10E",,"No Util Conflict Present",,"POINT (-73.8914961562917938 40.6561439298624592)",,"2019-01-04 14:04:53.0000000","2018-10-08 10:55:53.0000000","2019-01-04 19:04:54.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.8914961562918 40.65614392986246)"
"14954408","Tree Removal","Closed","9","Queens","404.0","41-14","103 STREET","""LOADER NEEDED"" Along 103 Street, btwn 42 Ave + 41 Ave. as per 10on 9/20/21 loader is needed","2021-10-18 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris","Loader","11368.0","21.0","13.0","39.0","14.0","4043C","103680","103 ST","42 AV",,,"ABA87A81-2B03-4CEC-8665-E54731411B01","6B12626A-236F-4CC8-9A6A-01A92422BE99",,"All Conflicts Resolved","5D1A9C56-DC97-4120-A744-2271268F4FDD","POINT (-73.8625384148642325 40.7481700964081881)","2021-10-19 14:11:00.0000000",,"2021-08-27 15:53:00.0000000","2021-10-19 14:11:47.0000000","In-House",,,"Tilia cordata - littleleaf linden","40.748588","-73.862833","405.01","4539253","4019760006","Corona","POINT (-73.86253841486423 40.74817009640819)"
"7790244","Block Pruning","Closed",,"Bronx","212.0","4031","DE REIMER AVENUE","1F","2018-07-31 06:35:23.0000000","BP-X19",,,,"Block Pruning",,,,"No Wood Debris",,"10466.0","12.0","36.0","83.0","16.0","2125D","87627","EDENWALD AVENUE","STRANG AVENUE",,,"4F6D3931-BD0C-42CA-8D2D-02CCA6B2BAE1","ADCB5E15-FA8A-4277-8538-00FA498FE68C",,"No Util Conflict Present",,"POINT (-73.8422097541031519 40.8914064590974249)","2018-08-02 11:00:03.0000000",,"2018-03-05 11:39:48.0000000","2018-08-02 15:00:04.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.84220975410315 40.891406459097425)"
"17922101","Tree Plant-Street Tree Block","Closed",,"Queens","410.0","98-001","159 AVENUE","3 F NP72X72 GLTR/QURU/ULAMPR [SALT TOLERANT]  [FLOOD ZONE]","2022-11-14 05:00:00.0000000","QG-919M",,,,"Tree Planting",,,,"No Wood Debris",,"11414.0","32.0","15.0","23.0","5.0","4104E","32833","99 STREET","98 STREET",,,"9CF1624F-A299-448F-B2A6-403EDC6A2440","2E2E62BC-C9FE-439F-9E7A-01824901A077",,"No Util Conflict Present",,"POINT (-73.8347604182321078 40.6599729587709859)","2022-11-16 19:33:00.0000000",,"2022-06-16 13:52:00.0000000","2022-11-16 19:33:00.0000000","Capital",,,,"40.659873","-73.835068","884","4295163","4141680016","Howard Beach-Lindenwood","POINT (-73.83476041823211 40.659972958770986)"
"10014387","Pruning","Closed","9","Manhattan","108.0","*","EAST END AV","PARKLAND","2019-05-09 04:00:00.0000000",,"Carl Schurz Park","M081-ZN02",,"Risk Mitigation",,,,"All Wood Removed","Truck - Pickup",,,,,,"1085B",,,,,,"CC7D72FA-8909-4C53-B7F4-A88A37C18238","C984D458-BE29-4DAA-8040-01657743434D",,"No Util Conflict Present","8121BF69-4C8B-4298-A943-704A1001F479","POINT (-73.9435874231210306 40.7757104510489086)","2019-05-13 15:22:00.0000000",,"2019-05-13 09:26:00.0000000","2019-05-13 15:22:47.0000000","In-House",,,,,,,,,,"POINT (-73.94358742312103 40.77571045104891)"
"14977091","Tree Plant-Street Tree","Open",,"Queens","411.0","216-89","36 AV",,,,,,,"Tree Planting",,,,"No Wood Debris",,"11361.0","19.0","11.0","26.0","6.0","4112E","23941","217 ST","36 AV",,,"37984F7D-F0D7-46A0-9827-344BC044B629","96AF3276-0C0F-4D72-ACC1-017613CA0788",,"No Util Conflict Present",,"POINT (-73.7673124639044744 40.7691005490493410)",,,"2021-08-30 19:18:41.0000000",,"Permitted",,,,"40.769039","-73.767305","1113",,,"Bayside","POINT (-73.76731246390447 40.76910054904934)"
"18319445","Pruning","Open","4","Staten Island","503.0","189","ANNADALE ROAD","2F Inspected by AD",,"EAB-TRT-S23",,,,"Risk Mitigation",,,,"No Wood Debris",,"10312.0","51.0","24.0","62.0","11.0","5035E","49574","ANNADALE RD","DORVAL AV",,,"9685E15F-5A39-4AF6-96E5-C0A79FD60B8B","2CCCA901-CC43-4C07-9997-0052FE64A767",,"No Util Conflict Present",,"POINT (-74.1765463465540904 40.5585511392528275)",,,"2022-07-06 19:21:55.0000000",,"Expense",,"P&D - EAB",,,,,,,,"POINT (-74.17654634655409 40.55855113925283)"
"10101508","Block Pruning","Closed",,"Bronx","209.0","1113","OLMSTEAD AVENUE","1F","2019-09-11 05:00:23.0000000","BP-X20",,,,"Block Pruning",,,,"No Wood Debris",,"10472.0","18.0","32.0","87.0","15.0","2094D","98377","HAVILAND AVENUE","WATSON AVENUE",,,"A4745B1F-4F41-4E47-A89D-960F8A432BD8","BA6F9F96-0F62-4C9B-9545-00E7CBF1B409",,"No Util Conflict Present",,"POINT (-73.8537899673012106 40.8298037280032844)","2019-09-17 10:14:25.0000000",,"2019-06-04 12:56:27.0000000","2019-09-17 14:14:26.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.85378996730121 40.829803728003284)"
"12615209","Limb Down","Closed","8","Queens","413.0","00","00",,"2020-08-21 04:00:00.0000000",,"Alley Pond Park","Q001-ZN01",,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,,,,,,"4132D",,,,,,"3526867A-E858-4CF2-BF58-8923A50FBDE8","D08C0528-C05D-4603-A767-0276D3EA5454",,"No Util Conflict Present","1C9CE49D-A04C-41A0-BFC1-8860C9E85011","POINT (-73.7346603926926605 40.7390311613557401)","2020-08-21 23:53:00.0000000",,"2020-08-21 15:09:00.0000000","2020-08-21 23:53:20.0000000","In-House",,"SubStatus 6",,,,,,,,"POINT (-73.73466039269266 40.73903116135574)"
"9946753","Block Pruning","Closed",,"Queens","412.0","89-60","164 STREET","3F","2019-06-13 04:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11432.0","24.0","14.0","29.0","5.0","4121D","82503","JAMAICA AVENUE","89 AVENUE",,,"DEB8F7DA-291B-44AB-95AE-A5E871070F0A","DE137650-62A2-4B45-8F33-01A65D54B7DC",,"No Util Conflict Present",,"POINT (-73.7961596157772561 40.7057382488022554)","2019-06-13 19:46:00.0000000",,"2019-04-19 13:11:00.0000000","2019-06-13 19:46:00.0000000","Expense",,"Block Pruning",,"40.707053","-73.796924","446.01","4209585","4097930086","Jamaica","POINT (-73.79615961577726 40.705738248802255)"
"6517071","Stump Removal","Closed","1","Manhattan","108.0","156","EAST  89 STREET",,"2017-09-28 05:00:00.0000000","SR-M18",,,,"Stump Removal",,,,"No Wood Debris",,"10128.0","5.0","28.0","73.0","12.0","1085A","19727","3 AVENUE","LEXINGTON AVENUE",,,"90309A5E-157C-4BF5-9DF3-239591748740","5E10EB84-845C-4648-A344-00B9E2A6836D",,"No Util Conflict Present",,"POINT (-73.9535767268269666 40.7811112292166555)","2017-10-06 13:48:01.0000000",,"2017-07-05 12:03:20.0000000","2017-10-06 13:48:01.0000000","Expense",,,,"40.781180","-73.953604","148.02","1048095","1015170047","Upper East Side-Carnegie Hill","POINT (-73.95357672682697 40.781111229216656)"
"14903957","Tree Removal","In Process","5","Manhattan","107.0",,,"at 104th and riverside",,"PND-M22","Riverside Park",,,"Risk Mitigation",,,,"No Wood Debris",,"10025.0","6.0","31.0","69.0","10.0","1075B",,"RIVERSIDE DR","W 104 ST",,,"CC220FFF-BC15-459F-9A50-6E9D2E3BE285","79607803-5CB3-4A76-BCA7-0080062216B4",,"No Util Conflict Present",,"POINT (-73.9715721865964184 40.8011586456771980)",,,"2021-08-25 15:12:00.0000000","2021-08-30 18:33:45.0000000","Expense",,,,,,,,,,"POINT (-73.97157218659642 40.8011586456772)"
"6972055","Block Pruning","Closed",,"Queens","401.0","25-32","35 STREET","1F","2019-03-04 05:00:00.0000000","BP-Q18",,,,"Block Pruning",,,,"No Wood Debris",,"11103.0","22.0","12.0","36.0","12.0","4014E","21305","28 AVENUE","ASTORIA BOULEVARD",,,"B35A0349-ED6A-4AB1-A507-A09B9B9668C8","27B0D1E0-E0BD-4D06-8854-00E4F26968C3",,"No Util Conflict Present",,"POINT (-73.9156059800420593 40.7686500591847789)","2019-03-04 16:04:00.0000000",,"2017-10-20 13:23:00.0000000","2019-03-04 16:04:00.0000000","Expense",,"Block Pruning",,"40.769076","-73.915207","65.01","4009366","4006320047","Astoria (Central)","POINT (-73.91560598004206 40.76865005918478)"
"6190055","Block Pruning","Closed",,"Brooklyn","316.0","267","DUMONT AVENUE","1F","2017-07-26 10:00:00.0000000","BP-B18",,,,"Block Pruning",,,,"No Wood Debris",,"11212.0","41.0","20.0","55.0","9.0","3162A","72970","ROCKAWAY AVENUE","CHESTER STREET",,,"517C9B0D-26C2-40B0-9ACA-1D4342095103","ADE01E48-C6ED-42F3-BD36-027702B64B76",,"No Util Conflict Present",,"POINT (-73.9097248044550810 40.6640787911645205)","2017-07-26 10:00:00.0000000",,"2017-05-04 11:17:00.0000000","2017-07-26 13:00:00.0000000","Expense",,,,,,,,,,"POINT (-73.90972480445508 40.66407879116452)"
"654054","Tree Plant-Street Tree","Cancel",,"Brooklyn","306.0","4 Z","RED HOOK RECREATION AREA","4 Z LP 5X5 R/R REMOVAL #6632",,"BG-414M","Red Hook Recreation Area","B126-ZN03","Construction","Tree Planting",,,,"No Wood Debris",,,,,,,,,,,,,"9B69C133-A8F5-4944-BFF7-D4CA45BE79D8","194F3FC4-1040-445E-9423-00565BA9B3FE",,"No Util Conflict Present",,"POINT (-74.0068261966006986 40.6714591206738802)","2019-01-31 17:54:00.0000000","2019-01-31 17:54:00.0000000","2015-07-20 17:42:00.0000000","2019-01-31 17:54:00.0000000","Capital","2015-10-15 00:00:00.0000000",,,,,,,,,"POINT (-74.0068261966007 40.67145912067388)"
"17065485","Hanging Limb","Closed","6","Staten Island","501.0","231","WINDSOR ROAD","in house loop over road ifo","2022-04-12 04:00:00.0000000",,,,,"Risk Mitigation",,,,"All Wood Removed",,"10314.0","49.0","24.0","63.0","11.0","5013E",,"WINDSOR RD","WINTHROP PL",,,"25DD3DD2-51EC-4999-889B-FA81E5511152","A86C5BCD-6D71-4FCA-93A7-000E95C872C2",,"No Util Conflict Present","46B3C17A-21E0-4197-BF4D-B880C493A386","POINT (-74.1215899008312959 40.6118331517103712)","2022-04-12 17:11:43.0000000",,"2022-03-11 18:31:36.0000000","2022-04-12 17:11:43.0000000","In-House",,,,,,,,,,"POINT (-74.1215899008313 40.61183315171037)"
"20891844","Block Pruning","Closed","3","Bronx","210.0","2863","WILKINSON AVENUE",,"2022-12-28 18:19:21.0000000",,,,,"Block Pruning",,,,"No Wood Debris",,"10461.0","13.0","34.0","82.0","14.0","2101C","59918","PILGRIM AVENUE","MAYFLOWER AVENUE",,,"B3A274A0-6548-43D1-BD06-4744676C37A0","8AC76233-DBBC-4859-A4EE-00034A80F90B",,"No Util Conflict Present",,"POINT (-73.8330825020017585 40.8518684669938708)","2022-12-28 18:19:21.0000000",,"2022-12-28 18:19:21.0000000","2022-12-28 18:19:21.0000000","Horticulture",,"YSTP",,,,,,,,"POINT (-73.83308250200176 40.85186846699387)"
