"school_year","busbreakdown_id","run_type","bus_no","route_number","reason","schools_serviced","occurred_on","created_on","boro","bus_company_name","how_long_delayed","number_of_students_on_the_bus","has_contractor_notified_schools","has_contractor_notified_parents","have_you_alerted_opt","informed_on","incident_number","last_updated_on","breakdown_or_running_late","school_age_or_prek"
"2015-2016","1229255","Special Ed AM Run","NI-0633","K081","Heavy Traffic","14250","2015-11-13T07:11:00.000","2015-11-13T07:16:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 MINS","5","Yes","Yes","No","2015-11-13T07:16:00.000",,"2015-11-13T07:41:32.000","Running Late","School-Age"
"2015-2016","1229256","Special Ed AM Run","1328","M906","Heavy Traffic","02124","2015-11-13T07:16:00.000","2015-11-13T07:16:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","4","Yes","Yes","No","2015-11-13T07:16:00.000",,"2015-11-13T07:16:52.000","Running Late","School-Age"
"2015-2016","1229257","Special Ed AM Run","58","K513","Mechanical Problem","21682,20205,","2015-11-13T07:10:00.000","2015-11-13T07:17:00.000","Brooklyn","CAREFUL BUS",,"5","Yes","Yes","No","2015-11-13T07:17:00.000",,"2015-11-13T07:22:46.000","Breakdown","School-Age"
"2015-2016","1229262","Special Ed AM Run","1448","M945","Heavy Traffic","02347","2015-11-13T07:18:00.000","2015-11-13T07:18:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","5","Yes","Yes","No","2015-11-13T07:18:00.000",,"2015-11-13T07:18:50.000","Running Late","School-Age"
"2015-2016","1229263","Special Ed AM Run","1332","M946","Heavy Traffic","02104","2015-11-13T07:19:00.000","2015-11-13T07:19:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","3","Yes","Yes","No","2015-11-13T07:19:00.000",,"2015-11-13T07:19:29.000","Running Late","School-Age"
"2015-2016","1229264","Special Ed AM Run","2017","K146","Other","20535","2015-11-13T07:12:00.000","2015-11-13T07:19:00.000","Brooklyn","EMPIRE STATE BUS CORP.","20-30 min","4","Yes","Yes","No","2015-11-13T07:19:00.000",,"2015-11-13T07:19:37.000","Running Late","School-Age"
"2015-2016","1229265","Special Ed AM Run","1492","M966","Heavy Traffic","02347","2015-11-13T07:19:00.000","2015-11-13T07:20:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MNT","3","Yes","Yes","No","2015-11-13T07:20:00.000",,"2015-11-13T07:20:03.000","Running Late","School-Age"
"2015-2016","1229266","General Ed AM Run","2360","X2271","Other","10081","2015-11-13T07:20:00.000","2015-11-13T07:20:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-13T07:20:00.000",,"2015-11-13T07:26:54.000","Breakdown","School-Age"
"2015-2016","1229269","Special Ed AM Run","4113","Q149","Heavy Traffic","24113","2015-11-13T07:19:00.000","2015-11-13T07:20:00.000","Queens","L & M BUS CORP. (B2192)","20 MINS","13","Yes","Yes","No","2015-11-13T07:20:00.000",,"2015-11-13T14:10:35.000","Running Late","School-Age"
"2015-2016","1229270","Special Ed AM Run","1449","M985","Heavy Traffic","03075","2015-11-13T07:20:00.000","2015-11-13T07:21:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-13T07:21:00.000",,"2015-11-13T07:21:32.000","Running Late","School-Age"
"2015-2016","1229271","Special Ed AM Run","1410","M584","Heavy Traffic","02986","2015-11-13T07:21:00.000","2015-11-13T07:22:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 min","3","Yes","Yes","No","2015-11-13T07:22:00.000",,"2015-11-13T07:22:04.000","Running Late","School-Age"
"2015-2016","1229272","Pre-K/EI","2528","MN3","Heavy Traffic","C041","2015-11-13T07:10:00.000","2015-11-13T07:22:00.000","Bronx","DON THOMAS BUSES, INC.","25 min","1","Yes","Yes","No","2015-11-13T07:22:00.000",,"2015-11-13T07:22:06.000","Running Late","Pre-K"
"2015-2016","1229273","Special Ed AM Run","1803","R820","Heavy Traffic","31905,31435","2015-11-13T07:19:00.000","2015-11-13T07:22:00.000","Staten Island","B & F SKILLED INC.(B2192)","60 mins","0","Yes","Yes","No","2015-11-13T07:22:00.000",,"2015-11-13T07:48:52.000","Running Late","School-Age"
"2015-2016","1229274","Special Ed AM Run","50074","M395","Heavy Traffic","05085","2015-11-13T07:03:00.000","2015-11-13T07:23:00.000","Manhattan","CONSOLIDATED BUS TRANS. I","20-25 MINS","3","Yes","Yes","Yes","2015-11-13T07:23:00.000",,"2015-11-13T07:32:20.000","Running Late","School-Age"
"2015-2016","1229275","Pre-K/EI","42202","0105A","Heavy Traffic","C568","2015-11-13T07:10:00.000","2015-11-13T07:24:00.000","Brooklyn","L & M BUS CORP.","25","2","Yes","Yes","Yes","2015-11-13T07:24:00.000",,"2015-11-13T07:24:39.000","Running Late","Pre-K"
"2015-2016","1229276","Special Ed AM Run","5808","Q100","Heavy Traffic","24071","2015-11-13T07:22:00.000","2015-11-13T07:25:00.000","Queens","RELIANT TRANS, INC. (B232","10 MIN","0","Yes","No","Yes","2015-11-13T07:25:00.000",,"2015-11-13T07:25:25.000","Running Late","School-Age"
"2015-2016","1229277","General Ed AM Run","3323","X2322","Other","11711","2015-11-13T07:12:00.000","2015-11-13T07:25:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-13T07:25:00.000",,"2015-11-13T07:25:40.000","Breakdown","School-Age"
"2015-2016","1229278","Special Ed AM Run","8962D","X706","Flat Tire","11515","2015-11-13T07:20:00.000","2015-11-13T07:26:00.000","Bronx","LITTLE LISA BUS CO. INC.",,"1","Yes","Yes","No","2015-11-13T07:26:00.000",,"2015-11-13T07:26:40.000","Breakdown","School-Age"
"2015-2016","1213983","Special Ed AM Run","30135","X403","Mechanical Problem","10488","2015-09-10T08:00:00.000","2015-09-10T08:27:00.000","Bronx","CONSOLIDATED BUS TRANS. I","30mins","4","Yes","Yes","No","2015-09-10T08:27:00.000",,"2015-09-10T08:27:40.000","Running Late","School-Age"
"2015-2016","1215741","Pre-K/EI","9302","1","Heavy Traffic","C814","2015-09-18T07:12:00.000","2015-09-18T07:13:00.000","Bronx","G.V.C., LTD.","30 MINUTES","3","Yes","Yes","No","2015-09-18T07:13:00.000",,"2015-09-18T07:13:25.000","Running Late","Pre-K"
"2015-2016","1229279","Pre-K/EI","1029","B0266A","Heavy Traffic","C584","2015-11-13T07:11:00.000","2015-11-13T07:27:00.000","Brooklyn","L & M BUS CORP.","40 min","4","Yes","Yes","Yes","2015-11-13T07:27:00.000",,"2015-11-13T07:27:24.000","Running Late","Pre-K"
"2015-2016","1229281","Special Ed AM Run","475","P544","Other","27123","2015-11-13T07:20:00.000","2015-11-13T07:28:00.000",,"LOGAN BUS COMPANY INC.","1 hour","0","Yes","Yes","No","2015-11-13T07:28:00.000",,"2015-11-13T07:28:30.000","Running Late","School-Age"
"2015-2016","1229283","Special Ed AM Run","NI0851","N871","Other","75907","2015-11-13T07:20:00.000","2015-11-13T07:29:00.000","Nassau County","NEW DAWN TRANSIT, LLC (B2","30","1","Yes","Yes","No","2015-11-13T07:29:00.000",,"2015-11-13T07:29:30.000","Running Late","School-Age"
"2015-2016","1229284","Special Ed AM Run","1345","M649","Other","02622","2015-11-13T07:28:00.000","2015-11-13T07:30:00.000","Manhattan","LEESEL TRANSP CORP (B2192","60","6","Yes","Yes","No","2015-11-13T07:30:00.000",,"2015-11-13T07:30:36.000","Running Late","School-Age"
"2015-2016","1229285","Special Ed AM Run","5028","K598","Heavy Traffic","20192","2015-11-13T07:28:00.000","2015-11-13T07:30:00.000","Brooklyn","RELIANT TRANS, INC. (B232","10 MIN","8","Yes","No","Yes","2015-11-13T07:30:00.000",,"2015-11-13T07:30:38.000","Running Late","School-Age"
"2015-2016","1229286","Special Ed AM Run","10254","X200","Other","12486","2015-11-13T07:23:00.000","2015-11-13T07:30:00.000","Bronx","CONSOLIDATED BUS TRANS. I","1 hr","7","Yes","Yes","Yes","2015-11-13T07:30:00.000",,"2015-11-13T07:30:56.000","Running Late","School-Age"
"2015-2016","1229287","Special Ed AM Run","6007","R031","Heavy Traffic","31025","2015-11-13T07:28:00.000","2015-11-13T07:31:00.000","Staten Island","PIONEER TRANSPORTATION CO","10 mins","0","Yes","No","No","2015-11-13T07:31:00.000",,"2015-11-13T07:31:31.000","Running Late","School-Age"
"2015-2016","1229288","Special Ed AM Run","1401","K615","Heavy Traffic","14380","2015-11-13T07:28:00.000","2015-11-13T07:31:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-13T07:31:00.000",,"2015-11-13T07:31:52.000","Running Late","School-Age"
"2015-2016","1229289","Special Ed AM Run","1572","X197","Heavy Traffic","12486","2015-11-13T06:30:00.000","2015-11-13T07:31:00.000","Bronx","THIRD AVENUE TRANSIT","??????","0","Yes","Yes","No","2015-11-13T07:31:00.000",,"2015-11-13T07:31:54.000","Running Late","School-Age"
"2015-2016","1229292","Special Ed AM Run","813","Q892","Other","24488","2015-11-13T07:22:00.000","2015-11-13T07:32:00.000","Queens","ALL AMERICAN SCHOOL BUS C","15-20MINS","1","No","No","No","2015-11-13T07:32:00.000",,"2015-11-13T07:32:52.000","Running Late","School-Age"
"2015-2016","1229297","General Ed AM Run","2307","X2170","Heavy Traffic","09001","2015-11-13T07:18:00.000","2015-11-13T07:34:00.000","Bronx","GRANDPA`S BUS CO., INC.","25 MINS","9","Yes","Yes","No","2015-11-13T07:34:00.000",,"2015-11-13T07:37:05.000","Running Late","School-Age"
"2015-2016","1229298","Special Ed AM Run","9942","L524","Heavy Traffic","17246","2015-11-13T07:33:00.000","2015-11-13T07:35:00.000",,"RELIANT TRANS, INC. (B232",,"6","Yes","Yes","Yes","2015-11-13T07:35:00.000",,"2015-11-13T07:35:29.000","Running Late","School-Age"
"2015-2016","1229299","Special Ed AM Run","1385","M640","Heavy Traffic","02622","2015-11-13T07:35:00.000","2015-11-13T07:36:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","5","Yes","Yes","No","2015-11-13T07:36:00.000",,"2015-11-13T07:36:05.000","Running Late","School-Age"
"2015-2016","1229305","Special Ed AM Run","5602","M651","Heavy Traffic","02667","2015-11-13T07:39:00.000","2015-11-13T07:42:00.000","Manhattan","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-13T07:42:00.000",,"2015-11-13T07:42:57.000","Running Late","School-Age"
"2015-2016","1229307","Special Ed AM Run","2021","M983","Heavy Traffic","03001","2015-11-13T07:38:00.000","2015-11-13T07:43:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","4","Yes","Yes","Yes","2015-11-13T07:43:00.000",,"2015-11-13T07:43:31.000","Running Late","School-Age"
"2015-2016","1229308","Special Ed AM Run","5666","Q585","Heavy Traffic","29118","2015-11-13T07:42:00.000","2015-11-13T07:43:00.000","Queens","LITTLE RICHIE BUS SERVICE","30MINS","0","Yes","Yes","No","2015-11-13T07:43:00.000",,"2015-11-13T07:43:33.000","Running Late","School-Age"
"2015-2016","1229309","Special Ed AM Run","1297","P588","Heavy Traffic","24409","2015-11-13T07:35:00.000","2015-11-13T07:43:00.000",,"ACME BUS CORP. (B2321)","15 min","5","Yes","No","Yes","2015-11-13T07:43:00.000",,"2015-11-13T07:43:55.000","Running Late","School-Age"
"2017-2018","1423787","Special Ed PM Run","31319","K415","Heavy Traffic","13016,13433,13527","2018-03-23T13:56:00.000","2018-03-23T14:07:00.000","Brooklyn","BORO TRANSIT, INC.","16-30 Min","0","Yes","Yes","No","2018-03-23T14:07:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2017-2018","1423816","Special Ed PM Run","1334","M660","Heavy Traffic","02623,02909","2018-03-23T14:20:00.000","2018-03-23T14:22:00.000","Manhattan","LEESEL TRANSPORTATION CORP (B2192)","31-45 Min","0","Yes","Yes","No","2018-03-23T14:22:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2015-2016","1229310","Special Ed AM Run","137","W750","Heavy Traffic","75908","2015-11-13T07:42:00.000","2015-11-13T07:43:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","5 mins","47","Yes","Yes","No","2015-11-13T07:43:00.000",,"2015-11-13T07:43:58.000","Running Late","School-Age"
"2015-2016","1229311","Special Ed AM Run","8984D","N605","Heavy Traffic","75777","2015-11-13T07:42:00.000","2015-11-13T07:44:00.000","Nassau County","LOGAN BUS COMPANY INC.","25 mins.","6","Yes","Yes","No","2015-11-13T07:44:00.000",,"2015-11-13T08:00:08.000","Running Late","School-Age"
"2015-2016","1229312","Special Ed AM Run","6026","X261","Heavy Traffic","07298","2015-11-13T07:37:00.000","2015-11-13T07:44:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","6","Yes","No","No","2015-11-13T07:44:00.000",,"2015-11-13T07:44:04.000","Running Late","School-Age"
"2015-2016","1229313","General Ed AM Run","2384V","K1528","Heavy Traffic","15516","2015-11-13T07:40:00.000","2015-11-13T07:44:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C","10MINS","0","No","No","No","2015-11-13T07:44:00.000",,"2015-11-13T07:44:18.000","Running Late","School-Age"
"2015-2016","1229314","Special Ed AM Run","101","W715","Heavy Traffic","75550","2015-11-13T07:40:00.000","2015-11-13T07:44:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","15/20MINS","4","Yes","No","No","2015-11-13T07:44:00.000",,"2015-11-13T07:48:50.000","Running Late","School-Age"
"2015-2016","1229315","Special Ed AM Run","450","Q490","Heavy Traffic","24058","2015-11-13T07:43:00.000","2015-11-13T07:45:00.000","Queens","LITTLE RICHIE BUS SERVICE","30MINS","0","Yes","Yes","No","2015-11-13T07:45:00.000",,"2015-11-13T07:45:01.000","Running Late","School-Age"
"2015-2016","1229316","Special Ed AM Run","1721","M098","Heavy Traffic","04112","2015-11-13T07:43:00.000","2015-11-13T07:45:00.000","Manhattan","PHILLIP BUS CORP (B2192)","30min","3","Yes","No","No","2015-11-13T07:45:00.000",,"2015-11-13T07:45:12.000","Running Late","School-Age"
"2015-2016","1229317","Special Ed AM Run","1001","L533","Heavy Traffic","13507","2015-11-13T07:44:00.000","2015-11-13T07:45:00.000","Bronx","RELIANT TRANS, INC. (B232","15 MIN","5","Yes","No","Yes","2015-11-13T07:45:00.000",,"2015-11-13T07:45:38.000","Running Late","School-Age"
"2015-2016","1229318","Special Ed AM Run","HA 588","L836","Heavy Traffic","22902","2015-11-13T07:44:00.000","2015-11-13T07:46:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","45 Mins.","2","Yes","Yes","No","2015-11-13T07:46:00.000",,"2015-11-13T07:46:23.000","Running Late","School-Age"
"2015-2016","1229319","Special Ed AM Run","116","W658","Heavy Traffic","75419","2015-11-13T07:44:00.000","2015-11-13T07:46:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","15 mins","2","No","Yes","No","2015-11-13T07:46:00.000",,"2015-11-13T07:46:54.000","Running Late","School-Age"
"2015-2016","1229321","Special Ed AM Run","98","Q547","Heavy Traffic","25463","2015-11-13T07:46:00.000","2015-11-13T07:47:00.000","Queens","LITTLE RICHIE BUS SERVICE","30MINS","0","Yes","Yes","No","2015-11-13T07:47:00.000",,"2015-11-13T07:47:27.000","Running Late","School-Age"
"2015-2016","1229322","Special Ed AM Run","NI1534","K090","Heavy Traffic","17549","2015-11-13T07:40:00.000","2015-11-13T07:47:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","15","7","Yes","Yes","No","2015-11-13T07:47:00.000",,"2015-11-13T07:47:55.000","Running Late","School-Age"
"2015-2016","1229324","Special Ed AM Run","1319","M992","Heavy Traffic","06326","2015-11-13T07:47:00.000","2015-11-13T07:48:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","3","Yes","Yes","No","2015-11-13T07:48:00.000",,"2015-11-13T07:48:10.000","Running Late","School-Age"
"2015-2016","1229325","Special Ed AM Run","HA 530","L954","Other","14680","2015-11-13T07:46:00.000","2015-11-13T07:48:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","60 Mins.","1","Yes","Yes","No","2015-11-13T07:48:00.000",,"2015-11-13T07:48:12.000","Running Late","School-Age"
"2015-2016","1229327","Pre-K/EI","213","1A","Heavy Traffic","C026","2015-11-13T07:48:00.000","2015-11-13T07:48:00.000","Bronx","G.V.C., LTD.","20 MINS","4","Yes","Yes","No","2015-11-13T07:48:00.000",,"2015-11-13T07:48:36.000","Running Late","Pre-K"
"2015-2016","1229328","Special Ed AM Run","1407","M385","Heavy Traffic","05284","2015-11-13T07:48:00.000","2015-11-13T07:49:00.000","Manhattan","LEESEL TRANSP CORP (B2192","10","5","Yes","Yes","No","2015-11-13T07:49:00.000",,"2015-11-13T07:49:05.000","Running Late","School-Age"
"2015-2016","1229329","Special Ed AM Run","2095","M950","Heavy Traffic","02347","2015-11-13T07:47:00.000","2015-11-13T07:49:00.000","Manhattan","RELIANT TRANS, INC. (B232",,"8","Yes","No","No","2015-11-13T07:49:00.000",,"2015-11-13T07:49:05.000","Running Late","School-Age"
"2015-2016","1229330","Special Ed AM Run","5690D","Q625","Heavy Traffic","25450","2015-11-13T07:47:00.000","2015-11-13T07:49:00.000","Queens","LITTLE RICHIE BUS SERVICE","30MINS","0","Yes","Yes","No","2015-11-13T07:49:00.000",,"2015-11-13T07:49:07.000","Running Late","School-Age"
"2015-2016","1229331","Special Ed AM Run","39204","L349","Heavy Traffic","16455","2015-11-13T07:43:00.000","2015-11-13T07:49:00.000",,"BORO TRANSIT, INC.","20 min","0","Yes","Yes","No","2015-11-13T07:49:00.000",,"2015-11-13T07:49:17.000","Running Late","School-Age"
"2015-2016","1229338","Pre-K/EI","2517","HK3","Heavy Traffic","C943","2015-11-13T07:45:00.000","2015-11-13T07:51:00.000","Bronx","ANOTHER RIDE INC.","15 MIN.","15","Yes","Yes","No","2015-11-13T07:51:00.000",,"2015-11-13T07:51:11.000","Running Late","Pre-K"
"2015-2016","1229340","Pre-K/EI","12491","B0917A","Heavy Traffic","C104","2015-11-13T07:35:00.000","2015-11-13T07:51:00.000","Brooklyn","L & M BUS CORP.","25 min","7","Yes","Yes","Yes","2015-11-13T07:51:00.000",,"2015-11-13T07:51:43.000","Running Late","Pre-K"
"2015-2016","1229341","Special Ed AM Run","135D","Q976","Heavy Traffic","24081","2015-11-13T07:50:00.000","2015-11-13T07:52:00.000","Queens","LORINDA ENT. LTD.","30MINS","0","Yes","Yes","No","2015-11-13T07:52:00.000",,"2015-11-13T07:52:02.000","Running Late","School-Age"
"2015-2016","1229343","Special Ed AM Run","HA 9988","M059","Other","06153","2015-11-13T07:52:00.000","2015-11-13T07:52:00.000","Manhattan","HAPPY CHILD TRANS LLC (B2","45 Mins.","5","Yes","Yes","No","2015-11-13T07:52:00.000",,"2015-11-13T07:52:57.000","Running Late","School-Age"
"2015-2016","1229344","Special Ed AM Run","90","W782","Heavy Traffic","75908","2015-11-13T07:50:00.000","2015-11-13T07:53:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","15/20MINS","7","Yes","No","No","2015-11-13T07:53:00.000",,"2015-11-13T07:53:40.000","Running Late","School-Age"
"2015-2016","1229345","Special Ed AM Run","5661D","Q343","Heavy Traffic","24009","2015-11-13T07:52:00.000","2015-11-13T07:53:00.000","Queens","LORINDA ENT. LTD.","30MINS","0","Yes","Yes","No","2015-11-13T07:53:00.000",,"2015-11-13T07:53:11.000","Running Late","School-Age"
"2015-2016","1229347","Special Ed AM Run","GC0057","X666","Heavy Traffic","12552","2015-11-13T07:52:00.000","2015-11-13T07:53:00.000","Bronx","G.V.C. LTD. (B2192)","10 mins","3","Yes","No","No","2015-11-13T07:53:00.000",,"2015-11-13T07:53:39.000","Running Late","School-Age"
"2015-2016","1229348","Special Ed AM Run","1825","L019","Heavy Traffic","14471,15854","2015-11-13T07:48:00.000","2015-11-13T07:53:00.000","Brooklyn","B & F SKILLED INC.(B2192)","30 mins","4","Yes","Yes","No","2015-11-13T07:53:00.000",,"2015-11-13T07:53:52.000","Running Late","School-Age"
"2015-2016","1229351","Special Ed AM Run","2044","K396","Heavy Traffic","16409","2015-11-13T07:53:00.000","2015-11-13T07:54:00.000","Brooklyn","RELIANT TRANS, INC. (B232","25 MIN","11","Yes","No","Yes","2015-11-13T07:54:00.000",,"2015-11-13T07:54:47.000","Running Late","School-Age"
"2015-2016","1229355","Special Ed AM Run","HA 554","P856","Heavy Traffic","26046","2015-11-13T07:55:00.000","2015-11-13T07:55:00.000","Queens","HAPPY CHILD TRANS LLC (B2","30 Mins.","2","Yes","Yes","No","2015-11-13T07:55:00.000",,"2015-11-13T07:55:52.000","Running Late","School-Age"
"2015-2016","1229357","Special Ed AM Run","4482D","Q357","Won`t Start","26177","2015-11-13T07:55:00.000","2015-11-13T07:56:00.000","Queens","LORINDA ENT. LTD.",,"1","Yes","Yes","No","2015-11-13T07:56:00.000",,"2015-11-13T07:56:20.000","Breakdown","School-Age"
"2015-2016","1229358","Special Ed AM Run","NI","K042","Other","22286","2015-11-13T07:54:00.000","2015-11-13T07:56:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","10 min","9","Yes","Yes","No","2015-11-13T07:56:00.000",,"2015-11-13T07:56:33.000","Running Late","School-Age"
"2015-2016","1229359","Special Ed AM Run","1712","M973","Heavy Traffic","02908","2015-11-13T07:55:00.000","2015-11-13T07:56:00.000","Manhattan","PHILLIP BUS CORP (B2192)","15min","2","Yes","No","No","2015-11-13T07:56:00.000",,"2015-11-13T07:56:42.000","Running Late","School-Age"
"2015-2016","1229361","Special Ed AM Run","1143","R003","Heavy Traffic","31435","2015-11-13T07:55:00.000","2015-11-13T07:57:00.000","Staten Island","PIONEER TRANSPORTATION CO","10 mins","0","Yes","No","No","2015-11-13T07:57:00.000",,"2015-11-13T07:57:17.000","Running Late","School-Age"
"2015-2016","1229363","Special Ed AM Run","2102","K291","Heavy Traffic","14126","2015-11-13T07:55:00.000","2015-11-13T07:57:00.000","Brooklyn","EMPIRE CHARTER SERVICE IN","20-30 min","6","Yes","Yes","No","2015-11-13T07:57:00.000",,"2015-11-13T07:57:20.000","Running Late","School-Age"
"2015-2016","1229364","Special Ed AM Run","54","W606","Heavy Traffic","75327","2015-11-13T07:53:00.000","2015-11-13T07:57:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","15 mins","6","Yes","Yes","No","2015-11-13T07:57:00.000",,"2015-11-13T07:59:11.000","Running Late","School-Age"
"2015-2016","1229365","Special Ed AM Run","HA 632","L848","Heavy Traffic","22902","2015-11-13T07:56:00.000","2015-11-13T07:57:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","30 Mins.","2","Yes","Yes","No","2015-11-13T07:57:00.000",,"2015-11-13T07:57:39.000","Running Late","School-Age"
"2015-2016","1229366","Pre-K/EI","12","4","Heavy Traffic","S176","2015-11-13T07:57:00.000","2015-11-13T07:57:00.000","Bronx","G.V.C., LTD.","25 MINS","8","Yes","Yes","No","2015-11-13T07:57:00.000",,"2015-11-13T07:57:41.000","Running Late","Pre-K"
"2015-2016","1229367","Special Ed AM Run","622","L991","Other","22286","2015-11-13T07:55:00.000","2015-11-13T07:58:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","60 min","2","Yes","Yes","No","2015-11-13T07:58:00.000",,"2015-11-13T07:58:25.000","Running Late","School-Age"
"2015-2016","1229368","Pre-K/EI","357","3","Heavy Traffic","S176","2015-11-13T07:57:00.000","2015-11-13T07:58:00.000","Bronx","G.V.C., LTD.","20 MINS","8","Yes","Yes","No","2015-11-13T07:58:00.000",,"2015-11-13T07:58:18.000","Running Late","Pre-K"
"2015-2016","1229370","Special Ed AM Run","1714","M003","Heavy Traffic","02667","2015-11-13T07:57:00.000","2015-11-13T07:58:00.000","Manhattan","PHILLIP BUS CORP (B2192)","10min","2","Yes","No","No","2015-11-13T07:58:00.000",,"2015-11-13T07:58:53.000","Running Late","School-Age"
"2015-2016","1229383","Special Ed AM Run","5610D","P594","Won`t Start","28511","2015-11-13T08:05:00.000","2015-11-13T08:06:00.000","Queens","LOGAN BUS COMPANY INC.",,"1","Yes","Yes","No","2015-11-13T08:06:00.000",,"2015-11-13T08:06:53.000","Breakdown","School-Age"
"2015-2016","1229384","Pre-K/EI","811","1","Mechanical Problem","C195","2015-11-13T08:00:00.000","2015-11-13T08:07:00.000","Bronx","G.V.C., LTD.","15-20","15","Yes","Yes","Yes","2015-11-13T08:07:00.000",,"2015-11-13T08:07:45.000","Running Late","Pre-K"
"2015-2016","1215742","Special Ed AM Run","2431","M391","Heavy Traffic","02909","2015-09-18T07:11:00.000","2015-09-18T07:13:00.000","Manhattan","RELIANT TRANS, INC. (B232","20","0","Yes","Yes","Yes","2015-09-18T07:13:00.000",,"2015-09-18T07:13:41.000","Running Late","School-Age"
"2015-2016","1215743","Special Ed AM Run","1116","R029","Heavy Traffic","31490","2015-09-18T07:00:00.000","2015-09-18T07:13:00.000","Staten Island","PIONEER TRANSPORTATION CO","20-30MNS","0","Yes","No","No","2015-09-18T07:13:00.000",,"2015-09-18T07:13:56.000","Running Late","School-Age"
"2015-2016","1226575","Pre-K/EI","0028","NYD1","Flat Tire","C421","2015-11-02T06:01:00.000","2015-11-02T06:25:00.000","Queens","ALINA SERVICES CORP.","20 MINUTES","0","No","Yes","No","2015-11-02T06:25:00.000",,"2015-11-02T06:25:44.000","Running Late","Pre-K"
"2015-2016","1229387","General Ed AM Run","1695","R1317","Heavy Traffic","31730","2015-11-13T07:58:00.000","2015-11-13T08:10:00.000","Staten Island","PIONEER TRANSPORTATION CO","10-15MINS","0","Yes","No","No","2015-11-13T08:10:00.000",,"2015-11-13T08:10:20.000","Running Late","School-Age"
"2015-2016","1229393","Special Ed AM Run","1303","J701","Heavy Traffic","75003","2015-11-13T08:13:00.000","2015-11-13T08:15:00.000","New Jersey","RELIANT TRANS, INC. (B232",,"6","Yes","Yes","Yes","2015-11-13T08:15:00.000",,"2015-11-13T08:15:21.000","Running Late","School-Age"
"2015-2016","1229394","Special Ed AM Run","2852","M925","Heavy Traffic","02930","2015-11-13T08:15:00.000","2015-11-13T08:16:00.000","Manhattan","RELIANT TRANS, INC. (B232",,"7","Yes","Yes","Yes","2015-11-13T08:16:00.000",,"2015-11-13T08:16:49.000","Running Late","School-Age"
"2015-2016","1229395","General Ed PM Run","27733","M1050","Other","03291","2015-11-13T08:15:00.000","2015-11-13T08:17:00.000","Manhattan","SNT BUS INC","10-15 MIN","17","Yes","No","Yes","2015-11-13T08:17:00.000",,"2015-11-13T08:20:13.000","Running Late","School-Age"
"2015-2016","1229396","Special Ed AM Run","2512","L617","Heavy Traffic","18709","2015-11-13T08:16:00.000","2015-11-13T08:17:00.000",,"RELIANT TRANS, INC. (B232",,"4","Yes","Yes","Yes","2015-11-13T08:17:00.000",,"2015-11-13T08:17:51.000","Running Late","School-Age"
"2015-2016","1229397","Special Ed AM Run","1458","M490","Heavy Traffic","03004","2015-11-13T08:18:00.000","2015-11-13T08:18:00.000","Manhattan","LEESEL TRANSP CORP (B2192","40","3","Yes","Yes","No","2015-11-13T08:18:00.000",,"2015-11-13T08:18:16.000","Running Late","School-Age"
"2015-2016","1229398","Special Ed AM Run","08436","X847","Won`t Start","11169","2015-11-13T08:10:00.000","2015-11-13T08:20:00.000","Bronx","HOYT TRANSPORTATION CORP.",,"5","Yes","Yes","No","2015-11-13T08:20:00.000",,"2015-11-13T08:22:20.000","Breakdown","School-Age"
