"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"1046822","MANHATTAN","10028","1000","PARK AVENUE","1496","34","WTI2861766824","2020","1","Rosenwach Tank Co. LLC","Y","05/20/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.77906","-73.958032","8","4","15001","1014960034","Upper East Side-Carnegie Hill","2023-08-25T12:15:42.000"
"1015191","MANHATTAN","10001","401","7th ave","00808","7501","WTI7676446785","2019","1","inc.","Y","02/08/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building solutions","Y","B","A","A",,"No","40.749794","-73.991486","5","3","101","1008087501","Midtown-Midtown South","2023-08-25T12:15:21.000"
"1041237","MANHATTAN","10065","20","EAST 68 STREET","01382","7501","WTI5592831832","2017","1","ISSEKS BROS INC","Y","10/03/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.769465","-73.967894","8","4","122","1013827501","Upper East Side-Carnegie Hill","2023-08-25T12:15:16.000"
"1043139","MANHATTAN","10021","103","EAST   75 STREET","1410","5","WTI4243448499","2018","1","Rosenwach Tank Co. LLC","Y","08/14/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.772894","-73.961997","8","4","128","1014100005","Upper East Side-Carnegie Hill","2023-08-25T12:15:24.000"
"1088967","MANHATTAN","10006","99","Washington Street","00053","0002","WTI4698358594","2021","1","Rosenwach Tank Co. LLC","Y","04/05/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.708351","-74.014323","1","1","13","1000530002","Battery Park City-Lower Manhattan","2023-08-25T12:15:34.000"
"1020567","MANHATTAN","10010","380","2 AVENUE","927","55","WTI4221137238","2018","1","Rosenwach Tank Co. LLC","Y","08/25/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.737124","-73.981449","6","2","64","1009270055","Gramercy","2023-08-25T12:15:29.000"
"1077284","MANHATTAN","10020","10","Rockefeller Plaza","01264","0005","WTI6216130368","2018","1","Isseks","Y","06/19/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building","Y","B","A","A",,"No","40.758104","-73.979165","5","4","96","1012640005","Midtown-Midtown South","2023-08-25T12:15:23.000"
"1000000","MANHATTAN","10038","19","DUTCH STREET","78","47","WTI8076900614","2019","1","Rosenwach Tank Co. LLC","Y","06/04/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.70976","-74.007174","1","1","1502","1000780047","Battery Park City-Lower Manhattan","2023-08-25T12:15:38.000"
"1071414","MANHATTAN","10036","1166","Sixth Avenue","01261","7501","WTI4257392881","2022","5","Rosenwach Tank Co. LLC","Y","02/12/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.757004","-73.982526","5","4","96","1012617501","Midtown-Midtown South","2023-08-25T12:15:43.000"
"1000005","MANHATTAN","10004","1","New York Plaza","00004","7501","WTI9314610865","2019","4","Atlantank, LLC.","Y","09/21/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental Lab Corp.","Y","B","A","A",,"No","40.70254","-74.012562","1","1","9","1000047501","Battery Park City-Lower Manhattan","2023-08-25T12:15:30.000"
"1028618","MANHATTAN","10023","115","Central Park West","01124","0027","WTI2529378313","2020","2","Culligan of Manhattan","Y","10/01/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.775878","-73.976217","7","6","157","1011240027","Lincoln Square","2023-08-25T12:15:31.000"
"2083471","BRONX","10463","750","Kappock Street","05744","0048","WTI3218988527","2022","1","Isseks Bros. Inc","Y","08/12/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions, LLC","Y","B","A","A",,"No","40.882137","-73.919848","8","11","29301","2057440048","Spuyten Duyvil-Kingsbridge","2023-08-25T12:15:32.000"
"1037175","MANHATTAN","10016","245","East 40th Street","01314","0021","WTI1296065411","2020","1","Rosenwach Tank Co. LLC","Y","10/14/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.748754","-73.973632","6","4","88","1013140021","Turtle Bay-East Midtown","2023-08-25T12:15:36.000"
"1066469","MANHATTAN","10013","110","Hudson Street","00189","7502","WTI5076151341","2019","1","Rosenwach Tank Co. LLC","Y","05/16/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.719566","-74.00864","1","1","33","1001897502","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:38.000"
"1080707","MANHATTAN","10029","230","east 115th street","01662","0001","WTI8431850006","2018","1","american pipe and tank inc.","Y","03/01/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ATLAS ENVIRONMENTAL LAB","Y","B","A","A",,"No","40.796689","-73.939208","11","8","180","1016620001","East Harlem North","2023-08-25T12:15:29.000"
"1015583","MANHATTAN","10010","200","Fifth Avenue","00825","0031","WTI8369087431","2016","4","Atlantic","Y","10/13/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.741865","-73.989365","5","3","58","1008250031","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:14.000"
"1083954","MANHATTAN","10029","2110","First Avenue","01701","0001","WTI6278422183","2016","1","American Pipe & Tank","Y","12/28/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Enviromental Building Solution","Y","B","A","A",,"No","40.791381","-73.938769","11","8","162","1017010001","East Harlem South","2023-08-25T12:15:20.000"
"1019782","MANHATTAN","10010","200","EAST 24 STREET","00904","0050","WTI2096139981","2017","1","ISSEKS BROS INC","Y","10/10/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.739459","-73.982603","6","2","64","1009040050","Gramercy","2023-08-25T12:15:14.000"
"3001482","BROOKLYN","11201","124","Columbia Heights","00208","0106","WTI9243051311","2015","1","Watchtower","Y","07/27/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental Labs","Y","B","A","A",,"No","40.699412","-73.99582","2","33","1","3002080101","Brooklyn Heights-Cobble Hill","2023-08-25T12:15:11.000"
"1036174","MANHATTAN","10017","441","Lexington Avenue","01299","0022","WTI7178792932","2019","2","isseks bros., inc.","Y","12/28/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","enviromental solutions","Y","B","A","A",,"No","40.752726","-73.974793","6","4","92","1012990022","Turtle Bay-East Midtown","2023-08-25T12:15:39.000"
"1036206","MANHATTAN","10017","485","LEXINGTON AVENUE","1301","23","WTI1080550841","2016","2","Rosenwach Tank Co. LLC","Y","11/20/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.754244","-73.973994","6","4","92","1013010023","Turtle Bay-East Midtown","2023-08-25T12:15:14.000"
"1015426","MANHATTAN","10011","18","West 18 Street","00819","0056","WTI5897847332","2020","1","American Pipe and Tank","Y","12/09/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","N","Y","ebs","Y","B","A","A",,"No","40.738859","-73.99266","5","3","54","1008190056","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:34.000"
"1083243","MANHATTAN","10013","310","GREENWICH STREET","142","25","WTI1183157509","2019","1","Rosenwach Tank Co. LLC","Y","10/29/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.717604","-74.010667","1","1","39","1001420025","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:39.000"
"1089323","MANHATTAN","10001","10","Hudson Yards","702","10","WTI9850853372","2020","2","Rosenwach Tank Co. LLC","Y","06/12/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.752457","-74.000704","4","3","99","1007020010","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:28.000"
"1024686","MANHATTAN","10036","3","TIMES SQUARE","1014","33","WTI7802498205","2017","1","Rosenwach Tank Co. LLC","Y","07/05/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.756376","-73.986713","5","3","119","1010140033","Midtown-Midtown South","2023-08-25T12:15:18.000"
"1001355","MANHATTAN","10038","145","NASSAU STREET","00101","0001","WTI9742402589","2021","1","ISSEKS BROS INC","Y","10/13/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.711379","-74.006287","1","1","1501","1001010001","Battery Park City-Lower Manhattan","2023-08-25T12:15:30.000"
"1017600","MANHATTAN","10016","16","East 40st","00869","0064","WTI8135878508","2021","1","Vip sprinkler Inc.","Y","12/27/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.751723","-73.980716","5","4","82","1008690064","Murray Hill-Kips Bay","2023-08-25T12:15:29.000"
"4038182","QUEENS","11373","81-11","45 AVENUE","1527","1","WTI9048803913","2018","1","Rosenwach Tank Co. LLC","Y","09/07/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.741537","-73.88367","4","25","481","4015270001","Elmhurst","2023-08-25T12:15:29.000"
"1030859","MANHATTAN","10023","235","West 76th Street","01168","0010","WTI8870949512","2022","1","Rosenwach Tank Co. LLC","Y","11/29/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.781948","-73.981512","7","6","163","1011680010","Upper West Side","2023-08-25T12:15:43.000"
"1082715","MANHATTAN","10011","450","WEST 24 STREET","00721","0007","WTI2476762587","2020","1","ISSEKS BROS INC","Y","10/08/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.747753","-74.002295","4","3","93","1007210007","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:11.000"
"1039682","MANHATTAN","10022","335","East 51st Street","01344","7501","WTI9243767450","2015","1","Rosenwach Tank Co. LLC","Y","12/09/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.755005","-73.966858","6","4","98","1013447501","Turtle Bay-East Midtown","2023-08-25T12:15:18.000"
"1037596","MANHATTAN","10017","733","3rd ave","01319","0047","WTI8221803355","2019","1","Nalco","Y","03/24/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N.Y. State department of health Environmental Laboratory","Y","B","A","A",,"No","40.753074","-73.972753","6","4","90","1013190047","Turtle Bay-East Midtown","2023-08-25T12:15:30.000"
"1057388","MANHATTAN","10025","600","West 115th St","01896","7501","WTI8993351290","2016","1","Isseks Bros. Inc.","Y","09/12/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.807462","-73.964712","9","7","205","1018967501","Morningside Heights","2023-08-25T12:15:15.000"
"1035394","MANHATTAN","10017","366","Madison Ave","01281","0056","WTI3238646454","2020","1","American Pipe and Tank","Y","09/12/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.755046","-73.977654","5","4","94","1012810056","Midtown-Midtown South","2023-08-25T12:15:35.000"
"1084785","MANHATTAN","10065","1300","York Avenue","01480","0001","WTI8981140671","2017","1","American Pipe & Tank","Y","11/15/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions, LLC","Y","B","A","A",,"No","40.765008","-73.955078","8","5","116","1014800001","Lenox Hill-Roosevelt Island","2023-08-25T12:15:18.000"
"1023163","MANHATTAN","10019","1335","6th Avenue","01006","7502","WTI7793622144","2018","2","JMZ Maintenance","Y","12/24/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.762218","-73.978742","5","4","131","1010067502","Midtown-Midtown South","2023-08-25T12:15:29.000"
"1001230","MANHATTAN","10007","90","Church Street","00086","0001","WTI2141734168","2015","2","Rob Esposito","Y","10/23/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.712586","-74.009775","1","1","21","1000860001","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:14.000"
"4050412","QUEENS","11374","61-15","97 STREET","02082","0107","WTI7459065850","2021","1","ISSEKS BROS INC","Y","11/05/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.733991","-73.862434","6","29","71702","4020820107","Rego Park","2023-08-25T12:15:27.000"
"1022573","MANHATTAN","10036","1460","broadway","00994","7504","WTI5188611949","2018","2","American Pipe and Tank","Y","11/03/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EB S","Y","B","A","A",,"No","40.754946","-73.986161","5","4","113","1009947504","Midtown-Midtown South","2023-08-25T12:15:34.000"
"1030234","MANHATTAN","10024","173","WEST   78 STREET","1150","1","WTI2962680666","2019","1","Rosenwach Tank Co. LLC","Y","04/03/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.782074","-73.977869","7","6","165","1011500001","Upper West Side","2023-08-25T12:15:38.000"
"1026842","MANHATTAN","10019","423","WEST 55 STREET","01065","0012","WTI1049430305","2017","1","ISSEKS BROS INC","Y","08/29/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.766993","-73.987531","4","3","139","1010650012","Clinton","2023-08-25T12:15:17.000"
"1082174","MANHATTAN","10021","506","EAST 75 STREET","01486","0005","WTI8303951822","2021","1","NEW YORK PLUMBING HEATING COOLING CORP","Y","11/20/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group","Y","B","A","A",,"No","40.768611","-73.95188","8","5","132","1014860005","Lenox Hill-Roosevelt Island","2023-08-25T12:15:25.000"
"1017603","MANHATTAN","10016","445","Fifth Ave","00869","7501","WTI8015116482","2016","1","Isseks Bros. Inc.","Y","10/19/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.751512","-73.981864","5","4","82","1008697501","Murray Hill-Kips Bay","2023-08-25T12:15:15.000"
"4615633","QUEENS","11374","61-55","JUNCTION BOULEVARD","2080","7501","WTI7598770086","2019","1","Rosenwach Tank Co. LLC","Y","05/28/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.733414","-73.86416","6","29","71702","4020807501","Rego Park","2023-08-25T12:15:38.000"
"1025416","MANHATTAN","10019","300","WEST 55 STREET","01045","0029","WTI7090395011","2015","1","ISSEKS BROS INC","Y","12/02/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.765142","-73.984253","4","3","139","1010450029","Clinton","2023-08-25T12:15:19.000"
"1087284","MANHATTAN","10065","1275","York Avenue","01462","0005","WTI3160611147","2022","4","Rosenwach Tank Co. LLC","Y","10/04/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.764199","-73.955695","8","5","116","1014620005","Lenox Hill-Roosevelt Island","2023-08-25T12:15:37.000"
"1036451","MANHATTAN","10022","560","Lexington Avenue","01305","0013","WTI5442718654","2015","1","Rosenwach Tank Co. LLC","Y","05/02/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.756651","-73.972264","5","4","100","1013050013","Turtle Bay-East Midtown","2023-08-25T12:15:17.000"
"1056451","MANHATTAN","10025","808","West End Avenue","01871","0001","WTI3575412865","2015","1","Rosenwach Tank Co. LLC","Y","12/09/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.797234","-73.971323","7","6","187","1018710001","Upper West Side","2023-08-25T12:15:12.000"
"1078032","MANHATTAN","10002","70-72","Baruch Drive","00323","0001","WTI1746430737","2019","2","American Pipe & Tank","Y","09/18/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental Lab","Y","B","A","A",,"No","40.716732","-73.978064","3","2","1002","1003230001","Lower East Side","2023-08-25T12:15:39.000"
"4215623","QUEENS","11432","162-10","JAMAICA AVENUE","10102","4","WTI9812541492","2019","1","Rosenwach Tank Co. LLC","Y","05/03/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.704364","-73.797596","12","27","44601","4101020004","Jamaica","2023-08-25T12:15:10.000"
"1016951","MANHATTAN","10016","295","5 AVENUE","860","1","WTI7631276901","2017","1","Rosenwach Tank Co. LLC","Y","09/23/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.746333","-73.986084","5","4","74","1008600001","Midtown-Midtown South","2023-08-25T12:15:18.000"
"1057147","MANHATTAN","10025","290","RIVERSIDE DRIVE","1889","40","WTI8961174730","2018","1","Rosenwach Tank Co. LLC","Y","10/24/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.79909","-73.972156","7","6","187","1018890040","Upper West Side","2023-08-25T12:15:11.000"
"1002114","MANHATTAN","10013","190","FRANKLIN STREET","187","7501","WTI1057199378","2020","1","Rosenwach Tank Co. LLC","Y","08/28/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.719407","-74.009751","1","1","39","1001877501","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:38.000"
"1053192","MANHATTAN","10035","1468","Fifth Avenue","01717","0033","WTI3424050913","2021","1","Rosenwach Tank Co. LLC","Y","04/07/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.802313","-73.945271","10","9","190","1017170033","Central Harlem South","2023-08-25T12:15:21.000"
"1077236","MANHATTAN","10011","405-410","West 23rd St","00721","7501","WTI7843960337","2016","2","Isseks Bros Inc","Y","10/25/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.746712","-74.001826","4","3","93","1007217501","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:13.000"
"1060432","MANHATTAN","10030","244","West144th street","02029","0011","WTI3866748605","2020","1","Atlantank, LLC","Y","10/31/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental","Y","B","A","A",,"No","40.821425","-73.940674","10","9","232","1020290011","Central Harlem North-Polo Grounds","2023-08-25T12:15:26.000"
"1059821","MANHATTAN","10027","29","CLAREMONT AV","01990","0022","WTI0749408600","2022","1","ISSEKS BROS INC","Y","08/02/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.809432","-73.964172","9","7","205","1019900022","Morningside Heights","2023-08-25T12:15:32.000"
"2085874","BRONX","10463","3671","Hudson Manor Terrace","05920","0653","WTI0853675219","2021","1","Rosenwach Tank Co. LLC","Y","10/26/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.887821","-73.91575","8","11","309","2059200653","North Riverdale-Fieldston-Riverdale","2023-08-25T12:15:41.000"
"4030340","QUEENS","11377","40-33","69th Street","01301","0010","WTI5389567655","2022","1","Rosenwach Tank Co. LLC","Y","10/25/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.745678","-73.896189","2","26","263","4013010010","Woodside","2023-08-25T12:15:36.000"
"1015605","MANHATTAN","10010","18","West 25 street","00826","0055","WTI3462399752","2016","1","JMZ Maintenance Inc","Y","12/15/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient group Inc","Y","B","A","A",,"No","40.743333","-73.989885","5","3","58","1008260055","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:18.000"
"3001882","BROOKLYN","11201","161","Henry Street","00237","0008","WTI7184299724","2021","1","Rosenwach Tank Co. LLC","Y","05/07/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.695759","-73.993826","2","33","502","3002370008","Brooklyn Heights-Cobble Hill","2023-08-25T12:15:36.000"
"2097466","BRONX","10475","2049","BARTOW AVENUE","5141","100","WTI2501915939","2019","10","Rosenwach Tank Co. LLC","Y","04/08/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.869472","-73.828582","10","12","46201","2051410100","Co-op City","2023-08-25T12:15:38.000"
"1072021","MANHATTAN","10065","3","EAST   66 STREET","1381","7501","WTI5494038243","2019","1","Rosenwach Tank Co. LLC","Y","12/23/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.768521","-73.969505","8","4","122","1013817501","Upper East Side-Carnegie Hill","2023-08-25T12:15:40.000"
"1083921","MANHATTAN","10029","1180","FIFTH AVE","01604","0006","WTI4079620824","2022","3","Atlantank, LLC","Y","11/08/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental","Y","B","A","A",,"No","40.789971","-73.954245","11","8","168","1016040006","East Harlem South","2023-08-25T12:15:10.000"
"1007214","MANHATTAN","10012","72","Spring St","482","16","WTI8787638362","2020","1","Rosenwach Tank Co. LLC","Y","03/21/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.722506","-73.99763","2","1","45","1004820016","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:42.000"
"1041681","MANHATTAN","10021","23","East 74th Street","01389","7501","WTI7504263487","2015","1","Rosenwach Tank Co. LLC","Y","10/14/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.773309","-73.96495","8","4","130","1013897501","Upper East Side-Carnegie Hill","2023-08-25T12:15:16.000"
"1048136","MANHATTAN","10128","1111","PARK AVENUE","01518","0069","WTI7962199599","2021","1","ISSEKS BROS., INC.","Y","09/03/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.782473","-73.955513","8","4","14802","1015180069","Upper East Side-Carnegie Hill","2023-08-25T12:15:35.000"
"1051496","MANHATTAN","10029","1216","Fifth Ave","01608","0069","WTI6819645519","2021","1","American Pipe and Tank","Y","12/21/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ebs","Y","B","A","A",,"No","40.792101","-73.952174","11","8","168","1016080069","East Harlem South","2023-08-25T12:15:37.000"
"1033933","MANHATTAN","10024","140","Riverside Drive","01248","0001","WTI0980998310","2016","1","Isseks Bros. Inc.","Y","09/07/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.790374","-73.979596","7","6","175","1012480001","Upper West Side","2023-08-25T12:15:15.000"
