"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"804","2014-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2014-03-31T00:00:00.000","2014-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","TUESDAY, APRIL 1, 2014 -  WEDNESDAY, DECEMBER 31, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"805","2014-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2014-03-31T00:00:00.000","2014-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","TUESDAY, APRIL 1, 2014 -  WEDNESDAY, DECEMBER 31, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"806","2014-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2014-03-31T00:00:00.000","2014-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","TUESDAY, APRIL 1, 2014 -  WEDNESDAY, DECEMBER 31, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"807","2014-06-15T00:00:00.000","AMERICAN CONCERN FOR ARTS AND CRAFTSMANSHIP","MONTCLAIR","NJ","07042","2014-05-07T00:00:00.000","2014-05-07T00:00:00.000","SPECIAL PARKING PERMIT","N/S & S/S W 62ND & 65TH BETWEEN COLUMBUS AND AMSTERDAM","JUNE 7-8, 2014 & JUNE 14-15, 2014","6:30AM - 12:00PM & 6:30PM - 12:00AM","NY","SPECIAL REQUEST","ANNUAL AMERICAN CRAFTS FESTIVAL","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING AND UNLOADING; AND AT METERS. COPIES OF THIS PERMIT IS VALID FOR 1/2 HOUR PER VENDOR TO LOAD IN AND OUT ONLY."
"808","2014-10-12T00:00:00.000","AMERICAN CONCERN FOR ARTS AND CRAFTSMANSHIP","MONTCLAIR","NJ","07042","2014-05-07T00:00:00.000","2014-05-07T00:00:00.000","SPECIAL PARKING PERMIT","N/S & S/S W 62ND & 65TH BETWEEN COLUMBUS AND AMSTERDAM","OCTOBER 4-5, 2014 & OCTOBER 11-12, 2014","6:30AM - 12:00PM & 6:30PM - 12:00AM","NY","SPECIAL REQUEST","25th ANNUAL AUTUMN CRAFTS FESTIVAL","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING AND UNLOADING; AND AT METERS. COPIES OF THIS PERMIT IS VALID FOR 1/2 HOUR PER VENDOR TO LOAD IN AND OUT ONLY."
"809","2014-06-04T00:00:00.000","FUND FOR THE CITY OF NEW YORK","NEW YORK","NY","10013","2014-05-28T00:00:00.000","2014-05-28T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","WEDNESDAY JUNE 4, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","SPECIAL REQUEST","ANNUAL SLOAN PUBLIC SERVICE AWARDS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"810","2014-09-30T00:00:00.000","ODYSSEY HOUSE INC.","NEW YORK","NY","10035","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JULY 1, 2014 - SEPTEMBER 30, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","SPECIAL REQUEST","MEDICAL SERVICES","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"811","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATON","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"812","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"813","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NJ","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"814","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"815","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"816","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NJ","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"817","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"818","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"819","2014-09-30T00:00:00.000","NYC DEPARTMENT OF EDUCATION","NEW YORK","NY","10007","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 18, 2014 - SEPTEMBER 30, 2014","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"820","2014-11-30T00:00:00.000","ODYSSEY HOUSE INC.","NEW YORK","NY","10035","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 1, 2014 - NOVEMBER 30, 2014","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL BUSINESS","MEDICAL SERVICES","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"821","2014-10-31T00:00:00.000","CIRCUS OF THE KIDS / EVANGEL CHRISTIAN SCHOOL","LONG ISLAND CITY","NY","11101","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","SEPTEMBER 19, 2014 - OCTOBER 31, 2014","7 DAYS A WEEK 24 HOURS A DAY","FL","SPECIAL REQUEST","TRAINING AND PREFORMANCE WORKSHOP","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"822","2014-10-31T00:00:00.000","CIRCUS OF THE KIDS / EVANGEL CHRISTIAN SCHOOL","LONG ISLAND CITY","NY","11101","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS",,"7 DAYS A WEEK 24 HOURS A DAY","PA","SPECIAL REQUEST","TRAINING AND PREFORMANCE WORKSHOP","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"823","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"824","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"825","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"826","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"827","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"828","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"829","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"830","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"831","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"832","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"833","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","AZ","SPECIAL REQUEST","TOYS FOR TOTS CAMAPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"834","2015-02-28T00:00:00.000","US MARINE CORPS","BROOKLYN","NY","11234","2014-10-29T00:00:00.000","2014-10-29T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","ME","SPECIAL REQUEST","TOYS FOR TOTS CAMPAIGN","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"835","2015-02-28T00:00:00.000","ODYSSEY HOUSE INC.","NEW YORK","NY","10005","2013-11-19T00:00:00.000","2013-11-19T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","DECEMBER 1, 2014 - FEBRUARY 28, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL BUSINESS","MEDICAL SERVICES","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"836","2015-12-31T00:00:00.000","NYC DEPARTMENT OF TRANSPORTATION","NEW YORK","NY","10041","2015-01-07T00:00:00.000","2015-01-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 7, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY",,"OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSNIESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"837","2015-03-31T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-01-26T00:00:00.000","2015-01-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 26, 2015 - MARCH 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","MD","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR FOR DOE AND MAYOR'S OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"838","2015-03-31T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-01-26T00:00:00.000","2015-01-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 26, 2015 - MARCH 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","MD","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR FOR DOE AND MAYOR'S OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"839","2015-03-31T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-01-26T00:00:00.000","2015-01-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 26, 2015 - MARCH 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","FL","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR FOR DOE AND MAYOR'S OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"840","2015-03-31T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-01-26T00:00:00.000","2015-01-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 26, 2015 - MARCH 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","FL","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR FOR DOE AND MAYOR'S OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"841","2015-06-30T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-03-31T00:00:00.000","2015-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 1, 2015 - JUNE 30, 2015","9:00AM - 5:00PM  MONDAY - FRIDAY","MD","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR DOE AND MAYORS OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"842","2015-06-30T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-03-31T00:00:00.000","2015-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 1, 2015 - JUNE 30, 2015","9:00AM - 5:00PM MONDAY - FRIDAY","MD","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR DOE AND MAYORS OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"843","2015-06-30T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-03-31T00:00:00.000","2015-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 1, 2015 - JUNE 30, 2015","9:00AM - 5:00PM  MONDAY - FRIDAY","FL","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR DOE AND MAYORS OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"844","2015-06-30T00:00:00.000","NYC DEPARTMENT OF DESIGN AND CONSTRUCTION","LONG ISLAND CITY","NY","11101","2015-03-31T00:00:00.000","2015-03-31T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 1, 2015 - JUNE 30, 2015","9:00AM - 5:00PM MONDAY - FRIDAY","FL","OFFICIAL CITY BUSINESS","SPECIAL PROJECT FOR DOE AND MAYORS OFFICE","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
