"job_number","filing_type_name","filing_number","filing_status_name","permit_number","filing_date","permit_issued_date","permit_expiration_date","laasign_off_date","work_type_name","location_bin","location_house_no","location_street_name","location_borough_name","proposed_work_summary","building_type_name","inspection_type_name","inspection_date","latitude","longitude","zip_code","community_board","council_district","census_tract","nta"
"M00112173","New Job Filing","I1","Signed off","M00112173-I1-LA","2018-12-19T00:00:00.000","2018-12-19T00:00:00.000","2019-12-19T00:00:00.000","2019-01-11T00:00:00.000","Gas Plumbing Work","1077923","37","WEST    8 STREET","MANHATTAN","cut and cap gas piping in basement, remove all visible piping in basement and 19 apartments in 9 different floors.  Remove meter bars.  building is converting to electric stoves.  building has oil boiler","Other",,"2019-01-09T00:00:00.000","40.733082","-73.998282","10011","2","3","63","West Village"
"B-00798673","New Job Filing","EWN","Expired",,"2022-08-24T00:00:00.000",,"2022-08-26T00:00:00.000",,,"3195175","350","AVENUE X","BROOKLYN","REMOVE EXISTING HOT WATER BOILER THAT IS DEFECTIVE AND REPLACE WITH NEW A O SMITH BTR400 WATER HEATER. NYC PUBLIC SCHOOL. NO HOT WATER",,,,"40.590564","-73.969964","11223","15","47","37401","Gravesend"
"M00163156","New Job Filing","I1","Permitted","M00163156-I1-LA","2019-05-06T00:00:00.000","2019-05-06T00:00:00.000","2020-11-30T00:00:00.000",,"Water Plumbing Work","1070131","161","WEST   61 STREET","MANHATTAN","IN APT #15E ON THE 15TH FLOOR REPLACE TO EXISTING ROUGHING (1) KITCHEN SINK & (1) DISHWASHER. RELOCATE (1) WASHING MACHINE APPROX 3 feet & RUN APPROX 3 feet OF 2 inches NO HUB PIPE. FILING IN CONJUNCTION W/ #140590518 TO REFILE EXPIRED LAA.","Other",,,"40.771406","-73.986057","10023","7","3","145","Lincoln Square"
"M00165594","New Job Filing","I1","Permitted","M00165594-I1-LA","2019-05-14T00:00:00.000","2019-05-14T00:00:00.000","2020-11-30T00:00:00.000",,"Gas Plumbing Work","1057075","314","WEST   98 STREET","MANHATTAN","File EWN-M-00163918 due to con ed shut down Utility request for replace 20 ft of 2 and 2ft of 11/2 and (1) 2 lock wing gas valve on service side (Jurisdictional)  of meter Con Edison restored gas service on 05/07/2019 at 4:00pm to restore gas to heat, hvac, hot water and cooking to 2 meters. registering furnace and hwh filed in conjunction with M00262638 for MH and M00262648 for PL. No gas piping in public hallways. No firestop compromised.","Other",,,"40.796702","-73.972609","10025","7","6","183","Upper West Side"
"Q00243520","New Job Filing","I1","Signed off","Q00243520-I1-LA","2019-10-09T00:00:00.000","2019-10-09T00:00:00.000","2020-10-09T00:00:00.000","2020-01-29T00:00:00.000","Gas Plumbing Work","4455417","65-26","PARSONS BOULEVARD","QUEENS","NYCHA-REPLACE C-LINE GAS RISER BASEMENT TO 7TH FLOOR TO RESTORE COOKING GAS TO 7 APT , RISER RUN EXPOSED IN  NEW PENETRATION 1ST & 2ND FLOOR , EXPOSED IN EXISTING PENETRATION 3RD TO 7TH , 1-1 1/4 inches LGV , 1-1 1/4 inches L/R , 7-3/4 inches GASFLEX , 7-3/4 inches GASCOCK , 60 feet-1 1/4 inches , 20 feet-1 inches , ASSORTED NIPPLES / FITTINGS , FIRESTOP INSTALLED.","Other","Pass-Final","2020-01-27T00:00:00.000","40.736231","-73.81054","11365","8","24","122702","Pomonok-Flushing Heights-Hillcrest"
"B00175534","New Job Filing","I1","Pre-Filing",,,,"2019-08-28T00:00:00.000",,,"3116839","237","MARTENSE STREET","BROOKLYN","filing to remove illegal plumbing fixtures from the cellar level - gas stove, kitchen sink, bathtub, wash basin, water closet - and to cap and plug all waste, water and gas lines in the floor and the wall.  objective is to remove violation# 35243041K.",,,,"40.651632","-73.951092","11226","17","40","820","Prospect Lefferts Gardens-Wingate"
"M00169027","PAA","P1","Approved",,"2021-09-21T00:00:00.000",,,,"Gas Plumbing Work","1057344","404","RIVERSIDE DRIVE","MANHATTAN","IN BASEMENT LAUNDRY ROOM ON CO 69405 & LAA # 110258587. DIRECT REPLACEMENT OF (2)STACK GAS DRYERS 2on2 CAN BE 4 UNITS SINCE 2 GAS INLETS EACH. REPLACE APPROX.6 feet of 3/4 inches GAS PIPE BEHIND DRYERS & REPLACE PIPE TO BOILER PILOT. TOTAL APPROX.50 feet of 3/4 inches GAS PIPE. ALL VENTED THRU EXISTING EXHAUST SYSTEM. . SPRINKLER ON JOB#110259256. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED. BOILER ON JOB # 102573733 INSTALL USING (1)LOCKWING VALVE(1)BLACK TEE,(1)BLACK NIPPLE,(2)ELBOWS","Other",,,"40.806535","-73.96723","10025","9","7","199","Morningside Heights"
"B00198527","New Job Filing","I1","Signed off","B00198527-I1-LA","2019-07-23T00:00:00.000","2019-07-23T00:00:00.000","2020-07-23T00:00:00.000","2019-09-25T00:00:00.000","Gas Plumbing Work","3341545","20","COLUMBIA PLACE","BROOKLYN","DUE TO GAS LEAK AND PER GAS COMPANY REQUEST TO RESTORE GAS SERVICE FOR EXISTING GAS RANGE IN APT#B060 ON 6TH FLOOR, IN APT#B060 BEHIND GAS STOVE REPLACE (1) 3/4 inches BLACK NIPPLE, (1) 3/4 inches GAS FLEX CONNECTOR, (1) 3/4 inches GAS APPLIANCE VALVE.","Other","Pass-Final","2019-09-23T00:00:00.000","40.693192","-73.998586","11201","2","33","7","Brooklyn Heights-Cobble Hill"
"Q00349526","New Job Filing","I1","Pre-Filing",,,,"2020-07-29T00:00:00.000",,"Water Plumbing Work","4079199","80-01","PARK LANE","QUEENS","File to replace, on existing roughing., a three piece bathroom (toilet, lav, shower) in bathroom and (1) residential sink in kitchen, on the 6th flr, in apt. EF2. No new piping will be run under this application.","Other",,,"40.711619","-73.835863","11415","9","29","773","Kew Gardens"
"Q00156947","New Job Filing","I1","Signed off","Q00156947-I1-LA","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","2020-04-19T00:00:00.000","2019-05-15T00:00:00.000","Fire Suppression Work","4051253","66-10","YELLOWSTONE BOULEVARD","QUEENS","Laundry Room in cellar: Furnish and install (2) new upright sprinkler heads using domestic water supply.","Other","Pass-Final","2019-05-13T00:00:00.000","40.729443","-73.849938","11375","6","29","71304","Forest Hills"
"Q00719691","New Job Filing","I1","Revoked","Q00719691-I1-LA","2022-04-15T00:00:00.000","2022-04-15T00:00:00.000","2022-12-31T00:00:00.000",,"Gas Plumbing Work","4453733","195-08","39 AVENUE","QUEENS","Isolate each of the (24) gas meters in the apartments and Pressure test. If tests hold will acquire Gas Authorization.","Other",,,"40.762119","-73.786898","11358","11","19","1139","Auburndale"
"X00289276","New Job Filing","I1","Signed off","X00289276-I1-LA","2019-12-31T00:00:00.000","2019-12-31T00:00:00.000","2020-09-23T00:00:00.000","2020-02-11T00:00:00.000","Water Plumbing Work","2113608","3234","CHESTNUT DRIVE NORTH","BRONX","REMOVE CAP AND SEAL TUB AT CELLAR LEVEL,2 PIECE BATHROOM( TOILET AND VANITY) APPROVED ON 07/15/2005  UNDER DOB JOB #200982963 ,THE FIRESTOPS WILL NOT COMPROMISED.","2 Family","Pass-Final","2020-02-09T00:00:00.000","40.872697","-73.863449","10467","12","12","372","Williamsbridge-Olinville"
"X00420685","New Job Filing","I1","Signed off","X00420685-I1-LA","2020-10-28T00:00:00.000","2020-10-28T00:00:00.000","2021-01-17T00:00:00.000","2020-12-10T00:00:00.000","Water Plumbing Work","2013697","2093","RYER AVENUE","BRONX","INSTALL (1) 2 inches WILKINS 950XLT2 DCVA ON THE 1ST FL. CONNECT TO EXISTING SERVICE. DEP APPROVAL #20083266. FLOOR DRAIN IS EXISTING. THE INSTALLATION WILL CONFORM TO SECTIONS PC608.13.2, PC TABLE 608.1 AND PC 312.10.2 (RESIDENTIAL BUILDING AS PER #210180427)","Other","Pass-Final","2020-12-09T00:00:00.000","40.853234","-73.900764","10457","5","15","381","Mount Hope"
"Q00391870","PAA","P1","Approved",,"2020-09-03T00:00:00.000",,,,"Gas Plumbing Work","4457103","260-56","75 AVENUE","QUEENS","IN THE 2ND FLOOR UNIT (1 APT ON THIS FL), WILL REPLACE (1)KITCHEN SINK ON EXISTING ROUGHING. WILL ALSO REPLACE (1)WASHING MACHINE & REGISTER/REPLACE LAUNDRY STANDPIPE USING APPROX 40 feet OF 2 inches, 30 feet OF 1-1/2 inches & 20 feet OF 1/2 inches WATER, WASTE & VENT PIPING. WILL RELOCATE GAS LINE FOR STOVE USING APPROX 20 feet OF 3/4 inches GAS PIPE & FITTINGS. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.749667","-73.712802","11004","13","23","155102","Glen Oaks-Floral Park-New Hyde Park"
"B00356796","New Job Filing","I1","Signed off","B00356796-I1-LA","2020-11-16T00:00:00.000","2020-11-16T00:00:00.000","2021-11-16T00:00:00.000","2020-12-11T00:00:00.000","Gas Plumbing Work","3228903","994","EAST   94 STREET","BROOKLYN","DUE TO GAS SHUT DOWN, REG/REPLACE (1) HOT WATER HEATER. HEAT PROVIDED BY EXISTING OIL BOILER.  FLUE INTO EXISTING CODE COMPLIANT LINED CHIMNEY IN GOOD WORKING CONDITION.  IN THE CEL, REPLACE METER BAR & REPLACE APPROX. 40 feet OF 1 inches& 8 feet OF 3/4 inches GAS PIPING TO WATER HEATER & REPLACE APPROX 50 feet OF 3/4 inches GAS PIPING TO EXISTING STOVE ON 001.  NO GAS PIPING IN PUBLIC HALLS.  FIRESTOPS WILL BE RESTORED AS PER SECTION 713 OF THE NYC BUILDING CODE.","1 Family","Pass-Final","2020-12-10T00:00:00.000","40.645552","-73.906896","11236","18","46","970","Canarsie"
"Q00394622","New Job Filing","I1","Signed off","Q00394622-I1-LA","2020-09-22T00:00:00.000","2020-09-22T00:00:00.000","2021-04-08T00:00:00.000","2020-11-24T00:00:00.000","Gas Plumbing Work","4199854","123-05","101 AVENUE","QUEENS","Installing one Modine PDP100 100,000 BTU heater to replace existing Modine heater that was on LAA# 400959691.  Install new meter bar and  replacing approximately 100 feet of 1 inches black pipe. Installing 1 inches gas cock to heater.  Relocate toilet and slop sink.","Other","Pass-Final","2020-11-23T00:00:00.000","40.690901","-73.822691","11419","9","28","154","Richmond Hill"
"X00406678","New Job Filing","I1","Permitted","X00406678-I1-LA","2020-10-01T00:00:00.000","2020-10-01T00:00:00.000","2020-10-17T00:00:00.000",,"Oil Work","2009173","1535","UNDERCLIFF AVENUE","BRONX","EMERGENCY BOILER REPLACEMENT, REPLACE BOILER (NYC #168501-01) NEW FEDERAL, MODEL, FST-300, INPUT 12,096,000 BTU feetS, OUTPUT 10,043,000 BTU feetS UL# MH 16064, BURNER IS EXISTING, ICI BURNER MODEL # DEG-145P UL# MP-1473, CONNECT TO CHIMNEY IN CELLAR, EMERGENCY ALT 2 & 2ND FEE PAID BY P.E. WITHIN 30 DAYS","Other",,,"40.846549","-73.923725","10453","5","16","20501","University Heights-Morris Heights"
"B-00281427","New Job Filing","EWN","Expired",,"2019-12-13T00:00:00.000",,"2019-12-17T00:00:00.000",,,"3128889","4722","18 AVENUE","BROOKLYN","(EXTEND EWN-B-00276326) DUE TO GAS SHUTDOWN BY THE UTILITY CO BECAUSE METER WAS UNDERSIZED, WILL UPGRADE METER & TEST GAS LINES FOR HEAT/HOT WATER & MAKE ANY GAS REPAIRS AS NECESSARY. WILL REGISTER BL & HWH - LAA TO FOLLOW",,,,"40.629281","-73.980045","11204","12","44","476","Borough Park"
"X-00541511","New Job Filing","EWN","Expired",,"2021-06-16T00:00:00.000",,"2021-06-18T00:00:00.000",,,"2018220","250","EAST GUN HILL ROAD","BRONX","Filing in conjunction with EWN-X-00519496, EWN-X-00517264 & EWN-X-00520836 due to utility shut down of gas, we will test cooking gas lines to determine the scope of work that needs repair /replacement",,,,"40.879919","-73.876087","10467","7","11","423","Norwood"
"B00570431","New Job Filing","I1","Signed off","B00570431-I1-LA","2021-08-04T00:00:00.000","2021-08-04T00:00:00.000","2022-08-04T00:00:00.000","2021-09-03T00:00:00.000","Gas Plumbing Work","3326600","240","LOTT AVENUE","BROOKLYN","IN APT. 5i ON THE 5TH FLOOR, INSTALL NEW STOVE USED FOR COOKING IN APT. ADD NEW APPLIANCE VALVE AFTER EXISTING APPLIANCE VALVE. REPLACE WITH NEW GAS FLEXI. MASTER METER IS LOCATED IN THE CELLAR. NO GAS PIPING TO BE DONE IN PUBLIC HALLWAY, FIRE STOP WILL NOT BE COMPROMISED. GAS TEST & CERT NOT REQUIRED.","Other","Pass-Final","2021-09-02T00:00:00.000","40.658396","-73.904629","11212","16","42","920","Brownsville"
"X00492829","PAA","P1","Approved",,"2021-09-07T00:00:00.000",,,,"Gas Plumbing Work","2016875","2830","BRIGGS AVENUE","BRONX","DUE TO INACTIVITY & GAS SHUTDOWN REPLACE METER BAR FOR EXISTING METER IN CELLAR & REPLACE APPROX 30 feet OF 3/4 inches GAS PIPE TO THE EXISTING STOVE IN APT #WIB IN CELLAR. REPLACE GAS VALVE & FLEX BEHIND STOVE. FOR COOKING ONLY. FIRESTOPS WILL NOT BE COMPROMISED. THERE WILL BE NO PIPE IN HALLWAYS.","Other",,,"40.8688","-73.88937","10458","7","15","40501","Bedford Park-Fordham North"
"B00640719","New Job Filing","I1","Signed off","B00640719-I1-LA","2021-12-02T00:00:00.000","2021-12-02T00:00:00.000","2022-12-02T00:00:00.000","2022-09-14T00:00:00.000","Water Plumbing Work","3397513","560","CARROLL STREET","BROOKLYN","IN THE CELLAR WE WILL REMOVE 2 DOMETIC HW STORAGE TANKS & HEAT EXCHANGERS & REPLACE WITH (2) INDIRECT AO SMITH HW HEATERS (MDL#HWGV-200 ESW) & WILL INSTALL APPROX 15 feet OF 2 inches COPPER WATER PIPING. BLRS LEGAL AS PER PL#302373571. FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2022-09-13T00:00:00.000","40.675927","-73.983355","11215","6","39","133","Park Slope-Gowanus"
"B00298202","New Job Filing","I1","Signed off","B00298202-I1-LA","2020-01-22T00:00:00.000","2020-01-22T00:00:00.000","2021-01-22T00:00:00.000","2020-09-23T00:00:00.000","Gas Plumbing Work","3066242","91","NEWEL STREET","BROOKLYN","REPLACE OIL BOILER W/ (1) GAS BOILER IN CELLAR. CONNECT TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. RUN APPROX 10 feet OF 3/4 inches GAS PIPE FROM EXISTING GAS LINE IN CELLAR TO BOILER (METER IS EXISTING) TEST EXISTING GAS LINE FOR EXISTING HW HEATER IN CELLAR. PREVIOUSLY FILED UNDER #B00182537. FIRESTOPS WILL NOT BE COMPROMISED","Other","Pass-Final","2020-09-22T00:00:00.000","40.725596","-73.947841","11222","1","33","571","Greenpoint"
"M08036642","New Job Filing","I1","Permitted","M08036642-I1-LA","2022-11-08T00:00:00.000","2022-11-08T00:00:00.000","2022-12-31T00:00:00.000",,"Water Plumbing Work","1026444","431","WEST   45 STREET","MANHATTAN","FILING IN CONJUNCTION W/ APPLICATION #M08019538 TO COMBINE APTS 1B & 1C ON THE 1ST FL. REMOVE & CAP (1) KITCHEN SINK & (1) STOVE. REMOVE & CAP WATER, WASTE & GAS LINES. GAS METER WILL BE REMOVED.","Other",,,"40.760859","-73.992398","10036","4","3","121","Clinton"
"M00103075","New Job Filing","I1","Permitted","M00103075-I1-LA","2018-12-05T00:00:00.000","2018-12-05T00:00:00.000","2019-12-05T00:00:00.000",,"Gas Plumbing Work","1064837","107","VERMILYEA AVENUE","MANHATTAN","DUE TO LEAK & GAS SHUTDOWN REPLACE METER BAR FOR EXISTING METER IN APT #53 ON THE 5TH FLOOR & REPLACE APPROX 20 feet OF 3/4 inches GAS PIPE TO THE EXISTING STOVE. REPLACE APPLIANCE VALVE & GAS FLEX BEHIND STOVE. FOR COOKING ONLY. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.866293","-73.921852","10034","12","10","293","Marble Hill-Inwood"
"B00447201","New Job Filing","I1","Signed off","B00447201-I1-LA","2021-01-06T00:00:00.000","2021-01-06T00:00:00.000","2022-01-06T00:00:00.000","2021-04-15T00:00:00.000","Gas Plumbing Work","3388790","27","MESEROLE STREET","BROOKLYN","EWN#B-00447181, REPLACE EXISTING WATER HEATER WITH (1) AO SMITH XCR-40 WATER HEATER, INPUT: 40,000 BTU feetS LOCATED IN THE CELLAR (FOR APT. 3R); ORIGINALLY FILED VIA JOB #301517990. CONNECT TO THE EXISTING CHIMNEY THAT IS IN GOOD WORKING CONDITION. METER IS EXISTING. GAS VALVE NOT TO BE TOUCHED. GAS AUTHORIZATION NOT REQUIRED FROM DOB. ACP5 NOT REQUIRED PER NEW BUILDING JOB #301517990.","Other","Pass-Final","2021-04-14T00:00:00.000","40.707512","-73.949313","11206","1","34","511","East Williamsburg"
"Q00782845","New Job Filing","I1","Permitted","Q00782845-I1-LA","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","2023-02-10T00:00:00.000",,"Gas Plumbing Work","4009147","2830","34 STREET","QUEENS","IN A SIX STORY DWELLING APT#3O . Job description: Perform gas test on existing gas line for Apartment 3O for 1 stove, due to meter being locked for more then 6 months and Energy Company requiring a Blue Card to turn on gas. No firestops will be compromised. No gas piping in public hallways. PAA may follow.","Other",,,"40.767093","-73.917921","11103","1","22","6501","Astoria"
"Q00177082","New Job Filing","I1","Signed off","Q00177082-I1-LA","2019-06-06T00:00:00.000","2019-06-06T00:00:00.000","2019-07-17T00:00:00.000","2019-06-18T00:00:00.000","Water Plumbing Work","4530584","150-02","GOETHALS AVENUE","QUEENS","IN CELLAR CRAWLSPACE REPALCE APPROX 80 FEET OF 4 inches STORM DRAIN PIPING.","Other","Pass-Final","2019-06-16T00:00:00.000","40.717688","-73.8113","11432","8","24","77905","Kew Gardens Hills"
"Q00710654","New Job Filing","I1","Signed off","Q00710654-I1-LA","2022-04-01T00:00:00.000","2022-04-01T00:00:00.000","2022-10-22T00:00:00.000","2022-04-12T00:00:00.000","Gas Plumbing Work","4544826","59-40","55 ROAD","QUEENS","FILE THE JOB TO SUPERCEDE Q00675901.  FILE THE LAA TO REPLACE  (5) HOT WATER HEATERS AT EIXISTING GAS ROUGHING, , (1) @ CELLAR,(1) @ 1ST FL, (2) @ 2ND FL AND (1) @ 4TH FL, ALL THE HOT WATER HEATERS FILED AND SIGNED OFF UNDER JOB# 401962523.  RECONNECT BACK TO EXISTING CHIMNEY IN GOOD CONDITION. ONLY ONE GAS METER LOCATED AT CELLAR, IT SUPPLIES ALL THE GAS USAGE FOR THE WHOLE  HOTEL.   NO FIRESTOP COMPROMISED. THERE IS NO CHANGE IN USE, EGRESS AND OCCUPANCY.","Other","Pass-Final","2022-04-11T00:00:00.000","40.72668","-73.907349","11378","5","30","531","Maspeth"
"B-00245971","New Job Filing","EWN","Expired",,"2019-10-15T00:00:00.000",,"2019-10-17T00:00:00.000",,,"3065178","704","LEONARD STREET","BROOKLYN","DIRECT REPLACEMENT OF LEAKING GAS BOILER.",,,,"40.728815","-73.952627","11222","1","33","575","Greenpoint"
"B00183276","New Job Filing","I1","Signed off","B00183276-I1-LA","2019-06-20T00:00:00.000","2019-06-20T00:00:00.000","2020-01-15T00:00:00.000","2019-07-13T00:00:00.000","Gas Plumbing Work","3257007","390","UNION STREET","BROOKLYN","Replace 1 gas steam boiler & HWH in Cel with 1 new gas steam boiler, New Yorker, mod# CGS60A-175,000 BTU & 1 gas 50 Gal HWH, American WH Co, mod# BFG6150T403NOV, 40,000 BTU. Both units non condensing atmospheric b-vented connected to exist chimney thru roof. Superseding open LAA# 340023316 that job description was done in error. Exist stove on 1st FL. Exist dryer on GRD FL. Register replacement Boiler & HWH. Replace approx. 30ft of 1 1/4 inches, 22ft of 3/4 inches BLK piping & 2-3/4 inches gas valves in CEL.","3 Family","Pass-Final","2019-07-11T00:00:00.000","40.680931","-73.992115","11231","6","39","75","Carroll Gardens-Columbia Street-Red Hook"
"B-00145484","New Job Filing","EWN","Expired",,"2019-03-22T00:00:00.000",,"2019-03-26T00:00:00.000",,,"3063046","373","SOUTH    2 STREET","BROOKLYN","DUE TO GAS SHUTDOWN WILL GAS TEST LINES FOR RESIDENTIAL COOKING ONLY FOR 22 APTS & MAKE ANY REPAIRS AS NECESSARY.",,,,"40.709849","-73.952694","11211","1","34","513","North Side-South Side"
"Q00473550","PAA","P1","Approved",,"2021-03-11T00:00:00.000",,,,"Gas Plumbing Work","4445259","105-00","SHORE FRONT PARKWAY","QUEENS","Register existing (6) stackable dryers in basement laundry room,  laundry room  on co#170591, connecting to existing exposed 3/4 inches appliance shut off valve behind appliance.  Sprinkler heads over dryers filed under # Q00473472","Other",,,"40.58149","-73.824011","11694","14","32","938","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"Q00280352","New Job Filing","I1","Signed off","Q00280352-I1-LA","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","2020-12-16T00:00:00.000","2020-02-27T00:00:00.000","Gas Plumbing Work","4053293","50-22","47 STREET","QUEENS","OIL TO GAS CONVERSION: IN CELLAR, REPLACE OIL BL W/ (2) BURNHAM GAS BOILERS & (2) BURNHAM AL35 INDIRECT HWHS VENTED THRU EXISTING CHIMNEY IN GOOD WORKING CONDITION. RUN APPROX 90 FT (TOTAL) OF 1 inches & 70 FT (TOTAL) OF 3/4 inches GAS PIPING FROM METERS IN CELLAR TO APPLIANCES (2-BOILERS, 2-HWHS, DRYER IN CELLAR, 1ST & 2ND FL STOVES). UPGRADE (2) METER BARS FROM 3/4 inches TO 1 inches .GAS IS FOR HEAT, HW, DRYER & RES COOKING. REGISTER DRYER IN CELLAR. NO GAS PIPING IN ANY PUBLIC HALLWAY. FIRESTOPS AS PER NYC CODE.","2 Family","Pass-Final","2020-02-25T00:00:00.000","40.736745","-73.919041","11377","2","26","235","Hunters Point-Sunnyside-West Maspeth"
"B00255653","New Job Filing","I1","Signed off","B00255653-I1-LA","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","2021-10-30T00:00:00.000","2021-09-01T00:00:00.000","Fire Suppression Work","3065520","106","DOBBIN STREET","BROOKLYN","RE-ARRANGING THREE (3) UPRIGHT HEADS WITH 10 feet-0 inches OF 1 inches SCH 40 PIPE ON FIRST FLOOR. ADDING FOUR (4) UPRIGHT SPRINKLER HEADS WITH 30 feet-0 inches OF 1 inches SCH 40 PIPE AND 20 feet-0 inches OF 1-1/2 inches SCH 40 PIPE ON FIRST FLOOR. SYSTEM WILL BE DOWN FOR LESS THAN 7 HOURS. EXISTING FIRESTOPPING WILL NOT BE COMPROMISED.","Other","Pass-Final","2021-08-31T00:00:00.000","40.725415","-73.954725","11222","1","33","561","Greenpoint"
"Q08018091","New Job Filing","I1","Signed off","Q08018091-I1-LA","2022-10-10T00:00:00.000","2022-10-10T00:00:00.000","2022-12-28T00:00:00.000","2022-10-19T00:00:00.000","Gas Plumbing Work","4235290","112-40","201 STREET","QUEENS","OIL TO GAS CONVERSION.TO INSTALL A NEW GAS FIRED BOILER AND REGISTER THE EXISTING HWH. TO RUN APPR 40 FT OF 1 1/4 BLK PIPE , TO RUN APPR 40 FT OF 3/4 BLK PIPE FOR WATER HEATER AND TO THE 1ST FLOOR STOVE. TO INSTALL A NEW METER BAR. TO VENT THRU THE EXISTING GOOD WORKING CHIMNEY. TO TEST THE GAS LINES AND OBTAIN A BLUE CARD. FIRE STOPPING TO BE RESTORED.","1 Family","Pass-Final","2022-10-18T00:00:00.000","40.702346","-73.754745","11412","12","27","520","St. Albans"
"M00459647","New Job Filing","I1","Permitted","M00459647-I1-LA","2021-01-28T00:00:00.000","2021-01-28T00:00:00.000","2022-03-31T00:00:00.000",,"Water Plumbing Work","1018953","137","EAST   36 STREET","MANHATTAN","DUE TO DEFECTIVE COMBINED STORM AND SANITARY PIPING. FURNISHING AND REPLACING APPROX. 30FT OF 10 inches, 60FT OF 8 inches, 10FT OF 5 inches AND 10FT OF 4 inches NO HUB PIPING FROM EXISTING 10 inches MAIN TRAP THROUGHOUT THE ENTIRE SEWER LINE LOCATED IN THE SUBCELLAR TO THE EXISTING SANITARY/STORM RISER LOCATED IN THE SUBCELLAR MECHANICAL ROOM. THERE WILL BE NO COMPROMISING OF FIREPROOFING. THERE WILL BE NO PIPING IN PUBLIC HALLWAYS.","Other",,,"40.747795","-73.978447","10016","6","4","80","Murray Hill-Kips Bay"
"M00794483","New Job Filing","I1","Permitted","M00794483-I1-LA","2022-08-17T00:00:00.000","2022-08-17T00:00:00.000","2023-03-29T00:00:00.000",,"Water Plumbing Work","1036528","136","EAST   56 STREET","MANHATTAN","On the second floor in apt #2K . To remove and replace all on existing roughing (1) kitchen sink and (1) dishwasher . No firestopping to be compromised.","Other",,,"40.760342","-73.969859","10022","5","4","100","Turtle Bay-East Midtown"
"M00099631","New Job Filing","I1","Permitted","M00099631-I1-LA","2018-11-14T00:00:00.000","2018-11-14T00:00:00.000","2019-01-01T00:00:00.000",,"Water Plumbing Work","1002221","69","WALKER STREET","MANHATTAN","Rough & install plumbing from the 1st floor to the 2nd floor for (1) new pantry sink & faucet in mother feets room. Run approximately 20 feet of 1/2 inches cold & hot water lines and 20 feet of 2 inches no hub.","Other",,,"40.718746","-74.002821","10013","1","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
"X00791588","New Job Filing","I1","Permitted","X00791588-I1-LA","2022-08-11T00:00:00.000","2022-08-11T00:00:00.000","2023-08-11T00:00:00.000",,"Water Plumbing Work","2049449","2160","MATTHEWS AVENUE","BRONX","IN APT 3X/2ND FL, REPLACE 1-KITCHEN SINK AND DISHWASHER ON EXISTING ROUGH. REPLACE 1-LAV, 1-WATER CLOSET & 1-LEADBEND. REPLACE 1-SHOWER BODY. REPLACE APPROX feet 15 feet X 3/4 inches & 35 feet X 1/2 inches COPPER PIPE FOR HOT & COLD WATER BRANCHES FOR KITCHEN & BATHROOM. REMOVED GAS RANGE AND REPLACE WITH ELECTRIC STOVE FOR APARTMENT 3X ( SEE ELECTRIC PERMIT X00787502) CAP GAS BY LOCKWING VALVE IN THE BASEMENT.","Other",,,"40.855583","-73.862887","10462","11","13","228","Pelham Parkway"
"M00601330","PAA","P1","Approved",,"2021-09-30T00:00:00.000",,,,"Water Plumbing Work","1017843","130","EAST   18 STREET","MANHATTAN","Supersede and Conjunction LAA# M00476755. 11 FLOOR. APT#11AX.BATHROOM 1.Replacement lavatory, water closet and bathtub on existing rough. Replace 3/4 inches valves for H and C water. Replace approx.15 feet 2 inchessanitary and vent pipe back to the riser. Repalace approx. 8 feet 3/4 inches and 10 feet 1/2 inches water pipe back to the riser. BATHROOM 2. Direct replacement lavatory, water closet and bathtub on existing rough. Replace valves for H and C water. Replace approx.10 feet 2 inchessanitary and vent pipe back to riser","Other",,,"40.736331","-73.986667","10003","6","2","50","Gramercy"
"B00281372","PAA","P2","Approved",,"2020-03-04T00:00:00.000",,,,"Gas Plumbing Work","3189536","2925","WEST   27 STREET","BROOKLYN","NYCHA - PAA replace the 30-C wing line gas riser from the ground floor community center to the 16th floor to restore cooking gas to 8 apartments ( apt # 230-C,430-C,630-C,830-C,1030-C,1230-C,1430-C,1630-C) apartment. This is a duplex apartment kitchen are on the even floors. Riser runs up from day care ceiling  into 2st floor kitchen in new cord bored hole in 3rd floor hall closet up to new core bore holes through the 16th floor. Fire stop will be install.","Other",,,"40.573956","-73.992901","11224","13","47","342","Seagate-Coney Island"
"M-00425950","New Job Filing","EWN","Expired",,"2020-11-10T00:00:00.000",,"2020-11-13T00:00:00.000",,,"1062113","536","WEST  150 STREET","MANHATTAN","Due to Con Ed shutdown for gas leak, to test lines for heat h/w and cooking and extension  service, LAA to follow.",,,,"40.828861","-73.946416","10031","9","7","233","Hamilton Heights"
