"extract_run_date","randomized_id","closed_year","case_type","days_from_received_date_to","re_opened","ever_on_da_hold","outcome_path","case_disposition","borough_of_incident","patrol_borough_of_incident","stop_question_frisk_complaint"
"2018-05-25T00:00:00.000","664","2000","CCRB","150","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","665","2000","CCRB","128","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","666","2000","CCRB","361","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","667","2000","CCRB","277","false","false","Full Investigation","Exonerated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","668","2000","CCRB","287","false","false","Full Investigation","Exonerated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","669","2000","CCRB","410","false","false","Full Investigation","Substantiated (Charges)","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","670","2000","CCRB","339","true","false","Other","Duplicate - CCRB","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","671","2000","CCRB","80","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","672","2000","CCRB","6","false","false","Other","Duplicate - CCRB","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","673","2000","CCRB","90","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","674","2000","CCRB","251","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","675","2000","CCRB","212","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","677","2000","CCRB","105","false","false","Truncated","Complainant Uncooperative","Brooklyn","Queens South","false"
"2018-05-25T00:00:00.000","678","2000","CCRB","340","false","false","Full Investigation","Unsubstantiated","Staten Island","Staten Island","true"
"2018-05-25T00:00:00.000","679","2000","CCRB","112","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","680","2000","CCRB","196","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","681","2000","CCRB","348","false","false","Full Investigation","Unfounded","Queens","Queens South","true"
"2018-05-25T00:00:00.000","682","2000","CCRB","371","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","683","2000","CCRB","155","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","684","2000","CCRB","196","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","685","2000","CCRB","536","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","686","2000","CCRB","147","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","687","2000","CCRB","121","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","688","2000","CCRB","402","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","689","2000","CCRB","297","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","690","2000","CCRB","169","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","691","2000","CCRB","113","false","false","Truncated","Complaint Withdrawn","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","692","2000","CCRB","208","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","false"
"2018-05-25T00:00:00.000","693","2000","CCRB","470","false","false","Full Investigation","Unsubstantiated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","694","2000","CCRB","66","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","695","2000","CCRB","160","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","696","2000","CCRB","392","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","697","2000","CCRB","462","false","false","Full Investigation","Substantiated (Instructions)","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","698","2000","CCRB","79","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","699","2000","CCRB","343","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","700","2000","CCRB","554","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","701","2000","CCRB","105","false","false","Truncated","Complainant Uncooperative","Brooklyn","Queens North","false"
"2018-05-25T00:00:00.000","702","2000","CCRB","99","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","703","2000","CCRB","98","false","false","Truncated","Complainant Uncooperative","Staten Island","Staten Island","true"
"2018-05-25T00:00:00.000","704","2000","CCRB","106","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","705","2000","CCRB","121","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","706","2000","CCRB","78","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","707","2000","CCRB","411","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","708","2000","CCRB","260","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","2224","2000","CCRB","384","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","709","2000","CCRB","197","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","710","2000","CCRB","93","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","711","2000","CCRB","167","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","712","2000","CCRB","188","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","713","2000","CCRB","196","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","true"
"2018-05-25T00:00:00.000","714","2000","CCRB","170","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","715","2000","CCRB","364","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","716","2000","CCRB","207","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","717","2000","CCRB","69","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","718","2000","CCRB","140","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","719","2000","CCRB","73","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","720","2000","CCRB","214","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","721","2000","CCRB","467","false","false","Full Investigation","Exonerated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","722","2000","CCRB","441","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","723","2000","CCRB","168","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","724","2000","CCRB","105","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","725","2000","CCRB","102","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","726","2000","CCRB","221","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","727","2000","CCRB","387","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","728","2000","CCRB","64","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","729","2000","CCRB","121","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","730","2000","CCRB","135","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","731","2000","CCRB","104","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","732","2000","CCRB","175","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","733","2000","CCRB","292","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","734","2000","CCRB","171","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","735","2000","CCRB","465","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","true"
"2018-05-25T00:00:00.000","736","2000","CCRB","118","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","737","2000","CCRB","154","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","738","2000","CCRB","136","false","false","Truncated","Alleged Victim Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","739","2000","CCRB","335","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","740","2000","CCRB","137","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","741","2000","CCRB","274","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","742","2000","CCRB","111","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","743","2000","CCRB","224","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","744","2000","CCRB","567","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","745","2000","CCRB","56","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","746","2000","CCRB","114","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","747","2000","CCRB","332","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","748","2000","CCRB","91","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","749","2000","CCRB","116","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","750","2000","CCRB","352","false","false","Full Investigation","Officer(s) Unidentified","Queens","Queens South","true"
"2018-05-25T00:00:00.000","751","2000","CCRB","441","false","false","Full Investigation","Substantiated (Charges)","Queens","Queens South","true"
"2018-05-25T00:00:00.000","752","2000","CCRB","113","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","753","2000","CCRB","152","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","754","2000","CCRB","188","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","755","2000","CCRB","327","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","756","2000","CCRB","65","false","false","Truncated","Complainant Uncooperative","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","757","2000","CCRB","348","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","758","2000","CCRB","383","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","759","2000","CCRB","153","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","760","2000","CCRB","109","false","false","Truncated","Alleged Victim Uncooperative","Staten Island","Staten Island","true"
"2018-05-25T00:00:00.000","761","2000","CCRB","232","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","762","2000","CCRB","323","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","763","2000","CCRB","88","false","false","Truncated","Complainant Unavailable","Manhattan","Other","false"
"2018-05-25T00:00:00.000","764","2000","CCRB","261","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","765","2000","CCRB","247","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","766","2000","CCRB","251","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","767","2000","CCRB","110","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","768","2000","CCRB","272","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","769","2000","CCRB","42","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","770","2000","CCRB","120","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","771","2000","CCRB","321","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","772","2000","CCRB","142","false","false","Truncated","Complainant Uncooperative",,"Other","true"
"2018-05-25T00:00:00.000","773","2000","CCRB","113","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","774","2000","CCRB","148","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","775","2000","CCRB","370","false","false","Full Investigation","Substantiated (Command Discipline)","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","776","2000","CCRB","278","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","777","2000","CCRB","253","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","778","2000","CCRB","102","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","779","2000","CCRB","112","false","false","Truncated","Complainant Unavailable","Manhattan","Other","false"
"2018-05-25T00:00:00.000","780","2000","CCRB","598","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","781","2000","CCRB","400","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","782","2000","CCRB","159","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","783","2000","CCRB","217","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","784","2000","CCRB","100","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","785","2000","CCRB","406","false","false","Full Investigation","Unsubstantiated","Manhattan","Queens South","true"
"2018-05-25T00:00:00.000","786","2000","CCRB","184","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","787","2000","CCRB","208","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","788","2000","CCRB","306","false","false","Full Investigation","Officer(s) Unidentified","Queens","Queens South","false"
"2018-05-25T00:00:00.000","789","2000","CCRB","140","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","790","2000","CCRB","118","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","791","2000","CCRB","69","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","792","2000","CCRB","100","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","793","2000","CCRB","125","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","794","2000","CCRB","189","false","false","Mediated","Mediated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","795","2000","CCRB","87","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","796","2000","CCRB","495","false","false","Mediated","Mediated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","797","2000","CCRB","391","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","798","2000","CCRB","259","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","799","2000","CCRB","234","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","800","2000","CCRB","426","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","801","2000","CCRB","127","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","802","2000","CCRB","170","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","803","2000","CCRB","100","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","804","2000","CCRB","484","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","805","2000","CCRB","498","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","806","2000","CCRB","105","false","false","Other","Miscellaneous",,"Other","false"
"2018-05-25T00:00:00.000","807","2000","CCRB","162","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","808","2000","CCRB","393","false","false","Other","Miscellaneous - Subject Terminated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","809","2000","CCRB","104","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","810","2000","CCRB","203","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","811","2000","CCRB","195","false","false","Full Investigation","Exonerated","Manhattan","Other","true"
"2018-05-25T00:00:00.000","812","2000","CCRB","86","false","false","Truncated","Complainant Uncooperative","Brooklyn","Queens South","false"
"2018-05-25T00:00:00.000","813","2000","CCRB","138","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","814","2000","CCRB","276","false","false","Full Investigation","Unsubstantiated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","815","2000","CCRB","132","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","816","2000","CCRB","381","false","false","Full Investigation","Substantiated (Command Discipline)","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","817","2000","CCRB","420","false","false","Other","Miscellaneous","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","818","2000","CCRB","125","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","819","2000","CCRB","70","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","820","2000","CCRB","126","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","false"
"2018-05-25T00:00:00.000","821","2000","CCRB","98","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","822","2000","CCRB","142","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","823","2000","CCRB","128","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","824","2000","CCRB","269","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","825","2000","CCRB","264","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","826","2000","CCRB","38","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","true"
"2018-05-25T00:00:00.000","827","2000","CCRB","236","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","828","2000","CCRB","52","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","829","2000","CCRB","442","false","false","Full Investigation","Substantiated (Charges)","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","830","2000","CCRB","96","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","831","2000","CCRB","448","false","false","Full Investigation","Exonerated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","832","2000","CCRB","74","false","false","Truncated","Complaint Withdrawn","Bronx","Other","false"
"2018-05-25T00:00:00.000","833","2000","CCRB","99","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","834","2000","CCRB","94","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","835","2000","CCRB","154","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","836","2000","CCRB","364","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","837","2000","CCRB","128","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","838","2000","CCRB","157","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","839","2000","CCRB","403","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","840","2000","CCRB","113","false","false","Truncated","Complaint Withdrawn","Outside NYC","Other","true"
"2018-05-25T00:00:00.000","841","2000","CCRB","150","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","true"
"2018-05-25T00:00:00.000","842","2000","CCRB","162","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","843","2000","CCRB","240","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","844","2000","CCRB","91","false","false","Truncated","Complainant Unavailable","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","845","2000","CCRB","139","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","846","2000","CCRB","106","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","847","2000","CCRB","176","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","848","2000","CCRB","229","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","849","2000","CCRB","159","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","850","2000","CCRB","340","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","851","2000","CCRB","220","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","852","2000","CCRB","135","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","853","2000","CCRB","460","false","false","Full Investigation","Unfounded","Queens","Queens South","true"
"2018-05-25T00:00:00.000","854","2000","CCRB","481","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","855","2000","CCRB","465","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","856","2000","CCRB","69","false","false","Truncated","Complaint Withdrawn","Bronx","Other","false"
"2018-05-25T00:00:00.000","857","2000","CCRB","474","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","858","2000","CCRB","436","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","true"
"2018-05-25T00:00:00.000","859","2000","CCRB","63","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","860","2000","CCRB","257","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","861","2000","CCRB","287","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","862","2000","CCRB","286","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","863","2000","CCRB","515","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","864","2000","CCRB","298","false","false","Full Investigation","Unsubstantiated","Manhattan","Brooklyn South","false"
"2018-05-25T00:00:00.000","865","2000","CCRB","337","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","866","2000","CCRB","652","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","867","2000","CCRB","100","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","868","2000","CCRB","249","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","869","2000","CCRB","129","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","870","2000","CCRB","42","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","871","2000","CCRB","215","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","872","2000","CCRB","348","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","true"
"2018-05-25T00:00:00.000","873","2000","CCRB","342","false","false","Full Investigation","Substantiated (Command Discipline)","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","874","2000","CCRB","151","false","false","Full Investigation","Exonerated","Manhattan","Other","false"
"2018-05-25T00:00:00.000","875","2000","CCRB","138","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","876","2000","CCRB","171","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","877","2000","CCRB","143","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","878","2000","CCRB","447","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","879","2000","CCRB","345","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","880","2000","CCRB","423","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","881","2000","CCRB","336","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","882","2000","CCRB","316","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","883","2000","CCRB","188","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","884","2000","CCRB","132","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","885","2000","CCRB","457","false","false","Full Investigation","Exonerated","Queens","Queens South","true"
"2018-05-25T00:00:00.000","886","2000","CCRB","333","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
