"projectid","buildingid","reportingconstructiontype","boroid","block","lot","bin","housenumber","streetname","countedrentalunits","countedhomeownershipunits","allcountedunits","totalbuildingunits","basesquarefootage","stories","bbl","community_board_cb","council_district","census_tract","nta","latitude","longitude","postcode"
"48908","330823","Preservation",,"1823","29","3051638","248","MADISON STREET","8","0","8","8","6632","4","3018230029","3","36","249","BK75","40.684908","-73.948868","11216"
"48908","330827","Preservation",,"1823","31","3051639","250","MADISON STREET","8","0","8","8","6632","4","3018230031","3","36","249","BK75","40.684916","-73.948804","11216"
"48908","352128","Preservation",,"1235","71","3031307","941","PARK PLACE","16","0","16","16","7636","4","3012350071","8","36","341","BK61","40.673223","-73.946318","11213"
"48908","358597","Preservation",,"1483","58","3039714","969","PUTNAM AVENUE","8","0","8","8","5080","4","3014830058","3","41","375","BK35","40.687229","-73.922285","11221"
"48908","375049","Preservation",,"1223","1","3030801","915","ST MARKS AVENUE","4","0","4","4","4319","4","3012230001","8","36","311","BK61","40.674735","-73.941295","11213"
"48908","375083","Preservation",,"1223","52","3030844","971","ST MARKS AVENUE","8","0","8","8","5332","4","3012230052","8","36","311","BK61","40.674622","-73.939161","11213"
"48908","375084","Preservation",,"1223","51","3030843","973","ST MARKS AVENUE","8","0","8","8","5222","4","3012230051","8","36","311","BK61","40.674619","-73.939099","11213"
"48909","947309","New Construction",,"5141","7501","2123665","2217","GIVAN AVENUE","0","0","0","101","8769","11","2051417501","10","12","46201","BX13","40.880249","-73.828026","10475"
"48910","946091","New Construction",,"5141","7501","2111961","2219","GIVAN AVENUE","0","0","0","79","6332","11","2051417501","10","12","46201","BX13","40.880255","-73.828008","10475"
"48928","97290","Preservation",,"2443","170",,"775","CONCOURSE VILLAGE EAST","0","0","0","313","11319","23",,,,,,,,
"48928","109464","Preservation",,"2443","9080",,"780","CONCOURSE VILLAGE WEST","0","0","0","312","6000","25",,,,,,,,
"48928","806181","Preservation",,"2443","9080",,"790","CONCOURSE VILLAGE WEST","0","0","0","312","6000","25",,,,,,,,
"48928","806388","Preservation",,"2443","170",,"773","CONCOURSE VILLAGE EAST","0","0","0","313","11319","25",,,,,,,,
"48928","806389","Preservation",,"2443","170",,"779","CONCOURSE VILLAGE EAST","0","0","0","314","11319","25",,,,,,,,
"48928","806390","Preservation",,"2443","9080",,"800","CONCOURSE VILLAGE WEST","0","0","0","314","6000","25",,,,,,,,
"48937","21460","Preservation",,"507","10","1007852","244","ELIZABETH STREET","0","0","0","19","2630","5","1005070010","2","1","43","MN24","40.723423","-73.993856","10012"
"48940","42095","Preservation",,"2033","24","1060531","207","WEST 147 STREET","2","13","15","15","3747","5","1020330024","10","9","234","MN03","40.823197","-73.938732","10039"
"48973","40680","Preservation",,"1987","41","1059745","508","WEST 134 STREET","0","15","15","15","2738","5","1019870041","9","7","219","MN06","40.818530","-73.953448","10031"
"48996","972405","New Construction",,"406","6","1005201","204","AVENUE A","0","10","10","10","0","5","1004060006","3","2","34","MN22","40.729512","-73.981000","10009"
"48996","972406","New Construction",,"406","47","1005227","535","EAST 12 STREET","11","0","11","11","0","5","1004060047","3","2","34","MN22","40.728708","-73.980405","10009"
"49010","346924","Preservation",,"1233","47","3031212","722","NOSTRAND AVENUE","0","0","0","2","0","4","3012330047","8","36","31701","BK61","40.673922","-73.950128","11216"
"49026","85641","Preservation",,"3067","24","2011941","2501","HOFFMAN STREET","0","0","0","25","4000","5","2030670024","6","15","387","BX06","40.858328","-73.886437","10458"
"49058","64797","Preservation",,"2622","5","2004395","576","EAST 165 STREET","0","0","0","68","13517","6","2026220005","3","16","185","BX35","40.825695","-73.906615","10456"
"49060","52764","Preservation",,"2365","26","2001202","873","BROOK AVENUE","0","0","0","20","5000","5","2023650026","3","17","141","BX35","40.822690","-73.910507","10451"
"49060","64260","Preservation",,"2405","13","2001758","370","EAST 159 STREET","0","0","0","4","2500","3","2024050013","1","17","69","BX34","40.823229","-73.915471","10451"
"49060","64309","Preservation",,"2419","13","2001902","320","EAST 160 STREET","0","0","0","6","2475","4","2024190013","3","17","69","BX34","40.824215","-73.916250","10451"
"49060","64510","Preservation",,"2408","33","2001803","369","EAST 162 STREET","0","0","0","16","3352","5","2024080033","3","17","143","BX14","40.825021","-73.914161","10451"
"49060","95625","Preservation",,"2384","7","2001520","920","MELROSE AVENUE","0","0","0","4","2900","4","2023840007","3","17","141","BX35","40.825064","-73.913362","10451"
"49067","64306","Preservation",,"2360","70","2001154","530","EAST 159 STREET","0","0","0","44","0","6","2023600070","1","17","71","BX34","40.821370","-73.910610","10451"
"49070","213832","Preservation",,"1484","15","3039725","1438","BROADWAY","0","0","0","9","0","4","3014840015","3","41","375","BK35","40.688073","-73.919583","11221"
"49070","334864","Preservation",,"1501","26","3040340","706","MAC DONOUGH STREET","0","0","0","4","1313","3","3015010026","3","41","377","BK35","40.683927","-73.918283","11233"
"49070","357634","Preservation",,"1484","47","3039736","1001","PUTNAM AVENUE","0","0","0","6","1300","4","3014840047","3","41","375","BK35","40.687426","-73.920572","11221"
"49070","357669","Preservation",,"1486","20","3039813","1064","PUTNAM AVENUE","0","0","0","5","1625","3","3014860020","3","41","375","BK35","40.687521","-73.919627","11221"
"49070","357675","Preservation",,"1486","25","3039818","1074","PUTNAM AVENUE","0","0","0","3","855","3","3014860025","3","41","375","BK35","40.687554","-73.919332","11221"
"49070","357677","Preservation",,"1486","27","3039820","1078","PUTNAM AVENUE","0","0","0","13","3805","4","3014860027","3","41","375","BK35","40.687570","-73.919216","11221"
"49070","359775","Preservation",,"1653","59","3045637","104","RALPH AVENUE","0","0","0","7","1680","4","3016530059","3","41","385","BK35","40.686453","-73.923429","11221"
"49103","59514","Preservation",,"2872","312","2008717","1479","CROMWELL AVENUE","0","0","0","72","13367","6","2028720312","4","16","21302","BX26","40.842527","-73.918547","10452"
"49143","945536","New Construction",,"6","7501",,"20090","BORDEN AVENUE","0","0","0","306","12100","32",,"2","26","1","QN31","40.740477","-73.950129","11101"
"49147","6125","Preservation",,"2174","188","1064203","21","ARDEN STREET","0","15","15","15","0","5","1021740188","12","10","285","MN35","40.861702","-73.926969","10040"
"49171","64618","Preservation",,"2632","1","2004497","665","EAST 163 STREET","0","0","0","62","111425","5","2026320001","3","16","185","BX35","40.823450","-73.906167","10456"
"49171","113704","Preservation",,"2621","1","2116529","3250","3 AVENUE","0","0","0","63","137833","6","2026210001","3","16","185","BX35","40.824212","-73.908633","10456"
"49171","806307","Preservation",,"2621","1","2004388","970","BOSTON ROAD","0","0","0","63","181500","5","2026210001","3","16","185","BX35","40.824829","-73.908192","10456"
"49171","806372","Preservation",,"2621","1","2116530","955","CAULDWELL AVENUE","0","0","0","64","137833","6","2026210001","3","16","185","BX35","40.824446","-73.906407","10456"
"49172","948177","New Construction",,"2421","27","2129176","316","EAST 162 STREET","86","0","86","86","5045","10","2024210027","4","17","173","BX14","40.826032","-73.916443","10451"
"49173","946227","New Construction",,"3318","29","2128677","2808","JEROME AVENUE","0","0","0","31","3184","7","2033180029","7","14","40303","BX28","40.870440","-73.894512","10468"
"49248","937485","Preservation",,"2829","62","2007955","2017","MORRIS AVENUE","0","0","0","39","7142","10","2028290062","5","14","241","BX41","40.852259","-73.906426","10453"
"49270","947270","New Construction",,"779","7","1014279","257","WEST 29 STREET","0","0","0","37","2469","14","1007790007","5","3","95","MN17","40.748521","-73.994464","10001"
"49275","394700","Preservation",,"7055","13","3189540","2950","WEST 24 STREET","0","0","0","120","34000","19","3070550013","13","47","326","BK21","40.574540","-73.990886","11224"
"49275","809816","Preservation",,"7055","13","3189540","2960","WEST 24 STREET","0","0","0","120","34000","19","3070550013","13","47","326","BK21","40.574326","-73.990846","11224"
"49275","809817","Preservation",,"7055","13","3189540","2970","WEST 24 STREET","0","0","0","120","34000","19","3070550013","13","47","326","BK21","40.574134","-73.990810","11224"
"49276","944544","New Construction",,"1037","7501","1090496","733","8 AVENUE","0","0","0","12","2247","5","1010377501","4","3","127","MN15","40.759887","-73.987868","10036"
"49281","550156","Preservation",,"9970","23","4213647","89-06","138 STREET","0","0","0","9","1951","3","4099700023","12","24","212","QN61","40.701293","-73.814390","11435"
"49281","944555","Preservation",,"10090","21","4457458","107-04","150 STREET","0","0","0","13","3256","4","4100900021","12","28","198","QN01","40.694321","-73.800901","11435"
"49338","944796","New Construction",,"3013","7501","2128557","1512","BOONE AVENUE","0","0","0","127","6212","15","2030137501","3","17","157","BX75","40.832280","-73.885535","10460"
"49358","25197","Preservation",,"1843","14","1055683","153","MANHATTAN AVENUE","0","0","0","22","16000","6","1018430014","7","7","193","MN09","40.799427","-73.960927","10025"
"49358","25198","Preservation",,"1843","15","1055684","157","MANHATTAN AVENUE","0","0","0","24","16300","6","1018430015","7","7","193","MN09","40.799490","-73.960880","10025"
"49358","25199","Preservation",,"1843","16","1055685","161","MANHATTAN AVENUE","0","0","0","18","16000","6","1018430016","7","7","193","MN09","40.799553","-73.960833","10025"
"49418","1101","Preservation",,"1558","50","1050342","1850","2 AVENUE","0","0","0","49","62500","26","1015580050","8","5","15601","MN32","40.783960","-73.947283","10128"
"49445","40063","Preservation",,"1727","20","1053724","31","WEST 129 STREET","18","0","18","18","4138","6","1017270020","10","9","208","MN03","40.809604","-73.941909","10027"
"49445","40069","Preservation",,"1727","16","1053722","39","WEST 129 STREET","25","0","25","25","4996","6","1017270016","10","9","208","MN03","40.809665","-73.942057","10027"
"49445","40079","Preservation",,"1727","14","1053721","43","WEST 129 STREET","25","0","25","25","4996","6","1017270014","10","9","208","MN03","40.809698","-73.942129","10027"
"49445","40088","Preservation",,"1727","10","1053719","53","WEST 129 STREET","24","0","24","24","4996","6","1017270010","10","9","208","MN03","40.809778","-73.942317","10027"
"49455","42407","Preservation",,"2036","10","1060588","287","WEST 150 STREET","0","0","0","20","3444","5","1020360010","10","9","236","MN03","40.825657","-73.938755","10039"
"49481","946226","New Construction",,"2370","35","2128570","3361","3 AVENUE","0","0","0","63","4628","7","2023700035","3","16","185","BX35","40.826602","-73.907698","10456"
"49501","79187","Preservation",,"2709","34","2005606","847","FOX STREET","0","8","8","8","7400","4","2027090034","2","17","87","BX33","40.817743","-73.896088","10459"
"49517","945811","New Construction",,"3360","70","2121023","3580","WEBSTER AVENUE","0","0","0","95","7825","13","2033600070","12","11","435","BX99","40.881490","-73.870374","10467"
"49533","211017","Preservation",,"3077","1","3327971","54","BOERUM STREET","0","387","387","387","0","21","3030770001","1","34","491","BK90","40.705512","-73.947161","11206"
"49533","211018","Preservation",,"3060","75","3071200","91","BOERUM STREET","0","387","387","387","0","21","3030600075","1","34","505","BK90","40.705676","-73.945513","11206"
"49533","331799","Preservation",,"3078","1","3338422","67","MANHATTAN AVENUE","0","387","387","387","0","21","3030780001","1","34","491","BK90","40.704699","-73.944525","11206"
"49533","340170","Preservation",,"3058","1","3338413","30","MONTROSE AVENUE","0","387","387","387","0","22","3030580001","1","34","511","BK90","40.706762","-73.949111","11206"
"49533","807809","Preservation",,"3058","1","3338415","25","BOERUM STREET","0","387","387","387","0","22","3030580001","1","34","511","BK90","40.705359","-73.948755","11206"
"49533","808686","Preservation",,"3077","1","3327972","31","LEONARD STREET","0","387","387","387","0","21","3030770001","1","34","491","BK90","40.704280","-73.946062","11206"
"49533","808883","Preservation",,"3078","1","3338423","29","MOORE STREET","0","387","387","387","0","21","3030780001","1","34","491","BK90","40.703513","-73.945118","11206"
"49534","945855","New Construction",,"2988","16","2127575","1500","HOE AVENUE","0","0","0","84","16875","8","2029880016","3","17","157","BX75","40.833126","-73.889158","10460"
"49544","10734","Preservation",,"373","18","1004386","330","EAST 4 STREET","33","0","33","33","2204","5","1003730018","3","2","2601","MN28","40.721788","-73.979022","10009"
"49562","60426","Preservation",,"2867","47","2008501","1711","DAVIDSON AVENUE","39","47","86","86","98700","6","2028670047","5","14","217","BX36","40.847549","-73.913625","10453"
"49570","10011","Preservation",,"2064","47","1079809","455","CONVENT AVENUE","0","0","0","3","688","4","1020640047","9","9","231","MN04","40.827633","-73.944025","10031"
"49570","42452","Preservation",,"2081","142","1062132","524","WEST 150 STREET","0","0","0","3","797","3","1020810142","9","7","233","MN04","40.828762","-73.946182","10031"
"49570","804217","Preservation",,"2064","46","1079827","457","CONVENT AVENUE","0","0","0","3","688","4","1020640046","9","9","231","MN04","40.827677","-73.943993","10031"
"49575","945947","New Construction",,"2369","12","2127051","1016","WASHINGTON AVENUE","0","0","0","65","86581","9","2023690012","3","17","185","BX35","40.826582","-73.909505","10456"
"49576","945948","New Construction",,"4647","7501","2129019","3639","WHITE PLAINS ROAD","0","0","0","69","62600","6","2046477501","12","12","378","BX44","40.880117","-73.864811","10467"
"49588","949027","New Construction",,"933","7501","1084666","335","EAST 27 STREET","23","0","23","55","3560","9","1009337501","6","2","66","MN20","40.739566","-73.977039","10016"
"49607","954885","New Construction",,"2845","47","2128647","1561","WALTON AVENUE","60","0","60","60","9196","11","2028450047","4","14","209","BX63","40.843001","-73.913498","10452"
"49625","952254","New Construction",,"2333","1","2128555","255","E. 138TH STREET","96","0","96","96","20974","8","2023337501","1","8","51","BX39","40.811367","-73.927649","10451"
"49635","502964","Preservation",,"10318","17","4220047","178-25","93 AVENUE","0","1","1","1","2142","2","4103180017","12","27","444","QN61","40.707133","-73.782194","11433"
"49635","509831","Preservation",,"10848","5","4231913","201-10","99 AVENUE","0","1","1","1","1398","2","4108480005","12","27","50202","QN07","40.711824","-73.758775","11423"
"49635","524251","Preservation",,"11137","146","4240176","212-44","112 ROAD","0","1","1","1","1720","2","4111370146","13","27","538","QN34","40.705481","-73.743913","11429"
"49635","524259","Preservation",,"11141","88","4240288","214-05","112 ROAD","0","1","1","1","1248","2","4111410088","13","27","538","QN34","40.704996","-73.741737","11429"
"49635","544606","Preservation",,"12977","34","4279539","241-51","132 ROAD","0","1","1","1","1600","2","4129770034","13","31","61602","QN05","40.675525","-73.730624","11422"
"49635","546603","Preservation",,"13101","32","4281401","221-16","134 ROAD","0","1","1","1","1352","2","4131010032","13","31","358","QN66","40.677637","-73.748372","11413"
"49635","589793","Preservation",,"12622","29","4271855","118-46","198 STREET","0","1","1","1","1520","2","4126220029","12","27","376","QN08","40.692085","-73.753380","11412"
"49635","606794","Preservation",,"11164","28","4240715","104-29","219 STREET","0","1","1","1","1440","2","4111640028","13","27","580","QN34","40.711537","-73.735702","11429"
"49635","606930","Preservation",,"12736","38","4274375","117-41","219 STREET","0","1","1","1","1216","2","4127360038","13","27","608","QN33","40.694447","-73.741493","11411"
"49635","607523","Preservation",,"13128","4",,"137-35","220 PLACE","0","1","1","1","840","2",,,,,,,,
"49635","611062","Preservation",,"12934","129","4278619","131-25","224 STREET","0","1","1","1","1474","0","4129340129","13","31","630","QN66","40.680543","-73.744135","11413"
"49635","611063","Preservation",,"12934","127","4278618","131-27","224 STREET","0","1","1","1","1440","2","4129340127","13","31","630","QN66","40.680504","-73.744157","11413"
"49635","743473","Preservation",,"1227","37","5027759","43","HARBOR ROAD","0","1","1","1","888","1","5012270037","1","49","223","SI12","40.636000","-74.160204","10303"
"49713","950357","New Construction",,"2369","1","2000000","986","WASHINGTON AVENUE","95","0","95","95","0",,"2023690001","3","17","185","BX35","40.825945","-73.909852","10456"
"49716","207180","Preservation",,"1734","58","3048430","825","BEDFORD AVENUE","4","0","4","4","0","4","3017340058","3","33","1237","BK75","40.695657","-73.956347","11205"
"49716","247933","Preservation",,"5099","37","3117105","83","EAST 18 STREET","7","0","7","7","0","4","3050990037","14","40","51002","BK42","40.649155","-73.963012","11226"
"49716","294186","Preservation",,"3139","12","3071834","892","FLUSHING AVENUE","27","0","27","27","0","5","3031390012","4","34","391","BK78","40.702106","-73.936153","11206"
"49716","322143","Preservation",,"1948","28","3055591","368","LAFAYETTE AVENUE","8","0","8","8","0","4","3019480028","2","35","231","BK69","40.688772","-73.960873","11238"
"49716","329197","Preservation",,"5127","15","3117702","72","LOTT STREET","4","0","4","4","0","4","3051270015","17","40","794","BK95","40.647749","-73.954209","11226"
"49716","329199","Preservation",,"5127","16","3117703","74","LOTT STREET","4","0","4","4","0","4","3051270016","17","40","794","BK95","40.647708","-73.954209","11226"
"49716","351171","Preservation",,"2031","57","3058003","165","PARK AVENUE","9","0","9","9","0","4","3020310057","2","35","211","BK68","40.696228","-73.972831","11205"
"49716","388933","Preservation",,"1173","53","3029404","802","WASHINGTON AVENUE","12","0","12","12","0","4","3011730053","8","35","207","BK64","40.673995","-73.963041","11238"
"49716","388945","Preservation",,"1176","98","3029544","840","WASHINGTON AVENUE","13","0","13","13","0","4","3011760098","8","35","215","BK64","40.673037","-73.962854","11238"
"49722","948722","New Construction",,"3805","7501","3413699","491","SHEFFIELD AVENUE","52","0","52","52","9750","6","3038057501","5","42","1126","BK85","40.664986","-73.895100","11207"
"49722","948723","New Construction",,"3804","1","3421640","494","SHEFFIELD AVE","84","0","84","84","13880","8","3038047501","5","42","1126","BK85","40.664945","-73.895111","11207"
"49722","948724","New Construction",,"3820","7501","3418179","494","GEORGIA AVENUE","90","0","90","90","20000","7","3038207501","5","42","1130","BK85","40.664166","-73.895855","11207"
"49722","969838","New Construction",,"3819","7501","3418180","481","WILLIAMS AVENUE","52","0","52","52","10000","7","3038197501","5","42","1130","BK85","40.663863","-73.897661","11207"
"49909","498639","Preservation",,"8971","46","4185701","89-23","89 STREET","0","0","0","1","1225","2","4089710046","9","32","16","QN53","40.689969","-73.854534","11421"
"49938","947501","New Construction",,"2494","7501","3418166","33","EAGLE STREET","98","0","98","98","14557","7","3024947501","1","33","563","BK76","40.734763","-73.959258","11222"
"49959","972807","New Construction",,"2038","7501","1089911","260","WEST 153 STREET","51","0","51","51","1","7","1020387501","10","9","236","MN03","40.827410","-73.937178","10039"
"50026","927138","New Construction",,"1507","32","3414036","8","ROCKAWAY AVENUE","79","0","79","79","8033","6","3015077501","16","41","373","BK79","40.683362","-73.911657","11233"
"50026","947649","New Construction",,"1503","29","3040472","1672","BROADWAY","55","0","55","55","4373","6","3015037501","16","41","373","BK79","40.684214","-73.912781","11207"
"50059","234927","Preservation",,"4061","1","3090031","877","DUMONT AVENUE","6","0","6","6","3190","3","3040610001","5","42","1162","BK82","40.667549","-73.886052","11207"
"50059","294143","Preservation",,"2276","3","3061501","717","FLUSHING AVENUE","4","0","4","4","2990","3","3022760003","1","33","507","BK75","40.700510","-73.943768","11206"
"50059","300735","Preservation",,"3709","115","3083741","160","GLENMORE AVENUE","8","0","8","8","3423","3","3037090115","16","37","908","BK81","40.671851","-73.904949","11212"
"50059","305076","Preservation",,"3322","10","3076062","78","GROVE STREET","6","0","6","6","6630","3","3033220010","4","34","399","BK78","40.692375","-73.921680","11221"
"50059","335793","Preservation",,"3309","32","3251914","275","MENAHAN STREET","6","0","6","6","3390","3","3033090032","4","37","433","BK77","40.699288","-73.915981","11237"
"50059","362522","Preservation",,"1567","31","3042587","178","ROCKAWAY AVENUE","6","0","6","6","3100","3","3015670031","16","41","301","BK79","40.677046","-73.910868","11233"
"50059","396441","Preservation",,"1761","70","3048930","663","WILLOUGHBY AVENUE","3","0","3","3","3458","3","3017610070","3","36","283","BK35","40.694627","-73.942702","11206"
"50088","949394","New Construction",,"2483","5","2002976","810","RIVER AVENUE","134","0","134","134","20000","17","2024830005","4","8","63","BX63","40.826092","-73.926925","10451"
"50104","927022","New Construction",,"2984","46","2124684","1825","BOSTON ROAD","80","0","80","80","20000","8","2029847503","3","17","161","BX75","40.838878","-73.885209","10460"
"50131","56818","Preservation",,"2430","43","2002159","1171","CLAY AVENUE","12","0","12","12","2232","5","2024300043","4","16","17701","BX14","40.831669","-73.911023","10456"
"50131","56824","Preservation",,"2430","37","2002156","1183","CLAY AVENUE","12","0","12","12","2232","5","2024300037","4","16","17701","BX14","40.831927","-73.910881","10456"
"50131","56832","Preservation",,"2426","59","2002082","1202","CLAY AVENUE","11","0","11","11","2171","5","2024260059","4","16","17701","BX14","40.832377","-73.910610","10456"
"50131","81951","Preservation",,"2341","55","2001008","384","GRAND CONCOURSE","26","0","26","26","3178","5","2023410055","1","8","51","BX39","40.816058","-73.928392","10451"
"50131","97336","Preservation",,"2449","23","2002575","1129","MORRIS AVENUE","5","0","5","5","1946","3","2024490023","4","16","18101","BX14","40.831340","-73.915244","10456"
"50131","107220","Preservation",,"2700","9","2005392","1038","ROGERS PLACE","21","0","21","21","3752","5","2027000009","2","17","131","BX33","40.824464","-73.897746","10459"
"50132","29016","Preservation",,"2166","69","1063978","273","WADSWORTH AVENUE","21","0","21","21","4306","5","1021660069","12","10","271","MN35","40.853380","-73.932364","10033"
"50156","944796","New Construction",,"3013","7501","2128557","1512","BOONE AVENUE","0","0","0","110","6212","15","2030137501","3","17","157","BX75","40.832280","-73.885535","10460"
"50157","927198","New Construction",,"389","28","3000000","346","BERGEN STREET","24","0","24","24","6000","6","3003890028","2","33","127","BK38","40.682824","-73.980487","11217"
"50184","3548","Preservation",,"1941","36","1058898","2312","ADAM C POWELL BOULEVARD","8","0","8","8","2500","5","1019410036","10","9","228","MN03","40.815723","-73.943407","10030"
"50184","4083","Preservation",,"1940","3","1084051","2518","FREDERICK DOUGLASS BOULEVARD","22","0","22","22","6000","5","1019400003","10","9","228","MN03","40.816084","-73.946838","10030"
"50184","4091","Preservation",,"1941","3","1058870","2540","FREDERICK DOUGLASS BOULEVARD","17","0","17","17","4000","5","1019410003","10","9","228","MN03","40.816732","-73.946365","10030"
"50184","28132","Preservation",,"1959","58","1059459","488","ST NICHOLAS AVENUE","15","0","15","15","4000","5","1019590058","10","9","22102","MN03","40.816560","-73.948258","10030"
"50184","28134","Preservation",,"1959","56","1059458","490","ST NICHOLAS AVENUE","15","0","15","15","3600","5","1019590056","10","9","22102","MN03","40.816634","-73.948225","10030"
"50184","40723","Preservation",,"1940","39","1058844","216","WEST 135 STREET","8","0","8","8","3330","4","1019400039","10","9","228","MN03","40.815595","-73.944411","10030"
"50184","40735","Preservation",,"1941","14","1058880","229","WEST 135 STREET","8","0","8","8","2498","5","1019410014","10","9","228","MN03","40.815902","-73.945094","10030"
"50184","40737","Preservation",,"1941","13","1058879","231","WEST 135 STREET","8","0","8","8","24978","5","1019410013","10","9","228","MN03","40.815933","-73.945170","10030"
"50184","40739","Preservation",,"1941","12","1058878","233","WEST 135 STREET","8","0","8","8","2498","5","1019410012","10","9","228","MN03","40.815966","-73.945242","10030"
"50184","40741","Preservation",,"1941","11","1058877","235","WEST 135 STREET","8","0","8","8","2498","5","1019410011","10","9","228","MN03","40.815996","-73.945318","10030"
"50186","64613","Preservation",,"2620","25","2004376","574","EAST 163 STREET","0","0","0","16","3900","6","2026200025","3","17","141","BX35","40.823907","-73.908128","10456"
"50186","64614","Preservation",,"2620","27","2004377","578","EAST 163 STREET","0","0","0","16","3900","6","2026200027","3","17","141","BX35","40.823899","-73.908088","10456"
"50186","806534","Preservation",,"2620","29","2004389","584","EAST 163 STREET","0","0","0","16","3742","5","2026200029","3","17","141","BX35","40.823882","-73.908030","10456"
"50193","329481","Preservation",,"373","46","3323276","93","LUQUER STREET","8","0","8","8","5100","4","3003730046","6","39","65","BK33","40.677890","-74.001089","11231"
"50193","341859","Preservation",,"526","15","3008346","60","NELSON STREET","6","0","6","6","1336","4","3005260015","6","38","59","BK33","40.677863","-74.003674","11231"
"50193","341863","Preservation",,"526","20","3008350","68","NELSON STREET","8","0","8","8","5100","4","3005260020","6","38","59","BK33","40.677822","-74.003526","11231"
"50193","341864","Preservation",,"526","20","3008351","70","NELSON STREET","8","0","8","8","5100","4","3005260020","6","38","59","BK33","40.677811","-74.003486","11231"
"50193","387264","Preservation",,"530","10","3008383","91","VERONA STREET","6","0","6","6","4625","3","3005300010","6","38","59","BK33","40.679663","-74.009338","11231"
"50193","808774","Preservation",,"373","46","3323275","95","LUQUER STREET","8","0","8","8","5000","4","3003730046","6","39","65","BK33","40.677882","-74.001060","11231"
"50196","49501","Preservation",,"3076","11","2012218","2431","BELMONT AVENUE","43","0","43","43","13781","5","2030760011","6","15","389","BX06","40.855396","-73.885752","10458"
"50196","59948","Preservation",,"3104","1","2092313","2404","CROTONA AVENUE","24","0","24","24","55000","5","2031040001","6","15","393","BX06","40.854315","-73.883411","10458"
"50196","87351","Preservation",,"3076","39","2012230","2476","HUGHES AVENUE","63","0","63","63","17500","5","2030760039","6","15","389","BX06","40.856930","-73.885398","10458"
"50196","806409","Preservation",,"3104","1","2092314","2412","CROTONA AVENUE","25","0","25","25","15000","5","2031040001","6","15","393","BX06","40.854475","-73.883331","10458"
"50196","806410","Preservation",,"3104","1","2092315","2416","CROTONA AVENUE","25","0","25","25","15000","5","2031040001","6","15","393","BX06","40.854554","-73.883291","10458"
"50200","948174","New Construction",,"2938","9","2000000","1420","CROTONA PARK EAST","60","0","60","60","4378","8","2029420001","3","17","163","BX99","40.837941","-73.895254","10457"
"50201","372190","Preservation",,"2438","20","3063379","392","SOUTH 3 STREET","22","0","22","22","3900","6","3024380020","1","34","527","BK73","40.708525","-73.951628","11211"
"50204","3691","New Construction",,"797","80","1014784","207","7 AVENUE","0","26","26","26","0","9","1007970080","4","3","87","MN13","40.743334","-73.996186","10011"
"50205","65477","Preservation",,"3866","5","2027461","1585","EAST 172 STREET","0","0","0","49","7536","5","2038660005","9","18","56","BX08","40.831560","-73.876712","10472"
"50205","65478","Preservation",,"3866","1","2027460","1589","EAST 172 STREET","0","0","0","59","7598","5","2038660001","9","18","56","BX08","40.831582","-73.876571","10472"
"50205","97967","Preservation",,"3777","40","2025369","1265","MORRISON AVENUE","0","0","0","59","7665","6","2037770040","9","18","62","BX08","40.831254","-73.875036","10472"
"50205","111969","Preservation",,"3777","35","2025368","1268","STRATFORD AVENUE","0","0","0","59","7722","6","2037770035","9","18","62","BX08","40.830766","-73.875853","10472"
"50205","116780","Preservation",,"2532","20","2003534","1350","UNIVERSITY AVENUE","0","0","0","43","6602","5","2025320020","4","16","201","BX26","40.841498","-73.926648","10452"
"50206","287193","Preservation",,"1399","145","3037641","1169","EAST NEW YORK AVENUE","29","0","29","29","35980","4","3013990145","8","41","359","BK61","40.666675","-73.923744","11212"
"50206","322130","Preservation",,"1948","14","3055580","342","LAFAYETTE AVENUE","16","0","16","16","7830","4","3019480014","2","35","231","BK69","40.688676","-73.961706","11238"
"50206","330371","Preservation",,"1498","22","3040206","862","MACON STREET","7","0","7","7","8730","4","3014980022","16","41","373","BK79","40.684900","-73.916320","11233"
"50206","330372","Preservation",,"1498","23","3040207","864","MACON STREET","7","0","7","7","8640","4","3014980023","16","41","373","BK79","40.684908","-73.916263","11233"
"50206","330373","Preservation",,"1498","24","3040208","868","MACON STREET","7","0","7","7","8795","4","3014980024","16","41","373","BK79","40.684922","-73.916151","11233"
"50206","351727","Preservation",,"1465","50","3039376","1939","PARK PLACE","37","0","37","37","43340","4","3014650050","16","41","363","BK79","40.671372","-73.913147","11233"
"50206","358230","Preservation",,"1825","41","3051745","495","PUTNAM AVENUE","3","0","3","3","6195","4","3018250041","3","36","267","BK75","40.684990","-73.941776","11221"
"50206","383478","Preservation",,"1399","115","3037639","1920","UNION STREET","42","0","42","42","62412","6","3013990115","8","41","359","BK61","40.667424","-73.923999","11233"
"50206","383480","Preservation",,"1399","62","3037636","1933","UNION STREET","66","0","66","66","90477","6","3013990062","8","41","359","BK61","40.667452","-73.924190","11233"
"50207","300660","Preservation",,"4213","16","3342871","438","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676441","-73.872182","11208"
"50207","354367","Preservation",,"4213","1","3342869","2709","PITKIN AVENUE","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675374","-73.872191","11208"
