"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"P.S. @ 836-841 5TH AVENUE - BROOKLYN","K","15","New","52975000","CAP","K671","836-841 5TH AVENUE","Brooklyn","11232","BROOKLYN","40.653278","-74.001838","307","38","3000000","3006930039","84","BK0702","(40.653278, -74.001838)","23-May"
"J.H.S. 237 - QUEENS","Q","25","FY20 RESO A SUPPLEMENTAL COOLING","750000","CIP","Q237","46-21 COLDEN STREET","Queens","11225","QUEENS","40.749545","-73.822073","407","20","4116436","4051470001","845","QN0705","(40.749545, -73.822073)","23-May"
"P.S. 16 - QUEENS","Q","24","LSP WATER HEATER","90000","CIP","Q721","41-15 104 STREET","Queens","11225","QUEENS","40.748987","-73.86123","404","21","4048820","4019850001","40301","QN0402","(40.748987, -73.86123)","23-May"
"P.S. 201 - QUEENS","Q","25","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","1138000","CIP","Q201","65-11 155 STREET","Queens","11225","QUEENS","40.736653","-73.813346","408","24","4146992","4067920100","122702","QN0802","(40.736653, -73.813346)","23-May"
"P.S. 192 - BROOKLYN","K","20","LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER","85655","CIP","K192","4715 18 AVENUE","Brooklyn","11225","BROOKLYN","40.629303","-73.979995","312","44","3128909","3054450001","476","BK1202","(40.629303, -73.979995)","23-May"
"P.S. 36 - BRONX","X","8","ELECTRICAL WORK FOR A/C INITIATIVE","5455.09","CIP","X036","1070 CASTLE HILL AVENUE","Bronx","11225","BRONX","40.829344","-73.850428","209","18","2026706","2038170001","78","BX0903","(40.829344, -73.850428)","23-May"
"NEW BRIDGES","K","17","STANDALONE GYM ANNEX","8828000","CIP","K474","272 SCHENECTADY AVENUE","Brooklyn","11225","BROOKLYN","40.66967","-73.93383","308","35","3000000","3013890035","35301","BK0802","(40.66967, -73.93383)","23-May"
"P.S. 262 - BROOKLYN","K","16","LOW-VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8928000","CIP","K262","500 MACON STREET","Brooklyn","11225","BROOKLYN","40.683241","-73.930813","303","36","3046876","3016710019","297","BK0302","(40.683241, -73.930813)","23-May"
"P.S./I.S. 266 - QUEENS","Q","26","LSP HOT WATER HEATER","74000","CIP","Q266","74-10 COMMONWEALTH BOULEVARD","Queens","11225","QUEENS","40.746231","-73.727614","413","23","4529900","4078700074","1567","QN1302","(40.746231, -73.727614)","23-May"
"X186 SPED - BRONX","X","12","FLOOD ELIMINATION / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8333000","CIP","X136","750 JENNINGS STREET","Bronx","11225","BRONX","40.83182","-73.898075","203","17","2010344","2029690001","151","BX0301","(40.83182, -73.898075)","23-May"
"P.S. 46 - STATEN ISLAND","R","31","FY18 RESO A ROOM CONVERSIONS/PARTITIONING","1053731.65","CIP","R046","41 REID AVENUE","Staten Island","11225","STATEN IS","40.59377","-74.08058","502","50","5047613","5032430001","64","SI0201","(40.59377, -74.08058)","23-May"
"P.S. 107 - QUEENS","Q","25","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","6254000","CIP","Q107","167-02 45 AVENUE","Queens","11225","QUEENS","40.756013","-73.799706","407","19","4123454","4054460018","1195","QN0705","(40.756013, -73.799706)","23-May"
"LOWER EAST SIDE PREP HS - M","M","1","EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS","11100000","CIP","M025","145 STANTON STREET","Manhattan","11225","MANHATTAN","40.720581","-73.985645","103","1","1004323","1003540080","3001","MN0302","(40.720581, -73.985645)","23-May"
"FOREST HILLS HS - QUEENS","Q","28","WATER INFILTRATION AT CHIMNEY","685000","CIP","Q440","67-01 110 STREET","Queens","11225","QUEENS","40.729402","-73.845637","406","29","4052143","4021890002","747","QN0602","(40.729402, -73.845637)","23-May"
"P.S. 203 - QUEENS","Q","26","WINDOWS","3880000","CIP","Q203","53-11 SPRINGFIELD BOULEVARD","Queens","11225","QUEENS","40.754201","-73.760636","411","23","4161005","4074820317","138501","QN1102","(40.754201, -73.760636)","23-May"
"P.S. 54 - QUEENS","Q","28","DOMESTIC PIPING","1980000","CIP","Q054","86-02 127 STREET","Queens","11225","QUEENS","40.70292","-73.824221","409","29","4193916","4092800001","14201","QN0902","(40.70292, -73.824221)","23-May"
"P.S. 159 - QUEENS","Q","26","PLAYGROUND","2375000","CIP","Q159","205-01 33 AVENUE","Queens","11225","QUEENS","40.76936","-73.783943","411","19","4134525","4060380013","1099","QN1101","(40.76936, -73.783943)","23-May"
"I.S. 73 - QUEENS","Q","24","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7810000","CIP","Q073","70-02 54 AVENUE","Queens","11225","QUEENS","40.729215","-73.893624","405","30","4058611","4025030031","49302","QN0501","(40.729215, -73.893624)","23-May"
"P.S. 26 - QUEENS","Q","26","EXISTING BUILDING WORK-FIRE ALARM","1834255.8","CIP","Q026","195-02 69 AVENUE","Queens","11225","QUEENS","40.736922","-73.77799","408","23","4153296","4071170421","134702","QN0803","(40.736922, -73.77799)","23-May"
"BROOKLYN GARDENS ELEMENTARY SCHOOL","K","19","FY17 RESO A AUDITORIUM  UPGRADE","217610","CIP","K174","574 DUMONT AVENUE","Brooklyn","11225","BROOKLYN","40.665798","-73.897723","305","42","3084617","3038020015","1130","BK0503","(40.665798, -73.897723)","23-May"
"P.S. 52 - QUEENS","Q","29","FY20 RESO A AUDITORIUM UPGRADE","88000","CIP","Q052","178-37 146 TERRACE","Queens","11225","QUEENS","40.661122","-73.766733","413","31","4285972","4133530020","320","QN1306","(40.661122, -73.766733)","23-May"
"I.S. 68 - BROOKLYN","K","18","LSP CHARTER MATCH LOCKER REPLACEMENT","91250","CIP","K068","956 EAST 82 STREET","Brooklyn","11225","BROOKLYN","40.635553","-73.91079","318","46","3224947","3080180001","956","BK1803","(40.635553, -73.91079)","23-May"
"P.S. 299 - BROOKLYN","K","32","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","7188000","CIP","K299","88 WOODBINE STREET","Brooklyn","11225","BROOKLYN","40.691077","-73.918152","304","37","3076734","3033580001","399","BK0402","(40.691077, -73.918152)","23-May"
"I.S. 459 - BRONX","X","10","ELECTRICAL WORK FOR A/C INITIATIVE","953000","CIP","X115","120 EAST 184 STREET","Bronx","11225","BRONX","40.859752","-73.900161","205","14","2013899","2031720046","23703","BX0503","(40.859752, -73.900161)","23-May"
"I.S. 109 - QUEENS","Q","29","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","587000","CIP","Q109","213-10 92 AVENUE","Queens","11225","QUEENS","40.720713","-73.747001","413","23","4226839","4106260001","542","QN1303","(40.720713, -73.747001)","23-May"
"EAST SIDE COMMUNITY SCHOOL","M","1","ROOF","85876.1","CIP","M060","420 EAST 12 STREET","Manhattan","11225","MANHATTAN","40.729589","-73.982555","103","2","1005974","1004390017","34","MN0303","(40.729589, -73.982555)","23-May"
"TOTTENVILLE HS - STATEN ISLAND","R","31","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / WATER INFILTRATION IN OIL TANK ROOM","12699000","CIP","R455","100 LUTEN AVENUE","Staten Island","11225","STATEN IS","40.528092","-74.192032","503","51","5082634","5066130001","198","SI0304","(40.528092, -74.192032)","23-May"
"I.S. 98 - BRONX","X","12","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","8384000","CIP","X098","1619 BOSTON ROAD","Bronx","11225","BRONX","40.8359","-73.890458","203","15","2009867","2029390093","155","BX0303","(40.8359, -73.890458)","23-May"
"I.S. 529 - BRONX","X","11","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","21715098","CIP","X142","3750 BAYCHESTER AVENUE","Bronx","11225","BRONX","40.884953","-73.840524","212","12","2066190","2049350001","48402","BX1202","(40.884953, -73.840524)","23-May"
"I.S. 145 - QUEENS","Q","30","IPDVS CAMERA INSTALLATION","224000","CIP","Q145","33-34 80 STREET","Queens","11225","QUEENS","40.754661","-73.887112","403","25","4442764","4012520001","285","QN0301","(40.754661, -73.887112)","23-May"
"THE BUSINESS OF SPORTS SCHOOL","M","2","CHARTER MATCH AUDITORIUM UPGRADE","3336000","CIP","M625","439 WEST 49 STREET","Manhattan","11225","MANHATTAN","40.76337","-73.9906","104","3","1026646","1010590015","127","MN0402","(40.76337, -73.9906)","23-May"
"I.S. 390 - BRONX","X","10","LSP CAFETERIA CEILING REPLACEMENT","216000","CIP","X026","1930 ANDREWS AVENUE","Bronx","11225","BRONX","40.854701","-73.913197","205","14","2014692","2032160002","24502","BX0501","(40.854701, -73.913197)","23-May"
"P.S. 384 - BROOKLYN","K","32","LL 26-EXIT SIGNS","80059.32","CIP","K384","242 COOPER STREET","Brooklyn","11225","BROOKLYN","40.690353","-73.904803","304","37","3080043","3034420001","409","BK0402","(40.690353, -73.904803)","23-May"
"P.S. 5 - BRONX","X","7","EXTERIOR MASONRY / PARAPETS / ROOFS","5395000","CIP","X005","564 JACKSON AVENUE","Bronx","11225","BRONX","40.813728","-73.908886","201","8","2004548","2026420001","73","BX0102","(40.813728, -73.908886)","23-May"
"P.S. 90 - BROOKLYN","K","21","FY18 RESO A LIBRARY UPGRADES","72197","CIP","K090","2840 WEST 12 STREET","Brooklyn","11225","BROOKLYN","40.578255","-73.979628","313","47","3196558","3072660040","350","BK1302","(40.578255, -73.979628)","23-May"
"SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE","K","22","IPDVS CAMERA INSTALLATION","528000","CIP","K864","3109 NEWKIRK AVENUE","Brooklyn","11225","BROOKLYN","40.640066","-73.947253","317","45","3112334","3049650001","830","BK1702","(40.640066, -73.947253)","23-May"
"WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK","K","16","BUILDING DRAIN BACKUP","835519","CIP","K057","125 STUYVESANT AVENUE","Brooklyn","11225","BROOKLYN","40.691274","-73.933697","303","36","3043822","3016160001","291","BK0302","(40.691274, -73.933697)","23-May"
"P.S. 189 - MANHATTAN","M","6","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PLAYGROUND / ROOFS","11745000","CIP","M189","2580 AMSTERDAM AVENUE","Manhattan","11225","MANHATTAN","40.852631","-73.927604","112","10","1076750","1021590051","277","MN1202","(40.852631, -73.927604)","23-May"
"3K CENTER @ 2020 WHITE PLAINS ROAD - BRONX","X","11","Lease","14019919","CAP","X492","2020 WHITE PLAINS ROAD","Bronx","10462","BRONX","40.850673","-73.867799","211","13","2047885","2042570030","230","BX1101","(40.850673, -73.867799)","23-May"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT","X","7","STH SBHC","2918000","CIP","X655","455 SOUTHERN BOULEVARD","Bronx","11225","BRONX","40.810803","-73.907015","201","8","2003883","2025760026","35","BX0101","(40.810803, -73.907015)","23-May"
"P.S. 127 - BROOKLYN","K","20","EXTERIOR MASONRY / PARAPETS / PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / WINDOWS","25625000","CIP","K127","922 78TH STREET","Brooklyn","11225","BROOKLYN","40.623762","-74.017799","310","38","3150481","3059730001","206","BK1002","(40.623762, -74.017799)","23-May"
"J.H.S. 190 - QUEENS","Q","28","TEMPORARY OIL TANK @Q190","245650","CIP","Q190","68-17 AUSTIN STREET","Queens","11225","QUEENS","40.722707","-73.851699","406","29","4075214","4031720002","71305","QN0602","(40.722707, -73.851699)","23-May"
"HERBERT H. LEHMAN HS - X","X","8","AUDITORIUM UP0GRADE","1050000","CIP","X405","3000 EAST TREMONT AVENUE","Bronx","11225","BRONX","40.840733","-73.838685","210","13","2074045","2053680001","194","BX1002","(40.840733, -73.838685)","23-May"
"THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS","X","7","FY20 RESO A AUDITORIUM UPGRADE / FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE","744000","CIP","X183","339 MORRIS AVENUE","Bronx","11225","BRONX","40.813641","-73.925313","201","8","2000957","2023330070","51","BX0101","(40.813641, -73.925313)","23-May"
"I.S. 210 - QUEENS","Q","27","FY20 RESO A AUDITORIUM UPGRADE / FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE","618000","CIP","Q210","93-11 101 AVENUE","Queens","11225","QUEENS","40.683858","-73.84747","409","32","4188567","4090670001","38","QN0904","(40.683858, -73.84747)","23-May"
"P.S. 214 - BROOKLYN","K","19","AUDITORIUM SEATING / FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS","15400000","CIP","K214","2944 PITKIN AVENUE","Brooklyn","11225","BROOKLYN","40.676513","-73.863151","305","37","3095254","3042430001","1202","BK0505","(40.676513, -73.863151)","23-May"
"P.S. 277 - BRONX","X","7","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS","6996000","CIP","X027","519 ST ANNS AVENUE","Bronx","11225","BRONX","40.813517","-73.913402","201","8","2000114","2022740023","43","BX0101","(40.813517, -73.913402)","23-May"
"P.S. 8 - BRONX","X","10","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","6130670","CIP","X008","3010 BRIGGS AVENUE","Bronx","11225","BRONX","40.872612","-73.883574","207","11","2094734","2032990060","415","BX0702","(40.872612, -73.883574)","23-May"
"P.S. 164 - QUEENS","Q","25","LSP DOMESTIC WATER HEATER","274200","CIP","Q164","138-01 77 AVENUE","Queens","11225","QUEENS","40.720924","-73.823362","408","24","4142980","4066060002","77902","QN0801","(40.720924, -73.823362)","23-May"
"M169 SPED - MANHATTAN","M","2","FY20 RESO A CAFETERIA UPGRADE","68000","CIP","M169","110 EAST 88 STREET","Manhattan","11225","MANHATTAN","40.781227","-73.955673","108","4","1048043","1015167502","14802","MN0802","(40.781227, -73.955673)","23-May"
"P.S. 121 - QUEENS","Q","28","EXTERIOR DOORS / EXTERIOR MASONRY / FENCING / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","16594000","CIP","Q121","126-10 109 AVENUE","Queens","11225","QUEENS","40.68405","-73.815834","410","28","4249769","4116070001","170","QN1001","(40.68405, -73.815834)","23-May"
"EAGLE ACADEMY FOR YOUNG MEN OF HARLEM","M","5","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","216000","CIP","M136","6 EDGECOMBE AVENUE","Manhattan","11225","MANHATTAN","40.817372","-73.947712","110","9","1059460","1019600001","22102","MN1002","(40.817372, -73.947712)","23-May"
"X000 - BRONX","X","10","PLAYGROUND REDEVELOPMENT","360000","CIP","X469","2347 MORRIS AVENUE","Bronx","11225","BRONX","40.859448","-73.901113","205","14","2000000","2031830026","239","BX0503","(40.859448, -73.901113)","23-May"
"P.S. 18 - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6420000","CIP","Q018","86-35 235 COURT","Queens","11225","QUEENS","40.732112","-73.73246","413","23","4166561","4079550002","1621","QN1302","(40.732112, -73.73246)","23-May"
"P.S. 192 - MANHATTAN","M","6","LSP- LSP HOT WATER HEATER","149000","CIP","M192","500 WEST 138 STREET","Manhattan","11225","MANHATTAN","40.820953","-73.951145","109","7","1084132","1019880166","22301","MN0902","(40.820953, -73.951145)","23-May"
"P.S. 63 - QUEENS","Q","27","LSP PARTIAL ACCESSIBILITY","97900","CIP","Q063","90-15 SUTTER AVENUE","Queens","11225","QUEENS","40.67641","-73.846773","410","32","4190727","4091550025","54","QN1002","(40.67641, -73.846773)","23-May"
"P.S. 346 - BROOKLYN","K","19","EXTERIOR MASONRY / PARAPETS","11925525","CIP","K346","1400 PENNSYLVANIA AVENUE","Brooklyn","11225","BROOKLYN","40.64726","-73.881114","305","42","3098294","3044520025","105804","BK0504","(40.64726, -73.881114)","23-May"
"JULIA RICHMAN H.S.","M","2","LL 41/16 COMPLIANCE  (005184) / LL 41/16 COMPLIANCE (002393) / LL 41/16 COMPLIANCE (002394) / LL 41/16 COMPLIANCE (002395) / LL 41/16 COMPLIANCE (002396) / LL 41/16 COMPLIANCE (002398) / LL 41/16 COMPLIANCE (002400) / LL 41/16 COMPLIANCE (002401) / LL 41","19998.32","CIP","M480","317 EAST 67 STREET","Manhattan","11225","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)","23-May"
"P.S. 28 - MANHATTAN","M","6","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / WATER SERVICE UPGRADE","6592000","CIP","M028","475 WEST 155 STREET","Manhattan","11225","MANHATTAN","40.831227","-73.942143","112","10","1076739","1021070026","239","MN1201","(40.831227, -73.942143)","23-May"
"QUEENS TECH HS - Q","Q","24","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS","2936000","CIP","Q600","37-02 47 AVENUE","Queens","11225","QUEENS","40.742205","-73.928219","402","26","4003259","4002280020","189","QN0202","(40.742205, -73.928219)","23-May"
"P.S. 305 - QUEENS","Q","24","IPDVS / IPDVS FULL CAMERA UPGRADE","319000","CIP","Q245","378 SENECA AVENUE","Queens","11225","QUEENS","40.707121","-73.914998","405","34","4538307","4034280015","53901","QN0502","(40.707121, -73.914998)","23-May"
"I.S. 527 - BROOKLYN","K","13","IPDVS FULL CAMERA UPGRADE","168150","CIP","K313","283 ADAMS STREET","Brooklyn","11225","BROOKLYN","40.694682","-73.988853","302","33","3331741","3001400010","11","BK0202","(40.694682, -73.988853)","23-May"
"BROOKLYN HS OF THE ARTS - BROOKLYN","K","15","COVID VENTILATION / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS","12095760","CIP","K656","500 PACIFIC STREET","Brooklyn","11225","BROOKLYN","40.684504","-73.980678","302","33","3001189","3001920001","39","BK0202","(40.684504, -73.980678)","23-May"
"I.S. 141 - QUEENS","Q","30","LSP DOMESTIC WATER HEATER REPLACEMENT","135103.82","CIP","Q141","37-11 21 AVENUE","Queens","11225","QUEENS","40.775589","-73.90509","401","22","4016102","4008100001","12301","QN0101","(40.775589, -73.90509)","23-May"
"I.S. 131 - BRONX","X","8","FY19 RESO A AUDITORIUM UPGRADE","389000","CIP","X131","885 BOLTON AVENUE","Bronx","11225","BRONX","40.82346","-73.859647","209","18","2103869","2036440001","42","BX0902","(40.82346, -73.859647)","23-May"
"JOHN ADAMS HS - QUEENS","Q","27","LOW VOLTAGE ELECTRICAL SYSTEM","1390000","CIP","Q480","102-10 ROCKAWAY BOULEVARD","Queens","11225","QUEENS","40.679487","-73.836476","410","28","4202849","4095400002","864","QN1001","(40.679487, -73.836476)","23-May"
"Q009 SPED - QUEENS","Q","24","EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / PARAPETS / PARTIAL ACCESSIBILITY / ROOFS","11338933","CIP","Q009","58-74 57 STREET","Queens","11225","QUEENS","40.718935","-73.912208","405","30","4059130","4026310106","53501","QN0501","(40.718935, -73.912208)","23-May"
"P.S. 35 - STATEN ISLAND","R","31","COVID VENTILATION","55358","CIP","R035","60 FOOTE AVENUE","Staten Island","11225","STATEN IS","40.613721","-74.099626","501","49","5015603","5006100127","47","SI0104","(40.613721, -74.099626)","23-May"
"PORT RICHMOND HS - R","R","31","COVID CLIMATE CONTROL / COVID VENTILATION","8586000","CIP","R445","85 ST JOSEPHS AVENUE","Staten Island","11225","STATEN IS","40.634573","-74.141818","501","49","5026076","5011210001","213","SI0106","(40.634573, -74.141818)","23-May"
"P.S. 28 - QUEENS","Q","24","LSP- DOMESTIC WATER HEATER","165656.57","CIP","Q028","109-10 47TH AVENUE","Queens","11225","QUEENS","40.747126","-73.854824","404","21","4529578","4020030023","415","QN0402","(40.747126, -73.854824)","23-May"
"URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS","M","5","FY18 RESO A LIBRARY UPGRADES","60191","CIP","M043","509 WEST 129 STREET","Manhattan","11225","MANHATTAN","40.815256","-73.955325","109","7","1059723","1019840033","219","MN0902","(40.815256, -73.955325)","23-May"
"MANHATTAN BRIDGES - MANHATTAN","M","2","EXTERIOR MASONRY / PARAPETS / ROOFS","15088000","CIP","M535","525 WEST 50 STREET","Manhattan","11225","MANHATTAN","40.765234","-73.993076","104","3","1083802","1010790029","13501","MN0402","(40.765234, -73.993076)","23-May"
"P.S. 24 - BROOKLYN","K","15","DOORS / PARAPETS","1469786","CIP","K024","427 38TH STREET","Brooklyn","11225","BROOKLYN","40.652701","-74.004743","307","38","3346119","3007010001","84","BK0702","(40.652701, -74.004743)","23-May"
"P.S. 277 - BROOKLYN","K","22","EXTERIOR MASONRY / PARAPETS / ROOFS","4175000","CIP","K277","2529 GERRITSEN AVENUE","Brooklyn","11225","BROOKLYN","40.596145","-73.928793","318","46","3242369","3085900650","666","BK1891","(40.596145, -73.928793)","23-May"
"3K CENTER @ 36-31 38TH STREET - QUEENS","Q","30","Lease","11988000","CAP","Q447","36-31 38TH STREET","Queens","11101","QUEENS","40.753292","-73.924684","401","26","4314400","4006650010","157","QN0104","(40.753292, -73.924684)","23-May"
"HILLCREST HS - QUEENS","Q","28","CONCRETE COURTYARD PLAZA & STAIRS / RETAINING WALLS","2470000","CIP","Q505","160-05 HIGHLAND AVENUE","Queens","11225","QUEENS","40.709079","-73.801856","408","24","4448767","4097740001","448","QN0805","(40.709079, -73.801856)","23-May"
"P.S. 4 - STATEN ISLAND","R","31","COVID VENTILATION","428884","CIP","R004","200 NEDRA LANE","Staten Island","11225","STATEN IS","40.552975","-74.194597","503","51","5079499","5060250030","17013","SI0303","(40.552975, -74.194597)","23-May"
"P.S. 144 - QUEENS","Q","28","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","9744000","CIP","Q144","69-20 JUNO STREET","Queens","11225","QUEENS","40.715281","-73.852412","406","29","4614902","4032120001","729","QN0602","(40.715281, -73.852412)","23-May"
"I.S. 255 - MANHATTAN","M","2","FY20 RESO A ACCESSIBILITY","518000","CIP","M040","320 EAST 20 STREET","Manhattan","11225","MANHATTAN","40.735751","-73.981655","106","2","1020513","1009250012","64","MN0602","(40.735751, -73.981655)","23-May"
"P.S. 172 - BROOKLYN","K","15","COVID VENTILATION","306113","CIP","K172","825 4 AVENUE","Brooklyn","11225","BROOKLYN","40.657914","-74.000652","307","38","3009847","3006690001","101","BK0702","(40.657914, -74.000652)","23-May"
"P.S./I.S. @ 3761 10TH AVENUE - MANHATTAN","M","6","New","101843000","CAP","M502","3761 10TH AVENUE","Manhattan","10034","MANHATTAN","40.860962","-73.921475","112","10","1000000","1021980001","299","MN1203","(40.860962, -73.921475)","23-May"
"I.S. 151 - BRONX","X","7","IPDVS CAMERA INSTALLATION","495000","CIP","X151","250 EAST 156 STREET","Bronx","11225","BRONX","40.823033","-73.921238","204","16","2002458","2024430190","61","BX0401","(40.823033, -73.921238)","23-May"
"P.S. 122 - QUEENS","Q","30","LSP DOMESTIC WATER HEATER","152258.92","CIP","Q122","21-21 DITMARS BOULEVARD","Queens","11225","QUEENS","40.780347","-73.916655","401","22","4019633","4008800001","103","QN0101","(40.780347, -73.916655)","23-May"
"P.S. 88 - BRONX","X","9","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","4779000","CIP","X088","1340 SHERIDAN AVENUE","Bronx","11225","BRONX","40.837275","-73.913574","204","16","2094533","2028300017","17902","BX0403","(40.837275, -73.913574)","23-May"
"P.S. 60 - QUEENS","Q","27","FY20 RESO A SUPPLEMENTAL COOLING","637982","CIP","Q060","91-02 88 AVENUE","Queens","11225","QUEENS","40.692179","-73.852636","409","32","4184144","4089290058","18","QN0905","(40.692179, -73.852636)","23-May"
"SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION","M","4","ELECTRICAL WORK FOR A/C INITIATIVE","10495.01","CIP","M646","321 EAST 96 STREET","Manhattan","11225","MANHATTAN","40.783638","-73.945626","111","8","1083927","1016680001","15602","MN1101","(40.783638, -73.945626)","23-May"
"I.S. 118 - BRONX","X","10","FY19 RESO A SUPPLEMENTAL COOLING","684000","CIP","X118","577 EAST 179 STREET","Bronx","11225","BRONX","40.848339","-73.89308","206","15","2011995","2030690001","37504","BX0602","(40.848339, -73.89308)","23-May"
"P.S. 54 - BROOKLYN","K","13","FLOOD ELIMINATION","1235100","CIP","K054","195 SANDFORD STREET","Brooklyn","11225","BROOKLYN","40.692741","-73.952981","303","33","3049020","3017650015","241","BK0301","(40.692741, -73.952981)","23-May"
"P.S. 95 - QUEENS","Q","29","LSP DOMESTIC WATER HEATER","171058.92","CIP","Q095","179-01 90TH AVENUE","Queens","11225","QUEENS","40.710624","-73.783423","412","23","4446042","4099140001","468","QN1201","(40.710624, -73.783423)","23-May"
"I.S. 424 - BRONX","X","8","IPDVS CAMERA INSTALLATION","197200","CIP","X074","730 BRYANT AVENUE","Bronx","11225","BRONX","40.815455","-73.88577","202","17","2006566","2027630279","11701","BX0201","(40.815455, -73.88577)","23-May"
"J.H.S. 237 - QUEENS","Q","25","ELEVATOR MODERNIZATION","9486000","CIP","Q237","46-21 COLDEN STREET","Queens","11225","QUEENS","40.749545","-73.822073","407","20","4116436","4051470001","845","QN0705","(40.749545, -73.822073)","23-May"
"P.S. 160 - BRONX","X","11","FY20 RESO A AUDITORIUM UPGRADE","225795","CIP","X160","4140 HUTCHINSON RIVER PARKWAY EAST","Bronx","11225","BRONX","40.864687","-73.824299","210","12","2072352","2051350200","30201","BX1004","(40.864687, -73.824299)","23-May"
"P.S. 15 - BRONX","X","10","EXTERIOR MASONRY / ROOFS","4225000","CIP","X015","2195 ANDREWS AVENUE","Bronx","11225","BRONX","40.85881","-73.909746","207","14","2096013","2032240009","255","BX0701","(40.85881, -73.909746)","23-May"
"P.S. 117 - QUEENS","Q","28","LSP DOMESTIC WATER HEATER","84450","CIP","Q117","85-15 143RD STREET","Queens","11225","QUEENS","40.709463","-73.813376","408","24","4208040","4097230150","232","QN0805","(40.709463, -73.813376)","23-May"
"P.S. 51 - QUEENS","Q","27","C OF O","396000","CIP","Q051","87-45 117TH STREET","Queens","11225","QUEENS","40.699015","-73.832356","409","29","4449704","4093270026","122","QN0902","(40.699015, -73.832356)","23-May"
"P.S. 65 - BRONX","X","7","EXTERIOR MASONRY / FY16 RESO A AUDITORIUM UPGRADE / PARAPETS / PATH OF TRAVEL RESO A AUDITORIUM / ROOFING","4558762.6","CIP","X065","677 EAST 141 STREET","Bronx","11225","BRONX","40.807335","-73.912731","201","8","2003834","2025710001","33","BX0101","(40.807335, -73.912731)","23-May"
"P.S. 214 - BRONX","X","12","PARAPETS","747900","CIP","X167","1970 WEST FARMS ROAD","Bronx","11225","BRONX","40.839565","-73.880358","206","15","2094603","2030210038","60","BX0601","(40.839565, -73.880358)","23-May"
"BROOKLYN TECH HS - K","K","13","EXTERIOR MASONRY / PARAPETS / PAVED AREAS CONCRETE / ROOFS / WINDOWS","23760000","CIP","K430","29 FT GREENE PLACE","Brooklyn","11225","BROOKLYN","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203","(40.688834, -73.976905)","23-May"
"BRONX INTERNATIONAL - BRONX","X","9","LSP LIGHTING UPGRADE","31800","CIP","X400","1110 BOSTON ROAD","Bronx","11225","BRONX","40.827642","-73.904473","203","17","2004526","2026340001","135","BX0301","(40.827642, -73.904473)","23-May"
