"entity_name","entity_role","street_address","suite_apartment_number","city","state","postcode","country","owner_officer_1_first_name","owner_officer_1_last_name","individual_role_1","individual_title_1","officer_equivalent_1","owner_officer_2_first_name","owner_officer_2_last_name","individual_role_2","individual_title_2","officer_equivalent_2","owner_officer_3_first_name","owner_officer_3_last_name","individual_role_3","individual_title_3","officer_equivalent_3","owner_officer_4_first_name","owner_officer_4_last_name","individual_role_4","individual_title_4","officer_equivalent_4","owner_officer_5_first_name","owner_officer_5_last_name","individual_role_5","individual_title_5","officer_equivalent_5","borough","zipcode","assembly_district","election_district_","bin","bbl","community_board","council_district","census_tract","nta","latitude","longitude"
"CLEARVIEW SM","Sub-Contractor","199 Bush Street",,"Brooklyn","NEW YORK","11231","USA","Mojsi","Marke","Owner","President",,"Mojsi","Marke","Both","president","Chief Executive Officer","Mojsi","Marke","Owner","president",,"Mojsi","Marke","Owner","pres",,"Mojsi","Marke","Both","President","Chief Executive Officer","Brooklyn","11231","51","069","3008571","3005620046","06","38","53","BK33","40.673573","-74.001337"
"SPIRE SCAFFOLDING & HOISTING CORP","Sub-Contractor","1000 Anderson Avenue","2nd Floor","Fort Lee","NEW JERSEY","7024","USA","Ashley","Perrone","Owner","Manager",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SNG BRICK LLC","Contractor","1119 38th Street",,"Brooklyn","NEW YORK","11218","USA","Gregory","Dec","Officer","Principal Owner",,"Gregory","Dec","Both",,,,,,,,,,,,,,,,,,"Brooklyn","11218","44","011","3123025","3052910020","12","39","226","BK88","40.643338","-73.989251"
"SNG BRICK LLC","Sub-Contractor","1119 38th Street",,"Brooklyn","NEW YORK","11218","USA","Gregory","Dec","Officer","Principal Owner",,"Gregory","Dec","Both",,,,,,,,,,,,,,,,,,"Brooklyn","11218","44","011","3123025","3052910020","12","39","226","BK88","40.643338","-73.989251"
"CIRCLE ROSE CONTRACTING INC","Contractor","201 Northwest Drive","Ste 5","Farmingdale","NEW YORK","11735","USA","Lisa","Ostreander","Officer","President",,"lisa","ostrander","Owner","Owner",,"Lisa","Ostrander","Both",,,"Lisa","Ostander","Both","President",,,,,,,"Out of NYC",,,,,,,,,,,
"LB NOVA","Sub-Contractor","P. O. Box 4",,"New York","NEW YORK","10108","USA","Arturo","Lugo","Owner","President",,"arturo","lugo","Owner","president",,"Arturo","Lugo","Both","President","Chief Executive Officer",,,,,,,,,,,"Manhattan",,,,,,,,,,,
"HEAT WATCH LLC","Sub-Contractor","818 6TH AVENUE","SUITE 4N","NEW YORK","NEW YORK","10001","USA","JEFF","CARLETON","Owner","PRESIDENT",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10001","75","035","1015710","1008300003","05","03","76","MN17","40.746215","-73.990379"
"ENERGY PLUS NY","Sub-Contractor","831 Kent Avenue",,"Brooklyn","NEW YORK","11205","USA","Moshe","Lefkowitz","Both","President","Chief Executive Officer","moshe","lefkowitz","Owner","president",,"Moshe","Lefkowitz","Owner","President",,,,,,,,,,,,"Brooklyn","11205","50","083","3000000","3018980019","03","33","1237","BK75","40.695612","-73.959589"
"STARBRITE WATERPROOFING CO. INC.","Sub-Contractor","PO BOX 421",,"HARRIMAN","NEW YORK","10926","USA","Rick","Chesney","Officer","COO","Chief Operating Officer","Rick","Chesney","Officer","President",,"RICK","CHESKNEY","Owner","PRESIDENT",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"DEEP PLUMBING WATER & SEWER, INC. DBA UNDERGROUND WATER & SEWER","Sub-Contractor","2209 De Reimmer Ave",,"Bronx","NEW YORK","10475","USA","Kelvin","Basdeo","Officer","Manager","Chief Executive Officer","Gani","Gjevukaj","Owner","President",,"Luke","Lajqi","Owner","President",,"Luke","Lajqi","Officer","Manager","Chief Executive Officer","Gani","Gjevukaj","Owner","Vice President",,"Bronx",,,,,,,,,,,
"ANAAR CONSTRUCTION & CONTRACTING CORP","Sub-Contractor","240-35 68TH AVENUE",,"LITTLE NECK","NEW YORK","11362","USA","Sadaf","Bhatti","Officer","CEO","Chief Executive Officer","Sadaf","Bhatti","Officer","COO","Chief Operating Officer",,,,,,,,,,,,,,,,"Queens","11362","25","025","4452452","4082907501","11","23","152901","QN45","40.751020","-73.737960"
"BARAMI CONSTRUCTION CORP","Sub-Contractor","481 8TH AVE","STE 536","NEW YORK","NEW YORK","10001","USA","VEHBI","BAJRAMI","Officer","COO",,"VEHBI","BAJRAMI","Officer","COO","Chief Operating Officer",,,,,,,,,,,,,,,,"Manhattan","10001","75","062","1013561","1007580037","04","03","111","MN13","40.752295","-73.993402"
"BPRT CONSTRUCTION CORP","Sub-Contractor","295 Madison Avenue",,"New York","NEW YORK","10017","USA","Bajwa","Hassan","Owner","President",,"Hassan","Bajwa","Owner","Owner",,"Hassan","Bajwa","Both","Owner",,"Hassan","Bajwa","Officer","Officer",,"Hassan","Bajwa","Both","President","Chief Executive Officer","Manhattan","10017","73","007","1035321","1012750050","05","04","82","MN20","40.751997","-73.979864"
"RACANELLI CONSTRUCTION COMPANY, INC.","Contractor","1895 Walt Whitman Road",,"Melville","NEW YORK","11747","USA","Michael","Racanelli","Both","Vice President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"LAURA ELECTRICAL LIGHTING & MAINTENANCE SERVICE INC.","Sub-Contractor","119-19 15TH AVE",,"COLLEGE POINT","NEW YORK","11365","USA","CONSTANCE","GARGIULO","Officer","President",,"Constance","Gargiulo","Officer","Principal Officer",,"CONSTANCE","GARGIULO","Owner","PRESIDENT",,"CONSTANCE","GARGIULO","Both","President","Chief Executive Officer","Constance","Gargiulo","Officer","President","Chief Executive Officer","Queens","11356","27","064","4098160","4040720011","07","19","929","QN23","40.784122","-73.848287"
"DITTA MALTIO CONSTRUCTION INDUSTRIES","Sub-Contractor","15 LENZIE ST",,"STATEN ISLAND","NEW YORK","10312","USA","GINO","MALITO","Owner","Owner",,"GINO","MALITO","Officer","President",,"GINO","MALITO","Officer","PRESIDENT",,"GINO","MALITO","Owner","PRESIDENT",,,,,,,"Staten Island","10312","62","036","5167552","5053820034","03","51","15602","SI01","40.532368","-74.161588"
"MAYRICH CONSTRUCTION CORP","Sub-Contractor","1141 Oakpoint Ave",,"Bronx","NEW YORK","10474","USA","Jamie","Furey","Officer","Vice President",,,,,,,,,,,,,,,,,,,,,,"Bronx","10474","84","073","2006764","2027680023","02","17","93","BX27","40.809229","-73.892749"
"D'APRILE","Sub-Contractor","1907 Bellmore Ave.",,"Bellmore","NEW YORK","11710","USA","Frank","Renna","Owner","Officer",,"Frank","Renna","Officer","President","Chief Executive Officer","Frank","Renna","Officer","President",,"Frank","Renna","Owner","Owner",,,,,,,"Out of NYC",,,,,,,,,,,
"DELCO ELECTRIC","Contractor","241 west 37th St",,"New York","NEW YORK","10018","USA","John","DeLuca","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10018","75","067","1014455","1007870020","05","03","109","MN17","40.753426","-73.990475"
"BUILT QUICK INC","Sub-Contractor","Street: 149-43 17th Road",,"Whitestone","NEW YORK","11357","USA","niko","Karakostas","Officer","president",,"Nick","Karakostas","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,"Queens","11357","26","079","4105799","4046660025","07","19","1039","QN49","40.783547","-73.815421"
"ISG 1 INC.","Sub-Contractor","99 Smithtown Blvd.",,"Smithtown","NEW YORK","11787","USA","CHRISTINE","Amoroso","Owner","PRESIDENT",,"Christine","Amoroso","Owner","Manager",,"Christine","Amoroso","Officer","Manager","Chief Executive Officer","Christine","Amoroso","Owner","President",,"Vinny","Amoroso","Officer","Manager","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"SUPREME FLOORING, INC","Sub-Contractor","1072 Madison Avenue",,"Lakewood","NEW YORK","8701","USA","Malka","Feldman","Officer","Office Manager",,"Malka","Feldman","Both",,,"Eliezer","Rasman","Both","Pres",,"Eliezer","Rausman","Officer","Manager","Chief Executive Officer","Ari","Weber","Both",,,"Out of NYC",,,,,,,,,,,
"A&A MAINTENANCE ENT., INC.","Contractor","965 Midland Avenue",,"Yonkers","NEW YORK","10704","USA","Armando","Rodriguez","Owner","President",,"Armando","Rodriguez","Owner","Owner",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"S & J INDUSTRIAL CORP","Sub-Contractor","800 Flatbush Avenue",,"Brooklyn","NEW YORK","11226","USA","Semyon","Pivovarov","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11226","43","074","3397264","3050630058","14","40","50803","BK42","40.653312","-73.959413"
"HIGHRISE SAFETY SYSTEMS","Contractor","273 Walt Whitman Road",,"Huntington Station","NEW YORK","11746","USA","Ernesto","Tersigni","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"DEFILA PAINTING CO.","Sub-Contractor","2718 Quaker Church Road",,"Yorktown Heights","NEW YORK","10598","USA","Paul","Filancia","Officer","President",,"Paul","Filancia","Owner","Manager",,"Paul","Filancia","Officer","Manager","Chief Executive Officer",,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JECO ELECTRICAL SERVICE CORP","Sub-Contractor","1162 Intervale Avenue",,"Bronx","NEW YORK","10459","USA","Jesus","Corporan","Owner","President",,"Jesus","Corporan","Owner","Owner",,,,,,,,,,,,,,,,,"Bronx","10459","85","055","2005502","2027060052","02","17","131","BX33","40.827731","-73.895671"
"SHAKER CONTRACTORS CORP","Sub-Contractor","245 Throggs Neck Blvd",,"Bronx","NEW YORK","10465","USA","SHAHBAZ","SHER","Both","CEO",,"Shahbaz","Sher","Officer","President",,"Shahbaz","Sher","Owner","President",,"Shahbaz","Sher","Officer","CEO/President","Chief Executive Officer",,,,,,"Bronx","10465","82","006","2077429","2054500031","10","13","130","BX52","40.818534","-73.813294"
"BP CYRUS LLC","Contractor","1605 University Avenue",,"Bronx","NEW YORK","10453","USA","Justin","Stein","Both","VP- Development",,,,,,,,,,,,,,,,,,,,,,"Bronx","10453","77","021","2114454","2028780019","05","14","21501","BX36","40.847076","-73.920313"
"MOLINA FRAMING","Sub-Contractor","112-22 14th Road",,"College Point","NEW YORK","11356","USA","Luis","Molina","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11356","27","064","4098105","4040640010","07","19","929","QN23","40.784575","-73.854291"
"E & G CARPENTERS CORP","Sub-Contractor","3425 Gates Place",,"Bronx","NEW YORK","10467","USA","Edwin","Gonzalez","Both","Owner","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Bronx","10467","80","087","2017676","2033240019","07","11","421","BX43","40.882630","-73.883947"
"GCG INDUSTRIES INC","Sub-Contractor","160-52 91st Street",,"Howard Beach","NEW YORK","11414","USA","Glenn","Dano","Officer","President","Chief Executive Officer","Anna","Anders","Officer","Officer",,"Shaun","Teti","Owner","Owner",,,,,,,,,,,,"Queens","11414","23","045","4293733","4140280032","10","32","892","QN57","40.656355","-73.841164"
"UNDERPINNING & FOUNDATION SKANSKA INC.","Sub-Contractor","46-36 54th Road",,"Maspeth","NEW YORK","11378","USA","Andrew","Burns","Officer","Vice President",,"Stephen","Hughes","Officer","Secretary/Treasurer","Chief Operating Officer",,,,,,,,,,,,,,,,"Queens","11378","30","019","4441134","4025460024","02","30","205","QN31","40.730851","-73.921513"
"PARKVIEW PLUMBING & HEATING","Sub-Contractor","2210 Reeds Mill Lane",,"Bronx","NEW YORK","10475","USA","Christopher","Strnad","Officer","President","Chief Executive Officer","Brian","Strnad","Officer","Vice President",,"Chris","Strnad","Officer","PRESIDENT",,"Chris","Strnad","Both","President","Chief Operating Officer","Chris","Strand","Officer","Principal",,"Bronx","10475","83","067","2123649","2052630132","12","12","46202","BX13","40.882627","-73.830360"
"HAZLETON CREEK PROPERTIES, LLC","Sub-Contractor","390 North Broadway",,"Jericho","PENNSYLVANIA","11753","USA","Matt","Petrie","Officer","VP",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"UNITED STEEL PRODUCTS","Contractor","33-40 127TH PLACE",,"FLUSHING","NEW YORK","11368","USA","ALFREDO","FRANZA","Owner","President",,"Alfredo","Franza","Owner","President",,"ALFREDO","FRANZA","Owner","Owner",,"ALFREDO","FRANZA","Officer","VICE PRESIDENT",,"fred","budetti","Owner","president",,"Queens","11368","27","058","4045058","4018280021","07","21","38301","QN99","40.761490","-73.842545"
"DANI'S BUILDERS","Sub-Contractor","404 N Terrace Avenue",,"Mount Vernon","NEW YORK","10552","USA","Brett","Steinberg","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"VISION CONCRETE","Sub-Contractor","34 Barretts Avenue",,"Holtsville","NEW YORK","11742","USA","Manuel","Coto","Officer","Principal",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"METROPOLITAN COMPACTOR","Sub-Contractor","21 Quine Street",,"Cranford","NEW YORK","7016","USA","michael","walker","Owner","president",,"Ken","Johnson","Officer","Project Manager",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"WITH PRIDE","Sub-Contractor","77 Marine Street",,"Farmingdale","NEW YORK","11735","USA","mike","Dolan","Owner","president",,"Mike","Dolan","Owner","president",,"Mike","Dolan","Owner","Owner",,"Mike","Dolan","Officer","Principal",,"Mike","Dolan","Officer","President",,"Out of NYC",,,,,,,,,,,
"CHAIM ELECTRIC","Sub-Contractor","2920 Avenue J",,"Brooklyn","NEW YORK","11210","USA","Yitz","Gelb","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11210","42","051","3207865","3076110047","14","45","750","BK43","40.626688","-73.947577"
"ONLINE MECHANICAL CORP.","Sub-Contractor","24-15 45TH STREET",,"Astoria","NEW YORK","11103","USA","ROLANDO","HYSENAJ","Owner","Owner",,"Rolando","Hysenaj","Owner","Owner",,"Roland","Hysenej","Officer","PRESIDENT",,"Roland","Hysenej","Officer","President",,"JETMIRA","GALICA","Owner","PRESIDENT",,"Queens","11103","36","051","4012872","4007180030","01","22","141","QN70","40.767562","-73.906505"
"ALBA STONE WORKS","Sub-Contractor","3826 54th Street",,"Woodside","NEW YORK","11377","USA","skender","Kokaj","Both","President",,"Skender","Kokaj","Owner","President",,"Skender","Kokaj","Both","owner","Chief Executive Officer","Skender","Koka","Officer","Officer",,"Skender","Koka","Both","unknown",,"Queens","11377","30","076","4027584","4012070058","02","26","255","QN63","40.749572","-73.908573"
"CS BRIDGE","Sub-Contractor","1470 Bruckner Blvd",,"Bronx","NEW YORK","10473","USA","Peter","O'Farrell","Officer","President",,"Michael","O'Farrell","Both","Secretary / Treasurer","Chief Financial Officer","Peter","O'Farrell","Both","President","Chief Executive Officer",,,,,,,,,,,"Bronx","10473","85","037","2022563","2036490030","09","17","28","BX09","40.823168","-73.880257"
"LET IT GROW, INC.","Sub-Contractor","52 Ackerson Street",,"Township of Washington","NEW YORK","7676","USA","Michelle","Downey","Officer","Officer",,"Paul","Imbattato","Both","President",,"Brian","Palumbo","Both",,,"Russell","Zeltner","Officer","President",,"Michelle","Downey","Both",,,"Out of NYC",,,,,,,,,,,
"BEST ENERGY POWER 2015 LLC","Sub-Contractor","20 W Fairview Aveue",,"Valley Stream","NEW YORK","11580","USA","Gina","Shea","Officer","payrool",,"Ronnie","Mandle","Both","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"PAOLO CONSTRUCTION","Sub-Contractor","91-28 175th St",,"Jamaica","NEW YORK","11432","USA","Mariana","Caceres","Both","Owner","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11432","29","016","4537581","4098090077","12","27","462","QN61","40.708820","-73.786102"
"UNIVERSAL CHUTES INC.","Sub-Contractor","176 Kansas Street",,"Hackensack","NEW YORK","7601","USA","Uzi","Saban","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JAG CONTRACTING LLC","Sub-Contractor","409 Joyce Kilmer Ave, 317",,"New Brunswick","NEW YORK","8091","USA","Jorge","Galeano","Owner","president",,"jorge","galeano","Owner","president",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"PREMIER COMPACTION SYSTEMS, LLC","Sub-Contractor","264 Lackawanna Ave",,"woodland","NEW YORK","7424","USA","John","Frustaci","Officer","Engineer",,"robert","frustaci","Officer","president",,"robert","frustaci","Owner","president",,"John","Frustaci","Owner","President",,"Robert","Frustaci","Officer","President",,"Out of NYC",,,,,,,,,,,
"STATIC ELECTRIC","Sub-Contractor","1930 Adee Ave",,"bronx","NEW YORK","10469","USA","devon","chambers","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Bronx","10469","83","001","2062766","2047970069","12","12","46202","BX13","40.871653","-73.835678"
"AMK MECHANICAL LTD","Sub-Contractor","5308 13th Ave","Ste 446","Brooklyn","NEW YORK","11219","USA","asher","klein","Owner","president",,"Asher","Klein","Owner","President",,"Asher","Klein","Officer","Manager","Chief Executive Officer","Asher","Klein","Officer","CEO",,,,,,,"Brooklyn","11219","48","009","3139018","3056690070","12","44","218","BK88","40.632675","-73.994581"
"BP MAPES LLC","Contractor","16 Mount EBO RD S STE 14",,"Brewster","NEW YORK","10509","USA","Justin","Stein","Both","Member",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JEROME 1769 LIHTC LLC","Contractor","1769 Jerome Avenue",,"Bronx","NEW YORK","10453","USA","justin","Stein","Officer","Officer",,,,,,,,,,,,,,,,,,,,,,"Bronx","10453","77","036","2090447","2028610163","05","14","217","BX36","40.848423","-73.911846"
"ECONOMY IRON WORKS & DESIGN CORP","Sub-Contractor","670 southern blvd",,"bronx","NEW YORK","10455","USA","anderson","lopez","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Bronx","10455","84","085","2094273","2026030173","02","08","83","BX33","40.813224","-73.900256"
"MERCON PLUMBING CORP","Sub-Contractor","1616 Mermaid Avenue",,"Brooklyn","NEW YORK","11224","USA","Serge","Pisman","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11224","46","016","3189585","3070620006","13","47","326","BK21","40.576705","-73.983992"
"CHAMPION ELEVATOR","Contractor","521 5th Avenue","17th Floor","New York","NEW YORK","10175","USA","Joseph","Corrado","Owner","Vice president",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10017","73","008","1035355","1012780001","05","04","94","MN17","40.754078","-73.979935"
"P&H PAINTING","Contractor","7 Purdy Street","suite 201","Harrison","NEW YORK","10528","USA","Jose","Ayaso","Officer","President",,"Jason","Peligri","Officer","Unknown",,"Jason","Ayaso","Owner","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ENTERPRISE ARCHITECTURAL SALES, INC.","Sub-Contractor","20 West 64th Street","Lower Level","New York","NEW YORK","10023","USA","Jonathan","Strenchos","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10023","75","095","1027472","1011167501","07","06","149","MN14","40.771430","-73.980335"
"J & R ELECTRIC COMMUNICATION INC.","Sub-Contractor","PO Box 518",,"Pawling","NEW YORK","12564","USA","Clayton","Macartney","Owner","owner",,"Clayton","Macartney","Officer","Officer",,"Clayton","Macartney","Owner","Owner",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"UNIVERSAL BUILDERS SUPPLY INC.","Contractor","27 Horton Avenue",,"New Rochelle","NEW YORK","10801","USA","Terrian","Gilpin","Officer","Principal Officer",,"Kevin","O'Callaghan","Both","Chairman/CEO","Chief Executive Officer","Maureen","Pinnock","Officer","Payroll Coordinator",,"Brenda","Sabater","Officer","Principal Officer",,,,,,,"Out of NYC",,,,,,,,,,,
"WINCO CORPORATION","Sub-Contractor","7 New Street",,"Lynbrook","NEW YORK","11563","USA","Donna","Marino","Both","Chief Operating Officer","Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"HK MARBLE INC","Sub-Contractor","1192 Hyland Boulevard",,"Staten Island","NEW YORK","10305","USA","Hiu Lam","Sze","Both","Principal",,"HIU","LAM","Owner","PRESIDENT",,"Eva","Lee","Both","Officer",,,,,,,,,,,,"Staten Island",,,,,,,,,,,
"JLM CONTRACTING LLC","Sub-Contractor","P.O BOX 9",,"PURCHASE","NEW YORK","10577","USA","Richard","Mushi","Officer","Accountant",,"Joseph","Martino","Owner","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"BARONE STEEL INC.","Contractor","130-18 90 Avenue",,"Richmond Hills","NEW YORK","11418","USA","Dov","Michilovich","Officer","Vice President",,"nick","barone","Both","owner",,"Ralph","Barone","Officer","Vice President",,"Nick","Barone","Officer","President",,,,,,,"Queens","11418","24","065","4196818","4093580014","09","29","14202","QN54","40.698901","-73.820492"
"PRINCE CARPENTRY, INC","Sub-Contractor","1615 Northern Blvd.","Suite 204","Manhasset","NEW YORK","11030","USA","Thomas","Voss","Officer","President",,"Thomas","Voss","Officer","President/Treasurer",,"Mark","Prince","Officer","President",,"Thomas","Voss","Officer","PRESIDENT/TREASURER",,"Tom","Vass","Officer","President",,"Out of NYC",,,,,,,,,,,
"PHOENIX COMBUSTION CORP","Sub-Contractor","71-14 88 Street",,"Glendale","NEW YORK","11385","USA","Frank","Garibaldi","Officer","Vice President",,"Frank","Garibaldi","Owner","Owner",,,,,,,,,,,,,,,,,"Queens","11385","28","072",,,"05","30","637","QN19","40.709974","-73.864373"
"CERTUS CONTROLS LLC","Sub-Contractor","154 Toledo Street",,"Farmingdale","NEW YORK","11735","USA","John","Mardine","Owner","Principal",,"John","Nardine","Owner","Principal",,"John","Nardine","Owner","Princicpal",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"J & J BRONX PLUMBING CORP","Sub-Contractor","3935 White Plains Road","1st Floor","Bronx","NEW YORK","10466","USA","Junor","Carter","Officer","Vice President",,"James","Carrier","Officer","Vice President",,,,,,,,,,,,,,,,,"Bronx","10466","83","048","2062935","2048250007","12","12","394","BX44","40.886728","-73.861076"
"A PLUS CONTRACTING CORP.","Sub-Contractor","1307 Herschell Street",,"Bronx","NEW YORK","10461","USA","Robena","Shach","Officer","Office Operations",,,,,,,,,,,,,,,,,,,,,,"Bronx","10461","82","027","2027213","2038440114","10","18","96","BX59","40.836213","-73.843131"
"PANTHEON DEVELOPMENT, LLC","Sub-Contractor","21 Cerrreta lane",,"Scarsdale","NEW YORK","10583","USA","Joseph","LoCascio","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"REGAL RECONSTRUCTION CORP.","Sub-Contractor","56 Van Street",,"Staten Island","NEW YORK","10310","USA","Mary Beth","D'Amico","Owner","President",,"Justin","Gaeta","Officer","President","Chief Executive Officer",,,,,,,,,,,,,,,,"Staten Island","10310","61","016","5005148","5001870085","01","49","13302","SI22","40.639357","-74.119406"
"KILCLARE CONSTRUCTION INC","Sub-Contractor","941 McClean Avenue",,"Yonkers","NEW YORK","10704","USA","Kevin","Vaughan","Owner","President",,"Kevn","Vaughan","Owner","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"EAST COAST INTERIOR DÉCOR","Contractor","112 Wallabout ST","#4B","Brooklyn","NEW YORK","11249","USA","Esther","Pollack","Officer","President",,"Joseph","Pollak","Owner","owner",,"Esther","pollak","Both","President",,"Esther","Pollack","Owner","President",,,,,,,"Brooklyn","11249","50","074","3343716","3022627502","01","33","537","BK72","40.699473","-73.958598"
"TRANSEL ELEVATOR & ELECTRIC INC.","Contractor","30-30 47th Ave","Suite 610","Long Island City","NEW YORK","11101","USA","Mark","Gregorio","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11101","37","025","4003540","4002820001","02","26","199","QN31","40.743168","-73.936568"
"TRANSEL ELEVATOR & ELECTRIC INC.","Sub-Contractor","30-30 47th Ave","Suite 610","Long Island City","NEW YORK","11101","USA","Mark","Gregorio","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11101","37","025","4003540","4002820001","02","26","199","QN31","40.743168","-73.936568"
"PLATFORM SOLUTIONS, INC.","Sub-Contractor","1212 Avenue of americas","5th Floor","New York","NEW YORK","10036","USA","Jerry","McCarthy","Both",,,"Jerry","McCarthy","Officer","President",,"Paul","Doherty","Both",,,"Chauncey","Collins","Owner","President",,"Jerry","McCarthy","Both","President",,"Manhattan","10036","75","075","1034502","1012630071","05","04","96","MN17","40.758404","-73.981504"
"CHAZEN ENGINEERING, LAND SURVEYING& LANDSCAPE ARCHITECTURE CO., D.P.C","Sub-Contractor","21 Fox Street",,"Poughkeepsie","NEW YORK","1261","USA","Kevin","McGrath","Officer","Officer",,"RICHARD","CHAZEN","Owner","PRESIDENT",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JERSEY FIRESTOP, LLC","Sub-Contractor","317 East 2nd St",,"Bound Brook","NEW YORK","8805","USA","Stephanie","JErsey","Officer",,,"angie","chacon","Officer",,,"David","Hinoyosa","Both","President",,"David","Hinojosa","Officer","Unknown",,,,,,,"Out of NYC",,,,,,,,,,,
"EPIC MECHANICAL CONTRACTORS LLC","Contractor","76 Mall Drive",,"Commack","NEW YORK","11725","USA","Michael J.","Fregara","Both","President","Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"A.J. MCNULTY & CO INC.","Sub-Contractor","53-20 44th Street",,"Maspeth","NEW YORK","11378","USA","Elizabeth","Weiss","Both","President","Chief Executive Officer","Elizabeth","Weiss","Both","President","Chief Operating Officer",,,,,,,,,,,,,,,,"Queens","11378","37","026","4437431","4025140026","02","30","205","QN31","40.732455","-73.923048"
"WOODWORKS CONSTRUCTION CO. INC.","Contractor","322 8th Avenue","701","New York","NEW YORK","10001","USA","Scott","Rives","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Manhattan","10001","75","048","1014225","1007760001","05","03","95","MN17","40.747294","-73.997023"
"ZND PRODUCTIONS LLC","Sub-Contractor","257 West 117th Street","1E","New York","NEW YORK","10026","USA","Ziv","Sidi","Owner","Owner",,"Ziv","Sidi","Owner","owner",,,,,,,,,,,,,,,,,"Manhattan","10026","70","011","1058390","1019237501","10","09","218","MN11","40.804667","-73.953830"
"JRA MARBLE AND CONSTRUCTION LLC","Sub-Contractor","279 Plateau Avenue",,"Fort Lee","NEW JERSEY","7024","USA","Juan","Rodriguez","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"LED PLUMBING & HEATING LLC","Sub-Contractor","102-53 JAMAICA AVENUE",,"RICHMONT HILL","NEW YORK","11418","USA","MICHAL","CHELSTOWSKI","Officer","MANAGER PARTNER",,,,,,,,,,,,,,,,,,,,,,"Queens","11418","28","001","4191668","4091870034","09","32","26","QN54","40.695197","-73.843365"
"WIREMAN INC","Sub-Contractor","122 Brenner Ave",,"Bethpage","NEW YORK","11714","USA","Bryan","Heaney","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"UNIQUE MARNLE AND GRANITE","Contractor","1957 steinway street",,"astoria","NEW YORK","11105","USA","john","manassakis","Both","president",,,,,,,,,,,,,,,,,,,,,,"Queens","11105","36","055","4015655","4008010009","01","22","12301","QN72","40.777265","-73.900653"
"COLE PARTNERS, INC.","Sub-Contractor","59-12 57 Street",,"Maspeth","NEW YORK","11378","USA","Marion","Cole","Owner","Owner",,"Marion","Cole","Officer","President",,,,,,,,,,,,,,,,,"Queens","11378","37","041","4535044","4026310030","05","30","535","QN30","40.718221","-73.911928"
