"siteid","inspectionid","inpectiondate","location","question1","question2","_2_option1","_2_option2","_2_option3","_2_option4","_2_option5","_2_option6","_2_ticketnumber","_2_bikeidnumber","_2_multipleinstances","_2_ticketcomments","question3","_3_option1","_3_option2","_3_option3","_3_option4","_3_ticketnumber","_3_ticketcomments","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_ticketnumber","_4_ticketcomments","question5","question6","question7","question8","_8_option1","_8_option2","_8_option3","_8_ticketnumber","_8_bikeidnumber","_8_ticketcomments","question9","question10"
"6827.11","82846","2019-04-15T10:34:57.000Z","Crescent Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5779.08","81764","2019-03-15T12:25:56.000Z","First Avenue and East 15th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5303.06","77111","2018-11-15T11:45:55.000Z","Clinton Street and Grand Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3803.09","76662","2018-10-31T14:03:23.000Z","Sixth Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3842.08","81894","2019-03-19T13:21:48.000Z","10th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6569.08","111871","2020-01-17T14:11:11.000Z","West 35th Street and Dyer Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6474.12","77301","2018-11-19T15:28:19.000Z","East 41st Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4452.03","76751","2018-11-05T12:16:19.000Z","Lexington Avenue and Classon Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3960.01","100077","2019-11-18T13:35:37.000Z","Lincoln Place and Classon Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6816.07","77457","2018-11-21T13:38:01.000Z","Eighth Avenue and West 52nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6505.01","113139","2020-02-20T12:43:07.000Z","24th Street and 41st Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7741.01","86777","2019-07-31T13:12:36.000Z","Morningside Avenue and West 123rd Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6638.01","113694","2020-03-04T12:36:08.000Z","34th Avenue and 38th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5489.03","73984","2018-08-29T11:36:41.000Z","Kent Avenue and North 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5300.05","77879","2018-12-03T13:42:42.000Z","Metropolitan Avenue and Meeker Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5084.03","113309","2020-02-24T13:32:19.000Z","Division Avenue and Marcy Avenue","No","No","Yes",,,"Yes",,,,,"No","Remove piece of concrete in front of dock 6","Yes",,,,,,,,,,,,,,,,,,,,,,,,,
"6801.01","74445","2018-09-10T12:11:00.000Z","East 59th Street and Madison Avenue","No","No",,,,,"Yes",,,,"No","Damaged delineator near last dock.","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5922.07","86569","2019-07-24T13:56:50.000Z","Perry Street and Bleecker Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7543.15","83694","2019-05-07T11:32:28.000Z","Third Avenue and East 112th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6389.03","80745","2019-02-20T12:18:04.000Z","East 39th Street and Third Avenue","No","No",,,,,,"Yes",,,"No","Remove graffiti from kiosk glass (spray paint, map side)","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7175.05","86776","2019-07-31T13:12:35.000Z","Columbus Avenue and West 72nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6682.08","100950","2019-12-16T12:49:17.000Z","York Avenue and East 60th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7735.23","83667","2019-05-06T12:25:07.000Z","East 128th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5659.05","85685","2019-06-26T14:43:47.000Z","East 10th Street and Avenue A","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5065.10","86328","2019-07-17T12:56:04.000Z","Maiden Lane and Pearl Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5342.10","100752","2019-12-09T15:16:48.000Z","Allen Street and Hester Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5004.02","86737","2019-07-30T11:01:12.000Z","Boerum Street and Broadway","No","No",,,,"Yes",,,,,"No","Last plate misaligned","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5593.04","83400","2019-04-30T12:39:05.000Z","East 4th Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5515.02","83428","2019-04-30T13:19:34.000Z","East 2nd Street and Avenue B","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6004.06","72535","2018-07-24T11:45:29.000Z","East 27th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3803.09","81097","2019-02-27T12:09:44.000Z","Sixth Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7541.01","101490","2020-01-07T12:08:43.000Z","West 95th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6526.03","73720","2018-08-21T13:49:52.000Z","West 38th Street and Eighth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6004.06","100307","2019-11-26T10:04:00.000Z","East 27th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4634.02","75298","2018-10-01T12:23:03.000Z","Willoughby Avenue and Walworth Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6004.06","75751","2018-10-11T15:03:13.000Z","East 27th Street and First Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7625.18","78889","2019-01-03T12:04:33.000Z","East 118th Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4157.10","76099","2018-10-19T12:27:45.000Z","Bergen Street and Vanderbilt Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7625.18","85499","2019-06-20T12:40:25.000Z","East 118th Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3865.05","78415","2018-12-17T12:49:48.000Z","3rd Street and Prospect Park West","No","No",,,,"Yes",,,,,"No","Misaligned plate near dock 03","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7627.10","86968","2019-08-07T12:54:49.000Z","Lenox Avenue and West 115th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4628.05","78478","2018-12-19T13:03:42.000Z","Willoughby Street and Fleet Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5575.08","77074","2018-11-14T13:14:58.000Z","Avenue D and East 11th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4927.04","74124","2018-08-31T12:16:56.000Z","Front Street and Gold Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"3987.06","78386","2018-12-17T12:05:43.000Z","Fifth Avenue and 3rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7009.02","87754","2019-09-04T12:56:56.000Z","Steinway Street and 23rd Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6079.03","76452","2018-10-29T11:36:24.000Z","First Avenue and East 30th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7640.04","76990","2018-11-13T12:20:28.000Z","East 118th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5411.07","78831","2019-01-02T12:30:01.000Z","Union Avenue and North 12th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4425.02","78892","2019-01-03T12:16:06.000Z","Lewis Avenue and Madison Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4634.02","80446","2019-02-12T12:12:17.000Z","Willoughby Avenue and Walworth Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7713.11","101513","2020-01-07T12:59:16.000Z","West 116th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7144.01","73014","2018-08-03T13:38:30.000Z","31st Street and 23rd Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5872.08","101772","2020-01-14T14:27:53.000Z","West 10th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5250.05","113221","2020-02-21T13:11:53.000Z","Bushwick Avenue and Powers Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7409.08","85754","2019-06-28T13:57:54.000Z","West 84th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5308.04","77861","2018-12-03T12:06:14.000Z","Metropolitan Avenue and Bedford Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5550.05","72609","2018-07-25T13:47:43.000Z","Bedford Avenue and Nassau Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7340.06","82617","2019-04-04T13:37:12.000Z","Riverside Drive and West 78th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4237.02","79570","2019-01-22T12:05:31.000Z","Albany Avenue and Fulton Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6948.11","74428","2018-09-10T11:40:11.000Z","Broadway and West 60th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5400.08","77247","2018-11-19T11:08:01.000Z","Duane Street and Greenwich Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5929.01","85070","2019-06-07T11:04:41.000Z","East 23rd Street Service Road and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7188.10","78827","2019-01-02T12:25:34.000Z","East 81st Street and Park Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4677.07","100468","2019-12-02T13:30:14.000Z","Cadman Plaza West and Montague Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5869.04","101679","2020-01-13T12:59:05.000Z","Huron Street and Franklin Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6022.04","75008","2018-09-24T12:46:21.000Z","East 16th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4307.13","88475","2019-09-25T13:04:40.000Z","President Street and Henry Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4184.07","82534","2019-04-03T12:50:27.000Z","Carroll Street and Bond Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7265.10","77405","2018-11-20T16:00:59.000Z","East 89th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5886.02","85069","2019-06-07T10:59:49.000Z","East 20th Street Service Road and 20th Street Loop (East)","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4446.05","76942","2018-11-13T10:30:12.000Z","Dean Street and Hoyt Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6495.17","77887","2018-12-04T09:36:06.000Z","31st Street and Northern Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6551.02","75043","2018-09-25T12:01:43.000Z","West 44th Street and Fifth Avenue","No","No",,,,,"Yes",,,,"No","Missing all delineators","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4895.09","113439","2020-02-27T11:07:44.000Z","Jay Street and York Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7619.05","76076","2018-10-17T14:45:18.000Z","West 107th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7018.01","87105","2019-08-14T13:32:58.000Z","31st Street and Hoyt Avenue North","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6593.14","78556","2018-12-20T14:28:26.000Z","West 43rd Street and Sixth Avenue","No","No",,,,,"Yes",,,,"No","Missing delineator near dock 21","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7020.09","87549","2019-08-28T09:53:11.000Z","First Avenue and East 78th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7100.07","80953","2019-02-22T14:30:14.000Z","Fifth Avenue and East 72nd Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4446.05","99336","2019-10-25T11:47:21.000Z","Dean Street and Hoyt Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4169.04","73283","2018-08-09T14:20:25.000Z","Pioneer Street and Van Brunt Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5964.01","75604","2018-10-10T10:28:36.000Z","Bank Street and Washington Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6203.02","98941","2019-10-15T12:39:38.000Z","Jackson Avenue and 46th Road","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4513.06","113298","2020-02-24T13:15:45.000Z","Dekalb Avenue and Hudson Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7304.08","74629","2018-09-13T14:21:10.000Z","West 82nd Street and Central Park West","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7354.02","99728","2019-11-07T11:14:56.000Z","Central Park West and West 85th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7643.18","78635","2018-12-26T12:15:53.000Z","Adam Clayton Powell Boulevard and West 115th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6912.01","112490","2020-02-05T13:39:00.000Z","7th Avenue and Central Park South","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7636.05","79733","2019-01-24T14:25:45.000Z","East 123rd Street and Lexington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4990.01","80483","2019-02-12T14:08:09.000Z","Railroad Avenue and Kay Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4996.08","76347","2018-10-25T12:39:08.000Z","McKibbin Street and Manhattan Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7658.13","83649","2019-05-06T11:44:50.000Z","Frederick Douglass Boulevard and West 115th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7658.13","75357","2018-10-02T12:42:38.000Z","Frederick Douglass Boulevard and West 115th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4258.07","85697","2019-06-27T12:07:13.000Z","Degraw Street and Hoyt Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7152.10","82957","2019-04-17T12:30:34.000Z","24th Avenue and 26th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5616.01","78084","2018-12-06T14:23:28.000Z","East 9th Street and Avenue C","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4386.05","86327","2019-07-17T12:54:40.000Z","Fulton Street and Clermont Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7463.09","78813","2019-01-02T11:46:30.000Z","East 103rd Street and Lexington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4077.07","113588","2020-03-02T13:36:30.000Z","Court Street and Nelson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5880.02","79035","2019-01-07T11:31:02.000Z","West 4th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4513.06","80054","2019-02-01T12:18:19.000Z","Dekalb Avenue and Hudson Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5581.01","75482","2018-10-04T12:37:56.000Z","Nassau Avenue and Russell Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3996.04","73210","2018-08-08T13:21:12.000Z","Second Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5400.05","79862","2019-01-29T13:22:51.000Z","Harrison Street and Hudson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7432.09","113561","2020-03-02T12:44:58.000Z","West 89th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6173.08","101214","2019-12-31T13:42:59.000Z","Broadway and West 25th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4565.04","113726","2020-03-04T13:58:07.000Z","Schermerhorn Street and Court Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6759.15","72158","2018-07-13T12:44:57.000Z","Crescent Street and 34th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5512.05","72613","2018-07-25T13:59:47.000Z","Eckford Street and Engert Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6182.02","101375","2020-01-03T14:15:22.000Z","West 20th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6098.07","81603","2019-03-11T13:07:02.000Z","Broadway and East 22nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7540.02","113794","2020-03-06T14:00:45.000Z","East 114th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5125.03","81674","2019-03-13T13:06:22.000Z","Williamsburg Bridge and South 5th Place","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5922.07","81743","2019-03-14T13:59:57.000Z","Perry Street and Bleecker Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5779.08","87241","2019-08-19T10:57:06.000Z","First Avenue and East 15th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3850.03","99184","2019-10-21T14:00:01.000Z","Third Avenue and 14th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7619.05","72416","2018-07-19T13:06:34.000Z","West 107th Street and Columbus Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4103.08","76408","2018-10-29T10:13:31.000Z","Columbia Street and Lorraine Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4066.15","73350","2018-08-13T14:31:29.000Z","Bedford Avenue and Bergen Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4665.02","86704","2019-07-29T13:24:14.000Z","Willoughby Avenue and Tompkins Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6170.02","74931","2018-09-20T14:25:11.000Z","Vernon Boulevard and 50th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7688.12","75878","2018-10-15T11:52:36.000Z","Frederick Douglass Boulevard and West 117th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5270.07","80698","2019-02-19T11:37:27.000Z","Forsyth Street and Canal Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4404.10","84140","2019-05-16T12:58:01.000Z","Bond Street and Bergen Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4422.05","111919","2020-01-21T13:14:21.000Z","Columbia Street and Kane Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7281.09","87510","2019-08-27T09:47:44.000Z","West 76th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3914.02","75094","2018-09-25T13:21:31.000Z","7th Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4255.05","99324","2019-10-24T12:00:39.000Z","Hancock Street and Bedford Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4395.04","83494","2019-05-01T12:26:36.000Z","Lafayette Avenue and Fort Greene Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7634.01","85968","2019-07-08T12:46:27.000Z","West 106th Street and Amsterdam Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6989.07","99681","2019-11-06T13:41:03.000Z","31st Street and Astoria Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4936.01","101677","2020-01-13T12:55:49.000Z","Front Street and Washington Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4419.03","112679","2020-02-10T11:56:34.000Z","Washington Avenue and Greene Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5659.11","87177","2019-08-15T14:07:18.000Z","East 11th Street and Avenue B","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4889.06","99945","2019-11-14T12:54:42.000Z","Peter Minuit Place and Bus Slip","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4222.02","76359","2018-10-25T13:58:18.000Z","Lefferts Place and Franklin Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4001.09","74284","2018-09-05T13:58:34.000Z","St. Johns Place and Washington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5267.09","81233","2019-03-01T12:43:54.000Z","Roebling Street and North 4th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6286.02","78733","2018-12-28T11:57:16.000Z","46th Avenue and 5th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5359.10","99967","2019-11-14T13:38:57.000Z","Hudson Street and Reade Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
