"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (996086.9185714275 157042.7538778335)","320426650","Alteration","Residential",,"5. Completed Construction","2013","2012","1.0","2.0","1.0","0","0","0","0","2.0","3","3199500","3073460023","2140","EAST 14 STREET","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)","PROPOSED HORIZONTAL ENLARGEMENT AT 1ST &amp; 2ND FLOOR. CONVERT EXISTING 1 FAMILY TO 2 FAMILY. RENOVATION &amp; PLUMBING WORK AS PER PLAN. OBTAIN NEW C/O.","2012-02-07T00:00:00.000","2012-07-17T00:00:00.000","2013-05-07T00:00:00.000","2013-05-07T00:00:00.000","R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470582001001","30582001001","3058200","BK25","Homecrest","315","48","21_2","21","138","189","E246","43","08","061",,,"40.5977226256","-73.9573775409","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9573775409 40.5977226256)","A1","36047058200","360470582001001","36047058200","30582001001","3058200","BK1501","Gravesend (East)-Homecrest","BK15","BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation)"
"POINT (1024407.4557622522 213007.14687009156)","421083106","New Building","Residential",,"9. Withdrawn",,,"0.0","2.0","2.0","0","0","0","0","0.0","4","4616794","4020130072","111-13","41 AVENUE","Empty Site","Residential: 1-2 Family Houses (R-3)","NEW TWO   FAMILY RESIDENCE","2015-05-11T00:00:00.000",,"2016-05-10T00:00:00.000",,"R5",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360810399002000","40399002000","4039900","QN25","Corona","404","21","24_1","24","745","413","L138","46","14","110",,,"40.751249","-73.855064","Lat/Lon geosupport",,"22Q4","POINT (-73.855064 40.751249)","G7","36081039900","360810399012000","36081039900","40399012000","4039901","QN0402","Corona","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (1001575.2901405841 190177.76897250116)","320444827","Alteration","Residential",,"3. Permitted for Construction",,"2014","2.0","3.0","1.0","0","0","0","0","0.0","3","3044246","3016240063","547","QUINCY STREET","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","TO CONVERT EXISTING TWO (2) FAMILIES DWELLING INTO A THREE (3) FAMILIES DWELLING. ALL WORK AS PER PLANS FILED HEREWITH.","2012-03-06T00:00:00.000","2014-09-19T00:00:00.000","2020-07-20T00:00:00.000",,"R6",,,,,,"4.0","4.0",,"Private For-Profit: Individual","360470279004000","30279004000","3027900","BK35","Stuyvesant Heights","303","36","16_2","16","75","293","E214","37","15","081",,,"40.6886620733","-73.9375292245","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9375292245 40.6886620733)","B3","36047027900","360470279004000","36047027900","30279004000","3027900","BK0302","Bedford-Stuyvesant (East)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (996670.4334805012 200669.26111283898)","320906230","New Building","Residential",,"9. Withdrawn",,,"0.0","4.0","4.0","0","0","0","0","0.0","3","3414035","3023130027","207","NORTH 8 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2013-10-07T00:00:00.000",,"2015-08-24T00:00:00.000",,"R6A","M1-2",,"MX-8","GW",,"0.0","5.0",,"Private For-Profit: Partnership","360470519001005","30519001005","3051900","BK73","North Side-South Side","301","33","14_3","14","42","309","E229","35","11","094",,,"40.717467","-73.955196","Lat/Lon geosupport",,"22Q4","POINT (-73.955196 40.717467)","V1","36047051900","360470519001005","36047051900","30519001005","3051900","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1008454.6631928384 189470.5807543397)","320622019","Alteration","Residential",,"5. Completed Construction","2016","2015","2.0","2.0","0.0","0","0","0","0","2.0","3","3079000","3034150008","1297","BUSHWICK AVENUE","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)","PROPOSED TWO FAMILY DWELLING. FULL INTERIOR RENOVATION, REQUEST NEW CO, NO CHANGE IN EGRESS.","2014-12-22T00:00:00.000","2015-09-10T00:00:00.000","2016-08-04T00:00:00.000","2016-04-08T00:00:00.000","R6",,,,,,"3.0","3.0",,"Private For-Profit: Corporation","360470401003002","30401003002","3040100","BK78","Bushwick South","304","37","32_1","32","92","407","Q252","37","15","083",,,"40.6867048659","-73.9127258619","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9127258619 40.6867048659)","B1","36047040100","360470401003003","36047040100","30401003003","3040100","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (990933.1726453453 170099.1437755078)","320309055","Alteration","Residential","Non-Residential","5. Completed Construction","2013","2011","20.0","20.0","0.0","0","0","0","0","20.0","3","3127072","3053960043","221","AVENUE F","Assembly: Other (PUB)","Unknown (E)",,"2011-05-17T00:00:00.000","2011-08-11T00:00:00.000","2013-01-11T00:00:00.000","2013-01-11T00:00:00.000","R5",,,"OP",,,"4.0","4.0",,"Private Non-Profit: Corporation","360470484003000","30484003000","3048400","BK41","Kensington-Ocean Parkway","312","39","20_3","20","12","219","E250","41","15","066",,,"40.6335651029","-73.9759228899","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9759228899 40.6335651029)","C7","36047048400","360470484002002","36047048400","30484002002","3048400","BK1203","Kensington","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (998414.3607669175 199352.89432300627)","320720546","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2015","1.0","1.0","0.0","0","0","0","0","0.0","3","3068806","3027620006","600","METROPOLITAN AVENUE","Assembly: Eating & Drinking (F-4)","Assembly: Eating & Drinking (A-2)",,"2013-04-03T00:00:00.000","2015-10-28T00:00:00.000","2017-05-25T00:00:00.000",,"R7A",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470503003000","30503003000","3050300","BK90","East Williamsburg","301","34","14_2","14","43","403","E216","35","11","090",,,"40.7138512678","-73.9489077308","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9489077308 40.7138512678)","K4","36047050300","360470503003000","36047050300","30503003000","3050300","BK0104","East Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (994609.3601748347 190255.88561417162)","320623312","New Building","Residential",,"5. Completed Construction","2018","2015","0.0","116.0","116.0","0","0","0","0","116.0","3","3055380","3019337501","331","LAFAYETTE AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2015-02-18T00:00:00.000","2015-12-21T00:00:00.000","2018-08-28T00:00:00.000","2018-10-25T00:00:00.000","R7-1",,,,,,"0.0","8.0",,"Private For-Profit: Partnership","360470193002000","30193002000","3019300","BK69","Clinton Hill","302","35","13_3","13","244","288","E210","31","11","088",,,"40.6888873797","-73.9626471281","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9626471281 40.6888873797)","R0","36047019300","360470193004001","36047019300","30193004001","3019300","BK0204","Clinton Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (993979.2364350855 198014.33400800824)","320911858","Alteration","Residential",,"2. Approved Application",,,"40.0","40.0","0.0","0","0","0","0","0.0","3","3397723","3021310008","110","BROADWAY","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (R-2)",,"2018-03-30T00:00:00.000",,"2018-06-13T00:00:00.000",,"C4-3","R6",,,,,"7.0","7.0",,"Private For-Profit: Individual","360470549001001","30549001001","3054900","BK73","North Side-South Side","301","34","14_3","14","34","305","E221","35","11","090",,,"40.7101832265","-73.9649080545","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9649080545 40.7101832265)","D7","36047054900","360470549001001","36047054900","30549001001","3054900","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (996145.3420110047 208145.07162050903)","320627103","New Building","Residential",,"3. Permitted for Construction",,"2015","0.0","240.0","240.0","0","0","0","0","0.0","3","3428896","3024720410","85","COMMERCIAL STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-09-15T00:00:00.000","2015-06-05T00:00:00.000","2023-02-23T00:00:00.000",,"R6",,,,"IBZ",,"0.0","9.0",,"Private For-Profit: Partnership","360470563001001","30563001001","3056300","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094","1","1","40.737987","-73.957077","Lat/Lon geosupport",,"22Q4","POINT (-73.957077 40.737987)","D6","36047056300","360470563022000","36047056300","30563022000","3056302","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (998066.4628406763 188648.57288391888)","320746467","Alteration","Residential","Non-Residential","5. Completed Construction","2016","2014","0.0","1.0","1.0","0","0","8","0","1.0","3","3051622","3018230007","387A","NOSTRAND AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","CONVERSION OF 1ST FLOOR BEAUTY PARLOR TO STORE AND 2ND AND 3RD FLOOR SROS TO 1 FAMILY DUPLEX AS SHOWN ON PLANS.","2013-04-22T00:00:00.000","2014-02-20T00:00:00.000","2016-05-25T00:00:00.000","2016-05-25T00:00:00.000","R6A",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470249001001","30249001001","3024900","BK75","Bedford","303","36","13_3","13","240","286","E235","57","11","079",,,"40.684470953","-73.9501846265","BIN DOB buildingfootprints","otherb_init/classa_init","22Q4","POINT (-73.9501846265 40.684470953)","S1","36047024900","360470249001001","36047024900","30249001001","3024900","BK0301","Bedford-Stuyvesant (West)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (989998.7329131663 165232.39136992395)","B00662274","New Building","Residential",,"2. Approved Application",,,"0.0","1.0","1.0","0","0","0","0","0.0","3","3131001","3054950313","2067","57 STREET","Empty Site",,"Proposed new 3 story single family residence","2022-01-14T00:00:00.000",,"2022-06-15T00:00:00.000",,,,,,,,"0.0","0.0",,"Private For-Profit: Individual","360470468001005","30468001005","3046800","BK88","Borough Park","312","44","21_3","21","141","200","E330","42","08","066",,,"40.6202075438","-73.9792936918","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9792936918 40.6202075438)","1 Family","36047046800","360470468001002","36047046800","30468001002","3046800","BK1204","Mapleton-Midwood (West)","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (984659.9903098345 163096.09544567764)","320593372","Alteration","Residential",,"5. Completed Construction","2014","2014","1.0","2.0","1.0","0","0","0","0","2.0","3","3160210","3062260004","7515","17 AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2013-12-16T00:00:00.000","2014-04-10T00:00:00.000","2014-12-22T00:00:00.000","2014-12-22T00:00:00.000","R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470264003000","30264003000","3026400","BK28","Bensonhurst West","311","43","20_3","20","218","351","L168","42","08","062",,,"40.6143457081","-73.9985247272","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9985247272 40.6143457081)","B3","36047026400","360470264003000","36047026400","30264003000","3026400","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (1001208.353866592 194284.20531342924)","320771991","Demolition","Residential",,"5. Completed Construction","2013","2013","2.0","0.0","-2.0","0","0","0","0","0.0","3","3071708","3031330016","336","ELLERY STREET","Residential: 1-2 Family Houses (J-3)","Empty Site","DEMOLITION OF 2 STY STRUCTURE","2013-06-18T00:00:00.000","2013-07-31T00:00:00.000","2014-01-22T00:00:00.000","2013-07-31T00:00:00.000","M1-1",,,,,,"2.0","0.0",,"Government, City: HPD","360470389001005","30389001005","3038900","BK78","Bushwick South","304","34","14_2","14","32","304","E217","57","11","083",,,"40.699934","-73.938842","Lat/Lon geosupport",,"22Q4","POINT (-73.938842 40.699934)","V1","36047038900","360470389001005","36047038900","30389001005","3038900","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (1007478.2553687543 193836.08744326234)","320369132","Alteration","Residential","Non-Residential","5. Completed Construction","2013","2012","2.0","6.0","4.0","0","0","0","0","6.0","3","3331579","3033170020","250","MENAHAN STREET","Commercial: Not Specified (COM)","Residential: 3 or More Units (R-2)",,"2011-10-05T00:00:00.000","2012-02-28T00:00:00.000","2013-10-04T00:00:00.000","2013-10-04T00:00:00.000","R6",,,,,,"2.0","4.0",,"Private For-Profit: Individual","360470433002002","30433002002","3043300","BK77","Bushwick North","304","37","32_2","32","85","406","E271","28","11","083",,,"40.6986897854","-73.9162314745","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9162314745 40.6986897854)","S5","36047043300","360470433002002","36047043300","30433002002","3043300","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (995229.8182515055 185240.87595917284)","320908862","New Building","Residential",,"5. Completed Construction","2020","2017","0.0","8.0","8.0","0","0","0","0","8.0","3","3343219","3011627505","529","PARK PLACE","Empty Site","Residential: 3 or More Units (R-2)",,"2015-08-13T00:00:00.000","2017-05-26T00:00:00.000","2020-10-08T00:00:00.000","2020-04-16T00:00:00.000","R6",,,,,,"0.0","5.0",,"Private For-Profit: Partnership","360470305004002","30305004002","3030500","BK61","Crown Heights North","308","35","17_1","17","155","396","E219","57","11","077",,,"40.6751215696","-73.9604180187","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9604180187 40.6751215696)","R0","36047030500","360470305004002","36047030500","30305004002","3030500","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (998831.6739086807 190977.40320000052)","320902788","Alteration","Residential",,"5. Completed Construction","2015","2014","1.0","3.0","2.0","0","0","0","0","3.0","3","3049783","3017850012","184","KOSCIUSKO STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","SEE SECTION 24.","2013-08-27T00:00:00.000","2014-04-08T00:00:00.000","2015-12-03T00:00:00.000","2015-11-16T00:00:00.000","R6",,,,,,"3.0","3.0",,"Private For-Profit: Partnership","360470261003001","30261003001","3026100","BK75","Bedford","303","36","13_3","13","241","288","L102","57","11","079",,,"40.6908618307","-73.9474205323","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9474205323 40.6908618307)","C0","36047026100","360470261003001","36047026100","30261003001","3026100","BK0301","Bedford-Stuyvesant (West)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (1015684.3324605078 184887.2687267512)","320447833","New Building","Residential",,"5. Completed Construction","2014","2012","0.0","3.0","3.0","0","0","0","0","3.0","3","3424186","3039980006","319","JEROME STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2012-03-14T00:00:00.000","2012-05-22T00:00:00.000","2015-09-24T00:00:00.000","2014-10-15T00:00:00.000","R5",,,,,,"0.0","3.0",,"Government, City: HPD","360471150003002","31150003002","3115000","BK82","East New York","305","37","19_2","19","197","254","E332","44","15","075",,,"40.674102","-73.886679","Lat/Lon geosupport",,"22Q4","POINT (-73.886679 40.674102)","C0","36047115000","360471150003003","36047115000","31150003003","3115000","BK0502","East New York (North)","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (1004441.9097354263 183596.52655759454)","320910234","Alteration","Residential",,"5. Completed Construction","2019","2018","3.0","10.0","7.0","0","0","0","0","10.0","3","3036899","3013800071","1525","ST JOHNS PLACE","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (R-2)","PROPOSED VERTICAL EXTENSION TO EXISTING 3 STORY WITH CELLAR","2017-12-14T00:00:00.000","2018-05-14T00:00:00.000","2019-11-14T00:00:00.000","2019-09-20T00:00:00.000","R6",,,,,,"3.0","5.0",,"Private For-Profit: Individual","360470357001000","30357001000","3035700","BK61","Crown Heights North","308","36","17_1","17","161","270","L123","38","15","077",,,"40.6705919824","-73.9272123755","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9272123755 40.6705919824)","C1","36047035700","360470357011000","36047035700","30357011000","3035701","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (965890.3838202506 160685.09698684514)","520382363","New Building","Residential",,"3. Permitted for Construction",,"2020","0.0","8.0","8.0","0","0","0","0","0.0","5","5174429","5028660076","111","FINGERBOARD ROAD","Empty Site","Residential: 3 or More Units (R-2)",,"2019-06-13T00:00:00.000","2020-11-09T00:00:00.000","2020-11-09T00:00:00.000",,"R3-2",,,,,,"0.0","3.0",,"Private For-Profit: Corporation","360850008003008","50008003008","5000800","SI37","Stapleton-Rosebank","501","49","31_4","31","289","9","E152","21","08","120",,,"40.607709","-74.066123","Lat/Lon geosupport",,"22Q4","POINT (-74.066123 40.607709)","S1","36085000800","360850008003010","36085000800","50008003010","5000800","SI0103","Rosebank-Shore Acres-Park Hill","SI01","SI01 North Shore (CD 1 Equivalent)"
"POINT (987282.4640675038 194318.1872008443)","320576391","New Building","Residential",,"5. Completed Construction","2014","2013","0.0","2.0","2.0","0","0","0","0","2.0","3","3388794","3000750001","117","CADMAN PLAZA EAST","Empty Site","Residential: 1-2 Family Houses (R-3)","NEW 3 STORY BUILDING","2013-07-26T00:00:00.000","2013-11-08T00:00:00.000","2014-07-25T00:00:00.000","2014-07-25T00:00:00.000","PARK",,,,,,"0.0","3.0",,"Government, City: City Agency","360470013001000","30013001000","3001300","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","302","33","13_2","13","249","291","E205","32","11","084",,,"40.700043","-73.989065","Lat/Lon geosupport",,"22Q4","POINT (-73.989065 40.700043)","Q1","36047001300","360470013001000","36047001300","30013001000","3001300","BK0202","Downtown Brooklyn-DUMBO-Boerum Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (1047165.4214010835 213711.99979108572)","421331286","Demolition","Residential",,"5. Completed Construction","2016","2016","1.0","0.0","-1.0","0","0","0","0","0.0","4","4617510","4073660059","48-35","207 STREET","Residential: 1-2 Family Houses (J-3)","Empty Site",,"2016-05-31T00:00:00.000","2016-08-25T00:00:00.000","2016-11-05T00:00:00.000","2016-08-25T00:00:00.000","R3-2",,,,,,"1.0","0.0",,"Private For-Profit: Individual","360811435001007","41435001007","4143500","QN46","Bayside-Bayside Hills","411","23","26_2","26","915","338","L164","53","14","111",,,"40.753051","-73.772919","Lat/Lon geosupport",,"22Q4","POINT (-73.772919 40.753051)","B2","36081143500","360811435001007","36081143500","41435001007","4143500","QN1102","Bayside","QN11","QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation)"
"POINT (997492.4518495947 197414.1377018392)","321210006","Alteration","Residential",,"5. Completed Construction","2018","2016","3.0","8.0","5.0","0","0","0","0","8.0","3","3063377","3024380013","378","SOUTH 3 STREET","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (R-2)",,"2015-09-01T00:00:00.000","2016-09-09T00:00:00.000","2019-01-28T00:00:00.000","2018-11-28T00:00:00.000","R6",,,,,,"3.0","4.0",,"Private For-Profit: Individual","360470527002000","30527002000","3052700","BK73","North Side-South Side","301","34","14_2","14","38","404","L104","35","11","090",,,"40.7085312689","-73.9522370556","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9522370556 40.7085312689)","C1","36047052700","360470527002000","36047052700","30527002000","3052700","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1008544.1748248339 188649.57944358885)","320479987","Alteration","Residential",,"3. Permitted for Construction",,"2013","91.0","91.0","0.0","0","0","0","0","0.0","3","3319581","3034260005","1675","BROADWAY","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (R-2)","FILING NO WORK APPLICATION TO OBTAIN FINAL CERTIFICATE OF OCCUPANCY, ALL WORK WAS DONE UNDER APPLICATION 3P0007076,","2012-05-17T00:00:00.000","2013-01-08T00:00:00.000","2013-01-08T00:00:00.000",,"R6",,,,,,"3.0","3.0",,"Government, City: Other","360470401001002","30401001002","3040100","BK78","Bushwick South","304","37","32_1","32","92","407","Q252","37","15","083",,,"40.6844511604","-73.9124060666","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9124060666 40.6844511604)","N2","36047040100","360470401001002","36047040100","30401001002","3040100","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (983138.1606763452 171022.58877900243)","320912090","New Building","Residential",,"1. Filed Application",,,"0.0","12.0","12.0","0","0","0","0","0.0","3","3139601","3056800073","933","56 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2018-04-11T00:00:00.000",,"2018-07-18T00:00:00.000",,"R6",,,,,,"0.0","7.0",,"Private For-Profit: Corporation","360470116002000","30116002000","3011600","BK88","Borough Park","312","38","20_1","20","227","219","E247","40","08","066",,,"40.636102214","-74.0040073985","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0040073985 40.636102214)","B1","36047011600","360470116002000","36047011600","30116002000","3011600","BK1201","Sunset Park (East)-Borough Park (West)","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (989828.7827937603 165046.8563079238)","320845975","Alteration","Residential",,"5. Completed Construction","2015","2013","2.0","1.0","-1.0","0","0","0","0","1.0","3","3131264","3055000053","2063","58 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2013-08-14T00:00:00.000","2013-12-19T00:00:00.000","2015-09-22T00:00:00.000","2015-09-22T00:00:00.000","R5",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470468001004","30468001004","3046800","BK88","Borough Park","312","44","21_3","21","141","200","E330","42","08","066",,,"40.619698397","-73.9799060289","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9799060289 40.619698397)","A5","36047046800","360470468001003","36047046800","30468001003","3046800","BK1204","Mapleton-Midwood (West)","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (942516.4892951697 139111.30155183375)","520310413","Demolition","Residential",,"5. Completed Construction","2017","2017","1.0","0.0","-1.0","0","0","0","0","0.0","5","5171022","5051450001","55","NELSON AVENUE","Residential: Not Specified (RES)","Empty Site",,"2017-09-06T00:00:00.000","2017-12-19T00:00:00.000","2018-03-17T00:00:00.000","2017-12-19T00:00:00.000","R3X",,,"SRD",,,"1.0","0.0",,"Private For-Profit: Individual","360850132033013","50132033013","5013203","SI54","Great Kills","503","51","31_3","31","260","6","E162","23","08","122",,,"40.548414","-74.15017","Lat/Lon geosupport",,"22Q4","POINT (-74.15017 40.548414)","B2","36085013203","360850132033013","36085013203","50132033013","5013203","SI0302","Great Kills-Eltingville","SI03","SI03 South Shore (CD 3 Approximation)"
"POINT (1031747.4417384267 217448.1429093331)","421390408","New Building","Residential",,"2. Approved Application",,,"0.0","7.0","7.0","0","0","0","0","0.0","4","4623598","4049770048","137-70","NORTHERN BOULEVARD","Empty Site","Residential: 3 or More Units (R-2)",,"2017-01-12T00:00:00.000",,"2019-02-26T00:00:00.000",,"C4-3",,,,,,"0.0","7.0",,"Private For-Profit: Corporation","360810869001010","40869001010","4086900","QN22","Flushing","407","20","25_2","25","305","18","E273","52","14","109",,,"40.763402","-73.828541","Lat/Lon geosupport",,"22Q4","POINT (-73.828541 40.763402)","V1","36081086900","360810869001011","36081086900","40869001011","4086900","QN0707","Flushing-Willets Point","QN07","QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation)"
"POINT (1005091.4058117568 217522.0948611796)","421394477","New Building","Residential",,"9. Withdrawn",,"2018","0.0","6.0","6.0","0","0","0","0","0.0","4","4623194","4005890028","31-33","30 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2016-11-09T00:00:00.000","2018-06-19T00:00:00.000","2019-04-04T00:00:00.000",,"R6B",,,,,,"0.0","4.0",,"Private For-Profit: Corporation","360810061001000","40061001000","4006100","QN70","Astoria","401","22","30_3","30","758","367","E260","45","14","114",,,"40.763708","-73.924766","Lat/Lon geosupport",,"22Q4","POINT (-73.924766 40.763708)","V0","36081006100","360810061001000","36081006100","40061001000","4006100","QN0103","Astoria (Central)","QN01","QN01 Astoria-Queensbridge (CD 1 Equivalent)"
"POINT (982172.8256647587 171405.937421754)","320783194","Alteration","Residential","Non-Residential","5. Completed Construction","2018","2015","4.0","0.0","-4.0","0","0","0","0","0.0","3","3139839","3056860001","5623","8 AVENUE","Residential: Not Specified (RES)","Commercial: Offices (B)",,"2013-07-11T00:00:00.000","2015-04-06T00:00:00.000","2018-06-22T00:00:00.000","2018-06-22T00:00:00.000","R6",,,,,,"3.0","6.0","Horizontal and Vertical","Private For-Profit: Corporation","360470104001000","30104001000","3010400","BK34","Sunset Park East","312","38","20_1","20","226","219","L114","40","08","066",,,"40.6371542513","-74.0074856184","BIN DOB buildingfootprints","classa_prop","22Q4","POINT (-74.0074856184 40.6371542513)","O5","36047010400","360470104022000","36047010400","30104022000","3010402","BK1201","Sunset Park (East)-Borough Park (West)","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (1021806.4055181742 186156.35149042308)","320400892","Alteration","Residential",,"3. Permitted for Construction",,"2013","1.0","2.0","1.0","0","0","0","0","0.0","3","3094835","3042240021","543","ELDERT LANE","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)","APPLICATION FILED TO CONVERT EXISTING ONE FAMILY DWELLING INTO A 2 FAMILY DWELLING AND REAR EXTENSION - ALL AS PER PLANS FILED HEREWITH.","2011-09-21T00:00:00.000","2013-07-02T00:00:00.000","2013-09-19T00:00:00.000",,"R4",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360471202002000","31202002000","3120200","BK83","Cypress Hills-City Line","305","37","19_2","19","201","259","E236","39","15","075",,,"40.6775614877","-73.8646015608","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8646015608 40.6775614877)","B3","36047120200","360471202002000","36047120200","31202002000","3120200","BK0505","East New York-City Line","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (1011346.588183254 202474.34149217606)","421410752","Alteration","Residential",,"3. Permitted for Construction",,"2018","2.0","2.0","0.0","0","0","0","0","0.0","4","4060655","4027130037","61-62","GRAND AVENUE","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)",,"2016-12-15T00:00:00.000","2018-05-15T00:00:00.000","2019-12-05T00:00:00.000",,"R5B",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360810521002000","40521002000","4052100","QN30","Maspeth","405","30","24_3","24","342","32","Q288","46","14","104",,,"40.7223887331","-73.9022460334","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9022460334 40.7223887331)","B3","36081052100","360810521002001","36081052100","40521002001","4052100","QN0501","Maspeth","QN05","QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation)"
