"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"WILLIAMSBRIDGE N A A C P EARLY CHILDHOOD EDUCATION CENTER","WILLIAMSBRIDGE N A A C P EARLY CHILDHOOD EDUCATION CENTER,INC.","670-680","EAST 219 STREET","BRONX","10467","718-798-1262","3067","2023-06-28T00:00:00.000","Permitted","2 YEARS - 5 YEARS","165","DC2030","PRESCHOOL","GDC","Child Care - Pre School","2057523",,"2005-03-25T00:00:00.000","N",,,"10","11.9769",,,,,"2021-04-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"IVY UNITED USA,INC","IVY UNITED USA, INC.","104-70","QUEENS BLVD.","QUEENS","11375","718-997-1997","92118","2023-07-06T00:00:00.000","Permitted","2 YEARS - 5 YEARS","166","DC26201","PRESCHOOL","GDC","Child Care - Pre School","4075227","www.ivydayschool.com","2015-07-06T00:00:00.000","Y","20","21.905","28","11.9769","0","6.1285","20","18.9541","2023-01-20T00:00:00.000","At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate the potential for exposure to choking hazards by children.","CRITICAL","47.57(c)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"BRONX DAY CARE CENTER","BRONX DAY CARE CENTER, INC.","559","EAST TREMONT AVE","BRONX","10457","718-299-2275","8143","2024-03-25T00:00:00.000","Permitted","0 YEARS - 2 YEARS","18","DC19406","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","2011829",,"2010-03-25T00:00:00.000","Y","0","17.4391","4","8.4034","0","4.9984","0","15.3835","2023-02-28T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"SHOLOM, SHOLOM INC.","Sholom Sholom Inc","63-44","Wetherole Street","QUEENS","11374","718-896-5437","104524","2024-07-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","70","DC36862","PRESCHOOL","GDC","Child Care - Pre School","4072455",,"2018-07-17T13:28:39.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2022-03-07T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"A HOUSE ON BEEKMAN, INC.","A HOUSE ON BEEKMAN, INC.","390","JACKSON AVENUE","BRONX","10454","972-841-8120","79237","2025-01-14T00:00:00.000","Permitted","2 YEARS - 5 YEARS","41","DC31728","PRESCHOOL","GDC","Child Care - Pre School","2003865","www.ahouseonbeekman.org","2015-01-14T00:00:00.000","Y","28.5714","21.905","8","11.9769","14.2857","6.1285","28.5714","18.9541","2023-03-01T00:00:00.000","At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.","GENERAL","47.41(h)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"A HOUSE ON BEEKMAN, INC.","A HOUSE ON BEEKMAN, INC.","390","JACKSON AVENUE","BRONX","10454","972-841-8120","79237","2025-01-14T00:00:00.000","Permitted","2 YEARS - 5 YEARS","41","DC31728","PRESCHOOL","GDC","Child Care - Pre School","2003865","www.ahouseonbeekman.org","2015-01-14T00:00:00.000","Y","28.5714","21.905","8","11.9769","14.2857","6.1285","28.5714","18.9541","2023-03-01T00:00:00.000","At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.","GENERAL","47.41(h)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"ZETA BRONX MOUNT EDEN","ZETA BRONX MOUNT EDEN","1325","JEROME AVENUE","BRONX","10452","908-358-2281",,"1900-01-01T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC40300","PRESCHOOL","SBCC","School Based Child Care","0","zetaschools.org",,,"100","45.1817","4","8.0094","50","23.3017","100","35.2291","2023-02-22T00:00:00.000","School has designated a food service supervisor. Supervisor holds a FPC in accordance with 81.15(a)","CRITICAL","43.16(c)","CORRECTED","Compliance Inspection of Open Violations - Reinspection Required; Fines pending"
"HOLY FAMILY SCHOOL","HOLY FAMILY SCHOOL","2169","BLACKROCK AVENUE","BRONX","10472","718-863-7280",,"2115-12-14T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC1749","PRESCHOOL","SBCC","School Based Child Care","2026397","www.archny.org/education",,,"0","45.1817","17","8.0094","0","23.3017","0","35.2291","2022-11-02T00:00:00.000","Within 3 months of hire all staff trained in emergency procedures in the Written Safety Plan. Training include loss of child response, lockdown, gas, electrical, sewer or water main break and extreme weather","GENERAL","43.14(c)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"SAN JOSE NURSERY","CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC.","432","WEST 20 STREET","MANHATTAN","10011","212-929-0839","6880","2021-09-18T00:00:00.000","Expired-In Renewal","0 YEARS - 2 YEARS","20","DC2279","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1080367",,"2004-03-11T00:00:00.000","N","0","17.4391","4","8.4034","0","4.9984","0","15.3835","2023-02-09T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"LITTLE BERRIES INC","LITTLE BERRIES INC.","8416","19 AVENUE","BROOKLYN","11214","929-333-9595","8322","2023-06-20T00:00:00.000","Permitted","2 YEARS - 5 YEARS","65","DC21573","PRESCHOOL","GDC","Child Care - Pre School","3165323","littleberries.net","2011-06-20T00:00:00.000","Y","40","21.905","3","11.9769","20","6.1285","40","18.9541","2022-08-10T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BRIGHT HORIZONS AT EAST VILLAGE","BRIGHT HORIZONS CHILDREN'S CENTERS LLC","526","E 14TH ST","MANHATTAN","10009","332-255-8506","105145","2024-02-18T00:00:00.000","Permitted","0 YEARS - 2 YEARS","54","DC38870","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1090264","www.brighthorizons.com","2020-02-18T09:20:48.000","Y","14.2857","17.4391","7","8.4034","0","4.9984","14.2857","15.3835","2023-04-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"NY KIDS CLUB","PNW Enterprises LLC NY Kids Club","21","WEST END AVE","MANHATTAN","10023","917-363-8153","105272","2023-01-06T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","37","DC39934","PRESCHOOL","GDC","Child Care - Pre School","1088870",,"2021-01-06T12:36:08.000","Y","66.6667","21.905","2","11.9769","0","6.1285","66.6667","18.9541","2022-05-12T00:00:00.000","Qualified Group Teacher Not designated to cover for Education Director. Permittee failed to Notify Department of separation from service of Education Director","CRITICAL","47.13(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.","THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.","59-03","SUMMERFIELD STREET","QUEENS","11385","718-456-5437","25877","2024-10-22T00:00:00.000","Permitted","2 YEARS - 5 YEARS","54","DC22642","PRESCHOOL","GDC","Child Care - Pre School","4437841","www.greaterridgewoodyouthcouncil.org","2012-10-22T00:00:00.000","Y","16.6667","21.905","5","11.9769","0","6.1285","16.6667","18.9541","2020-10-14T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"Razi School","RAZI SCHOOL","55-11","QUEENS BOULEVARD","QUEENS","11377","718-779-0711",,"2115-01-23T00:00:00.000","Active","2 YEARS - 5 YEARS","0","DC2719","PRESCHOOL","SBCC","School Based Child Care","4030990",,,,"33.3333","45.1817","6","8.0094","0","23.3017","33.3333","35.2291","2023-02-01T00:00:00.000","Children Not immunized with approved vaccine against influenza by December 31 of each year unless exempt","CRITICAL","43.17(a)(2)(B)(i)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"SUNSHINE LEARNING CENTER","Sunshine Center of Coney Island LLC","2929","WEST 31ST STREET","BROOKLYN","11224","718-996-7200","7320","2024-12-20T00:00:00.000","Permitted","2 YEARS - 5 YEARS","53","DC14161","PRESCHOOL","GDC","Child Care - Pre School","3321834","www.sunshinenewyork.com","2004-12-20T00:00:00.000","N","0","21.905","9","11.9769","0","6.1285","0","18.9541","2022-12-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"HAPPY LITTLE BEAR DAY CARE LLC","HAPPY LITTLE BEAR DAY CARE LLC","94-25","57TH AVE","QUEENS","11373","929-296-0087","104682","2024-12-19T00:00:00.000","Permitted","2 YEARS - 5 YEARS","29","DC37552","PRESCHOOL","GDC","Child Care - Pre School","4047077",,"2018-12-19T13:51:31.000","Y","33.3333","21.905","6","11.9769","16.6667","6.1285","33.3333","18.9541","2020-10-26T00:00:00.000","At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.","GENERAL","47.25(a)(1)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"ASCENSION SCHOOL","ASCENSION SCHOOL","220","WEST 108 STREET","MANHATTAN","10025","212-222-5161",,"2116-11-16T00:00:00.000","Active","3 YEARS - 5 YEARS","25","DC2547","PRESCHOOL","SBCC","School Based Child Care","1056664","www.archny.org/education",,,"50","45.1817","1","8.0094","50","23.3017","0","35.2291","2021-10-13T00:00:00.000","School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.","GENERAL","43.11(b)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"EIS LAASOIS CHILD DEVELOPMENT SERVICES","WILLIAMSBURG INFANT & EARLY CHILDHOOD DEVELOPMENT CENTER","6202","15TH AVE","BROOKLYN","11219","718-303-9400","105309","2023-03-31T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","165","DC39853","PRESCHOOL","GDC","Child Care - Pre School","3141674",,"2021-03-31T10:04:04.000","Y","33.3333","21.905","32","11.9769","33.3333","6.1285","0","18.9541","2022-07-14T00:00:00.000","Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.","PUBLIC HEALTH HAZARD","3.05","CORRECTED","Initial Annual Inspection - Reinspection Required; Program closed"
"THE LEARNING TREE","GREAT EXPECTATIONS HOLDING CORP","74-15","JUNIPER BOULEVARD NORTH","QUEENS","11379","718-899-2020","4204","2023-07-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","79","DC2259","PRESCHOOL","GDC","Child Care - Pre School","4067020","WWW.THELEARNINGTREE.ORG","2003-07-01T00:00:00.000","N","75","21.905","11","11.9769","25","6.1285","50","18.9541","2023-03-22T00:00:00.000","At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.","GENERAL","47.25(c)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"YELED V' YALDA EARLY CHILDHOOD CENTER, INC.","YELED V'YALDA EARLY CHILDHOOD CENTER,INC.","6012","FARRAGUT ROAD","BROOKLYN","11236","718-209-1122","6055","2023-11-08T00:00:00.000","Permitted",,"94","DC14454","PRESCHOOL","GDC","Child Care - Pre School","3223428","www.yeled.org","2005-11-08T00:00:00.000","N","50","21.905","20","11.9769","0","6.1285","50","18.9541","2023-01-05T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE JACK AND JILL SCHOOL AT ST. GEORGE'S CHURCH","THE JACK AND JILL SCHOOL AT ST. GEORGE'S CHURCH","209","EAST 16 STREET","MANHATTAN","10003","212-475-0855","5089","2022-11-01T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","39","DC2652","PRESCHOOL","GDC","Child Care - Pre School","1019537","WWW.THEJACKANDJILLSCHOOL.ORG","2004-02-15T00:00:00.000","N","33.3333","21.905","5","11.9769","16.6667","6.1285","33.3333","18.9541","2022-10-05T00:00:00.000","At time of inspection children were observed occupying space Not previously approved by the Dept of Buildings, FDNY and/or DOHMH.","PUBLIC HEALTH HAZARD","47.57(f)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"EVERBROOK ACADEMY","TUTOR TIME LEARNING CENTERS,LLC","225","EAST 38 STREET","MANHATTAN","10016","212-682-8080","7192","2024-03-25T00:00:00.000","Permitted","2 YEARS - 5 YEARS","58","DC14339","PRESCHOOL","GDC","Child Care - Pre School","1087340",,"2003-10-13T00:00:00.000","N","12.5","21.905","13","11.9769","0","6.1285","12.5","18.9541","2020-09-17T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE GODDARD SCHOOL","2495 BROADWAY CENTER LLC","2495","BROADWAY","MANHATTAN","10025","212-712-2727","10257","2023-11-10T00:00:00.000","Permitted","2 YEARS - 5 YEARS","132","DC21595","PRESCHOOL","GDC","Child Care - Pre School","1087656",,"2011-11-10T00:00:00.000","Y","25","21.905","15","11.9769","0","6.1285","25","18.9541","2022-07-01T00:00:00.000","Except in night care a group teacher shall be in charge of each group of children 2-6 years of age","GENERAL","47.23(b)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"YELED V' YALDA EARLY CHILDHOOD CENTER, INC.","YELED V'YALDA EARLY CHILDHOOD CENTER,INC.","2166","CONEY ISLAND AVE","BROOKLYN","11223","718-732-7770","7646","2024-09-26T00:00:00.000","Permitted",,"80","DC16672","PRESCHOOL","GDC","Child Care - Pre School","3394079","www.yeled.org","2006-09-26T00:00:00.000","Y","0","21.905","13","11.9769","0","6.1285","0","18.9541","2021-09-01T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Bright Minds Academy INC","Bright Minds Academy INC","75","Skyline Drive","STATEN ISLAND","10304","877-826-2060","105200","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","0","DC39374","ALL AGE CAMP","Camp","Camp","5109393",,"2020-08-07T17:32:09.000","Y","50","26.8868","0","1","25","14.2558","50","21.8553","2022-08-12T00:00:00.000","Camp is supervised by a camp director. Camp Director present during operation","CRITICAL","48.09(c)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"JHELC INC.","JHELC INC.","10917","46TH AVE","QUEENS","11368","929-424-3013","105811","2024-08-24T00:00:00.000","Permitted","2 YEARS - 5 YEARS","55","DC41663","PRESCHOOL","GDC","Child Care - Pre School","4049428","www.thejhelc.com","2022-08-24T12:14:19.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2023-03-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"VIVVI 1, LLC","VIVVI 1, LLC","75","Varick  Street","MANHATTAN","10013","212-519-7660","104927","2023-07-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","46","DC37603","PRESCHOOL","GDC","Child Care - Pre School","1002934","www.vivvi.co","2019-07-03T14:56:09.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2022-03-02T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"SHOLOM  SHOLOM  INC","SHOLOM SHOLOM INC.","84-15","BEVERLY ROAD","QUEENS","11415","718-850-2934","77937","2024-12-19T00:00:00.000","Permitted","0 YEARS - 2 YEARS","8","DC23194","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","4574091",,"2014-12-19T00:00:00.000","Y","16.6667","17.4391","4","8.4034","16.6667","4.9984","16.6667","15.3835","2022-07-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"EAST SIDE SETTLEMENT  HOUSE HEAD START/ DAY CARE","EAST SIDE HOUSE SETTLEMENT","414","MORRIS AVENUE","BRONX","10451","718-401-4242","7400","2021-06-28T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","60","DC14111","PRESCHOOL","GDC","Child Care - Pre School","2097853","www.eastsidehouse.org","2005-06-06T00:00:00.000","Y","100","21.905","9","11.9769","25","6.1285","100","18.9541","2021-06-23T00:00:00.000","At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.","GENERAL","47.41(j)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"EAST SIDE SETTLEMENT  HOUSE HEAD START/ DAY CARE","EAST SIDE HOUSE SETTLEMENT","414","MORRIS AVENUE","BRONX","10451","718-401-4242","7400","2021-06-28T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","60","DC14111","PRESCHOOL","GDC","Child Care - Pre School","2097853","www.eastsidehouse.org","2005-06-06T00:00:00.000","Y","100","21.905","9","11.9769","25","6.1285","100","18.9541","2021-06-23T00:00:00.000","At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.","GENERAL","47.41(j)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"STAR PARADISE, INC.","STAR PARADISE, INC.","86-55","BROADWAY","QUEENS","11373","718-255-1899","26797","2024-11-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","129","DC23084","PRESCHOOL","GDC","Child Care - Pre School","4045397","WWW.BRIGHTSTARTCENTER.COM","2012-11-02T00:00:00.000","Y","33.3333","21.905","16","11.9769","0","6.1285","33.3333","18.9541","2023-03-08T00:00:00.000","Required smoke and carbon monoxide detectors Not provided or maintained at time of inspection.","CRITICAL","47.59(g)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"Peoples Daycare & Elementary School","PEOPLE'S DAY CARE CENTER","1491","BROADWAY","BROOKLYN","11221","718-485-0100","105523","1900-01-01T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC40779","PRESCHOOL","SBCC","School Based Child Care","3394519",,,,"100","45.1817","0","8.0094","100","23.3017","100","35.2291","2022-02-11T00:00:00.000","SBCC that prepares or processes food must maintain a FSE permit issued in accordance with HC 81.05","PUBLIC HEALTH HAZARD","43.16(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"YELED VYALDA EARLY CHILDHOOD CENTER, INC.","Yeled VYalda Early Childhood Center, INC.","275","KINGSTON AVENUE","BROOKLYN","11213","718-514-8910","103767","2022-08-16T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","75","DC34078","PRESCHOOL","GDC","Child Care - Pre School","3032810","www.yeled.org","2016-08-16T12:24:01.000","Y","14.2857","21.905","8","11.9769","14.2857","6.1285","0","18.9541","2023-04-20T00:00:00.000","At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.","GENERAL","47.41(j)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"MAGIC KINGDOM","MAGIC KINGDOM LLC.","5215","CHURCH AVENUE","BROOKLYN","11203","929-234-2451","14118","2022-09-08T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","30","DC22420","PRESCHOOL","GDC","Child Care - Pre School","3102219",,"2013-02-07T00:00:00.000","N","100","21.905","11","11.9769","0","6.1285","100","18.9541","2021-10-21T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"MOTT HAVEN ACADEMY CHARTER SCHOOL","MOTT HAVEN ACADEMY CHARTER SCHOOL","170","BROWN PLACE","BRONX","10454","718-292-7015",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","29","DC32065","PRESCHOOL","SBCC","School Based Child Care","2000023",,,,"50","45.1817","5","8.0094","0","23.3017","50","35.2291","2022-01-27T00:00:00.000","School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.","GENERAL","43.11(b)","CORRECTED","Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"EDWARDS L. CLEAVELAND DAY CARE CENTER","BROOKLYN KINDERGARTEN SOCIETY","1185","PARK PLACE","BROOKLYN","11213","718-778-6559","1848","2023-02-27T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","74","DC1642","PRESCHOOL","GDC","Child Care - Pre School","3324613","www.bksny.org","2004-11-10T00:00:00.000","N","40","21.905","11","11.9769","40","6.1285","0","18.9541","2022-01-26T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"STILLWELL AVENUE PREP SCHOOL","STILLWELL AVENUE INC.","1990","STILLWELL AVENUE","BROOKLYN","11223","718-265-2220","5709","2024-03-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","79","DC11017","PRESCHOOL","GDC","Child Care - Pre School","3185292","stillwellprepschools.com","2004-03-01T00:00:00.000","N","16.6667","21.905","6","11.9769","0","6.1285","16.6667","18.9541","2022-02-03T00:00:00.000","At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.","CRITICAL","47.49(a)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"LEARNING WHEEL CHILDCARE","LEARNING WHEEL CHILDCARE CORP","48","SULLIVAN ST","BROOKLYN","11231","718-576-3443","104364","2024-03-28T00:00:00.000","Permitted","0 YEARS - 2 YEARS","23","DC36590","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3008556",,"2018-03-28T10:28:28.000","Y","16.6667","17.4391","7","8.4034","0","4.9984","16.6667","15.3835","2021-06-25T00:00:00.000","Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.","GENERAL","47.13(f)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"IRA'S BRIARWOOD DAY CARE & PRESCHOOL,INC.","IRAS BRIARWOOD DAY CARE AND PRESCHOOL INC.","141-20","GRAND CENTRAL PARKWAY","QUEENS","11435","718-526-1803","6711","2024-10-14T00:00:00.000","Permitted",,"61","DC2749","PRESCHOOL","GDC","Child Care - Pre School","4143650","www.irasdaycareinc.com","2003-10-13T00:00:00.000","N","0","21.905","11","11.9769","0","6.1285","0","18.9541","2022-04-04T00:00:00.000","At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.","GENERAL","47.25(a)(1)","CORRECTED","Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"CAMP ABBA","QUEENS HERALD CHURCH, C&MA","6515","164 STREET","QUEENS","11365","718-463-8462","91203","2019-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","120","DC33148","ALL AGE CAMP","Camp","Camp","4149115",,"2015-06-24T00:00:00.000","N",,,"0","1",,,,,"2023-04-11T00:00:00.000","Exits from areas with 15 or more persons or Not readily visible are Not identified by lighted signs and directional signs as required","CRITICAL","48.15(b)(15)","OPEN",
"MOST HOLY REDEEMER CATHOLIC ACADEMY","MOST HOLY REDEEMER CATHOLIC ACADEMY","136-58","41 AVENUE","QUEENS","11355","718-961-0246",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC2494","PRESCHOOL","SBCC","School Based Child Care","4443827",,,,"100","45.1817","19","8.0094","0","23.3017","100","35.2291","2022-06-23T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"Teeny Tiny Toes, LLC","Teeny Tiny Toes, LLC","19-79","38th  Street","QUEENS","11105","347-801-3103","105313","2025-04-13T00:00:00.000","Permitted","0 YEARS - 2 YEARS","17","DC37840","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","4616405",,"2021-04-13T16:18:20.000","Y","0","17.4391","5","8.4034","0","4.9984","0","15.3835","2021-07-09T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"PRACTICAL LEARNING CENTER (P/S)","PRACTICAL LEARNING CENTER, INC.","22-32","BUCKINGHAM ROAD","BROOKLYN","11226","718-282-4200","5228","2024-04-30T00:00:00.000","Permitted","2 YEARS - 5 YEARS","96","DC411","PRESCHOOL","GDC","Child Care - Pre School","3328169",,"2004-04-30T00:00:00.000","N",,,"13","11.9769",,,,,"2022-03-31T00:00:00.000","At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.","CRITICAL","47.37(b)(1)","CORRECTED",
"MSKCC CHILDREN'S CENTER","BRIGHT HORIZONS CHILDREN'S CENTER LLC","475","MAIN STREET","MANHATTAN","10044","212-224-0129","7236","2022-08-31T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","30","DC2263","PRESCHOOL","GDC","Child Care - Pre School","1086204","www.brighthorizons.com/mskcc","2006-08-31T00:00:00.000","N","0","21.905","8","11.9769","0","6.1285","0","18.9541","2022-04-18T00:00:00.000","Food service establishments and Non-retail food processing establishments have adequate lighting for all areas of the premises 540 LUX in food prep areas 215 LUX in self serve areas;","GENERAL","81.19(a)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"LAC EARLY CHILDHOOD CENTER","LIFE ADJUSTMENT CENTER, INC.","2","FIFTH AVENUE","MANHATTAN","10011","212-828-3975","104253","2023-10-11T00:00:00.000","Permitted",,"31","DC35249","PRESCHOOL","GDC","Child Care - Pre School","1008850","www.lifeadjustmentcenter.com","2017-10-11T19:06:43.000","Y","0","21.905","5","11.9769","0","6.1285","0","18.9541","2022-10-19T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"READY, SET, GROW! CHILD CARE CENTER, L.L.C","READY, SET, GROW! CHILD CARE CENTER L.L.C.","136-16","31 ROAD","QUEENS","11354","718-888-7871","8284","2025-03-28T00:00:00.000","Permitted",,"73","DC21750","PRESCHOOL","GDC","Child Care - Pre School","4308655",,"2011-03-28T00:00:00.000","Y","40","21.905","7","11.9769","40","6.1285","20","18.9541","2022-01-06T00:00:00.000","Windows excluding fire escape windows in a child care service observed without window guards in a child care service.","PUBLIC HEALTH HAZARD","47.41(e)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"IMAGINE EARLY LEARNING CENTER-INFANT","IMAGINE EARLY LEARNING CENTERS, LLC","50","MONROE PLACE","BROOKLYN","11201","718-624-7520","7055","2023-02-10T00:00:00.000","Expired-In Renewal","0 YEARS - 2 YEARS","18","DC2093","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3001917",,"2005-02-09T00:00:00.000","N","0","17.4391","13","8.4034","0","4.9984","0","15.3835","2021-03-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"IRA'S BRIARWOOD DAY CARE & PRESCHOOL  INC.","IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.","139-76","85 DRIVE","QUEENS","11435","718-739-6500","8240","2025-02-18T00:00:00.000","Permitted","0 YEARS - 2 YEARS","15","DC21671","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","4440741",,"2011-02-18T00:00:00.000","Y","0","17.4391","5","8.4034","0","4.9984","0","15.3835","2022-06-06T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED",
