"school_year","dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only","unnamed_column","unnamed_column_1","unnamed_column_2","unnamed_column_3"
"2014-15","10X439","10X439 - BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE","HIGH SCHOOL","3.5","3","3",,"1",,,"398","100","133",,,,
"2014-15","10X440","10X440 - DEWITT CLINTON HIGH SCHOOL","HIGH SCHOOL","10","9","9",,,,"1","2109","192","211",,,,
"2014-15","10X442","10X442 - CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE","HIGH SCHOOL","2","2","2",,,,,"430","215","215",,,,
"2014-15","10X445","10X445 - BRONX HIGH SCHOOL OF SCIENCE","HIGH SCHOOL","12","12","12",,"1",,,"3015","252","252",,,,
"2014-15","10X447","10X447 - CRESTON ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"479","240","240",,,,
"2014-15","10X459","10X459 - EAST FORDHAM ACADEMY FOR THE ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"364","364","364",,,,
"2014-15","10X477","10X477 - MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES","HIGH SCHOOL","1","1","1",,"1",,,"449","449","449",,,,
"2014-15","10X503","10X503 - WALTON YABC","HIGH SCHOOL","1","1","1",,,,,"264","264","264",,,,
"2014-15","10X524","10X524 - CROTONA INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","3","1","1",,,,,"336","112","336",,,,
"2014-15","10X546","10X546 - BRONX THEATRE HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"428","143","214",,,,
"2014-15","10X549","10X549 - DISCOVERY HIGH SCHOOL","HIGH SCHOOL","2","2","2",,,,,"530","265","265",,,,
"2014-15","10X565","10X565 - HIGH SCHOOL FOR ENERGY AND TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"311","156","156",,,,
"2014-15","10X660","10X660 - GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC","HIGH SCHOOL","2.4","1","1",,,,,"178","60","178",,,,
"2014-15","10X696","10X696 - HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE","HIGH SCHOOL","2","2","2",,,,,"376","188","188",,,,
"2014-15","11X016","11X016 - P.S. 016 WAKEFIELD","ELEMENTARY","2","1","1",,"1",,,"570","285","570",,,,
"2014-15","11X019","11X019 - P.S. 019 JUDITH K. WEISS","K-8","1","1","1",,,,,"504","504","504",,,,
"2014-15","11X021","11X021 - P.S. 021 PHILIP H. SHERIDAN","ELEMENTARY","2","1","1",,,,,"707","354","707",,,,
"2014-15","11X041","11X041 - P.S. 041 GUN HILL ROAD","ELEMENTARY","2","2","2",,,,,"933","467","467",,,,
"2014-15","11X068","11X068 - P.S. 068 BRONX","ELEMENTARY","4","3","3",,,,,"749","188","250",,,,
"2014-15","11X076","11X076 - P.S. 076 THE BENNINGTON SCHOOL","ELEMENTARY","2","2","2",,,,,"1049","525","525",,,,
"2014-15","11X078","11X078 - P.S. 078 ANNE HUTCHINSON","ELEMENTARY","3","2","2",,,,,"800","267","400",,,,
"2014-15","11X083","11X083 - P.S. 083 DONALD HERTZ","K-8","5.4","3.4","3","0.4",,,,"1680","280","420",,,,
"2014-15","11X087","11X087 - P.S. 087 BRONX","ELEMENTARY","1.4","0.4",,"0.4",,,,"630","315","630",,,,
"2014-15","11X089","11X089 - P.S. 089 BRONX","K-8","3","2","2",,,,,"1472","491","736",,,,
"2014-15","11X096","11X096 - P.S. 096 RICHARD RODGERS","ELEMENTARY","2","1","1",,,,,"985","493","985",,,,
"2014-15","11X097","11X097 - P.S. 097 BRONX","ELEMENTARY","2","1","1",,,,,"738","369","738",,,,
"2014-15","11X103","11X103 - P.S. 103 HECTOR FONTANEZ","ELEMENTARY","2","1","1",,,,,"1154","577","1154",,,,
"2014-15","11X105","11X105 - P.S. 105 SEN ABRAHAM BERNSTEIN","ELEMENTARY","3","2","2",,,,,"1368","456","684",,,,
"2014-15","11X106","11X106 - P.S. 106 PARKCHESTER","ELEMENTARY","2","1","1",,,,,"1217","609","1217",,,,
"2014-15","11X108","11X108 - P.S. 108 PHILIP J. ABINANTI","ELEMENTARY","1","1","1",,,,,"579","579","579",,,,
"2014-15","11X111","11X111 - P.S. 111 SETON FALLS","ELEMENTARY","2","1","1",,,,,"689","345","689",,,,
"2014-15","11X112","11X112 - P.S. 112 BRONXWOOD","ELEMENTARY","1","0",,,,,"1","406","203",,,,,
"2014-15","11X121","11X121 - P.S. 121 THROOP","ELEMENTARY","2","1","1",,,,,"980","490","980",,,,
"2014-15","11X127","11X127 - J.H.S. 127 THE CASTLE HILL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,,,,"733","184","245",,,,
"2014-15","11X142","11X142 - MS 142 JOHN PHILIP SOUSA","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"113","113","113",,,,
"2014-15","11X144","11X144 - J.H.S. 144 MICHELANGELO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"558","186","279",,,,
"2014-15","11X153","11X153 - P.S. 153 HELEN KELLER","ELEMENTARY","2","1","1",,,,,"700","350","700",,,,
"2014-15","11X160","11X160 - P.S. 160 WALT DISNEY","ELEMENTARY","4","2","2",,,,,"398","100","199",,,,
"2014-15","11X169","11X169 - BAYCHESTER ACADEMY","EARLY CHILDHOOD","2","0",,,,,,"444","222",,,,,
"2014-15","11X175","11X175 - P.S. 175 CITY ISLAND","K-8","0.4","0.4",,"0.4",,,,"324","324","324",,,,
"2014-15","11X178","11X178 - P.S. 178 - DR. SELMAN WAKSMAN","ELEMENTARY","1","1","1",,,,,"491","491","491",,,,
"2014-15","11X180","11X180 - M.S. 180 DR. DANIEL HALE WILLIAMS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"876","292","438",,,,
"2014-15","11X181","11X181 - I.S. 181 PABLO CASALS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,"1",,,"873","291","437",,,,
"2014-15","11X189","11X189 - CORNERSTONE ACADEMY FOR SOCIAL ACTION","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"406","203","406",,,,
"2014-15","11X194","11X194 - PS/MS 194","K-8","3","2","2",,,,,"1384","462","692",,,,
"2014-15","11X249","11X249 - BRONX HEALTH SCIENCES HIGH SCHOOL","HIGH SCHOOL","2","2","2",,"1",,,"374","187","187",,,,
"2014-15","11X253","11X253 - BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR","HIGH SCHOOL","3","3","3",,,,,"389","130","130",,,,
"2014-15","11X265","11X265 - BRONX LAB SCHOOL","HIGH SCHOOL","3","1","1",,,,,"471","157","471",,,,
"2014-15","11X270","11X270 - ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO","SECONDARY SCHOOL","2","2","2",,,,,"371","186","186",,,,
"2014-15","11X272","11X272 - GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"238","119","238",,,,
"2014-15","11X275","11X275 - HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY","HIGH SCHOOL","4","3","3",,"2",,,"567","142","189",,,,
"2014-15","11X287","11X287 - THE FORWARD SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"248","124","248",,,,
"2014-15","11X288","11X288 - COLLEGIATE INSTITUTE FOR MATH AND SCIENCE","HIGH SCHOOL","3","2","2",,,,,"687","229","344",,,,
"2014-15","11X289","11X289 - THE YOUNG SCHOLARS ACADEMY OF THE BRONX","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,"1","318","159","159",,,,
"2014-15","11X290","11X290 - BRONX ACADEMY OF HEALTH CAREERS","HIGH SCHOOL","3","3","3",,,,,"465","155","155",,,,
"2014-15","11X299","11X299 - ASTOR COLLEGIATE ACADEMY","HIGH SCHOOL","4","4","4",,,,,"476","119","119",,,,
"2014-15","11X326","11X326 - BRONX GREEN MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"414","414","414",,,,
"2014-15","11X355","11X355 - BRONX ALLIANCE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"203","203","203",,,,
"2014-15","11X357","11X357 - YOUNG VOICES ACADEMY OF THE BRONX","ELEMENTARY","1","1","1",,,,,"167","167","167",,,,
"2014-15","11X370","11X370 - SCHOOL OF DIPLOMACY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"234","117","117",,,,
"2014-15","11X417","11X417 - C COLUMBUS HS YABC","HIGH SCHOOL","1","1","1",,,,,"236","236","236",,,,
"2014-15","11X418","11X418 - BRONX HIGH SCHOOL FOR THE VISUAL ARTS","HIGH SCHOOL","3","2","2",,,,,"483","161","242",,,,
"2014-15","11X455","11X455 - HARRY S TRUMAN HIGH SCHOOL","HIGH SCHOOL","8","7","7",,,,"1","2058","229","258",,,,
"2014-15","11X462","11X462 - CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"253","127","253",,,,
"2014-15","11X468","11X468 - PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"337","337","337",,,,
"2014-15","11X498","11X498 - PS/MS 11X498 - VAN NEST ACADEMY","K-8","2","2","2",,,,,"582","291","291",,,,
"2014-15","11X508","11X508 - BRONXDALE HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"427","143","214",,,,
"2014-15","11X509","11X509 - HIGH SCHOOL OF LANGUAGE AND INNOVATION","HIGH SCHOOL","3","2","2",,,,,"354","118","177",,,,
"2014-15","11X513","11X513 - NEW WORLD HIGH SCHOOL","HIGH SCHOOL","3","3","3",,"1",,,"408","136","136",,,,
"2014-15","11X514","11X514 - THE BRONXWOOD PREPARATORY ACADEMY","HIGH SCHOOL","3","3","3",,,,,"423","141","141",,,,
"2014-15","11X529","11X529 - ONE WORLD MIDDLE SCHOOL AT EDENWALD","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.4","1.4","1","0.4",,"0.4",,"331","166","166",,,,
"2014-15","11X532","11X532 - BAYCHESTER MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.2","1.2","1","0.2",,"0.2",,"287","144","144",,,,
"2014-15","11X542","11X542 - PELHAM PREPARATORY ACADEMY","HIGH SCHOOL","3","2","2",,,,,"489","163","245",,,,
"2014-15","11X544","11X544 - HIGH SCHOOL FOR CONTEMPORARY ARTS","HIGH SCHOOL","5","5","5",,"1",,,"493","99","99",,,,
"2014-15","11X545","11X545 - BRONX AEROSPACE HIGH SCHOOL","HIGH SCHOOL","5","2","2",,"1",,"1","431","72","144",,,,
"2014-15","11X556","11X556 - BRONX PARK MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"405","203","405",,,,
"2014-15","11X566","11X566 - PELHAM GARDENS MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"464","464","464",,,,
"2014-15","11X567","11X567 - LINDEN TREE ELEMENTARY SCHOOL","ELEMENTARY","1.4","1.4","1","0.4",,,,"212","106","106",,,,
"2014-15","12X006","12X006 - P.S. 006 WEST FARMS","ELEMENTARY","2","1","1",,,,,"619","310","619",,,,
"2014-15","12X044","12X044 - P.S. 044 DAVID C. FARRAGUT","ELEMENTARY","1","1","1",,"1",,,"325","325","325",,,,
"2014-15","12X047","12X047 - P.S. 047 JOHN RANDOLPH","ELEMENTARY","2","0",,,,,,"1136","568",,,,,
"2014-15","12X050","12X050 - P.S. 050 CLARA BARTON","ELEMENTARY","1.4","0.4",,"0.4",,,,"109","55","109",,,,
"2014-15","12X057","12X057 - P.S. 057 CRESCENT","ELEMENTARY","2","1","1",,"1",,,"543","272","543",,,,
"2014-15","12X061","12X061 - P.S. 061 FRANCISCO OLLER","ELEMENTARY","1","0",,,,,,"357","357",,,,,
"2014-15","12X066","12X066 - P.S. 066 SCHOOL OF HIGHER EXPECTATIONS","ELEMENTARY","5.6","1","1",,,,,"723","121","723",,,,
"2014-15","12X067","12X067 - P.S. 067 MOHEGAN SCHOOL","ELEMENTARY","2","0",,,,,,"656","328",,,,,
"2014-15","12X092","12X092 - P.S. 092 BRONX","ELEMENTARY","2","1","1",,,,,"488","244","488",,,,
"2014-15","12X098","12X098 - J.H.S. 098 HERMAN RIDDER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"258","129","258",,,,
"2014-15","12X129","12X129 - M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"558","279","558",,,,
"2014-15","12X134","12X134 - P.S. 134 GEORGE F. BRISTOW","ELEMENTARY","3","2","2",,,,,"672","224","336",,,,
"2014-15","12X150","12X150 - P.S. 150 CHARLES JAMES FOX","ELEMENTARY","3","0",,,,,,"932","311",,,,,
"2014-15","12X190","12X190 - E.S.M.T- I.S. 190","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"248","248",,,,,
"2014-15","12X195","12X195 - P.S. 195","ELEMENTARY","2.5","1","1",,,,,"967","323","967",,,,
"2014-15","12X196","12X196 - P.S. 196","ELEMENTARY","0.5","0",,,,,,"979","979",,,,,
"2014-15","12X211","12X211 - P.S. 211","K-8","2","2","2",,"1",,,"628","314","314",,,,
"2014-15","12X212","12X212 - P.S. 212","K-8","2","1","1",,,,,"503","252","503",,,,
"2014-15","12X214","12X214 - P.S. 214","K-8","4","2","2",,,,,"1038","260","519",,,,
"2014-15","12X217","12X217 - SCHOOL OF PERFORMING ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"339","339","339",,,,
"2014-15","12X242","12X242 - MOTT HALL V","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,"1","669","335","335",,,,
"2014-15","12X248","12X248 - METROPOLITAN HIGH SCHOOL, THE","HIGH SCHOOL","1","1","1",,,,,"326","326","326",,,,
"2014-15","12X251","12X251 - EXPLORATIONS ACADEMY","HIGH SCHOOL","2","2","2",,"1",,,"358","179","179",,,,
"2014-15","12X267","12X267 - BRONX LATIN","SECONDARY SCHOOL","3","3","3",,"1",,,"546","182","182",,,,
"2014-15","12X271","12X271 - EAST BRONX ACADEMY FOR THE FUTURE","SECONDARY SCHOOL","3","3","3",,,,,"618","206","206",,,,
"2014-15","12X273","12X273 - FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2.4","2","2",,,,,"273","91","137",,,,
"2014-15","12X278","12X278 - PEACE AND DIVERSITY ACADEMY","HIGH SCHOOL","1","1","1",,,,,"170","170","170",,,,
"2014-15","12X286","12X286 - FANNIE LOU HAMER MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"267","267",,,,,
"2014-15","12X300","12X300 - THE SCHOOL OF SCIENCE AND APPLIED LEARNING","ELEMENTARY","3","1","1",,,,,"640","214","640",,,,
"2014-15","12X314","12X314 - FAIRMONT NEIGHBORHOOD SCHOOL","ELEMENTARY","1","1","1",,,,,"252","252","252",,,,
"2014-15","12X316","12X316 - KAPPA III","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"349","349","349",,,,
"2014-15","12X318","12X318 - I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"328","328","328",,,,
"2014-15","12X341","12X341 - ACCION ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"152","152","152",,,,
"2014-15","12X372","12X372 - URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","SECONDARY SCHOOL","2","1","1",,,,,"571","286","571",,,,
"2014-15","12X383","12X383 - EMOLIOR ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"241","241","241",,,,
"2014-15","12X384","12X384 - ENTRADA ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"292","146","146",,,,
"2014-15","12X388","12X388 - PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE","HIGH SCHOOL","2","2","2",,"2",,,"428","214","214",,,,
"2014-15","12X446","12X446 - ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX","HIGH SCHOOL","2","1","1",,"1",,,"210","105","210",,,,
"2014-15","12X458","12X458 - SAMARA COMMUNITY SCHOOL","ELEMENTARY","0","0",,,,,,"68",,,,,,
"2014-15","12X463","12X463 - URBAN SCHOLARS COMMUNITY SCHOOL","EARLY CHILDHOOD","1","1","1",,,,,"314","314","314",,,,
"2014-15","12X478","12X478 - THE CINEMA SCHOOL","HIGH SCHOOL","1","1","1",,"1",,,"338","338","338",,,,
"2014-15","12X479","12X479 - BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL","HIGH SCHOOL","4","3","3",,"1",,,"333","84","111",,,,
"2014-15","12X480","12X480 - BRONX REGIONAL HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,,"256","86","128",,,,
"2014-15","12X511","12X511 - BRONX ENVISION ACADEMY","HIGH SCHOOL","2","1","1",,,,,"355","178","355",,,,
"2014-15","12X521","12X521 - THE METROPOLITAN SOUNDVIEW HIGH SCHOOL","HIGH SCHOOL","3","2","2",,"1",,,"416","139","208",,,,
"2014-15","12X531","12X531 - ARCHER ELEMENTARY SCHOOL","ELEMENTARY","2","0",,,,,,"496","248",,,,,
"2014-15","12X536","12X536 - PS 536","ELEMENTARY","1","0",,,,,,"421","421",,,,,
"2014-15","12X550","12X550 - HIGH SCHOOL OF WORLD CULTURES","HIGH SCHOOL","2","1","1",,,,,"410","205","410",,,,
"2014-15","12X682","12X682 - FANNIE LOU HAMER FREEDOM HIGH SCHOOL","HIGH SCHOOL","2","1","1",,,,"1","470","157","235",,,,
"2014-15","12X684","12X684 - WINGS ACADEMY","HIGH SCHOOL","2","2","2",,,,,"501","251","251",,,,
"2014-15","12X691","12X691 - BRONX LITTLE SCHOOL","ELEMENTARY","2","1","1",,,,,"358","179","358",,,,
"2014-15","12X692","12X692 - MONROE ACADEMY FOR VISUAL ARTS & DESIGN","HIGH SCHOOL","3","1","1",,,,"1","445","112","223",,,,
"2014-15","13K003","13K003 - P.S. 003 THE BEDFORD VILLAGE","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"506","253","506",,,,
"2014-15","13K008","13K008 - P.S. 008 ROBERT FULTON","ELEMENTARY","1","1","1",,,,,"880","880","880",,,,
"2014-15","13K009","13K009 - P.S. 009 TEUNIS G. BERGEN","ELEMENTARY","2.44","1.44","1","0.44",,"0.44",,"796","266","398",,,,
"2014-15","13K011","13K011 - P.S. 011 PURVIS J. BEHAN","ELEMENTARY","0","0",,,,,,"803",,,,,,
"2014-15","13K020","13K020 - P.S. 020 CLINTON HILL","ELEMENTARY","2","1","1",,,,,"377","189","377",,,,
"2014-15","13K044","13K044 - P.S. 044 MARCUS GARVEY","ELEMENTARY","2","1","1",,,,,"261","131","261",,,,
"2014-15","13K046","13K046 - P.S. 046 EDWARD C. BLUM","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"399","200","399",,,,
"2014-15","13K054","13K054 - P.S. 054 SAMUEL C. BARNES","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"248","248","248",,,,
"2014-15","13K056","13K056 - P.S. 056 LEWIS H. LATIMER","ELEMENTARY","1","0",,,,,,"230","230",,,,,
"2014-15","13K067","13K067 - P.S. 067 CHARLES A. DORSEY","ELEMENTARY","1","1","1",,,,,"234","234","234",,,,
"2014-15","13K093","13K093 - P.S. 093 WILLIAM H. PRESCOTT","ELEMENTARY","1","1","1",,,,,"306","306","306",,,,
"2014-15","13K113","13K113 - M.S. 113 RONALD EDMONDS LEARNING CENTER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"564","564","564",,,,
"2014-15","13K133","13K133 - P.S. 133 WILLIAM A. BUTLER","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"560","560","560",,,,
"2014-15","13K256","13K256 - P.S. 256 BENJAMIN BANNEKER","ELEMENTARY","1.56","0.56",,"0.56",,"0.56",,"327","164","327",,,,
"2014-15","13K265","13K265 - DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","SECONDARY SCHOOL","1","1","1",,,,,"421","421","421",,,,
"2014-15","13K266","13K266 - M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.2","0.2",,"0.2",,"0.2",,"130","130","130",,,,
"2014-15","13K270","13K270 - P.S. 270 JOHANN DEKALB","ELEMENTARY","0.6","0.6",,"0.6",,"0.6",,"153","153","153",,,,
"2014-15","13K282","13K282 - P.S. 282 PARK SLOPE","K-8","2","1","1",,,,,"930","465","930",,,,
"2014-15","13K287","13K287 - P.S. 287 BAILEY K. ASHFORD","ELEMENTARY","1","1","1",,,,,"199","199","199",,,,
"2014-15","13K301","13K301 - SATELLITE EAST MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.8","0.8",,"0.8",,"0.8",,"119","119","119",,,,
"2014-15","13K305","13K305 - P.S. 305 DR. PETER RAY","ELEMENTARY","1","0",,,,,,"188","188",,,,,
"2014-15","13K307","13K307 - P.S. 307 DANIEL HALE WILLIAMS","ELEMENTARY","3.2","1","1",,,,,"413","104","413",,,,
"2014-15","13K313","13K313 - SATELLITE WEST MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"104","104",,,,,
"2014-15","13K350","13K350 - URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART","HIGH SCHOOL","3","3","3",,,,,"387","129","129",,,,
"2014-15","13K351","13K351 - THE URBAN ASSEMBLY UNISON SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"188","188",,,,,
"2014-15","13K412","13K412 - BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, A","HIGH SCHOOL","1","1","1",,,,,"404","404","404",,,,
"2014-15","13K419","13K419 - SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC","HIGH SCHOOL","3","2","2",,,,,"528","176","264",,,,
"2014-15","13K430","13K430 - BROOKLYN TECHNICAL HIGH SCHOOL","HIGH SCHOOL","21","21","21",,"2",,,"5447","260","260",,,,
"2014-15","13K439","13K439 - BROOKLYN INTERNATIONAL HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"345","345","345",,,,
"2014-15","13K483","13K483 - THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE","HIGH SCHOOL","2","0",,,,,,"448","224",,,,,
"2014-15","13K492","13K492 - ACADEMY OF ARTS AND LETTERS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"494","494","494",,,,
"2014-15","13K499","13K499 - ACORN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","3","2","2",,,,"1","504","126","168",,,,
"2014-15","13K527","13K527 - URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"470","235","470",,,,
"2014-15","13K553","13K553 - BROOKLYN ACADEMY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"176","176","176",,,,
"2014-15","13K575","13K575 - BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL","HIGH SCHOOL","1.4","1","1",,,,,"143","72","143",,,,
"2014-15","13K595","13K595 - BEDFORD ACADEMY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"364","364","364",,,,
"2014-15","13K596","13K596 - MS 596 PEACE ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.6","0.6",,"0.6",,"0.6",,"47","47","47",,,,
"2014-15","13K605","13K605 - GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION","HIGH SCHOOL","4","3","3",,,,,"634","159","212",,,,
"2014-15","13K616","13K616 - BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY","HIGH SCHOOL","2","2","2",,,,,"219","110","110",,,,
"2014-15","13K670","13K670 - BENJAMIN BANNEKER ACADEMY","HIGH SCHOOL","4","4","4",,,,,"916","229","229",,,,
"2014-15","13K674","13K674 - CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI","HIGH SCHOOL","2","1","1",,,,,"458","229","458",,,,
"2014-15","13K691","13K691 - FORT GREENE PREPARATORY ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"243","243","243",,,,
"2014-15","14K016","14K016 - P.S. 016 LEONARD DUNKLY","ELEMENTARY","0.5088","0.5088",,"0.5088",,"0.5088",,"238","238","238",,,,
"2014-15","14K017","14K017 - P.S. 017 HENRY D. WOODWORTH","ELEMENTARY","1","0",,,,,,"311","311",,,,,
"2014-15","14K018","14K018 - P.S. 018 EDWARD BUSH","ELEMENTARY","1","1","1",,,,,"192","192","192",,,,
"2014-15","14K019","14K019 - P.S. 019 ROBERTO CLEMENTE","ELEMENTARY","2","1","1",,,,,"58","29","58",,,,
"2014-15","14K023","14K023 - P.S. 023 CARTER G. WOODSON","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"297","149","297",,,,
"2014-15","14K031","14K031 - P.S. 031 SAMUEL F. DUPONT","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"623","623","623",,,,
"2014-15","14K034","14K034 - P.S. 034 OLIVER H. PERRY","ELEMENTARY","0.6","0",,,,,,"512","512",,,,,
"2014-15","14K050","14K050 - J.H.S. 050 JOHN D. WELLS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"229","229","229",,,,
"2014-15","14K059","14K059 - P.S. 059 WILLIAM FLOYD","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"325","325","325",,,,
"2014-15","14K071","14K071 - JUAN MOREL CAMPOS SECONDARY SCHOOL","SECONDARY SCHOOL","6","5","5",,,,,"692","116","139",,,,
"2014-15","14K084","14K084 - P.S. 084 JOSE DE DIEGO","ELEMENTARY","2","1","1",,,,,"685","343","685",,,,
"2014-15","14K110","14K110 - P.S. 110 THE MONITOR","ELEMENTARY","1","1","1",,,,,"399","399","399",,,,
"2014-15","14K120","14K120 - P.S. 120 CARLOS TAPIA","ELEMENTARY","2","1","1",,,,,"470","235","470",,,,
"2014-15","14K126","14K126 - JOHN ERICSSON MIDDLE SCHOOL 126","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"318","159","159",,,,
"2014-15","14K132","14K132 - P.S. 132 THE CONSELYEA SCHOOL","ELEMENTARY","2","1","1",,,,,"708","354","708",,,,
"2014-15","14K147","14K147 - P.S. 147 ISAAC REMSEN","ELEMENTARY","0.6","0",,,,,,"287","287",,,,,
"2014-15","14K157","14K157 - P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIEN","K-8","1.6","1.6","1","0.6","1","0.6",,"542","271","271",,,,
