"license_number","name","type","current_status","dmv_license_plate_number","vehicle_vin_number","vehicle_type","model_year","medallion_type","agent_number","agent_name","agent_telephone_number","agent_website_address","agent_address","last_updated_date","last_updated_time"
"6C43","LAMA FAMILY LLC","05/31/2023","CUR","Y204380C","NM0GS9E22N1532338","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9J76","9J75 & 9J76 ACQUISITION, LLC","05/31/2025","CUR","Y205740C","4T3LWRFV6PU088139","HYB","2023","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3E54","SAINI,KULDEEP,S","05/31/2023","CUR","3E54H","JTMRJREV6HD109791","HYB","2017","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9V41","IGNATOWSKI TAXI 9 LLC","05/31/2024","CUR","Y103222C","2T3LWRFV0LW058323","HYB","2020","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4J40","KAVOUROTRIPES TAXI LLC","05/31/2025","CUR","Y102570C","3N8CM0JTXKK705589","WAV","2019","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3A73","PASI TAXI INC.","05/31/2025","CUR","Y201340C","4T3L6RFV5MU021642","HYB","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6P33","KASSANDRA TAXI INC","05/31/2024","CUR","Y200739C","2T3LWRFV9KW032558","HYB","2019","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"5J59","SHERYL CAB CORP","05/31/2025","CUR","Y203059C","1FMCU9BZ5NUA15428","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"8E91","SCHWARTZ, ELIAS A.","05/31/2025","CUR","8E91A","JTDZN3EU6EJ007719","HYB","2014","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8J92","MING TRANS CORP.","05/31/2025","CUR","8J92H","3N8CM0JT6KK693280","WAV","2019","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2B64","AGIA PARASKEVI LLC","05/31/2024","CUR","Y200043C","JTMRJREV4JD183054","HYB","2018","OWNER MUST DRIVE","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8Y16","SINGH, BALDEV","05/31/2024","CUR","Y204615C","JTMRJREV7JD243277","HYB","2018","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3C15","BHATTI,SURJIT","05/31/2025","CUR","3C15B","JTDZN3EU0EJ014679","HYB","2014","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8D29","CHENG,ROBERT","05/31/2024","CUR","Y204132C","JTMRJREVXHD147556","HYB","2017","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3G16","AGGARWAL TRANSPORTATION INC","05/31/2025","CUR","Y201097C","NM0GE9E23L1461090","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"1R61","OPTIMIST TAXI LLC","05/31/2024","CUR","Y103561C","3N8CM0JT5GK701716","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2V24","POOR PENGUIN TAXI INC","05/31/2024","CUR","Y200565C","NM0GS9E23N1545017","WAV","2022","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6G52","KETTERING CAB CORP","05/31/2025","CUR","Y201913C","3N8CM0JT5GK700520","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2E36","SARDAR, AZIBAR & RAHMAN, MD","05/31/2024","CUR","Y205105C","2T3P1RFV8NC316088","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"8T11","PAXDAPS LLC","05/31/2025","CUR","Y203220C","NM0GS9E22M1495354","WAV","2021","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5F67","FAZAN TRANS CORP.","05/31/2024","CUR","5F67J","4T1BD1FK4FU171679","HYB","2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1M43","THASOS TAXI LLC","05/31/2025","CUR","Y206598C","4T3LWRFV7NU065563","HYB","2022","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"9K61","CONSET TRANS INC","05/31/2024","CUR","Y203546C","JTDZN3EU1GJ046284","HYB","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9J54","9J54 & 9J55 ACQUISITION, LLC","05/31/2025","CUR","Y203593C","5TDZZ3DC3LS044322","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3M27","MIKE'S TOY TEN, CORP.","05/31/2024","CUR","Y103752C","4T3LWRFVXNU061281","HYB","2022","NAMED DRIVER","281","AWESOME MANAGEMENT INC.","(212)967-7577",,"520 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"1R32","BANTA TAXI 7 LLC","05/31/2025","CUR","Y202751C","NM0GS9E23L1478643","WAV","2020","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5E98","SEN & PAUL TAXI CORP","05/31/2025","CUR","Y204417C","4T3MWRFV2NU073042","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1J57","RIO CAB CORP","05/31/2025","CUR","Y203505C","NM0GS9E28M1496508","WAV","2021","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4M81","4M80 & 4M81 ACQUISITION LLC","05/31/2024","CUR","Y205591C","4T3LWRFV9PU087874","HYB","2023","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"5B85","PADDA,HARDEV,S","05/31/2024","CUR","Y102321C","2T3LWRFV3KW019157","HYB","2019","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6L92","VOLVO CAB CORP","05/31/2025","CUR","Y104262C","1FMCU9BZ7NUA42484","HYB","2022","NAMED DRIVER","325","ARTHUR CAB LEASING CORP.","(718)392-3013",,"25-11   41 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5E93","SR PICKLOO & COMPANY INC","05/31/2024","CUR","Y204028C","NM0GS9E28N1526785","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"8E18","MIAMI 6365 LLC","05/31/2025","CUR","Y200226C","2T3LWRFV3LW059109","HYB","2020","OWNER MUST DRIVE","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8G65","SOLCA MOTOR L.T.D.","05/31/2025","CUR","Y202825C","NM0GS9E24L1478571","WAV","2020","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6V20","AMNA TAXI CABS CORP","05/31/2025","CUR","Y204832C","3N8CM0JT2KK692935","WAV","2019","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"9A27","SANY ENTERPRISES LLC","05/31/2025","CUR","Y101610C","JTMDJREV4JD200963","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"3V35","RAMAT LLC","05/31/2024","CUR","Y204872C","NM0GS9E22N1532341","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3C10","KHAN, MOHAMED K.","05/31/2025","CUR","3C10A","JTDZN3EU4EJ006147","HYB","2014","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"5G70","TRYLON TRANSIT INC","05/31/2025","CUR","Y203902C","5TDKRKEC1NS110198","WAV","2022","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"1D22","BARCLAY, CHARLES B.","05/31/2024","CUR","Y204859C","2T3LWRFVXKW031788","HYB","2019","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2Y36","ALMA TAXI CORP","05/31/2024","CUR","Y204678C","1FMCU9BZ5MUB10988","HYB","2021","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8D12","BUGGY TAXI LLC","05/31/2024","CUR","Y201772C","3N8CM0JT5KK691889","WAV","2019","OWNER MUST DRIVE","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"8E15","BANATTE,WILSON","05/31/2025","CUR","Y101614C","3N8CM0JT5KK691567","WAV","2019","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7F34","BORGA TAXI INC.","05/31/2024","CUR","7F34B","5TDZZ3DC8JS961897","WAV","2018","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3P89","DAFFODIL TAXI LLC","05/31/2024","CUR","3P89K","JTDZN3EU8HJ066663","HYB","2017","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"7B67","KATOMARI LLC","05/31/2024","CUR","Y200694C","JTMRJREV2JD259158","HYB","2018","OWNER MUST DRIVE","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3M23","IRIS CAB CORP","05/31/2024","CUR","Y203980C","3N8CM0JT8KK693197","WAV","2019","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3M53","REIGER TAXI 19 LLC","05/31/2024","CUR","Y200045C","NM0GE9E20L1447017","WAV","2020","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7P39","IGNATOWSKI TAXI 3 LLC","05/31/2024","CUR","Y201701C","NM0GS9E26L1468754","WAV","2020","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9A30","JHELUM LLC","05/31/2024","CUR","Y103448C","2T3LWRFVXLW063710","HYB","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9D63","BANARUPA TRANSPORT LLC","05/31/2024","CUR","Y203981C","NM0GE9E2XL1437675","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6P44","PLANET AGAMI CAB LLC","05/31/2024","CUR","Y200072C","4T3LWRFVXNU069445","HYB","2022","NAMED DRIVER","325","ARTHUR CAB LEASING CORP.","(718)392-3013",,"25-11   41 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7Y97","MSTH KHATUN LLC","05/31/2024","CUR","Y101279C","3N8CM0JTXKK693119","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4C22","BHUPAL LLC","05/31/2025","CUR","Y204470C","2T3RWRFV6NW129411","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6B54","NELSON, FAUBERT","05/31/2024","CUR","Y203943C","5TDKRKEC5NS107420","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4W45","VS4W69 LLC","05/31/2024","CUR","Y205132C","NM0GE9E22N1535425","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9E56","CMCC DELTA LLC","05/31/2025","CUR","Y205898C","4T3LWRFV6PU093003","HYB","2023","OWNER MUST DRIVE","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9A15","SHEERIN, JAMES PETER","05/31/2025","CUR","Y206644C","4T3LWRFV7PU096850","HYB","2023","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"4B10","B & A ASSOCIATES","05/31/2024","CUR","Y102833C","5TDZK3DC9GS730827","WAV","2016","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1L74","CLEAN SERVICE CO. INC.","05/31/2025","CUR","Y205241C","4T3T6RFV9PU118220","HYB","2023","NAMED DRIVER","360","JS TAXI LEASING CORP.","(646)727-7001",,"657 TENTH AVENUE 1ST FLOOR NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"7N34","LILLY TRANS CORP","05/31/2025","CUR","Y201909C","JTMRJREV8HD109131","HYB","2017","NAMED DRIVER","217","MEDALLION MAINTENANCE INC.","(718)472-9000",,"11-38   44 ROAD LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7V25","FUSION TRANSIT LLC","05/31/2024","CUR","Y201303C","JTDZN3EU9GJ044296","HYB","2016","NAMED DRIVER","312","GOTHAM YELLOW LLC","(718)993-8100",,"136 CANAL STREET WEST BRONX NY 10451","2023-08-27T00:00:00.000","13:20"
"1L64","168 CAB CORP","05/31/2025","CUR","Y200586C","JTMRJREV8JD258323","HYB","2018","NAMED DRIVER","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"2N54","LIMNOS TAXI INC","05/31/2025","CUR","Y202300C","JTDZN3EU4GJ044738","HYB","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3C59","MAAZ CAB CORP.","05/31/2023","CUR","Y200624C","3N8CM0JT0FK715389",,"2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8F41","TONG, FRANCIS","05/31/2024","CUR","Y202174C","4T1BD1FKXFU154305","HYB","2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8E30","CHOWDHURY,RIPAN A","05/31/2025","CUR","8E30A","NM0GS9E20N1545220","WAV","2022","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2A95","DIL RAJ CAB LLC","05/31/2022","CUR","Y204847C","JTMRJREV1JD195100","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5H95","ION TAXI LLC","05/31/2024","CUR","Y202397C","NM0GS9E20L1479152","WAV","2020","NAMED DRIVER","292","CITY TRANSPORT MGMT INC.","(718)507-4840",,"54-18 BROADWAY WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"4H19","KAREFUL KARL INC","05/31/2024","CUR","Y205858C","2T3LWRFV2KW032532","HYB","2019","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4F65","GLOBAL ROUTH TRANSIT INC.","05/31/2024","CUR","Y201114C","5TDZZ3DC2LS064299","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1M75","RIBBO & BRINDA TAXI CORP","05/31/2024","CUR","Y202898C","NM0GS9E28M1495763","WAV","2021","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"2N30","TORCH TRANS CORP.","05/31/2025","CUR","Y103535C","2T3LWRFV4KW034380","HYB","2019","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"1E57","GERESTAN, JEAN M.","05/31/2025","CUR","Y204111C","4T3LWRFV0NU070927","HYB","2022","OWNER MUST DRIVE","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1G18","C&V TAXI INC.","05/31/2024","CUR","Y100349C","JTMRJREV6JD205779","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"8K59","AGIOU DIONISIOU LLC","05/31/2024","CUR","Y200626C","JTMLWRFV8PD189907","HYB","2023","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7L37","HICKORY CAB CORP","05/31/2025","CUR","Y100899C","5TDZZ3DC2JS962382","WAV","2018","NAMED DRIVER","217","MEDALLION MAINTENANCE INC.","(718)472-9000",,"11-38   44 ROAD LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1F33","DELDUAR TAXI CORP.","05/31/2025","CUR","Y100490C","JTMRJREVXJD220785","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5L76","VERMOUTH TAXI INC","05/31/2025","CUR","Y206291C","JTMLWRFVXPD185101","HYB","2023","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9L12","LENA CAB CORP","05/31/2025","CUR","Y100544C","JTDZN3EUXGJ044873","HYB","2016","NAMED DRIVER","312","GOTHAM YELLOW LLC","(718)993-8100",,"136 CANAL STREET WEST BRONX NY 10451","2023-08-27T00:00:00.000","13:20"
"6A59","KHAN GROUP USA LLC","05/31/2025","CUR","Y204647C","NM0GS9E27N1532559","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6K32","ARPA TRANS INC","05/31/2024","CUR","Y104246C","3N8CM0JT4GK698629","WAV","2016","NAMED DRIVER","113","CHECKER MANAGEMENT CORP","(718)361-6300",,"11-05   38 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4H61","COBALT SERVICE CO INC","05/31/2024","CUR","Y206445C","5TDKRKECXPS154672","WAV","2023","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8H17","ARDAAS CAB CORP.","05/31/2024","CUR","Y103574C","2T3LWRFV2LW064236","HYB","2020","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9Y51","TAVLI TRANSPORT INC","05/31/2024","CUR","Y101391C","JTMRJREV5JD258814","HYB","2018","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5H61","BETTS CAB CORP","05/31/2024","CUR","5H61A","3N8CM0JT9EK690104",,"2014","NAMED DRIVER","014","MIDTOWN OPERATING CORP","(718)937-2080",,"36 - 22   14 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"4G68","MNR CAB LLC","05/31/2025","CUR","Y202669C","NM0GS9E22M1495581","WAV","2021","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"9B92","TG MARKETSS LLC","05/31/2024","CUR","Y104256C","JTMRJREVXJD258405","HYB","2018","OWNER MUST DRIVE","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1Y22","ARMONK LEASING CORP","05/31/2024","CUR","Y201878C","JTDZN3EU4GJ050135","HYB","2016","NAMED DRIVER","366","I ROSENBERG AUTO REPAIRS INC","(212)279-3166",,"514 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"4H52","PROSS HACKING CORP","05/31/2024","CUR","Y206649C","2T3UWRFV8PW173083","HYB","2023","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6K37","HARJIT CORP.","05/31/2024","CUR","Y204496C","JTMRJREV9JD251302","HYB","2018","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4G81","N.Y. TAXI BANGLA LLC","05/31/2025","CUR","Y203709C","NM0GS9E23N1526855","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"3G49","3G49 & 3G50 ACQUISITION, LLC","05/31/2025","CUR","Y203758C","5TDZZ3DC6LS039468","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"1K92","IQRA & ISRA LLC","05/31/2024","CUR","Y205948C","JTMRWRFV7PD181467","HYB","2023","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"6C81","THOMAS, GERARD L.","05/31/2025","CUR","Y203754C","JTMMWRFV5ND144649","HYB","2022","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6G97","DEEPU TRANSIT LLC","05/31/2025","CUR","Y206153C","5TDKRKEC0PS154146","WAV","2023","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"8Y12","SINGH, HARJINDERJIT","05/31/2024","CUR","8Y12A","2T3LWRFV5KW041094","HYB","2019","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4G89","TWO CAB CORP.","05/31/2025","CUR","4G89H","JTMRJREV6HD112335","HYB","2017","NAMED DRIVER","336","TAXI WORLD INC.","(212)957-9200",,"627 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"7Y70","WHAT'S NEXT TAXI INC","05/31/2024","CUR","Y201690C","JTDZN3EU0GJ044767","HYB","2016","NAMED DRIVER","110","WINNERS GARAGE INC","(718)458-7000",,"34-14   64 STREET WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3M65","SAIMA AND HAFSA CORPORATION","05/31/2024","CUR","Y202498C","NM0GS9E21L1479113","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"1P37","GENNADY TAXI INC","05/31/2024","CUR","Y200397C","2T3LWRFV8KW033197","HYB","2019","NAMED DRIVER","202","ALL TAXI MANAGEMENT INC","(718)361-0055",,"41-25   36 STREET LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3G42","LATKA TAXI 18 LLC","05/31/2025","CUR","Y206454C","1FMCU9BZ0NUA66626","HYB","2022","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3H89","FINALLY MY OWN LEASING CORP","05/31/2024","CUR","Y205467C","3N8CM0JT2GK701866","WAV","2016","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"9G93","APRON CAB CORP","05/31/2023","CUR","Y205386C","4T3L6RFVXMU007235","HYB","2021","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1E62","CHAN,KWOK,CHUNG","05/31/2025","CUR","Y204683C","4T3LWRFV2NU077085","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"5C90","ADRIEN, MAX PIERRE","05/31/2025","CUR","Y204189C","4T3LWRFV0NU070524","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"4B96","SINGH,KHUSHWINDER","05/31/2024","CUR","4B96B","JTMRJREV3JD224676","HYB","2018","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8D48","CLIFF ST TAXI CORP.","05/31/2024","CUR","Y201123C","3FA6P0LU0JR116505","HYB","2018","OWNER MUST DRIVE","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"7T11","SHAHARA ENTERPRISE LLC","05/31/2024","CUR","Y205275C","4T3RWRFV4PU082477","HYB","2023","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6C58","2Y94 & 6C58 ACQUISITION LLC","05/31/2025","CUR","Y206015C","4T3LWRFV8PU090135","HYB","2023","OWNER MUST DRIVE","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"1Y37","E.J.V. TAXI LLC","05/31/2024","CUR","Y101598C","3N8CM0JTXKK693721","WAV","2019","NAMED DRIVER","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"5A38","NAPP INC.","05/31/2025","CUR","Y103419C","NM0GS9E23M1494990","WAV","2021","OWNER MUST DRIVE","202","ALL TAXI MANAGEMENT INC","(718)361-0055",,"41-25   36 STREET LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6D66","R & K BROTHERS LLC","05/31/2023","CUR","Y101387C","5TDZZ3DC2KS989521","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1V62","FIBO TRANSIT CORP","05/31/2024","CUR","Y102312C","5TDZZ3DC4LS030493","WAV","2020","NAMED DRIVER","202","ALL TAXI MANAGEMENT INC","(718)361-0055",,"41-25   36 STREET LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1D49","SHAH,SAYED,N","05/31/2024","CUR","Y204590C","1FMCU9BZ4NUA45441","HYB","2022","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4P91","WIND HACKING CORP","05/31/2024","CUR","Y204066C","NM0GS9E20N1532175","WAV","2022","NAMED DRIVER","327","WHITE AND BLUE GROUP CORP.","(718)786-6594",,"35-11   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6G40","DIANTHUS CORP","05/31/2025","CUR","Y104076C","3N8CM0JT1GK699849","WAV","2016","NAMED DRIVER","113","CHECKER MANAGEMENT CORP","(718)361-6300",,"11-05   38 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2C10","PROVA TAXI LLC","05/31/2025","CUR","Y100832C","JTMRJREV9JD243474","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
