"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"79729","50795","BORROWER LEGAL ENTITY","165-167-169 Avenue C Housing Development Fund Corporation","Kimberly","Fritschy","Individual","165-167-169 Avenue C Housing Development Fund Corporation","Officer","Secretary/treasurer",,,"165","Avenue C","5A","New York","NEW YORK","10009",,"Manhattan","40.726029","-73.977433","3","2","28","1004895","1003930038","MN28"
"74678","52758","SUB CONTRACTOR","JK Group Mechanical",,,"Entity","JK Group Mechanical",,,,,"636","East 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.728743","-73.976422","3","2","28","1084884","1003960020","MN28"
"74679","52758","SUB CONTRACTOR","JK Group Mechanical","Krzysztof","Drelich","Individual","JK Group Mechanical","Owner","President",,,"636","East 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.728743","-73.976422","3","2","28","1084884","1003960020","MN28"
"27296","49722","SUB CONTRACTOR","Almstead Tree & Shrub Care Co.","Michael","Almstead","Individual","Almstead Tree & Shrub Care Co.","Owner","Vice President",,,"518","East 11th Street",,"New York","NEW YORK","10009",,"Manhattan","40.728167","-73.981148","3","2","34","1005127","1004040013","MN22"
"31635","49722","SUB CONTRACTOR","Almstead Tree & Shrub Care Co.","Michael","Almstead","Individual","Almstead Tree & Shrub Care Co.","Owner","Vice President",,,"518","East 11th Street",,"New York","NEW YORK","10009",,"Manhattan","40.728167","-73.981148","3","2","34","1005127","1004040013","MN22"
"81683","58887","BORROWER LEGAL ENTITY","East Chinatown HDFC",,,"Entity","East Chinatown HDFC",,,,,"176-180","Eldridge Street",,"New York","NEW YORK","10002",,"Manhattan","40.720406","-73.990804","3","1","18","1077624","1004150012","MN27"
"81684","58887","BORROWER LEGAL ENTITY","East Chinatown HDFC","Wendy","Takahisa","Individual","East Chinatown HDFC","Officer","President",,,"176-180","Eldridge Street",,"New York","NEW YORK","10002",,"Manhattan","40.720406","-73.990804","3","1","18","1077624","1004150012","MN27"
"81685","58887","BORROWER LEGAL ENTITY","East Chinatown HDFC","Jacqueline","Huey","Individual","East Chinatown HDFC","Officer","Secretary",,,"176-180","Eldridge Street",,"New York","NEW YORK","10002",,"Manhattan","40.720406","-73.990804","3","1","18","1077624","1004150012","MN27"
"81686","58887","BORROWER LEGAL ENTITY","East Chinatown HDFC","Po","Yuen","Individual","East Chinatown HDFC","Officer","Housing Committee",,,"176-180","Eldridge Street",,"New York","NEW YORK","10002",,"Manhattan","40.720406","-73.990804","3","1","18","1077624","1004150012","MN27"
"74511","48726","SUB CONTRACTOR","Isseks Bros Inc",,,"Entity","United Drilling & Cutting Corp.",,,,,"298","Broome Street",,"New York","NEW YORK","10002",,"Manhattan","40.718694","-73.992078","3","1","18","1005596","1004190073","MN27"
"75789","44239","SUB CONTRACTOR","Isseks Bros Inc.","David","Hochhauser","Individual","Isseks Bros Inc.","Owner","President",,,"298","Broome Street",,"New York","NEW YORK","10002",,"Manhattan","40.718694","-73.992078","3","1","18","1005596","1004190073","MN27"
"18740","51031","BORROWER LEGAL ENTITY","UHAB HDFC","Andrew","Reicher","Individual","UHAB HDFC","Officer","President","CEO",,"152","Forsyth Street","1C","New York","NEW YORK","10002",,"Manhattan","40.720478","-73.991775","3","1","18","1005599","1004200046","MN27"
"80985","51031","BORROWER LEGAL ENTITY","UHAB HDFC","Andrew","Reicher","Individual","UHAB HDFC","Officer","President","CEO",,"152","Forsyth Street","1C","New York","NEW YORK","10002",,"Manhattan","40.720478","-73.991775","3","1","18","1005599","1004200046","MN27"
"9724","49272","BORROWER LEGAL ENTITY","29 Ninth LP",,,"Entity","CB Frontier LLC",,,,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9727","49272","BORROWER LEGAL ENTITY","29 Ninth Ave Associates LLC",,,"Entity","29 Ninth LP",,,,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9728","49272","BORROWER LEGAL ENTITY","29 Ninth Ave GP, Inc.",,,"Entity","29 Ninth LP",,,,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9729","49272","BORROWER LEGAL ENTITY","29 Ninth Ave Associates LLC","Charles","Blaichman","Individual","29 Ninth Ave Associates LLC","Both","Member",,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9730","49272","BORROWER LEGAL ENTITY","29 Ninth Ave Associates LLC","Bella","Sekons","Individual","29 Ninth Ave Associates LLC","Both","Member",,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9731","49272","BORROWER LEGAL ENTITY","29 Ninth Ave Associates LLC",,,"Entity","29 Ninth Ave Associates LLC",,,,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9732","49272","BORROWER LEGAL ENTITY","29 Ninth Ave Associates LLC","Jack","Glazer","Individual","29 Ninth Ave Associates LLC","Owner","Member",,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9733","49272","BORROWER LEGAL ENTITY","29 Ninth Ave GP, Inc.","Charles","Blaichman","Individual","29 Ninth Ave GP, Inc.","Owner","Member",,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"9738","49272","BORROWER LEGAL ENTITY","CB Frontier LLC",,,"Entity","CB Frontier LLC",,,,"CB Developers","161","Chrystie Street","2nd Floor","New York","NEW YORK","10002",,"Manhattan","40.720621","-73.992572","3","1","18","1079084","1004257501","MN27"
"79373","52782","BORROWER LEGAL ENTITY","Pitkin-Berriman HDFC","Michelle","Neugebauer","Individual","Pitkin-Berriman HDFC","Both","CEO","CEO",,"430","East 6th Street","3D","New York","NEW YORK","10009",,"Manhattan","40.726054","-73.985367","3","2","32","1077558","1004320001","MN22"
"80602","44602","BORROWER LEGAL ENTITY","Cypress Hills Local Development Corporation","Michelle","Neugebauer","Individual","Cypress Hills Local Development Corporation","Officer","CEO","CEO",,"430","East 6th Street",,"New York","NEW YORK","10009",,"Manhattan","40.726054","-73.985367","3","2","32","1077558","1004320001","MN22"
"83520","61799","BORROWER LEGAL ENTITY","ANYCH.SFARMS","John","Matcovich","Individual","ANYCH.SFARMS","Officer","Secretary",,,"191","Avenue A",,"New York","NEW YORK","10009",,"Manhattan","40.728944","-73.981440","3","2","34","1077670","1004390028","MN22"
"77110","52783","BORROWER LEGAL ENTITY","New York Institute for Human Development","Kevin","Nelan","Individual","New York Institute for Human Development","Officer","President",,,"414","E. 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.731049","-73.981819","3","2","34","1006013","1004410012","MN22"
"77112","52783","BORROWER LEGAL ENTITY","Fulton Franklin Housing Development Fund Corporation","Kevin","Nelan","Individual","Fulton Franklin Housing Development Fund Corporation","Officer","President",,,"414","E. 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.731049","-73.981819","3","2","34","1006013","1004410012","MN22"
"77121","52783","BORROWER LEGAL ENTITY","Housing Initiative Housing Development Fund Corporation","Kevin","Nelan","Individual","Housing Initiative Housing Development Fund Corporation","Officer","President",,,"414","E. 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.731049","-73.981819","3","2","34","1006013","1004410012","MN22"
"79103","52783","BORROWER LEGAL ENTITY","Catholic Charities Community Services, Archdiocese of New York","Kevin","Nelan","Individual","Catholic Charities Community Services, Archdiocese of New York","Officer","President",,,"414","E. 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.731049","-73.981819","3","2","34","1006013","1004410012","MN22"
"84262","61186","BORROWER LEGAL ENTITY","Housing Initiatve HDFC","Kevin","Nelan","Individual","Housing Initiatve HDFC","Officer","Director",,"ANYCH","414","East 14th Street",,"New York","NEW YORK","10009",,"Manhattan","40.731049","-73.981819","3","2","34","1006013","1004410012","MN22"
"7667","51104","SUB CONTRACTOR","GISS, Inc",,,"Entity","GISS, Inc",,,,,"335","East 5th Street",,"New York","NEW YORK","10003",,"Manhattan","40.726392","-73.988043","3","2","38","1076950","1004470041","MN22"
"85636","64390","BORROWER LEGAL ENTITY","COOPER SQUARE MUTUAL HOUSING ASSOCIATION II HOUSING DEVELOPMENT FUND CORPORATION INC",,,"Entity","COOPER SQUARE MUTUAL HOUSING ASSOCIATION II HOUSING DEVELOPMENT FUND CORPORATION INC",,,,,"59-61","East 4th Street",,"New York","NEW YORK","10003",,"Manhattan","40.726785","-73.990807","3","2","38","1082642","1004600056","MN22"
"80999","48650","BORROWER LEGAL ENTITY","Bea Arthur Residence HDFC",,,"Entity","Bea Arthur Residence HDFC",,,,,"222","E. 13th Street",,"NY","NEW YORK","10003",,"Manhattan","40.732307","-73.987000","3","2","40","1006860","1004680020","MN22"
"81000","48650","BORROWER LEGAL ENTITY","Bea Arthur Residence HDFC","Steven","Herrick","Individual","Bea Arthur Residence HDFC","Officer","Executive Director",,,"222","E. 13th Street",,"NY","NEW YORK","10003",,"Manhattan","40.732307","-73.987000","3","2","40","1006860","1004680020","MN22"
"81001","48650","BORROWER LEGAL ENTITY","Bea Arthur Residence HDFC","Carl","Siciliano","Individual","Bea Arthur Residence HDFC","Officer","Executive Director",,,"222","E. 13th Street",,"NY","NEW YORK","10003",,"Manhattan","40.732307","-73.987000","3","2","40","1006860","1004680020","MN22"
"81002","48650","BORROWER LEGAL ENTITY","Bea Arthur Residence HDFC","Joyce","Ravitz","Individual","Bea Arthur Residence HDFC","Officer","Secretary",,,"222","E. 13th Street",,"NY","NEW YORK","10003",,"Manhattan","40.732307","-73.987000","3","2","40","1006860","1004680020","MN22"
"81003","48650","BORROWER LEGAL ENTITY","Bea Arthur Residence HDFC","Richard","Tazik","Individual","Bea Arthur Residence HDFC","Officer","Vice Chairperson",,,"222","E. 13th Street",,"NY","NEW YORK","10003",,"Manhattan","40.732307","-73.987000","3","2","40","1006860","1004680020","MN22"
"83669","61903","BORROWER LEGAL ENTITY","Silver Wave Equities LLC",,,"Entity","1193 Fulton Partners LLC",,,,,"154","Grand Street","4S-18","New York City","NEW YORK","10013",,"Manhattan","40.719976","-73.998900","2","1","45","1007009","1004720028","MN24"
"83670","61903","BORROWER LEGAL ENTITY","Norsalin Real Estate LLC",,,"Entity","Silver Wave Equities LLC",,,,,"154","Grand Street","4S-18","New York City","NEW YORK","10013",,"Manhattan","40.719976","-73.998900","2","1","45","1007009","1004720028","MN24"
"83671","61903","BORROWER LEGAL ENTITY","Norsalin Real Estate LLC","John David","Walsh","Individual","Norsalin Real Estate LLC","Owner","Member",,,"154","Grand Street","4S-18","New York City","NEW YORK","10013",,"Manhattan","40.719976","-73.998900","2","1","45","1007009","1004720028","MN24"
"76120","50223","BORROWER LEGAL ENTITY","CH MHA HDFC",,,"Entity","CATCH",,,,"CATCH","121","Sixth Avenue","Suite 501","New York City","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"76257","50223","BORROWER LEGAL ENTITY","CH MHA HDFC",,,"Entity","CH MHA HDFC",,,,"CATCH","121","Sixth Avenue","Suite 501","New York City","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85262","48038","BORROWER LEGAL ENTITY","165 West 80th Street HDFC",,,"Entity","165 West 80th Street HDFC",,,,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85263","48038","BORROWER LEGAL ENTITY","165 West 80th Street HDFC","Harold","Derienzo","Individual","165 West 80th Street HDFC","Officer","Director of Compliance",,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85264","48038","BORROWER LEGAL ENTITY","Parodneck Foundation",,,"Entity","165 West 80th Street HDFC",,,,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85265","48038","BORROWER LEGAL ENTITY","Parodneck Foundation",,,"Entity","165 West 80th Street HDFC",,,,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85266","48038","BORROWER LEGAL ENTITY","Parodneck Foundation","Harold","DeRienzo","Individual","Parodneck Foundation","Officer","Director of Compliance",,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85267","48038","BORROWER LEGAL ENTITY","CATCH",,,"Entity","Parodneck Foundation",,,,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"85268","48038","BORROWER LEGAL ENTITY","CATCH","Ken","Wray","Individual","CATCH","Officer","Executive Director",,,"121","Sixth Avenue","Suite 501","New York","NEW YORK","10013",,"Manhattan","40.723903","-74.004690","2","3","37","1083493","1004777501","MN24"
"9726","49272","BORROWER LEGAL ENTITY","Ironstate 39th LLC",,,"Entity","CB Frontier LLC",,,,"SK Development","110","Greene Street","1107","New York","NEW YORK","10012",,"Manhattan","40.724524","-73.999740","2","1","49","1007605","1004990007","MN24"
"9735","49272","BORROWER LEGAL ENTITY","Iron State Holdings LLC",,,"Entity","Ironstate 39th LLC",,,,"SK Development","110","Greene Street","1107","New York","NEW YORK","10012",,"Manhattan","40.724524","-73.999740","2","1","49","1007605","1004990007","MN24"
"851","61405","SUB CONTRACTOR","F&I BROTHERS CONSTRUCTION LLC",,,"Entity","F&I BROTHERS CONSTRUCTION LLC",,,,,"187","Spring Street","2E","New York","NEW YORK","10012",,"Manhattan","40.725048","-74.002940","2","3","49","1007793","1005030041","MN24"
"78881","52798","BORROWER LEGAL ENTITY","Bowery Residents Committee","Julie","Salamon","Individual","Bowery Residents Committee","Officer","Chair",,,"118","Sullivan Street",,"New York","NEW YORK","10012",,"Manhattan","40.726108","-74.002681","2","3","49","1007809","1005040028","MN24"
"24681","48621","BORROWER LEGAL ENTITY","Highbridge Community Development Corporation","Donald","Sakano","Individual","Highbridge Community Development Corporation","Officer","President/Chairman",,,"263","Mulberry Street",,"New York","NEW YORK","10012",,"Manhattan","40.723687","-73.995555","2","1","43","1007932","1005100021","MN24"
"24688","48621","BORROWER LEGAL ENTITY","Highbridge Community Housing Development Fund Corporation","Donald","Sakano","Individual","Highbridge Community Housing Development Fund Corporation","Officer","President/Chairman",,,"263","Mulberry Street",,"New York","NEW YORK","10012",,"Manhattan","40.723687","-73.995555","2","1","43","1007932","1005100021","MN24"
"74585","48621","BORROWER LEGAL ENTITY","Highbridge Community Development Corporation","Donald","Sakano","Individual","Highbridge Community Development Corporation","Officer","President/Chairman",,,"263","Mulberry Street",,"New York","NEW YORK","10012",,"Manhattan","40.723687","-73.995555","2","1","43","1007932","1005100021","MN24"
"74592","48621","BORROWER LEGAL ENTITY","Highbridge Community Housing Development Fund Corporation","Donald","Sakano","Individual","Highbridge Community Housing Development Fund Corporation","Officer","President/Chairman",,,"263","Mulberry Street",,"New York","NEW YORK","10012",,"Manhattan","40.723687","-73.995555","2","1","43","1007932","1005100021","MN24"
"82189","52119","BORROWER LEGAL ENTITY","Highbridge Community Development Corporation","Donald","Sakano","Individual","Highbridge Community Development Corporation","Officer","President/Chairman",,,"263","Mulberry Street",,"New York","NEW YORK","10012",,"Manhattan","40.723687","-73.995555","2","1","43","1007932","1005100021","MN24"
"83649","66145","BORROWER LEGAL ENTITY","The Joint Ownership Entity New York City Corp.","Peter","Madden","Individual","The Joint Ownership Entity New York City Corp.","Officer","Executive Director","CEO","Forsyth Street","588","Broadway","Suite 1208","New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"83651","66145","BORROWER LEGAL ENTITY","The Joint Ownership Entity New York City Corp.","Ismene","Speliotis","Individual","The Joint Ownership Entity New York City Corp.","Officer","Treasurer","CFO","Forsyth Street","590","Broadway","Suite 1210","New York","NEW YORK","10012",,"Manhattan","40.724872","-73.997233","2","1","43","1079998","1005110008","MN24"
"85875","68196","BORROWER LEGAL ENTITY","JOE INTERVALE GP LLC",,,"Entity","JOE INTERVALE GP LLC",,,,,"588","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"85890","68831","BORROWER LEGAL ENTITY","JOE NYC CLUSTER LLC",,,"Entity","JOE NYC CLUSTER LLC",,,,,"588","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"85993","69218","Borrower Legal Entity","JOE MHANY CLUSTER LLC","Ismene","Speliotis","Individual","JOE MHANY CLUSTER LLC",,,,,"588","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"86060","66789","BORROWER LEGAL ENTITY","JOE UPTOWN LLC","Stanley","Celius","Individual","JOE UPTOWN LLC",,,,,"588","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"86061","66789","BORROWER LEGAL ENTITY","JOINT OWNERSHIP ENTITY NEW YORK CITY LLC",,,"Entity","JOINT OWNERSHIP ENTITY NEW YORK CITY LLC",,,,,"588","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724831","-73.997269","2","1","43","1079998","1005110008","MN24"
"2385","60784","BORROWER LEGAL ENTITY","GENESIS ANCP LLC","Karim","Hutson","Individual","GENESIS ANCP LLC","Owner and Officer","Manager","CEO",,"594","Broadway","804","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"2386","60784","BORROWER LEGAL ENTITY","Genesis Companies, LLC",,,"Entity","GENESIS ANCP LLC",,,,,"594","Broadway","804","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"2387","60784","BORROWER LEGAL ENTITY","GENESIS ANCP LLC",,,"Entity","GENESIS ANCP LLC",,,,,"594","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74039","44258","BORROWER LEGAL ENTITY","Bradhurst Cornerstone II Managers, LLC",,,"Entity","Bradhurst Cornerstone II Managers, LLC",,,,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74040","44258","BORROWER LEGAL ENTITY","Bradhurst Cornerstone II Owners, LLC",,,"Entity","Bradhurst Cornerstone II Owners, LLC",,,,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74041","44258","BORROWER LEGAL ENTITY","FS-Genesis Bradhurst Cornerstone II Managers, LLC",,,"Entity","FS-Genesis Bradhurst Cornerstone II Managers, LLC",,,,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74042","44258","BORROWER LEGAL ENTITY","FS-Genesis Partners, LLC",,,"Entity","FS-Genesis Partners, LLC",,,,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74043","44258","BORROWER LEGAL ENTITY","Genesis Cornerstone Partners, LLC",,,"Entity","Genesis Cornerstone Partners, LLC",,,,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"74044","44258","BORROWER LEGAL ENTITY","Genesis Cornerstone Partners, LLC","Karim","Hutson","Individual","Genesis Cornerstone Partners, LLC","Owner","Managing Member",,,"594","Broadway","Suite 1107","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"76697","52674","BORROWER LEGAL ENTITY","Genesis Y15 Owners LLC",,,"Entity","Genesis Y15 Owners LLC",,,,,"594","Broadway","804","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"76698","52674","BORROWER LEGAL ENTITY","Genesis Y15 Owners LLC","Karim","Hutson","Individual","Genesis Y15 Owners LLC","Owner","Manager",,,"594","Broadway","804","New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"85793","65378","BORROWER LEGAL ENTITY","GENESIS WARBROOK LLC",,,"Entity","GENESIS WARBROOK LLC",,,,,"594","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"85794","65378","BORROWER LEGAL ENTITY","GENESIS WRENBROOK LLC",,,"Entity","GENESIS WRENBROOK LLC",,,,,"594","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"86053","66225","BORROWER LEGAL ENTITY","GENESIS ANCP MORNINGSIDE LLC","Karim","Hutson","Individual","GENESIS ANCP MORNINGSIDE LLC",,,,,"594","Broadway",,"New York","NEW YORK","10012",,"Manhattan","40.724960","-73.997157","2","1","43","1007944","1005110012","MN24"
"83652","66145","BORROWER LEGAL ENTITY","The Joint Ownership Entity New York City Corp.","Harold","DeRienzo","Individual","The Joint Ownership Entity New York City Corp.","Officer","Secretary",,"Forsyth Street","591","Broadway","Suite 1211","New York","NEW YORK","10012",,"Manhattan","40.724859","-73.997273","2","1","49","1007951","1005120015","MN24"
"83650","66145","BORROWER LEGAL ENTITY","The Joint Ownership Entity New York City Corp.","Michael","Rochford","Individual","The Joint Ownership Entity New York City Corp.","Officer","Chair",,"Forsyth Street","589","Broadway","Suite 1209","New York","NEW YORK","10012",,"Manhattan","40.724818","-73.997305","2","1","49","1007952","1005120017","MN24"
"2514","64406","BORROWER LEGAL ENTITY","Acacia Soho LLC",,,"Entity","River Katz LLC",,,,,"150","Thompson St","FLR 5","New York","NEW YORK","10012",,"Manhattan","40.726846","-74.000981","2","1","49","1008028","1005160026","MN24"
"30231","49588","SUB CONTRACTOR","MDU Security Systems",,,"Entity","RGF Electric Corp",,,,,"200","Varick Street","608","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"43255","49588","SUB CONTRACTOR","MDU Security Systems",,,"Entity","RGF Electric Corp",,,,,"200","Varick Street","608","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75364","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Geoff","Proulx","Individual","Holland Hotel HDFC",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75365","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Mitchell","Netburn","Individual","Holland Hotel HDFC","Officer","President",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75366","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Steven","Jones","Individual","Holland Hotel HDFC","Officer","Treasurer",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75367","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Suzanne","Kaiser","Individual","Holland Hotel HDFC","Officer","Secretary",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75368","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.",,,"Entity","Holland Hotel HDFC",,,,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75369","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Alan","Belzer","Individual","Starting Home, Inc.",,"Director",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75370","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Thomas","Brodsky","Individual","Starting Home, Inc.","Officer","Director, Chairman",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75371","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","James","Davidson","Individual","Starting Home, Inc.",,"Director",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75372","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Colin","Meagher","Individual","Starting Home, Inc.",,"Director",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75755","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Geoff","Proulx","Individual","Starting Home, Inc.",,"Director",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75756","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Mitchell","Netburn","Individual","Starting Home, Inc.","Officer","President",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75876","50407","SUB CONTRACTOR","MDU Security Systems",,,"Entity","MDU Security Systems",,,,,"200","Varick Street",,"New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"75877","50407","SUB CONTRACTOR","MDU Security Systems","Higgins","David","Individual","MDU Security Systems","Owner","President",,,"200","Varick Street",,"New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"76192","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Steven","Jones","Individual","Starting Home, Inc.","Officer","Treasurer",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"76193","48686","BORROWER LEGAL ENTITY","Starting Home, Inc.","Suzanne","Kaiser","Individual","Starting Home, Inc.","Officer","Secretary",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"76194","48686","BORROWER LEGAL ENTITY","MRG Partners LP",,,"Entity","Starting Home, Inc.",,,,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77185","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.",,,"Entity","Project Renewal Fund, Inc.",,,,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
