"evt_code","evt_desc","evt_type","evt_date","evt_mrc","evt_printed","evt_obtype","evt_object","evt_standwork","evt_ppm","evt_freq","evt_isstype","evt_class","evt_route","evt_target","evt_duration","evt_parent","evt_reqm","evt_jobtype","evt_priority","evt_reported","evt_start","evt_due","evt_completed","evt_warranty","evt_safety","evt_reopened","evt_schedend","evt_created","evt_updated","evt_updatecount","evt_perioduom","evt_sqlidentity","evt_multiequip","evt_completed_trunc","evt_udfchar01","evt_udfchar02","evt_udfchar03","evt_udfchar04","evt_udfchar05","evt_udfchar06","evt_udfchar08","evt_udfchar10","evt_udfchar11","evt_udfchar12","evt_udfchar13","evt_udfchar14","evt_udfchar15","evt_udfchar16","evt_udfnum01","evt_udfnum02","evt_udfchkbox01","evt_udfchkbox02","evt_udfchkbox03","evt_udfchkbox04","evt_udfchkbox05"
"1015809","R","JOB","20141223","NYC","-","S","R",,,,"F",,,"Dec 23 2014 10:29AM","1",,,"IS",,,,,"Dec 23 2014 10:29AM","-","-","-","Dec 23 2014 10:29AM","Dec 23 2014 10:29AM",,"0",,"1001410","-","Dec 23 2014 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1016225","B230","JOB","20141223","B-06","-","S","B230",,,,"F",,,"Dec 23 2014  2:36PM","1",,,"IS",,,,,"Dec 23 2014  2:36PM","-","-","-","Dec 23 2014  2:36PM","Dec 23 2014  2:36PM",,"0",,"1001826","-","Dec 23 2014 12:00AM",,,,,,,"Hoyt, Wyckoff, Bond Sts",,,,"Completed",,,,,,"-","-","-","-","-"
"1016490","B111","JOB","20141224","B-06","-","S","B111",,,,"F",,,"Dec 24 2014 10:38AM","1",,,"IS",,,,,"Dec 24 2014 10:38AM","-","-","-","Dec 24 2014 10:38AM","Dec 24 2014 10:38AM",,"0",,"1002091","-","Dec 24 2014 12:00AM",,,,,,,"3 To 4 Sts, 4 To 5 Avs",,,,"Completed",,,,,,"-","-","-","-","-"
"1016866","B289","JOB","20141225","B-15","-","S","B289",,,,"F",,,"Dec 25 2014 11:18AM","1",,,"IS",,,,,"Dec 25 2014 11:18AM","-","-","-","Dec 25 2014 11:18AM","Dec 25 2014 11:18AM",,"0",,"1002467","-","Dec 25 2014 12:00AM",,,,,,,"Av W, W 6 and 86 Sts",,,,"Completed",,,,,,"-","-","-","-","-"
"1017299","B210H","JOB","20141227","B-06","-","S","B210H",,,,"F",,,"Dec 27 2014  9:40AM","1",,,"IS",,,,,"Dec 27 2014  9:40AM","-","-","-","Dec 27 2014  9:40AM","Dec 27 2014  9:40AM",,"0",,"1002900","-","Dec 27 2014 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1018169","Q024-02","JOB","20141228","Q-07","-","S","Q024-02",,,,"F",,,"Dec 28 2014 11:19AM","1",,,"IS",,,,,"Dec 28 2014 11:19AM","-","-","-","Dec 28 2014 11:19AM","Dec 28 2014 11:19AM",,"0",,"1003770","-","Dec 28 2014 12:00AM",,,,,,,"164 St & Lionia",,,,"Completed",,,,,,"-","-","-","-","-"
"1018280","B223PA","JOB","20141228","B-01","-","S","B223PA",,,,"F",,,"Dec 28 2014 12:17PM","1",,,"IS",,,,,"Dec 28 2014 12:17PM","-","-","-","Dec 28 2014 12:17PM","Dec 28 2014 12:17PM",,"0",,"1003881","-","Dec 28 2014 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1018606","B255E","JOB","20141228","B-07","-","S","B255E",,,,"F",,,"Dec 28 2014  3:21PM","1",,,"IS",,,,,"Dec 28 2014  3:21PM","-","-","-","Dec 28 2014  3:21PM","Dec 28 2014  3:21PM",,"0",,"1004207","-","Dec 28 2014 12:00AM",,,,,,,"S/s Exwy, 6 and 7 Avs",,,,"Completed",,,,,,"-","-","-","-","-"
"10205","S B-16 --> S B","AA","20090423","B","-","S","B-16",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009 12:47PM",,,"Apr 23 2009 12:47PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009 12:47PM",,"0",,"206","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10207","S B-18 --> S B","AA","20090423","B","-","S","B-18",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009 12:47PM",,,"Apr 23 2009 12:47PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009 12:47PM",,"0",,"208","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1022000","B223PB","JOB","20150105","B-01","-","S","B223PB",,,,"F",,,"Jan  5 2015 10:57AM","1",,,"IS",,,,,"Jan  5 2015 10:57AM","-","-","-","Jan  5 2015 10:57AM","Jan  5 2015 10:57AM",,"0",,"1007601","-","Jan  5 2015 12:00AM",,,,,,,"Rodney, S 4 and S 5 Sts",,,,"Completed",,,,,,"-","-","-","-","-"
"1022050","B184","JOB","20150105","B-15","-","S","B184",,,,"F",,,"Jan  5 2015 11:29AM","1",,,"IS",,,,,"Jan  5 2015 11:29AM","-","-","-","Jan  5 2015 11:29AM","Jan  5 2015 11:29AM",,"0",,"1007651","-","Jan  5 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1022080","BT14","JOB","20150105","B-15","-","S","BT14",,,,"F",,,"Jan  5 2015 11:50AM","1",,,"IS",,,,,"Jan  5 2015 11:50AM","-","-","-","Jan  5 2015 11:50AM","Jan  5 2015 11:50AM",,"0",,"1007681","-","Jan  5 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10221","S Q-13 --> S Q","AA","20090423","Q","-","S","Q-13",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009 12:47PM",,,"Apr 23 2009 12:47PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009 12:47PM",,"0",,"222","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1022423","B311","JOB","20150106","B-01","-","S","B311",,,,"F",,,"Jan  6 2015  8:16AM","1",,,"IS",,,,,"Jan  6 2015  8:16AM","-","-","-","Jan  6 2015  8:16AM","Jan  6 2015  8:16AM",,"0",,"1008024","-","Jan  6 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1026191","M391","JOB","20150114","M-01","-","S","M391",,,,"F",,,"Jan 14 2015 12:35PM","1",,,"IS",,,,,"Jan 14 2015 12:35PM","-","-","-","Jan 14 2015 12:35PM","Jan 14 2015 12:35PM",,"0",,"1011792","-","Jan 14 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10263","S XR-01 --> S X","AA","20090423","X","-","S","XR-01",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009 12:47PM",,,"Apr 23 2009 12:47PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009 12:47PM",,"0",,"264","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1028168","M037","JOB","20150119","M-12A","-","S","M037",,,,"F",,,"Jan 19 2015 10:30AM","1",,,"IS",,,,,"Jan 19 2015 10:30AM","-","-","-","Jan 19 2015 10:30AM","Jan 19 2015 10:30AM",,"0",,"1013769","-","Jan 19 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1028871","B024","JOB","20150120","B-01","-","S","B024",,,,"F",,,"Jan 20 2015  8:57AM","1",,,"IS",,,,,"Jan 20 2015  8:57AM","-","-","-","Jan 20 2015  8:57AM","Jan 20 2015  8:57AM",,"0",,"1014472","-","Jan 20 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1029700","Q401-BLG0533","JOB","20150121","QR-02","-","S","Q401-BLG0533",,,,"F",,,"Jan 21 2015 12:55PM","1",,,"IS",,,,,"Jan 21 2015 12:55PM","-","-","-","Jan 21 2015 12:55PM","Jan 21 2015 12:55PM",,"0",,"1015301","-","Jan 21 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1036226","B-04","JOB","20150209","B-04","-","S","B-04",,,,"F",,,"Feb  9 2015  8:28AM","1",,,"IS",,,,,"Feb  9 2015  8:28AM","-","-","-","Feb  9 2015  8:28AM","Feb  9 2015  8:28AM",,"0",,"1021827","-","Feb  9 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1036585","B184","JOB","20150209","B-15","-","S","B184",,,,"F",,,"Feb  9 2015  3:14PM","1",,,"IS",,,,,"Feb  9 2015  3:14PM","-","-","-","Feb  9 2015  3:14PM","Feb  9 2015  3:14PM",,"0",,"1022186","-","Feb  9 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"103870","Q051","JOB","20100510","Q-12","-","S","Q051",,,,"F",,,"May 10 2010  7:46PM","1",,,"IS",,,,,"May 10 2010  7:46PM","-","-","-","May 10 2010  7:46PM","May 10 2010  7:46PM",,"0",,"93867","-","May 10 2010 12:00AM",,,,,,,,,,,,,,,,,"-","-","-","-","-"
"1039159","X-14","JOB","20150215","X-14","-","S","X-14",,,,"F",,,"Feb 15 2015 10:33AM","1",,,"IS",,,,,"Feb 15 2015 10:33AM","-","-","-","Feb 15 2015 10:33AM","Feb 15 2015 10:33AM",,"0",,"1024760","-","Feb 15 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1040494","Q-03","JOB","20150218","Q-03","-","S","Q-03",,,,"F",,,"Feb 18 2015 12:49PM","1",,,"IS",,,,,"Feb 18 2015 12:49PM","-","-","-","Feb 18 2015 12:49PM","Feb 18 2015 12:49PM",,"0",,"1026095","-","Feb 18 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1040929","B311","JOB","20150219","B-01","-","S","B311",,,,"F",,,"Feb 19 2015  1:52PM","1",,,"IS",,,,,"Feb 19 2015  1:52PM","-","-","-","Feb 19 2015  1:52PM","Feb 19 2015  1:52PM",,"0",,"1026530","-","Feb 19 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1041169","Q300-03","JOB","20150220","Q-07","-","S","Q300-03",,,,"F",,,"Feb 20 2015  9:11AM","1",,,"IS",,,,,"Feb 20 2015  9:11AM","-","-","-","Feb 20 2015  9:11AM","Feb 20 2015  9:11AM",,"0",,"1026770","-","Feb 20 2015 12:00AM",,,,,,,"Colden St & Geranium Av",,,,"Completed",,,,,,"-","-","-","-","-"
"104138","Q-08","JOB","20100512","Q-08","-","S","Q-08",,,,"F",,,"May 12 2010  8:19AM","1",,,"IS",,,,,"May 12 2010  8:19AM","-","-","-","May 12 2010  8:19AM","May 12 2010  8:19AM",,"0",,"94135","-","May 12 2010 12:00AM",,,,,,,,,,,,,,,,,"-","-","-","-","-"
"1042262","X-15","JOB","20150221","X-15","-","S","X-15",,,,"F",,,"Feb 21 2015  2:03PM","1",,,"IS",,,,,"Feb 21 2015  2:03PM","-","-","-","Feb 21 2015  2:03PM","Feb 21 2015  2:03PM",,"0",,"1027863","-","Feb 21 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1042498","BT14","JOB","20150222","B-15","-","S","BT14",,,,"F",,,"Feb 22 2015 11:48AM","1",,,"IS",,,,,"Feb 22 2015 11:48AM","-","-","-","Feb 22 2015 11:48AM","Feb 22 2015 11:48AM",,"0",,"1028099","-","Feb 22 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1042889","X-13","JOB","20150223","X-13","-","S","X-13",,,,"F",,,"Feb 23 2015  9:40AM","1",,,"IS",,,,,"Feb 23 2015  9:40AM","-","-","-","Feb 23 2015  9:40AM","Feb 23 2015  9:40AM",,"0",,"1028490","-","Feb 23 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1043185","B334-BLG1050","JOB","20150223","B-04","-","S","B334-BLG1050",,,,"F",,,"Feb 23 2015  1:16PM","1",,,"IS",,,,,"Feb 23 2015  1:16PM","-","-","-","Feb 23 2015  1:16PM","Feb 23 2015  1:16PM",,"0",,"1028786","-","Feb 23 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1043354","B210H","JOB","20150223","B-06","-","S","B210H",,,,"F",,,"Feb 23 2015  3:47PM","1",,,"IS",,,,,"Feb 23 2015  3:47PM","-","-","-","Feb 23 2015  3:47PM","Feb 23 2015  3:47PM",,"0",,"1028955","-","Feb 23 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1044866","B073-BLG1225","JOB","20150226","B-19","-","S","B073-BLG1225",,,,"F",,,"Feb 26 2015 10:06AM","1",,,"IS",,,,,"Feb 26 2015 10:06AM","-","-","-","Feb 26 2015 10:06AM","Feb 26 2015 10:06AM",,"0",,"1030467","-","Feb 26 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1045783","B250","JOB","20150227","B-17","-","S","B250",,,,"F",,,"Feb 27 2015 11:23AM","1",,,"IS",,,,,"Feb 27 2015 11:23AM","-","-","-","Feb 27 2015 11:23AM","Feb 27 2015 11:23AM",,"0",,"1031384","-","Feb 27 2015 12:00AM",,,,,,,"Nostrand & Foster Avs",,,,"Completed",,,,,,"-","-","-","-","-"
"1046193","B098","JOB","20150228","B-07","-","S","B098",,,,"F",,,"Feb 28 2015 10:39AM","1",,,"IS",,,,,"Feb 28 2015 10:39AM","-","-","-","Feb 28 2015 10:39AM","Feb 28 2015 10:39AM",,"0",,"1031794","-","Feb 28 2015 12:00AM",,,,,,,"2 Ave. bet. 55 St. and 56 St.",,,,"Completed",,,,,,"-","-","-","-","-"
"1046467","M-03","JOB","20150228","M-03","-","S","M-03",,,,"F",,,"Feb 28 2015  3:57PM","1",,,"IS",,,,,"Feb 28 2015  3:57PM","-","-","-","Feb 28 2015  3:57PM","Feb 28 2015  3:57PM",,"0",,"1032068","-","Feb 28 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1046563","M-03","JOB","20150301","M-03","-","S","M-03",,,,"F",,,"Mar  1 2015  7:06AM","1",,,"IS",,,,,"Mar  1 2015  7:06AM","-","-","-","Mar  1 2015  7:06AM","Mar  1 2015  7:06AM",,"0",,"1032164","-","Mar  1 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1047254","M098-ZN01-BLG0639","JOB","20150302","M-02","-","S","M098-ZN01-BLG0639",,,,"F",,,"Mar  2 2015 12:14PM","1",,,"IS",,,,,"Mar  2 2015 12:14PM","-","-","-","Mar  2 2015 12:14PM","Mar  2 2015 12:14PM",,"0",,"1032855","-","Mar  2 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10509","A 10151 -V","IN","20090423","QR-03","-","A","10151",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  1:40PM",,,"Apr 23 2009  1:40PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  1:40PM",,"0",,"510","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1053695","S B141PA03 -V","IN","20150304","B-05","-","S","B141PA03",,,,"F",,,"Mar  4 2015 12:00AM","1",,,,,"Mar  4 2015 12:45PM",,,"Mar  4 2015 12:45PM","-","-","-","Mar  4 2015 12:00AM","Mar  4 2015 12:45PM",,"1",,"1039296","-","Mar  4 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1054271","Q492","JOB","20150304","Q-04","-","S","Q492",,,,"F",,,"Mar  4 2015  1:22PM","1",,,"IS",,,,,"Mar  4 2015  1:22PM","-","-","-","Mar  4 2015  1:22PM","Mar  4 2015  1:22PM",,"0",,"1039872","-","Mar  4 2015 12:00AM",,,,,,,"Grand Av, 57th Av, 74th St",,,,"Completed",,,,,,"-","-","-","-","-"
"10562","A 10204 -V","IN","20090423","QR-04","-","A","10204",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  1:41PM",,,"Apr 23 2009  1:41PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  1:41PM",,"0",,"563","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"106075","Q085","JOB","20100514","Q-03","-","S","Q085",,,,"F",,,"May 14 2010  9:41AM","1",,,"IS",,,,,"May 14 2010  9:41AM","-","-","-","May 14 2010  9:41AM","May 14 2010  9:41AM",,"0",,"96072","-","May 14 2010 12:00AM",,,,,,,,,,,,,,,,,"-","-","-","-","-"
"10615","A 10257 -V","IN","20090423","QR-08","-","A","10257",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  1:41PM",,,"Apr 23 2009  1:41PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  1:41PM",,"0",,"616","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"106614","Q026","JOB","20100515","Q-04","-","S","Q026",,,,"F",,,"May 15 2010 12:14PM","1",,,"IS",,,,,"May 15 2010 12:14PM","-","-","-","May 15 2010 12:14PM","May 15 2010 12:14PM",,"0",,"96611","-","May 15 2010 12:00AM",,,,,,,,,,,,,,,,,"-","-","-","-","-"
"1068176","A 21014 -V","IN","20150306","Q-12","-","A","21014",,,,"F",,,"Mar  6 2015 12:00AM","1",,,,,"Mar  6 2015  7:05PM",,,"Mar  6 2015  7:05PM","-","-","-","Mar  6 2015 12:00AM","Mar  6 2015  7:05PM",,"1",,"1053777","-","Mar  6 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10711","S Q001 --> S Q-11","AA","20090423","Q-11","-","S","Q001",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  2:08PM",,,"Apr 23 2009  2:08PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  2:08PM",,"0",,"712","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1071617","Q086-01","JOB","20150309","Q-07","-","S","Q086-01",,,,"F",,,"Mar  9 2015  9:50AM","1",,,"IS",,,,,"Mar  9 2015  9:50AM","-","-","-","Mar  9 2015  9:50AM","Mar  9 2015  9:50AM",,"0",,"1057218","-","Mar  9 2015 12:00AM",,,,,,,"149 St & 25 Av",,,,"Completed",,,,,,"-","-","-","-","-"
"10745","S Q360X --> S Q-04","AA","20090423","Q-04","-","S","Q360X",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  2:09PM",,,"Apr 23 2009  2:09PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  2:09PM",,"0",,"746","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"10772","S Q475 -V","IN","20090423","Q-06","-","S","Q475",,,,"F",,,"Apr 23 2009 12:00AM","1",,,,,"Apr 23 2009  2:09PM",,,"Apr 23 2009  2:09PM","-","-","-","Apr 23 2009 12:00AM","Apr 23 2009  2:09PM",,"0",,"773","-","Apr 23 2009 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1078851","Q002","JOB","20150309","Q-05","-","S","Q002",,,,"F",,,"Mar  9 2015  3:05PM","1",,,"IS",,,,,"Mar  9 2015  3:05PM","-","-","-","Mar  9 2015  3:05PM","Mar  9 2015  3:05PM",,"0",,"1064452","-","Mar  9 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1083872","Q401-BLG0533","JOB","20150313","QR-02","-","S","Q401-BLG0533",,,,"F",,,"Mar 13 2015  5:53PM","1",,,"IS",,,,,"Mar 13 2015  5:53PM","-","-","-","Mar 13 2015  5:53PM","Mar 13 2015  5:53PM",,"0",,"1069473","-","Mar 13 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1085230","QT07","JOB","20150316","Q-06","-","S","QT07",,,,"F",,,"Mar 16 2015 11:55AM","1",,,"IS",,,,,"Mar 16 2015 11:55AM","-","-","-","Mar 16 2015 11:55AM","Mar 16 2015 11:55AM",,"0",,"1070831","-","Mar 16 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1085276","X360","JOB","20150316","X-01","-","S","X360",,,,"F",,,"Mar 16 2015 11:58AM","1",,,"IS",,,,,"Mar 16 2015 11:58AM","-","-","-","Mar 16 2015 11:58AM","Mar 16 2015 11:58AM",,"0",,"1070877","-","Mar 16 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1085901","Q024-02","JOB","20150317","Q-07","-","S","Q024-02",,,,"F",,,"Mar 17 2015 11:39AM","1",,,"IS",,,,,"Mar 17 2015 11:39AM","-","-","-","Mar 17 2015 11:39AM","Mar 17 2015 11:39AM",,"0",,"1071502","-","Mar 17 2015 12:00AM",,,,,,,"164 St & Lionia",,,,"Completed",,,,,,"-","-","-","-","-"
"1088434","B265","JOB","20150320","B-07","-","S","B265",,,,"F",,,"Mar 20 2015  9:29AM","1",,,"IS",,,,,"Mar 20 2015  9:29AM","-","-","-","Mar 20 2015  9:29AM","Mar 20 2015  9:29AM",,"0",,"1074035","-","Mar 20 2015 12:00AM",,,,,,,"6 Ave. bet. 55 St. and 56 St.",,,,"Completed",,,,,,"-","-","-","-","-"
"1088698","Q437","JOB","20150320","Q-07","-","S","Q437",,,,"F",,,"Mar 20 2015 12:51PM","1",,,"IS",,,,,"Mar 20 2015 12:51PM","-","-","-","Mar 20 2015 12:51PM","Mar 20 2015 12:51PM",,"0",,"1074299","-","Mar 20 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1094161","Q-06","JOB","20150328","Q-06","-","S","Q-06",,,,"F",,,"Mar 28 2015  2:46PM","1",,,"IS",,,,,"Mar 28 2015  2:46PM","-","-","-","Mar 28 2015  2:46PM","Mar 28 2015  2:46PM",,"0",,"1079762","-","Mar 28 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1096360","BZ523","JOB","20150401","B-12","-","S","BZ523",,,,"F",,,"Apr  1 2015  2:28PM","1",,,"IS",,,,,"Apr  1 2015  2:28PM","-","-","-","Apr  1 2015  2:28PM","Apr  1 2015  2:28PM",,"0",,"1081961","-","Apr  1 2015 12:00AM",,,,,,,"Church Av & 14 Av",,,,"Completed",,,,,,"-","-","-","-","-"
"1098924","B073-BLG1225","JOB","20150407","B-19","-","S","B073-BLG1225",,,,"F",,,"Apr  7 2015  8:14AM","1",,,"IS",,,,,"Apr  7 2015  8:14AM","-","-","-","Apr  7 2015  8:14AM","Apr  7 2015  8:14AM",,"0",,"1084525","-","Apr  7 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1107053","B223OB","JOB","20150422","B-01","-","S","B223OB",,,,"F",,,"Apr 22 2015 10:06AM","1",,,"IS",,,,,"Apr 22 2015 10:06AM","-","-","-","Apr 22 2015 10:06AM","Apr 22 2015 10:06AM",,"0",,"1092654","-","Apr 22 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1107172","M257","JOB","20150422","M-04","-","S","M257",,,,"F",,,"Apr 22 2015 11:21AM","1",,,"IS",,,,,"Apr 22 2015 11:21AM","-","-","-","Apr 22 2015 11:21AM","Apr 22 2015 11:21AM",,"0",,"1092773","-","Apr 22 2015 12:00AM",,,,,,,"W. 22 St. and 10 Ave.",,,,"Completed",,,,,,"-","-","-","-","-"
"1107211","Q437","JOB","20150422","Q-07","-","S","Q437",,,,"F",,,"Apr 22 2015 11:54AM","1",,,"IS",,,,,"Apr 22 2015 11:54AM","-","-","-","Apr 22 2015 11:54AM","Apr 22 2015 11:54AM",,"0",,"1092812","-","Apr 22 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1107630","BT09","JOB","20150423","B-01","-","S","BT09",,,,"F",,,"Apr 23 2015 10:01AM","1",,,"IS",,,,,"Apr 23 2015 10:01AM","-","-","-","Apr 23 2015 10:01AM","Apr 23 2015 10:01AM",,"0",,"1093231","-","Apr 23 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1109108","Q099-ZN10-BLG0380","JOB","20150426","Q-15","-","S","Q099-ZN10-BLG0380",,,,"F",,,"Apr 26 2015  2:03PM","1",,,"IS",,,,,"Apr 26 2015  2:03PM","-","-","-","Apr 26 2015  2:03PM","Apr 26 2015  2:03PM",,"0",,"1094709","-","Apr 26 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1109561","B286","JOB","20150427","B-01","-","S","B286",,,,"F",,,"Apr 27 2015 10:41AM","1",,,"IS",,,,,"Apr 27 2015 10:41AM","-","-","-","Apr 27 2015 10:41AM","Apr 27 2015 10:41AM",,"0",,"1095162","-","Apr 27 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1109849","QT07","JOB","20150427","Q-06","-","S","QT07",,,,"F",,,"Apr 27 2015 12:55PM","1",,,"IS",,,,,"Apr 27 2015 12:55PM","-","-","-","Apr 27 2015 12:55PM","Apr 27 2015 12:55PM",,"0",,"1095450","-","Apr 27 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1110595","B","JOB","20150428","NYC","-","S","B",,,,"F",,,"Apr 28 2015 12:08PM","1",,,"IS",,,,,"Apr 28 2015 12:08PM","-","-","-","Apr 28 2015 12:08PM","Apr 28 2015 12:08PM",,"0",,"1096196","-","Apr 28 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1112003","Q026","JOB","20150430","Q-04","-","S","Q026",,,,"F",,,"Apr 30 2015  4:22PM","1",,,"IS",,,,,"Apr 30 2015  4:22PM","-","-","-","Apr 30 2015  4:22PM","Apr 30 2015  4:22PM",,"0",,"1097604","-","Apr 30 2015 12:00AM",,,,,,,"41 To 42 Avs, 103 St",,,,"Completed",,,,,,"-","-","-","-","-"
"1112151","B-15","JOB","20150501","B-15","-","S","B-15",,,,"F",,,"May  1 2015  7:25AM","1",,,"IS",,,,,"May  1 2015  7:25AM","-","-","-","May  1 2015  7:25AM","May  1 2015  7:25AM",,"0",,"1097752","-","May  1 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"1112248","Q099-ZN10-BLG0380","JOB","20150501","Q-15","-","S","Q099-ZN10-BLG0380",,,,"F",,,"May  1 2015  9:15AM","1",,,"IS",,,,,"May  1 2015  9:15AM","-","-","-","May  1 2015  9:15AM","May  1 2015  9:15AM",,"0",,"1097849","-","May  1 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"111247","Q099-18","JOB","20100520","Q-15","-","S","Q099-18",,,,"F",,,"May 20 2010 12:19PM","1",,,"IS",,,,,"May 20 2010 12:19PM","-","-","-","May 20 2010 12:19PM","May 20 2010 12:19PM",,"0",,"101245","-","May 20 2010 12:00AM",,,,,,,,,,,,,,,,,"-","-","-","-","-"
"1113144","B311","JOB","20150503","B-01","-","S","B311",,,,"F",,,"May  3 2015 10:03AM","1",,,"IS",,,,,"May  3 2015 10:03AM","-","-","-","May  3 2015 10:03AM","May  3 2015 10:03AM",,"0",,"1098745","-","May  3 2015 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
