"hour_beginning","location","pedestrians","towards_manhattan","towards_brooklyn","weather_summary","temperature","precipitation","lat","long","events","geocoded_column"
"2019-02-17T14:00:00.000","Brooklyn Bridge","2336","1193","1143","clear-day","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-16T19:00:00.000","Brooklyn Bridge","137","97","40","partly-cloudy-night","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-22T21:00:00.000","Brooklyn Bridge","2","1","1","clear-night","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-24T01:00:00.000","Brooklyn Bridge","1","0","1","rain","39","0.014","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-06T14:00:00.000","Brooklyn Bridge","794","380","414","cloudy","43","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-30T06:00:00.000","Brooklyn Bridge","124","53","71","clear-day","71","0.001","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-08T09:00:00.000","Brooklyn Bridge","695","392","303","partly-cloudy-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-19T08:00:00.000","Brooklyn Bridge","247","131","116","partly-cloudy-day","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-28T07:00:00.000","Brooklyn Bridge","132","48","84","clear-night","26","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-26T18:00:00.000","Brooklyn Bridge","1120","393","727","cloudy","76","0.0145","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-22T07:00:00.000","Brooklyn Bridge","85","41","44","clear-night","13","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-25T15:00:00.000","Brooklyn Bridge","1299","624","675","cloudy","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-10T04:00:00.000","Brooklyn Bridge","1","0","1","clear-night","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-27T06:00:00.000","Brooklyn Bridge","1","0","1","cloudy","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-24T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-21T04:00:00.000","Brooklyn Bridge","0","0","0","clear-night","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-10T03:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-26T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","62","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-16T17:00:00.000","Brooklyn Bridge","2160","1016","1144","partly-cloudy-day","49","0.0011","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-12T06:00:00.000","Brooklyn Bridge","167","63","104","partly-cloudy-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-22T18:00:00.000","Brooklyn Bridge","1764","978","786","clear-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-29T22:00:00.000","Brooklyn Bridge","14","3","11","cloudy","51","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-05T21:00:00.000","Brooklyn Bridge","12","6","6","partly-cloudy-night","28","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-07T05:00:00.000","Brooklyn Bridge","37","20","17","partly-cloudy-night","73","0.0024","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-23T18:00:00.000","Brooklyn Bridge","103","102","1","clear-night","50","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-26T14:00:00.000","Brooklyn Bridge","1552","710","842","partly-cloudy-day","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-12T12:00:00.000","Brooklyn Bridge","1203","495","708","partly-cloudy-day","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-12T15:00:00.000","Brooklyn Bridge","2397","1147","1250","partly-cloudy-day","87","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-03T16:00:00.000","Brooklyn Bridge","2268","1125","1143","partly-cloudy-day","85","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-09T07:00:00.000","Brooklyn Bridge","341","134","207","partly-cloudy-day","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-19T09:00:00.000","Brooklyn Bridge","671","397","274","partly-cloudy-day","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-27T05:00:00.000","Brooklyn Bridge","59","46","13","clear-night","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-12T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","20","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-29T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","24","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-02T04:00:00.000","Brooklyn Bridge","0","0","0","cloudy","36","0.0044","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-03T02:00:00.000","Brooklyn Bridge","0","0","0","cloudy","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-02T21:00:00.000","Brooklyn Bridge","14","11","3","cloudy","48","0","40.7081639691088","-73.9995087014816","Daylight Saving Time ends","(40.7081639691088, -73.9995087014816)"
"2019-08-11T20:00:00.000","Brooklyn Bridge","1059","419","640","partly-cloudy-night","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-13T07:00:00.000","Brooklyn Bridge","229","100","129","cloudy","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-08T17:00:00.000","Brooklyn Bridge","2393","1051","1342","partly-cloudy-day","76","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-28T08:00:00.000","Brooklyn Bridge","525","201","324","partly-cloudy-day","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-24T09:00:00.000","Brooklyn Bridge","104","70","34","rain","42","0.0593","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-09T10:00:00.000","Brooklyn Bridge","580","344","236","clear-day","44","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-15T13:00:00.000","Brooklyn Bridge","2518","1200","1318","partly-cloudy-day","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-25T21:00:00.000","Brooklyn Bridge","24","23","1","clear-night","31","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-22T22:00:00.000","Brooklyn Bridge","47","36","11","rain","73","0.1351","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-17T19:00:00.000","Brooklyn Bridge","1204","611","593","partly-cloudy-day","90","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-01T21:00:00.000","Brooklyn Bridge","13","7","6","cloudy","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-06T23:00:00.000","Brooklyn Bridge","27","12","15","partly-cloudy-night","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-28T00:00:00.000","Brooklyn Bridge","5","0","5","clear-night","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-08T12:00:00.000","Brooklyn Bridge","1675","749","926","cloudy","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-11T08:00:00.000","Brooklyn Bridge","418","176","242","clear-day","76","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-16T22:00:00.000","Brooklyn Bridge","14","10","4","partly-cloudy-night","70","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-13T09:00:00.000","Brooklyn Bridge","319","180","139","clear-day","39","0.0031","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-05T21:00:00.000","Brooklyn Bridge","17","12","5","clear-night","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-21T22:00:00.000","Brooklyn Bridge","13","8","5","clear-night","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-06T15:00:00.000","Brooklyn Bridge","2703","1046","1657","rain","81","0.042","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-16T02:00:00.000","Brooklyn Bridge","1","0","1","partly-cloudy-night","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-18T21:00:00.000","Brooklyn Bridge","120","120","0","clear-night","30","0","40.7081639691088","-73.9995087014816","Presidents' Day (regional holiday)","(40.7081639691088, -73.9995087014816)"
"2019-03-03T22:00:00.000","Brooklyn Bridge","3","2","1","snow","33","0.0875","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-08T20:00:00.000","Brooklyn Bridge","1382","620","762","clear-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-20T07:00:00.000","Brooklyn Bridge","281","124","157","clear-day","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-22T12:00:00.000","Brooklyn Bridge","973","398","575","cloudy","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-18T05:00:00.000","Brooklyn Bridge","16","11","5","cloudy","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-21T01:00:00.000","Brooklyn Bridge","2","0","2","partly-cloudy-night","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-21T16:00:00.000","Brooklyn Bridge","1531","697","834","clear-day","51","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-10T08:00:00.000","Brooklyn Bridge","198","65","133","cloudy","62","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-13T15:00:00.000","Brooklyn Bridge","942","396","546","cloudy","46","0.0028","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-04T09:00:00.000","Brooklyn Bridge","441","228","213","cloudy","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-01T10:00:00.000","Brooklyn Bridge","1200","638","562","partly-cloudy-day","57","0","40.7081639691088","-73.9995087014816","New Year's Day","(40.7081639691088, -73.9995087014816)"
"2019-04-02T11:00:00.000","Brooklyn Bridge","1136","558","578","partly-cloudy-day","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-13T01:00:00.000","Brooklyn Bridge","0","0","0","clear-night","34","0.00030","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-06T17:00:00.000","Brooklyn Bridge","1862","792","1070","cloudy","62","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-09T07:00:00.000","Brooklyn Bridge","311","128","183","clear-day","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-29T18:00:00.000","Brooklyn Bridge","2327","1003","1324","clear-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-06T15:00:00.000","Brooklyn Bridge","352","113","239","cloudy","62","0.0046","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-15T01:00:00.000","Brooklyn Bridge","1","0","1","partly-cloudy-night","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-20T06:00:00.000","Brooklyn Bridge","182","98","84","clear-night","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-14T22:00:00.000","Brooklyn Bridge","21","20","1","partly-cloudy-night","39","0","40.7081639691088","-73.9995087014816","Valentine's Day","(40.7081639691088, -73.9995087014816)"
"2019-03-16T12:00:00.000","Brooklyn Bridge","1969","953","1016","partly-cloudy-day","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-02T08:00:00.000","Brooklyn Bridge","364","163","201","partly-cloudy-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-01T10:00:00.000","Brooklyn Bridge","612","367","245","cloudy","29","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-18T11:00:00.000","Brooklyn Bridge","2377","1241","1136","partly-cloudy-day","55","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-15T01:00:00.000","Brooklyn Bridge","0","0","0","cloudy","47","0.0023","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-28T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-19T14:00:00.000","Brooklyn Bridge","2035","878","1157","clear-day","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-31T06:00:00.000","Brooklyn Bridge","200","125","75","partly-cloudy-night","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-26T10:00:00.000","Brooklyn Bridge","964","520","444","clear-day","79","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-11T15:00:00.000","Brooklyn Bridge","1981","996","985","clear-day","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-30T20:00:00.000","Brooklyn Bridge","5","0","5","cloudy","39","0.00030","40.7081639691088","-73.9995087014816","New Year's Eve","(40.7081639691088, -73.9995087014816)"
"2019-07-29T21:00:00.000","Brooklyn Bridge","43","16","27","partly-cloudy-night","85","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-08T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-24T07:00:00.000","Brooklyn Bridge","327","138","189","clear-day","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-09T00:00:00.000","Brooklyn Bridge","48","46","2","partly-cloudy-night","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-07T21:00:00.000","Brooklyn Bridge","55","54","1","clear-night","32","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-04T12:00:00.000","Brooklyn Bridge","1275","514","761","cloudy","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-13T01:00:00.000","Brooklyn Bridge","3","1","2","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-03T11:00:00.000","Brooklyn Bridge","1740","927","813","partly-cloudy-day","81","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-24T07:00:00.000","Brooklyn Bridge","281","134","147","clear-day","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-17T01:00:00.000","Brooklyn Bridge","7","2","5","clear-night","31","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-09T20:00:00.000","Brooklyn Bridge","8","3","5","cloudy","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-17T00:00:00.000","Brooklyn Bridge","24","12","12","clear-night","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-03T08:00:00.000","Brooklyn Bridge","294","93","201","partly-cloudy-day","41","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-20T10:00:00.000","Brooklyn Bridge","1077","613","464","cloudy","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-10T23:00:00.000","Brooklyn Bridge","1","1","0","cloudy","40","0.0019","40.7081639691088","-73.9995087014816","Daylight Saving Time starts","(40.7081639691088, -73.9995087014816)"
"2019-08-12T09:00:00.000","Brooklyn Bridge","711","410","301","partly-cloudy-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-11T00:00:00.000","Brooklyn Bridge","58","56","2","partly-cloudy-night","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-29T01:00:00.000","Brooklyn Bridge","0","0","0","clear-night","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-23T21:00:00.000","Brooklyn Bridge","17","14","3","partly-cloudy-night","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-14T06:00:00.000","Brooklyn Bridge","0","0","0","rain","49","0.0502","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-28T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-24T17:00:00.000","Brooklyn Bridge","1751","956","795","partly-cloudy-day","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-20T21:00:00.000","Brooklyn Bridge","63","18","45","partly-cloudy-night","78","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-23T06:00:00.000","Brooklyn Bridge","13","11","2","clear-night","37","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-08T01:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-06T01:00:00.000","Brooklyn Bridge","7","4","3","cloudy","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-28T16:00:00.000","Brooklyn Bridge","1870","839","1031","partly-cloudy-day","45","0","40.7081639691088","-73.9995087014816","Thanksgiving Day","(40.7081639691088, -73.9995087014816)"
"2019-07-04T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","75","0","40.7081639691088","-73.9995087014816","Independence Day","(40.7081639691088, -73.9995087014816)"
"2019-07-17T11:00:00.000","Brooklyn Bridge","1314","638","676","clear-day","88","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-17T09:00:00.000","Brooklyn Bridge","488","283","205","clear-day","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-06T14:00:00.000","Brooklyn Bridge","1553","708","845","clear-day","54","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-21T21:00:00.000","Brooklyn Bridge","13","3","10","partly-cloudy-night","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-19T15:00:00.000","Brooklyn Bridge","3243","1483","1760","partly-cloudy-day","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-22T22:00:00.000","Brooklyn Bridge","20","10","10","cloudy","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-17T03:00:00.000","Brooklyn Bridge","0","0","0","cloudy","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-26T18:00:00.000","Brooklyn Bridge","70","66","4","cloudy","41","0.0017","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-15T04:00:00.000","Brooklyn Bridge","0","0","0","clear-night","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-10T15:00:00.000","Brooklyn Bridge","1560","761","799","partly-cloudy-day","87","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-06T13:00:00.000","Brooklyn Bridge","2086","930","1156","partly-cloudy-day","46","0.00030","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-18T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","32","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-17T16:00:00.000","Brooklyn Bridge","1487","632","855","cloudy","41","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-12T12:00:00.000","Brooklyn Bridge","450","207","243","cloudy","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-17T14:00:00.000","Brooklyn Bridge","1606","697","909","cloudy","42","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-04T02:00:00.000","Brooklyn Bridge","1","0","1","clear-night","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-24T14:00:00.000","Brooklyn Bridge","1016","497","519","cloudy","46","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-23T05:00:00.000","Brooklyn Bridge","3","0","3","clear-night","29","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-06T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-26T19:00:00.000","Brooklyn Bridge","524","240","284","clear-day","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-05T12:00:00.000","Brooklyn Bridge","1484","658","826","cloudy","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-21T15:00:00.000","Brooklyn Bridge","828","374","454","partly-cloudy-day","97","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-06T03:00:00.000","Brooklyn Bridge","1","0","1","partly-cloudy-night","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-19T20:00:00.000","Brooklyn Bridge","914","372","542","partly-cloudy-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-13T15:00:00.000","Brooklyn Bridge","2895","1249","1646","clear-day","84","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-18T06:00:00.000","Brooklyn Bridge","165","89","76","partly-cloudy-night","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-21T07:00:00.000","Brooklyn Bridge","270","114","156","partly-cloudy-day","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-28T19:00:00.000","Brooklyn Bridge","573","290","283","rain","72","0.0101","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-02T00:00:00.000","Brooklyn Bridge","69","58","11","partly-cloudy-night","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-11T15:00:00.000","Brooklyn Bridge","3724","1713","2011","clear-day","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-20T17:00:00.000","Brooklyn Bridge","755","387","368","cloudy","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-14T06:00:00.000","Brooklyn Bridge","156","82","74","clear-day","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-23T23:00:00.000","Brooklyn Bridge","1","0","1","clear-night","43","0","40.7081639691088","-73.9995087014816","Christmas Eve","(40.7081639691088, -73.9995087014816)"
"2019-06-17T03:00:00.000","Brooklyn Bridge","0","0","0","cloudy","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-23T22:00:00.000","Brooklyn Bridge","9","8","1","partly-cloudy-night","44","0.00060","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-02T01:00:00.000","Brooklyn Bridge","22","19","3","partly-cloudy-night","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-23T12:00:00.000","Brooklyn Bridge","1515","758","757","cloudy","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-21T05:00:00.000","Brooklyn Bridge","56","38","18","partly-cloudy-night","62","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-11T19:00:00.000","Brooklyn Bridge","5","0","5","clear-night","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-06T22:00:00.000","Brooklyn Bridge","3","2","1","partly-cloudy-night","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-22T22:00:00.000","Brooklyn Bridge","18","7","11","rain","73","0.012","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-25T04:00:00.000","Brooklyn Bridge","0","0","0","clear-night","51","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-05T17:00:00.000","Brooklyn Bridge","2963","1253","1710","clear-day","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-22T23:00:00.000","Brooklyn Bridge","40","39","1","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-02T14:00:00.000","Brooklyn Bridge","2342","958","1384","partly-cloudy-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-26T05:00:00.000","Brooklyn Bridge","1","1","0","partly-cloudy-night","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-17T18:00:00.000","Brooklyn Bridge","1432","804","628","partly-cloudy-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
