"dbn","location_name","location_category","administrative_district","ell_removals","ell_principal","ell_superintendent","ell_expulsions","non_ell_removals","non_ell_principal","non_ell_superintendent","non_ell_expulsions","sy1617_total_removals_suspensions"
"17K770","P.S. 770 New American Academy","Elementary","17","R","R","R","R","R","R","R","R","8"
"18K066","P.S. 66","K-8","18","R","R","R","R","R","R","R","R","25"
"18K068","I.S. 068 Isaac Bildersee","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","43"
"18K114","P.S. 114 Ryder Elementary","Elementary","18","R","R","R","R","R","R","R","R","10"
"18K115","P.S. 115 Daniel Mucatel School","Elementary","18","R","R","R","R","R","R","R","R","28"
"18K135","P.S. 135 Sheldon A. Brookner","Elementary","18","R","R","R","R","R","R","R","R","27"
"18K208","P.S. 208 Elsa Ebeling","Elementary","18","R","R","R","R","R","R","R","R","R"
"18K211","I.S. 211 John Wilson","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","24"
"18K219","P.S. 219 Kennedy-King","Elementary","18","R","R","R","R","R","R","R","R","13"
"18K233","P.S. 233 Langston Hughes","Elementary","18","R","R","R","R","R","R","R","R","16"
"18K235","P.S. 235 Janice Marie Knight School","K-8","18","R","R","R","R","R","R","R","R","14"
"18K244","P.S. 244 Richard R. Green","Elementary","18","R","R","R","R","R","R","R","R","14"
"18K268","P.S. 268 Emma Lazarus","Elementary","18","R","R","R","R","R","R","R","R","14"
"18K272","P.S. 272 Curtis Estabrook","Elementary","18","R","R","R","R","R","R","R","R","30"
"18K276","P.S. 276 Louis Marshall","Elementary","18","R","R","R","R","R","R","R","R","7"
"18K279","P.S. 279 Herman Schreiber","Elementary","18","R","R","R","R","R","R","R","R","19"
"18K285","I.S. 285 Meyer Levin","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","97"
"18K366","The Science And Medicine Middle School","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","97"
"18K563","It Takes a Village Academy","High school","18","R","11","R","R","R","43","R","R","64"
"18K566","Brooklyn Generation School","High school","18","R","R","R","R","R","R","R","R","27"
"18K567","Brooklyn Theatre Arts High School","High school","18","R","R","R","R","R","R","R","R","107"
"18K569","Kurt Hahn Expeditionary Learning School","High school","18","R","R","R","R","R","R","R","R","67"
"18K576","Victory Collegiate High School","High school","18","R","R","R","R","R","R","R","R","23"
"18K578","Brooklyn Bridge Academy","High school","18","R","R","R","R","R","R","R","R","0"
"18K581","East Flatbush Community Research School","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","20"
"18K588","Middle School for Art and Philosophy","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","56"
"18K589","Arts & Media Preparatory Academy","High school","18","R","R","R","R","R","R","R","R","22"
"18K598","Middle School of Marketing and Legal Studies","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","R"
"18K617","High School for Innovation in Advertising and Medi","High school","18","R","R","R","R","R","R","R","R","115"
"18K629","Cultural Academy for the Arts and Sciences","High school","18","R","R","R","R","R","R","R","R","89"
"18K633","High School for Medical Professions","High school","18","R","R","R","R","R","R","R","R","62"
"18K635","Olympus Academy","High school","18","R","R","R","R","R","R","R","R","30"
"18K637","Academy for Conservation and the Environment","High school","18","R","R","R","R","R","R","R","R","29"
"18K642","Urban Action Academy","High school","18","R","R","R","R","R","R","R","R","95"
"18K673","East Brooklyn Community High School","High school","18","R","R","R","R","R","R","R","R","19"
"18K763","Brooklyn Science and Engineering Academy","Junior High-Intermediate-Middle","18","R","R","R","R","R","R","R","R","0"
"18K922","South Shore Educational Complex Yabc","High school","18","R","R","R","R","R","R","R","R","0"
"19K007","P.S. 007 Abraham Lincoln","Elementary","19","R","R","R","R","R","R","R","R","13"
"19K013","P.S. 013 Roberto Clemente","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K065","P.S. 065","Elementary","19","R","R","R","R","R","R","R","R","0"
"19K089","P.S. 089 Cypress Hills","K-8","19","R","11","R","R","R","8","R","R","38"
"19K108","P.S. 108 Sal Abbracciamento","Elementary","19","R","R","R","R","R","R","R","R","10"
"19K149","P.S. 149 Danny Kaye","Elementary","19","R","R","R","R","R","R","R","R","11"
"19K158","P.S. 158 Warwick","Elementary","19","R","R","R","R","R","R","R","R","8"
"19K159","P.S. 159 Isaac Pitkin","Elementary","19","R","R","R","R","R","R","R","R","73"
"19K171","I.S. 171 Abraham Lincoln","Junior High-Intermediate-Middle","19","R","11","R","R","R","32","R","R","64"
"19K190","P.S. 190 Sheffield","Elementary","19","R","R","R","R","R","R","R","R","0"
"19K202","P.S. 202 Ernest S. Jenkyns","Elementary","19","R","R","R","R","R","R","R","R","30"
"19K213","P.S. 213 New Lots","Elementary","19","R","R","R","R","R","R","R","R","15"
"19K214","P.S. 214 Michael Friedsam","Elementary","19","R","R","R","R","R","R","R","R","42"
"19K218","J.H.S. 218 James P. Sinnott","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","46"
"19K224","P.S. 224 Hale A. Woodruff","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K273","P.S. 273 Wortman","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K290","P.S. 290 Juan Morel Campos","Elementary","19","R","R","R","R","R","R","R","R","6"
"20K112","P.S. 112 Lefferts Park","Elementary","20","R","R","R","R","R","R","R","R","R"
"19K292","J.H.S. 292 Margaret S. Douglas","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","36"
"19K306","P.S. 306 Ethan Allen","K-8","19","R","R","R","R","R","R","R","R","18"
"19K311","Essence School","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","16"
"19K325","The Fresh Creek School","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K328","P.S. 328 Phyllis Wheatley","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K345","P.S. 345 Patrolman Robert Bolden","Elementary","19","R","R","R","R","R","R","R","R","R"
"19K346","P.S. 346 Abe Stark","Elementary","19","R","R","R","R","R","R","R","R","24"
"19K364","I.S. 364 Gateway","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","13"
"19K404","Academy for Young Writers","Secondary School","19","R","R","R","R","R","R","R","R","44"
"19K409","East New York Family Academy","Secondary School","19","R","R","R","R","R","R","R","R","141"
"19K422","Spring Creek Community School","Secondary School","19","R","R","R","R","R","R","R","R","40"
"19K431","Thomas Jefferson Yabc","High school","19","R","R","R","R","R","R","R","R","R"
"19K452","Frederick Douglass Academy VIII Middle School","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","44"
"19K501","Franklin K. Lane Campus YABC","High school","19","R","R","R","R","R","R","R","R","R"
"19K502","FDNY - Captain Vernon A. Richards High School for","High school","19","R","R","R","R","R","R","R","R","60"
"19K504","High School for Civil Rights","High school","19","R","R","R","R","R","R","R","R","37"
"19K507","Performing Arts and Technology High School","High school","19","R","R","R","R","R","R","R","R","67"
"19K510","World Academy for Total Community Health High Scho","High school","19","R","R","R","R","R","R","R","R","48"
"19K557","Brooklyn Gardens Elementary School","Elementary","19","R","R","R","R","R","R","R","R","0"
"19K583","Multicultural High School","High school","19","R","R","R","R","R","R","R","R","16"
"19K615","Transit Tech Career and Technical Education High S","High school","19","R","R","R","R","R","R","R","R","68"
"19K618","Academy of Innovative Technology","High school","19","R","10","R","R","R","25","R","R","47"
"19K639","Brooklyn Lab School","High school","19","R","R","R","R","R","R","R","R","73"
"19K654","Van Siclen Community Middle School","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","35"
"19K659","Cypress Hills Collegiate Preparatory School","High school","19","R","R","R","R","R","R","R","R","14"
"19K660","W. H. Maxwell Career and Technical Education High","High school","19","R","R","R","R","R","R","R","R","67"
"19K661","Vista Academy","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","66"
"19K662","Liberty Avenue Middle School","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","R"
"19K663","School of the Future Brooklyn","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","37"
"19K677","East New York Elementary School of Excellence","Elementary","19","R","R","R","R","R","R","R","R","11"
"19K678","East New York Middle School of Excellence","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","37"
"19K683","The School for Classics: An Academy of Thinkers, W","High school","19","R","R","R","R","R","R","R","R","45"
"19K760","Highland Park Community School","Junior High-Intermediate-Middle","19","R","R","R","R","R","R","R","R","11"
"19K764","The Urban Assembly School for Collaborative Health","High school","19","R","R","R","R","R","R","R","R","18"
"20K030","P.S./I.S. 30 Mary White Ovington","K-8","20","R","R","R","R","R","R","R","R","25"
"20K048","P.S. 048 Mapleton","Elementary","20","R","R","R","R","R","R","R","R","9"
"20K062","J.H.S. 062 Ditmas","Junior High-Intermediate-Middle","20","R","7","R","R","R","33","R","R","64"
"20K069","P.S. 69 Vincent D. Grippo School","Elementary","20","R","R","R","R","R","R","R","R","6"
"20K102","P.S. 102 The Bayview","Elementary","20","R","R","R","R","R","R","R","R","R"
"20K104","P.S./I.S. 104 The Fort Hamilton School","K-8","20","R","R","R","R","R","R","R","R","35"
"20K105","P.S. 105 The Blythebourne","Elementary","20","R","R","R","R","R","R","R","R","R"
"20K127","P.S. 127 Mckinley Park","Elementary","20","R","R","R","R","R","R","R","R","0"
"20K160","P.S. 160 William T. Sampson","Elementary","20","R","R","R","R","R","R","R","R","6"
"20K163","P.S. 163 Bath Beach","K-8","20","R","R","R","R","R","R","R","R","9"
"20K164","P.S. 164 Caesar Rodney","Elementary","20","R","R","R","R","R","R","R","R","0"
"20K170","Ralph A. Fabrizio School","Elementary","20","R","R","R","R","R","R","R","R","11"
