"material","aggregate_percent","refuse_percent","mgp_percent","paper_percent","organic_percent","material_group","dsny_diversion_summary","location"
"Paper Bags: Non-food Retail","0.004","0.003","0.0","0.013",,"Paper","Designated Paper","Manhattan"
"Paper Bags: Fast Food Bags","0.003","0.003","0.0","0.002",,"Paper","Designated Paper","Manhattan"
"Paper Bags: Compostable/Soiled","0.004","0.005","0.0","0.002",,"Paper","Organics Suitable for Composting","Manhattan"
"High Grade Paper","0.014","0.013","0.0","0.03",,"Paper","Designated Paper","Manhattan"
"Mixed Low Grade Paper","0.107","0.088","0.011","0.293",,"Paper","Designated Paper","Manhattan"
"Compostable/Soiled Paper/Waxed OCC/Kraft","0.08","0.1","0.004","0.018",,"Paper","Organics Suitable for Composting","Manhattan"
"Compostable/School Plates/Trays","0.002","0.003","0.0","0.0",,"Paper","Organics Suitable for Composting","Manhattan"
"Compostable/School Paper Boats","0.0","0.0","0.0","0.0",,"Paper","Organics Suitable for Composting","Manhattan"
"Other Non-recyclable Paper","0.009","0.01","0.004","0.005",,"Paper","Other","Manhattan"
"Beverage Cartons & Aseptic Boxes","0.005","0.004","0.014","0.003",,"Paper","Designated MGP","Manhattan"
"Shredded Paper","0.004","0.004","0.0","0.008",,"Paper","Designated Paper","Manhattan"
"Drinking Cups - Paper and Plastic: Paper - Compostable","0.0","0.0","0.0","0.0",,"Paper","Organics Suitable for Composting","Manhattan"
"Drinking Cups - Paper and Plastic: Paper - Non-Compostable","0.004","0.005","0.001","0.001",,"Paper","Other","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #1 PET All","0.001","0.001","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Rigid","0.001","0.001","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #6 PS Rigid","0.001","0.001","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Single Use: Other & Unlabeled","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Drinking Cups - Paper and Plastic: Plastic - Durable: Other & Unlabeled","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"K-Cups: Predominanty Plastic: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Plastic: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Organics Suitable for Composting","Manhattan"
"K-Cups: Predominanty Plastic: Other & Unlabeled","0.0","0.001","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Metal","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"K-Cups: Predominanty Organic","0.001","0.001","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #1 PET - Clear","0.012","0.01","0.046","0.001",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #1 PET - Green","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #1 PET - Other","0.001","0.0","0.004","0.0",,"Plastic","Designated MGP","Manhattan"
"#2 HDPE Natural Bottles","0.004","0.002","0.023","0.0",,"Plastic","Designated MGP","Manhattan"
"#2 HDPE Colored Bottles","0.005","0.003","0.027","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #5 PP Rigid","0.001","0.001","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Plastic Bottles: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: #7 Other","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Plastic Bottles: Other & Unlabeled","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #1 PET All","0.007","0.005","0.029","0.001",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #5 PP Rigid","0.003","0.002","0.011","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Thermoforms: #6 PS Rigid","0.002","0.002","0.005","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: #7 Other","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Thermoforms: Other & Unlabeled","0.001","0.001","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Other PVC (Non-bottle)","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #1 PET All","0.001","0.001","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #2 HDPE Natural","0.0","0.0","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #2 HDPE Pig.","0.001","0.0","0.004","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #5 PP Rigid","0.006","0.006","0.014","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Rigid Plastics: Tubs & Lids: #6 PS Rigid","0.002","0.002","0.002","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Tubs & Lids: Other & Unlabeled","0.002","0.002","0.005","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Rigid Container/Pkg: Other & Unlabeled","0.001","0.001","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Expanded Polystyrene Containers & Packaging (EPS): Clamshells","0.001","0.001","0.0","0.0",,"Plastic","Other","Manhattan"
"Expanded Polystyrene Containers & Packaging (EPS): Single Use Cups","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Expanded Polystyrene Containers & Packaging (EPS): Singe Use Other","0.001","0.001","0.0","0.0",,"Plastic","Other","Manhattan"
"Expanded Polystyrene Containers & Packaging (EPS): Food Packaging","0.002","0.002","0.0","0.0",,"Plastic","Other","Manhattan"
"Expanded Polystyrene Containers & Packaging (EPS): Non-food Packaging","0.002","0.002","0.0","0.001",,"Plastic","Other","Manhattan"
"Film: Garbage Bags","0.033","0.035","0.038","0.016",,"Plastic","Other","Manhattan"
"Film: Pouches","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Film: Oversize: Other PE Film","0.002","0.002","0.0","0.0",,"Plastic","Other","Manhattan"
"Film: Oversize: Non-PE Film","0.001","0.002","0.0","0.0",,"Plastic","Other","Manhattan"
"Other Plastic Bags & Film: Grocery/Merch Bags","0.015","0.019","0.005","0.001",,"Plastic","Plastic Bags","Manhattan"
"Other Plastic Bags & Film: Produce Bags","0.001","0.001","0.0","0.0",,"Plastic","Plastic Bags","Manhattan"
"Other Plastic Bags & Film: Other Sleeves/Clean Bags","0.001","0.001","0.0","0.001",,"Plastic","Plastic Bags","Manhattan"
"Other Plastic Bags & Film: Compostable Bags","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Other Plastic Bags & Film: Other PE Film","0.009","0.011","0.006","0.001",,"Plastic","Other","Manhattan"
"Other Plastic Bags & Film: Non-PE Film","0.011","0.014","0.003","0.001",,"Plastic","Other","Manhattan"
"Single Use: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Single Use: #6 PS Rigid","0.001","0.001","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Single Use: Other & Unlabeled","0.003","0.003","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Appliances: Plastic: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Appliances: Plastic: Other & Unlabeled","0.001","0.001","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Crates/Soda Carrier: Other & Unlabeled","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Pig.","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Toys/Housewares: Other & Unlabeled","0.005","0.003","0.026","0.002",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #5 PP Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: #7 Other","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Bulk/Rigid Plastics: Other Durable: Other & Unlabeled","0.001","0.0","0.006","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #1 PET All","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #2 HDPE Natural","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #2 HDPE Pig.","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #3 PVC","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #4 LDPE/LLDPE","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #5 PP Rigid","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #5 PP Expanded","0.0","0.0","0.0","0.0",,"Plastic","Other","Manhattan"
"Rigid Plastics: Other Plastics: #6 PS Rigid","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: #7 Other","0.0","0.0","0.001","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: Compostable","0.0","0.0","0.0","0.0",,"Plastic","Designated MGP","Manhattan"
"Rigid Plastics: Other Plastics: Other & Unlabeled","0.011","0.012","0.02","0.001",,"Plastic","Designated MGP","Manhattan"
"Clear Container Glass","0.017","0.011","0.082","0.001",,"Glass","Designated MGP","Manhattan"
"Green Container Glass","0.013","0.007","0.074","0.002",,"Glass","Designated MGP","Manhattan"
"Brown Container Glass","0.005","0.003","0.019","0.0",,"Glass","Designated MGP","Manhattan"
"Other Color Container Glass","0.001","0.001","0.002","0.001",,"Glass","Designated MGP","Manhattan"
"Mixed Cullet","0.03","0.004","0.272","0.0",,"Glass","Designated MGP","Manhattan"
"Other Glass","0.003","0.003","0.008","0.0",,"Glass","Other","Manhattan"
"Aluminum Cans","0.003","0.003","0.008","0.0",,"Metal","Designated MGP","Manhattan"
"Aluminum Foil/Containers","0.006","0.006","0.007","0.0",,"Metal","Designated MGP","Manhattan"
"Other Aluminium","0.001","0.002","0.001","0.0",,"Metal","Designated MGP","Manhattan"
"Other Non-ferrous","0.003","0.002","0.011","0.0",,"Metal","Designated MGP","Manhattan"
"Steel/Tin Food Cans","0.006","0.004","0.033","0.0",,"Metal","Designated MGP","Manhattan"
"Empty Aerosol Cans","0.001","0.001","0.005","0.0",,"Metal","Designated MGP","Manhattan"
"Other Ferrous Metal","0.009","0.006","0.046","0.001",,"Metal","Designated MGP","Manhattan"
"Mixed Metals","0.002","0.002","0.006","0.0",,"Metal","Designated MGP","Manhattan"
"Appliances: Ferrous","0.002","0.0","0.021","0.0",,"Metal","Designated MGP","Manhattan"
"Appliances: Non-ferrous","0.001","0.001","0.002","0.0",,"Metal","Designated MGP","Manhattan"
"Yard Waste","0.01","0.014","0.0","0.0",,"Organic","Organics Suitable for Composting","Manhattan"
"Food","0.19","0.245","0.011","0.006",,"Organic","Organics Suitable for Composting","Manhattan"
"Non-C&D Wood","0.007","0.009","0.001","0.001",,"Organic","Other","Manhattan"
"Textiles:  Non-clothing","0.028","0.035","0.002","0.001",,"Organic","Textiles","Manhattan"
"Textiles:  Clothing","0.022","0.029","0.0","0.002",,"Organic","Textiles","Manhattan"
"Carpet/Upholstery","0.018","0.023","0.0","0.0",,"Organic","Other","Manhattan"
"Disposable Diapers & Sanitary Products","0.034","0.044","0.0","0.0",,"Organic","Other","Manhattan"
"Animal By-Products","0.011","0.014","0.001","0.0",,"Organic","Other","Manhattan"
"Shoes/Rubber/Leather","0.008","0.01","0.002","0.0",,"Organic","Textiles","Manhattan"
"Garden Hoses","0.0","0.0","0.0","0.0",,"Organic","Textiles","Manhattan"
"Fines","0.028","0.034","0.021","0.002",,"Organic","Other","Manhattan"
"Miscellaneous Organics","0.004","0.005","0.001","0.0",,"Organic","Other","Manhattan"
"Audio/Visual Equipment - TV Peripherals (Covered)","0.0","0.0","0.002","0.0",,"E-Waste","E-Waste","Manhattan"
"Audio/Visual Equipment - Other (Non-covered)","0.001","0.001","0.002","0.0",,"E-Waste","E-Waste","Manhattan"
"Computer Monitors","0.0","0.0","0.0","0.0",,"E-Waste","E-Waste","Manhattan"
"Televisions","0.0","0.0","0.0","0.0",,"E-Waste","E-Waste","Manhattan"
"Other Computer Equipment","0.003","0.003","0.008","0.0",,"E-Waste","E-Waste","Manhattan"
"Untreated Dimension Lumber/Pallets/Crates","0.001","0.001","0.0","0.0",,"C&D","C&D","Manhattan"
"Treated/Contaminated/Composite Wood","0.004","0.006","0.0","0.0",,"C&D","C&D","Manhattan"
"Other C&D Debris Not Elsewhere Classified","0.016","0.02","0.001","0.0",,"C&D","C&D","Manhattan"
"Oil Filters","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Antifreeze","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Wet-Cell Batteries","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Water-Based Adhesives/Glues","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Latex Paint","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Oil-Based Paint/Solvent","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Pesticides/Herbicides/Rodenticides","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Dry-Cell Batteries","0.001","0.001","0.001","0.0",,"Special Waste","HHW","Manhattan"
"Fluorescent Tubes/CFLs","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Mercury-Laden Wastes","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Compressed Gas Cylinders/Fire Extinguishers","0.0","0.0","0.0","0.0",,"Special Waste","HHW","Manhattan"
"Home Medical Products","0.004","0.004","0.001","0.0",,"Special Waste","HHW","Manhattan"
"Other HHW","0.002","0.002","0.001","0.0",,"Special Waste","HHW","Manhattan"
"Miscellaneous Inorganics","0.009","0.01","0.01","0.003",,"Miscellaneous Inorganics","Other","Manhattan"
"Newspaper","0.021","0.007","0.008","0.137","0.0","Paper","Designated Paper","Staten Island"
"Plain OCC/Kraft Paper","0.053","0.013","0.007","0.403","0.002","Paper","Designated Paper","Staten Island"
"Paper Bags: Kraft Grocery","0.002","0.001","0.0","0.008","0.0","Paper","Designated Paper","Staten Island"
"Paper Bags: Non-food Retail","0.002","0.002","0.0","0.007","0.0","Paper","Designated Paper","Staten Island"
"Paper Bags: Fast Food Bags","0.001","0.001","0.0","0.001","0.0","Paper","Designated Paper","Staten Island"
"Paper Bags: Compostable/Soiled","0.001","0.001","0.0","0.002","0.004","Paper","Organics Suitable for Composting","Staten Island"
"High Grade Paper","0.006","0.005","0.002","0.018","0.0","Paper","Designated Paper","Staten Island"
"Mixed Low Grade Paper","0.081","0.058","0.023","0.309","0.0","Paper","Designated Paper","Staten Island"
"Compostable/Soiled Paper/Waxed OCC/Kraft","0.087","0.108","0.008","0.008","0.002","Paper","Organics Suitable for Composting","Staten Island"
