"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11355","0","0","7","12","0","10","5","0","34","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11421","0","0","9","7","0","4","2","0","22","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10039","1","0","5","11","0","3","7","0","27","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10172","0","0","0","0","0","0","0","0","0","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10029","1","2","23","31","0","12","13","0","82","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10030","1","1","1","20","0","10","11","0","44","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10031","4","0","11","15","0","13","15","0","58","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10028","2","1","7","9","0","2","2","0","23","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10025","1","0","19","57","0","15","17","0","109","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10026","1","0","9","12","1","8","9","0","40","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10032","0","0","8","16","2","12","6","0","44","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10027","1","1","11","18","0","6","8","0","45","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10021","0","1","5","11","0","5","8","0","30","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10022","0","0","5","6","0","2","4","0","17","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10023","1","1","12","26","1","8","11","0","60","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10019","1","2","8","22","0","11","8","0","52","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10017","0","0","3","4","0","2","5","0","14","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10033","0","1","11","14","0","6","4","0","36","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10018","0","0","0","3","0","0","1","0","4","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10024","2","1","14","15","0","6","4","0","42","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10011","1","0","6","18","0","9","6","0","40","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10012","0","0","3","5","0","1","0","0","9","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10013","0","1","0","5","0","2","2","0","10","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10010","0","0","3","14","0","4","3","0","24","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10006","0","0","0","0","0","0","0","0","0","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10007","0","0","0","0","0","0","1","0","1","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10014","0","1","0","7","0","4","5","0","17","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10009","1","1","11","21","0","8","7","0","49","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10001","1","0","4","10","0","3","3","0","21","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10002","0","0","15","36","0","9","14","0","74","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10003","0","0","8","19","0","7","8","0","42","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10034","0","0","6","8","1","3","9","0","27","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10004","0","0","0","1","0","0","1","0","2","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10016","1","2","4","15","1","9","8","0","40","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11249","0","0","1","0","0","2","1","0","4","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11234","0","4","8","28","0","11","8","0","59","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11235","2","0","11","24","1","11","11","0","60","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11236","1","1","10","29","1","16","16","0","74","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11233","1","0","9","36","2","13","8","0","69","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11230","1","1","6","30","1","14","10","0","63","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11231","0","2","4","7","0","7","4","0","24","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11237","0","0","8","9","0","5","5","0","27","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11232","0","0","0","2","0","1","4","0","7","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11225","1","2","3","14","0","7","6","0","33","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11226","0","0","11","33","1","11","23","0","79","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11228","0","0","0","10","0","0","7","0","17","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11224","1","1","10","17","0","22","10","0","61","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11222","0","1","2","9","0","5","3","0","20","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11238","0","1","5","17","0","6","2","0","31","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11223","1","0","7","17","0","5","5","0","35","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11229","2","0","12","22","0","10","5","2","53","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11217","0","2","4","22","0","5","4","0","37","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11218","0","0","2","17","1","8","6","0","34","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11219","0","0","1","16","0","2","2","0","21","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11216","1","1","2","9","0","7","8","0","28","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11213","0","3","9","24","0","8","14","0","58","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11214","1","0","7","4","0","10","6","0","28","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11220","1","0","13","23","0","15","3","0","55","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11215","0","1","3","7","0","4","1","0","16","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11209","0","2","2","16","0","8","3","0","31","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11210","0","0","8","19","2","9","11","0","49","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11211","0","0","4","12","0","5","1","0","22","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11208","0","1","10","19","0","19","13","0","62","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11221","1","0","11","40","0","15","19","1","87","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11212","0","0","17","39","0","17","27","0","100","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11239","0","0","3","6","0","4","2","0","15","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Zip Code","10035","1","1","14","25","0","10","11","0","62","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11207","1","2","10","27","1","16","21","0","78","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10474","1","0","2","3","0","2","4","0","12","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10475","0","0","4","30","0","6","5","0","45","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10473","0","1","8","23","1","6","8","0","47","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10470","0","0","2","6","0","5","0","0","13","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10471","0","0","1","7","0","0","1","0","9","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11201","0","0","5","19","0","12","3","0","39","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10472","0","0","19","22","0","3","6","0","50","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10466","0","0","13","27","2","5","5","0","52","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10467","0","0","25","56","2","16","13","0","112","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10468","3","0","12","28","1","6","11","0","61","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10465","0","0","10","5","0","4","4","0","23","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10463","5","1","14","20","2","15","7","0","64","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10469","0","2","4","20","2","5","4","0","37","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10464","0","0","0","0","0","0","1","0","1","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11203","0","2","9","25","0","17","9","0","62","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10458","1","0","14","36","1","11","9","0","72","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10459","0","0","9","25","3","5","5","0","47","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10460","1","2","10","24","1","9","6","0","53","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10457","1","0","21","53","2","11","11","1","100","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10454","0","0","14","16","0","8","6","0","44","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10455","0","0","6","23","1","9","6","0","45","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10461","0","2","8","13","0","5","3","0","31","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10456","1","2","25","48","3","25","9","0","113","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Community District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10451","0","4","12","26","0","8","6","0","56","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10452","1","0","14","33","3","6","13","0","70","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Community District","95","0","0","0","0","0","0","0","0","0","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11204","0","1","5","13","0","5","5","0","29","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10453","1","0","12","33","1","12","10","0","69","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Community District","3","2","2","14","14","0","10","17","0","59","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","Zip Code","10462","1","0","8","19","1","7","15","0","51","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","13","3","3","36","35","0","29","14","0","120","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","14","2","0","32","25","0","16","13","0","88","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","82","0","0","0","0","0","0","0","0","0","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","12","0","4","64","72","3","57","30","0","230","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","9","0","2","25","30","0","18","10","0","85","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","10","1","3","17","15","0","21","16","0","73","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","UNABLE TO MATCH","0","0","0","0","1","0","0","0","1","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","11","0","0","10","26","0","13","7","0","56","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","5","0","8","12","16","1","8","7","0","52","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","6","2","2","17","39","0","19","15","0","94","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","7","0","0","16","37","0","34","11","0","98","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","4","1","3","12","24","2","24","7","0","73","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","2","4","1","12","15","0","13","11","0","56","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","8","0","4","20","44","1","29","16","0","114","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","3","1","3","14","48","0","20","15","0","101","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Community District","1","2","11","30","41","1","18","26","0","129","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","11","2","3","38","61","0","21","24","0","149","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","12","1","1","32","50","3","23","26","0","136","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","64","0","0","0","0","0","0","0","0","0","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","10","3","3","22","57","1","26","32","0","144","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","7","4","2","43","92","1","27","30","0","199","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","8","5","3","30","66","0","25","26","0","155","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","UNABLE TO MATCH","0","0","0","1","0","1","0","0","2","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","9","5","0","19","32","0","20","22","0","98","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","3","0","1","33","76","0","22","23","0","155","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","4","0","1","17","52","1","22","20","0","113","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","5","2","2","9","16","0","9","10","0","48","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","2","1","2","6","23","0","9","7","0","48","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Zip Code","11205","1","0","4","8","1","5","5","0","24","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Community District","1","1","0","15","31","0","24","7","0","78","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","Community District","6","2","1","14","34","1","16","21","0","89","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Community District","2","3","2","10","14","0","8","21","0","58","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","16","0","0","17","42","0","23","25","0","107","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","17","0","2","16","58","1","30","32","0","139","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","18","1","5","19","61","1","27","22","0","136","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","15","3","0","14","40","0","19","15","2","93","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","12","0","1","5","35","1","12","11","0","65","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","13","3","1","23","36","1","27","15","0","106","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","55","0","0","0","0","0","0","0","0","0","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","14","1","1","17","51","3","20","26","0","119","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","8","1","3","13","36","0","16","19","0","88","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","9","1","2","9","31","0","12","10","0","65","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","10","0","2","3","35","0","12","11","0","63","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","7","1","0","13","20","0","12","7","0","53","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","5","1","3","20","47","1","37","33","0","142","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","11","1","0","13","19","0","16","12","0","61","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","6","0","5","7","25","0","13","6","0","56","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","Community District","56","0","0","0","0","0","0","0","0","0","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
