"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58366582","2023-07-31T07:10:34.000","2023-07-31T07:44:02.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11236","1500 EAST 92 STREET","EAST 92 STREET","AVENUE L","AVENUE M","AVENUE L","AVENUE M","ADDRESS","BROOKLYN","EAST 92 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-31T07:44:07.000","18 BROOKLYN","46","3082560001","BROOKLYN","1012765","170646","PHONE","40.6348806","-73.8979145","POINT (-73.8979145 40.6348806)"
"58365510","2023-07-31T06:06:34.000","2023-07-31T06:53:43.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-07-31T06:53:46.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58365199","2023-07-31T05:24:58.000","2023-07-31T12:50:25.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11378","73-11 52 DRIVE","52 DRIVE","73 STREET","74 STREET","73 STREET","74 STREET","ADDRESS","MASPETH","52 DRIVE","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-07-31T12:50:28.000","05 QUEENS","30","4024870053","QUEENS","1014749","206209","PHONE","40.7328287","-73.8899021","POINT (-73.8899021 40.7328287)"
"58373691","2023-07-31T02:18:46.000","2023-07-31T02:49:44.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11418","120-09 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-31T02:49:49.000","09 QUEENS","29","4093520028","QUEENS","1032290","192304","ONLINE","40.6948042","-73.8265178","POINT (-73.8265178 40.6948042)"
"58357614","2023-07-31T01:59:53.000","2023-07-31T02:34:25.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11221","660 GREENE AVENUE","GREENE AVENUE","TOMPKINS AVENUE","THROOP AVENUE","TOMPKINS AVENUE","THROOP AVENUE","ADDRESS","BROOKLYN","GREENE AVENUE","Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2023-07-31T02:34:34.000","03 BROOKLYN","36","3018000039","BROOKLYN","1000122","190433","MOBILE","40.6891923","-73.9425008","POINT (-73.9425008 40.6891923)"
"58363225","2023-07-31T01:57:52.000","2023-07-31T02:34:05.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11221","660 GREENE AVENUE","GREENE AVENUE","TOMPKINS AVENUE","THROOP AVENUE","TOMPKINS AVENUE","THROOP AVENUE","ADDRESS","BROOKLYN","GREENE AVENUE","Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2023-07-31T02:34:20.000","03 BROOKLYN","36","3018000039","BROOKLYN","1000122","190433","MOBILE","40.6891923","-73.9425008","POINT (-73.9425008 40.6891923)"
"58356449","2023-07-30T23:38:05.000","2023-07-31T00:58:49.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11373","43-24 JUDGE STREET","JUDGE STREET","ELMHURST AVENUE","WHITNEY AVENUE","ELMHURST AVENUE","WHITNEY AVENUE","ADDRESS","ELMHURST","JUDGE STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-07-31T00:58:53.000","04 QUEENS","25","4015590017","QUEENS","1017848","210186","ONLINE","40.743165","-73.8785931","POINT (-73.8785931 40.743165)"
"58356450","2023-07-30T22:16:21.000","2023-07-30T23:21:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11234","2184 EAST 38 STREET","EAST 38 STREET","AVENUE T","AVENUE U","AVENUE T","AVENUE U","ADDRESS","BROOKLYN","EAST 38 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-30T23:21:56.000","18 BROOKLYN","46","3085370001","BROOKLYN","1004600","160729","MOBILE","40.6074244","-73.9266348","POINT (-73.9266348 40.6074244)"
"58357613","2023-07-30T20:11:17.000","2023-07-30T20:26:52.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11102","25-54 14 STREET","14 STREET","ASTORIA PARK SOUTH","26 AVENUE","ASTORIA PARK SOUTH","26 AVENUE","ADDRESS","ASTORIA","14 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-30T20:26:59.000","01 QUEENS","22","4009000057","QUEENS","1004167","221689","ONLINE","40.7750623","-73.9284143","POINT (-73.9284143 40.7750623)"
"58357412","2023-07-30T19:19:46.000","2023-07-30T19:47:25.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11211","146 SOUTH 2 STREET","SOUTH 2 STREET","BEDFORD AVENUE","DRIGGS AVENUE","BEDFORD AVENUE","DRIGGS AVENUE","ADDRESS","BROOKLYN","SOUTH2 STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-07-30T19:47:33.000","01 BROOKLYN","34","3024180011","BROOKLYN","994857","199093","PHONE","40.7130908","-73.9619156","POINT (-73.9619156 40.7130908)"
"58363224","2023-07-30T18:59:59.000","2023-07-30T20:12:25.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11694","215 BEACH 148 STREET","BEACH 148 STREET","ROCKAWAY BEACH BOULEVARD","NEPONSIT AVENUE","ROCKAWAY BEACH BOULEVARD","NEPONSIT AVENUE","ADDRESS","FAR ROCKAWAY","BEACH 148 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T20:12:33.000","14 QUEENS","32","4163130021","QUEENS","1022137","147050","MOBILE","40.5701092","-73.8638548","POINT (-73.8638548 40.5701092)"
"58362079","2023-07-30T17:52:14.000","2023-07-30T18:20:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10458","2889 BRIGGS AVENUE","BRIGGS AVENUE","EAST 198 STREET","EAST 199 STREET","EAST 198 STREET","EAST199 STREET","ADDRESS","BRONX","BRIGGS AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-30T18:20:27.000","07 BRONX","15","2033020042","BRONX","1015238","256176","PHONE","40.8702522","-73.8875847","POINT (-73.8875847 40.8702522)"
"58364110","2023-07-30T16:20:21.000","2023-07-30T20:14:16.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10470","4632 MATILDA AVENUE","MATILDA AVENUE","EAST 240 STREET","EAST 241 STREET","EAST 240 STREET","EAST241 STREET","ADDRESS","BRONX","MATILDA AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T20:14:23.000","12 BRONX","11","2050820020","BRONX","1024929","268433","PHONE","40.9035797","-73.8523734","POINT (-73.8523734 40.9035797)"
"58359829","2023-07-30T16:11:05.000","2023-07-30T16:31:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11365","71-01 PARSONS BOULEVARD","PARSONS BOULEVARD","71 AVENUE","72 AVENUE","71 AVENUE","72 AVENUE","ADDRESS","FRESH MEADOWS","PARSONS BOULEVARD","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-07-30T16:31:56.000","08 QUEENS","24","4067970040","QUEENS","1036658","205328","ONLINE","40.7299311","-73.8104282","POINT (-73.8104282 40.7299311)"
"58359830","2023-07-30T15:00:17.000","2023-07-30T16:28:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","10451","891 BROOK AVENUE","BROOK AVENUE","3 AVENUE","EAST 161 STREET","3 AVENUE","EAST161 STREET","ADDRESS","BRONX","BROOK AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T16:28:55.000","03 BRONX","17",,"BRONX","1009028","239157","PHONE","40.8230715","-73.9104741","POINT (-73.9104741 40.8230715)"
"58362078","2023-07-30T14:02:57.000","2023-07-30T14:50:13.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11368","108-38 50 AVENUE","50 AVENUE","108 STREET","111 STREET","108 STREET","111 STREET","ADDRESS","CORONA","50 AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-30T14:50:17.000","04 QUEENS","21","4020060019","QUEENS","1024605","210721","ONLINE","40.7448246","-73.8540713","POINT (-73.8540713 40.7448246)"
"58363223","2023-07-30T13:41:04.000","2023-07-30T13:46:51.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11361","41 AVENUE","41 AVENUE","41 AVENUE","213 STREET","41 AVENUE","213 STREET","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T13:46:55.000","11 QUEENS","19",,"QUEENS","1047433","217526","MOBILE","40.7635092","-73.771916","POINT (-73.771916 40.7635092)"
"58360942","2023-07-30T13:30:11.000","2023-07-30T14:13:15.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","11222","151 KINGSLAND AVENUE","KINGSLAND AVENUE","LOMBARDY STREET","MEEKER AVENUE","LOMBARDY STREET","MEEKER AVENUE","ADDRESS","BROOKLYN","KINGSLAND AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-07-30T14:13:19.000","01 BROOKLYN","34","3028290017","BROOKLYN","1000603","202191","ONLINE","40.7216155","-73.9412138","POINT (-73.9412138 40.7216155)"
"58364277","2023-07-30T11:17:48.000","2023-07-30T12:25:46.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11219","6703 11 AVENUE","11 AVENUE","67 STREET","OVINGTON AVENUE","67 STREET","OVINGTON AVENUE","ADDRESS","BROOKLYN","11 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T12:25:50.000","10 BROOKLYN","43","3057660012","BROOKLYN","982239","167843","ONLINE","40.6271964","-74.0070177","POINT (-74.0070177 40.6271964)"
"58364278","2023-07-30T08:37:25.000","2023-07-30T09:10:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10011","400 WEST 24 STREET","WEST 24 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST 24 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-30T09:10:45.000","04 MANHATTAN","03","1007217501","MANHATTAN","983896","211546","MOBILE","40.7469921","-74.0014292","POINT (-74.0014292 40.7469921)"
"58360941","2023-07-30T08:12:24.000","2023-07-30T11:39:28.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11418","120-09 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-30T11:39:33.000","09 QUEENS","29","4093520028","QUEENS","1032290","192304","ONLINE","40.6948042","-73.8265178","POINT (-73.8265178 40.6948042)"
"58359831","2023-07-30T07:12:40.000","2023-07-30T08:29:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11377","58-19 44 AVENUE","44 AVENUE","58 STREET","59 PLACE","58 STREET","59 PLACE","ADDRESS","WOODSIDE","44 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-30T08:29:59.000","02 QUEENS","26","4013330028","QUEENS","1010150","209771","ONLINE","40.7426174","-73.9065007","POINT (-73.9065007 40.7426174)"
"58360940","2023-07-30T06:33:16.000","2023-07-30T07:02:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11214","81 STREET","81 STREET","18 AVENUE","81 STREET","18 AVENUE","81 STREET","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-30T07:02:03.000","11 BROOKLYN","38",,"BROOKLYN","984401","161498","MOBILE","40.609951","-73.9994562","POINT (-73.9994562 40.609951)"
"58364276","2023-07-30T05:53:46.000","2023-07-30T06:07:56.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-30T06:08:00.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58351745","2023-07-29T22:27:46.000","2023-07-29T22:33:48.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","10016","EAST 32 STREET","EAST 32 STREET","5 AVENUE","EAST 32 STREET","5 AVENUE","EAST 32 STREET","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T22:33:54.000","05 MANHATTAN","04",,"MANHATTAN","988269","211485","MOBILE","40.7471531","-73.9854954","POINT (-73.9854954 40.7471531)"
"58355287","2023-07-29T21:31:46.000","2023-07-29T22:03:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","10016","EAST 32 STREET","EAST 32 STREET","5 AVENUE","EAST 32 STREET","5 AVENUE","EAST 32 STREET","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T22:03:17.000","05 MANHATTAN","04",,"MANHATTAN","988269","211485","MOBILE","40.7471531","-73.9854954","POINT (-73.9854954 40.7471531)"
"58355289","2023-07-29T20:12:29.000","2023-07-29T20:42:10.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11228","1457 80 STREET","80 STREET","14 AVENUE","15 AVENUE","14 AVENUE","15 AVENUE","ADDRESS","BROOKLYN","80 STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-07-29T20:42:16.000","11 BROOKLYN","38","3062690055","BROOKLYN","982335","163472","PHONE","40.6154212","-74.0065482","POINT (-74.0065482 40.6154212)"
"58355288","2023-07-29T19:39:30.000","2023-07-29T20:15:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11694","BEACH 105 STREET","BEACH 105 STREET","BEACH 105 STREET","ROCKAWAY BEACH BOULEVARD","BEACH 105 STREET","ROCKAWAY BEACH BOULEVARD","INTERSECTION",,,"Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-29T20:15:20.000","14 QUEENS","32",,"QUEENS","1032564","151732","ONLINE","40.5830137","-73.826063","POINT (-73.826063 40.5830137)"
"58350580","2023-07-29T18:54:09.000","2023-07-29T19:36:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11433","168-11 DOUGLAS AVENUE","DOUGLAS AVENUE","168 STREET","170 STREET","168 STREET","170 STREET","ADDRESS","JAMAICA","DOUGLAS AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-29T19:36:08.000","12 QUEENS","27","4102170048","QUEENS","1042421","195766","ONLINE","40.7041905","-73.7897557","POINT (-73.7897557 40.7041905)"
"58348263","2023-07-29T17:57:17.000","2023-07-29T18:18:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11224","2316 SURF AVENUE","SURF AVENUE","WEST 23 STREET","WEST 24 STREET","WEST 23 STREET","WEST 24 STREET","ADDRESS","BROOKLYN","SURF AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-29T18:18:10.000","13 BROOKLYN","47","3070700120","BROOKLYN","987017","148362","PHONE","40.5735326","-73.9901226","POINT (-73.9901226 40.5735326)"
"58349411","2023-07-29T16:42:24.000","2023-07-29T16:57:55.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11365","71-01 PARSONS BOULEVARD","PARSONS BOULEVARD","71 AVENUE","72 AVENUE","71 AVENUE","72 AVENUE","ADDRESS","FRESH MEADOWS","PARSONS BOULEVARD","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T16:57:58.000","08 QUEENS","24","4067970040","QUEENS","1036658","205328","ONLINE","40.7299311","-73.8104282","POINT (-73.8104282 40.7299311)"
"58351743","2023-07-29T16:12:29.000","2023-07-29T16:39:15.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10030","337 WEST 138 STREET","WEST 138 STREET","EDGECOMBE AVENUE","ST NICHOLAS AVENUE","EDGECOMBE AVENUE","ST NICHOLAS AVENUE","ADDRESS","NEW YORK","WEST 138 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T16:39:20.000","10 MANHATTAN","09","1020480011","MANHATTAN","999023","237686","PHONE","40.8193062","-73.9466408","POINT (-73.9466408 40.8193062)"
"58355286","2023-07-29T16:08:52.000","2023-07-29T16:48:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11694","257 BEACH 116 STREET","BEACH 116 STREET","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ADDRESS","FAR ROCKAWAY","BEACH 116 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T16:48:17.000","14 QUEENS","32","4162120017","QUEENS","1029338","150856","ONLINE","40.5807011","-73.8381939","POINT (-73.8381939 40.5807011)"
"58347130","2023-07-29T14:20:19.000","2023-07-29T14:26:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11418","120-09 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T14:26:17.000","09 QUEENS","29","4093520028","QUEENS","1032290","192304","ONLINE","40.6948042","-73.8265178","POINT (-73.8265178 40.6948042)"
"58352759","2023-07-29T13:16:58.000","2023-07-29T14:57:08.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11377","WOODSIDE HOUSES","WOODSIDE HOUSES","49 STREET","51 STREET","49 STREET","51 STREET","UNRECOGNIZED","WOODSIDE","WOODSIDE HOUSES","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T14:57:14.000","01 QUEENS","26","4007380050","QUEENS","1009199","214604","PHONE","40.7561352","-73.9097483","POINT (-73.9097483 40.7561352)"
"58348265","2023-07-29T13:08:02.000","2023-07-29T13:47:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","10036","533 11 AVENUE","11 AVENUE","WEST 41 STREET","WEST 42 STREET","WEST 41 STREET","WEST 42 STREET","ADDRESS","NEW YORK","11 AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T13:47:47.000","04 MANHATTAN","03","1010897501","MANHATTAN","984601","216260","ONLINE","40.7604633","-73.9990362","POINT (-73.9990362 40.7604633)"
"58347131","2023-07-29T11:06:56.000","2023-07-29T11:36:10.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11694","265 BEACH 116 STREET","BEACH 116 STREET","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ADDRESS","FAR ROCKAWAY","BEACH 116 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T11:36:13.000","14 QUEENS","32","4162120010","QUEENS","1029331","150870","ONLINE","40.5810663","-73.8383118","POINT (-73.8383118 40.5810663)"
"58351744","2023-07-29T10:45:48.000","2023-07-29T12:00:56.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","10467","RESERVOIR OVAL EAST","RESERVOIR OVAL EAST","HOLT PLACE","RESERVOIR OVAL EAST","HOLT PLACE","RESERVOIR OVAL EAST","INTERSECTION",,,"Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-29T12:01:00.000","07 BRONX","11",,"BRONX","1018391","258671","MOBILE","40.8766004","-73.8765451","POINT (-73.8765451 40.8766004)"
"58352956","2023-07-29T10:17:31.000","2023-07-29T12:00:50.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11204","1982 67 STREET","67 STREET","19 AVENUE","20 AVENUE","19 AVENUE","20 AVENUE","ADDRESS","BROOKLYN","67 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T12:00:54.000","11 BROOKLYN","43","3055700039","BROOKLYN","987677","163594","PHONE","40.615407","-73.9874222","POINT (-73.9874222 40.615407)"
"58348264","2023-07-29T10:11:13.000","2023-07-29T11:30:08.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11418","120-09 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T11:30:11.000","09 QUEENS","29","4093520028","QUEENS","1032290","192304","ONLINE","40.6948042","-73.8265178","POINT (-73.8265178 40.6948042)"
"58352958","2023-07-29T10:10:21.000","2023-07-29T10:25:24.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11694","263 BEACH 116 STREET","BEACH 116 STREET","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ROCKAWAY BEACH BOULEVARD","NEWPORT AVENUE","ADDRESS","FAR ROCKAWAY","BEACH 116 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-29T10:25:29.000","14 QUEENS","32","4162120012","QUEENS","1029333","150867","ONLINE","40.5809756","-73.8382616","POINT (-73.8382616 40.5809756)"
"58352957","2023-07-29T08:44:37.000","2023-07-29T08:59:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","10019","1401 AVENUE OF THE AMERICAS","AVENUE OF THE AMERICAS","WEST 57 STREET","WEST 58 STREET","WEST 57 STREET","WEST 58 STREET","ADDRESS","NEW YORK","AVENUE OF THE AMERICAS","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T08:59:45.000","05 MANHATTAN","06","1010107508","MANHATTAN","990585","217779","ONLINE","40.7646633","-73.9773512","POINT (-73.9773512 40.7646633)"
"58355285","2023-07-29T07:46:13.000","2023-07-29T08:07:46.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11238","500 ST JOHNS PLACE","ST JOHNS PLACE","WASHINGTON AVENUE","CLASSON AVENUE","WASHINGTON AVENUE","CLASSON AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T08:07:54.000","08 BROOKLYN","35","3011770017","BROOKLYN","994904","184579","MOBILE","40.6730143","-73.9616501","POINT (-73.9616501 40.6730143)"
"58348083","2023-07-29T07:43:51.000","2023-07-29T08:35:16.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11434","IRWIN PLACE","IRWIN PLACE","IRWIN PLACE","URSINA ROAD","IRWIN PLACE","URSINA ROAD","INTERSECTION",,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-07-29T08:35:25.000","12 QUEENS","27",,"QUEENS","1048973","188172","PHONE","40.6829288","-73.7666391","POINT (-73.7666391 40.6829288)"
"58349412","2023-07-29T06:06:27.000","2023-07-29T06:22:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-07-29T06:22:23.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58355284","2023-07-29T06:06:04.000","2023-07-29T06:10:16.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-07-29T06:10:21.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58351742","2023-07-29T05:36:27.000","2023-07-29T06:57:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-07-29T06:57:21.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
