"dbn","school_name","year","total_enrollment","grade_3k_pk_half_day_full","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multi_racial","multi_racial_1","native_american","native_american_1","white","white_1","missing_race_ethnicity_data","missing_race_ethnicity_data_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index"
"03M199","P.S. 199 Jessie Isador Straus","2020-21","621","0","93","94","104","97","102","131","0","0","0","0","0","0","0","326","0.525","295","0.475","102","0.164","31","0.05","57","0.092","51","0.082","0","0.0","380","0.612","0","0.0","116","0.187","26","0.042","75","12.1%","12.8%"
"03M241","STEM Institute of Manhattan","2016-17","124","0","17","14","20","28","17","28","0","0","0","0","0","0","0","58","0.468","66","0.532","4","0.032","59","0.476","52","0.419","0","0.0","2","0.016","7","0.056","0","0.0","47","0.379","24","0.194","112","90.3%","84.3%"
"03M241","STEM Institute of Manhattan","2017-18","134","0","17","20","23","23","32","19","0","0","0","0","0","0","0","60","0.448","74","0.552","4","0.03","72","0.537","44","0.328","0","0.0","2","0.015","12","0.09","0","0.0","45","0.336","23","0.172","124","92.5%","90.1%"
"03M241","STEM Institute of Manhattan","2018-19","133","0","8","20","20","24","28","33","0","0","0","0","0","0","0","61","0.459","72","0.541","5","0.038","66","0.496","48","0.361","0","0.0","1","0.008","13","0.098","0","0.0","47","0.353","20","0.15","123","92.5%","89.2%"
"03M241","STEM Institute of Manhattan","2019-20","97","0","6","10","11","27","21","22","0","0","0","0","0","0","0","47","0.485","50","0.515","3","0.031","53","0.546","32","0.33","1","0.01","1","0.01","7","0.072","0","0.0","34","0.351","15","0.155","Above 95%","Above 95%","93.2%"
"03M241","STEM Institute of Manhattan","2020-21","102","10","16","6","13","11","25","21","0","0","0","0","0","0","0","44","0.431","58","0.569","2","0.02","60","0.588","28","0.275","1","0.01","0","0.0","10","0.098","1","0.01","36","0.353","12","0.118","93","91.2%","86.1%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2016-17","187","18","33","28","28","26","29","25","0","0","0","0","0","0","0","85","0.455","102","0.545","2","0.011","117","0.626","55","0.294","5","0.027","1","0.005","7","0.037","0","0.0","52","0.278","8","0.043","164","87.7%","83.3%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2017-18","170","18","15","35","19","26","27","30","0","0","0","0","0","0","0","80","0.471","90","0.529","1","0.006","102","0.6","56","0.329","8","0.047","0","0.0","3","0.018","0","0.0","49","0.288","6","0.035","152","89.4%","87.5%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2018-19","138","17","14","16","25","15","22","29","0","0","0","0","0","0","0","60","0.435","78","0.565","0","0.0","84","0.609","46","0.333","4","0.029","2","0.014","2","0.014","0","0.0","46","0.333","10","0.072","113","81.9%","81.9%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2019-20","140","23","24","19","14","28","15","17","0","0","0","0","0","0","0","61","0.436","79","0.564","4","0.029","89","0.636","40","0.286","3","0.021","1","0.007","3","0.021","0","0.0","47","0.336","11","0.079","119","85.0%","86.5%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2020-21","144","19","24","21","19","17","27","17","0","0","0","0","0","0","0","70","0.486","74","0.514","3","0.021","95","0.66","39","0.271","3","0.021","0","0.0","4","0.028","0","0.0","42","0.292","13","0.09","125","86.8%","83.5%"
"03M243","M.S. 243 Center School","2016-17","234","0","0","0","0","0","0","59","61","57","57","0","0","0","0","123","0.526","111","0.474","16","0.068","30","0.128","34","0.145","12","0.051","0","0.0","142","0.607","0","0.0","29","0.124","0","0.0","15","6.4%","15.8%"
"03M243","M.S. 243 Center School","2017-18","235","0","0","0","0","0","0","60","61","57","57","0","0","0","0","124","0.528","111","0.472","14","0.06","27","0.115","43","0.183","15","0.064","0","0.0","136","0.579","0","0.0","39","0.166","0","0.0","30","12.8%","22.8%"
"03M243","M.S. 243 Center School","2018-19","241","0","0","0","0","0","0","63","64","59","55","0","0","0","0","124","0.515","117","0.485","12","0.05","25","0.104","44","0.183","23","0.095","0","0.0","137","0.568","0","0.0","45","0.187","0","0.0","34","14.1%","21.0%"
"03M243","M.S. 243 Center School","2019-20","247","0","0","0","0","0","0","64","63","61","59","0","0","0","0","127","0.514","120","0.486","19","0.077","40","0.162","50","0.202","6","0.024","0","0.0","132","0.534","0","0.0","48","0.194","0","0.0","33","13.4%","21.2%"
"03M243","M.S. 243 Center School","2020-21","255","0","0","0","0","0","0","66","63","66","60","0","0","0","0","129","0.506","126","0.494","14","0.055","38","0.149","50","0.196","9","0.035","0","0.0","142","0.557","2","0.008","50","0.196","3","0.012","43","16.9%","21.6%"
"03M245","M.S. M245 The Computer School","2016-17","401","0","0","0","0","0","0","0","135","137","129","0","0","0","0","233","0.581","168","0.419","21","0.052","50","0.125","115","0.287","11","0.027","6","0.015","196","0.489","2","0.005","77","0.192","7","0.017","95","23.7%","25.2%"
"03M245","M.S. M245 The Computer School","2017-18","400","0","0","0","0","0","0","0","134","134","132","0","0","0","0","210","0.525","190","0.475","32","0.08","48","0.12","110","0.275","10","0.025","5","0.013","191","0.477","4","0.01","77","0.192","8","0.02","114","28.5%","32.1%"
"03M245","M.S. M245 The Computer School","2018-19","403","0","0","0","0","0","0","0","134","135","134","0","0","0","0","216","0.536","187","0.464","31","0.077","51","0.127","116","0.288","15","0.037","5","0.012","180","0.447","5","0.012","87","0.216","7","0.017","120","29.8%","32.2%"
"03M245","M.S. M245 The Computer School","2019-20","403","0","0","0","0","0","0","0","141","130","132","0","0","0","0","207","0.514","196","0.486","28","0.069","55","0.136","113","0.28","20","0.05","4","0.01","178","0.442","5","0.012","84","0.208","5","0.012","129","32.0%","36.1%"
"03M245","M.S. M245 The Computer School","2020-21","389","0","0","0","0","0","0","0","123","140","126","0","0","0","0","215","0.553","174","0.447","17","0.044","45","0.116","119","0.306","26","0.067","1","0.003","177","0.455","4","0.01","84","0.216","6","0.015","118","30.3%","34.7%"
"03M247","M.S. M247 Dual Language Middle School","2016-17","211","0","0","0","0","0","0","0","74","64","73","0","0","0","0","114","0.54","97","0.46","0","0.0","2","0.009","207","0.981","0","0.0","0","0.0","2","0.009","0","0.0","46","0.218","59","0.28","194","91.9%","72.2%"
"03M247","M.S. M247 Dual Language Middle School","2017-18","198","0","0","0","0","0","0","0","63","71","64","0","0","0","0","109","0.551","89","0.449","0","0.0","2","0.01","192","0.97","0","0.0","0","0.0","4","0.02","0","0.0","55","0.278","48","0.242","184","92.9%","86.2%"
"03M247","M.S. M247 Dual Language Middle School","2018-19","220","0","0","0","0","0","0","0","73","66","81","0","0","0","0","115","0.523","105","0.477","2","0.009","3","0.014","210","0.955","0","0.0","0","0.0","5","0.023","0","0.0","58","0.264","55","0.25","199","90.5%","85.4%"
"03M247","M.S. M247 Dual Language Middle School","2019-20","231","0","0","0","0","0","0","0","85","77","69","0","0","0","0","125","0.541","106","0.459","2","0.009","4","0.017","216","0.935","0","0.0","0","0.0","9","0.039","0","0.0","66","0.286","54","0.234","199","86.1%","85.9%"
"03M247","M.S. M247 Dual Language Middle School","2020-21","230","0","0","0","0","0","0","0","67","85","78","0","0","0","0","121","0.526","109","0.474","2","0.009","3","0.013","214","0.93","1","0.004","0","0.0","10","0.043","0","0.0","58","0.252","59","0.257","189","82.2%","84.0%"
"03M250","M.S. 250 West Side Collaborative Middle School","2016-17","190","0","0","0","0","0","0","0","67","62","61","0","0","0","0","79","0.416","111","0.584","5","0.026","52","0.274","107","0.563","1","0.005","3","0.016","22","0.116","0","0.0","54","0.284","10","0.053","139","73.2%","68.8%"
"03M250","M.S. 250 West Side Collaborative Middle School","2017-18","178","0","0","0","0","0","0","0","58","60","60","0","0","0","0","80","0.449","98","0.551","2","0.011","53","0.298","94","0.528","1","0.006","9","0.051","17","0.096","2","0.011","52","0.292","12","0.067","129","72.5%","74.7%"
"03M250","M.S. 250 West Side Collaborative Middle School","2018-19","162","0","0","0","0","0","0","0","48","54","60","0","0","0","0","76","0.469","86","0.531","1","0.006","60","0.37","80","0.494","0","0.0","5","0.031","13","0.08","3","0.019","48","0.296","11","0.068","117","72.2%","75.3%"
"03M250","M.S. 250 West Side Collaborative Middle School","2019-20","152","0","0","0","0","0","0","0","45","52","55","0","0","0","0","85","0.559","67","0.441","2","0.013","57","0.375","77","0.507","1","0.007","4","0.026","9","0.059","2","0.013","54","0.355","8","0.053","113","74.3%","77.1%"
"03M250","M.S. 250 West Side Collaborative Middle School","2020-21","110","0","0","0","0","0","0","0","26","35","49","0","0","0","0","56","0.509","54","0.491","1","0.009","36","0.327","62","0.564","2","0.018","1","0.009","7","0.064","1","0.009","48","0.436","6","0.055","90","81.8%","78.6%"
"03M256","Lafayette Academy","2016-17","149","0","0","0","0","0","0","0","52","41","56","0","0","0","0","73","0.49","76","0.51","1","0.007","80","0.537","49","0.329","1","0.007","1","0.007","16","0.107","1","0.007","35","0.235","31","0.208","111","74.5%","68.7%"
"03M256","Lafayette Academy","2017-18","138","0","0","0","0","0","0","0","42","48","48","0","0","0","0","70","0.507","68","0.493","2","0.014","69","0.5","48","0.348","1","0.007","3","0.022","14","0.101","1","0.007","33","0.239","22","0.159","117","84.8%","83.0%"
"03M256","Lafayette Academy","2018-19","153","0","0","0","0","0","0","0","52","47","54","0","0","0","0","81","0.529","72","0.471","1","0.007","74","0.484","54","0.353","2","0.013","3","0.02","19","0.124","0","0.0","31","0.203","19","0.124","116","75.8%","75.0%"
"03M256","Lafayette Academy","2019-20","143","0","0","0","0","0","0","0","50","52","41","0","0","0","0","71","0.497","72","0.503","1","0.007","57","0.399","41","0.287","2","0.014","3","0.021","39","0.273","0","0.0","32","0.224","16","0.112","98","68.5%","64.6%"
"03M256","Lafayette Academy","2020-21","178","0","0","0","0","0","0","0","84","46","48","0","0","0","0","87","0.489","91","0.511","4","0.022","54","0.303","50","0.281","6","0.034","1","0.006","62","0.348","1","0.006","37","0.208","17","0.096","110","61.8%","55.6%"
"03M258","Community Action School - MS 258","2016-17","223","0","0","0","0","0","0","0","82","59","82","0","0","0","0","98","0.439","125","0.561","3","0.013","102","0.457","95","0.426","1","0.004","0","0.0","22","0.099","0","0.0","61","0.274","5","0.022","135","60.5%","66.6%"
"03M258","Community Action School - MS 258","2017-18","223","0","0","0","0","0","0","0","81","84","58","0","0","0","0","105","0.471","118","0.529","3","0.013","95","0.426","104","0.466","0","0.0","1","0.004","20","0.09","0","0.0","58","0.26","9","0.04","173","77.6%","74.1%"
"03M258","Community Action School - MS 258","2018-19","239","0","0","0","0","0","0","0","83","73","83","0","0","0","0","117","0.49","122","0.51","6","0.025","84","0.351","128","0.536","0","0.0","2","0.008","19","0.079","0","0.0","61","0.255","11","0.046","200","83.7%","80.5%"
"03M258","Community Action School - MS 258","2019-20","244","0","0","0","0","0","0","0","86","84","74","0","0","0","0","119","0.488","125","0.512","8","0.033","75","0.307","134","0.549","3","0.012","1","0.004","23","0.094","0","0.0","65","0.266","21","0.086","186","76.2%","79.3%"
"03M258","Community Action School - MS 258","2020-21","229","0","0","0","0","0","0","0","61","84","84","0","0","0","0","106","0.463","123","0.537","6","0.026","67","0.293","125","0.546","5","0.022","1","0.004","25","0.109","0","0.0","67","0.293","22","0.096","183","79.9%","77.3%"
"03M291","West End Secondary School","2016-17","240","0","0","0","0","0","0","0","107","133","0","0","0","0","0","143","0.596","97","0.404","15","0.063","17","0.071","54","0.225","5","0.021","1","0.004","144","0.6","4","0.017","59","0.246","4","0.017","53","22.1%","19.2%"
"03M291","West End Secondary School","2017-18","339","0","0","0","0","0","0","0","104","102","133","0","0","0","0","196","0.578","143","0.422","27","0.08","20","0.059","64","0.189","9","0.027","1","0.003","213","0.628","5","0.015","74","0.218","3","0.009","65","19.2%","19.3%"
"03M291","West End Secondary School","2018-19","432","0","0","0","0","0","0","0","113","101","100","118","0","0","0","240","0.556","192","0.444","31","0.072","28","0.065","82","0.19","13","0.03","1","0.002","275","0.637","2","0.005","93","0.215","2","0.005","82","19.0%","19.6%"
"03M291","West End Secondary School","2019-20","534","0","0","0","0","0","0","0","96","115","106","99","118","0","0","300","0.562","234","0.438","30","0.056","38","0.071","100","0.187","17","0.032","0","0.0","349","0.654","0","0.0","114","0.213","0","0.0","108","20.2%","22.4%"
"03M291","West End Secondary School","2020-21","603","0","0","0","0","0","0","0","103","93","105","103","84","115","0","324","0.537","279","0.463","39","0.065","47","0.078","131","0.217","19","0.032","1","0.002","362","0.6","4","0.007","123","0.204","3","0.005","132","21.9%","23.9%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2016-17","442","0","0","0","0","0","0","0","0","0","0","142","135","78","87","241","0.545","201","0.455","6","0.014","165","0.373","250","0.566","1","0.002","3","0.007","10","0.023","7","0.016","96","0.217","55","0.124","349","79.0%","76.8%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2017-18","378","0","0","0","0","0","0","0","0","0","0","104","122","85","67","206","0.545","172","0.455","6","0.016","133","0.352","219","0.579","1","0.003","2","0.005","7","0.019","10","0.026","86","0.228","42","0.111","316","83.6%","87.3%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2018-19","341","0","0","0","0","0","0","0","0","0","0","77","100","71","93","178","0.522","163","0.478","11","0.032","125","0.367","181","0.531","1","0.003","2","0.006","14","0.041","7","0.021","86","0.252","44","0.129","277","81.2%","85.7%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2019-20","285","0","0","0","0","0","0","0","0","0","0","81","54","75","75","148","0.519","137","0.481","9","0.032","108","0.379","148","0.519","2","0.007","2","0.007","15","0.053","1","0.004","70","0.246","40","0.14","250","87.7%","89.4%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2020-21","198","0","0","0","0","0","0","0","0","0","0","34","60","36","68","102","0.515","96","0.485","6","0.03","80","0.404","99","0.5","2","0.01","0","0.0","11","0.056","0","0.0","53","0.268","25","0.126","174","87.9%","89.4%"
"03M307","Urban Assembly School for Media Studies, The","2016-17","408","0","0","0","0","0","0","0","0","0","0","107","116","102","83","217","0.532","191","0.468","11","0.027","157","0.385","220","0.539","1","0.002","5","0.012","8","0.02","6","0.015","74","0.181","26","0.064","325","79.7%","72.8%"
"03M307","Urban Assembly School for Media Studies, The","2017-18","397","0","0","0","0","0","0","0","0","0","0","102","105","105","85","211","0.531","185","0.466","10","0.025","136","0.343","231","0.582","1","0.003","3","0.008","9","0.023","7","0.018","61","0.154","28","0.071","342","86.1%","85.0%"
"03M307","Urban Assembly School for Media Studies, The","2018-19","407","0","0","0","0","0","0","0","0","0","0","114","97","98","98","215","0.528","192","0.472","10","0.025","131","0.322","247","0.607","1","0.002","3","0.007","8","0.02","7","0.017","63","0.155","22","0.054","358","88.0%","84.7%"
"03M307","Urban Assembly School for Media Studies, The","2019-20","409","0","0","0","0","0","0","0","0","0","0","109","110","97","93","215","0.526","194","0.474","7","0.017","119","0.291","266","0.65","1","0.002","3","0.007","7","0.017","6","0.015","68","0.166","10","0.024","355","86.8%","86.0%"
"03M307","Urban Assembly School for Media Studies, The","2020-21","372","0","0","0","0","0","0","0","0","0","0","72","101","104","95","188","0.505","184","0.495","7","0.019","111","0.298","238","0.64","1","0.003","3","0.008","7","0.019","5","0.013","61","0.164","17","0.046","313","84.1%","83.0%"
"28Q358","M.S. 358","2017-18","381","0","0","0","0","0","0","0","125","134","122","0","0","0","0","181","0.475","200","0.525","82","0.215","112","0.294","158","0.415","2","0.005","17","0.045","10","0.026","0","0.0","74","0.194","60","0.157","340","89.2%","76.8%"
"03M333","P.S. 333 Manhattan School for Children","2016-17","756","0","99","106","100","103","93","86","67","51","51","0","0","0","0","391","0.517","365","0.483","42","0.056","89","0.118","128","0.169","32","0.042","2","0.003","460","0.608","3","0.004","143","0.189","9","0.012","117","15.5%","24.0%"
"03M333","P.S. 333 Manhattan School for Children","2017-18","753","0","90","101","100","99","98","88","64","63","50","0","0","0","0","382","0.507","371","0.493","45","0.06","86","0.114","135","0.179","38","0.05","2","0.003","444","0.59","3","0.004","150","0.199","17","0.023","139","18.5%","29.5%"
"03M333","P.S. 333 Manhattan School for Children","2018-19","757","0","94","87","97","97","94","97","69","63","59","0","0","0","0","383","0.506","374","0.494","49","0.065","99","0.131","121","0.16","43","0.057","3","0.004","439","0.58","3","0.004","163","0.215","16","0.021","136","18.0%","29.0%"
"03M333","P.S. 333 Manhattan School for Children","2019-20","689","0","80","80","82","90","85","83","64","64","61","0","0","0","0","346","0.502","343","0.498","49","0.071","92","0.134","120","0.174","46","0.067","4","0.006","377","0.547","1","0.001","169","0.245","16","0.023","147","21.3%","31.4%"
"03M333","P.S. 333 Manhattan School for Children","2020-21","579","0","61","71","70","71","79","68","47","53","59","0","0","0","0","289","0.499","290","0.501","43","0.074","80","0.138","112","0.193","42","0.073","2","0.003","299","0.516","1","0.002","146","0.252","12","0.021","141","24.4%","32.9%"
"03M334","The Anderson School","2016-17","551","0","50","58","58","57","57","57","64","76","74","0","0","0","0","280","0.508","271","0.492","146","0.265","20","0.036","48","0.087","37","0.067","0","0.0","300","0.544","0","0.0","31","0.056","0","0.0","45","8.2%","11.1%"
"03M334","The Anderson School","2017-18","537","0","50","58","60","57","55","53","64","64","76","0","0","0","0","266","0.495","271","0.505","145","0.27","15","0.028","49","0.091","53","0.099","0","0.0","275","0.512","0","0.0","35","0.065","1","0.002","45","8.4%","14.2%"
"03M334","The Anderson School","2018-19","522","0","50","58","58","58","55","54","64","61","64","0","0","0","0","250","0.479","272","0.521","152","0.291","13","0.025","47","0.09","59","0.113","0","0.0","251","0.481","0","0.0","44","0.084","1","0.002","85","16.3%","14.9%"
"03M334","The Anderson School","2019-20","522","0","50","58","58","58","58","54","64","63","59","0","0","0","0","240","0.46","282","0.54","163","0.312","13","0.025","45","0.086","60","0.115","0","0.0","240","0.46","1","0.002","50","0.096","0","0.0","64","12.3%","14.9%"
"03M334","The Anderson School","2020-21","517","0","50","58","58","58","56","56","64","56","61","0","0","0","0","243","0.47","274","0.53","172","0.333","10","0.019","40","0.077","63","0.122","0","0.0","232","0.449","0","0.0","50","0.097","2","0.004","57","11.0%","13.1%"
"03M402","The Urban Assembly School for Green Careers","2016-17","319","0","0","0","0","0","0","0","0","0","0","71","102","62","84","142","0.445","177","0.555","5","0.016","86","0.27","206","0.646","0","0.0","3","0.009","14","0.044","5","0.016","89","0.279","44","0.138","272","85.3%","75.7%"
"03M402","The Urban Assembly School for Green Careers","2017-18","311","0","0","0","0","0","0","0","0","0","0","87","76","77","71","143","0.46","167","0.537","7","0.023","85","0.273","191","0.614","1","0.003","1","0.003","21","0.068","5","0.016","85","0.273","41","0.132","268","86.2%","82.6%"
"03M402","The Urban Assembly School for Green Careers","2018-19","304","0","0","0","0","0","0","0","0","0","0","80","85","60","79","140","0.461","164","0.539","6","0.02","85","0.28","180","0.592","0","0.0","3","0.01","25","0.082","5","0.016","71","0.234","46","0.151","260","85.5%","83.7%"
"03M402","The Urban Assembly School for Green Careers","2019-20","305","0","0","0","0","0","0","0","0","0","0","94","79","69","63","127","0.416","178","0.584","10","0.033","66","0.216","207","0.679","0","0.0","1","0.003","16","0.052","5","0.016","70","0.23","36","0.118","254","83.3%","85.9%"
"03M402","The Urban Assembly School for Green Careers","2020-21","302","0","0","0","0","0","0","0","0","0","0","67","94","66","75","114","0.377","188","0.623","10","0.033","78","0.258","195","0.646","0","0.0","2","0.007","15","0.05","2","0.007","82","0.272","31","0.103","257","85.1%","87.5%"
"03M403","The Global Learning Collaborative","2016-17","428","0","0","0","0","0","0","0","0","0","0","106","113","98","111","201","0.47","227","0.53","8","0.019","105","0.245","291","0.68","2","0.005","2","0.005","19","0.044","1","0.002","83","0.194","69","0.161","325","75.9%","74.3%"
"03M403","The Global Learning Collaborative","2017-18","436","0","0","0","0","0","0","0","0","0","0","119","90","123","104","202","0.463","234","0.537","10","0.023","107","0.245","292","0.67","4","0.009","3","0.007","18","0.041","2","0.005","88","0.202","67","0.154","361","82.8%","86.6%"
"03M403","The Global Learning Collaborative","2018-19","414","0","0","0","0","0","0","0","0","0","0","118","108","97","91","204","0.493","210","0.507","8","0.019","108","0.261","271","0.655","2","0.005","2","0.005","21","0.051","2","0.005","84","0.203","51","0.123","343","82.9%","84.7%"
"03M403","The Global Learning Collaborative","2019-20","419","0","0","0","0","0","0","0","0","0","0","105","106","113","95","204","0.487","215","0.513","9","0.021","96","0.229","294","0.702","1","0.002","1","0.002","13","0.031","5","0.012","94","0.224","45","0.107","355","84.7%","87.8%"
"03M403","The Global Learning Collaborative","2020-21","464","0","0","0","0","0","0","0","0","0","0","131","107","101","125","224","0.483","240","0.517","11","0.024","86","0.185","350","0.754","1","0.002","2","0.004","10","0.022","4","0.009","102","0.22","60","0.129","394","84.9%","87.2%"
"03M404","Innovation Diploma Plus","2016-17","174","0","0","0","0","0","0","0","0","0","0","0","56","56","62","89","0.511","85","0.489","1","0.006","61","0.351","109","0.626","0","0.0","3","0.017","0","0.0","0","0.0","24","0.138","1","0.006","133","76.4%","74.9%"
"03M404","Innovation Diploma Plus","2017-18","188","0","0","0","0","0","0","0","0","0","0","0","45","65","78","94","0.5","94","0.5","2","0.011","70","0.372","113","0.601","0","0.0","0","0.0","3","0.016","0","0.0","26","0.138","4","0.021","155","82.4%","85.4%"
"03M404","Innovation Diploma Plus","2018-19","184","0","0","0","0","0","0","0","0","0","0","0","21","78","85","85","0.462","99","0.538","2","0.011","70","0.38","108","0.587","0","0.0","0","0.0","4","0.022","0","0.0","26","0.141","10","0.054","151","82.1%","82.8%"
"03M404","Innovation Diploma Plus","2019-20","175","0","0","0","0","0","0","0","0","0","0","0","27","51","97","81","0.463","94","0.537","2","0.011","52","0.297","117","0.669","0","0.0","0","0.0","4","0.023","0","0.0","26","0.149","17","0.097","154","88.0%","89.5%"
"03M404","Innovation Diploma Plus","2020-21","155","0","0","0","0","0","0","0","0","0","0","0","47","46","62","66","0.426","89","0.574","2","0.013","52","0.335","98","0.632","0","0.0","1","0.006","2","0.013","0","0.0","21","0.135","17","0.11","133","85.8%","89.6%"
"03M415","Wadleigh Secondary School for the Performing & Vis","2016-17","309","0","0","0","0","0","0","0","20","15","12","76","69","46","71","195","0.631","114","0.369","3","0.01","171","0.553","124","0.401","0","0.0","0","0.0","5","0.016","6","0.019","78","0.252","10","0.032","204","66.0%","74.2%"
"03M415","Wadleigh Secondary School for the Performing & Vis","2017-18","278","0","0","0","0","0","0","0","34","24","16","70","51","43","40","188","0.676","90","0.324","2","0.007","150","0.54","109","0.392","1","0.004","4","0.014","8","0.029","4","0.014","71","0.255","9","0.032","229","82.4%","85.0%"
"04M057","James Weldon Johnson","2016-17","833","36","72","78","83","79","99","96","98","95","97","0","0","0","0","417","0.501","416","0.499","34","0.041","206","0.247","567","0.681","2","0.002","8","0.01","16","0.019","0","0.0","225","0.27","102","0.122","694","83.3%","88.9%"
"03M415","Wadleigh Secondary School for the Performing & Vis","2018-19","313","0","0","0","0","0","0","0","25","38","23","76","60","45","46","214","0.684","99","0.316","2","0.006","165","0.527","128","0.409","1","0.003","5","0.016","6","0.019","6","0.019","71","0.227","9","0.029","257","82.1%","88.5%"
"03M415","Wadleigh Secondary School for the Performing & Vis","2019-20","313","0","0","0","0","0","0","0","31","22","34","81","55","48","42","207","0.661","106","0.339","3","0.01","141","0.45","150","0.479","1","0.003","5","0.016","5","0.016","8","0.026","69","0.22","13","0.042","267","85.3%","89.4%"
"03M415","Wadleigh Secondary School for the Performing & Vis","2020-21","361","0","0","0","0","0","0","0","24","30","25","108","77","50","47","244","0.676","117","0.324","3","0.008","161","0.446","173","0.479","3","0.008","6","0.017","9","0.025","6","0.017","77","0.213","18","0.05","299","82.8%","86.5%"
"03M417","Frank McCourt High School","2016-17","411","0","0","0","0","0","0","0","0","0","0","129","94","102","86","232","0.564","179","0.436","22","0.054","71","0.173","179","0.436","3","0.007","0","0.0","123","0.299","13","0.032","85","0.207","4","0.01","214","52.1%","44.0%"
"03M417","Frank McCourt High School","2017-18","411","0","0","0","0","0","0","0","0","0","0","114","103","102","92","224","0.545","186","0.453","17","0.041","64","0.156","184","0.448","5","0.012","2","0.005","121","0.294","18","0.044","83","0.202","10","0.024","228","55.5%","49.2%"
"03M417","Frank McCourt High School","2018-19","413","0","0","0","0","0","0","0","0","0","0","111","107","101","94","215","0.521","198","0.479","19","0.046","56","0.136","191","0.462","4","0.01","3","0.007","123","0.298","17","0.041","88","0.213","12","0.029","223","54.0%","49.1%"
"03M417","Frank McCourt High School","2019-20","402","0","0","0","0","0","0","0","0","0","0","105","94","106","97","220","0.547","182","0.453","18","0.045","42","0.104","184","0.458","6","0.015","4","0.01","133","0.331","15","0.037","86","0.214","7","0.017","185","46.0%","48.6%"
"03M417","Frank McCourt High School","2020-21","406","0","0","0","0","0","0","0","0","0","0","116","97","87","106","216","0.532","190","0.468","21","0.052","40","0.099","167","0.411","8","0.02","5","0.012","147","0.362","18","0.044","86","0.212","6","0.015","174","42.9%","42.7%"
"03M421","West Prep Academy","2016-17","201","0","0","0","0","0","0","0","68","65","68","0","0","0","0","99","0.493","102","0.507","3","0.015","116","0.577","71","0.353","3","0.015","0","0.0","7","0.035","1","0.005","60","0.299","14","0.07","139","69.2%","73.1%"
"03M421","West Prep Academy","2017-18","203","0","0","0","0","0","0","0","55","74","74","0","0","0","0","102","0.502","101","0.498","1","0.005","123","0.606","74","0.365","0","0.0","0","0.0","4","0.02","1","0.005","68","0.335","13","0.064","175","86.2%","81.8%"
"03M421","West Prep Academy","2018-19","204","0","0","0","0","0","0","0","62","65","77","0","0","0","0","98","0.48","106","0.52","1","0.005","107","0.525","89","0.436","0","0.0","3","0.015","4","0.02","0","0.0","68","0.333","20","0.098","173","84.8%","86.4%"
"03M421","West Prep Academy","2019-20","183","0","0","0","0","0","0","0","48","66","69","0","0","0","0","78","0.426","105","0.574","2","0.011","90","0.492","79","0.432","2","0.011","1","0.005","9","0.049","0","0.0","67","0.366","12","0.066","154","84.2%","86.6%"
"03M421","West Prep Academy","2020-21","185","0","0","0","0","0","0","0","67","50","68","0","0","0","0","84","0.454","101","0.546","3","0.016","82","0.443","84","0.454","4","0.022","1","0.005","11","0.059","0","0.0","72","0.389","6","0.032","154","83.2%","84.5%"
"03M452","P.S. 452","2016-17","319","0","66","55","53","55","47","43","0","0","0","0","0","0","0","154","0.483","165","0.517","31","0.097","24","0.075","30","0.094","14","0.044","2","0.006","217","0.68","1","0.003","63","0.197","7","0.022","31","9.7%","13.0%"
"03M452","P.S. 452","2017-18","336","54","61","39","42","41","50","49","0","0","0","0","0","0","0","161","0.479","175","0.521","35","0.104","38","0.113","52","0.155","13","0.039","1","0.003","197","0.586","0","0.0","66","0.196","12","0.036","82","24.4%","25.4%"
"03M452","P.S. 452","2018-19","376","54","89","55","41","47","41","49","0","0","0","0","0","0","0","172","0.457","204","0.543","49","0.13","48","0.128","60","0.16","9","0.024","2","0.005","208","0.553","0","0.0","72","0.191","17","0.045","117","31.1%","29.2%"
"03M452","P.S. 452","2019-20","412","54","83","79","53","49","51","43","0","0","0","0","0","0","0","193","0.468","219","0.532","62","0.15","41","0.1","67","0.163","10","0.024","6","0.015","224","0.544","2","0.005","77","0.187","14","0.034","87","21.1%","24.8%"
"03M452","P.S. 452","2020-21","375","52","74","65","59","42","43","40","0","0","0","0","0","0","0","171","0.456","204","0.544","60","0.16","36","0.096","65","0.173","10","0.027","9","0.024","192","0.512","3","0.008","61","0.163","9","0.024","99","26.4%","26.3%"
