"system","df_activated","fountaintype","fountaincount","painted","filter_installed","position","outdoor","gispropnum","propertyname","omppropid","subpropertyname","parkdistrict","borough","ampsid","ampsclass","ampsstatus","ampsparentid","ampsname","communityboard","councildistrict","precinct","zipcode","x","y"
"B224-DF0118","Broken","D","1","true","true","In Playground","true","B224","P.O. Reinaldo Salgado Playground","B224",,"B-03","B","100037495","DRINKFTN","I","B224","D-P.O. Reinaldo Salgado Playground","303","41","81","11221","1004892.64505438","189916.611030221"
"B224-DF0119","Broken","C","1","false","false","Near Ballfield","true","B224","P.O. Reinaldo Salgado Playground","B224",,"B-03","B","100037519","DRINKFTN","I","B224","C-P.O. Reinaldo Salgado Playground","303","41","81","11221","1004797.67083488","189836.755218803"
"B225-DF0142","Activated","A","1","true","false","Near Ballfield, In Playground","true","B225","St. Andrew's Playground","B225",,"B-03","B","100037549","DRINKFTN","I","B225","A-St. Andrew's Playground","303","36","79","11216","1000108.13559456","186390.196167066"
"B225-DF0143","Activated","A","1","true","false","Near Ballfield, In Playground","true","B225","St. Andrew's Playground","B225",,"B-03","B","100037494","DRINKFTN","I","B225","A-St. Andrew's Playground","303","36","79","11216","1000212.55959829","186708.330701395"
"B225-DF0144","Activated","A","1","true","false","Under Tree, In Playground","true","B225","St. Andrew's Playground","B225",,"B-03","B","100037517","DRINKFTN","I","B225","A-St. Andrew's Playground","303","36","79","11216","1000357.74500347","186657.741235643"
"B225-DF0146","Activated","A","1","true","false","Under Tree, In Playground","true","B225","St. Andrew's Playground","B225",,"B-03","B","100037591","DRINKFTN","I","B225","A-St. Andrew's Playground","303","36","79","11216","1000314.17553681","186511.816986814"
"B228-DF0095","Activated","C","1","true","false","Under Tree, In Shade, Out in Open, Just Outside Playground","true","B228","Dr. Green Playground","B228",,"B-16","B","100037538","DRINKFTN","I","B228","C-Dr. Green Playground","316","41","73","11212","1010162.51968522","182454.082648232"
"B228-DF0096","Activated","A","1","true","false","Near Ballfield","true","B228","Dr. Green Playground","B228",,"B-16","B","100037587","DRINKFTN","I","B228","A-Dr. Green Playground","316","41","73","11212","1010030.55144521","182358.781985804"
"B228-DF0098","Activated","A","1","true","false","Under Tree, In Shade, Near Ballfield","true","B228","Dr. Green Playground","B228",,"B-16","B","100037557","DRINKFTN","I","B228","A-Dr. Green Playground","316","41","73","11212","1010148.93178588","182272.758207723"
"B230-DF0246","Activated","CS Metal","1","false","false","Just Outside Playground","true","B230","Nicholas Naquan Heyward Jr. Park","B230",,"B-06","B","100037677","DRINKFTN","I","B230","CS Metal-Nicholas Naquan Heyward Jr. Park","306","33","76","11217","987630.419408306","188713.012715637"
"B230-DF0247","Activated","C","1","true","false","In Playground","true","B230","Nicholas Naquan Heyward Jr. Park","B230",,"B-06","B","100037621","DRINKFTN","I","B230","C-Nicholas Naquan Heyward Jr. Park","306","33","76","11217","987546.519641727","188787.242882147"
"B230-DF0248","Activated","Bottle Filler Fountain","2","false","false","Out in Open","true","B230","Nicholas Naquan Heyward Jr. Park","B230",,"B-06","B","100037648","DRINKFTN","I","B230","Bottle Filler Fountain-Nicholas Naquan Heyward Jr. Park","306","33","76","11217","987630.663174226","188613.111340642"
"B232-DF0448","Activated","A","1","false","true","Out in Open","true","B232","Dean Playground","B232",,"B-08","B","100038086","DRINKFTN","I","B232","A-Dean Playground","308","35","78","11217","991766.80975756","187266.184572562"
"B232-DF0449","Activated","CS Metal","1","true","false","Out in Open","true","B232","Dean Playground","B232",,"B-08","B","100038032","DRINKFTN","I","B232","CS Metal-Dean Playground","308","35","78","11217","991758.858329892","187213.195833399"
"B232-DF0450","Activated","D","1","true","false","Out in Open","true","B232","Dean Playground","B232",,"B-08","B","100038059","DRINKFTN","I","B232","D-Dean Playground","308","35","78","11217","991753.875072136","187256.575667887"
"B232-DF0451","Activated","C","1","true","true","Under Tree","true","B232","Dean Playground","B232",,"B-08","B","100038083","DRINKFTN","I","B232","C-Dean Playground","308","35","78","11217","991628.507868811","187277.413552731"
"B232-DF0452","Activated","A","1","true","false","In Playground, Under Tree","true","B232","Dean Playground","B232",,"B-08","B","100038029","DRINKFTN","I","B232","A-Dean Playground","308","35","78","11217","991590.909190714","187468.263236641"
"B234-DF0501","Activated","CS Concrete","1","false","true","Out in Open, In Playground","true","B234","Tilden Playground","B234",,"B-17","B","100038138","DRINKFTN","I","B234","CS Concrete-Tilden Playground","317","45","67","11203","1003284.97504138","175343.953167721"
"B234-DF0502","Activated","C","1","false","false","Out in Open","true","B234","Tilden Playground","B234",,"B-17","B","100038165","DRINKFTN","I","B234","C-Tilden Playground","317","45","67","11203","1003281.5081848","175272.443140149"
"B235-DF0689","Activated","A","1","true","false","In Playground","true","B235","Herman Dolgon Playground","B235",,"B-15","B","100039013","DRINKFTN","I","B235","A-Herman Dolgon Playground","315","46","61","11229","1000764.70580372","157151.329448059"
"B235-DF0690","Activated","C","1","true","false","In Playground","true","B235","Herman Dolgon Playground","B235",,"B-15","B","100039008","DRINKFTN","I","B235","C-Herman Dolgon Playground","315","46","61","11229","1001071.73931038","157229.384738147"
"B236-DF0514","Activated","CS Concrete","1","true","false","Under Tree, Out in Open, Just Outside Playground","true","B236","Glenwood Playground","B236",,"B-18","B","100038214","DRINKFTN","I","B236","CS Concrete-Glenwood Playground","318","45","63","11234","1006422.7066268","171229.06638439"
"B236-DF0515","Activated","C","1","false","false","Under Tree, Out in Open, In Playground","true","B236","Glenwood Playground","B236",,"B-18","B","100038232","DRINKFTN","I","B236","C-Glenwood Playground","318","45","63","11234","1006475.5155763","171180.565169066"
"B236-DF0516","Activated","F High Low","2","true","false","Out in Open, Just Outside Playground","true","B236","Glenwood Playground","B236",,"B-18","B","100038221","DRINKFTN","I","B236","F High Low-Glenwood Playground","318","45","63","11234","1006610.47757671","171324.35097073"
"B237-DF0312","Activated","C","1","true","false","In Playground","true","B237","John Hancock Playground","B237",,"B-03","B","100037788","DRINKFTN","I","B237","C-John Hancock Playground","303","36","79","11216","996789.071694642","187849.834651976"
"B239-DF0693","Activated","D","1","false","true","In Playground","true","B239","Sheepshead Playground","B239",,"B-15","B","100039173","DRINKFTN","I","B239","D-Sheepshead Playground","315","48","61","11235","1000841.14429913","153903.728331729"
"B239-DF0695","Activated","D","1","false","true","In Playground","true","B239","Sheepshead Playground","B239",,"B-15","B","100039124","DRINKFTN","I","B239","D-Sheepshead Playground","315","48","61","11235","1000846.91823771","153772.987123399"
"B240-DF0618","Activated","D","1","false","false","Out in Open","true","B240","Tucker Place","B240",,"B-15","B","100038513","DRINKFTN","I","B240","D-Tucker Place","315","48","61","11235","1000498.86053489","151888.695616394"
"B243-DF0429","Activated","A","1","true","false","Under Tree, Just Outside Playground","true","B243","Golconda Playground","B243",,"B-02","B","100037908","DRINKFTN","I","B243","A-Golconda Playground","302","33","84","11201","988999.181434556","193518.576267227"
"B243-DF0430","Activated","C","1","false","false","Out in Open, In Playground","true","B243","Golconda Playground","B243",,"B-02","B","100037931","DRINKFTN","I","B243","C-Golconda Playground","302","33","84","11201","989001.742124974","193469.17380698"
"B243-DF0431","Activated","C","1","false","false","In Shade, Out in Open","true","B243","Golconda Playground","B243",,"B-02","B","100038017","DRINKFTN","I","B243","C-Golconda Playground","302","33","84","11201","989091.123835965","193448.788020983"
"B244-DF0660","Activated","C","1","true","false","Out in Open","true","B244","McDonald Playground","B244",,"B-15","B","100039066","DRINKFTN","I","B244","C-McDonald Playground","315","47","61","11223","992102.660135716","158043.275170728"
"B244-DF0661","Activated","A","1","true","false","Out in Open","true","B244","McDonald Playground","B244",,"B-15","B","100038996","DRINKFTN","I","B244","A-McDonald Playground","315","47","61","11223","991984.127892464","158054.953625053"
"B244-DF0663","Activated","C","1","true","false","In Playground","true","B244","McDonald Playground","B244",,"B-15","B","100039077","DRINKFTN","I","B244","C-McDonald Playground","315","47","61","11223","991978.048508301","158356.388389647"
"B245-DF0468","Activated","C","1","true","false","In Playground, Under Tree","true","B245","St. John's Park","B245-02","St. John's Playground","B-08","B","100038002","DRINKFTN","I","B245-02","C-St. John's Park-St. John's Playground","308","36","77","11213","1002133.45798747","184829.220286399"
"B245-DF0469","Broken","A","1","true","false","Out in Open, Near Ballfield","true","B245","St. John's Park","B245",,"B-08","B","100037993","DRINKFTN","I","B245","A-St. John's Park","308","36","77","11213","1002161.15084546","184983.882050558"
"B245-DF0471","Broken","A","1","true","false","Out in Open, Near Ballfield","true","B245","St. John's Park","B245",,"B-08","B","100038024","DRINKFTN","I","B245","A-St. John's Park","308","36","77","11213","1002026.86830563","185092.70696415"
"B245-DF0472","Activated","E","1","false","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038008","DRINKFTN","I","B245","E-St. John's Park","308","36","77","11213","1002394.22551055","184896.320873975"
"B245-DF0473","Activated","C","1","true","false","Under Tree","true","B245","St. John's Park","B245",,"B-08","B","100038031","DRINKFTN","I","B245","C-St. John's Park","308","36","77","11213","1002482.36181722","184866.446589887"
"B245-DF0474","Activated","C","1","true","false","Under Tree","true","B245","St. John's Park","B245",,"B-08","B","100038052","DRINKFTN","I","B245","C-St. John's Park","308","36","77","11213","1002452.18635264","184734.542326137"
"B245-DF0475","Activated","C","1","true","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038118","DRINKFTN","I","B245","C-St. John's Park","308","36","77","11213","1002585.00137572","184727.263797387"
"B245-DF0476","Activated","C","1","true","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038146","DRINKFTN","I","B245","C-St. John's Park","308","36","77","11213","1002590.53581346","184730.449158474"
"B245-DF0477","Activated","E","1","false","false","Under Tree","true","B245","St. John's Park","B245",,"B-08","B","100038192","DRINKFTN","I","B245","E-St. John's Park","308","36","77","11213","1002414.88327763","184979.239671394"
"B245-DF0478","Activated","E","1","false","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038113","DRINKFTN","I","B245","E-St. John's Park","308","36","77","11213","1002362.07334388","185039.857332304"
"B245-DF0479","Activated","E","1","false","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038188","DRINKFTN","I","B245","E-St. John's Park","308","36","77","11213","1002615.81627471","185222.390431806"
"B245-DF0480","Activated","E","1","false","false","Out in Open","true","B245","St. John's Park","B245",,"B-08","B","100038110","DRINKFTN","I","B245","E-St. John's Park","308","36","77","11213","1002684.22919563","185142.852205052"
"B245-DF1023","Activated","CS Metal","1",,"false",,"true","B245","St. John's Park","B245",,"B-08","B","100043040","DRINKFTN","I","B245","CS Metal-St. John's Park","308","36","77","11213","1002160.02716004","184758.478629976"
"B245-DF1086","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","B245","St. John's Park","B245",,"B-08","B","100043070","DRINKFTN","I","B245-BLG1089","Bottle Filler Fountain-St. John's Recreation Center","308","36","77","11213","1002310.5691818","184789.166888803"
"B245-DF1087","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","B245","St. John's Park","B245",,"B-08","B","100043066","DRINKFTN","I","B245-BLG1089","Bottle Filler Fountain-St. John's Recreation Center","308","36","77","11213","1002310.5691818","184789.166888803"
"B245-DF1088","Activated","Indoor Drinking Fountain","1",,"true","Indoor","false","B245","St. John's Park","B245",,"B-08","B","100043075","DRINKFTN","I","B245-BLG1089","Indoor Drinking Fountain-St. John's Recreation Center","308","36","77","11213","1002310.5691818","184789.166888803"
"B245-DF1130","Activated","Food Prep Sink","1",,"false","Indoor","false","B245","St. John's Park","B245",,"B-08","B","100042463","DRINKFTN","I","B245-BLG1089","Food Prep Sink-St. John's Recreation Center-St. John's Recreation Center","308","36","77","11213","1002310.66268555","184788.981521725"
"B246-DF0156","Activated","D","1","false","false","Just Outside Playground","true","B246","Jerome Playground","B246",,"B-05","B","100037510","DRINKFTN","I","B246","D-Jerome Playground","305","42","75","11207","1017686.1624463","179335.165985807"
"B246-DF0157","Activated","D","1","false","false","Out in Open, Just Outside Playground","true","B246","Jerome Playground","B246",,"B-05","B","100037534","DRINKFTN","I","B246","D-Jerome Playground","305","42","75","11207","1017680.34388838","179335.702073976"
"B246-DF0158","Activated","CS Concrete","1","false","false","Just Outside Playground","true","B246","Jerome Playground","B246",,"B-05","B","100037581","DRINKFTN","I","B246","CS Concrete-Jerome Playground","305","42","75","11207","1017687.03350755","179347.890041723"
"B247-DF0433","Broken","D","1","true","false","Out in Open, In Playground","true","B247","Breukelen Ballfields","B247-01","Breukelen Plgd","B-18","B","100038012","DRINKFTN","I","B247-01","D-Breukelen Ballfields-Breukelen Plgd","318","42","69","11207","1013662.81156913","177448.437803894"
"B247-DF0434","Activated","A","1","true","false","Out in Open, In Playground","true","B247","Breukelen Ballfields","B247-01","Breukelen Plgd","B-18","B","100038039","DRINKFTN","I","B247-01","A-Breukelen Ballfields-Breukelen Plgd","318","42","69","11207","1013769.30184172","177547.996003732"
,"UnderConstruction","CS Concrete",,,,,"true",,,,,"Q-15","Q",,"DRINKFTN",,,,,,,,"1030314.75333079","212001.142320394"
"B247-DF0435","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B247","Breukelen Ballfields","B247-01","Breukelen Plgd","B-18","B","100038088","DRINKFTN","I","B247-01","A-Breukelen Ballfields-Breukelen Plgd","318","42","69","11207","1013688.3594183","177664.081729561"
"B247-DF0442","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B247","Breukelen Ballfields","B247",,"B-18","B","100038063","DRINKFTN","I","B247","C-Breukelen Ballfields","318","42","69","11207","1014474.28435564","176284.97097072"
"B247-DF0443","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B247","Breukelen Ballfields","B247",,"B-18","B","100038030","DRINKFTN","I","B247","C-Breukelen Ballfields","318","42","69","11207","1014362.39186288","176284.302008807"
"B247-DF0444","Activated","C","1","false","false","Out in Open, Near Ballfield, Under Tree","true","B247","Breukelen Ballfields","B247",,"B-18","B","100038077","DRINKFTN","I","B247","C-Breukelen Ballfields","318","42","69","11207","1014590.64304681","176634.544418558"
"B247-DF0446","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B247","Breukelen Ballfields","B247",,"B-18","B","100038036","DRINKFTN","I","B247","C-Breukelen Ballfields","318","42","69","11207","1014480.66459222","176767.115675732"
"B247-DF0447","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B247","Breukelen Ballfields","B247",,"B-18","B","100038064","DRINKFTN","I","B247","C-Breukelen Ballfields","318","42","69","11207","1014484.54942697","176647.602135226"
"B248-DF0517","Activated","D","1","false","false","Out in Open, In Playground","true","B248","Fox Playground","B248",,"B-18","B","100038204","DRINKFTN","I","B248","D-Fox Playground","318","46","63","11234","1005398.63912114","169863.42377448"
"B248-DF0518","Activated","CS Metal","1","true","false","Under Tree, Out in Open, Just Outside Playground","true","B248","Fox Playground","B248",,"B-18","B","100038211","DRINKFTN","I","B248","CS Metal-Fox Playground","318","46","63","11234","1005378.29992297","169781.970525309"
"B248-DF0519","Activated","D","1","false","false","Under Tree, Out in Open, Just Outside Playground","true","B248","Fox Playground","B248",,"B-18","B","100038206","DRINKFTN","I","B248","D-Fox Playground","318","46","63","11234","1005348.23699097","169752.518812567"
"B249-DF0102","Activated","A","1","true","false","Under Tree, In Shade","true","B249","Van Dyke Playground","B249",,"B-16","B","100037566","DRINKFTN","I","B249","A-Van Dyke Playground","316","41","73","11212","1010932.2901273","181293.979981556"
"B249-DF0103","Activated","C","1","true","false","In Playground","true","B249","Van Dyke Playground","B249",,"B-16","B","100037509","DRINKFTN","I","B249","C-Van Dyke Playground","316","41","73","11212","1010787.1447483","181419.995477557"
"B249-DF0104","Activated","A","1","true","false","Under Tree, In Shade","true","B249","Van Dyke Playground","B249",,"B-16","B","100037533","DRINKFTN","I","B249","A-Van Dyke Playground","316","41","73","11212","1010863.85817755","181369.099253892"
"B250-DF0630","Activated","C","1","false","false","Out in Open, In Playground","true","B250","Nostrand Playground","B250",,"B-17","B","100038777","DRINKFTN","I","B250","C-Nostrand Playground","317","45","67","11210","998753.906019553","171890.952527806"
"B250-DF0631","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B250","Nostrand Playground","B250",,"B-17","B","100038753","DRINKFTN","I","B250","E-Nostrand Playground","317","45","67","11210","999009.929129555","171549.904325395"
"B250-DF0632","Activated","E","1","false","true","Out in Open, Near Ballfield","true","B250","Nostrand Playground","B250",,"B-17","B","100038750","DRINKFTN","I","B250","E-Nostrand Playground","317","45","67","11210","998914.084504976","171612.108597308"
"B251-DF0608","Activated","C","1","false","true","In Playground","true","B251","Manhattan Beach Park","B251-04","Pat Parlato Plgd","B-15","B","100038520","DRINKFTN","I","B251-04","C-Manhattan Beach Park-Pat Parlato Plgd","315","48","61","11235","999045.200712561","149591.50204806"
"B251-DF0609","Activated","Bottle Filler High Low","3","true","false","In Playground","true","B251","Manhattan Beach Park","B251-04","Pat Parlato Plgd","B-15","B","100038590","DRINKFTN","I","B251-04","Bottle Filler High Low-Manhattan Beach Park-Pat Parlato Plgd","315","48","61","11235","999244.016915977","149498.361486315"
"B251-DF0610","Activated","Bottle Filler High Low","3","true","false","In Playground","true","B251","Manhattan Beach Park","B251-04","Pat Parlato Plgd","B-15","B","100038567","DRINKFTN","I","B251-04","Bottle Filler High Low-Manhattan Beach Park-Pat Parlato Plgd","315","48","61","11235","999097.260319724","149276.308780804"
"B251-DF0611","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100038591","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999157.593204304","149117.498074814"
"B251-DF0612","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100038495","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999408.922754138","149342.28174597"
"B251-DF0613","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100038514","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000091.63169054","149409.71533814"
"B251-DF0614","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100038537","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000424.58804564","149187.839797645"
"B251-DF0615","Activated","C","1","false","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN03","Manhattan Beach Zone 3","B-15","B","100038540","DRINKFTN","I","B251-ZN03","C-Manhattan Beach Park-Manhattan Beach Zone 3","315","48","61","11235","1000921.60214346","149632.513120889"
"B251-DF0616","Activated","C","1","false","false","In Playground","true","B251","Manhattan Beach Park","B251-08","Manhattan Beach Park Playground","B-15","B","100038566","DRINKFTN","I","B251-08","C-Manhattan Beach Park-Manhattan Beach Park Playground","315","48","61","11235","1000721.09729513","149736.816061899"
"B251-DF0917","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040352","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000092.56311914","149413.337050065"
"B251-DF0918","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040334","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000100.73797155","149411.681213483"
"B251-DF0919","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040372","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000099.59952238","149407.335421636"
"B251-DF0920","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040374","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999410.377803728","149338.077686145"
"B251-DF0921","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040296","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999418.623850226","149346.000898644"
"B251-DF0922","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040323","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999420.240644887","149340.988769561"
"B251-DF0923","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040354","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999149.306803554","149110.828468725"
"B251-DF0924","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040375","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999153.955416306","149109.211674064"
"B251-DF0925","UnderConstruction","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040297","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","999153.349118307","149119.922938719"
"B251-DF0926","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040303","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000424.58837372","149197.945092394"
"B251-DF0928","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040333","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000420.74848638","149196.732496395"
"B251-DF0929","Activated","E","1","true","false","Out in Open","true","B251","Manhattan Beach Park","B251-ZN01","Manhattan Beach Zone 1","B-15","B","100040293","DRINKFTN","I","B251-ZN01","E-Manhattan Beach Park-Manhattan Beach Zone 1","315","48","61","11235","1000428.42858913","149189.456592306"
"B251-DF0930","Broken","A","1",,"false","Near Ballfield","true","B251","Manhattan Beach Park","B251-ZN02","Manhattan Beach Zone 2","B-15","B","100040319","DRINKFTN","I","B251-ZN02","A-Manhattan Beach Park-Manhattan Beach Zone 2","315","48","61","11235","999305.630965977","149513.12851715"
"B251-DF0931","Activated","C","1","false","false","In Playground","true","B251","Manhattan Beach Park","B251-08","Manhattan Beach Park Playground","B-15","B","100040351","DRINKFTN","I","B251-08","C-Manhattan Beach Park-Manhattan Beach Park Playground","315","48","61","11235","1000786.15031464","149692.416544392"
"B252-DF0367","Activated","A","1","false","true","Under Tree, In Shade, In Playground","true","B252","West Playground","B252",,"B-13","B","100037850","DRINKFTN","I","B252","A-West Playground","313","47","60","11223","992602.989843726","152980.358131229"
"B252-DF0368","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B252","West Playground","B252",,"B-13","B","100037795","DRINKFTN","I","B252","C-West Playground","313","47","60","11223","992552.01520814","153138.993312641"
"B252-DF0369","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B252","West Playground","B252",,"B-13","B","100037818","DRINKFTN","I","B252","E-West Playground","313","47","60","11223","992564.460721299","153311.735093146"
"B252-DF0370","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B252","West Playground","B252",,"B-13","B","100037846","DRINKFTN","I","B252","E-West Playground","313","47","60","11223","992637.540955722","153258.240777567"
"B253-DF0736","Activated","A","1","true","false","Just Outside Playground","true","B253","Albert J. Parham Playground","B253",,"B-02","B","100039130","DRINKFTN","I","B253","A-Albert J. Parham Playground","302","35","88","11205","992399.637560144","190746.197625637"
"B253-DF0737","Activated","C","1","false","false","In Playground","true","B253","Albert J. Parham Playground","B253",,"B-02","B","100039176","DRINKFTN","I","B253","C-Albert J. Parham Playground","302","35","88","11205","992350.228210136","190871.361089229"
"B254-DF0295","Broken","C","1","false","false","Under Tree, In Shade, In Playground","true","B254","Wingate Park","B254",,"B-09","B","100037705","DRINKFTN","I","B254","C-Wingate Park","309","40","71","11203","999529.176778718","179521.699405387"
"B254-DF0298","Broken","D","1","true","false","Under Tree, In Shade","true","B254","Wingate Park","B254",,"B-09","B","100037789","DRINKFTN","I","B254","D-Wingate Park","309","40","71","11203","999606.90398547","179355.775196567"
"B254-DF0299","Broken","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100037737","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11203","999890.605845883","179304.416375398"
"B254-DF0301","Activated","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100037786","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11203","999923.269494473","179016.473381727"
"B254-DF0303","Broken","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100037759","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11203","999691.376585558","179368.148203313"
"B254-DF0954","Broken","A","1",,"false",,"true","B254","Wingate Park","B254",,"B-09","B","100040478","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11203","999628.56339097","178896.010368064"
"B254-DF1089","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B254","Wingate Park","B254",,"B-09","B","100043037","DRINKFTN","I","B254-BLG1097","Indoor Drinking Fountain-Wingate Park-Comfort Station","309","40","71","11203","999609.344269305","179465.684425562"
"B255F-DF0535","Activated","D","1","false","false","Out in Open","true","B255F","Detective Joseph Mayrose Park","B255F",,"B-07","B","100038269","DRINKFTN","I","B255F","D-Detective Joseph Mayrose Park","307","38","72","11215","987623.406298965","180354.048790559"
"B255G-DF0895","Activated","E High Low","2",,"false","In Shade","true","B255G","Butterfly Gardens","B255G",,"B-07","B","100040265","DRINKFTN","I","B255G","E High Low-Butterfly Gardens","307","38","72","11215","988003.601076632","179805.79857473"
"B255H-DF0536","Activated","D","1","true","true","In Playground","true","B255H","Thomas J. Cuite Park","B255H",,"B-07","B","100038263","DRINKFTN","I","B255H","D-Thomas J. Cuite Park","307","39","72","11218","990143.074487969","177641.377706721"
"B255J-DF0538","Activated","C","1","false","false","In Playground","true","B255J","Seeley Park","B255J",,"B-07","B","100038280","DRINKFTN","I","B255J","C-Seeley Park","307","39","72","11218","990343.86115989","177342.800547972"
"B255M-DF0553","Activated","A","1","true","false","In Playground","true","B255M","Park","B255M",,"B-07","B","100038275","DRINKFTN","I","B255M","A-Park","307","39","72","11218","991468.579710975","176430.507753148"
"B257-DF0521","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B257","Frost Playground","B257",,"B-01","B","100038208","DRINKFTN","I","B257","C-Frost Playground","301","34","94","11211","1001097.72875972","201159.688281565"
"B258-DF0123","Activated","E","1","false","false","In Playground","true","B258","Brevoort Playground","B258",,"B-03","B","100037556","DRINKFTN","I","B258","E-Brevoort Playground","303","41","81","11233","1005626.01432254","187239.557657316"
"B258-DF0126","Activated","E","1","true","false","In Playground","true","B258","Brevoort Playground","B258",,"B-03","B","100037552","DRINKFTN","I","B258","E-Brevoort Playground","303","41","81","11233","1005727.4560488","187080.049118056"
,"UnderConstruction","Bottle Filler High Low",,,,,"true",,,,,"Q-12","Q",,"DRINKFTN",,,,,,,,"1037323.5956123","190820.15613915"
