"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-11-08-08-0074","1711","WILLIAMSBDG ROAD","1711 WILLIAMSBDG ROAD","10461","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-08T10:02:28.000","No","40.849279","-73.850578","11","13","254","2045037","2041100020","Van Nest-Morris Park-Westchester Square"
"T-11-08-08-0076","2100","BARTOW AVENUE","2100 BARTOW AVENUE","10475","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-08-08T11:15:58.000","No","40.869426","-73.82574","10","12","46201","2128425","2051410810","Co-op City"
"T-11-08-08-0077","503","WEST 176 STREET","503 WEST 176 STREET","10033","Manhattan","Asbestos","N/A","05-Close","2011-08-08T12:16:25.000","No","40.844963","-73.933334","12","10","261","1063205","1021320090","Washington Heights South"
"T-11-08-08-0078","79","ASHFORD STREET","79 ASHFORD STREET","11207","Brooklyn","Asbestos","N/A","05-Close","2011-08-08T12:40:57.000","No","40.681041","-73.886854","5","37","117201","3087002","3039240001","Cypress Hills-City Line"
"T-11-08-08-0079","244","EAST 14 STREET","244 EAST 14 STREET","10003","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-08-08T13:46:21.000","No","40.732848","-73.986148","3","2","40","1006906","1004690030","East Village"
"T-11-08-08-0080","5700","ARLINGTON AVENUE","5700 ARLINGTON AVENUE","10471","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-08-08T14:07:18.000","No","40.906656","-73.906827","8","11","323","2086319","2059530038","North Riverdale-Fieldston-Riverdale"
"T-11-08-08-0081","49","GROVE STREET","49 GROVE STREET","10014","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-08T15:29:02.000","No","40.732967","-74.003839","2","3","73","1010192","1005910040","West Village"
"T-11-08-08-0082","200","WEST 113 STREET","200 WEST 113 STREET","10026","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-08T16:18:25.000","No","40.8014","-73.954222","10","9","216","1055119","1018280034","Central Harlem South"
"T-11-08-08-0084","300","JAY STREET","300 JAY STREET","11201","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-08-08T16:34:40.000","No","40.695547","-73.98714","2","33","13","3335892","3001280001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-08-08-0085","144","SIMONSON AVENUE","144 SIMONSON AVENUE","10303","Staten Island","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-08T16:38:06.000","No","40.633083","-74.152043","1","49","231","5027162","5011900048","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"T-11-08-08-0087","423","WEST 46 STREET","423 WEST 46 STREET","10036","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-08-08T20:24:41.000","No","40.761355","-73.991607","4","3","127","1026488","1010560022","Clinton"
"T-11-08-08-0088","252","EAST 112 STREET","252 EAST 112 STREET","10029","Manhattan","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-08-08T20:37:18.000","No","40.794878","-73.940636","11","8","180","1081398","1016610029","East Harlem North"
"T-11-08-08-0089","150-43","72 DRIVE","150-43 72 DRIVE","11367","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-08T23:07:28.000","No","40.726713","-73.816466","8","24","77908","4451499","4067010001","Kew Gardens Hills"
"T-11-08-09-0090","420","EAST 54 STREET","420 EAST 54 STREET","10022","Manhattan","Asbestos","N/A","05-Close","2011-08-09T07:59:01.000","No","40.756102","-73.963678","6","4","8603","1040158","1013650009","Turtle Bay-East Midtown"
"T-11-08-09-0091","1836","WATSON AVENUE","1836 WATSON AVENUE","10472","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-09T09:08:41.000","No","40.828","-73.863887","9","18","44","2092810","2037300001","Soundview-Bruckner"
"T-11-08-09-0092","2317","PLUMB 2 STREET","2317 PLUMB 2 STREET","11229","Brooklyn","Asbestos","N/A","05-Close","2011-08-09T09:14:24.000","No","40.596476","-73.931378","15","46","628","3248628","3088320030","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"T-11-08-09-0093","3840","GREYSTONE AVENUE","3840 GREYSTONE AVENUE","10463","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-09T10:01:15.000","No","40.888257","-73.904958","8","11","335","2084039","2057790820","North Riverdale-Fieldston-Riverdale"
"T-11-08-09-0094","403","UNION STREET","403 UNION STREET","11231","Brooklyn","Asbestos","N/A","05-Close","2011-08-09T10:29:44.000","No","40.681027","-73.992313","6","39","75","3007094","3004290050","Carroll Gardens-Columbia Street-Red Hook"
"T-11-08-09-0095","165","EAST 205 STREET","165 EAST 205 STREET","10458","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-09T10:39:25.000","No","40.875303","-73.885504","7","11","413","2017394","2033120071","Bedford Park-Fordham North"
"T-11-08-09-0096","190","UNION AVENUE","190 UNION AVENUE","10303","Staten Island","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-09T12:58:31.000","No","40.631763","-74.158104","1","49","231","5027829","5012290039","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"T-11-08-09-0097","230","EAST 123 STREET","230 EAST 123 STREET","10035","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-09T13:21:19.000","No","40.801798","-73.935371","11","8","194","1054629","1017870080","East Harlem North"
"T-11-08-09-0098","531","EAST 87 STREET","531 EAST 87 STREET","10128","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-09T19:19:07.000","No","40.776247","-73.945769","8","5","14402","1051323","1015840016","Yorkville"
"T-11-08-09-0099","57","THOMPSON STREET","57 THOMPSON STREET","10012","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-09T19:58:06.000","No","40.724063","-74.003326","2","3","47","1007368","1004890037","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-08-09-0100","340","HAVEN AVENUE","340 HAVEN AVENUE","10033","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-09T20:27:20.000","No","40.850937","-73.941562","12","10","265","1079979","1021770234","Washington Heights South"
"T-11-08-09-0101","343","EAST 74 STREET","343 EAST 74 STREET","10021","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-09T22:47:22.000","No","40.769678","-73.956334","8","5","134","1072675","1014497502","Lenox Hill-Roosevelt Island"
"T-11-08-09-0102","343","EAST 74 STREET","343 EAST 74 STREET","10021","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-09T22:56:53.000","No","40.769678","-73.956334","8","5","134","1072675","1014497502","Lenox Hill-Roosevelt Island"
"T-11-08-10-0103","38","WEST 28 STREET","38 WEST 28 STREET","10001","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-08-10T07:47:20.000","No","40.745515","-73.989292","5","3","58","1015704","1008290065","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-08-10-0104","87-54","126 STREET","87-54 126 STREET","11418","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-10T10:25:33.000","No","40.700785","-73.824573","9","29","14201","4196146","4093340032","Richmond Hill"
"T-11-08-10-0105","679","WEST 239 STREET","679 WEST 239 STREET","10463","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-08-10T12:07:49.000","No","40.889859","-73.914254","8","11","309","2085873","2059200510","North Riverdale-Fieldston-Riverdale"
"T-11-08-10-0106","1571","EASTERN PARKWAY","1571 EASTERN PARKWAY","11233","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-10T14:49:16.000","No","40.671116","-73.916002","16","41","363","3039401","3014680022","Ocean Hill"
"T-11-08-10-0107","110-19","JAMAICA AVENUE","110-19 JAMAICA AVENUE","11418","Queens","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-08-10T15:06:29.000","No","40.696514","-73.8377","9","32","128","4192621","4092240039","Richmond Hill"
"T-11-08-10-0108","2880","NOSTRAND AVENUE","2880 NOSTRAND AVENUE","11229","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-10T15:22:08.000","No","40.61408","-73.944446","15","45","642","3211295","3076900068","Madison"
"T-11-08-10-0109","160","WEST 97 STREET","160 WEST 97 STREET","10025","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-10T16:05:31.000","No","40.794233","-73.968673","7","7","181","1085590","1018510008","Upper West Side"
"T-11-08-10-0110","1600","SEDGWICK AVENUE","1600 SEDGWICK AVENUE","10453","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-08-10T16:29:17.000","No","40.847902","-73.924288","5","16","20501","2092067","2028800029","University Heights-Morris Heights"
"T-11-08-10-0111","4701","15 AVENUE","4701 15 AVENUE","11219","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-10T20:11:35.000","No","40.633399","-73.986626","12","44","234","3128787","3054420006","Borough Park"
"T-11-08-11-0112","524","65 STREET","524 65 STREET","11220","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-08-11T08:22:56.000","No","40.636141","-74.018483","10","43","126",,,"Bay Ridge"
"T-11-08-11-0113","759","EAST 138 STREET","759 EAST 138 STREET","10454","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-11T08:52:49.000","No","40.804175","-73.911211","1","17","19","2004014","2025900102","Mott Haven-Port Morris"
"T-11-08-11-0114","3395","NOSTRAND AVENUE","3395 NOSTRAND AVENUE","11229","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-11T08:58:50.000","No","40.601378","-73.942058","15","46","566","3198972","3073350068","Madison"
"T-11-08-11-0115","436","4 AVENUE","436 4 AVENUE","11215","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-11T09:22:57.000","No","40.670756","-73.988396","6","39","121","3022062","3010030036","Park Slope-Gowanus"
"T-11-08-11-0118","1028","BUSHWICK AVENUE","1028 BUSHWICK AVENUE","11221","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-11T12:33:21.000","No","40.691283","-73.921303","4","34","397","3076223","3033300019","Bushwick South"
"T-11-08-11-0119","1801","DORCHESTER ROAD","1801 DORCHESTER ROAD","11226","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-11T14:16:07.000","No","40.640593","-73.961258","14","40","514","3118790","3051610033","Flatbush"
"T-11-08-11-0120","15","ESSEX STREET","15 ESSEX STREET","10002","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-11T15:38:12.000","No","40.715164","-73.989965","3","1","16","1083702","1002970022","Chinatown"
"T-11-08-11-0121","6","PENTON STREET","6 PENTON STREET","10309","Staten Island","Mold","Public Complaint - Comm Location","05-Close","2011-08-11T15:54:52.000","No","40.522378","-74.216258","3","51","226","5135987","5077020306","Charleston-Richmond Valley-Tottenville"
"T-10-09-24-0303","139-31","249 STREET","139-31 249 STREET","11422","Queens","Indoor Air Quality","Ventilation","05-Close","2010-09-24T17:51:28.000","No","40.66337","-73.731621","13","31","656","4530247","4136100016","Rosedale"
"T-11-06-27-0323",,"Cooper Ave","Cooper Ave","11385","Queens","Asbestos","N/A","05-Close","2011-06-27T13:17:59.000","No",,,,,,,,
"T-11-08-11-0122","15","ESSEX STREET","15 ESSEX STREET","10002","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-11T16:06:07.000","No","40.715164","-73.989965","3","1","16","1083702","1002970022","Chinatown"
"T-11-08-11-0123","352","WEST 117 STREET","352 WEST 117 STREET","10026","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-11T16:04:13.000","No","40.805804","-73.956578","10","9","20102","1059036","1019437501","Central Harlem South"
"T-11-08-11-0124","1207","65 STREET","1207 65 STREET","11219","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-11T17:19:28.000","No","40.627062","-74.003289","10","38","194","3343003","3057467501","Dyker Heights"
"T-11-08-11-0125","2080","1 AVENUE","2080 1 AVENUE","10029","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-11T18:04:15.000","No","40.790612","-73.939333","11","8","162","1083953","1017010001","East Harlem South"
"T-11-08-11-0126","2080","1 AVENUE","2080 1 AVENUE","10029","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-11T18:21:16.000","No","40.790612","-73.939333","11","8","162","1083953","1017010001","East Harlem South"
"T-11-08-11-0127","94-17","44 AVENUE","94-17 44 AVENUE","11373","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-11T20:08:39.000","No","40.744339","-73.869922","4","25","463","4040019","4016010070","Elmhurst"
"T-11-08-11-0128","50","CENTRAL PARK SOUTH","50 CENTRAL PARK SOUTH","10019","Manhattan","Mold","Workplace - 10 or Less Staff","05-Close","2011-08-11T20:31:36.000","No","40.765163","-73.975051","5","4","11201","1035256","1012747503","Midtown-Midtown South"
"T-11-08-11-0129","1500","PELHAM PARKWAY SOUTH","1500 PELHAM PARKWAY SOUTH","10461","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-08-11T22:44:35.000","No","40.857026","-73.843125","11","13","296","2047109","2042220005","Pelham Parkway"
"T-11-08-12-0130","1329","COLLEGE AVENUE","1329 COLLEGE AVENUE","10456","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-12T07:19:50.000","No","40.836233","-73.911353","4","16","17702","2007285","2027850063","East Concourse-Concourse Village"
"T-11-08-12-0131","4352","BRONX BOULEVARD","4352 BRONX BOULEVARD","10466","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-12T09:13:42.000","No","40.898244","-73.858856","12","11","418","2128942","2050340076","Woodlawn-Wakefield"
"T-11-08-12-0133","65","EAST 190 STREET","65 EAST 190 STREET","10468","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-12T09:56:09.000","No","40.862984","-73.898367","7","14","401","2013930","2031750007","Bedford Park-Fordham North"
"T-11-08-12-0134","5","PENTON STREET","5 PENTON STREET","10309","Staten Island","Mold","Public Complaint - Comm Location","05-Close","2011-08-12T11:28:32.000","No","40.522361","-74.216233","3","51","226",,,"Charleston-Richmond Valley-Tottenville"
"T-11-08-12-0135","147-50","72 AVENUE","147-50 72 AVENUE","11367","Queens","Asbestos","N/A","05-Close","2011-08-12T12:18:09.000","No","40.727691","-73.81822","8","24","77907","4455365","4066790001","Kew Gardens Hills"
"T-11-08-12-0136","63","EAST 9 STREET","63 EAST 9 STREET","10003","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-12T14:30:58.000","No","40.731424","-73.992509","2","2","59","1009099","1005617501","West Village"
"T-11-08-12-0137","670","EAST TREMONT AVENUE","670 EAST TREMONT AVENUE","10457","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-12T15:54:28.000","No","40.845799","-73.891934","6","17","36901","2009898","2029460030","East Tremont"
"T-11-08-12-0138","587","3 AVENUE","587 3 AVENUE","10016","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-12T17:21:19.000","No","40.748519","-73.976086","6","4","78","1090414","1009197502","Murray Hill-Kips Bay"
"T-11-08-13-0139","286","WEST 127 STREET","286 WEST 127 STREET","10027","Manhattan","Asbestos","N/A","05-Close","2011-08-13T02:50:53.000","No","40.811351","-73.949938","10","9","224","1058677","1019320061","Central Harlem North-Polo Grounds"
"T-11-08-13-0140","3950","BLACKSTONE AVENUE","3950 BLACKSTONE AVENUE","10471","Bronx","Asbestos","N/A","05-Close","2011-08-13T13:44:21.000","No","40.890244","-73.911367","8","11","30701","2085805","2059090163","North Riverdale-Fieldston-Riverdale"
"T-11-08-13-0141","648","WEST 160 STREET","648 WEST 160 STREET","10032","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-13T14:15:11.000","No","40.836707","-73.945391","12","7","247","1063313","1021360045","Washington Heights South"
"T-11-08-13-0142","460","EAST 79 STREET","460 EAST 79 STREET","10075","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-13T15:27:51.000","No","40.771786","-73.951387","8","5","132","1076320","1014737502","Lenox Hill-Roosevelt Island"
"T-11-08-13-0143","717B","NOSTRAND AVENUE","717B NOSTRAND AVENUE","11216","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-13T18:31:34.000","No","40.672807","-73.950215","8","36","31701","3031589","3012410079","Crown Heights North"
"T-11-08-14-0144","97-38","85 STREET","97-38 85 STREET","11416","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-14T09:15:58.000","No","40.682555","-73.854821","9","32","42","4188275","4090550029","Woodhaven"
"T-11-08-14-0145","195","CENTRE STREET","195 CENTRE STREET","11231","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-14T09:50:02.000","No","40.673691","-73.999178","6","39","77","3402768","3004790037","Carroll Gardens-Columbia Street-Red Hook"
"T-11-08-14-0146","114","WALTON STREET","114 WALTON STREET","11206","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-14T10:45:01.000","No","40.702966","-73.948115","1","33","507","3061350","3022500024","Bedford"
"T-11-08-15-0148","319","BEACH 98 STREET","319 BEACH 98 STREET","11694","Queens","Asbestos","N/A","05-Close","2011-08-15T10:07:52.000","No","40.586193","-73.821068","14","32","94201","4445407","4161550021","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"T-11-08-15-0149","51-02","21 STREET","51-02 21 STREET","11101","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-15T10:21:55.000","No","40.741017","-73.949742","2","26","7","4000210","4000390182","Hunters Point-Sunnyside-West Maspeth"
"T-11-08-15-0150","612","WEST 182 STREET","612 WEST 182 STREET","10033","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-15T11:27:41.000","No","40.850065","-73.933737","12","10","271","1063942","1021650009","Washington Heights North"
"T-10-11-06-0103","2477","BELMONT AVENUE","2477 BELMONT AVENUE","10458","Bronx","Asbestos","N/A","05-Close","2010-11-06T10:03:43.000","No","40.856567","-73.884763","6","15","389","2012230","2030760039","Belmont"
"T-10-11-17-0296","25","LEFFERTS AVENUE","25 LEFFERTS AVENUE","11225","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2010-11-17T17:47:29.000","No","40.661793","-73.959934","9","40","327","3034873","3013180001","Prospect Lefferts Gardens-Wingate"
"T-11-03-07-0106","1044","EASTERN PARKWAY","1044 EASTERN PARKWAY","11213","Brooklyn","Asbestos","N/A","05-Close","2011-03-07T12:07:38.000","No","40.668918","-73.933427","9","35","351","3037543","3013960006","Crown Heights North"
"T-11-08-15-0151","111-20","76 ROAD","111-20 76 ROAD","11375","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-15T12:56:37.000","No","40.716187","-73.836195","6","29","76902","4079913","4033410008","Forest Hills"
"T-11-08-15-0152","41-42","50 STREET","41-42 50 STREET","11377","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-15T12:50:46.000","No","40.745846","-73.914371","2","26","25301","4001171","4001340045","Hunters Point-Sunnyside-West Maspeth"
"T-11-08-15-0153","55","EAST END AVENUE","55 EAST END AVENUE","10028","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-15T14:35:54.000","No","40.77216","-73.946783","8","5","136","1051380","1015890041","Yorkville"
"T-11-08-15-0154","3","PETER COOPER ROAD","3 PETER COOPER ROAD","10010","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-15T14:47:49.000","No","40.734916","-73.977253","6","4","60","1083691","1009780001","Stuyvesant Town-Cooper Village"
"T-11-08-15-0155","1760","UNION STREET","1760 UNION STREET","11213","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-15T15:02:25.000","No","40.667727","-73.929625","9","41","349","3037798","3014030025","Crown Heights North"
"T-11-08-15-0157","836","BERGEN STREET","836 BERGEN STREET","11238","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-15T18:33:08.000","No","40.677716","-73.960122","8","35","305","3397984","3011480033","Crown Heights North"
"T-11-08-16-0158","141-25","NORTHERN BOULEVARD","141-25 NORTHERN BOULEVARD","11354","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-16T03:13:29.000","No","40.764407","-73.825557","7","20","1161","4113180","4050020087","Flushing"
"T-11-08-16-0159","8800","SHORE FRONT PARKWAY","8800 SHORE FRONT PARKWAY","11693","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-16T07:41:54.000","No","40.584705","-73.811974","14","32","94203","4457813","4161310001","Hammels-Arverne-Edgemere"
"T-11-08-16-0160","563","EAST 29 STREET","563 EAST 29 STREET","11210","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-16T09:01:15.000","No","40.637152","-73.949074","14","45","788","3121036","3052310015","Flatbush"
"T-11-08-16-0161","660","ARNOW AVENUE","660 ARNOW AVENUE","10467","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-16T09:40:10.000","No","40.867916","-73.869015","11","15","336","2093464","2045070048","Bronxdale"
"T-11-08-16-0162","26","WEST 15 ROAD","26 WEST 15 ROAD","11693","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-16T11:47:23.000","No","40.602418","-73.821129","14","32","107201","4297131","4153200020","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"T-11-08-16-0163","60","WEST 57 STREET","60 WEST 57 STREET","10019","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T12:43:25.000","No","40.763738","-73.975824","5","4","11201","1035037","1012720001","Midtown-Midtown South"
"T-11-08-16-0164","1298","DEKALB AVENUE","1298 DEKALB AVENUE","11221","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-08-16T14:24:28.000","No","40.697453","-73.925955","4","34","421","3073770","3032430032","Bushwick South"
"T-11-08-16-0165","1435","PACIFIC STREET","1435 PACIFIC STREET","11216","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-16T14:37:45.000","No","40.677339","-73.943816","8","36","313","3029897","3012030071","Crown Heights North"
"T-11-08-16-0166","277","EASTERN PARKWAY","277 EASTERN PARKWAY","11238","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-16T15:00:00.000","No","40.671079","-73.95986","8","35","217","3029654","3011810024","Crown Heights North"
"T-11-08-16-0167","40-08","WARREN STREET","40-08 WARREN STREET","11373","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T15:43:17.000","No","40.748832","-73.870249","4","21","465","4435526","4015930111","Elmhurst"
"T-11-08-16-0168","201","EAST 79 STREET","201 EAST 79 STREET","10075","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-16T16:17:44.000","No","40.774149","-73.956952","8","5","138","1048509","1015250001","Yorkville"
"T-11-08-16-0169","28","WINDOM AVENUE","28 WINDOM AVENUE","10305","Staten Island","Indoor Air Quality","Ventilation","05-Close","2011-08-16T16:53:53.000","No","40.59641","-74.064754","2","50","74","5045901","5031190056","Grasmere-Arrochar-Ft. Wadsworth"
"T-11-08-16-0170","568","BALTIC STREET","568 BALTIC STREET","11217","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T17:15:46.000","No","40.681251","-73.9826","6","33","127","3006473","3004070011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-08-16-0171","80-08","35 AVENUE","80-08 35 AVENUE","11372","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T18:38:29.000","No","40.751602","-73.886348","3","25","283","4029673","4012800001","Jackson Heights"
"T-11-08-16-0172","237","LEFFERTS AVENUE","237 LEFFERTS AVENUE","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T19:34:09.000","No","40.662222","-73.953081","9","40","329","3035017","3013200001","Prospect Lefferts Gardens-Wingate"
"T-11-08-16-0173","1134","WEST FARMS ROAD","1134 WEST FARMS ROAD","10459","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-16T22:10:54.000","No","40.827286","-73.889547","3","17","12101","2006185","2027540005","Morrisania-Melrose"
"T-11-08-17-0174","3028","CONEY ISLAND AVENUE","3028 CONEY ISLAND AVENUE","11235","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-17T01:16:44.000","No","40.582532","-73.959996","13","48","366","3196547","3072640067","Brighton Beach"
"T-11-08-17-0175","44","WEST 63 STREET","44 WEST 63 STREET","10023","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-17T09:05:47.000","No","40.771493","-73.982414","7","3","149","1027465","1011150057","Lincoln Square"
"T-11-08-17-0176","76-02","BLAKE AVENUE","76-02 BLAKE AVENUE","11414","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-17T10:09:08.000","No","40.672957","-73.859723","10","32","6202","4245379","4113560001","Lindenwood-Howard Beach"
"T-10-07-02-0032","237","EAST 28 STREET","237 EAST 28 STREET","10016","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2010-07-02T11:40:41.000","No","40.741312","-73.979272","6","2","66","1019896","1009090019","Murray Hill-Kips Bay"
"T-10-07-20-0348","5223","AVENUE D","5223 AVENUE D","11203","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2010-07-20T19:47:15.000","No","40.642281","-73.927119","17","45","846","3105867","3047730041","Rugby-Remsen Village"
"T-10-10-24-0339","3111","OCEAN PARKWAY","3111 OCEAN PARKWAY","11235","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2010-10-24T16:07:29.000","No","40.575382","-73.96879","13","48","36001","3254894","3086797501","Brighton Beach"
"T-11-01-30-0457","264","WEST 77 STREET","264 WEST 77 STREET","10024","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-01-30T13:55:56.000","No","40.782741","-73.981469","7","6","163","1030868","1011687502","Upper West Side"
"T-11-08-17-0177","156","SULLIVAN STREET","156 SULLIVAN STREET","10012","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-17T10:35:37.000","No","40.727304","-74.001696","2","3","49","1008070","1005180030","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-08-17-0178","65-46","METROPOLITAN AVENUE","65-46 METROPOLITAN AVENUE","11379","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-17T11:18:21.000","No","40.712454","-73.894567","5","30","61301","4087375","4036030028","Ridgewood"
"T-11-08-17-0179","71","BROADWAY","71 BROADWAY","10006","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-17T11:32:11.000","No","40.707294","-74.01209","1","1","13","1000810","1000210006","Battery Park City-Lower Manhattan"
"T-11-08-17-0180","217","BROADWAY","217 BROADWAY","10007","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-17T11:49:09.000","No","40.71156","-74.008469","1","1","21","1001232","1000880001","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-08-17-0181","31","WEST 124 STREET","31 WEST 124 STREET","10027","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-17T12:38:30.000","No","40.80629","-73.944036","10","9","200","1053456","1017220022","Central Harlem South"
