"license_nbr","license_type","lic_expir_dd","license_status","license_creation_date","industry","business_name","business_name_2","address_building","address_street_name","address_street_name_2","address_city","address_state","address_zip","contact_phone","address_borough","detail","community_board","council_district","bin","bbl","nta","census_tract","detail_2","longitude","latitude","location"
"1443531-DCA","Business","2019-12-31T00:00:00.000","Inactive","2012-08-30T00:00:00.000","Tobacco Retail Dealer","KMART CORPORATION",,"25301","ROCKAWAY BLVD",,"ROSEDALE","NY","11422","847-286-2500","Queens","4","413","31","0","4000000000","QN05","664",,"-73.74025605661087","40.63604612725593","
,  
(40.63604612725593, -73.74025605661087)"
"2037005-1-DCA","Business","2023-12-31T00:00:00.000","Active","2016-05-03T00:00:00.000","Tobacco Retail Dealer","251 LA BODEGUITA GROCERY CORP",,"251","E 119TH ST",,"NEW YORK","NY","10035","917-472-7282","Manhattan","1","111","08","1054557","1017840021","MN34","194",,"-73.93745018528024","40.799413359463905","
,  
(40.799413359463905, -73.93745018528024)"
"1333072-DCA","Business","2025-02-28T00:00:00.000","Active","2009-09-16T00:00:00.000","Home Improvement Contractor","ZACK'S HOME IMPROVEMENT INCORPORATED","ZACK'S RENOVATIONS","101","BEACON CT",,"BROOKLYN","NY","11229","9175296349","Brooklyn","3","315","46","3255131","3089140050",,,,"-73.92317951158432","40.58997346585803","
,  
(40.58997346585803, -73.92317951158432)"
"2080904-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-12-26T00:00:00.000","Tobacco Retail Dealer","BOLLA OPERATING CORP.",,"10409","ATLANTIC AVE",,"RICHMOND HILL","NY","11418","516-240865","Queens","4","409","32","4195383","4093130051","QN54","12602",,"-73.84080510008324","40.690438763285755","
,  
(40.690438763285755, -73.84080510008324)"
"2030586-DCA","Individual","2018-03-31T00:00:00.000","Inactive","2015-11-19T00:00:00.000","Sightseeing Guide","ABRAMS, ANN",,,,,"NEW YORK","NY","10009",,,,,,,,,,,,,
"1080573-DCA","Business","2013-07-31T00:00:00.000","Inactive","2006-06-12T00:00:00.000","Secondhand Dealer - Auto","ROYAL MOTOR MART INC.",,"3485","ATLANTIC AVE",,"BROOKLYN","NY","11208","9292835043","Brooklyn","3","305","37","3092998","3041510001","BK83","1184",,"-73.86799475666294","40.68271368731743","
,  
(40.68271368731743, -73.86799475666294)"
"2098369-DCA","Business","2024-06-30T00:00:00.000","Active","2021-04-15T00:00:00.000","Electronic & Appliance Service","JCY APPLIANCES LLC",,"1418","SAINT PETERS AVE",,"BRONX","NY","10461","9173731539","Bronx","2","210","13","2041846","2039800007",,,,"-73.84496755084997","40.83880616724548","
,  
(40.83880616724548, -73.84496755084997)"
"2070113-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-04-27T00:00:00.000","Electronic Cigarette Dealer","EMPIRE GOURMET DELI GROCERY CORP.",,"432","2ND AVE",,"NEW YORK","NY","10010","2128897272","Manhattan","1","106","02","1020599","1009300001","MN20","66",,"-73.98014210291221","40.73891533879666","
,  
(40.73891533879666, -73.98014210291221)"
"1416402-DCA","Business","2020-12-31T00:00:00.000","Inactive","2011-12-28T00:00:00.000","Electronics Store","FAMILY DOLLAR STORES OF NEW YORK, INC.",,"644","GATES AVE",,"BROOKLYN","NY","11221","7573215000","Brooklyn","3","303","36","3348906","3018160031","BK35","277",,"-73.93937608434774","40.68749993314922","
,  
(40.68749993314922, -73.93937608434774)"
"2096986-1-DCA","Business","2023-11-30T00:00:00.000","Active","2020-11-19T00:00:00.000","Electronic Cigarette Dealer","JOY 116 FOOD CORP.",,"11608","METROPOLITAN AVE",,"RICHMOND HILL","NY","11418","7184677902","Queens","4","409","29","4079250","4033210001",,,,"-73.83590241351132","40.707454949677086","
,  
(40.707454949677086, -73.83590241351132)"
"1306233-DCA","Business","2013-12-31T00:00:00.000","Inactive","2008-12-17T00:00:00.000","Laundry","IPANEMA LAUNDRY, INC",,"65","MALCOLM X BLVD",,"NEW YORK","NY","10026",,"Manhattan","1","110","9","1055015","1018230031","MN11","216",,"-73.95101927670324","40.800210405373015","
,  
(40.800210405373015, -73.95101927670324)"
"2043822-DCA","Business","2023-02-28T00:00:00.000","Inactive","2016-09-16T00:00:00.000","Home Improvement Contractor","QUALITY APPLIANCE INSTALLERS INC.",,"331","MUTTONTOWN EASTWOODS RD",,"SYOSSET","NY","11791","6319563212","Brooklyn","3",,,,,,,,,,
"2101983-DCA","Business","2022-04-27T00:00:00.000","Inactive","2021-10-06T00:00:00.000","Garage","786 PARKING 1 CORP",,"747","CONCOURSE VLG W",,"BRONX","NY","10451","7186180276","Bronx","2","204","17","2129230","2024587501",,,"Vehicle Spaces: 51, Bicycle Spaces: 5","-73.9225835055067","40.82455971731528","
,  
(40.82455971731528, -73.9225835055067)"
"2075729-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-17T00:00:00.000","Electronic Cigarette Dealer","BROADWAY AUTO CENTER NY INC",,"3209","21ST ST",,"ASTORIA","NY","11106","718-777-6595","Queens","4","401","22","4006395","4005550016","QN70","45",,"-73.93179669732132","40.765098216636524","
,  
(40.765098216636524, -73.93179669732132)"
"1432987-DCA","Individual",,"Inactive","2012-06-07T00:00:00.000","Home Improvement Salesperson","RAMOS AMADO, ANTONIO",,,,,"STATEN ISLAND","NY","10303",,,,,,,,,,,,,
"1147660-DCA","Business","2025-02-28T00:00:00.000","Active","2009-06-29T00:00:00.000","Home Improvement Contractor","CAROSONE, DAVID M","DACARO CONSTRUCTION","115","LINCOLN AVE",,"YONKERS","NY","10704","9175821207","Outside NYC",,,,,,,,,,,
"1284783-DCA","Business","2023-02-28T00:00:00.000","Inactive","2008-05-08T00:00:00.000","Home Improvement Contractor","AMAR CONSTRUCTION, INC.",,"8784","117TH ST",,"RICHMOND HILL","NY","11418","7188503286","Queens","4","409","29","4195843","4093260042",,,,"-73.83234220629589","40.69894377637335","
,  
(40.69894377637335, -73.83234220629589)"
"2027759-DCA","Business","2025-02-28T00:00:00.000","Active","2015-08-31T00:00:00.000","Home Improvement Contractor","DNSH INC",,"19206","110TH RD",,"JAMAICA","NY","11412","3213565517","Queens","4","412","27","4234476","4109490122",,,,"-73.76334793189675","40.70304954880741","
,  
(40.70304954880741, -73.76334793189675)"
"2000304-DCA","Business","2023-02-28T00:00:00.000","Inactive","2013-10-29T00:00:00.000","Home Improvement Contractor","PGR Construction Corp.",,"1","WILLA WAY",,"HOLTSVILLE","NY","11742",,"Outside NYC",,,,,,,,,"-73.96907830525156","40.62996468582521","
,  
(40.62996468582521, -73.96907830525156)"
"1297213-DCA","Business","2024-06-30T00:00:00.000","Active","2008-08-26T00:00:00.000","Electronic & Appliance Service","COSTCO WHOLESALE CORPORATION",,"976","3RD AVE",,"BROOKLYN","NY","11232","718-965-7603","Brooklyn","3","307","38","3337075","3006990001",,,,"-74.00723324075676","40.654759516539904","
,  
(40.654759516539904, -74.00723324075676)"
"1450211-DCA","Business","2023-12-31T00:00:00.000","Active","2012-11-15T00:00:00.000","Tobacco Retail Dealer","ARSHAK CORP.",,"262","NEPTUNE AVE",,"BROOKLYN","NY","11235","718-769-8891","Brooklyn","3","313","48","3244449","3086650558","BK19","364",,"-73.96296275912128","40.581308624370116","
,  
(40.581308624370116, -73.96296275912128)"
"2075430-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-11T00:00:00.000","Electronic Cigarette Dealer","ALWAJIH DELI INC",,"125","MALCOLM X BLVD",,"BROOKLYN","NY","11221","347-320-4205","Brooklyn","3","303","36","3044525","3016320006","BK35","387",,"-73.93029136718931","40.68918831241119","
,  
(40.68918831241119, -73.93029136718931)"
"1260639-DCA","Individual","2009-09-30T00:00:00.000","Inactive","2007-07-09T00:00:00.000","General Vendor","GRANT, CLAIRMONT P",,,,,"MOUNT VERNON","NY","10550",,,,,,,,,,"General Vendor Type: General Vendor (White)",,,
"2075474-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-12T00:00:00.000","Electronic Cigarette Dealer","MARK DELI & GROCERY CORP",,"9512","4TH AVE",,"BROOKLYN","NY","11209","718-833-5029","Brooklyn","3","310","43","3155606","3061170035","BK31","54",,"-74.03128606435652","40.6156614803403","
,  
(40.6156614803403, -74.03128606435652)"
"2098109-DCA","Business","2024-02-28T00:00:00.000","Active","2021-03-18T00:00:00.000","Process Serving Agency","PM LEGAL, LLC","LEXITAS","1235","BROADWAY",,"NEW YORK","NY","10001","6467805370","Manhattan","1","105","03","1079187","1008320001",,,,"-73.98841872747198","40.747018971852604","
,  
(40.747018971852604, -73.98841872747198)"
"2082551-DCA","Individual","2024-03-31T00:00:00.000","Active","2019-02-26T00:00:00.000","Sightseeing Guide","BURNS, MICHAEL",,,,,"GAITHERSBURG","MD","20882",,,,,,,,,,,,,
"2073286-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-12T00:00:00.000","Electronic Cigarette Dealer","MS. CONVENIENCE, INC.",,"8610","4TH AVE",,"BROOKLYN","NY","11209","7187599600","Brooklyn","3","310","43","3153494","3060440042","BK31","60",,"-74.02842552996175","40.622642229906326","
,  
(40.622642229906326, -74.02842552996175)"
"2068761-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-04-03T00:00:00.000","Electronic Cigarette Dealer","GRAND MART INC","GRAND SMOKE SHOP","176","GRAND ST",,"BROOKLYN","NY","11211","646-299-9629","Brooklyn","3","301","34","3062789","3023930011","BK73","551",,"-73.96097699303154","40.71436407849212","
,  
(40.71436407849212, -73.96097699303154)"
"2078998-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-10-11T00:00:00.000","Tobacco Retail Dealer","MUNCHIES DELI GROCERY CORP",,"1215","GRAND CONCOURSE",,"BRONX","NY","10452","718-410-0200","Bronx","2","204","16","2002847","2024640001","BX63","197",,"-73.91683940191054","40.835411064767534","
,  
(40.835411064767534, -73.91683940191054)"
"2073079-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-11T00:00:00.000","Electronic Cigarette Dealer","79 GOURMET DELI INC",,"1492","YORK AVE",,"NEW YORK","NY","10075","917-463-9338","Manhattan","1","108","05","1085202","1014900001","MN31","132",,"-73.95052069174517","40.77125050944324","
,  
(40.77125050944324, -73.95052069174517)"
"2067302-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-06T00:00:00.000","Electronic Cigarette Dealer","BRAND TRADING INC","BAYSIDE SMOKE SHOP","22425","UNION TPKE",,"OAKLAND GARDENS","NY","11364","718-464-7303","Queens","4","411","23","4557736","4078420012","QN42","129104",,"-73.74629000287483","40.73584067229968","
,  
(40.73584067229968, -73.74629000287483)"
"2066772-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-02-23T00:00:00.000","Tobacco Retail Dealer","AVADH CONVENIENCE INC",,"3714","BROADWAY",,"ASTORIA","NY","11103","6465104997","Queens","4","401","22","4010344","4006550039","QN70","59",,"-73.9204029288955","40.75962337846785","
,  
(40.75962337846785, -73.9204029288955)"
"1360469-DCA","Individual","2024-03-31T00:00:00.000","Active","2010-06-29T00:00:00.000","Sightseeing Guide","TAYLOR, DURAHN A B",,,,,"WHITE PLAINS","NY","10601",,,,,,,,,,,,,
"2088101-DCA","Individual","2025-05-31T00:00:00.000","Active","2019-07-10T00:00:00.000","Locksmith","RAND, NOAH W",,,,,"BROOKLYN","NY","11230",,,,,,,,,,,,,
"2063454-DCA","Business","2021-12-31T00:00:00.000","Inactive","2017-12-16T00:00:00.000","Laundries","812 LAUNDROMAT & CLEANERS, INC.",,"2946","AVENUE R",,"BROOKLYN","NY","11229","718-336-7686","Brooklyn","3","315","48","3184624","3068360008","BK44","564","Laundry Type: Retail Laundry","-73.94253161051894","40.60746090485257","
,  
(40.60746090485257, -73.94253161051894)"
"2068232-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-23T00:00:00.000","Electronic Cigarette Dealer","TRK USA CORP","SUN CONVENIENCE STORE","6402","ROOSEVELT AVE",,"WOODSIDE","NY","11377","718-424-5053","Queens","4","402","26","4030103","4012960028","QN63","261",,"-73.89988438990495","40.74594950623466","
,  
(40.74594950623466, -73.89988438990495)"
"2068820-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-04-03T00:00:00.000","Electronic Cigarette Dealer","BEDFORD EXOTICS INC",,"195","BEDFORD AVE",,"BROOKLYN","NY","11211","347-623-7763","Brooklyn","3","301","33","3062089","3023280002","BK73","553",,"-73.95815061134515","40.71742349418586","
,  
(40.71742349418586, -73.95815061134515)"
"2033310-DCA","Individual","2024-03-31T00:00:00.000","Active","2016-02-16T00:00:00.000","Sightseeing Guide","RUFE, GLEN",,,,,"PHILADELPHIA","PA","19128",,,,,,,,,,,,,
"2061038-DCA","Business","2018-12-31T00:00:00.000","Inactive","2017-11-17T00:00:00.000","Electronics Store","Gold of Harlem",,"248","W 125TH ST",,"NEW YORK","NY","10027","6463746107","Manhattan","1","110","09","1058645","1019300049","MN11","222",,"-73.94957832675914","40.80949518969056","
,  
(40.80949518969056, -73.94957832675914)"
"2070156-1-DCA","Business","2019-12-31T00:00:00.000","Inactive","2018-04-27T00:00:00.000","Tobacco Retail Dealer","DEKALB SUPER DELI INC",,"447","DEKALB AVE",,"BROOKLYN","NY","11205","3476523005","Brooklyn","3","303","33","3055129","3019240055","BK69","193",,"-73.9595053458562","40.6904456814722","
,  
(40.6904456814722, -73.9595053458562)"
"2075241-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-09T00:00:00.000","Electronic Cigarette Dealer","SARTHAK INC.","card curio","1537","86TH ST",,"BROOKLYN","NY","11228","7188370500","Brooklyn","3","311","43","3165664","3063410015","BK27","172",,"-74.00854667950242","40.61083183836679","
,  
(40.61083183836679, -74.00854667950242)"
"2105719-DCA","Individual","2024-07-31T00:00:00.000","Active","2022-05-03T00:00:00.000","Ticket Seller","TZAN, EUGEN",,,,,"NEW YORK","NY","10001",,,,,,,,,,,,,
"2072554-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-04T00:00:00.000","Electronic Cigarette Dealer","JPS PETROLEUM INC.",,"4090","BOSTON RD",,"BRONX","NY","10475","718-324-8838","Bronx","2","212","12","2095194","2052800001","BX13","46202",,"-73.82837743599148","40.88578572025922","
,  
(40.88578572025922, -73.82837743599148)"
"0934504-DCA","Individual","2024-03-31T00:00:00.000","Active","1996-05-07T00:00:00.000","Sightseeing Guide","BURKARDT, CHRISTA M",,,,,"KEW GARDENS","NY","11415",,,,,,,,,,,,,
"2097150-1-DCA","Business","2023-11-30T00:00:00.000","Active","2020-12-08T00:00:00.000","Electronic Cigarette Dealer","BHAKTI 63 INC",,"6318","WOODHAVEN BLVD",,"REGO PARK","NY","11374","9179817451","Queens","4","405","30","4069590","4029980026",,,,"-73.8689411745144","40.724007061253225","
,  
(40.724007061253225, -73.8689411745144)"
"2105618-DCA","Business","2024-05-01T00:00:00.000","Active","2022-04-27T00:00:00.000","Employment Agency","LOUISA JEANBAPTISTE LLC",,"9104","AVENUE L",,"BROOKLYN","NY","11236","917-361-9060","Brooklyn","3","318","46","3000000","3082560038",,,,"-73.89957750538545","40.63589765090577","
,  
(40.63589765090577, -73.89957750538545)"
"2101864-DCA","Business","2023-02-28T00:00:00.000","Inactive","2021-09-29T00:00:00.000","Home Improvement Contractor","ARS CONSTRUCTION NY LLC",,"1454","43RD ST",,"BROOKLYN","NY","11219","3474221358","Brooklyn","3","312","44","3136249","3056060025",,,,"-73.98524566850578","40.63633580546793","
,  
(40.63633580546793, -73.98524566850578)"
"2076412-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-31T00:00:00.000","Electronic Cigarette Dealer","ROCKAWAY BEACH SERVICE STATION INC",,"11201","BEACH CHANNEL DR",,"ROCKAWAY PARK","NY","11694","6466600719","Queens","4","414","32","4303765","4161660426","QN10","938",,"-73.83487302302642","40.58281262127786","
,  
(40.58281262127786, -73.83487302302642)"
"2072663-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-05T00:00:00.000","Electronic Cigarette Dealer","NOR MEADOW SERVICE STATION INC",,"16405","UNION TPKE",,"FLUSHING","NY","11366","7187495864","Queens","4","408","24","4150950","4069720027","QN38","1241",,"-73.80422156071316","40.721568429554985","
,  
(40.721568429554985, -73.80422156071316)"
"1057059-DCA","Business","2023-12-31T00:00:00.000","Active","2000-12-01T00:00:00.000","Tobacco Retail Dealer","99 JOHN'S MARKET PLACE, INC.","JUBILEE MARKET PLACE","99","JOHN ST",,"NEW YORK","NY","10038","212-964-4283","Manhattan","1","101","01","1087867","1000767502","MN25","1502",,"-74.00616416668282","40.708005423405226","
,  
(40.708005423405226, -74.00616416668282)"
"2074098-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-21T00:00:00.000","Electronic Cigarette Dealer","SANDHU, NACHHATTER S.","PAL NEWS","N/W/C","3 AVENUE","EAST   56 STREET","NEW YORK","NY","10022","908-917-2685","Manhattan","1","106","04",,,,,,"-73.96802547312022","40.75957782091029","
,  
(40.75957782091029, -73.96802547312022)"
"2071888-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-25T00:00:00.000","Electronic Cigarette Dealer","TANVI FOODS INC","FREDDY'S FOOD MARKET","257","DRIGGS AVE",,"BROOKLYN","NY","11222",,"Brooklyn","3","301","33","3067546","3026990009","BK76","499",,"-73.94801335200988","40.722661853754495","
,  
(40.722661853754495, -73.94801335200988)"
"1417381-DCA","Business","2023-12-31T00:00:00.000","Active","2012-01-19T00:00:00.000","Tobacco Retail Dealer","MR GROCERY CORP.",,"164","IRVING AVE",,"BROOKLYN","NY","11237","718-573-6513","Brooklyn","3","304","37","3074195","3032580029","BK77","431",,"-73.91996658765233","40.70218631045002","
,  
(40.70218631045002, -73.91996658765233)"
"2073000-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-09T00:00:00.000","Electronic Cigarette Dealer","A.B.M. SUPERETTE, INC.",,"101","GUYON AVE",,"STATEN ISLAND","NY","10306","718-668-3646","Staten Island","5","503","50","5058300","5042650006","SI25","13204",,"-74.12760075107629","40.56476391339492","
,  
(40.56476391339492, -74.12760075107629)"
"2007138-DCA","Business","2017-03-31T00:00:00.000","Inactive","2014-04-29T00:00:00.000","Parking Lot","BOGOPA, INC",,"1759","RIDGEWOOD PL",,"BROOKLYN","NY","11237","718-381-8338","Brooklyn","3","304","37","3251946","3033540001","BK77","439","Vehicle Spaces: 138, Bicycle Spaces: 14","-73.91118955540323","40.69845522318618","
,  
(40.69845522318618, -73.91118955540323)"
"1383196-DCA","Business","2022-12-31T00:00:00.000","Inactive","2011-02-22T00:00:00.000","Tobacco Retail Dealer","AVENUE NEWSSTAND LLC","GATEWAY NEWSSTAND","1211","AVENUE OF THE AMERICAS",,"NEW YORK","NY","10036","5166635990","Manhattan","1","105","04","1022678","1010000029","MN17","125",,"-73.98153682640786","40.758392304474256","
,  
(40.758392304474256, -73.98153682640786)"
"2114917-2-DCA","Business","2024-12-31T00:00:00.000","Active","2023-07-07T00:00:00.000","Tobacco Retail Dealer","J & P GROCERY FOOD CENTER CORP",,"2015","NEW HAVEN AVE",,"FAR ROCKAWAY","NY","11691","3476640835","Queens","4","414","31","4300972","4157600023",,,,"-73.75402717307344","40.600745305454836","
,  
(40.600745305454836, -73.75402717307344)"
"2099709-DCA","Business","2025-03-15T00:00:00.000","Active","2021-06-28T00:00:00.000","Dealer In Products","Trebor Multi Services INC",,"1129","NORTHERN BLVD",,"MANHASSET","NY","11030","3472136585","Outside NYC",,,,,,,,,,,
"2076623-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-08-03T00:00:00.000","Electronic Cigarette Dealer","NIDHI CONVENIENCE INC.","QUICK STOP","9903","QUEENS BLVD",,"REGO PARK","NY","11374","7185440081","Queens","4","406","29","4050967","4021180001","QN17","71304",,"-73.85424351048891","40.727154102574424","
,  
(40.727154102574424, -73.85424351048891)"
"2076323-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-27T00:00:00.000","Electronic Cigarette Dealer","WEBSTER AVE GOURMET DELI CORP",,"375","E 188TH ST",,"BRONX","NY","10458",,"Bronx","2","205","15","2011078","2030260059","BX05","39902",,"-73.89352715696441","40.86003662574394","
,  
(40.86003662574394, -73.89352715696441)"
"2011255-DCA","Business","2024-06-30T00:00:00.000","Active","2014-07-28T00:00:00.000","Electronic & Appliance Service","Mim Wireless & Computer USA Inc",,"16705","HILLSIDE AVE",,"JAMAICA","NY","11432","9174449444","Queens","4","408","24","4210477","4098390007",,,,"-73.79546225422864","40.70980833871832","
,  
(40.70980833871832, -73.79546225422864)"
"2018534-DCA","Business","2021-02-28T00:00:00.000","Inactive","2015-02-20T00:00:00.000","Home Improvement Contractor","T & I AND SONS LANDSCAPING CONTRACTORS INC.",,"9730","75TH ST",,"OZONE PARK","NY","11416","7185936138","Queens","4","409","32","4187845","4090460018","QN53","42",,"-73.86282861252525","40.68068474482295","
,  
(40.68068474482295, -73.86282861252525)"
"1438876-DCA","Business","2025-07-31T00:00:00.000","Active","2012-07-25T00:00:00.000","Secondhand Dealer - General","XPRESS WIRELESS CORPORATION",,"4915","BROADWAY",,"NEW YORK","NY","10034","2123042221","Manhattan","1","112","10","1064984","1022410024",,,,"-73.92178510212796","40.86749737554386","
,  
(40.86749737554386, -73.92178510212796)"
"2099287-DCA","Business","2025-07-31T00:00:00.000","Active","2021-06-09T00:00:00.000","Secondhand Dealer - General","ALFASE INC",,"1409","SHEEPSHEAD BAY RD",,"BROOKLYN","NY","11235","6463747376","Brooklyn","3","315","48","3389066","3074590001",,,,"-73.95501320606022","40.587629810041605","
,  
(40.587629810041605, -73.95501320606022)"
"2044955-DCA","Business","2021-02-28T00:00:00.000","Inactive","2016-10-24T00:00:00.000","Home Improvement Contractor","FJR CONSTRUCTION, INC.",,"158","MCNAIR ST",,"BRENTWOOD","NY","11717","5163433161","Outside NYC",,,,,,,,,,,
"1347394-DCA","Business","2019-11-19T00:00:00.000","Inactive","2010-03-22T00:00:00.000","Sidewalk Cafe","CAFE ARGENTINO INC.","CAFE ARGENTINO","499","GRAND ST",,"BROOKLYN","NY","11211","718-782-9477","Brooklyn","3","301","34","3062729","3023870020","BK73","513","Sidewalk Cafe Type: Unenclosed, Square Feet: 299, Tables: 7, Chairs: 18","-73.95119668092738","40.710956842647725","
,  
(40.710956842647725, -73.95119668092738)"
"1181652-DCA","Individual","2007-09-30T00:00:00.000","Inactive","2005-11-29T00:00:00.000","General Vendor","JOSEPH, NOLAN",,,,,"BROOKLYN","NY","11234",,,,,,,,,,"General Vendor Type: General Vendor (White)",,,
"0992016-DCA","Individual","2007-09-30T00:00:00.000","Inactive","2006-08-31T00:00:00.000","General Vendor","VIDAL, NELSON M",,,,,"NEW YORK","NY","10034",,,,,,,,,,"General Vendor Type: General Vendor (White)",,,
"1347854-DCA","Individual","2012-02-28T00:00:00.000","Inactive","2010-03-23T00:00:00.000","Process Server Individual","BAYON, VALERIE",,,,,"BRONX","NY","10462",,,,,,,,,,,,,
"1270220-DCA","Individual","2011-10-31T00:00:00.000","Inactive","2009-11-18T00:00:00.000","Home Improvement Salesperson","GREEN, MILLEDGE",,,,,"JAMAICA","NY","11434",,,,,,,,,,,,,
"1003593-DCA","Individual",,"Inactive","1999-02-23T00:00:00.000","Home Improvement Salesperson","RONG, YI F",,,,,"BROOKLYN","NY","11214",,,,,,,,,,,,,
"2072838-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-07T00:00:00.000","Electronic Cigarette Dealer","MOTT CORNER INC.",,"58","KENMARE ST",,"NEW YORK","NY","10012","212-431-1192","Manhattan","1","102","01","1007186","1004800033","MN24","41",,"-73.99591982111144","40.72094157539876","
,  
(40.72094157539876, -73.99591982111144)"
"2073061-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-11T00:00:00.000","Electronic Cigarette Dealer","TMN ONE CORP","7-Eleven Store #36950A","708","BRIGHTON BEACH AVE",,"BROOKLYN","NY","11235","7188912034","Brooklyn","3","313","48","3245125","3086920019","BK19","36002",,"-73.96040519397569","40.57782461645079","
,  
(40.57782461645079, -73.96040519397569)"
"2011773-DCA","Business","2023-07-31T00:00:00.000","Active","2014-08-08T00:00:00.000","Secondhand Dealer - General","SAN MARTIN JEWERLY AND PAWNSHOP INC",,"3350","BROADWAY",,"NEW YORK","NY","10031","2124914653","Manhattan","1","109","07","1059810","1019880134",,,,"-73.95484139888086","40.82039940200442","
,  
(40.82039940200442, -73.95484139888086)"
"2067818-DCA","Business","2023-10-31T00:00:00.000","Active","2018-03-15T00:00:00.000","Car Wash","TREMONT CAR WASH AND LUBE, LLC",,"1095","E TREMONT AVE",,"BRONX","NY","10460","7188289300","Bronx","2","206","15","2042420","2040030040","BX17","220",,"-73.877834545178","40.83998471752562","
,  
(40.83998471752562, -73.877834545178)"
"2076725-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-08-07T00:00:00.000","Electronic Cigarette Dealer","IDEAL CONVENIENCE STORE INC.",,"1324","LEXINGTON AVE",,"NEW YORK","NY","10128","2128603925","Manhattan","1","108","04","1048077","1015170016","MN40","14802",,"-73.95449981675648","40.78099596751242","
,  
(40.78099596751242, -73.95449981675648)"
"2074246-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-22T00:00:00.000","Electronic Cigarette Dealer","PATEL, PRABHU","K.P. NOVELTY CO","856","6TH AVE",,"NEW YORK","NY","10001","212-447-6073","Manhattan","1","105","03","1082272","1008320001","MN17","76",,"-73.98943277691811","40.74751586887921","
,  
(40.74751586887921, -73.98943277691811)"
"2015728-DCA","Business","2020-04-05T00:00:00.000","Inactive","2014-11-21T00:00:00.000","Sidewalk Cafe","ALIAGED DINING INC","AGED","10702","70TH RD",,"FOREST HILLS","NY","11375","718-544-2433","Queens","4","406","29","4077496","4032390032","QN17","711","Sidewalk Cafe Type: Unenclosed, Square Feet: 278, Tables: 13, Chairs: 28","-73.84574353709064","40.720788905279086","
,  
(40.720788905279086, -73.84574353709064)"
"2111242-DCA","Individual","2024-02-28T00:00:00.000","Active","2023-02-27T00:00:00.000","Process Server Individual","PAEZ, SERGIO",,,,,"BALDWIN","NY","11510",,,,,,,,,,,,,
"0829832-DCA","Individual","2010-12-31T00:00:00.000","Inactive","1997-01-21T00:00:00.000","Motion Picture Projectionist","STEINER, CHARLES",,,,,"ELMONT","NY","11003",,,,,,,,,,,,,
"2078083-DCA","Business","2024-03-31T00:00:00.000","Active","2018-09-12T00:00:00.000","Newsstand","MD RAFIQUL ISLAM",,"NWC","73 STREET","BROADWAY","Jackson Heights","NY","11372","6462290494","Queens","4","403","25",,,,,,"-73.89240835378462","40.74713673194053","
,  
(40.74713673194053, -73.89240835378462)"
"2067421-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-07T00:00:00.000","Electronic Cigarette Dealer","JUBILEE NEWS, INC.",,"2659A","BROADWAY",,"NEW YORK","NY","10025","212-222-8525","Manhattan","1","107","06","1056504","1018730010","MN12","187",,"-73.9693975757599","40.797935880933125","
,  
(40.797935880933125, -73.9693975757599)"
"2009473-DCA","Business","2020-04-30T00:00:00.000","Inactive","2014-06-11T00:00:00.000","Tow Truck Company","123 AUTO BODY","QUICK 2 TOWING & RECOVERY","11011","SUTPHIN BLVD",,"JAMAICA","NY","11435","7188696529","Queens","4","412","28","4263383","4121530009","QN01","262","Active Plate Numbers:  7789","-73.79640046026613","40.68960572175226","
,  
(40.68960572175226, -73.79640046026613)"
"2086551-DCA","Business","2023-12-31T00:00:00.000","Active","2019-05-30T00:00:00.000","Laundries","CLEAN 102 CLEANERS, INC.",,"10210","NORTHERN BLVD",,"CORONA","NY","11368","7182051021","Queens","4","403","21","4042585","4017170006","QN26","379","Laundry Type: Industrial Laundry with Delivery","-73.86637013820624","40.757547749933785","
,  
(40.757547749933785, -73.86637013820624)"
