"object_id","orgname","appronstre","boroughname","apprfromst","apprtostre","apprdayswe","reviewstat","apprmonope","apprmonclo","apprtueope","apprtueclo","apprwedope","apprwedclo","apprthuope","apprthuclo","apprfriope","apprfriclo","apprsatope","apprsatclo","apprsunope","apprsunclo","sunday_end","apprenddat","shape_stle","the_geom","segmentidt","segmentidf","lionversion"
"204","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","262.012991328","MULTILINESTRING ((996342.5742280483 231876.6091310531, 996469.3774521351 232105.8944336474))","0038467","0038467",
"205","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","281.54879238","MULTILINESTRING ((996469.3774521351 232105.8944336474, 996606.0871524662 232352.02484689653))","0038475","0038475",
"206","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","282.031428639","MULTILINESTRING ((996606.0871524662 232352.02484689653, 996742.7076141387 232598.7566368878))","0038477","0038477",
"207","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","261.742485949","MULTILINESTRING ((996742.7076141387 232598.7566368878, 996869.511822477 232827.73222881556))","0038479","0038479",
"208","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","261.788118269","MULTILINESTRING ((996869.511822477 232827.73222881556, 996996.5095999688 233056.65270273387))","0038481","0038481",
"209","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","261.788118269","MULTILINESTRING ((996869.511822477 232827.73222881556, 996996.5095999688 233056.65270273387))","0038481","0038481",
"210","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 120 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-06-17T00:00:00.000","23:00","2023-10-08T00:00:00.000","261.464738586","MULTILINESTRING ((996996.5095999688 233056.65270273387, 997122.9529166371 233285.51051272452))","0038495","0038495",
"211","Harlem Mothers SAVE","WEST 128 STREET","Manhattan","FREDERICK DOUGLASS BOULEVARD","ST NICHOLAS AVENUE","tue,wed","approvedFull",,,"10:00","17:00","10:00","17:00",,,,,,,,"2023-07-04T00:00:00.000",,"2023-08-30T00:00:00.000","366.82249151","MULTILINESTRING ((998157.7802433074 235152.3210835606, 997833.5656686425 235323.91260389984))","0038742","0038742",
"212","Harlem One Stop Inc","WEST 142 STREET","Manhattan","AMSTERDAM AVENUE","HAMILTON PLACE","fri","approvedFull",,,,,,,,,"14:00","20:30",,,,"2023-06-02T00:00:00.000",,"2023-09-01T00:00:00.000","217.521338996","MULTILINESTRING ((998363.4720891416 239236.89263881743, 998173.2198449671 239342.34223106503))","0038790","0038790",
"213","The 700 Jefferson Avenue Block Association","JEFFERSON AVENUE","Brooklyn","MALCOLM X BOULEVARD","PATCHEN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"12:00","21:00","12:00","21:00","12:00","2023-02-10T00:00:00.000","21:00","2023-12-31T00:00:00.000","817.573551544","MULTILINESTRING ((1003777.3880985528 189079.61270423234, 1004585.6640410572 189202.56193339825))","0043331","0043331",
"214","Society for the Preservation of Weeksville and Bedford-Stuyvesant History, The","BUFFALO AVENUE","Brooklyn","BERGEN STREET","ST MARKS AVENUE","sat","approvedFull",,,,,,,,,,,"11:00","19:00",,"2023-06-17T00:00:00.000",,"2023-09-30T00:00:00.000","325.715472144","MULTILINESTRING ((1005055.3008970469 185109.80830788612, 1005031.604750216 184784.9559392333))","0043499","0043499",
"215","Incredible Credible Messengers Inc","AMBOY STREET","Brooklyn","PITKIN AVENUE","SUTTER AVENUE","sat","approvedFull",,,,,,,,,,,"12:00","20:00",,"2023-06-26T00:00:00.000",,"2023-09-10T00:00:00.000","935.605617352","MULTILINESTRING ((1007966.0936318934 183068.04369063675, 1008144.9482610524 182149.69250898063))","0043750","0043750",
"216","Brownsville Community Justice Center","THATFORD AVENUE","Brooklyn","BELMONT AVENUE","DEAD END","mon,tue,wed,thu","approvedFull","11:00","18:00","11:00","18:00","11:00","18:00","11:00","18:00",,,,,,"2023-04-22T00:00:00.000",,"2023-09-01T00:00:00.000","128.64205526","MULTILINESTRING ((1009362.6689227223 182864.02835063636, 1009386.2285868824 182737.56206814945))","0044000","0044000",
"217","Brownsville Community Justice Center","WATKINS STREET","Brooklyn","BELMONT AVENUE","DEAD END","mon,tue,wed,thu","approvedFull","11:00","18:00","11:00","18:00","11:00","18:00","11:00","18:00",,,,,,"2023-05-01T00:00:00.000",,"2023-09-01T00:00:00.000","128.626728207","MULTILINESTRING ((1009872.1068802178 182963.23090814054, 1009897.1855702251 182837.07269589603))","0044007","0044007",
"218","Sharon Street Block Association","SHARON STREET","Brooklyn","OLIVE STREET","MORGAN AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","19:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-02-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","855.752080229","MULTILINESTRING ((1001244.5850933045 199894.13142947853, 1002099.005628556 199846.41170863807))","0044360","0044360",
"219","Troutman Street Open Street Coalition","TROUTMAN STREET","Brooklyn","ST NICHOLAS AVENUE","IRVING AVENUE","sat,sun","approvedFull",,,,,,,,,,,"10:00","22:00","10:00","2023-05-06T00:00:00.000","22:00","2023-11-18T00:00:00.000","796.768759513","MULTILINESTRING ((1005159.343996048 196072.24602864683, 1005636.3640393913 196710.4406183958))","0044899","0044899",
"220","Troutman Street Open Street Coalition","TROUTMAN STREET","Brooklyn","ST NICHOLAS AVENUE","IRVING AVENUE","sat,sun","approvedFull",,,,,,,,,,,"10:00","22:00","10:00","2023-05-06T00:00:00.000","22:00","2023-11-18T00:00:00.000","496.528683802","MULTILINESTRING ((1005636.3640393913 196710.4406183958, 1005940.3594943881 197103.03136864305))","0044904","0044904",
"221","Enlightenment Wines","RANDOLPH STREET","Brooklyn","SCOTT AVENUE","GARDNER AVENUE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","12:00","23:00","12:00","2023-03-20T00:00:00.000","23:00","2023-12-21T00:00:00.000","469.689712731","MULTILINESTRING ((1005171.4240243882 197931.60254614055, 1005616.0097493827 198083.1015869826))","0044908","0044908",
"222","PS/IS  128","65 DRIVE","Queens","69 PLACE","70 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","410.475258671","MULTILINESTRING ((1015703.2497454733 199925.4666686505, 1016112.6354096383 199895.57827697694))","0049273","0049273",
"223","JAMROCK JERK LLC","141 STREET","Queens","109 AVENUE","LAKEWOOD AVENUE","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:59","12:00","2023-04-29T00:00:00.000","23:59","2023-10-29T00:00:00.000","181.755126001","MULTILINESTRING ((1038129.4575176388 189930.03751255572, 1038249.0242076367 189793.14802256227))","0055647","0055647",
"224","PS 160 - Walter Francis Bishop","INWOOD STREET","Queens","GLASSBORO AVENUE","110 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","13:50","10:30","13:50","10:30","13:50","10:30","13:50","10:30","13:50",,,,"2023-04-03T00:00:00.000",,"2024-06-30T00:00:00.000","259.427855043","MULTILINESTRING ((1039557.8732959777 190068.58021447062, 1039751.514640972 189895.93653088808))","0057329","0057329",
"225","HOOD WORKS INC.","156 STREET","Queens","108 AVENUE","107 AVENUE","mon,tue,wed,thu,fri,sat","approvedFull","09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00","10:00","17:00",,"2023-07-01T00:00:00.000",,"2023-09-30T00:00:00.000","660.467841516","MULTILINESTRING ((1040407.891280964 192913.7123194784, 1040730.3053342998 192337.28630697727))","0060037","0060037",
"226","Family Unity in Our Community Incorporated","UNION HALL STREET","Queens","109 AVENUE","110 AVENUE","sat","approvedFull",,,,,,,,,,,"11:00","16:00",,"2023-07-08T00:00:00.000",,"2023-08-26T00:00:00.000","661.897354333","MULTILINESTRING ((1042204.9283692986 192405.1211450547, 1042527.9362534732 191827.3893608898))","0060321","0060321",
"227","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","238.380117767","MULTILINESTRING ((1055968.374595642 158814.96949347854, 1055831.1767072976 159009.9100484699))","0061952","0061952",
"228","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","365.203622545","MULTILINESTRING ((1056211.7815891355 158548.74824114144, 1056161.9027518928 158582.87973456085, 1056114.9589481354 158621.75629723072, 1056071.6148747206 158664.97701130807, 1056032.4404123873 158712.01235030591, 1055997.9102977216 158762.24026823044, 1055968.374595642 158814.96949347854))","0062003","0062003",
"229","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","199.156758827","MULTILINESTRING ((1056366.7599537224 158423.6677826494, 1056211.7815891355 158548.74824114144))","0062006","0062006",
"230","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","233.007775564","MULTILINESTRING ((1056527.254711464 158254.7475168109, 1056366.7599537224 158423.6677826494))","0062008","0062008",
"231","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","233.007775564","MULTILINESTRING ((1056527.254711464 158254.7475168109, 1056366.7599537224 158423.6677826494))","0062008","0062008",
"232","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","250.096764339","MULTILINESTRING ((1056686.493566215 158061.8968526423, 1056527.254711464 158254.7475168109))","0062010","0062010",
"233","COMMUNITY HEALTH & ECONOMIC CORPORATION","141 ROAD","Queens","225 STREET","224 STREET","sat,sun","approvedFull",,,,,,,,,,,"08:00","23:30","08:00","2023-04-22T00:00:00.000","23:30","2023-12-31T00:00:00.000","351.453944041","MULTILINESTRING ((1053163.2230537236 183113.50587005913, 1053482.0770748109 182965.6816906482))","0063261","0063261",
"234","Sunnyside District Management Association, Inc.","46 STREET","Queens","QUEENS BOULEVARD","GREENPOINT AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-04-03T00:00:00.000","20:00","2023-11-26T00:00:00.000","300.526507912","MULTILINESTRING ((1006770.2006824762 209982.53349672258, 1006723.861864388 209685.6010197252))","0066748","0066748",
"235","LaGuardia Community College","29 STREET","Queens","SKILLMAN AVENUE","47 AVENUE","wed","approvedFull",,,,,"06:00","17:00",,,,,,,,"2023-04-19T00:00:00.000",,"2023-06-07T00:00:00.000","606.926158791","MULTILINESTRING ((1001358.4037633091 210731.18947972357, 1001272.360300228 210130.39343722165))","0067208","0067208",
"236","31st Ave Open Street Collective","31 AVENUE","Queens","33 STREET","35 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","20:00","12:00","2023-04-22T00:00:00.000","20:00","2023-12-31T00:00:00.000","260.226449415","MULTILINESTRING ((1005890.4744235575 217477.1271033138, 1006112.0783110559 217340.71038138866))","0067781","0067781",
"237","31st Ave Open Street Collective","31 AVENUE","Queens","33 STREET","35 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","20:00","12:00","2023-04-22T00:00:00.000","20:00","2023-12-31T00:00:00.000","260.013665877","MULTILINESTRING ((1006112.0783110559 217340.71038138866, 1006333.0424360484 217203.6630833149))","0067896","0067896",
"238","Salsa Stories","EAST 115 STREET","Manhattan","PLEASANT AVENUE","1 AVENUE","sat","approvedFull",,,,,,,,,,,"17:00","22:00",,"2023-08-12T00:00:00.000",,"2023-09-16T00:00:00.000","713.716691974","MULTILINESTRING ((1001994.8916635513 229036.99538773298, 1002622.2529416382 228696.6876693964))","0068462","0068462",
"239","Global Community Charter School","WEST 142 STREET","Manhattan","5 AVENUE","CHISUM PLACE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","471.518331073","MULTILINESTRING ((1002392.6992668808 237007.7432257235, 1001975.6118464768 237227.66962313652))","0069384","0069384",
"240","HUB-Third Avenue Merchants District Management Association, Inc.","ALEXANDER AVENUE","Bronx","EAST 134 STREET","BRUCKNER BOULEVARD","fri,sat,sun","approvedFull",,,,,,,,,"14:00","20:00","11:00","20:00","11:00","2023-04-22T00:00:00.000","20:00","2023-10-29T00:00:00.000","278.435890859","MULTILINESTRING ((1004323.0070860535 233238.6992546469, 1004457.6856224686 233482.3962738067))","0069756","0069756",
"241","P.S. 18X","EAST 148 STREET","Bronx","MORRIS AVENUE","COLLEGE AVENUE","sat","approvedFullSchools",,,,,,,,,,,"10:00","16:00",,"2023-03-18T00:00:00.000",,"2024-06-30T00:00:00.000","540.340279534","MULTILINESTRING ((1005537.5059693903 236831.48406380415, 1006049.1256810576 236657.6655138135))","0069949","0069949",
"242","Futures Ignite","WEST 182 STREET","Manhattan","AMSTERDAM AVENUE","AUDUBON AVENUE","wed,fri","approvedFullSchools",,,,,"08:00","17:00",,,"08:00","22:34",,,,"2023-05-05T00:00:00.000",,"2024-06-30T00:00:00.000","458.838780937","MULTILINESTRING ((1003487.2541643828 248488.45878131688, 1003085.8868568838 248710.80380906165))","0071358","0071358",
"243","Muscota New School","ACADEMY STREET","Manhattan","BROADWAY","VERMILYEA AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:15","08:00","15:15","08:00","15:15","08:00","15:15","08:00","15:15",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","393.17947635","MULTILINESTRING ((1005164.8262685537 254562.64906072617, 1004993.009026885 254916.29992823303))","0072649","0072649",
"244","Community League of the Heights","ACADEMY STREET","Manhattan","BROADWAY","VERMILYEA AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","16:00","20:00","16:00","08:00","16:00","08:00","16:00","08:00","18:00",,,,"2023-07-10T00:00:00.000",,"2023-08-18T00:00:00.000","393.17947635","MULTILINESTRING ((1005164.8262685537 254562.64906072617, 1004993.009026885 254916.29992823303))","0072649","0072649",
"245","School in the Square","COOPER STREET","Manhattan","WEST 207 STREET","ISHAM STREET","mon,tue,fri","approvedFullSchools","10:00","13:00","10:00","13:00",,,,,"10:00","13:00",,,,"2023-08-28T00:00:00.000",,"2024-06-21T00:00:00.000","430.089003553","MULTILINESTRING ((1005898.984905228 255704.13627906144, 1006287.8410828859 255887.89542597532))","0072666","0072666",
"246","PS98M - The Magnet School of Steam Studies","WEST 212 STREET","Manhattan","BROADWAY","10 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00",,,,"2023-09-11T00:00:00.000",,"2024-06-28T00:00:00.000","627.113740589","MULTILINESTRING ((1007320.4059468806 255390.73467490077, 1006774.5769860595 255699.51030406356))","0072901","0072901",
"247","Q012","72 STREET","Queens","WOODSIDE AVENUE","43 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30",,,,"2023-09-05T00:00:00.000",,"2024-06-28T00:00:00.000","262.40248255","MULTILINESTRING ((1013949.7197879702 209895.20033806562, 1013994.5983071327 209636.66410972178))","0074286","0074286",
"248","OpenPlans","JUSTICE AVENUE","Queens","54 AVENUE","55 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:00","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,"2023-05-01T00:00:00.000",,"2024-06-30T00:00:00.000","329.319926981","MULTILINESTRING ((1018822.4561054707 207809.64676639438, 1019093.09204714 207622.00934639573))","0075108","0075108",
"249","Thai community usa nyc","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","fri,sat,sun","approvedFull",,,,,,,,,"16:00","21:00","12:00","21:00","12:00","2023-04-22T00:00:00.000","21:00","2023-12-31T00:00:00.000","250.630435145","MULTILINESTRING ((1015044.2750135511 210136.58108890057, 1015288.8968996406 210191.1315047294))","0076181","0076181",
"250","Thai community usa nyc","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","fri,sat,sun","approvedFull",,,,,,,,,"16:00","21:00","12:00","21:00","12:00","2023-04-22T00:00:00.000","21:00","2023-12-31T00:00:00.000","250.444267462","MULTILINESTRING ((1015288.8968996406 210191.1315047294, 1015534.9200296402 210237.9818047285))","0076185","0076185",
"251","Thai community usa nyc","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","fri,sat,sun","approvedFull",,,,,,,,,"16:00","21:00","12:00","21:00","12:00","2023-04-22T00:00:00.000","21:00","2023-12-31T00:00:00.000","249.338851362","MULTILINESTRING ((1015534.9200296402 210237.9818047285, 1015781.5632371306 210274.54669222236))","0076195","0076195",
"252","PS89Q The Jose Peralta School of Dreamers","BRITTON AVENUE","Queens","GLEANE STREET","HAMPTON STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:30","07:45","14:30","07:45","14:30","07:45","14:30","07:45","14:30",,,,"2023-07-03T00:00:00.000",,"2024-06-28T00:00:00.000","255.981373559","MULTILINESTRING ((1017422.1078563035 211027.26172222197, 1017551.0380446315 211248.403012231))","0076457","0076457",
"253","Banana Kelly Community Improvement Association, Inc.","TIFFANY STREET","Bronx","BECK STREET","FOX STREET","sat,sun","approvedLimited",,,,,,,,,,,"10:00","19:00","10:00","2023-07-08T00:00:00.000","19:00","2023-09-10T00:00:00.000","423.047631284","MULTILINESTRING ((1013331.7423493862 237622.5359593928, 1013334.7115035504 238045.57317106426))","0077517","0077517",
"254","Dr. Richard Izquierdo Health and Science Charter School","HOME STREET","Bronx","TINTON AVENUE","UNION AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00",,,,"2023-02-27T00:00:00.000",,"2024-06-30T00:00:00.000","327.099245837","MULTILINESTRING ((1011666.0796702206 240929.27442464232, 1011980.993738547 240840.8264388144))","0078277","0078277",
"255","Caldwell Enrichment Program Inc","JENNINGS STREET","Bronx","PROSPECT AVENUE","CHISHOLM STREET","mon,tue,wed,thu,fri,sat","approvedFull","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00",,"2023-06-03T00:00:00.000",,"2023-10-31T00:00:00.000","228.944896631","MULTILINESTRING ((1012838.5737162977 242401.8370963037, 1013065.5519368947 242431.78126214445))","0078482","0078482",
"256","P.S. 32 The Belmont School","BEAUMONT AVENUE","Bronx","GROTE STREET","EAST 183 STREET","tue","approvedFullSchools",,,"13:30","16:30",,,,,,,,,,"2023-03-21T00:00:00.000",,"2024-06-30T00:00:00.000","317.226494344","MULTILINESTRING ((1015801.9929863065 249407.42643156648, 1015914.2795071304 249704.11547072232))","0079052","0079052",
"257","I AM MY COMMUNITY INC","EVELYN PLACE","Bronx","AQUEDUCT AVENUE EAST","GRAND AVENUE","mon,tue,wed,thu,fri,sat","approvedFull","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00",,"2023-06-30T00:00:00.000",,"2023-12-01T00:00:00.000","280.375172245","MULTILINESTRING ((1010437.4436760545 252483.09285239875, 1010182.1161027253 252598.92923489213))","0079607","0079607",
"258","PS13Q","94 STREET","Queens","55 AVENUE","56 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00",,,,"2023-06-30T00:00:00.000",,"2024-06-28T00:00:00.000","340.365207745","MULTILINESTRING ((1020671.8060813099 208084.4854555577, 1020767.5211129636 207757.85553139448))","0081624","0081624",
"259","I.S.61Q","50 AVENUE","Queens","99 STREET","98 STREET","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30",,,,"2023-09-05T00:00:00.000",,"2024-06-28T00:00:00.000","531.342069073","MULTILINESTRING ((1021869.5034890473 209802.60865972936, 1022376.5661232173 209961.39115056396))","0081764","0081764",
"260","P.S. 120 Queens","136 STREET","Queens","58 AVENUE","58 ROAD","mon,tue,wed,thu,fri","approvedFullSchools","08:30","13:45","08:30","13:45","08:30","13:45","08:30","13:45","08:30","13:45",,,,"2023-02-27T00:00:00.000",,"2024-06-30T00:00:00.000","257.498583692","MULTILINESTRING ((1031549.2577515543 210977.0616913885, 1031517.14495489 210721.57335722446))","0091126","0091126",
"261","Asian American Federation","BARTON AVENUE","Queens","149 PLACE","150 STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","09:00","21:00","09:00","21:00","09:00","21:00","09:00","21:00","21:00","23:00","09:00","23:00","09:00","2023-03-01T00:00:00.000","21:00","2023-12-31T00:00:00.000","254.18935055","MULTILINESTRING ((1035493.9378543049 217257.83948414028, 1035733.3927559704 217343.12474665046))","0091686","0091686",
"262","PS 159Q","205 STREET","Queens","32 AVENUE","33 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00",,,,"2023-01-30T00:00:00.000",,"2024-06-28T00:00:00.000","661.343134233","MULTILINESTRING ((1043819.4983028919 220248.22392331064, 1044060.6493953913 219632.4147874713))","0098941","0098941",
"263","P.S. 41 Q The Crocheron School","214 LANE","Queens","34 AVENUE","35 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","17:30","10:30","17:30","10:30","17:30","10:30","17:30","10:30","17:30",,,,"2023-07-01T00:00:00.000",,"2024-06-30T00:00:00.000","444.133324098","MULTILINESTRING ((1047780.9766003937 219762.26688997447, 1047686.6231145561 220196.26208497584))","0099349","0099349",
"264","Cara JECM LLC","MORTON STREET","Manhattan","7 AVENUE SOUTH","BLEECKER STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:30","00:00","16:30","00:00","16:30","00:00","16:30","00:00","16:30","00:00","12:00","00:00","12:00","2023-04-01T00:00:00.000","00:00","2023-10-31T00:00:00.000","324.513179632","MULTILINESTRING ((983379.7983163893 205768.96515223384, 983079.451148048 205646.0815397203))","0107728","0107728",
"265","Merchants Of third Avenue Civic Improvement Association","3 AVENUE","Brooklyn","83 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"17:00","22:00",,,,"2023-07-28T00:00:00.000",,"2023-08-04T00:00:00.000","228.271160252","MULTILINESTRING ((974838.4673019648 163889.89996039867, 974770.0652078092 163672.1182437241))","0108566","0108566",
"266","Merchants Of third Avenue Civic Improvement Association","3 AVENUE","Brooklyn","83 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"17:00","22:00",,,,"2023-07-28T00:00:00.000",,"2023-08-04T00:00:00.000","238.254060096","MULTILINESTRING ((974918.2309219688 164147.6553503871, 974847.922663644 163920.01144872606))","0108568","0108568",
"267","Addisleigh Park Civic Organization","MURDOCK AVENUE","Queens","180 STREET","DEAD END","mon,tue,wed,thu,fri,sat,sun","approvedFull","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","2023-04-15T00:00:00.000","22:00","2023-12-31T00:00:00.000","128.750247937","MULTILINESTRING ((1047932.9743278921 192953.20042946935, 1048036.143412888 193030.22488172352))","0115951","0115951",
"268","PS/IS 184","WATKINS STREET","Brooklyn","NEWPORT STREET","RIVERDALE AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:15","13:15","10:15","13:15","10:15","13:15","10:15","13:15","10:15","13:15",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","331.381210674","MULTILINESTRING ((1010446.4420176446 180031.78303089738, 1010510.3864435554 179706.6298098117))","0118808","0118808",
"269","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","243.444526833","MULTILINESTRING ((1055697.1943637282 159175.2870143056, 1055560.2947031409 159376.59205789864))","0148411","0148411",
"270","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","331.992702974","MULTILINESTRING ((1055472.4307056367 159506.06391181052, 1055281.0301698 159777.3294453919))","0148414","0148414",
"271","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.039763393","MULTILINESTRING ((1018679.4314571321 214244.2825191468, 1018936.4716254771 214283.66564247012))","0152873","0152873",
"272","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.139672242","MULTILINESTRING ((1018936.4716254771 214283.66564247012, 1019194.5974215567 214315.97233639657))","0152874","0152874",
