"project_id","bbl","validated_borough","validated_block","validated_lot","validated","validated_date","unverified_borough","unverified_block","unverified_lot"
"2018M0375 - 1 - 00514 - 0005","1005140005","Manhattan","514","5","true","2021-04-01T00:00:00.000","Manhattan","514","5"
"2018M0375 - 1 - 00514 - 0010","1005140010","Manhattan","514","10","true","2021-04-01T00:00:00.000","Manhattan","514","10"
"2018M0375 - 1 - 00514 - 0024","1005140024","Manhattan","514","24","true","2021-04-01T00:00:00.000","Manhattan","514","24"
"2018M0375 - 1 - 00514 - 0025","1005140025","Manhattan","514","25","true","2021-04-01T00:00:00.000","Manhattan","514","25"
"2018M0375 - 1 - 00514 - 0026","1005140026","Manhattan","514","26","true","2021-04-01T00:00:00.000","Manhattan","514","26"
"2018M0375 - 1 - 00514 - 0028","1005140028","Manhattan","514","28","true","2021-04-01T00:00:00.000","Manhattan","514","28"
"2018M0375 - 1 - 00514 - 0031","1005140031","Manhattan","514","31","true","2021-04-01T00:00:00.000","Manhattan","514","31"
"2018M0375 - 1 - 00514 - 0032","1005140032","Manhattan","514","32","true","2021-04-01T00:00:00.000","Manhattan","514","32"
"2018M0375 - 1 - 00514 - 0037","1005140037","Manhattan","514","37","true","2021-04-01T00:00:00.000","Manhattan","514","37"
"2018M0375 - 1 - 00514 - 0041","1005140041","Manhattan","514","41","true","2021-04-01T00:00:00.000","Manhattan","514","41"
"2018M0375 - 1 - 00514 - 0042","1005140042","Manhattan","514","42","true","2021-04-01T00:00:00.000","Manhattan","514","42"
"2018M0375 - 1 - 00514 - 7501","1005147501","Manhattan","514","7501","true","2021-04-01T00:00:00.000","Manhattan","514","7501"
"2018M0375 - 1 - 00514 - 7502","1005147502","Manhattan","514","7502","true","2021-04-01T00:00:00.000","Manhattan","514","7502"
"2018M0375 - 1 - 00514 - 7503","1005147503","Manhattan","514","7503","true","2021-04-01T00:00:00.000","Manhattan","514","7503"
"2018M0375 - 1 - 00514 - 7504","1005147504","Manhattan","514","7504","true","2021-04-01T00:00:00.000","Manhattan","514","7504"
"2018M0375 - 1 - 00514 - 7505","1005147505","Manhattan","514","7505","true","2021-04-01T00:00:00.000","Manhattan","514","7505"
"2018M0375 - 1 - 00514 - 7506","1005147506","Manhattan","514","7506","true","2021-04-01T00:00:00.000","Manhattan","514","7506"
"2018M0375 - 1 - 00515 - 0001","1005150001","Manhattan","515","1","true","2021-04-01T00:00:00.000","Manhattan","515","1"
"2018M0375 - 1 - 00515 - 0004","1005150004","Manhattan","515","4","true","2021-04-01T00:00:00.000","Manhattan","515","4"
"2018M0375 - 1 - 00515 - 0007","1005150007","Manhattan","515","7","true","2021-04-01T00:00:00.000","Manhattan","515","7"
"2018M0375 - 1 - 00515 - 0008","1005150008","Manhattan","515","8","true","2021-04-01T00:00:00.000","Manhattan","515","8"
"2018M0375 - 1 - 00515 - 0011","1005150011","Manhattan","515","11","true","2021-04-01T00:00:00.000","Manhattan","515","11"
"2018M0375 - 1 - 00515 - 0012","1005150012","Manhattan","515","12","true","2021-04-01T00:00:00.000","Manhattan","515","12"
"2018M0375 - 1 - 00515 - 0013","1005150013","Manhattan","515","13","true","2021-04-01T00:00:00.000","Manhattan","515","13"
"2018M0375 - 1 - 00515 - 0014","1005150014","Manhattan","515","14","true","2021-04-01T00:00:00.000","Manhattan","515","14"
"2018M0375 - 1 - 00515 - 0015","1005150015","Manhattan","515","15","true","2021-04-01T00:00:00.000","Manhattan","515","15"
"2018M0375 - 1 - 00515 - 0025","1005150025","Manhattan","515","25","true","2021-04-01T00:00:00.000","Manhattan","515","25"
"2018M0375 - 1 - 00515 - 0030","1005150030","Manhattan","515","30","true","2021-04-01T00:00:00.000","Manhattan","515","30"
"2018M0375 - 1 - 00515 - 0031","1005150031","Manhattan","515","31","true","2021-04-01T00:00:00.000","Manhattan","515","31"
"2018M0375 - 1 - 00515 - 0036","1005150036","Manhattan","515","36","true","2021-04-01T00:00:00.000","Manhattan","515","36"
"2018M0375 - 1 - 00515 - 0037","1005150037","Manhattan","515","37","true","2021-04-01T00:00:00.000","Manhattan","515","37"
"2018M0375 - 1 - 00515 - 0039","1005150039","Manhattan","515","39","true","2021-04-01T00:00:00.000","Manhattan","515","39"
"2018M0375 - 1 - 00515 - 0042","1005150042","Manhattan","515","42","true","2021-04-01T00:00:00.000","Manhattan","515","42"
"2018M0375 - 1 - 00515 - 0045","1005150045","Manhattan","515","45","true","2021-04-01T00:00:00.000","Manhattan","515","45"
"2018M0375 - 1 - 00515 - 7501","1005157501","Manhattan","515","7501","true","2021-04-01T00:00:00.000","Manhattan","515","7501"
"2018M0375 - 1 - 00515 - 7502","1005157502","Manhattan","515","7502","true","2021-04-01T00:00:00.000","Manhattan","515","7502"
"2018M0375 - 1 - 00516 - 0007","1005160007","Manhattan","516","7","true","2021-04-01T00:00:00.000","Manhattan","516","7"
"2018M0375 - 1 - 00516 - 0014","1005160014","Manhattan","516","14","true","2021-04-01T00:00:00.000","Manhattan","516","14"
"2018M0375 - 1 - 00516 - 0024","1005160024","Manhattan","516","24","true","2021-04-01T00:00:00.000","Manhattan","516","24"
"2018M0375 - 1 - 00516 - 0025","1005160025","Manhattan","516","25","true","2021-04-01T00:00:00.000","Manhattan","516","25"
"2018M0375 - 1 - 00516 - 0026","1005160026","Manhattan","516","26","true","2021-04-01T00:00:00.000","Manhattan","516","26"
"2018M0375 - 1 - 00516 - 0030","1005160030","Manhattan","516","30","true","2021-04-01T00:00:00.000","Manhattan","516","30"
"2018M0375 - 1 - 00516 - 0033","1005160033","Manhattan","516","33","true","2021-04-01T00:00:00.000","Manhattan","516","33"
"2018M0375 - 1 - 00516 - 0034","1005160034","Manhattan","516","34","true","2021-04-01T00:00:00.000","Manhattan","516","34"
"2018M0375 - 1 - 00516 - 0035","1005160035","Manhattan","516","35","true","2021-04-01T00:00:00.000","Manhattan","516","35"
"2018M0375 - 1 - 00516 - 0036","1005160036","Manhattan","516","36","true","2021-04-01T00:00:00.000","Manhattan","516","36"
"2018M0375 - 1 - 00516 - 0037","1005160037","Manhattan","516","37","true","2021-04-01T00:00:00.000","Manhattan","516","37"
"2018M0375 - 1 - 00516 - 0038","1005160038","Manhattan","516","38","true","2021-04-01T00:00:00.000","Manhattan","516","38"
"2018M0375 - 1 - 00516 - 0039","1005160039","Manhattan","516","39","true","2021-04-01T00:00:00.000","Manhattan","516","39"
"2018M0375 - 1 - 00516 - 0040","1005160040","Manhattan","516","40","true","2021-04-01T00:00:00.000","Manhattan","516","40"
"2018M0375 - 1 - 00516 - 0041","1005160041","Manhattan","516","41","true","2021-04-01T00:00:00.000","Manhattan","516","41"
"2018M0375 - 1 - 00516 - 7501","1005167501","Manhattan","516","7501","true","2021-04-01T00:00:00.000","Manhattan","516","7501"
"2018M0375 - 1 - 00522 - 0001","1005220001","Manhattan","522","1","true","2021-04-01T00:00:00.000","Manhattan","522","1"
"2018M0375 - 1 - 00522 - 0004","1005220004","Manhattan","522","4","true","2021-04-01T00:00:00.000","Manhattan","522","4"
"2018M0375 - 1 - 00522 - 0005","1005220005","Manhattan","522","5","true","2021-04-01T00:00:00.000","Manhattan","522","5"
"2018M0375 - 1 - 00522 - 0008","1005220008","Manhattan","522","8","true","2021-04-01T00:00:00.000","Manhattan","522","8"
"2018M0375 - 1 - 00522 - 0010","1005220010","Manhattan","522","10","true","2021-04-01T00:00:00.000","Manhattan","522","10"
"2018M0375 - 1 - 00522 - 0012","1005220012","Manhattan","522","12","true","2021-04-01T00:00:00.000","Manhattan","522","12"
"2018M0375 - 1 - 00522 - 0024","1005220024","Manhattan","522","24","true","2021-04-01T00:00:00.000","Manhattan","522","24"
"2018M0375 - 1 - 00522 - 0028","1005220028","Manhattan","522","28","true","2021-04-01T00:00:00.000","Manhattan","522","28"
"2018M0375 - 1 - 00522 - 0031","1005220031","Manhattan","522","31","true","2021-04-01T00:00:00.000","Manhattan","522","31"
"2018M0375 - 1 - 00522 - 0036","1005220036","Manhattan","522","36","true","2021-04-01T00:00:00.000","Manhattan","522","36"
"2018M0375 - 1 - 00522 - 0038","1005220038","Manhattan","522","38","true","2021-04-01T00:00:00.000","Manhattan","522","38"
"2018M0375 - 1 - 00522 - 0041","1005220041","Manhattan","522","41","true","2021-04-01T00:00:00.000","Manhattan","522","41"
"2018M0375 - 1 - 00522 - 0043","1005220043","Manhattan","522","43","true","2021-04-01T00:00:00.000","Manhattan","522","43"
"2018M0375 - 1 - 00522 - 7501","1005227501","Manhattan","522","7501","true","2021-04-01T00:00:00.000","Manhattan","522","7501"
"2018M0375 - 1 - 00522 - 7502","1005227502","Manhattan","522","7502","true","2021-04-01T00:00:00.000","Manhattan","522","7502"
"2018M0375 - 1 - 00529 - 0001","1005290001","Manhattan","529","1","true","2021-04-01T00:00:00.000","Manhattan","529","1"
"2018M0375 - 1 - 00529 - 0003","1005290003","Manhattan","529","3","true","2021-04-01T00:00:00.000","Manhattan","529","3"
"2018M0375 - 1 - 00529 - 0004","1005290004","Manhattan","529","4","true","2021-04-01T00:00:00.000","Manhattan","529","4"
"2018M0375 - 1 - 00529 - 0005","1005290005","Manhattan","529","5","true","2021-04-01T00:00:00.000","Manhattan","529","5"
"2018M0375 - 1 - 00529 - 0006","1005290006","Manhattan","529","6","true","2021-04-01T00:00:00.000","Manhattan","529","6"
"2018M0375 - 1 - 00529 - 0009","1005290009","Manhattan","529","9","true","2021-04-01T00:00:00.000","Manhattan","529","9"
"2018M0375 - 1 - 00529 - 0015","1005290015","Manhattan","529","15","true","2021-04-01T00:00:00.000","Manhattan","529","15"
"2018M0375 - 1 - 00529 - 0020","1005290020","Manhattan","529","20","true","2021-04-01T00:00:00.000","Manhattan","529","20"
"2018M0375 - 1 - 00529 - 0025","1005290025","Manhattan","529","25","true","2021-04-01T00:00:00.000","Manhattan","529","25"
"2018M0375 - 1 - 00529 - 0026","1005290026","Manhattan","529","26","true","2021-04-01T00:00:00.000","Manhattan","529","26"
"2018M0375 - 1 - 00529 - 0027","1005290027","Manhattan","529","27","true","2021-04-01T00:00:00.000","Manhattan","529","27"
"2018M0375 - 1 - 00529 - 0031","1005290031","Manhattan","529","31","true","2021-04-01T00:00:00.000","Manhattan","529","31"
"2018M0375 - 1 - 00529 - 0033","1005290033","Manhattan","529","33","true","2021-04-01T00:00:00.000","Manhattan","529","33"
"2018M0375 - 1 - 00529 - 0034","1005290034","Manhattan","529","34","true","2021-04-01T00:00:00.000","Manhattan","529","34"
"2018M0375 - 1 - 00529 - 0035","1005290035","Manhattan","529","35","true","2021-04-01T00:00:00.000","Manhattan","529","35"
"2018M0375 - 1 - 00529 - 0045","1005290045","Manhattan","529","45","true","2021-04-01T00:00:00.000","Manhattan","529","45"
"2018M0375 - 1 - 00529 - 0046","1005290046","Manhattan","529","46","true","2021-04-01T00:00:00.000","Manhattan","529","46"
"2018M0375 - 1 - 00529 - 0047","1005290047","Manhattan","529","47","true","2021-04-01T00:00:00.000","Manhattan","529","47"
"2018M0375 - 1 - 00529 - 0048","1005290048","Manhattan","529","48","true","2021-04-01T00:00:00.000","Manhattan","529","48"
"2018M0375 - 1 - 00529 - 0049","1005290049","Manhattan","529","49","true","2021-04-01T00:00:00.000","Manhattan","529","49"
"2018M0375 - 1 - 00529 - 0050","1005290050","Manhattan","529","50","true","2021-04-01T00:00:00.000","Manhattan","529","50"
"2018M0375 - 1 - 00529 - 0052","1005290052","Manhattan","529","52","true","2021-04-01T00:00:00.000","Manhattan","529","52"
"2018M0375 - 1 - 00529 - 0054","1005290054","Manhattan","529","54","true","2021-04-01T00:00:00.000","Manhattan","529","54"
"2018M0375 - 1 - 00529 - 0055","1005290055","Manhattan","529","55","true","2021-04-01T00:00:00.000","Manhattan","529","55"
"2018M0375 - 1 - 00529 - 0057","1005290057","Manhattan","529","57","true","2021-04-01T00:00:00.000","Manhattan","529","57"
"2018M0375 - 1 - 00529 - 0060","1005290060","Manhattan","529","60","true","2021-04-01T00:00:00.000","Manhattan","529","60"
"2018M0375 - 1 - 00529 - 0061","1005290061","Manhattan","529","61","true","2021-04-01T00:00:00.000","Manhattan","529","61"
"2018M0375 - 1 - 00529 - 0062","1005290062","Manhattan","529","62","true","2021-04-01T00:00:00.000","Manhattan","529","62"
"2018M0375 - 1 - 00529 - 0065","1005290065","Manhattan","529","65","true","2021-04-01T00:00:00.000","Manhattan","529","65"
"2018M0375 - 1 - 00529 - 0069","1005290069","Manhattan","529","69","true","2021-04-01T00:00:00.000","Manhattan","529","69"
"2018M0375 - 1 - 00529 - 0072","1005290072","Manhattan","529","72","true","2021-04-01T00:00:00.000","Manhattan","529","72"
"2018M0375 - 1 - 00529 - 0144","1005290144","Manhattan","529","144","true","2021-04-01T00:00:00.000","Manhattan","529","144"
"2018M0375 - 1 - 00529 - 7501","1005297501","Manhattan","529","7501","true","2021-04-01T00:00:00.000","Manhattan","529","7501"
"2018M0375 - 1 - 00529 - 7502","1005297502","Manhattan","529","7502","true","2021-04-01T00:00:00.000","Manhattan","529","7502"
"2018M0375 - 1 - 00529 - 7503","1005297503","Manhattan","529","7503","true","2021-04-01T00:00:00.000","Manhattan","529","7503"
"2018M0375 - 1 - 00529 - 7504","1005297504","Manhattan","529","7504","true","2021-04-01T00:00:00.000","Manhattan","529","7504"
"2018M0375 - 1 - 00529 - 7506","1005297506","Manhattan","529","7506","true","2021-04-01T00:00:00.000","Manhattan","529","7506"
"2018M0375 - 1 - 00529 - 7507","1005297507","Manhattan","529","7507","true","2021-04-01T00:00:00.000","Manhattan","529","7507"
"2018M0375 - 1 - 00529 - 7508","1005297508","Manhattan","529","7508","true","2021-04-01T00:00:00.000","Manhattan","529","7508"
"2018M0375 - 1 - 00529 - 7509","1005297509","Manhattan","529","7509","true","2021-04-01T00:00:00.000","Manhattan","529","7509"
"2018M0375 - 1 - 00530 - 0001","1005300001","Manhattan","530","1","true","2021-04-01T00:00:00.000","Manhattan","530","1"
"2018M0375 - 1 - 00530 - 0004","1005300004","Manhattan","530","4","true","2021-04-01T00:00:00.000","Manhattan","530","4"
"2018M0375 - 1 - 00530 - 0005","1005300005","Manhattan","530","5","true","2021-04-01T00:00:00.000","Manhattan","530","5"
"2018M0375 - 1 - 00530 - 0006","1005300006","Manhattan","530","6","true","2021-04-01T00:00:00.000","Manhattan","530","6"
"2018M0375 - 1 - 00530 - 0007","1005300007","Manhattan","530","7","true","2021-04-01T00:00:00.000","Manhattan","530","7"
"2018M0375 - 1 - 00530 - 0008","1005300008","Manhattan","530","8","true","2021-04-01T00:00:00.000","Manhattan","530","8"
"2018M0375 - 1 - 00530 - 0009","1005300009","Manhattan","530","9","true","2021-04-01T00:00:00.000","Manhattan","530","9"
"2018M0375 - 1 - 00530 - 0010","1005300010","Manhattan","530","10","true","2021-04-01T00:00:00.000","Manhattan","530","10"
"2018M0375 - 1 - 00530 - 0011","1005300011","Manhattan","530","11","true","2021-04-01T00:00:00.000","Manhattan","530","11"
"2018M0375 - 1 - 00530 - 0012","1005300012","Manhattan","530","12","true","2021-04-01T00:00:00.000","Manhattan","530","12"
"2018M0375 - 1 - 00530 - 0013","1005300013","Manhattan","530","13","true","2021-04-01T00:00:00.000","Manhattan","530","13"
"2018M0375 - 1 - 530 - 17",,,,,"true","2021-04-01T00:00:00.000","Manhattan","530","17"
"2018M0375 - 1 - 00530 - 0022","1005300022","Manhattan","530","22","true","2021-04-01T00:00:00.000","Manhattan","530","22"
"2018M0375 - 1 - 00530 - 0024","1005300024","Manhattan","530","24","true","2021-04-01T00:00:00.000","Manhattan","530","24"
"2018M0375 - 1 - 00530 - 0025","1005300025","Manhattan","530","25","true","2021-04-01T00:00:00.000","Manhattan","530","25"
"2018M0375 - 1 - 00530 - 0026","1005300026","Manhattan","530","26","true","2021-04-01T00:00:00.000","Manhattan","530","26"
"2018M0375 - 1 - 00530 - 0027","1005300027","Manhattan","530","27","true","2021-04-01T00:00:00.000","Manhattan","530","27"
"2018M0375 - 1 - 00530 - 0028","1005300028","Manhattan","530","28","true","2021-04-01T00:00:00.000","Manhattan","530","28"
"2018M0375 - 1 - 00530 - 0029","1005300029","Manhattan","530","29","true","2021-04-01T00:00:00.000","Manhattan","530","29"
"2018M0375 - 1 - 00530 - 0031","1005300031","Manhattan","530","31","true","2021-04-01T00:00:00.000","Manhattan","530","31"
"2018M0375 - 1 - 00530 - 0032","1005300032","Manhattan","530","32","true","2021-04-01T00:00:00.000","Manhattan","530","32"
"2018M0375 - 1 - 00530 - 0036","1005300036","Manhattan","530","36","true","2021-04-01T00:00:00.000","Manhattan","530","36"
"2018M0375 - 1 - 00530 - 0038","1005300038","Manhattan","530","38","true","2021-04-01T00:00:00.000","Manhattan","530","38"
"2018M0375 - 1 - 00530 - 0040","1005300040","Manhattan","530","40","true","2021-04-01T00:00:00.000","Manhattan","530","40"
"2018M0375 - 1 - 00530 - 0042","1005300042","Manhattan","530","42","true","2021-04-01T00:00:00.000","Manhattan","530","42"
"2018M0375 - 1 - 00530 - 0044","1005300044","Manhattan","530","44","true","2021-04-01T00:00:00.000","Manhattan","530","44"
"2018M0375 - 1 - 00530 - 0046","1005300046","Manhattan","530","46","true","2021-04-01T00:00:00.000","Manhattan","530","46"
"2018M0375 - 1 - 00530 - 0054","1005300054","Manhattan","530","54","true","2021-04-01T00:00:00.000","Manhattan","530","54"
"2018M0375 - 1 - 00530 - 0055","1005300055","Manhattan","530","55","true","2021-04-01T00:00:00.000","Manhattan","530","55"
"2018M0375 - 1 - 00530 - 0056","1005300056","Manhattan","530","56","true","2021-04-01T00:00:00.000","Manhattan","530","56"
"2018M0375 - 1 - 00530 - 0058","1005300058","Manhattan","530","58","true","2021-04-01T00:00:00.000","Manhattan","530","58"
"2018M0375 - 1 - 00530 - 0062","1005300062","Manhattan","530","62","true","2021-04-01T00:00:00.000","Manhattan","530","62"
"2018M0375 - 1 - 00530 - 0065","1005300065","Manhattan","530","65","true","2021-04-01T00:00:00.000","Manhattan","530","65"
"2018M0375 - 1 - 00530 - 0066","1005300066","Manhattan","530","66","true","2021-04-01T00:00:00.000","Manhattan","530","66"
"2018M0375 - 1 - 00530 - 0067","1005300067","Manhattan","530","67","true","2021-04-01T00:00:00.000","Manhattan","530","67"
"2018M0375 - 1 - 00530 - 0132","1005300132","Manhattan","530","132","true","2021-04-01T00:00:00.000","Manhattan","530","132"
"2018M0375 - 1 - 00530 - 7501","1005307501","Manhattan","530","7501","true","2021-04-01T00:00:00.000","Manhattan","530","7501"
"2018M0375 - 1 - 00530 - 7502","1005307502","Manhattan","530","7502","true","2021-04-01T00:00:00.000","Manhattan","530","7502"
"2018M0375 - 1 - 00530 - 7503","1005307503","Manhattan","530","7503","true","2021-04-01T00:00:00.000","Manhattan","530","7503"
"2018M0375 - 1 - 00530 - 7504","1005307504","Manhattan","530","7504","true","2021-04-01T00:00:00.000","Manhattan","530","7504"
"2018M0375 - 1 - 00530 - 7505","1005307505","Manhattan","530","7505","true","2021-04-01T00:00:00.000","Manhattan","530","7505"
"2018M0375 - 1 - 00530 - 7506","1005307506","Manhattan","530","7506","true","2021-04-01T00:00:00.000","Manhattan","530","7506"
"2018M0375 - 1 - 00530 - 7507","1005307507","Manhattan","530","7507","true","2021-04-01T00:00:00.000","Manhattan","530","7507"
"2018M0375 - 1 - 00530 - 7508","1005307508","Manhattan","530","7508","true","2021-04-01T00:00:00.000","Manhattan","530","7508"
"2018M0375 - 1 - 00531 - 0001","1005310001","Manhattan","531","1","true","2021-04-01T00:00:00.000","Manhattan","531","1"
"2018M0375 - 1 - 00531 - 0003","1005310003","Manhattan","531","3","true","2021-04-01T00:00:00.000","Manhattan","531","3"
"2018M0375 - 1 - 00531 - 0015","1005310015","Manhattan","531","15","true","2021-04-01T00:00:00.000","Manhattan","531","15"
"2018M0375 - 1 - 00531 - 0016","1005310016","Manhattan","531","16","true","2021-04-01T00:00:00.000","Manhattan","531","16"
"2018M0375 - 1 - 00531 - 0017","1005310017","Manhattan","531","17","true","2021-04-01T00:00:00.000","Manhattan","531","17"
"2018M0375 - 1 - 00531 - 0019","1005310019","Manhattan","531","19","true","2021-04-01T00:00:00.000","Manhattan","531","19"
"2018M0375 - 1 - 00531 - 0020","1005310020","Manhattan","531","20","true","2021-04-01T00:00:00.000","Manhattan","531","20"
"2018M0375 - 1 - 00531 - 0027","1005310027","Manhattan","531","27","true","2021-04-01T00:00:00.000","Manhattan","531","27"
"2018M0375 - 1 - 00531 - 0029","1005310029","Manhattan","531","29","true","2021-04-01T00:00:00.000","Manhattan","531","29"
"2018M0375 - 1 - 00531 - 0030","1005310030","Manhattan","531","30","true","2021-04-01T00:00:00.000","Manhattan","531","30"
"2018M0375 - 1 - 00531 - 0031","1005310031","Manhattan","531","31","true","2021-04-01T00:00:00.000","Manhattan","531","31"
"2018M0375 - 1 - 00531 - 0032","1005310032","Manhattan","531","32","true","2021-04-01T00:00:00.000","Manhattan","531","32"
"2018M0375 - 1 - 00531 - 0037","1005310037","Manhattan","531","37","true","2021-04-01T00:00:00.000","Manhattan","531","37"
"2018M0375 - 1 - 00531 - 0039","1005310039","Manhattan","531","39","true","2021-04-01T00:00:00.000","Manhattan","531","39"
"2018M0375 - 1 - 00531 - 0041","1005310041","Manhattan","531","41","true","2021-04-01T00:00:00.000","Manhattan","531","41"
"2018M0375 - 1 - 00531 - 0042","1005310042","Manhattan","531","42","true","2021-04-01T00:00:00.000","Manhattan","531","42"
"2018M0375 - 1 - 00531 - 0043","1005310043","Manhattan","531","43","true","2021-04-01T00:00:00.000","Manhattan","531","43"
"2018M0375 - 1 - 00531 - 0044","1005310044","Manhattan","531","44","true","2021-04-01T00:00:00.000","Manhattan","531","44"
"2018M0375 - 1 - 00531 - 0045","1005310045","Manhattan","531","45","true","2021-04-01T00:00:00.000","Manhattan","531","45"
"2018M0375 - 1 - 00531 - 0048","1005310048","Manhattan","531","48","true","2021-04-01T00:00:00.000","Manhattan","531","48"
"2018M0375 - 1 - 00531 - 0049","1005310049","Manhattan","531","49","true","2021-04-01T00:00:00.000","Manhattan","531","49"
"2018M0375 - 1 - 00531 - 0051","1005310051","Manhattan","531","51","true","2021-04-01T00:00:00.000","Manhattan","531","51"
"2018M0375 - 1 - 00531 - 0052","1005310052","Manhattan","531","52","true","2021-04-01T00:00:00.000","Manhattan","531","52"
"2018M0375 - 1 - 00531 - 0056","1005310056","Manhattan","531","56","true","2021-04-01T00:00:00.000","Manhattan","531","56"
"2018M0375 - 1 - 00531 - 7501","1005317501","Manhattan","531","7501","true","2021-04-01T00:00:00.000","Manhattan","531","7501"
"2018M0375 - 1 - 00531 - 7502","1005317502","Manhattan","531","7502","true","2021-04-01T00:00:00.000","Manhattan","531","7502"
"2018M0375 - 1 - 00531 - 7503","1005317503","Manhattan","531","7503","true","2021-04-01T00:00:00.000","Manhattan","531","7503"
"2018M0375 - 1 - 00531 - 7504","1005317504","Manhattan","531","7504","true","2021-04-01T00:00:00.000","Manhattan","531","7504"
"2018M0375 - 1 - 00531 - 7505","1005317505","Manhattan","531","7505","true","2021-04-01T00:00:00.000","Manhattan","531","7505"
"2018M0375 - 1 - 00544 - 0001","1005440001","Manhattan","544","1","true","2021-04-01T00:00:00.000","Manhattan","544","1"
"2018M0375 - 1 - 00544 - 0005","1005440005","Manhattan","544","5","true","2021-04-01T00:00:00.000","Manhattan","544","5"
"2018M0375 - 1 - 00544 - 0008","1005440008","Manhattan","544","8","true","2021-04-01T00:00:00.000","Manhattan","544","8"
"2018M0375 - 1 - 00544 - 0011","1005440011","Manhattan","544","11","true","2021-04-01T00:00:00.000","Manhattan","544","11"
"2018M0375 - 1 - 00544 - 0012","1005440012","Manhattan","544","12","true","2021-04-01T00:00:00.000","Manhattan","544","12"
"2018M0375 - 1 - 00544 - 0013","1005440013","Manhattan","544","13","true","2021-04-01T00:00:00.000","Manhattan","544","13"
"2018M0375 - 1 - 00544 - 0016","1005440016","Manhattan","544","16","true","2021-04-01T00:00:00.000","Manhattan","544","16"
"2018M0375 - 1 - 00544 - 0020","1005440020","Manhattan","544","20","true","2021-04-01T00:00:00.000","Manhattan","544","20"
"2018M0375 - 1 - 00544 - 0045","1005440045","Manhattan","544","45","true","2021-04-01T00:00:00.000","Manhattan","544","45"
"2018M0375 - 1 - 00544 - 0047","1005440047","Manhattan","544","47","true","2021-04-01T00:00:00.000","Manhattan","544","47"
"2018M0375 - 1 - 00544 - 0048","1005440048","Manhattan","544","48","true","2021-04-01T00:00:00.000","Manhattan","544","48"
"2018M0375 - 1 - 00544 - 0050","1005440050","Manhattan","544","50","true","2021-04-01T00:00:00.000","Manhattan","544","50"
"2018M0375 - 1 - 00544 - 0057","1005440057","Manhattan","544","57","true","2021-04-01T00:00:00.000","Manhattan","544","57"
"2018M0375 - 1 - 00544 - 0065","1005440065","Manhattan","544","65","true","2021-04-01T00:00:00.000","Manhattan","544","65"
"2018M0375 - 1 - 00544 - 0067","1005440067","Manhattan","544","67","true","2021-04-01T00:00:00.000","Manhattan","544","67"
"2018M0375 - 1 - 00544 - 0068","1005440068","Manhattan","544","68","true","2021-04-01T00:00:00.000","Manhattan","544","68"
"2018M0375 - 1 - 00544 - 0071","1005440071","Manhattan","544","71","true","2021-04-01T00:00:00.000","Manhattan","544","71"
"2018M0375 - 1 - 00544 - 0072","1005440072","Manhattan","544","72","true","2021-04-01T00:00:00.000","Manhattan","544","72"
"2018M0375 - 1 - 00544 - 0073","1005440073","Manhattan","544","73","true","2021-04-01T00:00:00.000","Manhattan","544","73"
"2018M0375 - 1 - 00544 - 7501","1005447501","Manhattan","544","7501","true","2021-04-01T00:00:00.000","Manhattan","544","7501"
"2018M0375 - 1 - 00544 - 7502","1005447502","Manhattan","544","7502","true","2021-04-01T00:00:00.000","Manhattan","544","7502"
"2018M0375 - 1 - 00544 - 7503","1005447503","Manhattan","544","7503","true","2021-04-01T00:00:00.000","Manhattan","544","7503"
"2018M0375 - 1 - 00545 - 0006","1005450006","Manhattan","545","6","true","2021-04-01T00:00:00.000","Manhattan","545","6"
"2018M0375 - 1 - 00545 - 0007","1005450007","Manhattan","545","7","true","2021-04-01T00:00:00.000","Manhattan","545","7"
"2018M0375 - 1 - 00545 - 0008","1005450008","Manhattan","545","8","true","2021-04-01T00:00:00.000","Manhattan","545","8"
"2018M0375 - 1 - 00545 - 0010","1005450010","Manhattan","545","10","true","2021-04-01T00:00:00.000","Manhattan","545","10"
"2018M0375 - 1 - 00545 - 0011","1005450011","Manhattan","545","11","true","2021-04-01T00:00:00.000","Manhattan","545","11"
"2018M0375 - 1 - 00545 - 0013","1005450013","Manhattan","545","13","true","2021-04-01T00:00:00.000","Manhattan","545","13"
"2018M0375 - 1 - 00545 - 0014","1005450014","Manhattan","545","14","true","2021-04-01T00:00:00.000","Manhattan","545","14"
"2018M0375 - 1 - 00545 - 0015","1005450015","Manhattan","545","15","true","2021-04-01T00:00:00.000","Manhattan","545","15"
"2018M0375 - 1 - 00545 - 0020","1005450020","Manhattan","545","20","true","2021-04-01T00:00:00.000","Manhattan","545","20"
"2018M0375 - 1 - 00545 - 0021","1005450021","Manhattan","545","21","true","2021-04-01T00:00:00.000","Manhattan","545","21"
"2018M0375 - 1 - 00545 - 0022","1005450022","Manhattan","545","22","true","2021-04-01T00:00:00.000","Manhattan","545","22"
"2018M0375 - 1 - 00545 - 0026","1005450026","Manhattan","545","26","true","2021-04-01T00:00:00.000","Manhattan","545","26"
"2018M0375 - 1 - 00545 - 0037","1005450037","Manhattan","545","37","true","2021-04-01T00:00:00.000","Manhattan","545","37"
"2018M0375 - 1 - 00545 - 0038","1005450038","Manhattan","545","38","true","2021-04-01T00:00:00.000","Manhattan","545","38"
