"kit_id_number","borough","zipcode","date_collected","received_date","first_draw_at_the_tap_lead","first_draw_at_the_tap_copper"
"20169902","BROOKLYN","11218","2020-07-09T18:30:00.000","2020-07-20T11:29:20.000","3","0.115"
"20169899","BROOKLYN","11210","2020-07-08T18:30:00.000","2020-07-17T11:31:24.000","26","0.304"
"20169777","QUEENS","11358","2020-07-08T10:00:00.000","2020-07-13T12:18:02.000","6","0.056"
"20170119","STATEN ISLAND","10306","2020-07-08T09:25:00.000","2020-07-13T12:31:17.000","0","0.169"
"20169893","BROOKLYN","11204","2020-07-08T05:00:00.000","2020-07-13T12:23:13.000","7","0.131"
"20170111","BROOKLYN","11228","2020-07-07T18:30:00.000","2020-07-09T11:17:18.000","61","0.147"
"20169689","STATEN ISLAND","10314","2020-07-07T08:10:00.000","2020-07-13T12:30:07.000","4","0.115"
"20169940","BRONX","10471","2020-07-05T09:15:00.000","2020-07-09T11:20:49.000","7","0.122"
"20169725","QUEENS","11385","2020-07-05T06:50:00.000","2020-07-09T11:21:15.000","14","0.150"
"20169726","QUEENS","11354","2020-07-04T08:35:00.000","2020-07-09T11:15:18.000","4","0.123"
"20170074","STATEN ISLAND","10306","2020-07-03T05:30:00.000","2020-07-09T11:28:11.000","2","0.080"
"20169803","BRONX","10462","2020-07-03T04:30:00.000","2020-07-09T11:23:05.000","2","0.118"
"20169775","BROOKLYN","11205","2020-07-01T07:00:00.000","2020-07-09T11:29:00.000","2","0.220"
"20169848","BROOKLYN","11212","2020-06-30T19:00:00.000","2020-07-09T11:23:46.000","0","0.047"
"20169956","STATEN ISLAND","10308","2020-06-30T09:00:00.000","2020-07-02T11:17:32.000","1","0.140"
"20170098","BROOKLYN","11204","2020-06-30T08:00:00.000","2020-07-09T11:24:33.000","46","0.050"
"20169745","STATEN ISLAND","10312","2020-06-30T07:28:00.000","2020-07-09T11:16:35.000","2","0.167"
"20169993","STATEN ISLAND","10309","2020-06-30T06:00:00.000","2020-07-09T11:19:43.000","0","0.072"
"20170002","BROOKLYN","11234","2020-06-29T16:16:00.000","2020-07-13T12:22:06.000","15","0.059"
"20169872","STATEN ISLAND","10314","2020-06-29T07:00:00.000","2020-07-02T11:19:22.000","12","0.504"
"20169896","BROOKLYN","11224","2020-06-29T05:00:00.000","2020-07-09T11:15:54.000","0","0.118"
"20169709","BROOKLYN","11225","2020-06-28T10:40:00.000","2020-07-09T11:21:48.000","120","0.640"
"20170092","BROOKLYN","11231","2020-06-28T05:15:00.000","2020-07-02T11:19:50.000","38","0.172"
"20169778","QUEENS","11361","2020-06-27T08:08:00.000","2020-07-09T11:29:20.000","4","0.098"
"20169771","BROOKLYN","11229","2020-06-26T08:30:00.000","2020-06-30T10:49:02.000","16","0.125"
"20170024","STATEN ISLAND","10314","2020-06-26T08:00:00.000","2020-06-30T11:20:43.000","0","0.053"
"20169860","BROOKLYN","11229","2020-06-26T07:00:00.000","2020-06-30T10:42:34.000","7","0.114"
"20169799","STATEN ISLAND","10309","2020-06-26T05:45:00.000","2020-06-30T10:55:21.000","2","0.273"
"20169953","QUEENS","11357","2020-06-25T08:50:00.000","2020-06-30T11:18:08.000","2","0.023"
"20170035","STATEN ISLAND","10309","2020-06-25T08:20:00.000","2020-06-30T10:43:59.000","2","0.128"
"20169756","BROOKLYN","11213","2020-06-25T08:00:00.000","2020-06-30T11:13:29.000","0","0.050"
"20170017","QUEENS","11374","2020-06-25T07:30:00.000","2020-06-30T10:48:02.000","15","0.005"
"20169990","STATEN ISLAND","10309","2020-06-25T07:15:00.000","2020-07-02T11:16:58.000","0","0.091"
"20169958","QUEENS","11358","2020-06-25T07:05:00.000","2020-06-30T11:16:47.000","4","0.117"
"20170019","BROOKLYN","11204","2020-06-25T06:30:00.000","2020-07-02T11:18:36.000","1","0.192"
"20169758","BROOKLYN","11226","2020-06-25T06:21:00.000","2020-06-30T11:09:55.000","12","0.145"
"20169822","QUEENS","11432","2020-06-25T05:55:00.000","2020-06-30T11:12:24.000","4","0.215"
"20169798","STATEN ISLAND","10309","2020-06-24T10:00:00.000","2020-06-30T11:14:47.000","3","0.078"
"20169930","STATEN ISLAND","10308","2020-06-24T09:00:00.000","2020-06-30T10:57:44.000","1","0.148"
"20169710","BRONX","10463","2020-06-24T07:10:00.000","2020-06-30T11:11:55.000","5","0.108"
"20169738","STATEN ISLAND","10306","2020-06-24T07:00:00.000","2020-06-30T10:58:53.000","5","0.129"
"20169915","QUEENS","11412","2020-06-24T07:00:00.000","2020-06-30T10:41:23.000","1","0.135"
"20169877","STATEN ISLAND","10314","2020-06-24T05:50:00.000","2020-06-29T12:21:25.000","2","0.136"
"20170104","QUEENS","11364","2020-06-24T05:31:00.000","2020-06-30T10:53:04.000","3","0.141"
"20169806","BROOKLYN","11213","2020-06-24T05:00:00.000","2020-06-30T10:46:57.000","0","0.034"
"20169765","BROOKLYN","11230","2020-06-23T21:45:00.000","2020-06-29T12:18:48.000","5","0.081"
"20170038","BRONX","10457","2020-06-23T19:00:00.000","2020-06-29T12:20:31.000","0","0.095"
"20170143","BROOKLYN","11219","2020-06-23T09:00:00.000","2020-06-30T10:56:39.000","2","0.071"
"20169881","STATEN ISLAND","10312","2020-06-23T08:09:00.000","2020-06-29T12:16:16.000","0","0.122"
"20169854","BROOKLYN","11224","2020-06-23T08:00:00.000","2020-06-29T12:19:49.000","0","0.034"
"20170026","STATEN ISLAND","10304","2020-06-23T07:15:00.000","2020-06-30T10:50:19.000","0","0.107"
"20170046","BROOKLYN","11230","2020-06-23T06:40:00.000","2020-06-29T12:19:30.000","5","0.152"
"20169855","BROOKLYN","11229","2020-06-23T06:20:00.000","2020-06-29T12:14:30.000","5","0.113"
"20169986","STATEN ISLAND","10312","2020-06-23T06:15:00.000","2020-06-30T10:46:15.000","0","0.115"
"20170159","STATEN ISLAND","10306","2020-06-23T06:00:00.000","2020-06-29T12:15:29.000","9","0.106"
"20169768","QUEENS","11103","2020-06-23T06:00:00.000","2020-06-29T12:22:22.000","6","0.144"
"20169754","BROOKLYN","11220","2020-06-23T05:10:00.000","2020-06-29T12:12:09.000","2","0.163"
"20170135","BROOKLYN","11211","2020-06-22T09:30:00.000","2020-06-29T12:11:33.000","7","0.144"
"20170025","STATEN ISLAND","10305","2020-06-22T09:00:00.000","2020-06-29T12:18:14.000","0","0.059"
"20169867","QUEENS","11691","2020-06-22T07:30:00.000","2020-06-29T12:17:03.000","2","0.163"
"20170065","BROOKLYN","11214","2020-06-22T07:00:00.000","2020-06-24T11:16:28.000","0","0.076"
"20169901","BROOKLYN","11234","2020-06-21T23:44:00.000","2020-06-29T12:12:49.000","5","0.112"
"20169884","QUEENS","11104","2020-06-21T06:02:00.000","2020-06-30T11:19:21.000","7","0.092"
"20169888","STATEN ISLAND","10306","2020-06-20T08:30:00.000","2020-06-24T11:14:12.000","0","0.206"
"20169749","STATEN ISLAND","10309","2020-06-20T06:15:00.000","2020-06-30T11:22:13.000","0","0.099"
"20169805","BROOKLYN","11215","2020-06-19T07:50:00.000","2020-06-22T11:31:36.000","3","0.120"
"20169813","BROOKLYN","11234","2020-06-19T06:15:00.000","2020-06-24T11:15:39.000","18","0.114"
"20170021","STATEN ISLAND","10304","2020-06-19T06:15:00.000","2020-06-24T11:17:08.000","7","0.128"
"20169917","QUEENS","11691","2020-06-19T05:20:00.000","2020-06-29T12:13:07.000","0","0.125"
"20169772","QUEENS","11375","2020-06-18T09:10:00.000","2020-06-22T11:41:02.000","14","0.098"
"20169795","STATEN ISLAND","10310","2020-06-18T08:04:00.000","2020-06-19T11:16:33.000","1","0.161"
"20170078","STATEN ISLAND","10305","2020-06-18T08:00:00.000","2020-06-22T11:53:01.000","0","0.098"
"20169697","STATEN ISLAND","10305","2020-06-18T06:01:00.000","2020-06-22T11:28:23.000","17","0.076"
"20169900","QUEENS","11412","2020-06-17T14:55:00.000","2020-06-19T11:15:49.000","0","0.102"
"20169769","BROOKLYN","11214","2020-06-17T14:00:00.000","2020-06-19T11:13:47.000","7","0.098"
"20169972","BROOKLYN","11212","2020-06-17T08:27:00.000","2020-06-24T11:15:01.000","0","0.123"
"20169978","STATEN ISLAND","10306","2020-06-17T08:10:00.000","2020-06-22T11:45:42.000","0","0.141"
"20169870","QUEENS","11433","2020-06-17T08:00:00.000","2020-06-22T11:36:16.000","0","0.183"
"20169739","STATEN ISLAND","10301","2020-06-17T07:22:00.000","2020-06-22T11:29:52.000","0","0.206"
"20169744","STATEN ISLAND","10312","2020-06-17T07:20:00.000","2020-06-19T11:26:16.000","0","0.035"
"20169988","STATEN ISLAND","10312","2020-06-17T07:00:00.000","2020-06-22T11:51:32.000","2","0.066"
"20169862","QUEENS","11354","2020-06-17T06:45:00.000","2020-06-22T11:37:15.000","3","0.171"
"20170152","QUEENS","11385","2020-06-17T06:30:00.000","2020-06-19T11:14:52.000","5","0.058"
"20169880","QUEENS","11432","2020-06-17T05:45:00.000","2020-06-22T11:48:07.000","0","0.045"
"20169838","BRONX","10461","2020-06-17T05:10:00.000","2020-06-22T11:41:36.000","6","0.108"
"20170126","STATEN ISLAND","10309","2020-06-16T09:00:00.000","2020-06-22T11:48:34.000","1","0.169"
"20169699","STATEN ISLAND","10306","2020-06-16T09:00:00.000","2020-06-19T11:11:43.000","0","0.138"
"20169904","STATEN ISLAND","10312","2020-06-16T08:48:00.000","2020-06-19T11:19:46.000","1","0.124"
"20169967","STATEN ISLAND","10309","2020-06-16T08:25:00.000","2020-06-22T11:32:47.000","0","0.065"
"20170076","QUEENS","11434","2020-06-16T08:22:00.000","2020-06-29T12:15:02.000","5","0.121"
"20170154","QUEENS","11362","2020-06-16T08:15:00.000","2020-06-19T11:02:17.000","4","0.143"
"20169938","NEW YORK","10128","2020-06-16T07:30:00.000","2020-06-19T11:05:31.000","11","0.102"
"20169984","STATEN ISLAND","10308","2020-06-16T07:20:00.000","2020-06-19T11:29:56.000","0","0.110"
"20170039","BRONX","10469","2020-06-16T07:20:00.000","2020-06-22T11:49:32.000","0","0.182"
"20170079","STATEN ISLAND","10306","2020-06-16T07:00:00.000","2020-06-22T11:42:52.000","0","0.104"
"20169718","QUEENS","11377","2020-06-16T06:30:00.000","2020-06-22T11:38:56.000","11","0.153"
"20169826","QUEENS","11412","2020-06-16T06:20:00.000","2020-06-22T11:55:24.000","2","0.076"
"20170005","BROOKLYN","11234","2020-06-16T06:00:00.000","2020-06-19T11:12:21.000","1","0.171"
"20169987","STATEN ISLAND","10312","2020-06-16T05:54:00.000","2020-06-22T11:35:02.000","0","0.124"
"20170149","BROOKLYN","11223","2020-06-15T10:00:00.000","2020-06-19T11:06:18.000","8","0.035"
"20169831","QUEENS","11420","2020-06-15T09:30:00.000","2020-06-19T11:21:38.000","0","0.128"
"20169937","STATEN ISLAND","10309","2020-06-15T08:55:00.000","2020-06-19T11:03:13.000","0","0.124"
"20170051","BROOKLYN","11228","2020-06-15T08:30:00.000","2020-06-17T11:39:57.000","32","0.466"
"20169796","STATEN ISLAND","10309","2020-06-15T08:30:00.000","2020-06-22T11:55:49.000","0","0.040"
"20169694","STATEN ISLAND","10314","2020-06-15T08:07:00.000","2020-06-17T12:17:09.000","2","0.138"
"20170121","STATEN ISLAND","10306","2020-06-15T08:00:00.000","2020-06-19T11:10:52.000","2","0.196"
"20169932","STATEN ISLAND","10312","2020-06-15T07:30:00.000","2020-06-18T11:10:37.000","5","0.097"
"20170090","STATEN ISLAND","10309","2020-06-15T07:15:00.000","2020-06-19T11:08:02.000","0","0.104"
"20170138","BROOKLYN","11224","2020-06-15T07:00:00.000","2020-06-17T12:20:36.000","4","0.116"
"20169954","QUEENS","11354","2020-06-15T06:30:00.000","2020-06-19T11:20:26.000","20","0.057"
"20169847","BROOKLYN","11231","2020-06-15T06:00:00.000","2020-06-17T11:51:06.000","5","0.132"
"20169791","QUEENS","11385","2020-06-15T05:53:00.000","2020-06-19T11:22:21.000","9","0.114"
"20170147","QUEENS","11432","2020-06-15T04:11:00.000","2020-06-19T11:17:50.000","2","0.132"
"20169864","QUEENS","11379","2020-06-14T19:15:00.000","2020-06-19T11:04:38.000","4","0.188"
"20169692","STATEN ISLAND","10314","2020-06-14T08:10:00.000","2020-06-24T11:01:39.000","0","0.148"
"20169820","QUEENS","11354","2020-06-14T08:00:00.000","2020-06-17T12:22:43.000","2","0.143"
"20169693","STATEN ISLAND","10314","2020-06-14T08:00:00.000","2020-06-19T11:24:22.000","0","0.103"
"20169706","BRONX","10471","2020-06-14T07:47:00.000","2020-06-19T11:17:08.000","1","0.094"
"20170141","BROOKLYN","11215","2020-06-14T07:30:00.000","2020-06-17T12:13:07.000","5","0.166"
"20169780","QUEENS","11354","2020-06-14T07:00:00.000","2020-06-19T11:01:30.000","3","0.061"
"20169975","STATEN ISLAND","10310","2020-06-14T06:30:00.000","2020-06-19T11:29:13.000","8","0.178"
"20170060","QUEENS","11415","2020-06-14T05:45:00.000","2020-06-17T12:12:44.000","0","0.057"
"20170012","QUEENS","11385","2020-06-13T09:00:00.000","2020-06-19T11:23:42.000","12","0.072"
"20169733","QUEENS","11362","2020-06-13T07:58:00.000","2020-06-19T11:22:55.000","3","0.120"
"20170091","BRONX","10457","2020-06-13T07:25:00.000","2020-06-19T11:27:30.000","0","0.125"
"20169970","STATEN ISLAND","10309","2020-06-13T07:10:00.000","2020-06-17T12:21:39.000","0","0.095"
"20169834","STATEN ISLAND","10304","2020-06-13T07:00:00.000","2020-06-17T12:14:09.000","0","0.106"
"20169962","QUEENS","11001","2020-06-13T06:35:00.000","2020-06-17T12:15:07.000","2","0.150"
"20170067","BROOKLYN","11236","2020-06-13T06:20:00.000","2020-06-17T12:16:21.000","42","0.131"
"20169760","QUEENS","11358","2020-06-13T05:17:00.000","2020-06-19T11:28:32.000","3","0.163"
"20169801","STATEN ISLAND","10309","2020-06-12T09:50:00.000","2020-06-17T12:17:31.000","21","0.375"
"20170031","STATEN ISLAND","10312","2020-06-12T09:00:00.000","2020-06-17T12:14:37.000","1","0.062"
"20170063","QUEENS","11418","2020-06-12T08:30:00.000","2020-06-16T11:33:59.000","1","0.014"
"20169708","BROOKLYN","11215","2020-06-12T08:00:00.000","2020-06-19T11:21:09.000","3","0.177"
"20169702","STATEN ISLAND","10312","2020-06-12T08:00:00.000","2020-06-17T11:48:13.000","1","0.101"
"20170030","STATEN ISLAND","10306","2020-06-12T07:15:00.000","2020-06-17T12:13:52.000","0","0.148"
"20170018","BROOKLYN","11209","2020-06-12T07:00:00.000","2020-06-24T11:00:44.000","0","0.042"
"20170136","BRONX","10465","2020-06-12T06:40:00.000","2020-06-15T12:51:04.000","3","0.128"
"20169982","STATEN ISLAND","10308","2020-06-12T06:40:00.000","2020-06-15T12:11:02.000","2","0.107"
"20169891","QUEENS","11358","2020-06-12T06:30:00.000","2020-06-15T12:21:29.000","0","0.095"
"20170070","QUEENS","11413","2020-06-12T06:24:00.000","2020-06-19T11:18:13.000","0","0.135"
"20170037","NEW YORK","10018","2020-06-12T06:00:00.000","2020-06-17T12:18:34.000","7","0.131"
"20169704","STATEN ISLAND","10309","2020-06-11T09:25:00.000","2020-06-15T12:01:53.000","0","0.139"
"20170064","QUEENS","11374","2020-06-11T08:05:00.000","2020-06-15T12:09:26.000","11","0.143"
"20170139","BROOKLYN","11223","2020-06-11T08:00:00.000","2020-06-16T11:38:30.000","21","0.102"
"20170042","BROOKLYN","11217","2020-06-11T07:33:00.000","2020-06-17T12:20:55.000","2","0.078"
"20170108","QUEENS","11417","2020-06-11T07:30:00.000","2020-06-15T12:38:45.000","4","0.165"
"20169845","STATEN ISLAND","10312","2020-06-11T07:10:00.000","2020-06-15T12:28:56.000","0","0.110"
"20169789","STATEN ISLAND","10301","2020-06-11T06:30:00.000","2020-06-15T12:52:59.000","21","0.100"
"20169852","BROOKLYN","11216","2020-06-11T06:25:00.000","2020-06-17T12:21:16.000","4","0.188"
"20169811","BROOKLYN","11203","2020-06-11T06:05:00.000","2020-06-15T11:51:10.000","3","0.121"
"20169873","QUEENS","11363","2020-06-11T06:00:00.000","2020-06-15T12:49:57.000","0","0.161"
"20169695","STATEN ISLAND","10314","2020-06-10T12:00:00.000","2020-06-11T12:31:00.000","0","0.108"
"20170047","QUEENS","11373","2020-06-10T11:30:00.000","2020-06-12T11:47:35.000","10","0.138"
"20169994","STATEN ISLAND","10309","2020-06-10T11:30:00.000","2020-06-15T12:14:12.000","2","0.177"
"20170093","BROOKLYN","11212","2020-06-10T10:21:00.000","2020-06-15T12:31:26.000","1","0.183"
"20170034","STATEN ISLAND","10309","2020-06-10T10:01:00.000","2020-06-15T12:34:41.000","1","0.140"
"20169886","STATEN ISLAND","10309","2020-06-10T09:50:00.000","2020-06-15T12:19:46.000","0","0.023"
"20170040","BROOKLYN","11212","2020-06-10T09:39:00.000","2020-06-15T12:36:03.000","3","0.098"
"20170014","QUEENS","11435","2020-06-10T08:45:00.000","2020-06-12T11:39:03.000","1","0.123"
"20169960","BROOKLYN","11234","2020-06-10T08:26:00.000","2020-06-12T11:53:04.000","9","0.117"
"20169691","STATEN ISLAND","10303","2020-06-10T08:05:00.000","2020-06-17T12:20:12.000","0","0.150"
"20169968","QUEENS","11354","2020-06-10T08:02:00.000","2020-06-15T12:24:26.000","5","0.186"
"20170118","STATEN ISLAND","10305","2020-06-10T08:02:00.000","2020-06-12T11:59:37.000","0","0.162"
"20170097","BROOKLYN","11234","2020-06-10T08:00:00.000","2020-06-16T11:41:19.000","0","0.150"
"20170089","BROOKLYN","11212","2020-06-10T08:00:00.000","2020-06-17T12:23:33.000","0","0.044"
"20170036","STATEN ISLAND","10306","2020-06-10T08:00:00.000","2020-06-15T12:43:00.000","0","0.163"
"20169812","BROOKLYN","11224","2020-06-10T07:45:00.000","2020-06-15T12:27:43.000","0","0.164"
"20169828","STATEN ISLAND","10312","2020-06-10T07:30:00.000","2020-06-15T12:46:01.000","87","0.102"
"20169905","BROOKLYN","11229","2020-06-10T07:10:00.000","2020-06-15T12:26:10.000","12","0.102"
"20169785","QUEENS","11428","2020-06-10T07:10:00.000","2020-06-12T11:49:07.000","9","0.089"
"20169815","QUEENS","11379","2020-06-10T07:00:00.000","2020-06-15T12:47:02.000","113","0.199"
"20169719","BROOKLYN","11229","2020-06-10T07:00:00.000","2020-06-22T11:44:07.000","11","0.084"
"20170022","STATEN ISLAND","10306","2020-06-10T06:45:00.000","2020-06-15T11:59:23.000","0","0.034"
"20170125","STATEN ISLAND","10312","2020-06-10T06:40:00.000","2020-06-15T12:07:57.000","1","0.116"
"20170049","BROOKLYN","11224","2020-06-10T06:35:00.000","2020-06-17T11:38:13.000","2","0.217"
"20169856","BROOKLYN","11213","2020-06-10T06:16:00.000","2020-06-15T11:57:13.000","6","0.121"
"20169752","BRONX","10470","2020-06-10T06:00:00.000","2020-06-12T11:57:58.000","5","0.105"
"20170083","QUEENS","11358","2020-06-10T06:00:00.000","2020-06-12T11:54:56.000","0","0.176"
"20169741","STATEN ISLAND","10308","2020-06-10T06:00:00.000","2020-06-15T12:41:34.000","0","0.091"
"20169729","QUEENS","11361","2020-06-10T05:10:00.000","2020-06-12T11:53:43.000","0","0.138"
"20169885","STATEN ISLAND","10309","2020-06-09T22:55:00.000","2020-06-11T12:32:47.000","39","0.103"
"20170107","QUEENS","11354","2020-06-09T17:35:00.000","2020-06-12T11:45:13.000","1","0.208"
"20169871","QUEENS","11361","2020-06-09T09:15:00.000","2020-06-12T11:30:51.000","4","0.122"
"20170129","STATEN ISLAND","10309","2020-06-09T08:47:00.000","2020-06-11T12:23:53.000","0","0.128"
"20170085","STATEN ISLAND","10309","2020-06-09T08:45:00.000","2020-06-11T12:50:09.000","0","0.122"
"20170059","QUEENS","11358","2020-06-09T08:30:00.000","2020-06-11T12:33:33.000","4","0.155"
"20170082","STATEN ISLAND","10308","2020-06-09T08:15:00.000","2020-06-15T11:53:06.000","0","0.114"
"20169989","STATEN ISLAND","10312","2020-06-09T08:05:00.000","2020-06-19T11:25:40.000","13","0.125"
"20169734","QUEENS","11420","2020-06-09T08:00:00.000","2020-06-11T12:36:34.000","1","0.212"
"20169857","BROOKLYN","11234","2020-06-09T07:40:00.000","2020-06-15T12:02:48.000","14","0.098"
"20170084","STATEN ISLAND","10312","2020-06-09T07:30:00.000","2020-06-11T12:59:01.000","1","0.237"
"20169717","BRONX","10471","2020-06-09T07:30:00.000","2020-06-12T11:33:54.000","1","0.108"
"20169980","STATEN ISLAND","10306","2020-06-09T07:15:00.000","2020-06-15T12:17:26.000","0","0.184"
"20169898","BRONX","10461","2020-06-09T07:00:00.000","2020-06-12T11:46:38.000","7","0.116"
