"contract_id","organization_id","agency_id","agency_name","service_id","contract_amount","contract_end","contract_start","contract_number","fiscal_year"
"767","114","816","DOHMH","456","69640.25","2018-12-31T00:00:00.000","2015-06-01T00:00:00.000","CT181620151426206","FY2018"
"768","114","816","DOHMH","457","451706","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001111","FY2018"
"769","114","816","DOHMH","457","452711","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001129","FY2018"
"770","114","816","DOHMH","457","742630","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001114","FY2018"
"771","127","816","DOHMH","480","537399","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171400844","FY2018"
"772","127","816","DOHMH","481","537399","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171400844","FY2018"
"773","135","816","DOHMH","509","988591","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160003766","FY2018"
"774","135","816","DOHMH","509","232840","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620171417230","FY2018"
"775","144","816","DOHMH","526","568134","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000136","FY2018"
"776","144","816","DOHMH","527","1127243","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001669","FY2018"
"777","144","816","DOHMH","528","1127243","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001669","FY2018"
"778","187","816","DOHMH","626","1382868","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001833","FY2018"
"779","187","816","DOHMH","630","1382868","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001833","FY2018"
"780","187","816","DOHMH","629","1382868","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001833","FY2018"
"781","187","816","DOHMH","627","1382868","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001833","FY2018"
"782","187","816","DOHMH","628","1382868","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001833","FY2018"
"783","196","816","DOHMH","651","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001128","FY2018"
"784","196","816","DOHMH","651","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001187","FY2018"
"785","196","816","DOHMH","651","350000","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","CT181620171407975","FY2018"
"786","196","816","DOHMH","655","358008","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-FNS-535","FY2017"
"787","196","816","DOHMH","658","140625","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CSH-535","FY2017"
"788","196","816","DOHMH","660","344634","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-HRM-535","FY2017"
"789","196","816","DOHMH","661","406952","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-MHV-535","FY2017"
"790","196","816","DOHMH","652","1152350","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001516","FY2018"
"791","196","816","DOHMH","659","88500","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-EIP-535","FY2017"
"792","196","816","DOHMH","653","348562","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000620","FY2018"
"793","196","816","DOHMH","657","318767","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-NMG-535","FY2017"
"794","196","816","DOHMH","654","180491","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002986","FY2018"
"795","196","816","DOHMH","656","672000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","14-STH-535","FY2017"
"796","196","816","DOHMH","662","305000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-535","FY2017"
"797","203","816","DOHMH","674","342601","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-581","FY2017"
"798","204","816","DOHMH","680","74581","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000301","FY2018"
"799","204","816","DOHMH","681","382500","2017-11-14T00:00:00.000","2014-11-15T00:00:00.000","CT181620161405841","FY2018"
"800","204","816","DOHMH","682","740723","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002671","FY2018"
"801","228","816","DOHMH","723","235000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002582","FY2018"
"802","234","816","DOHMH","734","836961","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002761","FY2018"
"803","234","816","DOHMH","734","506695","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002763","FY2018"
"804","252","816","DOHMH","762","525927.74","2018-06-30T00:00:00.000","2015-10-01T00:00:00.000","CT181620161412002","FY2018"
"805","252","816","DOHMH","763","534278","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","09-MCM-678","FY2017"
"806","252","816","DOHMH","765","136102","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-ESR-678","FY2017"
"807","252","816","DOHMH","764","90159","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-ESP-678","FY2017"
"808","252","816","DOHMH","766","63141","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CHB-678","FY2017"
"809","252","816","DOHMH","767","132812","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CLP-678","FY2017"
"810","256","816","DOHMH","776","1039508","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001084","FY2018"
"811","256","816","DOHMH","777","1039508","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001084","FY2018"
"812","256","816","DOHMH","778","1039508","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001084","FY2018"
"813","257","816","DOHMH","781","63141","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CHB-897","FY2017"
"814","277","816","DOHMH","810","990764","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400511","FY2018"
"815","277","816","DOHMH","811","990764","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400511","FY2018"
"816","277","816","DOHMH","812","990764","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400511","FY2018"
"817","283","816","DOHMH","825","347654","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181403766","FY2018"
"818","292","816","DOHMH","841","828713","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000334","FY2018"
"819","292","816","DOHMH","842","1973422","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181403046","FY2018"
"820","292","816","DOHMH","843","245915","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-STC-604","FY2017"
"821","292","816","DOHMH","844","1436644","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-NMI-604","FY2017"
"822","301","816","DOHMH","856","156250","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCI-884","FY2017"
"823","313","816","DOHMH","878","507794","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000767","FY2018"
"824","313","816","DOHMH","879","420829","2019-06-30T00:00:00.000","2017-11-01T00:00:00.000","CT181620181408991","FY2018"
"825","325","816","DOHMH","902","936756","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620171420822","FY2018"
"826","325","816","DOHMH","902","2810270.52","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620171420822","FY2018"
"827","325","816","DOHMH","903","5330447","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400865","FY2018"
"828","325","816","DOHMH","904","5330447","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400865","FY2018"
"829","325","816","DOHMH","905","5330447","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181400865","FY2018"
"830","325","816","DOHMH","906","541652","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-ADL-165","FY2017"
"831","325","816","DOHMH","907","84188","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CHC-165","FY2017"
"832","325","816","DOHMH","908","343220","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-PCE-165","FY2017"
"833","330","816","DOHMH","918","350000","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","CT181620171411238","FY2018"
"834","330","816","DOHMH","919","96332","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-EIP-552","FY2017"
"835","330","816","DOHMH","920","343495","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-SCG-552","FY2017"
"836","330","816","DOHMH","921","45000","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-552C","FY2017"
"837","330","816","DOHMH","922","63141","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CHB-552","FY2017"
"838","330","816","DOHMH","923","310000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","17-LSN-552","FY2017"
"839","352","816","DOHMH","950","813647","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","09-MCM-730","FY2017"
"840","352","816","DOHMH","951","318768","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-NMG-730","FY2017"
"841","352","816","DOHMH","952","133177","2017-06-30T00:00:00.000","2017-01-01T00:00:00.000","16-SNC-730","FY2017"
"842","366","816","DOHMH","975","367398","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620150002372","FY2018"
"843","367","816","DOHMH","977","114651","2026-06-30T00:00:00.000","2018-01-01T00:00:00.000","CT181620151414049","FY2018"
"844","367","816","DOHMH","977","235011","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003437","FY2018"
"845","368","816","DOHMH","978","496985.58","2018-08-31T00:00:00.000","2016-09-01T00:00:00.000","CT181620151416699","FY2018"
"846","369","816","DOHMH","979","141000","2026-06-30T00:00:00.000","2018-01-01T00:00:00.000","CT181620151417704","FY2018"
"847","369","816","DOHMH","980","546744","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181401850","FY2018"
"848","370","816","DOHMH","982","64520.6","2018-12-31T00:00:00.000","2015-06-01T00:00:00.000","CT181620151425411","FY2018"
"849","370","816","DOHMH","984","180295","2017-12-31T00:00:00.000","2017-01-01T00:00:00.000","13-CMB-356","FY2017"
"850","370","816","DOHMH","986","26719","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCI-356","FY2017"
"851","370","816","DOHMH","987","10468","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CFB-356","FY2017"
"852","370","816","DOHMH","988","175000","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CLP-356","FY2017"
"853","370","816","DOHMH","983","108373","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","11-ESP-356","FY2017"
"854","370","816","DOHMH","985","322768","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","15-NMG-356","FY2017"
"855","370","816","DOHMH","989","590000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","16-HRM-356","FY2017"
"856","371","816","DOHMH","990","212310","2017-10-25T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000046","FY2018"
"857","372","816","DOHMH","991","151161","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000061","FY2018"
"858","372","816","DOHMH","992","45000","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-869","FY2017"
"859","373","816","DOHMH","993","543416","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000062","FY2018"
"860","373","816","DOHMH","993","219562","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000872","FY2018"
"861","374","816","DOHMH","994","366272","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000106","FY2018"
"862","374","816","DOHMH","994","473445","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001984","FY2018"
"863","374","816","DOHMH","994","130124","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000783","FY2018"
"864","374","816","DOHMH","994","706581","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000871","FY2018"
"865","374","816","DOHMH","995","359607","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000331","FY2018"
"866","375","816","DOHMH","996","138398","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000155","FY2018"
"867","375","816","DOHMH","997","767205","2022-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181404835","FY2018"
"868","376","816","DOHMH","998","1061896","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000169","FY2018"
"869","376","816","DOHMH","999","1061896","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000169","FY2018"
"870","376","816","DOHMH","1000","324738","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000739","FY2018"
"871","376","816","DOHMH","1000","2188989","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181402927","FY2018"
"872","376","816","DOHMH","1002","983679","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000316","FY2018"
"873","376","816","DOHMH","1004","2188989","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181402927","FY2018"
"874","376","816","DOHMH","1000","983679","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000316","FY2018"
"875","376","816","DOHMH","1000","111817","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000197","FY2018"
"876","376","816","DOHMH","1000","1537314","2022-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181407081","FY2018"
"877","376","816","DOHMH","1001","674044","2019-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000498","FY2018"
"878","376","816","DOHMH","1005","265000","2018-02-28T00:00:00.000","2017-03-01T00:00:00.000","14-STH-712","FY2017"
"879","376","816","DOHMH","1003","450000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000586","FY2018"
"880","377","816","DOHMH","1006","286116","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000198","FY2018"
"881","377","816","DOHMH","1006","270968","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001696","FY2018"
"882","378","816","DOHMH","1007","583112","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000242","FY2018"
"883","378","816","DOHMH","1007","1462500","2018-06-30T00:00:00.000","2017-10-01T00:00:00.000","CT181620181407351","FY2018"
"884","378","816","DOHMH","1008","1095880","2018-06-30T00:00:00.000","2016-01-01T00:00:00.000","CT181620161428143","FY2018"
"885","379","816","DOHMH","1013","161577","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000274","FY2018"
"886","380","816","DOHMH","1014","175041","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000391","FY2018"
"887","381","816","DOHMH","1015","738652","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000392","FY2018"
"888","381","816","DOHMH","1016","238776","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001952","FY2018"
"889","381","816","DOHMH","1017","394235","2019-06-30T00:00:00.000","2017-11-01T00:00:00.000","CT181620181409334","FY2018"
"890","382","816","DOHMH","1020","143408","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000406","FY2018"
"891","383","816","DOHMH","1021","161927","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000421","FY2018"
"892","383","816","DOHMH","1021","672881","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001742","FY2018"
"893","383","816","DOHMH","1021","766508","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001566","FY2018"
"894","384","816","DOHMH","1022","215947","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000466","FY2018"
"895","385","816","DOHMH","1026","67942","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000499","FY2018"
"896","385","816","DOHMH","1027","698193","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001636","FY2018"
"897","385","816","DOHMH","1028","698193","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001636","FY2018"
"898","385","816","DOHMH","1029","698193","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001636","FY2018"
"899","385","816","DOHMH","1030","459375","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CCP-637","FY2017"
"900","385","816","DOHMH","1031","234375","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","16-CTH-637","FY2017"
"901","385","816","DOHMH","1032","450000","2018-09-30T00:00:00.000","2017-03-01T00:00:00.000","16-NMT-637","FY2017"
"902","386","816","DOHMH","1033","231416","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000500","FY2018"
"903","386","816","DOHMH","1034","301908","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000665","FY2018"
"904","386","816","DOHMH","1035","301908","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000665","FY2018"
"905","386","816","DOHMH","1033","487500","2018-06-30T00:00:00.000","2017-10-01T00:00:00.000","CT181620181407384","FY2018"
"906","386","816","DOHMH","1036","1125270","2022-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620181402988","FY2018"
"907","387","816","DOHMH","1037","2599853","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000501","FY2018"
"908","387","816","DOHMH","1039","2599853","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000501","FY2018"
"909","387","816","DOHMH","1038","2599853","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000501","FY2018"
"910","387","816","DOHMH","1038","555327","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000517","FY2018"
"911","387","816","DOHMH","1038","393626","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000601","FY2018"
"912","387","816","DOHMH","1038","732747","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001017","FY2018"
"913","387","816","DOHMH","1038","755670","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001427","FY2018"
"914","387","816","DOHMH","1038","2082524","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001519","FY2018"
"915","387","816","DOHMH","1038","1150006","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002221","FY2018"
"916","387","816","DOHMH","1040","505592","2018-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170001441","FY2018"
"917","387","816","DOHMH","1041","1150006","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002221","FY2018"
"918","388","816","DOHMH","1042","867451","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000516","FY2018"
"919","388","816","DOHMH","1043","1527625","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000621","FY2018"
"920","388","816","DOHMH","1045","1527625","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000621","FY2018"
"921","388","816","DOHMH","1044","1527625","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000621","FY2018"
"922","389","816","DOHMH","1047","593400","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000587","FY2018"
"923","389","816","DOHMH","1048","570632","2019-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000592","FY2018"
"924","389","816","DOHMH","1049","421249","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002766","FY2018"
"925","390","816","DOHMH","1053","1107101","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000600","FY2018"
"926","390","816","DOHMH","1053","251251","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000677","FY2018"
"927","390","816","DOHMH","1054","249158","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000676","FY2018"
"928","390","816","DOHMH","1057","460991","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000741","FY2018"
"929","390","816","DOHMH","1053","260940","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003006","FY2018"
"930","390","816","DOHMH","1056","425166","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000968","FY2018"
"931","390","816","DOHMH","1053","487500","2018-06-30T00:00:00.000","2017-10-01T00:00:00.000","CT181620181407531","FY2018"
"932","390","816","DOHMH","1054","1107101","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000600","FY2018"
"933","390","816","DOHMH","1055","221047","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000967","FY2018"
"934","391","816","DOHMH","1058","1912127","2017-11-16T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000602","FY2018"
"935","392","816","DOHMH","1059","269653","2017-08-31T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000603","FY2018"
"936","393","816","DOHMH","1060","599547","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000609","FY2018"
"937","393","816","DOHMH","1061","599547","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000609","FY2018"
"938","393","816","DOHMH","1061","2638127","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002387","FY2018"
"939","393","816","DOHMH","1066","765228","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001456","FY2018"
"940","393","816","DOHMH","1066","549838","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003453","FY2018"
"941","393","816","DOHMH","1062","163919","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000706","FY2018"
"942","393","816","DOHMH","1067","765228","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001456","FY2018"
"943","393","816","DOHMH","1069","2638127","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002387","FY2018"
"944","393","816","DOHMH","1063","163919","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000706","FY2018"
"945","393","816","DOHMH","1063","2638127","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002387","FY2018"
"946","393","816","DOHMH","1064","331451","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001442","FY2018"
"947","393","816","DOHMH","1065","417840","2019-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001444","FY2018"
"948","393","816","DOHMH","1068","2638127","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002387","FY2018"
"949","394","816","DOHMH","1073","333932","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000678","FY2018"
"950","394","816","DOHMH","1075","247022","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000969","FY2018"
"951","394","816","DOHMH","1074","294963","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000796","FY2018"
"952","394","816","DOHMH","1074","828649","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000797","FY2018"
"953","394","816","DOHMH","1074","225346","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000798","FY2018"
"954","394","816","DOHMH","1076","2191760","2018-06-30T00:00:00.000","2016-01-01T00:00:00.000","CT181620161426986","FY2018"
"955","394","816","DOHMH","1077","13911390","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002086","FY2018"
"956","394","816","DOHMH","1074","759013","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000814","FY2018"
"957","394","816","DOHMH","1074","717355","2018-06-30T00:00:00.000","2015-09-01T00:00:00.000","CT181620160003409","FY2018"
"958","394","816","DOHMH","1074","13911390","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002086","FY2018"
"959","394","816","DOHMH","1078","13911390","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002086","FY2018"
"960","394","816","DOHMH","1074","954047","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002431","FY2018"
"961","394","816","DOHMH","1074","948621","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002956","FY2018"
"962","394","816","DOHMH","1074","1126715","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002958","FY2018"
"963","394","816","DOHMH","1079","13911390","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002086","FY2018"
"964","395","816","DOHMH","1080","547251","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000679","FY2018"
"965","395","816","DOHMH","1080","868094","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000774","FY2018"
"966","395","816","DOHMH","1080","800898","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000886","FY2018"
"967","395","816","DOHMH","1080","641324","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000946","FY2018"
"968","395","816","DOHMH","1080","621918","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180000978","FY2018"
"969","395","816","DOHMH","1080","250000","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001054","FY2018"
"970","395","816","DOHMH","1081","704862","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000811","FY2018"
"971","395","816","DOHMH","1082","912712","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000766","FY2018"
"972","396","816","DOHMH","1083","441799","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000812","FY2018"
"973","396","816","DOHMH","1085","4206308","2019-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001293","FY2018"
"974","396","816","DOHMH","1083","1176535","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002447","FY2018"
"975","396","816","DOHMH","1084","538787","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000815","FY2018"
"976","396","816","DOHMH","1086","1727668","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002581","FY2018"
"977","396","816","DOHMH","1088","331628","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180001053","FY2018"
"978","396","816","DOHMH","1087","84660","2018-06-30T00:00:00.000","2016-04-01T00:00:00.000","CT181620171410621","FY2018"
"979","397","816","DOHMH","1090","799105","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000813","FY2018"
"980","398","816","DOHMH","1091","286847","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000817","FY2018"
"981","398","816","DOHMH","1091","807726","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003379","FY2018"
"982","398","816","DOHMH","1092","2052993","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003378","FY2018"
"983","398","816","DOHMH","1093","2052993","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180003378","FY2018"
"984","399","816","DOHMH","1094","257993","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000841","FY2018"
"985","399","816","DOHMH","1095","427861","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001351","FY2018"
"986","399","816","DOHMH","1096","197333","2019-06-30T00:00:00.000","2017-11-01T00:00:00.000","CT181620181408881","FY2018"
"987","400","816","DOHMH","1098","578970","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000856","FY2018"
"988","400","816","DOHMH","1099","1740622","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002357","FY2018"
