"dbn","district","school_name","is_org_split_sited","building_id_s","transfer_school","total_enrollment","grades_3k_5_enrollment","grades_6_8_enrollment","grades_9_12_enrollment","asian","black","hispanic","multiracial","native_american","white","missing_race_ethnicity_data","swd","ell","poverty","_2018_19_ela_tested","_2018_19_ela_proficient_l3","_2018_19_ela_proficient_l3_1","_2018_19_math_tested","_2018_19_math_proficient","_2018_19_math_proficient_1","_2019_20_total_4_year_august","_2019_20_4_year_august","_2019_20_total_6_year_grad","_2019_20_6_year_graduates"
"26Q191","26","P.S. 191 Mayflower",,"Q191","false","396","396","0","0","0.74","0.028","0.144","0.023","0.008","0.058","0.0","0.159","0.116","0.649","163","121","74.2%","163","120","73.6%",,,,
"26Q205","26","P.S. 205 Alexander Graham Bell",,"Q205","false","280","280","0","0","0.475","0.029","0.211","0.075","0.014","0.196","0.0","0.139","0.054","0.307","138","113","81.9%","139","118","84.9%",,,,
"26Q213","26","P.S. 213 The Carl Ullman School",,"Q213","false","429","429","0","0","0.594","0.089","0.184","0.012","0.005","0.117","0.0","0.154","0.147","0.499","166","112","67.5%","166","120","72.3%",,,,
"26Q266","26","P.S./I.S. 266",,"Q266","false","584","347","237","0","0.322","0.269","0.26","0.024","0.017","0.106","0.002","0.226","0.026","0.498","379","234","61.7%","312","176","56.4%",,,,
"26Q315","26","Business Technology Early College High School",,"Q435","false","548","0","0","548","0.228","0.447","0.199","0.015","0.044","0.044","0.024","0.139","0.031","0.73",,,,,,,"108","98.1%","87","95.4%"
"26Q430","26","Francis Lewis High School",,"Q430","false","4424","0","0","4424","0.577","0.047","0.21","0.005","0.005","0.15","0.005","0.15","0.115","0.69",,,,,,,"1126","92.0%","1171","92.0%"
"26Q435","26","Martin Van Buren High School",,"Q435","false","1140","0","0","1140","0.314","0.389","0.205","0.004","0.04","0.028","0.02","0.152","0.139","0.705",,,,,,,"246","85.4%","273","82.4%"
"26Q566","26","Queens High School of Teaching, Liberal Arts and the Sciences",,"Q566","false","959","0","0","959","0.198","0.503","0.18","0.006","0.03","0.05","0.032","0.187","0.033","0.577",,,,,,,"252","94.8%","239","95.4%"
"27Q042","27","P.S./M.S 042 R. Vernam",,"Q042","false","615","435","180","0","0.023","0.678","0.252","0.024","0.007","0.016","0.0","0.276","0.033","0.971","352","81","23.0%","343","81","23.6%",,,,
"27Q043","27","P.S. 043",,"Q043","false","784","546","238","0","0.013","0.61","0.356","0.003","0.0","0.019","0.0","0.24","0.068","0.939","516","127","24.6%","452","93","20.6%",,,,
"27Q053","27","M.S. 053 Brian Piccolo",,"Q053","false","158","0","158","0","0.0","0.5","0.443","0.032","0.013","0.013","0.0","0.348","0.215","0.886","216","24","11.1%","229","17","7.4%",,,,
"27Q202","27","J.H.S. 202 Robert H. Goddard",,"Q202","false","1033","0","1033","0","0.336","0.079","0.474","0.008","0.04","0.061","0.002","0.17","0.094","0.789","1070","511","47.8%","979","352","36.0%",,,,
"27Q223","27","P.S. 223 Lyndon B. Johnson",,"Q223","false","469","469","0","0","0.156","0.533","0.181","0.011","0.104","0.015","0.0","0.194","0.068","0.84","245","71","29.0%","249","81","32.5%",,,,
"27Q226","27","J.H.S. 226 Virgil I. Grissom",,"Q226","false","864","0","864","0","0.306","0.309","0.225","0.008","0.138","0.014","0.001","0.218","0.075","0.91","884","290","32.8%","903","232","25.7%",,,,
"27Q253","27","P.S. 253",,"Q253","false","511","511","0","0","0.033","0.25","0.677","0.008","0.014","0.014","0.004","0.221","0.311","0.943","279","69","24.7%","281","89","31.7%",,,,
"27Q254","27","P.S. 254 - The Rosa Parks School",,"Q254","false","585","585","0","0","0.116","0.034","0.735","0.014","0.01","0.091","0.0","0.162","0.219","0.776","278","148","53.2%","292","182","62.3%",,,,
"27Q260","27","Frederick Douglass Academy VI High School",,"Q465","false","254","0","0","254","0.008","0.469","0.496","0.004","0.016","0.008","0.0","0.244","0.299","0.78",,,,,,,"103","52.4%","109","59.6%"
"27Q261","27","Voyages Prep - South Queens",,"Q400","true","306","0","0","306","0.092","0.631","0.212","0.007","0.026","0.033","0.0","0.173","0.049","0.752",,,,,,,"113","39.8%","150","71.3%"
"27Q262","27","Channel View School for Research",,"Q410","false","1177","0","473","704","0.069","0.402","0.399","0.013","0.012","0.102","0.003","0.15","0.034","0.738","410","221","53.9%","276","129","46.7%","125","100.0%","128","97.7%"
"27Q282","27","Knowledge and Power Preparatory Academy VI",,"Q465","false","281","0","281","0","0.007","0.335","0.619","0.007","0.011","0.021","0.0","0.174","0.121","0.851","257","135","52.5%","176","94","53.4%",,,,
"27Q297","27","Hawtree Creek Middle School",,"Q226","false","394","0","394","0","0.251","0.294","0.228","0.008","0.178","0.041","0.0","0.226","0.063","0.855","355","159","44.8%","319","110","34.5%",,,,
"27Q302","27","Queens High School for Information, Research, and Technology",,"Q465","false","489","0","0","489","0.053","0.401","0.483","0.002","0.014","0.041","0.006","0.192","0.16","0.759",,,,,,,"134","85.1%","92","84.8%"
"27Q308","27","Robert H. Goddard High School of Communication Arts and Technology",,"Q202","false","598","0","0","598","0.268","0.08","0.405","0.003","0.037","0.186","0.022","0.196","0.042","0.761",,,,,,,"148","95.3%","148","99.3%"
"27Q309","27","Academy of Medical Technology: A College Board School",,"Q465","false","712","0","249","463","0.049","0.383","0.494","0.007","0.021","0.041","0.004","0.16","0.164","0.803","220","69","31.4%","205","31","15.1%","110","69.1%","101","84.2%"
"27Q314","27","Epic High School - South",,"Q226","false","399","0","0","399","0.276","0.258","0.316","0.005","0.07","0.058","0.018","0.19","0.06","0.789",,,,,,,"99","73.7%","69","78.3%"
"27Q317","27","Waterside Children's Studio School",,"Q225","false","481","481","0","0","0.033","0.227","0.489","0.033","0.012","0.206","0.0","0.206","0.094","0.647","227","119","52.4%","229","122","53.3%",,,,
"27Q318","27","Waterside School For Leadership",,"Q225","false","199","0","199","0","0.055","0.523","0.342","0.015","0.015","0.05","0.0","0.281","0.085","0.864","226","84","37.2%","219","57","26.0%",,,,
"27Q319","27","Village Academy",,"Q053","false","367","0","367","0","0.008","0.515","0.45","0.003","0.011","0.014","0.0","0.305","0.166","0.845","363","99","27.3%","376","102","27.1%",,,,
"27Q324","27","Rockaway Park High School for Environmental Sustainability",,"Q410","false","264","0","0","264","0.015","0.473","0.371","0.011","0.011","0.106","0.011","0.36","0.117","0.883",,,,,,,"70","68.6%","86","82.6%"
"27Q333","27","Goldie Maple Academy",,"Q198","false","364","251","113","0","0.022","0.698","0.212","0.003","0.041","0.025","0.0","0.151","0.008","0.791","215","102","47.4%","205","57","27.8%",,,,
"27Q351","27","Rockaway Collegiate High School",,"Q410","false","301","0","0","301","0.017","0.498","0.405","0.0","0.007","0.063","0.01","0.359","0.126","0.877",,,,,,,"85","77.6%","91","76.9%"
"27Q377","27","P.S. 377",,"Q335","false","402","402","0","0","0.234","0.087","0.505","0.012","0.04","0.122","0.0","0.137","0.07","0.637",,,,,,,,,,
"27Q400","27","August Martin High School",,"Q400","false","418","0","0","418","0.12","0.624","0.177","0.01","0.045","0.017","0.007","0.246","0.074","0.804",,,,,,,"81","91.4%","95","76.8%"
"27Q475","27","Richmond Hill High School",,"Q475","false","1600","0","0","1600","0.289","0.12","0.491","0.003","0.047","0.039","0.009","0.162","0.189","0.754",,,,,,,"438","70.8%","525","75.0%"
"27Q480","27","John Adams High School",,"Q480","false","2450","0","0","2450","0.357","0.256","0.333","0.007","0.012","0.035","0.001","0.142","0.133","0.831",,,,,,,"653","81.6%","526","78.7%"
"27Q650","27","High School for Construction Trades, Engineering and Architecture",,"Q650","false","1098","0","0","1098","0.325","0.084","0.363","0.002","0.042","0.124","0.06","0.171","0.016","0.733",,,,,,,"259","98.5%","256","96.1%"
"28Q008","28","J.H.S. 008 Richard S. Grossley",,"Q008","false","442","0","442","0","0.183","0.394","0.326","0.009","0.072","0.014","0.002","0.217","0.122","0.842","352","122","34.7%","365","104","28.5%",,,,
"28Q040","28","P.S. 040 Samuel Huntington",,"Q040","false","340","340","0","0","0.203","0.429","0.303","0.003","0.015","0.047","0.0","0.215","0.138","0.844","178","65","36.5%","181","76","42.0%",,,,
"28Q048","28","P.S. 048 William Wordsworth",,"Q276","false","516","516","0","0","0.248","0.465","0.225","0.012","0.035","0.016","0.0","0.176","0.095","0.895","257","124","48.2%","265","128","48.3%",,,,
"28Q072","28","Catherine & Count Basie Middle School 72",,"Q072","false","246","0","246","0","0.081","0.679","0.142","0.008","0.065","0.024","0.0","0.276","0.085","0.825","295","75","25.4%","302","40","13.2%",,,,
"28Q167","28","Metropolitan Expeditionary Learning School",,"Q686","false","839","0","387","452","0.226","0.144","0.406","0.029","0.048","0.142","0.005","0.193","0.043","0.652","357","158","44.3%","215","91","42.3%","104","98.1%","110","98.2%"
"28Q182","28","P.S. 182 Samantha Smith",,"Q277","false","633","633","0","0","0.28","0.118","0.555","0.013","0.021","0.014","0.0","0.171","0.376","0.943","357","134","37.5%","368","117","31.8%",,,,
"28Q284","28","York Early College Academy",,"Q008","false","627","0","263","364","0.255","0.491","0.113","0.008","0.105","0.01","0.018","0.136","0.01","0.77","272","169","62.1%","179","100","55.9%","84","97.6%","83","98.8%"
"28Q287","28","The Emerson School",,"Q008","false","389","0","389","0","0.237","0.465","0.239","0.0","0.044","0.015","0.0","0.237","0.121","0.877","331","109","32.9%","317","77","24.3%",,,,
"28Q310","28","Queens Collegiate: A College Board School",,"Q470","false","653","0","275","378","0.291","0.372","0.201","0.008","0.074","0.018","0.037","0.153","0.109","0.818","234","111","47.4%","240","110","45.8%","106","81.1%","110","93.6%"
"28Q312","28","Jamaica Children's School",,"Q040","false","242","242","0","0","0.087","0.591","0.264","0.012","0.025","0.021","0.0","0.24","0.083","0.909","64","32","50.0%","67","23","34.3%",,,,
"28Q325","28","Hillside Arts & Letters Academy",,"Q470","false","455","0","1","454","0.178","0.42","0.303","0.007","0.035","0.029","0.029","0.204","0.125","0.692",,,,,,,"110","92.7%","110","90.0%"
"28Q328","28","High School for Community Leadership",,"Q470","false","468","0","0","468","0.233","0.321","0.321","0.009","0.019","0.051","0.047","0.173","0.113","0.701",,,,,,,"103","95.1%","119","95.0%"
"28Q332","28","Redwood Middle School",,"Q072","false","280","0","280","0","0.096","0.75","0.082","0.011","0.043","0.018","0.0","0.254","0.05","0.661","287","62","21.6%","259","35","13.5%",,,,
"28Q338","28","Queens Satellite High School for Opportunity",,"Q595","true","175","0","0","175","0.143","0.52","0.251","0.006","0.034","0.046","0.0","0.091","0.074","0.754",,,,,,,"132","15.9%","128","51.6%"
"28Q349","28","The Queens School for Leadership and Excellence",,"Q314","false","614","614","0","0","0.422","0.161","0.371","0.003","0.021","0.02","0.002","0.135","0.191","0.849","87","44","50.6%","91","51","56.0%",,,,
"28Q350","28","Jamaica Gateway to the Sciences",,"Q470","false","492","0","0","492","0.352","0.325","0.185","0.006","0.063","0.026","0.043","0.165","0.128","0.726",,,,,,,"124","89.5%","131","85.5%"
"28Q358","28","M.S. 358",,"Q314","false","347","0","347","0","0.288","0.231","0.427","0.003","0.046","0.006","0.0","0.193","0.173","0.885","348","136","39.1%","220","92","41.8%",,,,
"28Q680","28","Queens Gateway to Health Sciences Secondary School",,"Q695","false","720","0","278","442","0.528","0.233","0.094","0.003","0.061","0.036","0.044","0.14","0.014","0.568","263","237","90.1%","175","155","88.6%","92","96.7%","100","98.0%"
"28Q686","28","Queens Metropolitan High School",,"Q686","false","1065","0","0","1065","0.1","0.035","0.423","0.004","0.004","0.431","0.005","0.187","0.052","0.574",,,,,,,"288","90.3%","261","93.1%"
"28Q690","28","High School for Law Enforcement and Public Safety",,"Q690","false","395","0","0","395","0.182","0.509","0.241","0.0","0.03","0.025","0.013","0.2","0.071","0.744",,,,,,,"79","84.8%","124","90.3%"
"29Q035","29","P.S. 035 Nathaniel Woodhull",,"Q035","false","651","651","0","0","0.321","0.3","0.25","0.017","0.075","0.035","0.002","0.155","0.137","0.762","291","113","38.8%","295","129","43.7%",,,,
"29Q037","29","Cynthia Jenkins School",,"Q037","false","288","288","0","0","0.024","0.868","0.083","0.003","0.021","0.0","0.0","0.198","0.042","0.788","224","59","26.3%","223","64","28.7%",,,,
"29Q059","29","I.S. 059 Springfield Gardens",,"Q059","false","515","0","515","0","0.017","0.878","0.08","0.004","0.01","0.012","0.0","0.208","0.052","0.726","563","216","38.4%","560","165","29.5%",,,,
"29Q131","29","P.S. 131 Abigail Adams","true","Q035, Q131","false","684","684","0","0","0.747","0.034","0.127","0.006","0.022","0.064","0.0","0.148","0.189","0.876","409","287","70.2%","422","282","66.8%",,,,
"29Q134","29","P.S. 134 Hollis",,"Q134","false","286","286","0","0","0.157","0.622","0.185","0.003","0.024","0.007","0.0","0.175","0.178","0.787","146","65","44.5%","151","38","25.2%","s","s",,
"29Q136","29","P.S. 136 Roy Wilkins",,"Q136","false","488","488","0","0","0.035","0.826","0.094","0.012","0.01","0.023","0.0","0.123","0.059","0.68","256","113","44.1%","265","86","32.5%",,,,
"29Q138","29","P.S./M.S. 138 Sunrise",,"Q138","false","588","322","266","0","0.056","0.747","0.126","0.027","0.014","0.031","0.0","0.165","0.085","0.741","469","154","32.8%","480","81","16.9%",,,,
"29Q147","29","P.S./M.S. 147 Ronald McNair",,"Q147","false","502","280","222","0","0.03","0.831","0.11","0.002","0.02","0.006","0.002","0.225","0.06","0.641","384","119","31.0%","379","74","19.5%",,,,
"29Q156","29","P.S. 156 Laurelton",,"Q156","false","154","154","0","0","0.013","0.838","0.091","0.019","0.026","0.013","0.0","0.136","0.071","0.708","120","36","30.0%","120","25","20.8%",,,,
"29Q192","29","I.S. 192 The Linden",,"Q192","false","410","0","410","0","0.061","0.751","0.151","0.0","0.032","0.005","0.0","0.244","0.085","0.817","474","158","33.3%","486","61","12.6%",,,,
"29Q208","29","P.S./I.S. 208",,"Q208","false","727","400","327","0","0.081","0.717","0.136","0.023","0.025","0.017","0.001","0.201","0.022","0.517","484","294","60.7%","478","268","56.1%",,,,
"29Q238","29","I.S. 238 - Susan B. Anthony Academy",,"Q238","false","1132","0","1132","0","0.31","0.27","0.33","0.008","0.061","0.02","0.0","0.151","0.196","0.761","1221","383","31.4%","813","240","29.5%",,,,
"29Q243","29","Institute for Health Professions at Cambria Heights",,"Q490","false","470","0","1","469","0.094","0.685","0.153","0.004","0.032","0.013","0.019","0.14","0.106","0.721",,,,,,,"125","92.8%","112","95.5%"
"29Q248","29","Queens Preparatory Academy",,"Q420","false","238","0","0","238","0.05","0.777","0.088","0.004","0.042","0.021","0.017","0.193","0.08","0.752",,,,,,,"89","84.3%","123","78.0%"
"29Q251","29","P.S. 251 Queens",,"Q231","false","299","299","0","0","0.094","0.696","0.094","0.084","0.023","0.01","0.0","0.187","0.037","0.699","169","75","44.4%","170","82","48.2%",,,,
"29Q259","29","Pathways College Preparatory School: A College Board School",,"Q192","false","617","0","281","336","0.091","0.797","0.065","0.008","0.024","0.01","0.005","0.165","0.036","0.771","229","88","38.4%","183","53","29.0%","61","93.4%","88","85.2%"
"29Q265","29","Excelsior Preparatory High School",,"Q420","false","401","0","0","401","0.032","0.805","0.08","0.002","0.022","0.02","0.037","0.177","0.072","0.733",,,,,,,"129","89.1%","126","88.1%"
"29Q268","29","P.S./I.S. 268",,"Q268","false","628","419","209","0","0.261","0.202","0.4","0.006","0.102","0.029","0.0","0.166","0.197","0.799","396","186","47.0%","397","163","41.1%",,,,
"29Q270","29","The Gordon Parks School",,"Q270","false","698","362","336","0","0.011","0.931","0.036","0.01","0.01","0.001","0.0","0.15","0.006","0.698","537","269","50.1%","518","208","40.2%",,,,
"29Q272","29","George Washington Carver High School for the Sciences",,"Q420","false","345","0","0","345","0.055","0.655","0.183","0.006","0.038","0.02","0.043","0.171","0.038","0.701",,,,,,,"126","78.6%","139","86.3%"
"29Q283","29","Preparatory Academy for Writers: A College Board School",,"Q420","false","541","0","211","330","0.037","0.823","0.104","0.004","0.017","0.015","0.002","0.146","0.043","0.675","189","100","52.9%","76","25","32.9%","93","83.9%","109","93.6%"
"29Q289","29","Queens United Middle School",,"Q156","false","174","0","174","0","0.029","0.879","0.069","0.0","0.011","0.011","0.0","0.253","0.052","0.73","160","36","22.5%","159","8","5.0%",,,,
"29Q295","29","P.S./I.S. 295",,"Q263","false","533","343","190","0","0.295","0.25","0.364","0.013","0.053","0.026","0.0","0.169","0.088","0.713","268","160","59.7%","255","121","47.5%",,,,
"29Q313","29","Benjamin Franklin High School for Finance & Information Technology",,"Q490","false","420","0","0","420","0.155","0.59","0.157","0.002","0.064","0.026","0.005","0.162","0.119","0.776",,,,,,,"79","84.8%","95","88.4%"
"29Q355","29","Collaborative Arts Middle School",,"Q231","false","393","0","393","0","0.01","0.847","0.112","0.005","0.015","0.01","0.0","0.206","0.046","0.751","305","105","34.4%","304","65","21.4%","s","s",,
"29Q356","29","Community Voices Middle School",,"Q231","false","319","0","319","0","0.022","0.821","0.113","0.006","0.025","0.013","0.0","0.288","0.06","0.771","341","96","28.2%","339","57","16.8%",,,,
"29Q492","29","Mathematics, Science Research and Technology Magnet High School",,"Q490","false","348","0","0","348","0.138","0.667","0.121","0.009","0.032","0.02","0.014","0.112","0.155","0.779",,,,,,,"118","69.5%","106","84.0%"
"29Q498","29","Humanities & Arts Magnet High School",,"Q490","false","393","0","0","393","0.056","0.72","0.158","0.003","0.028","0.023","0.013","0.181","0.092","0.771",,,,,,,"96","82.3%","113","85.8%"
"30Q017","30","P.S. 017 Henry David Thoreau",,"Q017","false","574","574","0","0","0.136","0.085","0.51","0.021","0.014","0.233","0.0","0.186","0.249","0.686","241","76","31.5%","243","95","39.1%",,,,
"30Q076","30","P.S. 076 William Hallet",,"Q076","false","402","402","0","0","0.082","0.279","0.502","0.01","0.005","0.122","0.0","0.316","0.139","0.801","191","50","26.2%","192","53","27.6%",,,,
"30Q078","30","P.S./I.S. 78Q","true","Q312, Q868","false","678","497","181","0","0.264","0.04","0.232","0.063","0.007","0.394","0.0","0.121","0.065","0.196","370","260","70.3%","377","269","71.4%",,,,
"30Q111","30","P.S. 111 Jacob Blackwell",,"Q111","false","329","234","95","0","0.04","0.523","0.395","0.006","0.018","0.018","0.0","0.286","0.125","0.97","160","28","17.5%","160","19","11.9%",,,,
"30Q126","30","Albert Shanker School for Visual and Performing Arts",,"Q126","false","582","0","582","0","0.308","0.151","0.418","0.007","0.014","0.103","0.0","0.153","0.093","0.782","665","321","48.3%","662","261","39.4%",,,,
"30Q204","30","I.S. 204 Oliver W. Holmes",,"Q204","false","382","0","382","0","0.162","0.188","0.552","0.003","0.01","0.084","0.0","0.277","0.165","0.887","431","165","38.3%","430","133","30.9%",,,,
"30Q234","30","P.S. 234",,"Q234","false","400","400","0","0","0.175","0.095","0.42","0.007","0.013","0.29","0.0","0.183","0.162","0.815","224","168","75.0%","232","167","72.0%",,,,
"30Q235","30","Academy for New Americans",,"Q234","false","74","0","74","0","0.054","0.014","0.77","0.014","0.014","0.135","0.0","0.0","1.0","0.919","64","3","4.7%","133","14","10.5%",,,,
"30Q258","30","Energy Tech High School",,"Q204","false","527","0","0","527","0.213","0.061","0.584","0.004","0.006","0.104","0.028","0.173","0.051","0.787",,,,,,,"104","90.4%","108","95.4%"
"30Q291","30","Hunters Point Community Middle School",,"Q404","false","417","0","417","0","0.134","0.101","0.532","0.017","0.005","0.204","0.007","0.23","0.077","0.669","396","243","61.4%","256","137","53.5%",,,,
"30Q300","30","The 30th Avenue School (G&T Citywide)","true","Q017, Q126","false","534","345","189","0","0.498","0.047","0.084","0.067","0.009","0.294","0.0","0.062","0.043","0.251","327","316","96.6%","268","261","97.4%",,,,
"30Q301","30","Academy for Careers in Television and Film",,"Q404","false","571","0","0","571","0.098","0.123","0.552","0.021","0.007","0.168","0.032","0.212","0.051","0.695",,,,,,,"132","98.5%","138","100.0%"
"30Q384","30","P.S. 384",,"Q972","false","136","136","0","0","0.279","0.088","0.169","0.037","0.007","0.419","0.0","0.103","0.169","0.272",,,,,,,,,,
"30Q389","30","District 30 Pre-K Center","true","Q389, Q397, Q868, Q972","false","251","251","0","0","0.207","0.044","0.351","0.088","0.0","0.307","0.004","0.048","0.0","0.263",,,,,,,,,,
"30Q450","30","Long Island City High School",,"Q452","false","2157","0","0","2157","0.128","0.091","0.702","0.005","0.003","0.061","0.01","0.186","0.117","0.855",,,,,,,"577","83.5%","387","82.4%"
"30Q501","30","Frank Sinatra School of the Arts High School",,"Q570","false","874","0","1","873","0.125","0.11","0.283","0.025","0.009","0.366","0.082","0.181","0.007","0.296",,,,,,,"186","97.8%","222","98.6%"
"30Q502","30","Information Technology High School",,"Q725","false","948","0","0","948","0.178","0.097","0.652","0.001","0.006","0.062","0.003","0.185","0.083","0.851",,,,,,,"244","81.6%","249","86.3%"
"30Q555","30","Newcomers High School",,"Q450","false","676","0","0","676","0.182","0.019","0.723","0.0","0.024","0.052","0.0","0.022","0.851","0.874",,,,,,,"252","81.3%","263","77.9%"
"30Q575","30","Academy of American Studies",,"Q450","false","1118","0","0","1118","0.233","0.033","0.342","0.004","0.0","0.388","0.0","0.103","0.037","0.686",,,,,,,"291","97.6%","240","99.2%"
"31R002","31","I.S. R002 George L. Egbert",,"R002","false","986","0","986","0","0.185","0.091","0.3","0.015","0.002","0.406","0.001","0.222","0.096","0.692","994","470","47.3%","973","334","34.3%",,,,
"31R004","31","P.S. 004 Maurice Wollin",,"R004","false","735","735","0","0","0.132","0.014","0.21","0.022","0.004","0.616","0.003","0.297","0.06","0.333","299","186","62.2%","297","180","60.6%",,,,
"31R006","31","P.S. 6 Corporal Allan F. Kivlehan School",,"R006","false","470","470","0","0","0.023","0.009","0.206","0.015","0.0","0.747","0.0","0.336","0.03","0.36","253","152","60.1%","254","161","63.4%",,,,
"31R007","31","I.S. 007 Elias Bernstein",,"R007","false","1195","0","1195","0","0.095","0.005","0.118","0.006","0.005","0.767","0.004","0.192","0.023","0.386","1118","790","70.7%","1110","663","59.7%","s","s",,
"31R010","31","Fort Hill Collaborative Elementary School",,"R016","false","205","205","0","0","0.034","0.234","0.585","0.034","0.015","0.098","0.0","0.38","0.171","0.898","74","21","28.4%","73","21","28.8%",,,,
"31R016","31","P.S. 016 John J. Driscoll",,"R016","false","417","417","0","0","0.06","0.276","0.58","0.01","0.019","0.055","0.0","0.264","0.305","0.971","232","53","22.8%","236","55","23.3%",,,,
"31R024","31","I.S. 024 Myra S. Barnes",,"R024","false","1308","0","1308","0","0.098","0.022","0.178","0.013","0.004","0.683","0.002","0.25","0.022","0.474","1269","813","64.1%","1125","537","47.7%",,,,
"31R028","31","The Eagle Academy for Young Men of Staten Island","true","R049, R082","false","343","0","231","112","0.041","0.513","0.376","0.012","0.006","0.052","0.0","0.417","0.061","0.81","207","62","30.0%","207","46","22.2%",,,,
"31R032","31","P.S. 032 The Gifford School",,"R032","false","642","642","0","0","0.103","0.005","0.213","0.016","0.0","0.664","0.0","0.262","0.05","0.341","296","192","64.9%","296","191","64.5%",,,,
"31R036","31","P.S. 036 J. C. Drumgoole",,"R036","false","821","821","0","0","0.09","0.005","0.158","0.012","0.005","0.73","0.0","0.208","0.044","0.335","363","203","55.9%","364","231","63.5%",,,,
"31R047","31","CSI High School for International Studies",,"R043","false","505","0","0","505","0.21","0.059","0.22","0.012","0.012","0.455","0.032","0.172","0.006","0.465",,,,,,,"126","98.4%","133","100.0%"
"31R048","31","P.S. 048 William G. Wilcox",,"R071","false","968","666","302","0","0.232","0.042","0.183","0.022","0.003","0.517","0.001","0.201","0.076","0.445","646","426","65.9%","556","373","67.1%",,,,
"31R049","31","I.S. 49 Berta A. Dreyfus",,"R049","false","626","0","626","0","0.109","0.345","0.454","0.013","0.011","0.069","0.0","0.351","0.136","0.883","510","140","27.5%","313","36","11.5%",,,,
"31R058","31","Space Shuttle Columbia School",,"R058","false","660","660","0","0","0.221","0.036","0.28","0.029","0.002","0.432","0.0","0.252","0.127","0.558","316","184","58.2%","317","174","54.9%",,,,
"31R061","31","I.S. 061 William A Morris",,"R061","false","1001","0","1001","0","0.034","0.327","0.494","0.022","0.003","0.119","0.002","0.298","0.121","0.769","912","312","34.2%","896","198","22.1%",,,,
"31R063","31","Marsh Avenue School for Expeditionary Learning",,"R043","false","461","0","461","0","0.145","0.072","0.36","0.022","0.0","0.395","0.007","0.228","0.017","0.531","445","293","65.8%","410","225","54.9%",,,,
"31R064","31","Gaynor McCown Expeditionary Learning School",,"R043","false","429","0","0","429","0.047","0.103","0.238","0.012","0.005","0.522","0.075","0.282","0.012","0.49",,,,,,,"88","94.3%","108","94.4%"
"31R075","31","I.S. 075 Frank D. Paulo",,"R075","false","1446","0","1446","0","0.12","0.02","0.142","0.012","0.005","0.7","0.001","0.222","0.017","0.315","1379","887","64.3%","1351","853","63.1%",,,,
"31R080","31","The Michael J. Petrides School",,"R880","false","1376","589","285","502","0.104","0.202","0.295","0.02","0.001","0.368","0.01","0.289","0.015","0.459","576","345","59.9%","482","246","51.0%","110","91.8%","108","97.2%"
"31R440","31","New Dorp High School",,"R435","false","3128","0","0","3128","0.113","0.092","0.273","0.008","0.003","0.501","0.01","0.233","0.062","0.624",,,,,,,"764","87.4%","724","86.5%"
"31R445","31","Port Richmond High School",,"R445","false","1538","0","0","1538","0.077","0.234","0.479","0.015","0.008","0.178","0.008","0.313","0.096","0.782",,,,,,,"446","74.9%","399","79.4%"
"31R455","31","Tottenville High School",,"R455","false","3726","0","0","3726","0.072","0.014","0.132","0.008","0.003","0.761","0.009","0.227","0.023","0.416",,,,,,,"965","96.9%","1025","93.0%"
"31R861","31","Staten Island School of Civic Leadership",,"R861","false","878","602","276","0","0.151","0.222","0.402","0.039","0.009","0.174","0.002","0.235","0.065","0.755","580","331","57.1%","581","305","52.5%",,,,
"32K168","32","The Brooklyn School for Math and Research",,"K480","false","364","0","0","364","0.074","0.437","0.431","0.005","0.008","0.027","0.016","0.192","0.121","0.876",,,,,,,"61","85.2%","50","90.0%"
"32K291","32","J.H.S. 291 Roland Hayes",,"K291","false","306","0","306","0","0.013","0.095","0.879","0.0","0.003","0.01","0.0","0.225","0.405","0.912","242","41","16.9%","278","45","16.2%",,,,
"32K347","32","I.S. 347 School of Humanities",,"K111","false","248","0","248","0","0.004","0.052","0.931","0.0","0.004","0.008","0.0","0.214","0.302","0.927","290","58","20.0%","298","37","12.4%",,,,
"32K349","32","I.S. 349 Math, Science & Tech.",,"K111","false","278","0","278","0","0.018","0.112","0.849","0.0","0.004","0.018","0.0","0.245","0.209","0.914","306","101","33.0%","308","93","30.2%",,,,
"32K377","32","P.S. 377 Alejandrina B. De Gautier",,"K377","false","143","143","0","0","0.0","0.21","0.783","0.0","0.0","0.007","0.0","0.196","0.154","0.825","69","20","29.0%","71","11","15.5%",,,,
"32K383","32","J.H.S. 383 Philippa Schuyler",,"K383","false","893","25","868","0","0.032","0.309","0.629","0.006","0.003","0.018","0.002","0.175","0.056","0.832","821","500","60.9%","817","392","48.0%",,,,
"32K384","32","P.S. /I.S. 384 Frances E. Carter",,"K384","false","405","250","155","0","0.012","0.158","0.82","0.0","0.002","0.007","0.0","0.272","0.23","0.872","290","78","26.9%","300","63","21.0%",,,,
"32K403","32","Academy for Excellence in Leadership",,"K480","false","255","0","0","255","0.012","0.114","0.835","0.0","0.0","0.035","0.004","0.153","0.49","0.957",,,,,,,"67","85.1%","90","85.6%"
"32K549","32","The Brooklyn School for Social Justice",,"K480","false","302","0","0","302","0.013","0.172","0.772","0.0","0.007","0.033","0.003","0.232","0.351","0.781",,,,,,,"89","82.0%","102","81.4%"
"32K552","32","The Academy of Urban Planning and Engineering",,"K480","false","372","0","0","372","0.019","0.215","0.691","0.0","0.005","0.048","0.022","0.21","0.28","0.968",,,,,,,"40","92.5%","63","88.9%"
