"origid","name","address","borough","zipcode","facility_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50060970","AVICHAI STERN DDS PLLC","161 HAVEMEYER ST STE 1","BROOKLYN","11211","Dental X-Ray","40.711306","-73.957714","301","34","36047052300","3063164","3024210003","BK73"
"50061154","AVICHAI STERN DDS PLLC","161 HAVEMEYER ST STE 2","BROOKLYN","11211","Dental CBCT X-Ray","40.711306","-73.957714","301","34","36047052300","3063164","3024210003","BK73"
"41459234","SM DENTAL PC","65 ORIENTAL BOULEVARD","BROOKLYN","11235","Dental X-Ray","40.576831","-73.953411","315","48","36047061004","3245696","3087190038","BK19"
"40513748","ROYZMAN Z. & POZNYANSKY S. DDS","8405 BAY PARKWAY","BROOKLYN","11214","Dental X-Ray","40.602985","-73.992715","311","47","36047029600","3165445","3063360006","BK28"
"50051661","INESSA SAFAROV","2901 OCEAN AVE","BROOKLYN","11235","Dental X-Ray","40.590244","-73.949665","315","48","36047059401","3204594","3074411270","BK17"
"50060946","JUSTIN W BENZVI-DDS","344 AVENUE P","BROOKLYN","11204","Dental X-Ray","40.608571","-73.975135","311","44","36047042400","3175781","3066300014","BK29"
"40505439","GOLOMBECK NEIL-D.P.M.","4715 13 AVENUE","BROOKLYN","11219","Podiatric X-Ray","40.636002","-73.991093","312","44","36047023400","3137230","3056290004","BK88"
"50046426","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES P.C.","2832 LINDEN BLVD","BROOKLYN","11208","Non-Hospital X-Ray","40.669900","-73.859689","305","42","36047122000","3098765","3044950001","BK82"
"50086063","SUNSET PARK HEALTH COUNCIL INC","514 49TH ST BSMT","BROOKLYN","11220","Dental X-Ray","40.645329","-74.009193","307","38","36047009800","3012967","3007840010","BK34"
"50086064","SUNSET PARK HEALTH COUNCIL INC","514 49TH ST BSMT","BROOKLYN","11220","Dental CBCT X-Ray","40.645329","-74.009193","307","38","36047009800","3012967","3007840010","BK34"
"41509821","REFUAH FAMILY DENTAL P.C.","5407 13 AVENUE","BROOKLYN","11219","Dental X-Ray","40.632159","-73.995097","312","44","36047023800","3139406","3056770006","BK88"
"40504056","BUKRINSKY VLADIMIR DDS","1632 EAST 18 STREET","BROOKLYN","11229","Dental X-Ray","40.610305","-73.955675","315","48","36047055200","3182465","3067800012","BK44"
"40505481","ARNOWITZ & MONAKHOURY DPM","1407 AVENUE U","BROOKLYN","11229","Podiatric X-Ray","40.598758","-73.957155","315","48","36047058000","3198081","3073190046","BK44"
"40505990","KAUFMAN C. & JAFFE K. DVM","94 AVENUE U","BROOKLYN","11223","Veterinary X-Ray","40.596121","-73.980908","315","47","36047040200","3192318","3071170004","BK29"
"41571757","FELTON ELAINE - DVM","80 NORTH 1 STREET","BROOKLYN","11249","Veterinary X-Ray","40.716218","-73.963624","301","34","36047055500","3062585","3023790007","BK73"
"40502493","SLOBODSKY STEVE-D.D.S.","2102 BAYRIDGE PARKWAY","BROOKLYN","11204","Dental X-Ray","40.609287","-73.989206","311","44","36047026800","3160422","3062300006","BK28"
"50011116","METROTECH SMILE DENTAL P.C.","350 FULTON ST","BROOKLYN","11201","Dental X-Ray","40.691907","-73.988490","302","33","36047003700","3000419","3001530015","BK38"
"40501839","MICHAEL REGIS - DDS","83 EAST 38 STREET","BROOKLYN","11203","Dental X-Ray","40.655426","-73.942339","317","41","36047081400","3107844","3048430043","BK91"
"50097333","KOHN AND KOLLANDER DENTAL PLLC","2425 KINGS HWY STE A10","BROOKLYN","11229","Dental X-Ray","40.612556","-73.949698","314","48","36047054800","3321003","3067710013","BK44"
"41632170","IRKYAM AULOVA - DDS","2540 OCEAN AVENUE","BROOKLYN","11229","Dental X-Ray","40.599862","-73.951508","315","48","36047057800","3198274","3073240042","BK44"
"40495927","BHANSALI PUSHP MD","2428 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.602530","-73.952018","315","48","36047056000","3197030","3072980035","BK44"
"41653802","PERRY COURTNEY - DVM","1103 CHURCH AVENUE","BROOKLYN","11218","Veterinary X-Ray","40.647054","-73.969168","314","40","36047050600","3116382","3050720039","BK42"
"41603182","LANGROODI HOUMAN - DDS","1122 EASTERN PARKWAY","BROOKLYN","11213","Dental X-Ray","40.668815","-73.931582","309","35","36047035100","3330834","3013960040","BK61"
"41469192","WALTROUS KEVIN O - DMD","431 METROPOLITAN AVENUE","BROOKLYN","11211","Dental X-Ray","40.714079","-73.954120","301","33","36047051900","3062284","3023390025","BK73"
"50055460","PEARLY WHITES DENTAL P.C.","857 UNION ST","BROOKLYN","11215","Dental X-Ray","40.674328","-73.975085","306","39","36047015900","3024550","3010630001","BK37"
"50008987","ACE DENTAL OFFICE P.C.","608 E NEW YORK AVE","BROOKLYN","11203","Dental X-Ray","40.662082","-73.942297","309","41","36047080600","3327794","3047940001","BK60"
"41521425","GEYLIKMAN MICHAEL - DDS","2415 AVENUE U","BROOKLYN","11229","Dental X-Ray","40.599838","-73.947356","315","48","36047057600","3336577","3073290049","BK44"
"41610732","SALIFU MORO - MD","3839 FLATLANDS AVENUE","BROOKLYN","11234","Non-Hospital X-Ray","40.620891","-73.935899","318","45","36047073800","3217186","3078170006","BK58"
"50064377","CITY MEDICAL OF UPPER EAST SIDE PLLC","2125 NOSTRAND AVE","BROOKLYN","11210","Non-Hospital X-Ray","40.633547","-73.947730","314","45","36047078600","3205915","3075580051","BK42"
"40996169","TKACHINKO YELENA - DDS","138 BROADWAY ENTER FROM BEDFORD AVE/ UNIT 1 ENTER FROM","BROOKLYN","11211","Dental X-Ray","40.710276","-73.963768","301","34","36047054900","3335294","3021327502","BK73"
"40503619","KIRZHNER ALEXANDER DDS","9401 SEAVIEW AVENUE","BROOKLYN","11236","Dental X-Ray","40.632326","-73.891999","318","46","36047102400","3234364","3082970009","BK50"
"41244292","OCHER - PC ELENA","7401 4 AVENUE","BROOKLYN","11209","Non-Hospital X-Ray","40.631402","-74.024823","310","43","36047013400","3148297","3059300001","BK31"
"40954099","GERALDINE F. SIMEON","114 CLINTON STREET SUITE 1E","BROOKLYN","11201","Dental X-Ray","40.693173","-73.992957","302","33","36047000502","3002212","3002540001","BK09"
"41184117","ZHUKOVSKY LEONARD - D.D.S","1812 QUENTIN ROAD SUITE M1","BROOKLYN","11229","Dental X-Ray","40.608589","-73.955111","315","48","36047055200","3183131","3068017501","BK44"
"40683376","DOBROVA A. & KATS M. - DDS","108 BEVERLY ROAD","BROOKLYN","11218","Dental X-Ray","40.642936","-73.978859","312","39","36047048600","3125227","3053530003","BK41"
"40546376","BENJAMIN MAURICE DDS","624 KINGS HIGHWAY","BROOKLYN","11223","Dental X-Ray","40.605862","-73.966388","315","44","36047041800","3177466","3066630035","BK25"
"50084496","ALL AMERICAN SMILE DENTAL STUDIOS PC","624 KINGS HWY","BROOKLYN","11223","Dental CBCT X-Ray","40.605862","-73.966388","315","44","36047041800","3177466","3066630035","BK25"
"41477819","PARK SLOPE DENTAL AS","592 5 AVENUE","BROOKLYN","11215","Dental X-Ray","40.664410","-73.990333","307","39","36047014100","3024139","3010520053","BK37"
"50085558","KONSTANTINOS KALLINIKOS","626 SHEEPSHEAD BAY RD OFC 310","BROOKLYN","11224","Podiatric X-Ray","40.578979","-73.975261","313","48","36047035400","3426835","3072790006","BK23"
"41093672","MOUSTAFAEVA ELVISSA - DDS","132 OCEAN VIEW AVE","BROOKLYN","11235","Dental X-Ray","40.578480","-73.967342","313","48","36047036200","3244567","3086690001","BK19"
"41261039","GOUZ ANDRIJ - DDS","502A ATLANTIC AVE","BROOKLYN","11217","Dental X-Ray","40.685618","-73.981478","302","33","36047003900","3339429","3001850118","BK38"
"40503803","REICH ESTHER DMD","1305 PRESIDENT STREET","BROOKLYN","11213","Dental X-Ray","40.667843","-73.946319","309","35","36047033500","3033319","3012770061","BK63"
"40501638","LICHT ROBERT J. DDS","6410 VETERANS AVE","BROOKLYN","11234","Dental X-Ray","40.619645","-73.915570","318","46","36047069800","3236428","3083860031","BK45"
"41469844","CHAKOTE VAIJINATH - M.D.","6410 VETERANS AVE","BROOKLYN","11234","Non-Hospital X-Ray","40.619645","-73.915570","318","46","36047069800","3236428","3083860031","BK45"
"40503588","MILMAN LYOBOV DDS","2260 BENSON AVE","BROOKLYN","11214","Dental X-Ray","40.599197","-73.993896","311","47","36047029600","3168100","3064170039","BK28"
"40502315","JOSHI SATISH DDS","2139 BEVERLY ROAD","BROOKLYN","11226","Dental X-Ray","40.644608","-73.957620","314","40","36047079200","3117859","3051320046","BK95"
"41396822","NADLER GARY - DDS","357 MCDONALD AVE","BROOKLYN","11218","Dental X-Ray","40.645393","-73.979925","312","39","36047049800","3336257","3053240051","BK41"
"50095775","MK SMILE DENTAL PC","2860 OCEAN AVE APT A1","BROOKLYN","11235","Dental X-Ray","40.591602","-73.949944","315","48","36047059200","3203147","3074210016","BK17"
"40916973","PATRICK J. SCIORTINO - DDS","459 BAY RIDGE PKWY","BROOKLYN","11209","Dental X-Ray","40.630090","-74.023623","310","43","36047013400","3148335","3059300064","BK31"
"50039701","PRO HEALTH URGENT CARE MEDICINE PLLC","4108 AVENUE U","BROOKLYN","11234","Non-Hospital X-Ray","40.608919","-73.923918","318","46","36047066200","3242315","3085580044","BK45"
"41301451","NASIMOV EMIL - DDS","261 OCEAN PKWY","BROOKLYN","11218","Dental X-Ray","40.642905","-73.974009","312","39","36047049400","3125471","3053580001","BK41"
"50083335","SUNSET PARK HEALTH COUNCIL INC PS12 MS 484","430 HOWARD AVE","BROOKLYN","11233","Dental X-Ray","40.673073","-73.919594","316","41","36047036300","3039174","3014570032","BK79"
"41456614","KADAA ALBERT E - DDS","2162 EAST 7 STREET","BROOKLYN","11223","Dental X-Ray","40.597523","-73.964030","315","47","36047039200","3193035","3071330011","BK25"
"50046432","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES PC","1414 NEWKIRK AVE","BROOKLYN","11226","Non-Hospital X-Ray","40.635198","-73.963992","314","40","36047052000","3121146","3052350005","BK42"
"40500928","OLIPHANT ANDREW DDS","1201 CORTELYOU RD","BROOKLYN","11218","Dental X-Ray","40.640106","-73.966919","314","40","36047152200","3118320","3051430084","BK42"
"40503755","CHIHA ANTOINE-D.D.S.","8440 FT. HAMILTON P'KWAY","BROOKLYN","11209","Dental X-Ray","40.621227","-74.023299","310","43","36047014200","3152871","3060270045","BK31"
"40728318","NICHOLAS - DDS VERNICE","355 OVINGTON AVENUE SUITE 201","BROOKLYN","11209","Dental X-Ray","40.634188","-74.024874","310","43","36047006800","3145714","3058727501","BK31"
"41531716","VINCENT A. SETTECASE","355 OVINGTON AVENUE STE 100 & 101","BROOKLYN","11209","Dental X-Ray","40.634188","-74.024874","310","43","36047006800","3145714","3058727501","BK31"
"50046258","PREMIER HEALTHCARE INC","175 REMSEN ST","BROOKLYN","11201","Dental X-Ray","40.693307","-73.991634","302","33","36047000900","3002095","3002500007","BK09"
"40701808","MELISO VINCENT -DPM","411 GRAHAM AVENUE","BROOKLYN","11211","Podiatric X-Ray","40.717188","-73.944832","301","34","36047049700","3068306","3027440022","BK90"
"40592570","GORDEN Z. & YEROSHALMI R. DDS","1537 51 STREET","BROOKLYN","11219","Dental X-Ray","40.630712","-73.987974","312","44","36047023600","3129367","3054580064","BK88"
"41625434","AMINOV STELLA - DDS","1390 PENNSYLVANIA AVE","BROOKLYN","11239","Dental X-Ray","40.647788","-73.881704","305","42","36047105804","3345673","3044520015","BK93"
"50090618","STARRETT CITY DENTAL GROUP ASSOCIATES P.C.","1390 PENNSYLVANIA AVE","BROOKLYN","11239","Dental CBCT X-Ray","40.647788","-73.881704","305","42","36047105804","3345673","3044520015","BK93"
"40501678","AVI DDS KARLOVSKY","2374 RALPH AVENUE","BROOKLYN","11234","Dental X-Ray","40.620154","-73.917338","318","46","36047069000","3220534","3078840078","BK58"
"40506392","KAPLAN A. & GOTTLIEB J. D.C.","2378 A RALPH AVENUE","BROOKLYN","11234","Non-Hospital X-Ray","40.620088","-73.917331","318","46","36047069000","3220534","3078840078","BK58"
"50033851","SANTI PODIATRY GROUP","240 E 5TH ST","BROOKLYN","11218","Podiatric X-Ray","40.646707","-73.976152","312","39","36047050000","3124259","3053270021","BK40"
"40503025","KOTLYAR YURY DDS","2044 OCEAN AVENUE SUITE A-10","BROOKLYN","11230","Dental X-Ray","40.612086","-73.953826","314","48","36047054600","3182045","3067660036","BK43"
"40503837","GERTSBERG YAKOV DDS","561 EAST 3 STREET","BROOKLYN","11218","Dental X-Ray","40.638618","-73.976493","312","39","36047048800","3253197","3053720049","BK41"
"40563988","LUKOVSKY MICHAEL & LUDMILA DDS","1101 FLATBUSH AVE","BROOKLYN","11226","Dental X-Ray","40.643507","-73.957783","314","40","36047079200","3118899","3051650069","BK95"
"40910387","DRS. RABICHEV ALEX & ANNA - D","2583 OCEAN AVENUE","BROOKLYN","11229","Dental X-Ray","40.598451","-73.951218","315","48","36047057800","3199831","3073530062","BK44"
"40503090","SHAH VIRENDRA DDS","4607 5 AVENUE","BROOKLYN","11220","Dental X-Ray","40.647234","-74.008094","307","38","36047009600","3011893","3007570006","BK34"
"40499486","GENTILE GARY DDS","239 KINGS HIGHWAY","BROOKLYN","11223","Dental X-Ray","40.605361","-73.981831","311","44","36047042600","3176663","3066480001","BK29"
"41068089","SEDGH SHAHRYAR - DDS","738 BROADWAY","BROOKLYN","11206","Dental X-Ray","40.700943","-73.942303","301","33","36047050700","3061512","3022760028","BK75"
"41343481","SHYKNEVSKY - DDS JOSEPH","1707 AVENUE P","BROOKLYN","11229","Dental X-Ray","40.610640","-73.956521","314","48","36047054400","3181971","3067640052","BK43"
"50060231","JS ATLANTIC DENTAL PC","1707 AVENUE P","BROOKLYN","11229","Dental X-Ray","40.610640","-73.956521","314","48","36047054400","3181971","3067640052","BK43"
"40508196","CROWN NURSING HOME (","3457 NOSTRAND AVENUE","BROOKLYN","11229","Dental X-Ray","40.599712","-73.941742","315","46","36047057000","3200284","3073630009","BK17"
"41704379","GARY L. THOMAS - DDS","304 DEKALB AVENUE","BROOKLYN","11205","Dental X-Ray","40.689622","-73.966508","302","35","36047019700","3321860","3019310022","BK69"
"41680884","RAPHAEL - DDS GADEH","813 QUENTIN ROAD SUITE 100","BROOKLYN","11223","Dental X-Ray","40.607561","-73.964601","315","44","36047042000","3176237","3066400038","BK25"
"50084945","NYU LANGONE PREMIER IMAGING AT MIDWOOD","813 QUENTIN RD","BROOKLYN","11223","Non-Hospital X-Ray","40.607561","-73.964601","315","44","36047042000","3176237","3066400038","BK25"
"40565955","MEDISYS FAMILY CARE CEN","3080 ATLANTIC AVENUE RADIOLOGY","BROOKLYN","11208","Non-Hospital X-Ray","40.678924","-73.881245","305","37","36047116800","3327125","3039730024","BK82"
"50017175","GOLDSTEP AMBULATORY SURGERY CENTER LLC","3007 FARRAGUT RD FL 4","BROOKLYN","11210","Non-Hospital X-Ray","40.636287","-73.947828","317","45","36047078800","3113775","3049940006","BK42"
"50017215","BE WELL PRIMARY HEALTH CARE CENTER LLC","3007 FARRAGUT RD","BROOKLYN","11210","Non-Hospital X-Ray","40.636287","-73.947828","317","45","36047078800","3113775","3049940006","BK42"
"41532073","DR. LINDA I. KUCKEL","277 FLATBUSH AVENUE","BROOKLYN","11217","Veterinary X-Ray","40.679438","-73.974081","308","35","36047016100","3028342","3011500015","BK64"
"41747177","KELLER MELINDA - DC","5911 16 AVENUE","BROOKLYN","11204","Non-Hospital X-Ray","40.625256","-73.991516","312","44","36047024200","3131706","3055100001","BK88"
"50039764","PRIMARY DIAGNOSTIC IMAGING PC","1608 59TH ST","BROOKLYN","11204","Non-Hospital X-Ray","40.625201","-73.990965","312","44","36047024200","3131706","3055100001","BK88"
"40507621","HOME MENORAH NURSING","1516 ORIENTAL BOULEVARD # 446","BROOKLYN","11235","Dental X-Ray","40.578348","-73.939421","315","48","36047061600","3246887","3087600200","BK17"
"41682027","LAWRENCE HARVEY - CEO","592 ROCKAWAY AVENUE 1ST FLOOR","BROOKLYN","11212","Dental X-Ray","40.665520","-73.909680","316","41","36047092400","3081790","3035600026","BK81"
"50067289","PURE DENTISTRY CARE PC","641 53RD ST","BROOKLYN","11220","Dental X-Ray","40.641524","-74.008897","307","38","36047010000","3014047","3008090057","BK34"
"40495676","SHAPIRO GOLDMAN & TAWIL","130 BRIGHTON BEACH AVE","BROOKLYN","11235","Non-Hospital X-Ray","40.576348","-73.967314","313","48","36047036001","3245027","3086800027","BK19"
"40501379","NASHTATIK OLEG DDS","2006 AVENUE M","BROOKLYN","11210","Dental X-Ray","40.618572","-73.954834","314","48","36047075800","3210001","3076560037","BK43"
"40500836","LEZHANSKY VALENTIN DDS","3060 OCEAN AVENUE","BROOKLYN","11235","Dental X-Ray","40.586733","-73.949023","315","48","36047060000","3205035","3074640035","BK17"
"50095133","VALENTINE LEZHANSKY","3060 OCEAN AVE STE LN","BROOKLYN","11235","Dental CBCT X-Ray","40.586733","-73.949023","315","48","36047060000","3205035","3074640035","BK17"
"40502134","DYM HARRY DDS","1001 EAST 29 STREET","BROOKLYN","11210","Dental X-Ray","40.626309","-73.947793","314","45","36047075000","3207862","3076110044","BK43"
"40880773","PINNACLE DIAGNOSTIC RADI","848 49TH ST","BROOKLYN","11220","Non-Hospital X-Ray","40.641014","-74.002047","312","38","36047010800","3253375","3056370024","BK34"
"91-3579-01","Joshua Kerstein M.D.","848 49TH ST","BROOKLYN","11220","Radioactive Materials","40.641014","-74.002047","312","38","36047010800","3253375","3056370024","BK34"
"41681604","FIRDMAN VADIM - DDS","1724 AVENUE Z","BROOKLYN","11235","Dental X-Ray","40.588200","-73.952143","315","48","36047060000","3204970","3074620007","BK17"
"50088501","INTERFAITH MEDICAL CENTER","1536 BEDFORD AVE","BROOKLYN","11216","Dental CBCT X-Ray","40.670723","-73.955065","308","35","36047021900","3032563","3012590036","BK61"
"40963641","DUONE WRIGHT","1536 BEDFORD AVE","BROOKLYN","11216","Dental X-Ray","40.670723","-73.955065","308","35","36047021900","3032563","3012590036","BK61"
"50085868","NP VIP DENTAL CARE PC","1901 AVENUE N STE 1","BROOKLYN","11230","Dental X-Ray","40.616064","-73.955606","314","48","36047053800","3181131","3067480052","BK43"
"50038541","ENDODONTIC CARE NY","2523 OCEAN AVE","BROOKLYN","11229","Dental X-Ray","40.600150","-73.951541","315","48","36047057800","3392803","3073257504","BK44"
"50078623","ENDODONTIC CARE OF NY PC","2523 OCEAN AVE","BROOKLYN","11229","Dental CBCT X-Ray","40.600150","-73.951541","315","48","36047057800","3392803","3073257504","BK44"
"40503444","MISHRA DEV DDS","1388 ST JOHNS PLACE","BROOKLYN","11213","Dental X-Ray","40.670652","-73.932362","308","35","36047035100","3037064","3013840026","BK61"
"50069908","SUNSET PARK HEALTH COUNCIL INC","3414 CHURCH AVE","BROOKLYN","11203","Dental X-Ray","40.651014","-73.945471","317","45","36047085600","3109422","3048880007","BK91"
"50061009","VETERINARY WELLNESS CENTER PC","96 3RD AVE STO","BROOKLYN","11217","Veterinary X-Ray","40.683518","-73.981940","302","33","36047003900","3335919","3001970040","BK38"
"50052230","STEVEN FEINSTEIN","2516 E 13TH ST BLDG 1","BROOKLYN","11235","Dental X-Ray","40.589442","-73.956510","315","48","36047058800","3203882","3074330013","BK25"
"50062732","STEVEN FEINSTEIN DDS","2516 E 13TH ST","BROOKLYN","11235","Dental CBCT X-Ray","40.589442","-73.956510","315","48","36047058800","3203882","3074330013","BK25"
"41308310","IZZO JOSEPH & STEVEN","7810 13 AVENUE","BROOKLYN","11228","Dental X-Ray","40.618465","-74.009355","310","43","36047020000","3336389","3062550041","BK30"
"50046433","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES PC","546 EASTERN PKWY","BROOKLYN","11225","Non-Hospital X-Ray","40.669826","-73.949958","309","35","36047031900","3032928","3012690007","BK63"
"40914109","SANIN VICTOR - D.D.S.","2875 WEST 8 STREET","BROOKLYN","11224","Dental X-Ray","40.578452","-73.976320","313","48","36047035400","3196590","3072790153","BK23"
"50058400","NEW YORK DENTAL HEALTH P C","308 GRAHAM AVE","BROOKLYN","11211","Dental X-Ray","40.712982","-73.944118","301","34","36047049500","3338173","3027770007","BK90"
"40504051","BODEK MARTIN H. DDS","1491 FLATBUSH AVE","BROOKLYN","11210","Dental X-Ray","40.634160","-73.949026","314","45","36047078600","3121670","3052510001","BK42"
"40500466","SORSCHER YEHUDA DDS","4435 18TH AVE","BROOKLYN","11204","Dental X-Ray","40.630557","-73.977548","312","44","36047047600","3128725","3054390031","BK88"
"40503966","SMITH ROBERT DDS","7919 FLATLANDS AVE","BROOKLYN","11236","Dental X-Ray","40.635157","-73.913839","318","46","36047095000","3224225","3080000001","BK50"
"40598040","VENTERINA VALERIE - DDS","8510 BAY 16 STREET","BROOKLYN","11214","Dental X-Ray","40.608617","-74.003634","311","43","36047017800","3165730","3063430017","BK27"
"40782182","PEREZ VERIDIANO NORMA - M.D.","1340 ROCKAWAY PKWY","BROOKLYN","11236","Non-Hospital X-Ray","40.646947","-73.904357","318","42","36047097000","3229056","3081460060","BK50"
"41681660","DR. DAVID THIERMAN","849 57 STREET","BROOKLYN","11220","Non-Hospital X-Ray","40.636548","-74.006694","312","38","36047010400","3398242","3056867503","BK34"
"50045800","JIE LING DENTAL PC","849 57TH ST FL 5TH","BROOKLYN","11220","Dental X-Ray","40.636548","-74.006694","312","38","36047010400","3398242","3056867503","BK34"
"91-3470-01","David H. Thierman M.D.","849 57TH STREET","BROOKLYN","11220","Radioactive Materials","40.636548","-74.006694","312","38","36047010400","3398242","3056867503","BK34"
"40503793","LORBER GEORGE DDS","1359 49 STREET","BROOKLYN","11219","Dental X-Ray","40.634281","-73.990870","312","44","36047023400","3332943","3056357502","BK88"
"40507392","EAST N.Y.NEIGHBORHOO","2094 PITKIN AVENUE","BROOKLYN","11207","Non-Hospital X-Ray","40.671977","-73.895248","305","42","36047114400","3083929","3037380015","BK85"
"40501441","WORDIE SAMUEL N. DDS","160 PARKSIDE AVENUE","BROOKLYN","11226","Dental X-Ray","40.654469","-73.962911","314","40","36047050804","3115913","3050530018","BK42"
"40503145","WOODS LARITA-D.M.D.","160 PARKSIDE AVENUE","BROOKLYN","11226","Dental X-Ray","40.654469","-73.962911","314","40","36047050804","3115913","3050530018","BK42"
"41740791","BROWN UNTRAY T. - DDS","55 GREENE AVENUE STE C","BROOKLYN","11238","Dental X-Ray","40.686151","-73.970751","302","35","36047018100","3000000","3021207501","BK68"
"40502918","PLANZOS THOMAS-D.M.D.","7815 4TH AVE","BROOKLYN","11209","Dental X-Ray","40.628465","-74.026021","310","43","36047013600","3150337","3059700006","BK31"
"50050006","THOMAS PLANZOS","7815 4TH AVE","BROOKLYN","11209","Dental CBCT X-Ray","40.628465","-74.026021","310","43","36047013600","3150337","3059700006","BK31"
"41711290","SHAW NEIL - DVM","32 4 AVENUE","BROOKLYN","11217","Veterinary X-Ray","40.683674","-73.978832","302","33","36047003900","3001201","3001920034","BK38"
"40501289","CHARLES PTAK-DDS","92 NORMAN AVENUE","BROOKLYN","11222","Dental X-Ray","40.725529","-73.951431","301","33","36047056900","3066071","3026470003","BK76"
"50070962","BROOKLYN PEDIATRIC DENTISTRY PC","2522 OCEAN AVE","BROOKLYN","11229","Dental X-Ray","40.600186","-73.951569","315","48","36047057800","3198272","3073240035","BK44"
"41217428","MICHAEL TRIMBA - MD","2417 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.602712","-73.952028","315","48","36047056000","3197094","3072997501","BK44"
"40505681","MONTALVO LUIS-D.P.M.","7523 FT HAMILTON PARKWAY N","BROOKLYN","11228","Podiatric X-Ray","40.625615","-74.016719","310","43","36047020600","3148924","3059450001","BK30"
"41532470","OUZIDANE ABDELAZIZ - DMD","7523 FORT HAMILTON PARKWAY","BROOKLYN","11228","Dental X-Ray","40.625615","-74.016719","310","43","36047020600","3148924","3059450001","BK30"
"50086116","YOUR SMILE DENTAL CARE PC","162 NORMAN AVE","BROOKLYN","11222","Dental X-Ray","40.726691","-73.947913","301","33","36047057100","3066260","3026510006","BK76"
"41429761","YANG JANE - DDS","5611 7 AVENUE","BROOKLYN","11220","Dental X-Ray","40.638955","-74.009527","307","38","36047010400","3015505","3008420006","BK34"
"41628191","LANDMAN STEVEN - DPM","66 COURT STREET","BROOKLYN","11201","Non-Hospital X-Ray","40.691935","-73.991291","302","33","36047000900","3002543","3002650001","BK09"
"41572733","DR. ANNA GASPAROVA","1502 EAST 14 STREET","BROOKLYN","11230","Dental X-Ray","40.612470","-73.959942","314","48","36047054200","3253717","3067600006","BK43"
"41234046","KLEIN D.D.S. CHAIM","1915 AVENUE Z","BROOKLYN","11235","Dental X-Ray","40.588454","-73.949979","315","48","36047059200","3204133","3074400049","BK17"
"41593100","DR. MARGARET MASON","180 6 AVENUE","BROOKLYN","11217","Dental X-Ray","40.676340","-73.977367","306","39","36047013100","3019597","3009500024","BK37"
"50061251","SUNSET PARK HEALTH COUNCIL INC","180 6TH AVE","BROOKLYN","11217","Dental X-Ray","40.676340","-73.977367","306","39","36047013100","3019597","3009500024","BK37"
"41649642","MIKHAIL ENTIN - DDS","3692 BEDFORD AVENUE","BROOKLYN","11229","Dental X-Ray","40.612147","-73.948960","315","48","36047054800","3396874","3067710037","BK44"
"41679310","QUARTEY TRICIA - DMD","340A 9 STREET","BROOKLYN","11215","Dental X-Ray","40.668650","-73.985249","306","39","36047013900","3022279","3010110022","BK37"
"41314352","SCHWARTZ JONATHAN - DDS","1462 EAST 26 STREET","BROOKLYN","11210","Dental X-Ray","40.615243","-73.948565","314","48","36047075600","3210963","3076790079","BK43"
"40499333","SOFER SYLVAIN DDS","1011 AVENUE J","BROOKLYN","11230","Dental X-Ray","40.624689","-73.965950","312","44","36047045600","3171001","3065230046","BK43"
"40502424","RASHED RASHED SAYED D","475 61 STREET","BROOKLYN","11220","Dental X-Ray","40.639330","-74.017465","307","38","36047012200","3143446","3057820042","BK32"
"50069917","SUNSET PARK HEALTH COUNCIL INC","220 13TH ST","BROOKLYN","11215","Dental X-Ray","40.667602","-73.990051","306","39","36047014100","3339179","3010340068","BK37"
"40498407","STEIN JEFFREY H. DD","805 STANLEY AVE","BROOKLYN","11207","Dental X-Ray","40.661325","-73.879344","305","42","36047111600","3097716","3043590028","BK82"
"50044811","MERMAID DENTAL ARTS P.C.","2423 MERMAID AVE FRNT","BROOKLYN","11224","Dental X-Ray","40.575899","-73.991461","313","47","36047032600","3188889","3070140051","BK21"
"50052637","PARK SLOPE DENTAL ARTS PLLC","506 3RD ST","BROOKLYN","11215","Dental X-Ray","40.670335","-73.978209","306","39","36047015500","3025407","3010800008","BK37"
"40502439","LATWAJTYS KRYSTYNA-D.D.S.","861 MANHATTAN AVE","BROOKLYN","11222","Dental X-Ray","40.729296","-73.953878","301","33","36047056500","3337621","3025660041","BK76"
"50034304","LI RONG JUN","5422 FORT HAMILTON PKWY","BROOKLYN","11219","Non-Hospital X-Ray","40.635843","-74.001459","312","38","36047011600","3139216","3056730054","BK88"
"50069435","RONGJUN LI","5422 FORT HAMILTON PKWY","BROOKLYN","11219","Non-Hospital X-Ray","40.635843","-74.001459","312","38","36047011600","3139216","3056730054","BK88"
"40505790","KAISER ALLAN-P.C. D.O.","800 GREENWOOD AVE","BROOKLYN","11218","Non-Hospital X-Ray","40.652377","-73.973339","307","39","36047050400","3122873","3052870021","BK40"
"40501909","SCHWARTZ MICHAEL DDS","1528 49 STREET","BROOKLYN","11219","Dental X-Ray","40.631895","-73.986951","312","44","36047023600","3129134","3054530018","BK88"
