"accession","artwork_title","artist_lastname","artist_firstname","medium","artwork_year","dimension","bldgid","school_name","borough"
"21247","""SURRENDER OF YORKTOWN 1781""","JOHNSON","EASTMAN","TO BE DETERMINED","1933-01-01T00:00:00.000",,"M465","G. WASHINGTON HS EDUC. CAMPUS - M","MANHATTAN"
"21248","UNTITLED","KOZLOFF","JOYCE","MOSAIC, GLASS","1991-01-01T00:00:00.000",,"M218","I.S. 218 - MANHATTAN","MANHATTAN"
"21249","""ABSTRACTION""","BEVILACQUA","FRANCIS","MARBLE","1970-01-01T00:00:00.000",,"R054","P.S. 54 - STATEN ISLAND","STATEN ISLAND"
"21250","""THE SUN""","WINTER","LUMEN","MARBLE","1966-01-01T00:00:00.000",,"R053","P.S. 53 - STATEN ISLAND","STATEN ISLAND"
"21250","""THE SUN""","WINTER","LUMEN","MOSAIC, MARBLE","1966-01-01T00:00:00.000",,"R053","P.S. 53 - STATEN ISLAND","STATEN ISLAND"
"21251","""INDUSTRY AND FARMING""","HERSHMAN","EDNA","OIL ON CANVAS","1941-01-01T00:00:00.000",,"X113","I.S. 113 - BRONX","BRONX"
"21252","""THE HISTORY OF STATEN ISLAND""","RICE","PHILIP","OIL ON CANVAS",,,"R001","P.S. 1 - STATEN ISLAND","STATEN ISLAND"
"21255","""UNIVERSAL DISSEMINATION OF KNOWLEDGE""","FREUND","TIBOR","ALUMINUM, PAINTED, ENAMEL","1963-01-01T00:00:00.000",,"X111","P.S. 111 - BRONX","BRONX"
"21256","CHILDREN PLAYING","VAN VEEN","STUYVESANT","FORMICA","1958-01-01T00:00:00.000",,"X008","P.S. 8 - BRONX","BRONX"
"21257","""WISDOM GIVETH LIFE""","BOGDANOVE","ABRAHAM","OIL ON CANVAS","1925-01-01T00:00:00.000",,"K625","ROBESON HS COMP&BUS TC (A HML)-K","BROOKLYN"
"21259","""ASTRONOMY""","HOLLEMAN","DAVID","MOSAIC, CERAMIC","1976-01-01T00:00:00.000",,"X455","HARRY S. TRUMAN HS - X","BRONX"
"21261","""CHARACTER, SCHOLARSHIP, SCIENCE, SERVICE..","LAMB STUDIOS",,"STAINED GLASS","1934-01-01T00:00:00.000",,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"21262","ARTS AND SCIENCES","WINTER","LUMEN","OIL ON CANVAS","1958-01-01T00:00:00.000",,"X141","M.S./H.S. 141 - BRONX","BRONX"
"21264","THE LIGHT OF KNOWLEDGE","CRIMI","ALFRED","MOSAIC, GLASS","1966-01-01T00:00:00.000",,"X131","I.S. 131 - BRONX","BRONX"
"21265","""POPULAR CHARACTERS FROM CHILDREN'S BOOKS""","TREADWELL","HELEN","MOSAIC, GLASS","1961-01-01T00:00:00.000",,"X100","P.S. 100 - BRONX","BRONX"
"21266","THE PHYSICAL SCIENCES","BRADFORD","FRANCIS","CERAMIC TILE","1959-01-01T00:00:00.000",,"X138","P.S. 138 - BRONX","BRONX"
"21267","UNITED NATIONS","CRIMI","ALFRED","MOSAIC","1970-01-01T00:00:00.000",,"X450","ADLAI E. STEVENSON HS - X","BRONX"
"21268","THE HUMANITIES PROTECTING BIOLOGY, PHYSICS AND CHEMISTRY","REILLY","FRANK","MOSAIC, GLASS","1959-01-01T00:00:00.000",,"X445","BRONX HS OF SCIENCE - X","BRONX"
"21270","""LIFE OF ANNE HUTCHINSON""","ORDWAY","RUTH","OIL ON CANVAS","1928-01-01T00:00:00.000",,"X078","P.S. 78 - BRONX","BRONX"
"21271","UNTITLED","BOLOTOWSKY","ILYA","MOSAIC","1941-01-01T00:00:00.000",,"X435","THEODORE ROOSEVELT HS - X","BRONX"
"21272","""ABSTRACT""","TAPLEY","WILLIAM","OIL ON WOOD","1975-01-01T00:00:00.000",,"X175","P.S. 175 - BRONX","BRONX"
"21273","""SPRING FESTIVAL""","LUBIN","JACK","MOSAIC, GLASS","1971-01-01T00:00:00.000",,"X129","I.S. 129 (PAIRED W P234) - BRONX","BRONX"
"21274","UNTITLED","ANONYMOUS",,"STAINED GLASS","1903-01-01T00:00:00.000",,"X006","P.S. 6 - BRONX","BRONX"
"21275","""PAX""","ANONYMOUS",,"MOSAIC","1901-01-01T00:00:00.000",,"X004","P.S. 4 - BRONX","BRONX"
"21276","""PASTORAL SCENE""","BASING","CHARLES","OIL ON CANVAS","1925-01-01T00:00:00.000",,"X004","P.S. 4 - BRONX","BRONX"
"21277","INTERGALACTIC JOURNEY","POLE","CLENDON","ACRYLIC ON PANEL","1978-01-01T00:00:00.000",,"X004","P.S. 4 - BRONX","BRONX"
"21278","""HENRY HUDSON"", ""THE VIKINGS"",""CHRISTOPHER COLUMBUS"".","ANONYMOUS",,"OIL ON CANVAS","1919-01-01T00:00:00.000",,"Q093","I.S. 93 - QUEENS","QUEENS"
"50007","THEODORE ROOSEVELT HS BD OF EDU","ANONYMOUS",,"BRONZE","1927-01-01T00:00:00.000",,"X435","THEODORE ROOSEVELT HS - X","BRONX"
"21280","EVOLUTION OF THE BOOK","GOODMAN","BERTRAM","OIL ON CANVAS","1936-01-01T00:00:00.000",,"X435","THEODORE ROOSEVELT HS - X","BRONX"
"21281","SPORTS","BEVILACQUA","FRANCIS","MARBLE","1973-01-01T00:00:00.000",,"K291","I.S. 291 - BROOKLYN","BROOKLYN"
"21282","""DECORATIVE STAINED GLASS""","KELLER","DEANE","STAINED GLASS","1923-01-01T00:00:00.000",,"K480","BUSHWICK HS - K","BROOKLYN"
"21283","MUSIC, SCIENCE AND PHYSICAL CULTURE","CRIMI","ALFRED","MOSAIC, CERAMIC","1964-01-01T00:00:00.000",,"X110","P.S. 110 - BRONX","BRONX"
"21283","MUSIC, SCIENCE AND PHYSICAL CULTURE","CRIMI","ALFRED","MOSAIC, GLASS","1964-01-01T00:00:00.000",,"X110","P.S. 110 - BRONX","BRONX"
"21284","COLORFUL FIGURES OF AMERICAN HISTORY","REFREGIER","ANTON","CERAMIC TILE","1958-01-01T00:00:00.000",,"X146","P.S. 146 - BRONX","BRONX"
"21286","""ABSTRACTION""","KIHL","HAROLD","CERAMIC","1967-01-01T00:00:00.000",,"X148","I.S. 219 (OLD 148) - BRONX","BRONX"
"21287","""EARLY AMERICAN EXPLORATION""","KIHL","HAROLD","CERAMIC","1966-01-01T00:00:00.000",,"X148","I.S. 219 (OLD 148) - BRONX","BRONX"
"21288","""ASTRONAUTS""","KIHL","HAROLD","MOSAIC, CERAMIC","1967-01-01T00:00:00.000",,"X148","I.S. 219 (OLD 148) - BRONX","BRONX"
"21289","""AMERICAN HISTORY: PRESIDENTS""","KIHL","HAROLD","CERAMIC","1966-01-01T00:00:00.000",,"X148","I.S. 219 (OLD 148) - BRONX","BRONX"
"21290","""ABSTRACTION""","CASTANO","JORGE","MOSAIC, GLASS","1972-01-01T00:00:00.000",,"X156","P.S. 156 - BRONX","BRONX"
"21292","THE ELEMENTS OF NATURE","AUCELLO","SALVATORE","CERAMIC TILE","1960-01-01T00:00:00.000",,"X150","P.S. 150 - BRONX","BRONX"
"21293","UNTITLED","BEARDEN","ROMARE","MOSAIC, GLASS","1974-01-01T00:00:00.000",,"X084","P.S. 811 (OLD I84) - BRONX","BRONX"
"21294","""ATHLETICS""","WILSON","DAVID","EXTERIOR PAINT","1978-01-01T00:00:00.000",,"Q490","CAMPUS MAGNET HS (JACKSON) - Q","QUEENS"
"21294","""ATHLETICS""","WILSON","DAVID","CONCRETE","1978-01-01T00:00:00.000",,"Q490","CAMPUS MAGNET HS (JACKSON) - Q","QUEENS"
"21295","VEHICLE OF PROGRESS OF EDUCATION","FREUND","TIBOR","MOSAIC","1970-01-01T00:00:00.000",,"X162","I.S. 162 - BRONX","BRONX"
"21296","""ELEMENTS OF EDUCATION""","POLONY","ELEMER","MOSAIC, CERAMIC","1970-01-01T00:00:00.000","64"" X 123' - 1/2""","X162","I.S. 162 - BRONX","BRONX"
"21297","UNTITLED","ANONYMOUS",,"MOSAIC, CERAMIC","1992-01-01T00:00:00.000",,"M020","P.S. 20 - MANHATTAN","MANHATTAN"
"21298","""SCIENCE"" AND ""ART""","LELLA","CARL","OIL ON CANVAS","1929-01-01T00:00:00.000",,"K480","BUSHWICK HS - K","BROOKLYN"
"21300","UNTITLED","ANONYMOUS",,"STAINED GLASS","1897-01-01T00:00:00.000",,"X025","P.S. 25 - BRONX","BRONX"
"21301","UNTITLED","ANONYMOUS",,"STAINED GLASS",,,"X031","P.S. 31 - BRONX","BRONX"
"21302","UNTITLED","WIENER","SAMUEL","TERRA COTTA","1958-01-01T00:00:00.000",,"X142","I.S. 142 - BRONX","BRONX"
"21303","SCIENCE AND THE HUMANITIES","SHAHN","BEN","MOSAIC","1957-01-01T00:00:00.000",,"K620","WILLIAM E. GRADY VOC HS - K","BROOKLYN"
"21305","ARTS & ARCHITECTURE, CHEMISTRY, ASTRONOMY","POLONY","ELEMER","MOSAIC, CERAMIC","1967-01-01T00:00:00.000",,"X040","P.S. 220 - BRONX","BRONX"
"21307","HENRY HUDSON","BOGDANOVE","ABRAHAM","OIL ON CANVAS","1930-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21308","""CHILDREN PLAYING VARIOUS GAMES IN FIELD""","WOOLF","EDITH","OIL ON CANVAS","1923-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21309","""MUSIC, DANCING, RHYTHM""","FERRYMAN","REVESZ","TO BE DETERMINED","1926-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21311","FOUR SEASONS","HAMILTON","ROBERT","OIL ON CANVAS","1923-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21312","""THE CHANGES OF FASHIONS FROM PREHISTORIC TIMES TO DATE""","RICE","WILLIAM","TO BE DETERMINED","1925-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21313","""JONAS BRONCK PURCHASING LAND FROM INDIANS""","RICE","WILLIAM","TO BE DETERMINED","1922-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21314","""MOTHER GOOSE""","RICE","WILLIAM","TO BE DETERMINED","1923-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21317","SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)","SPIVAK","MAX","MOSAIC, GLASS","1967-01-01T00:00:00.000",,"X155","P.S. 754 (OLD IS155) - BRONX","BRONX"
"21318","TWELVE MONTHS","FRUX","GREGORY","TERRA COTTA","1991-01-01T00:00:00.000",,"Q062","P.S. 62 - QUEENS","QUEENS"
"21319","DAY & NIGHT","FRUX","GREGORY","TERRA COTTA","1990-01-01T00:00:00.000",,"Q062","P.S. 62 - QUEENS","QUEENS"
"21321","THE IDEAL SCHOOL","NELSON","GEORGE","OIL ON CANVAS","1927-01-01T00:00:00.000",,"X055","P.S. 55 - BRONX","BRONX"
"21322","EDUCATION INSPIRES YOUTH TO SERVICE AND LOYALTY","NELSON","GEORGE","OIL ON CANVAS","1925-01-01T00:00:00.000",,"X055","P.S. 55 - BRONX","BRONX"
"21323","JESSE FRANCES SMITH FORD MEMORIAL WINDOW","D'ASCENZO STUDIOS",,"STAINED GLASS, OPALESCENT","1917-01-01T00:00:00.000",,"M088","I.S. 88 - MANHATTAN","MANHATTAN"
"21324","LYDIA F. WADLEIGH AND SUSAN K. BOURNE MEMORIAL","LEDERLE STUDIO",,"STAINED GLASS, OPALESCENT","1909-01-01T00:00:00.000",,"M088","I.S. 88 - MANHATTAN","MANHATTAN"
"21325","GOETHE AND VICTOR HUGO WINDOWS","GORHAM COMPANY",,"STAINED GLASS, OPALESCENT","1907-08-01T00:00:00.000",,"M088","I.S. 88 - MANHATTAN","MANHATTAN"
"21326","UNTITLED","ANONYMOUS",,"MOSAIC, CERAMIC",,,"M137","P.S. 137 - MANHATTAN","MANHATTAN"
"21326","UNTITLED","ANONYMOUS",,"MOSAIC, STONE",,,"M137","P.S. 137 - MANHATTAN","MANHATTAN"
"21327","RUNAWAY RAINBOW","HOLUP","WOPO","CONCRETE","1992-01-01T00:00:00.000",,"Q092","P.S. 92 - QUEENS","QUEENS"
"21327","RUNAWAY RAINBOW","HOLUP","WOPO","CERAMIC TILE","1992-01-01T00:00:00.000",,"Q092","P.S. 92 - QUEENS","QUEENS"
"21328","WHO ELSE SHARES OUR WORLD","GRAJALES","ELIZABETH","CERAMIC",,,"Q092","P.S. 92 - QUEENS","QUEENS"
"21330","UNTITLED","ANONYMOUS",,"STAINED GLASS",,,"K113","I.S. 113 - BROOKLYN","BROOKLYN"
"21331","POWER","MOSE","ERIC","FRESCO SECCO","1936-01-01T00:00:00.000",,"X655","SAMUEL GOMPERS VOC HS - X","BRONX"
"21333","""CHILDREN PLAYING AT GYM""","HAUPT","THEODORE","OIL ON CANVAS","1940-01-01T00:00:00.000","105 11/16"" X 112 1/8""","X117","I.S. 117 - BRONX","BRONX"
"21334","FEATHER EXPLOSION","TUFINO","NITZA","CERAMIC","1993-01-01T00:00:00.000",,"K012","P.S. 12 - BROOKLYN","BROOKLYN"
"21335","UNTITLED","ANONYMOUS",,"STAINED GLASS","1915-01-01T00:00:00.000",,"Q460","FLUSHING HS - Q","QUEENS"
"21338","DREAMS AND DESIGNS: LIFE FORMS IN FOCUS","COCCHIARELLI","MARIA","CERAMIC",,,"X817","P.S. 811 ANNEX - BRONX","BRONX"
"21339","UNTITLED","ANONYMOUS",,"STAINED GLASS","1903-04-01T00:00:00.000",,"Q084","P.S. 84 - QUEENS","QUEENS"
"21340","GOV. MORRIS ADDRESSING THE CONVENTION FOR..","DEMING","EDWIN","OIL ON CANVAS","1907-01-01T00:00:00.000",,"X400","MORRIS HS - X","BRONX"
"21343","REACH FOR A STAR","WILLIAMS","MICHAEL","MOSAIC, STONE","1995-01-01T00:00:00.000",,"Q082","P.S. 82 - QUEENS","QUEENS"
"21343","REACH FOR A STAR","WILLIAMS","MICHAEL","MOSAIC, GLASS","1995-01-01T00:00:00.000",,"Q082","P.S. 82 - QUEENS","QUEENS"
"21345","ONE WORLD","GROSSMAN","WENDY","ACRYLIC ON CANVAS",,,"Q131","P.S. 131 - QUEENS","QUEENS"
"21346","CALENDAR","JUAREZ","ROBERTO","TERRAZZO","1995-01-01T00:00:00.000",,"K002","I.S. 2 - BROOKLYN","BROOKLYN"
"21346","CALENDAR","JUAREZ","ROBERTO","ACRYLIC ON HEXTAL","1995-01-01T00:00:00.000",,"K002","I.S. 2 - BROOKLYN","BROOKLYN"
"21347","MISS LIBERTY FACE","WONG","MARTIN","ACRYLIC ON PLYWOOD","1994-01-01T00:00:00.000",,"M090","I.S. 90 - MANHATTAN","MANHATTAN"
"21347","MISS LIBERTY FACE","WONG","MARTIN","PLYWOOD","1994-01-01T00:00:00.000",,"M090","I.S. 90 - MANHATTAN","MANHATTAN"
"21348","EARTH, MASKS, FIRE","MAYO","STEVE","CERAMIC",,,"K246","I.S. 246 - BROOKLYN","BROOKLYN"
"21351","ECOTONES","ANDORS","RHODA","FRESCO","1995-01-01T00:00:00.000",,"K195","P.S. 195 - BROOKLYN","BROOKLYN"
"21353","STORIES IN CLAY","GRAJALES","ELIZABETH","CERAMIC","1995-01-01T00:00:00.000",,"K314","P.S. 314 - BROOKLYN","BROOKLYN"
"21354","ANIMAL COUNT","DEMONTE","CLAUDIA","CERAMIC","1994-01-01T00:00:00.000",,"Q051","P.S. 51 (ECC) - QUEENS","QUEENS"
"21355","OUR COMMUNITY THEN AND NOW","BAILIS","BETH","ACRYLIC ON MASONITE","1994-01-01T00:00:00.000",,"Q050","P.S. 50 - QUEENS","QUEENS"
"21356","YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE","LAWLESS","KATE","CERAMIC TILE","1994-01-01T00:00:00.000",,"Q050","P.S. 50 - QUEENS","QUEENS"
"21358","LIBRARY","BILLOPS","CAMILLE","CERAMIC",,"47"" X 73""","M004","P.S. 4 - MANHATTAN","MANHATTAN"
"21359","THE FADED REMEMBRANCE OF COLOR","DE ANDINO","AUGUSTIN","CERAMIC","1995-01-01T00:00:00.000",,"K376","P.S. 376A - BROOKLYN","BROOKLYN"
"21360","PATHS AND STARS","BURSZTYN","DINA","CERAMIC",,,"K376","P.S. 376A - BROOKLYN","BROOKLYN"
"21361","IMAGES OF WASHINGTON HEIGHTS 1993-1995","DELANO","PABLO","SILVER GELATIN PRINT",,,"M004","P.S. 4 - MANHATTAN","MANHATTAN"
"21362","WATER","LADDA","JUSTEN","MOSAIC, CERAMIC","1995-01-01T00:00:00.000",,"X072","P.S. 72 - BRONX","BRONX"
"21363","ONE LINE","LEE","BING","ALUMINUM",,,"Q515","TOWNSEND HARRIS HS - Q","QUEENS"
"21363","ONE LINE","LEE","BING","CERAMIC",,,"Q515","TOWNSEND HARRIS HS - Q","QUEENS"
"21364","WHAT A WONDERFUL WORLD","GRAJALES","ELIZABETH","CERAMIC TILE","1995-01-01T00:00:00.000",,"Q014","P.S. 14 - QUEENS","QUEENS"
"21364","WHAT A WONDERFUL WORLD","GRAJALES","ELIZABETH","TERRA COTTA","1995-01-01T00:00:00.000",,"Q014","P.S. 14 - QUEENS","QUEENS"
"21661","FOUR SEASONS","GALGIANI","PHILLIP","CERAMIC TILE","1999-01-01T00:00:00.000",,"Q721","P.S. 16 (OLD Q721 SPED) - QUEENS","QUEENS"
"21661","FOUR SEASONS","GALGIANI","PHILLIP","ALUMINUM","1999-01-01T00:00:00.000",,"Q721","P.S. 16 (OLD Q721 SPED) - QUEENS","QUEENS"
"21365","GREEK ART","POGANY","WILLIAM","OIL ON CANVAS","1925-01-01T00:00:00.000",,"X043","P.S. 43 - BRONX","BRONX"
"21366","COMMON GROUND","SCHONZEIT","BEN","ACRYLIC ON CANVAS","1996-01-01T00:00:00.000",,"K205","P.S. 205 - BROOKLYN","BROOKLYN"
"21367","LET A PEOPLE, LOVING FREEDOM, COME TO GROW","MAHLER","LUCY","EXTERIOR PAINT",,,"M028","P.S. 28 - MANHATTAN","MANHATTAN"
"31101","JOHN HOLLEY CLARK","CHILD","EDWIN","OIL ON CANVAS","1920-01-01T00:00:00.000","49 1/2"" X 39 1/2""","Q460","FLUSHING HS - Q","QUEENS"
"31102","UNTITLED","CARTER","ROBERT","ACRYLIC ON WOOD","1972-01-01T00:00:00.000",,"Q115","P.S. 115 - QUEENS","QUEENS"
"31200","BASKETBALL","BENCH","BRENDA","OIL ON MASONITE","1935-01-01T00:00:00.000","25 1/2 X 35 1/2""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31201","SUNSET ON PORT AUTHORITY BUILDING","ARCHER","ROBERT","OIL ON CANVAS","1935-01-01T00:00:00.000","35 1/2"" X 41""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31202","""SKYLINE""","GOODMAN","BERTRAM","WATERCOLOR","1946-01-01T00:00:00.000","31 1/2"" X 24 1/4""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31204","BATTLE OF OLD BROADWAY","HALFANT","JULES","OIL ON CANVAS","1936-01-01T00:00:00.000","29 1/2"" X 35""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31205","NEW ENGLAND ARABESQUE","GUGLIELMI","O.","OIL ON CANVAS","1934-01-01T00:00:00.000","27 1/4"" X 35 1/4""","Q998","NYC SCHOOL CONSTR. AUTHORITY - QUEENS","QUEENS"
"31207","THE DIAGONAL","PEREIRA","IRENE","OIL ON CANVAS","1941-01-01T00:00:00.000","41 1/2""X 36""","K405","MIDWOOD HS - K","BROOKLYN"
"31208","""MAYFLOWER""","RODVOGIN","HARRIS","OIL ON CANVAS","1937-01-01T00:00:00.000","29 1/2"" X 35""""","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31210","""STAMPING MILL""","BUYCK","EDWARD","CRAYON","1950-01-01T00:00:00.000","25"" X  21""  X  1-3/4""","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31210","""STAMPING MILL""","BUYCK","EDWARD","PASTEL","1950-01-01T00:00:00.000","25"" X  21""  X  1-3/4""","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31218","""PORTRAIT OF DR. A. L. COLESON""","POLOWETSKI","CHARLES","OIL ON CANVAS","1938-01-01T00:00:00.000","29 1/2""  X 23 1/2"" X 3""W","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31220","""NEW YORK HARBOR""","KUGHLER","FRANCIS","OIL ON CANVAS","1934-01-01T00:00:00.000","34"" X 78""","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31221","""WPA WORK""","MOROSOFF","VADIM","OIL ON CANVAS","1938-01-01T00:00:00.000",,"K430","BROOKLYN TECH HS - K","BROOKLYN"
"31222","""PORTRAIT OF DEWITT CLINTON (SAMUEL MORSE)""","ANUNZIATA","NICOLA","OIL ON CANVAS","1936-01-01T00:00:00.000",,"X440","DEWITT CLINTON HS - X","BRONX"
"31223","""JOHN T. BUCHANAN""","GANLEY","ROBERT","OIL ON CANVAS","1909-01-01T00:00:00.000","52 1/2""X 51""X 5""","X440","DEWITT CLINTON HS - X","BRONX"
"31224","""FRANCIS H. J. PAUL""","MARGULIES","JOSEPH","OIL ON CANVAS","1935-01-01T00:00:00.000","48""X 38""X1 1/2""","X440","DEWITT CLINTON HS - X","BRONX"
"31225","JOHN L. TILDSLEY","SPECTOR","THOMAS","OIL ON CANVAS","1930-01-01T00:00:00.000",,"X440","DEWITT CLINTON HS - X","BRONX"
"31228","""PORTRAIT OF DEWITT CLINTON""","ANONYMOUS",,"OIL ON CANVAS","1935-01-01T00:00:00.000","53"" X 44"" X 2 1/2""","X440","DEWITT CLINTON HS - X","BRONX"
"31229","WALTER B. GUNNISON, PH.D.","ALEXANDER","JOHN","OIL ON CANVAS",,": 5'4"" X 4'6""","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31230","MR. RICHARD YOUNG","BOSTON","JOSEPH","OIL ON CANVAS","1909-01-01T00:00:00.000","5'10"" X 4'0"".","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31231","PORTAIT OF KATE TURNER","KEMPTON","GRETA","OIL ON CANVAS","1936-01-01T00:00:00.000",,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31232","""GRACE L. COREY, ADMINISTRATIVE ASSISTANT""","FINCK","FURMAN","OIL ON CANVAS","1964-01-01T00:00:00.000","3'11"" X 3'3""","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31233","""KATE E. TURNER, PRINCIPAL""","JOHANSEN","JOHN","OIL ON CANVAS","1935-01-01T00:00:00.000","4'2"" X 3'4""","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31278","UNTITLED","MOLINA","JOSA","OIL ON WOOD",,"10"" X 13 3/4"" X 1 1/2"".","K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31234","""JOHN F. MCNEILL, PRINCIPAL 1934-1965""","LOEB","MITCHELL","OIL ON CANVAS","1969-01-01T00:00:00.000","3'4"" X 2'9""","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31235","DR. HERBERT J. LOW","LUBAN","BORIS","OIL ON CANVAS","1936-01-01T00:00:00.000","5'2"" X 4'1""","K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31236","""UNTITLED""","CASTELLON","FEDERICO","TEMPERA ON PANEL","1933-01-01T00:00:00.000",,"K465","ERASMUS HALL CAMPUS - K","BROOKLYN"
"31237","""UNTITLED""","CASTELLON","FEDERICO","TEMPERA ON PANEL","1933-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"31238","""UNTITLED""","POLONY","ELEMER","OIL ON CANVAS","1980-01-01T00:00:00.000",,"K290","P.S. 290 - BROOKLYN","BROOKLYN"
"31240","""MUSIC""","SCHANKER","LOUIS","TEMPERA ON MASONITE","1940-01-01T00:00:00.000","38 1/4"" X 62 3/4""","K405","MIDWOOD HS - K","BROOKLYN"
"31241","""PORTRAIT OF PRINCIPAL""","FERGUSON","WALTER","OIL ON CANVAS","1955-01-01T00:00:00.000","39"" X 32""","K405","MIDWOOD HS - K","BROOKLYN"
"31244","""GEORGE WASHINGTON""","POLOWETSKI","CHARLES","OIL ON CANVAS",,,"K430","BROOKLYN TECH HS - K","BROOKLYN"
"31246","""HORSE RACING""","BEAUCHAMP","JOHN","OIL ON CANVAS",,,"X440","DEWITT CLINTON HS - X","BRONX"
"31247","DEWITT CLINTON","POWELL","WILLIAM","OIL ON CANVAS","1854-01-01T00:00:00.000","4'-9"" X 4'-1""","X440","DEWITT CLINTON HS - X","BRONX"
"31248","""STEAMBOAT AND SPECTATORS""","ANONYMOUS",,"OIL ON CANVAS","1937-01-01T00:00:00.000","28"" X 76 3/4""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31250","""STILL LIFE""","TSCHACBASCOV","NAHUM","OIL ON CANVAS","1937-01-01T00:00:00.000",,"K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31253","PEOPLE OF THE VILLAGE","ALSTON","CHARLES","OIL ON CANVAS","1937-01-01T00:00:00.000",,"K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31254","""THE BATHERS""","EILSHEMIUS","LOUIS","OIL ON MASONITE","1920-01-01T00:00:00.000","18 1/2"" X 15 1/4""","K410","ABRAHAM LINCOLN HS - K","BROOKLYN"
"31255","BOAT SCENE","SEMBLER","A.","WATERCOLOR","1940-01-01T00:00:00.000","20 1/2""X24 1/2""","K405","MIDWOOD HS - K","BROOKLYN"
"31256","""COVE SCENE""","WILSON","SOL","WATERCOLOR","1937-01-01T00:00:00.000","24"" X 29""","K405","MIDWOOD HS - K","BROOKLYN"
"31257","EVANDER CHILDS, EDUCATOR","POLOWETEK",,"OIL ON CANVAS",,"3'11 1/4""X 3'1""","X425","EVANDER CHILDS HS - X","BRONX"
"31258","BARNS","MURRELL","SARA","WATERCOLOR","1940-01-01T00:00:00.000","22""X 25 1/4""","K216","P.S. 216 - BROOKLYN","BROOKLYN"
"31259","EDUCATION PROVIDING ILLUMINATION","MORA","FRANCIS","OIL ON CANVAS","1921-01-01T00:00:00.000","72"" X 71 1/2""","K138","P.S. 138 - BROOKLYN","BROOKLYN"
"31261","""BUILDING A NATION""","DAY","BURNIS","ACRYLIC ON MASONITE","1991-01-01T00:00:00.000",,"X060","P.S. 333 - BRONX","BRONX"
"31262","""DUTCH AND INDIAN TRADING""","RYLAND","ROBERT","OIL ON CANVAS","1916-01-01T00:00:00.000",,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"31263","""PATRICK F. MCGOWAN""","ANONYMOUS",,"OIL ON CANVAS","1908-01-01T00:00:00.000",,"M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"31264","""WILLIAM MCANDREW""","ANONYMOUS",,"OIL ON CANVAS","1915-01-01T00:00:00.000","4'6""X3'2""","M460","WASHINGTON IRVING HS - MANHATTAN","MANHATTAN"
"31265","""GEORGE WASHINGTON""","ANONYMOUS",,"OIL ON CANVAS",,"70 3/5"" X 43 3/4""","M465","G. WASHINGTON HS EDUC. CAMPUS - M","MANHATTAN"
"31266","""UNTITLED""","LUBAN","BORIS","OIL ON CANVAS","1936-01-01T00:00:00.000",,"K416","TILDEN AF - BROOKLYN","BROOKLYN"
"31267","""WE WILL BE OUR BROTHERS KEEPER""","BERNBAUM","ISRAEL","OIL ON CANVAS","1984-01-01T00:00:00.000","40"" X 58 1/2""","Q173","P.S. 173 - QUEENS","QUEENS"
"31268","YOUNG MAN IN THE COSTUME OF A MAJO","MAUNSBACH","ERIC","OIL ON CANVAS","1941-01-01T00:00:00.000","47"" X 36 3/4""","Q152","P.S. 152 - QUEENS","QUEENS"
