"event_id","event_name","start_date_time","end_date_time","event_agency","event_type","event_borough","event_location","event_street_side","street_closure_type","community_board","police_precinct"
"368882","Lawn Closure due to COnstruction","2017-11-17T00:00:00.000","2017-11-17T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"369861","Lawn Maintenance","2017-11-17T00:00:00.000","2017-11-17T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"317527","Miscellaneous","2017-11-13T08:00:00.000","2017-11-13T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",,"N/A","5, ","13, "
"375840","Winter Village at Bryant Park","2017-12-05T00:00:00.000","2017-12-05T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"381180","Cedar Hill Winter Closure until April 7, 2018","2017-11-30T00:00:00.000","2017-11-30T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Cedar Hill ",,"N/A","64, ","22, "
"380726","SILENT PROCESSION","2017-11-19T10:30:00.000","2017-11-19T14:00:00.000","Police Department","Parade","Manhattan"," EAST  106 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST   57 STREET between 5 AVENUE and MADISON AVENUE,  EAST  106 STREET between 3 AVENUE and PARK AVENUE,  PARK AVENUE between EAST  106 STREET and EAST   96 STREET,  EAST   96 STREET between PARK AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   96 STREET and EAST   57 STREET,  EAST   57 STREET between LEXINGTON AVENUE and 5 AVENUE","West","Full Street Closure ","11, 5, 6, 8, ","17, 18, 19, 23, "
"369856","Lawn Maintenance","2017-11-27T00:00:00.000","2017-11-27T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Magnolia Lawn ",,"N/A","5, ","13, "
"379166","Permitted Film Event","2017-10-20T09:00:00.000","2017-11-08T18:00:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","151 WEST   26 STREET between 7 AVENUE and 6 AVENUE",,"N/A","4, 5, ","13, "
"374198","NYRR Open Run -Soundview Park","2017-12-02T08:00:00.000","2017-12-02T09:00:00.000","Parks Department","Special Event","Bronx","Soundview Park: Soundview Park ",,"N/A","9, ","43, "
"365144","Flying Radio Controled Model Planes at field","2017-11-20T08:00:00.000","2017-11-20T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"320630","Super Soccer Stars North PPP Fall2017","2017-11-21T09:00:00.000","2017-11-21T17:45:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Nellie's Lawn ",,"N/A","55, ","78, "
"364912","Miscellaneous","2017-11-19T08:00:00.000","2017-11-19T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"381152","Dana Ctr Lawn Winter Closure until May 1, 2018","2017-11-29T00:00:00.000","2017-11-29T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Dana Discovery Center Lawn ",,"N/A","64, ","22, "
"321384","Chelseas Down to Earth Farmers Market","2017-06-03T07:00:00.000","2017-12-23T19:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan","173 WEST   23 STREET between 8 AVENUE and 9 AVENUE","North","Full Sidewalk Closure ","4, ","10, "
"364912","Miscellaneous","2017-11-17T08:00:00.000","2017-11-17T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"381179","Pilgrim Hill Winter Closure until April 7, 2018","2017-12-01T00:00:00.000","2017-12-01T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Pilgrim Hill ",,"N/A","64, ","22, "
"375524","Great Hill Winter Closure","2017-11-13T00:00:00.000","2017-11-13T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"369850","Lawn Maintenance","2017-11-10T00:00:00.000","2017-11-10T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Center Lawn ",,"N/A","5, ","13, "
"347757","restoration project","2017-11-11T00:00:00.000","2017-11-11T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"381182","DIana Ross Plygrnd Lawn Winter Closure until April 7, 2018","2017-11-26T00:00:00.000","2017-11-26T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Diana Ross Playground Lawn ",,"N/A","64, ","22, "
"317942","Lincoln Hospital Greenmarket Tuesday and Friday","2017-11-10T08:00:00.000","2017-11-10T17:00:00.000","Street Activity Permit Office","Farmers Market","Bronx"," EAST  149 STREET between MORRIS AVENUE and PARK AVENUE","South","Sidewalk and Curb Lane Closure ","1, ","40, "
"369429","Ai WeiWei Installation","2017-11-14T01:00:00.000","2017-11-14T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"376700","OCTOBER SYNTHETIC TURF CARE","2017-11-26T06:00:00.000","2017-11-26T15:00:00.000","Parks Department","Construction","Queens","Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",,"N/A","01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, "
"368882","Lawn Closure due to COnstruction","2017-11-30T00:00:00.000","2017-11-30T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"331050","Athletic Event Non Sports ","2017-11-11T09:00:00.000","2017-11-11T15:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Kerbs Boathouse ",,"N/A","64, ","22, "
"375840","Winter Village at Bryant Park","2017-11-30T00:00:00.000","2017-11-30T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"314118","Cortelyou Greenmarket Sunday","2017-12-03T08:00:00.000","2017-12-03T17:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD","North","Sidewalk and Curb Lane Closure ","14, ","70, "
"316793","2017 NO AMPLIFED SOUND","2017-11-26T07:00:00.000","2017-11-26T21:00:00.000","Parks Department","Special Event","Manhattan","Jackie Robinson Park: Bandshell ",,"N/A","10, ","30, "
"377908","Celebration","2017-11-11T13:00:00.000","2017-11-11T15:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Gapstow Bridge ",,"N/A","64, ","22, "
"380144","Miscellaneous","2017-11-19T13:00:00.000","2017-11-19T15:00:00.000","Parks Department","Special Event","Bronx","Pelham Bay Park and Orchard Beach: Orchard Beach - Hunter Island   ",,"N/A","28, ","45, "
"375862","Sidewalk Sale","2017-11-25T12:00:00.000","2017-11-25T19:00:00.000","Street Activity Permit Office","Sidewalk Sale","Bronx"," EAST FORDHAM ROAD between JEROME AVENUE and WASHINGTON AVENUE","Both","Partial Sidewalk Closure ","5, 6, 7, ","46, 48, 52, "
"375840","Winter Village at Bryant Park","2017-12-03T00:00:00.000","2017-12-03T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"321629","Pomonok Farmers Market","2017-11-08T09:00:00.000","2017-11-08T18:00:00.000","Street Activity Permit Office","Farmers Market","Queens","67-09 KISSENA BOULEVARD between MELBOURNE AVENUE and 65 AVENUE","East","Full Sidewalk Closure ","8, ","107, "
"317527","Miscellaneous","2017-11-27T08:00:00.000","2017-11-27T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",,"N/A","5, ","13, "
"317953","Borough Park Greenmarket Thursday","2017-11-09T08:00:00.000","2017-11-09T17:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," 14 AVENUE between 49 STREET and 50 STREET","West","Sidewalk and Curb Lane Closure ","12, ","66, "
"320105","St. Anthony Flea Market","2017-11-12T09:00:00.000","2017-11-12T18:00:00.000","Street Activity Permit Office","Sidewalk Sale","Manhattan"," WEST HOUSTON STREET between THOMPSON STREET and MACDOUGAL STREET","South","Sidewalk and Curb Lane Closure ","2, ","1, 6, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-11-29T00:00:00.000","2017-11-29T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"376356","Billy Johnson Playground Lawn reconstruction","2017-12-03T00:00:00.000","2017-12-03T23:00:00.000","Parks Department","Construction","Manhattan","Central Park: Johnson Playground Lawns ",,"N/A","64, ","22, "
"379046","Union Square Holiday market","2017-11-28T00:00:00.000","2017-11-28T23:59:00.000","Parks Department","Special Event","Manhattan","Union Square Park: South Plaza ",,"N/A","5, ","13, "
"376050","Violet Asuncion Music","2017-11-25T15:00:00.000","2017-11-25T16:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Garibaldi Plaza ",,"N/A","2, ","6, "
"348958","Van Cortlandt - Cross Country Wed","2017-11-08T13:00:00.000","2017-11-08T18:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ",,"N/A","26, ","50, "
"335783","October, November December model aircraft flying","2017-11-25T09:00:00.000","2017-11-25T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"330659","West Dalehead Arch Landscape Restoration","2017-12-04T00:00:00.000","2017-12-04T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: West Dalehead Arch ",,"N/A","64, ","22, "
"379353","Patterns of Nature","2017-11-12T13:00:00.000","2017-11-12T15:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Nature Center Garden   ",,"N/A","26, ","50, "
"380372","humae society of the us gala","2017-11-10T17:00:00.000","2017-11-10T23:00:00.000","Street Activity Permit Office","Street Event","Manhattan"," EAST   42 STREET between PARK AVENUE and LEXINGTON AVENUE","South","Partial Sidewalk Closure ","5, ","14, "
"376700","OCTOBER SYNTHETIC TURF CARE","2017-12-05T06:00:00.000","2017-12-05T15:00:00.000","Parks Department","Construction","Queens","Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",,"N/A","01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, "
"322415","Sidewalk Sale Days","2017-11-25T09:00:00.000","2017-11-25T21:30:00.000","Street Activity Permit Office","Sidewalk Sale","Brooklyn"," GRAHAM AVENUE between BROADWAY and BOERUM STREET","Both","Partial Sidewalk Closure ","1, ","90, 94, "
"369861","Lawn Maintenance","2017-11-25T00:00:00.000","2017-11-25T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"315096","East 67th Street Market","2017-11-11T06:00:00.000","2017-11-11T17:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan","408 EAST   67 STREET between YORK AVENUE and FIRST AVENUE","South","Partial Sidewalk Closure ","8, ","19, "
"375524","Great Hill Winter Closure","2017-12-03T00:00:00.000","2017-12-03T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"325678","Marcus Garvey Mart  MGM","2017-11-18T09:00:00.000","2017-11-18T17:00:00.000","Parks Department","Special Event","Manhattan","Marcus Garvey Park: Marcus Garvey Park ",,"N/A","11, ","25, "
"320462","Athletic Event Non Sports ","2017-11-10T13:30:00.000","2017-11-10T17:30:00.000","Parks Department","Special Event","Manhattan","Central Park: North Reservoir Landscape A ",,"N/A","64, ","22, "
"320250","Super Soccer Stars Fall 2017","2017-11-11T09:00:00.000","2017-11-11T12:30:00.000","Parks Department","Special Event","Brooklyn","South Oxford Park: Lawn ",,"N/A","2, ","88, "
"377725","Office Renovation","2017-11-16T12:30:00.000","2017-11-16T23:00:00.000","Street Activity Permit Office","Street Event","Manhattan"," READE STREET between ELK STREET and CENTRE STREET","Both","Curb Lane Only","1, ","5, "
"379636","synthetic turf care","2017-11-30T07:00:00.000","2017-11-30T13:30:00.000","Parks Department","Construction","Brooklyn","Bush Terminal Park: Soccer-01 ,Bush Terminal Park: Soccer-02 ,Bush Terminal Park: Soccer-03 ,Calvert Vaux Park: Soccer-01 ,Calvert Vaux Park: Soccer-02 ,Sunset Park: Soccer-01A ,Sunset Park: Soccer-01B ,Sunset Park: Softball-01 ,Heckscher Playground: Soccer-01 ,Saratoga Ballfields: Multi Purpose Play Area-01 ,Nostrand Playground (PS 269): Soccer-01 ,Nostrand Playground (PS 269): Softball-01 ,Red Hook Recreation Area: Soccer-01 ,Bill Brown Playground: Soccer-01 ,Bill Brown Playground: Softball-01",,"N/A","03, 04, 06, 07, 08, 11, 13, 14, 15, 16, 17, 2, 4, ","60, 61, 62, 67, 70, 72, 73, 76, 78, 79, 83, 84, "
"375525","East Meadow Winter CLosure","2017-11-12T00:00:00.000","2017-11-12T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"324814","Model Helicopter Flying","2017-11-28T08:00:00.000","2017-11-28T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"373666","Athletic Event Non Sports ","2017-12-04T19:00:00.000","2017-12-04T20:00:00.000","Parks Department","Special Event","Manhattan","Marcus Garvey Park: Marcus Garvey Park ",,"N/A","11, ","25, "
"375840","Winter Village at Bryant Park","2017-11-08T00:00:00.000","2017-11-08T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"365179","Miscellaneous","2017-11-16T09:00:00.000","2017-11-16T13:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Ross Pinetum East ",,"N/A","64, ","22, "
"338048","Radio Control Airplanes","2017-11-17T08:00:00.000","2017-11-17T14:00:00.000","Parks Department","Special Event","Bronx","Ferry Point Park: Ferry Point Park ",,"N/A","10, ","45, "
"349643","Jackson Heights Relocated Greenmarket","2017-11-12T08:00:00.000","2017-11-12T17:00:00.000","Street Activity Permit Office","Farmers Market","Queens"," 79 STREET between NORTHERN BOULEVARD and 34 AVENUE","East","Sidewalk and Curb Lane Closure ","3, ","115, "
"342350","Healthy Food Initiative","2017-11-22T14:30:00.000","2017-11-22T18:30:00.000","Street Activity Permit Office","Farmers Market","Bronx","1406 TOWNSEND AVENUE between EAST  170 STREET and EAST  171 STREET","East","Partial Sidewalk Closure ","4, ","44, "
"381180","Cedar Hill Winter Closure until April 7, 2018","2017-11-24T00:00:00.000","2017-11-24T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Cedar Hill ",,"N/A","64, ","22, "
"380661","Nature Awareness","2017-11-15T10:00:00.000","2017-11-15T13:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: John Kieran Nature Trail ",,"N/A","26, ","50, "
"334661","GallopNYC Therapeutic Horsemanship at Bowling Green","2017-11-19T09:00:00.000","2017-11-19T16:00:00.000","Parks Department","Special Event","Brooklyn","Parade Ground: Bowling Green Lawn ",,"N/A","14, ","70, "
"320927","Picnic House event","2017-11-25T01:00:00.000","2017-11-25T22:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Picnic House ,Prospect Park: Picnic House South ",,"N/A","55, ","78, "
"347757","restoration project","2017-11-22T00:00:00.000","2017-11-22T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"321755","PS 57 Youthmarket","2017-11-08T08:00:00.000","2017-11-08T16:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," EAST  115 STREET between 3 AVENUE and LEXINGTON AVENUE","South","Partial Sidewalk Closure ","11, ","23, 25, "
"376877","PE Classes","2017-11-14T08:00:00.000","2017-11-14T15:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"380832","Religious Event","2017-11-08T16:00:00.000","2017-11-08T19:00:00.000","Street Activity Permit Office","Religious Event","Brooklyn"," 43 STREET between NEW UTRECHT AVENUE and FT HAMILTON PARKWAY","Full","Full Street Closure ","12, ","66, "
"376700","OCTOBER SYNTHETIC TURF CARE","2017-11-14T06:00:00.000","2017-11-14T15:00:00.000","Parks Department","Construction","Queens","Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",,"N/A","01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, "
"324814","Model Helicopter Flying","2017-11-10T08:00:00.000","2017-11-10T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"380132","Calvin Klein Holiday Pop Up Shop","2017-11-01T06:00:00.000","2017-11-14T21:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," PRINCE STREET between MERCER STREET and BROADWAY","South","Curb Lane Only","2, ","1, "
"381181","Dairy Lawn Winter Closure until April 7, 2018","2017-12-03T00:00:00.000","2017-12-03T23:59:00.000","Parks Department","Special Event","Manhattan","Central Park: Dairy Lawn ",,"N/A","64, ","22, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-11T08:00:00.000","2017-11-11T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"330659","West Dalehead Arch Landscape Restoration","2017-11-14T00:00:00.000","2017-11-14T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: West Dalehead Arch ",,"N/A","64, ","22, "
"374193","NYRR Open Run - Highland park","2017-11-11T08:00:00.000","2017-11-11T09:00:00.000","Parks Department","Special Event","Queens","Highland Park: Reservoir Path ",,"N/A","5, ","104, "
"374463","Cyclocross Practice","2017-11-15T19:00:00.000","2017-11-15T21:00:00.000","Parks Department","Special Event","Manhattan","Randall's Island Park: Wards Meadow Lawns ",,"N/A","11, ","25, "
"377153","Permitted Film Event","2017-10-16T06:00:00.000","2017-11-11T22:00:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","Hudson Theatre: 139-141 West 44th Street ",,"N/A","5, ","14, "
"358771","Staten Island Athletic Club Fun Run","2017-11-12T09:00:00.000","2017-11-12T11:00:00.000","Parks Department","Special Event","Staten Island","Clove Lakes Park: Trails Clove Lakes ",,"N/A","1, ","120, "
"369856","Lawn Maintenance","2017-12-07T00:00:00.000","2017-12-07T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Magnolia Lawn ",,"N/A","5, ","13, "
"369861","Lawn Maintenance","2017-11-27T00:00:00.000","2017-11-27T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"381181","Dairy Lawn Winter Closure until April 7, 2018","2017-11-30T00:00:00.000","2017-11-30T23:59:00.000","Parks Department","Special Event","Manhattan","Central Park: Dairy Lawn ",,"N/A","64, ","22, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-20T08:00:00.000","2017-11-20T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"366760","Field Reconstruction","2017-11-19T06:00:00.000","2017-11-19T23:00:00.000","Parks Department","Construction","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",,"N/A","11, ","25, "
"329649","Girls Scouts","2017-11-18T10:00:00.000","2017-11-18T14:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Concert Grove ",,"N/A","55, ","78, "
"377668","Doritos Drop Zone","2017-11-10T10:00:00.000","2017-11-11T17:00:00.000","Parks Department","Special Event","Manhattan","Randall's Island Park: Harlem River Event Area ",,"N/A","11, ","25, "
"377877","Black Friday Hike: hike the Midwood","2017-11-24T11:00:00.000","2017-11-24T13:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Midwood Path ",,"N/A","55, ","78, "
"337439","Public Tours - Wednesdays","2017-12-06T11:00:00.000","2017-12-06T12:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Fountain Terrace ",,"N/A","5, ","14, "
"364912","Miscellaneous","2017-11-09T08:00:00.000","2017-11-09T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"375840","Winter Village at Bryant Park","2017-12-04T00:00:00.000","2017-12-04T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"379802","Prodject - Chanel Event","2017-11-13T10:00:00.000","2017-11-13T22:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," MERCER STREET between BROOME STREET and SPRING STREET","Both","Curb Lane Only","2, ","1, "
"366760","Field Reconstruction","2017-11-28T06:00:00.000","2017-11-28T23:00:00.000","Parks Department","Construction","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",,"N/A","11, ","25, "
"367381","Celebration","2017-11-10T14:30:00.000","2017-11-10T16:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Ladies' Pavilion ",,"N/A","64, ","22, "
"335206","Juggling","2017-12-06T12:00:00.000","2017-12-06T13:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"378271","Trail Mix-up","2017-12-03T09:00:00.000","2017-12-03T17:00:00.000","Parks Department","Special Event","Queens","Alley Pond Park: Trails - Winchester Blvd & Grand Central Pkwy   ",,"N/A","11, ","111, "
"380597","Turf Maintenance","2017-11-17T07:30:00.000","2017-11-17T13:30:00.000","Parks Department","Construction","Manhattan","Corlears Hook Park: Soccer-01 ,Asser Levy Playground: Mini-Soccer-01 ,Chelsea Park: Soccer-01 ,Sara D. Roosevelt Park: Lion's Gate-Soccer-03 ,Sara D. Roosevelt Park: Nike Field-Soccer-02 ,De Witt Clinton Park: Soccer-01 ",,"N/A","03, 04, 06, ","10, 13, 18, 5, 7, "
"379046","Union Square Holiday market","2017-11-18T00:00:00.000","2017-11-18T23:59:00.000","Parks Department","Special Event","Manhattan","Union Square Park: South Plaza ",,"N/A","5, ","13, "
"374769","Miscellaneous","2017-11-23T07:00:00.000","2017-11-23T23:59:00.000","Parks Department","Construction","Manhattan","East River Park: Soccer-01 ,East River Park: Track-01 ",,"N/A","03, ","9, "
"375840","Winter Village at Bryant Park","2017-11-28T00:00:00.000","2017-11-28T23:59:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"324814","Model Helicopter Flying","2017-11-22T08:00:00.000","2017-11-22T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"365144","Flying Radio Controled Model Planes at field","2017-12-07T08:00:00.000","2017-12-07T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"317259","5k Multi Charity RunWalk","2017-11-12T09:00:00.000","2017-11-12T11:00:00.000","Parks Department","Special Event","Manhattan","Riverside Park: Promenade 100th-110th Street-RSP ,Riverside Park: Promenade Lower - 79th-95th Streets ",,"N/A","7, 9, ","20, 24, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-12-08T00:00:00.000","2017-12-08T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"330659","West Dalehead Arch Landscape Restoration","2017-12-03T00:00:00.000","2017-12-03T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: West Dalehead Arch ",,"N/A","64, ","22, "
"375159","Block 500 Clean Up","2017-11-18T12:00:00.000","2017-11-18T15:00:00.000","Street Activity Permit Office","Clean-Up","Brooklyn"," LAFAYETTE AVENUE between BEDFORD AVENUE and NOSTRAND AVENUE","Both","Full Sidewalk Closure ","3, ","79, "
"340727","East New York Farms Farmers Market","2017-11-25T07:30:00.000","2017-11-25T18:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," SCHENCK AVENUE between NEW LOTS AVENUE and LIVONIA AVENUE","Both","Full Sidewalk Closure ","5, ","75, "
"380355","Celebration","2017-12-02T10:30:00.000","2017-12-02T12:30:00.000","Parks Department","Special Event","Manhattan","Central Park: Cop Cot ",,"N/A","64, ","22, "
"369429","Ai WeiWei Installation","2017-11-20T01:00:00.000","2017-11-20T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"377858","Wedding","2017-11-17T17:00:00.000","2017-11-17T22:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Picnic House ",,"N/A","55, ","78, "
"373664","Athletic Event Non Sports ","2017-11-13T19:00:00.000","2017-11-13T20:00:00.000","Parks Department","Special Event","Manhattan","Marcus Garvey Park: Marcus Garvey Park ",,"N/A","11, ","25, "
"351520","South Village  Farmer's Market","2017-11-13T11:00:00.000","2017-11-13T16:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," AVENUE OF THE AMERICAS between CARMINE STREET and WEST    3 STREET","West","Partial Sidewalk Closure ","2, ","6, "
"335783","October, November December model aircraft flying","2017-12-04T09:00:00.000","2017-12-04T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"369850","Lawn Maintenance","2017-11-08T00:00:00.000","2017-11-08T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Center Lawn ",,"N/A","5, ","13, "
