"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.77790948533415 40.73683502578544)","1027.0","4","Queens","408","23","25","11","6","3349.0","Municipal Facilities","2016-07-11T00:00:00.000","195-02 69th Avenue","195-02 69th Avenue","69th Avenue","195th Lane & 197th Street","Queens","408.0","Not Applicable","Not Applicable","40.7368350258","-73.7779094853","Fresh Meadows-Utopia","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.99420576148815 40.743385856464435)","1081.0","1","Manhattan","104","3","75","27","12","2219.0","General","2015-10-28T00:00:00.000","140 West 23rd Street","140 West 23rd Street","West 23rd Street","6th Avenue and 7th Avenue","Manhattan","104.0","Not Applicable","Not Applicable","40.7433858565","-73.9942057615","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.93857826755587 40.85105521753117)","2022.0","1","Manhattan","112","10","71","31","13","2266.0","General","2013-12-02T00:00:00.000","801 W 181st street","801 W 181st street","W 181st Street","Pinehurst Avenue & Fort Washington Avenue","Manhattan","112.0","Not Applicable","Not Applicable","40.8510552175","-73.9385782676","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9026435217016 40.668053229477025)","487.0","3","Brooklyn","316","42","55","19","8","2962.0","Municipal Facilities","2015-01-02T00:00:00.000","436 Sutter Avenue","276 Junius Street","Junius Street","Sutter Avenue & Blake Avenue","Brooklyn","316.0","B14","Not Applicable","40.6680532295","-73.9026435217","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.9546638778827 40.77900800795103)","1360.0","1","Manhattan","108","5","73","28","12","1489.0","General","2013-05-21T00:00:00.000","150 East 86th Street","150 East 86th Street","86th Street","Lexington and 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.779008008","-73.9546638779","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.943278942659 40.60714412071851)","123.0","3","Brooklyn","315","48","41","17","9","4168.0","Bus Route","2018-09-28T00:00:00.000","2924 Avenue R","3156 Nostrand Avenue","Nostrand Avenue","Avenue R & Avenue S","Brooklyn","315.0","B44","Not Applicable","40.6071441207","-73.9432789427","Madison","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.96250553277856 40.682685445184084)","1963.0","3","Brooklyn","302","35","57","25","8","1534.0","Plaza","2012-04-01T00:00:00.000","19 Putnam Avenue","19 Putnam Avenue","Plaza","Fulton Street & Grand Avenue","Brooklyn","302.0","Not Applicable","Fulton Area Business (FAB) Alliance","40.6826854452","-73.9625055328","Clinton Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8625749634915 40.74953406636623)","1941.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.98184173951489 40.627596108891424)","224.0","3","Brooklyn","312","44","48","17","10","3396.0","Bus Route","2016-10-29T00:00:00.000","5002 18th Avenue","5002 18th Avenue","18th Avenue","50th Street & 51st Street","Brooklyn","312.0","B8","Not Applicable","40.6275961089","-73.9818417395","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.90949857522985 40.83246871700314)","1658.0","2","Bronx","203","16","79","32","15","2472.0","Health Care Facilities","2014-06-20T00:00:00.000","1230 Webster Avenue","1230 Webster Avenue","East 168th Street","Park Avenue and Webster Avenue","Bronx","203.0","BX35","Not Applicable","40.832468717","-73.9094985752","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.89042083033063 40.650988088777666)","338.0","3","Brooklyn","318","42","60","19","8","4011.0","Bus Route","2018-02-26T00:00:00.000","11779 Flatlands Avenue","11779 Flatlands Avenue","Flatlands Avenue","Louisiana Avenue & Williams Avenue","Brooklyn","318.0","B82","Not Applicable","40.6509880888","-73.8904208303","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.77262125603846 40.766880321027394)","1291.0","4","Queens","411","19","26","11","6","1505.0","BID","2013-01-25T00:00:00.000","36-41 Bell Blvd","36-41 Bell Blvd","Bell Blvd","36th and 38th Avenues","Queens","411.0","Not Applicable","Bell Blvd BBA","40.766880321","-73.772621256","Bayside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.80390568163837 40.71989945462575)","932.0","4","Queens","408","24","25","14","6","3206.0","General","2016-05-05T00:00:00.000","81-15 164th Street","81-15 164th Street","164th Street","81st Avenue & Goethals Avenue","Queens","408.0","Not Applicable","Not Applicable","40.7198994546","-73.8039056816","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99731926627683 40.59874382477595)","76.0","3","Brooklyn","311","47","47","23","11","4166.0","Bus Route","2018-09-21T00:00:00.000","8758 Bay Parkway","8758 Bay Parkway","Bay Parkway","Bath Avenue & Benson Street","Brooklyn","311.0","B82","Not Applicable","40.5987438248","-73.9973192663","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 2.0"
"POINT (-73.80667452597591 40.67472178432622)","553.0","4","Queens","410","28","31","10","5","2181.0","General","2013-09-23T00:00:00.000","131-14 Rockaway Boulevard","131-14 Rockaway Boulevard","Rockaway Boulevard","131st Street and 132th Street","Queens","410.0","Not Applicable","Not Applicable","40.6747217843","-73.806674526","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.97792507158258 40.698139138125505)","752.0","3","Brooklyn","302","33","50","26","7","4078.0","General","2018-05-07T00:00:00.000","275 Flushing Avenue","275 Flushing Avenue","Flushing Avenue","North Elliot Place & North Portland Avenue","Brooklyn","302.0","B57","Not Applicable","40.6981391381","-73.9779250716","Brooklyn Navy Yard","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","BACKLESS 2.0"
"POINT (-73.8604099896235 40.75371227340124)","1181.0","4","Queens","403","21","35","13","14","3963.0","Senior Safety","2018-02-09T00:00:00.000","37-16 108th Street","37-16 108th Street","108th Street","37th Street & 38th Street","Queens","403.0","Not Applicable","Not Applicable","40.7537122734","-73.8604099896","North Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.85678860937738 40.8477507962462)","1738.0","2","Bronx","211","13","82","34","14","2536.0","Municipal Facilities","2014-06-24T00:00:00.000","974 Morris Park Avenue","974 Morris Park Avenue","Morris Park Avenue","Radcliff Avenue and Colden Avenue","Bronx","211.0","BX21","Not Applicable","40.8477507962","-73.8567886094","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.93514411683557 40.62084545012766)","192.0","3","Brooklyn","318","45","41","19","9","2582.0","Municipal Facilities","2014-07-03T00:00:00.000","1501 Hendrickson Street","2000 Flatbush Avenue","Flatbush Avenue","Flatlands Avenue & Avenue M","Brooklyn","318.0","B41","Not Applicable","40.6208454501","-73.9351441168","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.96958455775454 40.79625872571248)","1460.0","1","Manhattan","107","7","69","30","10","3343.0","Municipal Facilities","2016-05-21T00:00:00.000","225 W 99th Street","225 W 99th Street","W 99th Street","Broadway and Amsterdam Avenue","Manhattan","107.0","Not Applicable","Columbus/Amsterdam","40.7962587257","-73.9695845578","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.77071777207365 40.67271318529175)","536.0","4","Queens","412","28","32","10","5","955.0","Senior Center","2013-02-05T00:00:00.000","169-09 137th Avenue","169-09 137th Avenue","137th Avenue","169th & 170th Street","Queens","412.0","Not Applicable","Not Applicable","40.6727131853","-73.7707177721","Springfield Gardens (North)-Rochdale Village","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-74.002433411866 40.686025060322564)","668.0","3","Brooklyn","306","39","52","26","7","3109.0","General","2015-05-22T00:00:00.000","100 Columbia Street","100 Columbia Street","Columbia Street","Kane Street and Degraw Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6860250603","-74.0024334119","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","2","BACKED 1.0"
"POINT (-74.01147354992288 40.71444174341751)","900.0","1","Manhattan","101","1","66","26","10","1940.0","BID","2018-07-31T00:00:00.000","255 Greenwich Street","255 Greenwich Street","Murray Street","Greenwhich Street & West Broadway","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.7144417434","-74.0114735499","Tribeca-Civic Center","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","BACKED 2.0"
"POINT (-73.98558555918093 40.68955474723767)","685.0","3","Brooklyn","302","33","52","25","8","991.0","BID",,"210 Livingston Street","210 Livingston Street","Livingston Street","Gallatin Place and Hoyt Street","Brooklyn","302.0","B41","Court-Livingston-Schermerhorn","40.6895547472","-73.9855855592","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.9515123205462 40.74334803295456)","1074.0","4","Queens","402","26","37","12","12","2814.0","General","2014-10-29T00:00:00.000","10-93 Jackson Avenue","10-93 Jackson Avenue","11th Street","11th Street and 49th Avenue","Queens","402.0","B62","Not Applicable","40.743348033","-73.9515123205","Long Island City-Hunters Point","AE",,"3","BACKED 1.0"
"POINT (-73.95979801326833 40.66735722494817)","475.0","3","Brooklyn","309","35","57","20","9","3279.0","General","2016-06-06T00:00:00.000","49 Crown Street","49 Crown Street","Crown Street","Franklin Avenue & Washington Avenue","Brooklyn","309.0","Not Applicable","Not Applicable","40.6673572249","-73.9597980133","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94057128275553 40.79231182380013)","1423.0","1","Manhattan","111","8","68","29","13","3879.0","General","2018-02-05T00:00:00.000","308 E. 109th Street","308 E. 109th Street","E. 109th Street","2nd Avenue & 1st Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.7923118238","-73.9405712828","East Harlem (South)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","Unknown"
"POINT (-73.95010051764775 40.65502314917492)","2079.0","3","Brooklyn","317","40","43","20","9","3051.0","Bus Route","2016-08-04T00:00:00.000","1300 Nostrand Avenue","1300 Nostrand Avenue","Nostrand Avenue","Lenox Road & Clarkson Avenue","Brooklyn","317.0","B44","Not Applicable","40.6550231492","-73.9501005176","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97555256266206 40.685369748113)","641.0","3","Brooklyn","302","35","57","25","8","3135.0","AAR","2015-08-14T00:00:00.000","55 Hanson Place","55 Hanson Place","S Elliot Place","S Elliot Place & Fort Greene Place","Brooklyn","302.0","Not Applicable","Not Applicable","40.6853697481","-73.9755525627","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97289787166098 40.7903299974685)","1413.0","1","Manhattan","107","6","67","30","10","3938.0","Senior Safety","2018-01-02T00:00:00.000","621 Amsterdam Avenue","621 Amsterdam Avenue","Amsterdam Avenue","90th Street & 91st Street","Manhattan","107.0","Not Applicable","Not Applicable","40.7903299975","-73.9728978717","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-74.00773824976478 40.72419008004224)","2052.0","1","Manhattan","102","3","66","26","10","2688.0","BID","2014-12-12T00:00:00.000","225 Hudson Street","225 Hudson Street","Hudson Street","Canal Street & Broome Street","Manhattan","102.0","Not Applicable","Hudson Square Connection","40.72419008","-74.0077382498","SoHo-Little Italy-Hudson Square","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","BACKED 1.0"
"POINT (-73.91951424075322 40.825927189956026)","2195.0","2","Bronx","204","16","79","32","15","32.0","SBS","2017-08-30T00:00:00.000","265 E 161st Street","265 E 161st Street","E 161st Street","Sherman Avenue & Grant Avenue","Bronx","16.0","BX06",,"40.82592719","-73.9195142408","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.80498091942016 40.70124191879914)","2239.0","4","Queens","412","27","32","10","5","75.0","Bus Route",,"Archer Avenue between 150th & 151st Street","149-15 Archer Ave, Jamaica, NY 11435","Archer Avenue","150th & 151st Street","Queens","35.0","q34",,"40.7012419188","-73.8049809194","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.95770556985443 40.67135575003355)","525.0","3","Brooklyn","308","35","57","20","9","2879.0","General","2015-07-14T00:00:00.000","805 Franklin Avenue","805 Franklin Avenue","Franklin Avenue","Lincoln Place & Eastern Parkway","Brooklyn","308.0","Not Applicable","Crow Hill Community Association","40.67135575","-73.9577055699","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8333343580502 40.87367014915797)","1841.0","2","Bronx","210","12","82","36","16","1352.0","General","2013-01-11T00:00:00.000","750 Baychester Avenue","750 Baychester Avenue","Baychester Avenue","Aldrich Street and Donizetti Place","Bronx","210.0","Not Applicable","Not Applicable","40.8736701492","-73.8333343581","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.84402960563962 40.684810743111065)","636.0","4","Queens","409","32","38","15","7","2955.0","Municipal Facilities","2014-12-22T00:00:00.000","97-08 101st Avenue","97-08 101st Avenue","101st Avenue","97th Street & 98th Street","Queens","409.0","Q8","Not Applicable","40.6848107431","-73.8440296056","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.8962053195979 40.82109258244876)","1583.0","2","Bronx","202","17","85","32","15","4123.0","Bus Route","2018-07-12T00:00:00.000","938 East 163rd Street","938 East 163rd Street","East 163rd Street","Intervale Avenue & Kelly Street","Bronx","202.0","BX6","Not Applicable","40.8210925824","-73.8962053196","Longwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.92443526901988 40.84224788455041)","1699.0","2","Bronx","204","16","77","29","15","3477.0","Bus Route","2017-02-04T00:00:00.000","1399 Ogden Avenue","1399 Ogden Avenue","Ogden Aveue","W 179th Street & W 171st Street","Bronx","204.0","BX13","Not Applicable","40.8422478846","-73.924435269","Highbridge","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.94236935520752 40.668360469361915)","488.0","3","Brooklyn","309","35","43","20","9","2007.0","General","2013-06-20T00:00:00.000","310 Kingston Avenue","310 Kingston Avenue","Kingston Avenue","President Street & Union Street","Brooklyn","309.0","Not Applicable","Not Applicable","40.6683604694","-73.9423693552","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8625749634915 40.74953406636623)","1936.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.92641900653709 40.86598128591512)","1809.0","1","Manhattan","112","10","72","31","13","3139.0","General","2015-09-12T00:00:00.000","4781 Broadway","4781 Broadway","Broadway","Dyckman Street & Cumming Street","Manhattan","112.0","Not Applicable","Not Applicable","40.8659812859","-73.9264190065","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.89310125251983 40.86177059047936)","1790.0","2","Bronx","205","15","78","33","15","1199.0","BID","2012-10-22T00:00:00.000","350 East Fordham Road","350 East Fordham Road","East Fordham Road","Elm Place and Marion Avenues","Bronx","205.0","Not Applicable","Fordham Road","40.8617705905","-73.8931012525","Fordham Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95098622159672 40.66339232537944)","2171.0","3","Brooklyn","309","40","43","20","9","8.0","SBS","2016-11-19T00:00:00.000","1024 Nostrand Avenue","1024 Nostrand Avenue","Nostrand Avenue","Empire Blvd & Sterling Street","Brooklyn","0.0","B44",,"40.6633923254","-73.9509862216","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.94700162974718 40.75648064540368)","1213.0","4","Queens","401","26","37","12","12","4031.0","Bus Route","2018-04-26T00:00:00.000","40-13 Vernon Boulevard","9-99 41st Avenue","41st Avenue","Vernon Boulevard & 10th Street","Queens","401.0","Q102","Not Applicable","40.7564806454","-73.9470016297","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 2.0"
"POINT (-73.99510907190187 40.635483088667684)","2107.0","3","Brooklyn","312","44","48","17","10","3767.0","Senior Safety","2018-01-03T00:00:00.000","5013 12th Avenue","5013 12th Avenue","12th Avenue","New Utrectht Avenue & 51st Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.6354830887","-73.9951090719","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.95905359548973 40.70941498735561)","2037.0","3","Brooklyn","301","34","50","18","7","2447.0","Plaza","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","South 5th Street, Havemeyer Street & Broadway","South 5th Street, Havemeyer Street & Broadway","Brooklyn","301.0","Not Applicable","Not Applicable","40.7094149874","-73.9590535955","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.96658054203982 40.7943348547405)","1445.0","1","Manhattan","107","7","69","30","10","1275.0","General","2013-10-11T00:00:00.000","808 Columbus Avenue","808 Columbus Avenue","Columbus Avenue","West 98th & West 99th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.7943348547","-73.966580542","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.98745817139923 40.73566329261986)","1015.0","1","Manhattan","106","2","74","28","12","2120.0","Community Health Centers","2013-08-12T00:00:00.000","40 Irving Place","40 Irving Place","Irving place","E 16th Street and E 17th Street","Manhattan","106.0","Not Applicable","Not Applicable","40.7356632926","-73.9874581714","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90727462212948 40.7568555161615)","1206.0","4","Queens","401","26","30","13","14","2946.0","Municipal Facilities","2014-11-12T00:00:00.000","54-06 31st Avenue","31-05 54th Street","54th Street","31st Avenue & 32nd Avenue","Queens","401.0","Q18","Not Applicable","40.7568555162","-73.9072746221","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99737491413002 40.679114112303026)","589.0","3","Brooklyn","306","39","52","26","7","3957.0","General","2018-01-12T00:00:00.000","415 Court Street","415 Court Street","Court Street","2nd Place & 3rd Place","Brooklyn","306.0","Not Applicable","Not Applicable","40.6791141123","-73.9973749141","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.93983688337636 40.83014517633388)","2084.0","1","Manhattan","109","9","71","30","13","3188.0","General","2016-06-01T00:00:00.000","433 Edgecomb Avenue","433 Edgecomb Avenue","W 155th Street","Amsterdan Avenue & Audubon Avenue","Manhattan","109.0","BX06","Not Applicable","40.8301451763","-73.9398368834","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9590936131341 40.70914833683314)","1888.0","3","Brooklyn","301","34","50","18","7","4255.0","Bus Route","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","Havemeyer Street","Broadway and S 5th Street","Brooklyn","301.0","B46","Not Applicable","40.7091483368","-73.9590936131","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.92003582929891 40.83114097425587)","1643.0","2","Bronx","204","16","77","32","15","2311.0","General","2014-01-08T00:00:00.000","1040 Grand Concourse","1040 Grand Concourse","Grand Concourse","E165th & E166th Street","Bronx","204.0","BX1","Not Applicable","40.8311409743","-73.9200358293","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.92230010191899 40.82481004555649)","1611.0","2","Bronx","204","16","79","32","15","3130.0","AAR","2015-08-06T00:00:00.000","790 Concourse Village West","790 Concourse Village West","Concourse Village West","East 153rd Street & Thurmon Munson Way","Bronx","204.0","Not Applicable","Not Applicable","40.8248100456","-73.9223001019","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.98590131260954 40.68895624216444)","678.0","3","Brooklyn","302","33","52","25","8","1891.0","Other","2013-05-01T00:00:00.000","45 Hoyt Street","45 Hoyt Street","Schermerhorn Street","Schermerhorn Street & Livingston Street","Brooklyn","302.0","Not Applicable","Court-Livingston-Schermerhorn","40.6889562422","-73.9859013126","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.9835501809722 40.739108756887255)","1038.0","1","Manhattan","106","2","75","28","12","1144.0","Senior Center",,"149 East 23rd Street","149 East 23rd Street","East 23rd Street","Lexington Avenue & 3rd Avenue","Manhattan","106.0","M23","Not Applicable","40.7391087569","-73.983550181","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-74.00795079575836 40.72744270142422)","969.0","1","Manhattan","102","3","66","27","10","983.0","BID","2012-10-24T00:00:00.000","103 Charlton Street","103 Charlton Street","Charlton Street","Broome and Grand Streets","Manhattan","102.0","Not Applicable","Hudson Square Connection","40.7274427014","-74.0079507958","SoHo-Little Italy-Hudson Square","X","AREA OF MINIMAL FLOOD HAZARD","2","BACKED 1.0"
"POINT (-73.88356335430761 40.74976517815515)","1154.0","4","Queens","403","21","39","13","14","2425.0","General","2014-05-12T00:00:00.000","82-18 37th Avenue","82-18 37th Avenue","37th Avenue","82nd Street and 83rd Street","Queens","403.0","Not Applicable","82nd Street","40.7497651782","-73.8835633543","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9390614332975 40.67389745837072)","546.0","3","Brooklyn","308","36","56","25","9","1802.0","Senior Center","2013-05-30T00:00:00.000","196 Albany Avenue","196 Albany Avenue","Albany Avenue","St Marks Place and Prospect Place","Brooklyn","308.0","Not Applicable","Not Applicable","40.6738974584","-73.9390614333","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90027057759731 40.84887171360414)","1743.0","2","Bronx","206","15","86","33","15","2438.0","Health Care Facilities","2014-05-01T00:00:00.000","1946 Webster Avenue","1946 Webster Avenue","Webster Avenue","E. Tremont Avenue and E. 178th Street","Bronx","206.0","Not Applicable","Not Applicable","40.8488717136","-73.9002705776","Mount Hope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.14145946153927 40.624546823701145)","211.0","5","Staten Island","501","50","61","24","11","1676.0","Bus Route","2013-01-29T00:00:00.000","1600 Forest Avenue","1600 Forest Avenue","Forest Avenue","Crystal Avenue & Decker Avenue","Staten Island","501.0","S48","Not Applicable","40.6245468237","-74.1414594615","Westerleigh-Castleton Corners","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.93349581323426 40.691869176673656)","705.0","3","Brooklyn","303","36","56","25","8","2913.0","Municipal Facilities","2015-01-13T00:00:00.000","125 Stuyvesant Avenue","970 Lafayette Avenue","Lafayette Avenue","Stuyvesant Avenue & Malcolm X Boulevard","Brooklyn","303.0","B38","Not Applicable","40.6918691767","-73.9334958132","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.75318163904649 40.60298875595714)","95.0","4","Queens","414","31","23","10","5","2446.0","Plaza","2015-12-09T00:00:00.000","10-31 Beach 20th Street","10-31 Beach 20th Street","Plaza","Beach 20th & Beach 21st Street","Queens","414.0","Not Applicable","Not Applicable","40.602988756","-73.753181639","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1","BACKED 1.0"
"POINT (-73.96799900737982 40.79194695066052)","1418.0","1","Manhattan","107","6","69","30","10","3056.0","General","2015-02-05T00:00:00.000","703 Columbus Avenue","703 Columbus Avenue","Columbus Avenue","W 94th Street & W 95th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.7919469507","-73.9679990074","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.87664205949775 40.68222345718464)","621.0","3","Brooklyn","305","37","54","18","7","2393.0","Senior Center","2014-03-06T00:00:00.000","3208 Fulton Street","3208 Fulton Street","Richmond Street","Fulton Street & Force Tube Avenue","Brooklyn","305.0","Not Applicable","Not Applicable","40.6822234572","-73.8766420595","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9147467059924 40.70689749998367)","836.0","4","Queens","405","34","37","12","7","2751.0","Municipal Facilities","2014-11-14T00:00:00.000","378 Seneca Avenue","378 Seneca Avenue","Seneca Avenue","Stockholm Street & Stanhope Street","Queens","405.0","Not Applicable","Not Applicable","40.7068975","-73.914746706","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90121067045992 40.86919825360998)","1824.0","2","Bronx","208","14","81","33","13","2563.0","Municipal Facilities","2014-06-27T00:00:00.000","118 Eames Place","118 Eames Place","Eames Place","Claflin Avenue and University Avenue","Bronx","208.0","Not Applicable","Not Applicable","40.8691982536","-73.9012106705","Kingsbridge Heights-Van Cortlandt Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94746874478247 40.77565407924988)","1323.0","1","Manhattan","108","5","76","28","12","1997.0","General","2013-07-10T00:00:00.000","1625 York Avenue","1625 York Avenue","York Avenue","E 85th & E 86th Street","Manhattan","108.0","M31","Not Applicable","40.7756540792","-73.9474687448","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-74.00058329035866 40.65779806688703)","392.0","3","Brooklyn","307","38","51","20","7","1606.0","General","2013-01-07T00:00:00.000","825 Fourth Avenue","825 Fourth Avenue","4th Avenue","29th Street & 30th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.6577980669","-74.0005832904","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
