"mailed_date","boro","block","lot","ease","address_1","address_2","address_3","city_state_zip","country","tax_class","bld_class","original_market_value","original_assessed_value","original_exemption","original_transitional_assessed_value","original_transitional_exemption","original_taxable_value","revised_market_value","revised_assessed_value","revised_exemption","revised_transitional_assessed_value","revised_transitional_exemption","revised_taxable_value","rc_1","rc2","rc3","rc4","rc5","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2016-03-18T00:00:00.000","1","16","3500",,,"225       RECTOR PLACE","UNIT PH1D","NEW YORK             NY 10280",,"2","R4","516888","232600","232600","182311","182311","0","516888","232600","232600","173785","173785","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3502",,,"225       RECTOR PLACE","UNIT PH1E","NEW YORK             NY 10280",,"2","R4","677492","304871","304871","238962","238962","0","677492","304871","304871","227789","227789","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3504",,"C/O STEVEN E. BING, ESQ.","276       FIFTH AVENUE","SUITE 100","NEW YORK             NY 10001",,"2","R4","299137","134612","134612","105510","105510","0","299137","134612","134612","100575","100575","0","E1","X",,,,"MANHATTAN","10001","40.745658","-73.986596","5","4","76","1015765","1008310042","Midtown-Midtown South"
"2016-03-18T00:00:00.000","1","16","3506",,,"225       RECTOR PL","APT 2DD","NEW YORK             NY 10280-1186",,"2","R4","215682","97057","97057","70773","70773","0","215682","97057","97057","67216","67216","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3507",,,"225       RECTOR PL","UNIT NRUB","NEW YORK             NY 10280-1116",,"4","R5","4844","2180","2180","2050","2050","0","4844","2180","2180","1972","1972","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3508",,,"225       RECTOR PL","UNIT NRUC","NEW YORK             NY 10280-1116",,"4","R5","212562","95653","95653","90053","90053","0","212562","95653","95653","86533","86533","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3509",,,"225       RECTOR PL","UNIT NRUD","NEW YORK             NY 10280-1116",,"4","R5","31595","14218","14218","13381","13381","0","31595","14218","14218","12861","12861","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","8073",,,"22        SWARTHMORE LN",,"DIX HILLS            NY 11746-4829",,"2","R4","285532","128489","128489","106379","106379","0","285532","128489","69375","106379","58320","48059","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","28","1",,,"3         HANOVER SQ",,"NEW YORK             NY 10004-2615",,"2","D0","41215000","18546750","271329","17924010","269180","17654830","41215000","18546750","276049","17924010","273900","17650110","X",,,,,"MANHATTAN","10004","40.704808","-74.009623","1","1","7","1000831","1000280001","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","31","1002",,"C/O THE HAKIMIAN ORGANIZATION,","8         WEST 40TH STREET","SIXTH FLO","NEW YORK             NY 10018",,"4","RH","73481000","33066450","11756305","31439398","11756305","19683093","73481000","33066450","11756305","30187846","11756305","18431541","E1",,,,,"MANHATTAN","10018","40.752453","-73.982452","5","4","84","1016048","1008410054","Midtown-Midtown South"
"2016-03-18T00:00:00.000","1","55","1002",,,"431       CANAL ST",,"NEW YORK             NY 10013-1915",,"4","RB","741367","333615","0","394432","0","333615","741367","333615","333615","394432","394432","0","X",,,,,"MANHATTAN","10013","40.722726","-74.006534","2","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","55","1003",,,"431       CANAL ST",,"NEW YORK             NY 10013-1915",,"4","RB","3722717","1675223","0","1574645","0","1574645","3722717","1675223","1675223","1574645","1574645","0","X",,,,,"MANHATTAN","10013","40.722726","-74.006534","2","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","55","1014",,,"431       CANAL ST",,"NEW YORK             NY 10013-1915",,"4","RB","3721882","1674847","0","1574284","0","1574284","3721882","1674847","1674847","1574284","1574284","0","X",,,,,"MANHATTAN","10013","40.722726","-74.006534","2","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","55","1015",,,"431       CANAL ST",,"NEW YORK             NY 10013-1915",,"4","RB","3722010","1674905","0","1574342","0","1574342","3722010","1674905","1674905","1574342","1574342","0","X",,,,,"MANHATTAN","10013","40.722726","-74.006534","2","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","76","1133",,,"99        JOHN ST","APT 304","NEW YORK             NY 10038-2904",,"2","R4","189979","85491","0","76985","0","76985","189979","85491","2360","76985","2360","74625","X",,,,,"MANHATTAN","10038","40.708006","-74.006164","1","1","1502","1087867","1000767502","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","76","1306",,,"99        JOHN ST","APT 922","NEW YORK             NY 10038-2919",,"2","R4","275469","123961","0","111630","0","111630","275469","123961","2360","111630","2360","109270","X",,,,,"MANHATTAN","10038","40.708006","-74.006164","1","1","1502","1087867","1000767502","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","84","1001",,,"PO BOX 131237",,"CARLSBAD             CA 92013-1237",,"4","RB","65663290","29548481","0","27659245","0","27659245","65139219","29312649","0","27353176","0","27353176","E1","P",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","84","1016",,"C/O BRUCE M. COHEN, ESQ.,","COHEN & FRANKEL LLP","SUITE 1","NEW YORK             NY 10017",,"2","R4","0","0","0","0","0","0","331420","149139","0","139602","0","139602","E1","P",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","84","1017",,"C/O BRUCE M. COHEN, ESQ.,","COHEN & FRANKEL LLP","SUITE 1","NEW YORK             NY 10017",,"2","R4","0","0","0","0","0","0","450230","202604","0","189653","0","189653","E1","P",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","94","1",,,"240       MADISON AVE","FL 9","NEW YORK             NY 10016-2820",,"2","D4","238473000","107312850","3055905","74439810","2999755","71440055","238473000","107312850","3479127","74439810","3298898","71140912","X",,,,,"MANHATTAN","10016","40.75001","-73.981333","5","4","82","1017196","1008670018","Murray Hill-Kips Bay"
"2016-03-18T00:00:00.000","1","117","1",,,"165       PARK ROW",,"NEW YORK             NY 10038-1103",,"2","D4","92486000","41618700","3094537","36478740","2812699","33666041","92486000","41618700","3030597","36478740","2755389","33723351","X",,,,,"MANHATTAN","10038","40.713053","-74.000628","3","1","27","1077407","1001170001","Chinatown"
"2016-03-18T00:00:00.000","1","132","1058",,,"275       GREENWICH ST","# 5NS","NEW YORK             NY 10007-2150",,"2","R4","485864","218639","0","193044","0","193044","485864","218639","2360","193044","2360","190684","X",,,,,"MANHATTAN","10007","40.715221","-74.01124","1","1","21","1081076","1001327501","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","132","1118",,,"275       GREENWICH ST","APT 10E","NEW YORK             NY 10007-2154",,"2","R4","339100","152595","0","134729","0","134729","339100","152595","2360","134729","2360","132369","X",,,,,"MANHATTAN","10007","40.715221","-74.01124","1","1","21","1081076","1001327501","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","133","1002",,"KYROUS REALTY GROUP, INC","263       W 38TH ST","STE 15E","NEW YORK             NY 10018-4483",,,"R9","3872000","783315","4720","0","0","778595","3872000","783315","7080","0","0","776235","X",,,,,"MANHATTAN","10018","40.75423","-73.990468","5","3","113","1014474","1007880011","Midtown-Midtown South"
"2016-03-18T00:00:00.000","1","135","1002",,"C/O TUDOR REALTY SERVICES CORP","250       PARK AVE S","FL 4","NEW YORK             NY 10003-1402",,"2","R9","23990000","10795500","228812","8722580","199191","8523389","23990000","10795500","228812","8469100","195347","8273753","E1","X",,,,"MANHATTAN","10003","40.738231","-73.987818","5","2","52","1016176","1008480043","Hudson Yards-Chelsea-Flatiron-Union Square"
"2016-03-18T00:00:00.000","1","204","1058",,,"4820      111TH ST",,"CORONA               NY 11368-2920",,"2","R4","303632","136634","24984","120726","21802","98924","303632","136634","24984","119066","21470","97596","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","137","1031",,,"275       W 96TH ST","APT 15B","NEW YORK             NY 10025-6268",,"2","R4","177865","80039","2360","70556","2360","68196","177865","80039","0","70556","0","70556","X",,,,,"MANHATTAN","10025","40.795017","-73.972624","7","6","183","1056068","1018687501","Upper West Side"
"2016-03-18T00:00:00.000","1","140","1101",,"C/O GARDNERVILLE REALTY LLC","160       W 16TH ST","APT 2K","NEW YORK             NY 10011-6267",,"4","RK","5417000","2437650","0","2143530","0","2143530","5417000","2437650","0","2128080","0","2128080","E1",,,,,"MANHATTAN","10011","40.73937","-73.997525","4","3","81","1014571","1007910078","Hudson Yards-Chelsea-Flatiron-Union Square"
"2016-03-18T00:00:00.000","1","140","1403",,,"157       CHAMBERS ST","# 2A","NEW YORK             NY 10007-1015",,"2","R4","566081","254736","0","240449","0","240449","566081","254736","139397","240449","139397","101052","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1404",,,"157       CHAMBERS ST","# 2B","NEW YORK             NY 10007-1015",,"2","R4","327516","147382","0","139111","0","139111","327516","147382","80650","139111","80650","58461","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1405",,,"143       READE ST","APT 2D","NEW YORK             NY 10013-3900",,"2","R4","378549","170347","0","160789","0","160789","378549","170347","93215","160789","93215","67574","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1406",,,"157       CHAMBERS ST","# 3A","NEW YORK             NY 10007-1015",,"2","R4","661180","297531","0","280839","0","280839","661180","297531","162814","280839","162814","118025","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1407",,,"157       CHAMBERS ST","# 3C","NEW YORK             NY 10007-1015",,"2","R4","383058","172376","2360","162702","2360","160342","383058","172376","96688","162702","96688","66014","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1408",,,"157       CHAMBERS ST","# 4A","NEW YORK             NY 10007-1015",,"2","R4","573050","257873","0","243405","0","243405","573050","257873","141113","243405","141113","102292","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1409",,,"157       CHAMBERS ST","# 4B","NEW YORK             NY 10007-1015",,"2","R4","536363","241363","0","227825","0","227825","536363","241363","132074","227825","132074","95751","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1410",,,"143       READE ST","APT 4C","NEW YORK             NY 10013-3900",,"2","R4","385312","173390","0","163663","0","163663","385312","173390","94880","163663","94880","68783","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1411",,,"157       CHAMBERS ST","# 5A","NEW YORK             NY 10007-1015",,"2","R4","576533","259440","0","244887","0","244887","576533","259440","141967","244887","141967","102920","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1412",,,"143       READE ST","APT 5C","NEW YORK             NY 10013-3900",,"2","R4","387157","174221","0","164448","0","164448","387157","174221","95337","164448","95337","69111","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1413",,,"157       CHAMBERS ST","# 6A","NEW YORK             NY 10007-1015",,"2","R4","582887","262299","0","247585","0","247585","582887","262299","143531","247585","143531","104054","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","589","1002",,,"184       WOODLAND AVE",,"RIVER EDGE           NJ 07661-2321",,"2","R4","270176","121579","0","99327","0","99327","270176","121579","0","98527","0","98527","E1",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","140","1414",,,"157       CHAMBERS ST","# 6B","NEW YORK             NY 10007-1015",,"2","R4","316858","142586","2360","134583","2360","132223","316858","142586","80388","134583","80388","54195","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1415",,,"143       READE ST","APT 6C","NEW YORK             NY 10013-3900",,"2","R4","393306","176988","0","167056","0","167056","393306","176988","96848","167056","96848","70208","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1416",,,"157       CHAMBERS ST","# 7A","NEW YORK             NY 10007-1015",,"2","R4","594365","267464","0","252463","0","252463","594365","267464","146358","252463","146358","106105","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1417",,,"143       READE ST","APT 7B","NEW YORK             NY 10013-3900",,"2","R4","320137","144062","0","135978","0","135978","320137","144062","78834","135978","78834","57144","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1418",,,"143 READE STREET","APT. 7C","NEW YORK             NY 10013",,"2","R4","399249","179662","0","169580","0","169580","399249","179662","98313","169580","98313","71267","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1419",,,"143       READE ST","APT 8A","NEW YORK             NY 10013-3900",,"2","R4","603588","271615","0","256380","0","256380","603588","271615","148630","256380","148630","107750","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1422",,,"143       READE ST","APT 9A","NEW YORK             NY 10013-4053",,"2","R4","606867","273090","0","257770","0","257770","606867","273090","149440","257770","149440","108330","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1423",,,"157       CHAMBERS ST","# 9B","NEW YORK             NY 10007-1015",,"2","R4","323212","145445","0","137286","0","137286","323212","145445","79588","137286","79588","57698","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1424",,"HOWARD KATZ","PO BOX 754",,"CAREFREE             AZ 85377-0754",,"2","R4","402734","181230","0","171060","0","171060","402734","181230","99172","171060","99172","71888","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","140","1425",,,"157       CHAMBERS ST","# 10A","NEW YORK             NY 10007-1015",,"2","R4","610351","274658","0","259250","0","259250","610351","274658","150296","259250","150296","108954","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1426",,,"157       CHAMBERS ST","# 10B","NEW YORK             NY 10007-1015",,"2","R4","326081","146736","0","138505","0","138505","326081","146736","80293","138505","80293","58212","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1427",,,"157       CHAMBERS ST","# 10C","NEW YORK             NY 10007-1015",,"2","R4","404577","182060","0","171842","0","171842","404577","182060","99626","171842","99626","72216","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1428",,,"143       READE ST","APT 11A","NEW YORK             NY 10013-4054",,"2","R4","605022","272260","0","256988","0","256988","605022","272260","148985","256988","148985","108003","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1429",,,"157       CHAMBERS ST","UNIT 11B","NEW YORK             NY 10007-1015",,"2","R4","327925","147566","0","139285","0","139285","327925","147566","80750","139285","80750","58535","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1430",,"SHANNON POACH","12030     SUNRISE VALLEY DR","STE 450","RESTON               VA 20191-3400",,"2","R4","390026","175512","0","165665","0","165665","390026","175512","96043","165665","96043","69622","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","140","1431",,,"143       READE ST","APT 12A","NEW YORK             NY 10013-4054",,"2","R4","835595","376018","0","354929","0","354929","835595","376018","205759","354929","205759","149170","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1432",,,"157       CHAMBERS ST","# 12C","NEW YORK             NY 10007-1015",,"2","R4","645808","290614","0","274315","0","274315","645808","290614","159029","274315","159029","115286","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1433",,,"143       READE ST","APT 14A","NEW YORK             NY 10013-4054",,"2","R4","468113","210651","0","198833","0","198833","468113","210651","115273","198833","115273","83560","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1434",,,"325       N WEST RIDGE RD","BOX 9782","JACKSON              WY 83001-9517",,"2","R4","333254","149964","0","141551","0","141551","333254","149964","82063","141551","82063","59488","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","3368","1007",,,"1094      MADISON STREET","4A","BROOKLYN             NY 11221",,,"R1","0","0","0","0","0","0","29487","13268","0","0","0","13268","E1","P",,,,"BROOKLYN","11221","40.691674","-73.916398","4","37","415","3421678","3033687501","Bushwick South"
"2016-03-18T00:00:00.000","1","140","1435",,,"157       CHAMBERS ST","# 15A","NEW YORK             NY 10007-1015",,"2","R4","525706","236568","0","223296","0","223296","525706","236568","129451","223296","129451","93845","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1436",,,"143       READE ST","APT 15B","NEW YORK             NY 10013-4054",,"2","R4","628387","282774","0","266910","0","266910","628387","282774","154739","266910","154739","112171","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1437",,,"143       READE ST","APT 16S","NEW YORK             NY 10013-4054",,"2","R4","764066","343830","0","324543","0","324543","764066","343830","188148","324543","188148","136395","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1438",,,"157       CHAMBERS STREET","TW17N","NEW YORK             NY 10007",,"2","R4","720206","324093","0","305918","0","305918","720206","324093","177348","305918","177348","128570","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1439",,,"157       CHAMBERS STREET","TW17S","NEW YORK             NY 10007",,"2","R4","703195","316438","0","298690","0","298690","703195","316438","173156","298690","173156","125534","X",,,,,"MANHATTAN","10007","40.715987","-74.010248","1","1","21","1001505","1001407505","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","140","1440",,,"143       READE ST","PH","NEW YORK             NY 10013-3900",,"2","R4","902820","406269","0","383483","0","383483","902820","406269","222317","383483","222317","161166","X",,,,,"MANHATTAN","10013","40.716437","-74.009776","1","1","21","1084396","1001407503","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1002",,,"77        HARBOR LANE","SUITE 38","KEY BISCAYNE         FL 33149",,"2","R4","1065596","479518","174764","413895","148514","265381","1065596","479518","174764","405056","144979","260077","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","142","1101",,"C/O JACK RESNICK & SONS, INC.","110       EAST 59TH STREET","34TH FLOO","NEW YORK             NY 10022",,"4","RP","4719000","2123550","365249","1948373","330214","1618159","4719000","2123550","365249","1901930","320925","1581005","E1","X",,,,"MANHATTAN","10022","40.762631","-73.969157","5","4","11203","1037165","1013130005","Turtle Bay-East Midtown"
"2016-03-18T00:00:00.000","1","142","1105",,,"200       CHAMBERS ST","APT 2A","NEW YORK             NY 10007-1186",,"2","R4","673790","303206","54922","265673","47416","218257","673790","303206","54922","262139","46709","215430","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1106",,,"200       CHAMBERS ST","APT 3A","NEW YORK             NY 10007-1186",,"2","R4","648275","291724","52842","255608","45619","209989","648275","291724","52842","252210","44939","207271","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1107",,,"200       CHAMBERS ST","APT 4A","NEW YORK             NY 10007-1196",,"2","R4","648275","291724","52842","255608","45619","209989","648275","291724","52842","252210","44939","207271","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1108",,,"10706     LIBERTY AVE",,"OZONE PARK           NY 11417-1813",,"2","R4","648275","291724","52842","255608","45619","209989","648275","291724","52842","252210","44939","207271","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","142","1109",,,"200       CHAMBERS ST","APT 6A","NEW YORK             NY 10007-1341",,"2","R4","650933","292920","53059","256662","45807","210855","650933","292920","53059","253245","45124","208121","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1110",,,"200       CHAMBERS ST","APT 7A","NEW YORK             NY 10007-1343",,"2","R4","650933","292920","53059","256662","45807","210855","650933","292920","53059","253245","45124","208121","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1111",,,"200       CHAMBERS ST","APT 8A","NEW YORK             NY 10007-1344",,"2","R4","658984","296543","53715","259834","46373","213461","658984","296543","53715","256377","45682","210695","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1112",,,"200       CHAMBERS ST","APT 9A","NEW YORK             NY 10007-1344",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1113",,,"200       CHAMBERS ST","APT 10A","NEW YORK             NY 10007-1345",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1114",,,"200       CHAMBERS ST","APT 11A","NEW YORK             NY 10007-1345",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","3","2019","22",,,"65        VESTRY ST",,"NEW YORK             NY 10013-1720",,,"C1","2849000","1098819","0","0","0","1098819","0","0","0","0","0","0","P",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","142","1115",,,"200       CHAMBERS ST","APT 12A","NEW YORK             NY 10007-1345",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1116",,,"200       CHAMBERS ST","APT 14A","NEW YORK             NY 10007-1346",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","589","1032",,,"2         CORNELIA STREET","6-Mar","NEW YORK             NY 10014",,"2","R4","252913","113811","0","93313","0","93313","252913","113811","0","92565","0","92565","E1",,,,,"MANHATTAN","10014","40.731671","-74.001429","2","3","67","1010086","1005897501","West Village"
"2016-03-18T00:00:00.000","1","142","1117",,,"200       CHAMBERS ST","APT 15A","NEW YORK             NY 10007-1346",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1118",,,"200       CHAMBERS ST","APT 16A","NEW YORK             NY 10007-1346",,"2","R4","644209","289894","52511","254010","45334","208676","644209","289894","52511","250631","44658","205973","E1","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
"2016-03-18T00:00:00.000","1","142","1119",,,"200       CHAMBERS ST","APT 17A","NEW YORK             NY 10007-1347",,"2","R4","644209","289894","52511","254010","45334","208676","720251","324113","59354","280214","50575","229639","P","X",,,,"MANHATTAN","10007","40.716863","-74.012207","1","1","21","1087716","1001427502","SoHo-TriBeCa-Civic Center-Little Italy"
