"the_geom","boro","block","lot","bbl","type","shape_star","shape_stle"
"MULTIPOLYGON (((-73.9745575493925 40.58084005875063, -73.97452504897977 40.58083986153827, -73.9745253088313 40.580815067469985, -73.97455780923204 40.580815264682236, -73.9745575493925 40.58084005875063)))","3","27000","253","3270000253","1","81.5546112061","36.1230413477"
"MULTIPOLYGON (((-73.95445942816693 40.731278769472766, -73.95441783253493 40.731280849398594, -73.95441542603398 40.731253003823774, -73.95445702164926 40.73125092299832, -73.95445942816693 40.731278769472766)))","3","27000","283","3270000283","1","117.461761475","43.4404532107"
"MULTIPOLYGON (((-73.9512058791187 40.72447979138379, -73.95118297221202 40.72448907312911, -73.95117206089307 40.724473486989744, -73.95119496661229 40.72446420524608, -73.9512058791187 40.72447979138379)))","3","27000","284","3270000284","1","46.2816314697","27.2546351558"
"MULTIPOLYGON (((-73.95142856041983 40.71278377950357, -73.9513992060999 40.712785645579935, -73.95139701118461 40.71276565781771, -73.95142636667924 40.71276379174238, -73.95142856041983 40.71278377950357)))","3","27000","285","3270000285","1","59.6756439209","30.9477115268"
"MULTIPOLYGON (((-73.95024344040937 40.70536155837363, -73.95021712604793 40.70536137860018, -73.9502173433307 40.70534296233122, -73.95024365768487 40.70534314210465, -73.95024344040937 40.70536155837363)))","3","27000","286","3270000286","1","48.9563751221","28.0120893204"
"MULTIPOLYGON (((-73.95023130866674 40.70028861117398, -73.9502046344451 40.700289743287385, -73.95020339406338 40.70027280681783, -73.95023006709506 40.70027167470422, -73.95023130866674 40.70028861117398)))","3","27000","287","3270000287","1","45.7789916992","27.1751860259"
"MULTIPOLYGON (((-73.94907128623768 40.69463022942958, -73.94903690209289 40.69463366767558, -73.9490331728489 40.69461205731766, -73.94906755698211 40.69460861997326, -73.94907128623768 40.69463022942958)))","3","27000","288","3270000288","1","76.364151001","35.1149912699"
"MULTIPOLYGON (((-73.95354543281954 40.689647598582866, -73.9534894175111 40.68965249546197, -73.9534830126061 40.689610047174256, -73.9535390278794 40.68960515029825, -73.95354543281954 40.689647598582866)))","3","27000","289","3270000289","1","243.41053772","62.4066348406"
"MULTIPOLYGON (((-73.96001790281277 40.688900972382356, -73.95995008641738 40.68890650767008, -73.95994280875703 40.68885484268054, -73.96001062510047 40.688849307397106, -73.96001790281277 40.688900972382356)))","3","27000","290","3270000290","1","358.081573486","75.6921798976"
"MULTIPOLYGON (((-73.96683020888263 40.688110534448576, -73.96676776036225 40.6881176647076, -73.96675833907894 40.68806985012237, -73.96682078755515 40.68806272076894, -73.96683020888263 40.688110534448576)))","3","27000","291","3270000291","1","308.483123779","70.2550480477"
"MULTIPOLYGON (((-73.97540665939425 40.68713301106567, -73.97534045816545 40.687139430167434, -73.97533167260454 40.68708692654124, -73.97539787378211 40.687080507444485, -73.97540665939425 40.68713301106567)))","3","27000","292","3270000292","1","356.896942139","75.5827577047"
"MULTIPOLYGON (((-73.99309512937637 40.69749429191012, -73.99304488586156 40.69748392488791, -73.99305628669214 40.697451920465795, -73.9931065290014 40.69746228748299, -73.99309512937637 40.69749429191012)))","3","27000","334","3270000334","1","174.388290405","53.0318148843"
"MULTIPOLYGON (((-73.98055977180225 40.68826431073779, -73.98047837877033 40.688303610674446, -73.9804162701968 40.68822907633044, -73.98049766317435 40.688189776437355, -73.98055977180225 40.68826431073779)))","3","27000","337","3270000337","1","859.585403442","117.775834376"
"MULTIPOLYGON (((-73.9777274786594 40.684390413471235, -73.97764170537488 40.68441714119918, -73.9776007361705 40.684340949756724, -73.9776865093738 40.684314221158566, -73.9777274786594 40.684390413471235)))","3","27000","338","3270000338","1","771.000427246","111.398439371"
"MULTIPOLYGON (((-73.97515968580942 40.68085140144721, -73.9750517057514 40.68086388712942, -73.97503573493773 40.68078383424895, -73.97514371368585 40.68077134948185, -73.97515968580942 40.68085140144721)))","3","27000","339","3270000339","1","893.631820679","119.585212972"
"MULTIPOLYGON (((-73.97110527071268 40.675232446689236, -73.9710434417766 40.675282466454775, -73.97097898980755 40.67523628531878, -73.97104081756639 40.675186265587286, -73.97110527071268 40.675232446689236)))","3","27000","340","3270000340","1","614.357376099","99.1494739081"
"MULTIPOLYGON (((-73.96437337208391 40.672064042695276, -73.96429381499512 40.672040036409186, -73.96432256336855 40.671984804118125, -73.96440212040186 40.67200881038449, -73.96437337208391 40.672064042695276)))","3","27000","341","3270000341","1","513.834121704","90.768261493"
"MULTIPOLYGON (((-73.95814616639218 40.670719238658116, -73.95807182203676 40.67070417388006, -73.95808988235711 40.67065250528155, -73.95816422665908 40.670667570048025, -73.95814616639218 40.670719238658116)))","3","27000","342","3270000342","1","415.717819214","81.6415710715"
"MULTIPOLYGON (((-73.95050132656677 40.66989876138679, -73.9504004110672 40.669898122682305, -73.95040129564813 40.66981710007416, -73.9505022122071 40.66981773967891, -73.95050132656677 40.66989876138679)))","3","27000","343","3270000343","1","826.424468994","115.03078546"
"MULTIPOLYGON (((-73.94220994491873 40.66942665766723, -73.94210204067713 40.66942592982739, -73.94210283044632 40.66935810338306, -73.94221073339553 40.66935883122155, -73.94220994491873 40.66942665766723)))","3","27000","344","3270000344","1","739.743606567","109.29315236"
"MULTIPOLYGON (((-73.9329847927784 40.66894116282059, -73.93288386230944 40.668933487419416, -73.93289253390495 40.668867374806254, -73.93299346427493 40.668875050199865, -73.9329847927784 40.66894116282059)))","3","27000","345","3270000345","1","681.133346558","104.689888824"
"MULTIPOLYGON (((-73.92262227747139 40.66474794237256, -73.92258076991816 40.66471003512603, -73.92263400089085 40.664676237638545, -73.92267550845335 40.664714144866046, -73.92262227747139 40.66474794237256)))","3","27000","346","3270000346","1","345.745239258","74.4186492113"
"MULTIPOLYGON (((-73.91635464232287 40.661469358559685, -73.91628582776886 40.66147732850206, -73.91627584957976 40.6614273668744, -73.91634466526487 40.66141939783931, -73.91635464232287 40.661469358559685)))","3","27000","347","3270000347","1","355.557662964","75.4464258894"
"MULTIPOLYGON (((-73.90897908528251 40.66256610758144, -73.9089150648478 40.662575162931425, -73.90890448582594 40.66253179107271, -73.90896850622045 40.6625227357286, -73.90897908528251 40.66256610758144)))","3","27000","348","3270000348","1","290.344451904","68.2745078209"
"MULTIPOLYGON (((-73.90247522305935 40.66352310203247, -73.90241061946257 40.66353264495065, -73.90240066382246 40.66349356128462, -73.90246526856404 40.663484019273525, -73.90247522305935 40.66352310203247)))","3","27000","349","3270000349","1","264.813781738","65.5237121683"
"MULTIPOLYGON (((-73.89492860282479 40.66464030317411, -73.89483953605725 40.66465453640045, -73.89482416164694 40.664598749746595, -73.89491322834333 40.664584516532074, -73.89492860282479 40.66464030317411)))","3","27000","350","3270000350","1","524.331939697","92.0304844174"
"MULTIPOLYGON (((-73.88943438373123 40.66546836301244, -73.88935489066975 40.665478769495955, -73.88934149673902 40.665419447686666, -73.88942098973342 40.66540904031181, -73.88943438373123 40.66546836301244)))","3","27000","351","3270000351","1","490.721923828","88.6134871446"
"MULTIPOLYGON (((-73.88406057755046 40.66628248239748, -73.88397296807055 40.66629462128319, -73.88395929951402 40.66623742469119, -73.88404690892128 40.666225285815784, -73.88406057755046 40.66628248239748)))","3","27000","352","3270000352","1","523.239730835","91.7686732248"
"MULTIPOLYGON (((-73.95070452147108 40.66790582821134, -73.95064068760725 40.66790484719448, -73.95064205143046 40.66785339410794, -73.9507058840631 40.66785437422302, -73.95070452147108 40.66790582821134)))","3","27000","353","3270000353","1","332.093841553","72.9233210783"
"MULTIPOLYGON (((-73.95089382506195 40.662751601940386, -73.95081470945944 40.662758319310576, -73.95080625419342 40.662700576388055, -73.95088536972892 40.66269385812316, -73.95089382506195 40.662751601940386)))","3","27000","354","3270000354","1","467.50453186","86.5068802681"
"MULTIPOLYGON (((-73.95023879097819 40.65667649087244, -73.95015461099266 40.65668162429136, -73.95014810528541 40.656619745149015, -73.95023228519337 40.65661461173479, -73.95023879097819 40.65667649087244)))","3","27000","355","3270000355","1","529.935409546","92.0957290178"
"MULTIPOLYGON (((-73.94961062002587 40.65086374664532, -73.94952628280649 40.650865983471185, -73.94952369490834 40.65080938480527, -73.94960803205632 40.65080714798129, -73.94961062002587 40.65086374664532)))","3","27000","356","3270000356","1","483.151870728","88.0989378427"
"MULTIPOLYGON (((-73.9490027943612 40.64511675636719, -73.94891400291581 40.645121665305965, -73.94890899028495 40.645069062011785, -73.94899778166071 40.645064153076866, -73.9490027943612 40.64511675636719)))","3","27000","357","3270000357","1","474.717254639","87.8409768485"
"MULTIPOLYGON (((-73.94844186962264 40.63998486508008, -73.94836516134717 40.639988881194704, -73.9483608187181 40.639940750122996, -73.94843752693777 40.63993673491182, -73.94844186962264 40.63998486508008)))","3","27000","358","3270000358","1","375.069976807","77.8315042078"
"MULTIPOLYGON (((-73.94774370443548 40.63291407429808, -73.94763864801101 40.63291279459365, -73.94763994719935 40.63285084755626, -73.94774500470903 40.63285212635954, -73.94774370443548 40.63291407429808)))","3","27000","359","3270000359","1","658.275238037","103.470700352"
"MULTIPOLYGON (((-73.97199714927297 40.713381126547674, -73.97145901628822 40.71351033201973, -73.97120555938348 40.71314216449575, -73.97199714927297 40.713381126547674)))","3","24000","9997","3240009997","1","11659.1522064","543.946382228"
"MULTIPOLYGON (((-73.99701859154189 40.706066502337265, -73.99668045543763 40.706089294030676, -73.9967161593826 40.70583554805407, -73.99701859154189 40.706066502337265)))","3","24000","9998","3240009998","1","4292.37301636","305.88328696"
"MULTIPOLYGON (((-73.88512380905368 40.5736730030794, -73.88492764050402 40.57363706669917, -73.88501089875905 40.573483860853266, -73.88512380905368 40.5736730030794)))","3","24000","9999","3240009999","1","1672.32991028","192.179210706"
"MULTIPOLYGON (((-73.97693636579116 40.684634812881214, -73.97690444041294 40.68463504421362, -73.97690413652468 40.6846107653984, -73.97693606070864 40.684610533165355, -73.97693636579116 40.684634812881214)))","3","27000","40","3270000040","1","78.3279724121","35.4012372717"
"MULTIPOLYGON (((-73.97601164732845 40.576118948705776, -73.97598857714037 40.57612579327432, -73.97598034059035 40.57610964965382, -73.97600341077343 40.57610280598746, -73.97601164732845 40.576118948705776)))","3","27000","57","3270000057","1","43.3977966309","26.3751008017"
"MULTIPOLYGON (((-74.01153444706338 40.63498972048885, -74.01148791158363 40.63496924374284, -74.01150823609368 40.63494243776151, -74.01155477156098 40.6349629144994, -74.01153444706338 40.63498972048885)))","3","27000","71","3270000071","1","168.223175049","52.3879138265"
"MULTIPOLYGON (((-73.99664152538698 40.62545310839567, -73.99662409128754 40.625429009971484, -73.99665458126955 40.62541620456864, -73.99667201537669 40.62544030208777, -73.99664152538698 40.62545310839567)))","3","27000","73","3270000073","1","96.8866729736","39.3790179463"
"MULTIPOLYGON (((-73.98035221168087 40.604077261538784, -73.98034692339768 40.60404050493137, -73.98039069019526 40.60403684638231, -73.98039597850226 40.60407360298779, -73.98035221168087 40.604077261538784)))","3","27000","77","3270000077","1","164.704910278","51.3953753732"
"MULTIPOLYGON (((-73.90401594012992 40.68882452549128, -73.90397339630633 40.68880733520861, -73.90400266191666 40.688765365960656, -73.90404520690403 40.688782556233534, -73.90401594012992 40.68882452549128)))","3","27000","130","3270000130","1","231.241821289","61.3382655003"
"MULTIPOLYGON (((-73.90297786164105 40.67537638031252, -73.90297463035827 40.675331613867485, -73.90303113164286 40.67532924902039, -73.9030343629621 40.67537401636437, -73.90297786164105 40.67537638031252)))","3","27000","133","3270000133","1","256.388717651","64.0612923915"
"MULTIPOLYGON (((-73.990533751011 40.6993828594874, -73.99049477859432 40.69935783914701, -73.99052382764596 40.69933163033474, -73.99056280005826 40.69935665066535, -73.990533751011 40.6993828594874)))","3","27000","173","3270000173","1","176.611572266","53.2598747271"
"MULTIPOLYGON (((-73.98994205846644 40.69325561048918, -73.98992437509727 40.6932217568627, -73.98996569662516 40.69320925144865, -73.989983381195 40.69324310596951, -73.98994205846644 40.69325561048918)))","3","27000","335","3270000335","1","163.677581787","51.2092632703"
"MULTIPOLYGON (((-73.90530299115741 40.67834574929084, -73.90530256340838 40.67830962297645, -73.90534903853933 40.67830930371302, -73.90534946631351 40.678345430027214, -73.90530299115741 40.67834574929084)))","3","27000","184","3270000184","1","169.681381226","52.1075400618"
"MULTIPOLYGON (((-73.86502375856722 40.67705079117136, -73.86503016168491 40.6770259669614, -73.86506629744481 40.677031370115564, -73.86505989315721 40.67705619432612, -73.86502375856722 40.67705079117136)))","3","27000","189","3270000189","1","94.1466827393","38.8629319614"
"MULTIPOLYGON (((-73.97975771321782 40.660007928132806, -73.97974356558349 40.66000051799345, -73.97975133490287 40.65999191582658, -73.97976548253628 40.65999932596499, -73.97975771321782 40.660007928132806)))","3","27000","241","3270000241","1","18.1211242676","17.135536377"
"MULTIPOLYGON (((-73.99506984909854 40.680305294672344, -73.99505107140804 40.68030086243534, -73.99505627697148 40.680288082560004, -73.99507505465874 40.68029251479622, -73.99506984909854 40.680305294672344)))","3","27000","237","3270000237","1","26.5814056396","20.655242156"
"MULTIPOLYGON (((-73.996175867562 40.673772838560886, -73.99616076573962 40.67376012998994, -73.99617718297553 40.67374882186892, -73.99619228361574 40.67376153043771, -73.996175867562 40.673772838560886)))","3","27000","238","3270000238","1","38.3424224854","24.7693632473"
"MULTIPOLYGON (((-73.93091124599262 40.84241852208756, -73.92963586229033 40.84229877796554, -73.92966416381 40.84223589577878, -73.930946660635 40.842347852781714, -73.93091124599262 40.84241852208756)))","1","24000","9995","1240009995","1","8981.29374695","764.521077211"
"MULTIPOLYGON (((-74.01534200045032 40.71146900101973, -74.01523866225457 40.71142434040675, -74.0153255208833 40.71129209427257, -74.01542337915546 40.71133437279117, -74.01534200045032 40.71146900101973)))","1","27002","9872","1270029872","3","1725.17263794","171.99702726"
"MULTIPOLYGON (((-73.95020227958956 40.76746798487723, -73.94996727989012 40.767423566572575, -73.94996680967758 40.7674235663684, -73.94999738843431 40.767391057947876, -73.95023050585353 40.76743726197784, -73.95020227958956 40.76746798487723)))","1","27002","9877","1270029877","3","880.953994751","162.153183444"
