"cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon","geocoded_column"
"262427972","78","BROOKLYN","2022-11-24T00:00:00.000","16:55:00","2023-01-24T00:00:00.000","17:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BKLYN SOUTH","339","LARCENY,PETIT FROM OPEN AREAS,","DEPARTMENT STORE","2023-01-24T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"18-24","WHITE HISPANIC","F","991224","188218","40.683291","-73.974852","(40.683291, -73.974852)","POINT (-73.974852 40.683291)"
"261508620","70","BROOKLYN","2022-12-29T00:00:00.000","21:00:00","2023-01-02T00:00:00.000","21:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO BKLYN SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","2023-01-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","F","994882","174149","40.64467","-73.961688","(40.64467, -73.961688)","POINT (-73.961688 40.64467)"
"262378059","109","QUEENS","2022-07-25T00:00:00.000","22:00:00","2022-07-31T00:00:00.000","22:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2023-01-23T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"25-44","ASIAN / PACIFIC ISLANDER","F","1032051","217053","40.7623158004241","-73.8274480018593","(40.7623158004241, -73.8274480018593)","POINT (-73.8274480018593 40.7623158004241)"
"267686417","44","BRONX","2022-09-17T00:00:00.000","11:05:00","2022-09-17T00:00:00.000","11:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","121","FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BRONX","269","MISCHIEF,CRIMINAL,    UNCL 2ND","RESIDENCE - APT. HOUSE","2023-05-03T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","F","1003462","242605","40.832551","-73.930574","(40.832551, -73.930574)","POINT (-73.930574 40.832551)"
"261233841","120","STATEN ISLAND","2023-01-02T00:00:00.000","08:00:00","2023-01-02T00:00:00.000","09:15:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","105","FELONY","INSIDE","ROBBERY","(null)","PATROL BORO STATEN ISLAND","389","ROBBERY,DWELLING","RESIDENCE - APT. HOUSE","2023-01-02T00:00:00.000","(null)","UNKNOWN","WHITE","F",,"25-44","WHITE","F","956959","173761","40.643569","-74.098338","(40.643569, -74.098338)","POINT (-74.098338 40.643569)"
"261347794","42","BRONX","2022-12-25T00:00:00.000","16:42:00","2022-12-26T00:00:00.000","13:09:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BRONX","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-01-04T00:00:00.000","(null)","18-24","WHITE HISPANIC","M",,"18-24","BLACK","F","1012772","241828","40.830392","-73.896934","(40.830392, -73.896934)","POINT (-73.896934 40.830392)"
"264389886","24","MANHATTAN","2022-10-21T00:00:00.000","13:00:00","2023-02-28T00:00:00.000","20:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO MAN NORTH","101","ASSAULT 3","RESIDENCE - APT. HOUSE","2023-03-01T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"25-44","WHITE HISPANIC","M","994857","231053","40.800857","-73.961687","(40.800857, -73.961687)","POINT (-73.961687 40.800857)"
"261509915","70","BROOKLYN","2022-11-01T00:00:00.000","12:00:00","2023-01-06T00:00:00.000","16:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","443","LARCENY,GRAND OF BICYCLE","RESIDENCE - APT. HOUSE","2023-01-06T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","WHITE","F","994773","175885","40.649436","-73.962077","(40.649436, -73.962077)","POINT (-73.962077 40.649436)"
"269177504","63","BROOKLYN","2021-04-14T00:00:00.000","09:00:00","2021-04-14T00:00:00.000","11:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","113","FELONY","INSIDE","FORGERY","(null)","PATROL BORO BKLYN SOUTH","729","FORGERY,ETC.,UNCLASSIFIED-FELO","RESIDENCE-HOUSE","2023-06-01T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","F","1007544","165541","40.62102","-73.916089","(40.62102, -73.916089)","POINT (-73.916089 40.62102)"
"261342955","5","MANHATTAN","2022-12-21T00:00:00.000","08:40:00","2022-12-21T00:00:00.000","08:45:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","351","MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO MAN SOUTH","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMMERCIAL BUILDING","2023-01-04T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","984606","199399","40.713983","-73.998714","(40.713983, -73.998714)","POINT (-73.998714 40.713983)"
"261197521","41","BRONX","2022-12-31T00:00:00.000","20:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","UNKNOWN","M","1013037","236657","40.8162058439227","-73.8960011932583","(40.8162058439227, -73.8960011932583)","POINT (-73.8960011932583 40.8162058439227)"
"264990384","122","STATEN ISLAND","2022-11-25T00:00:00.000","23:00:00","2022-11-27T00:00:00.000","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","113","FELONY","INSIDE","FORGERY","(null)","PATROL BORO STATEN ISLAND","729","FORGERY,ETC.,UNCLASSIFIED-FELO","RESIDENCE-HOUSE","2023-03-09T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","UNKNOWN","F","957178","153972","40.589253","-74.097471","(40.589253, -74.097471)","POINT (-74.097471 40.589253)"
"266596970","107","QUEENS","2022-06-02T00:00:00.000","03:00:00","2023-04-04T00:00:00.000","23:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2023-04-12T00:00:00.000","(null)","(null)","(null)","(null)",,"<18","BLACK","F","1036658","205330","40.7301130668694","-73.8109089148815","(40.7301130668694, -73.8109089148815)","POINT (-73.8109089148815 40.7301130668694)"
"265039684","49","BRONX","2022-06-12T00:00:00.000","15:00:00","2023-03-11T00:00:00.000","18:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","PATROL BORO BRONX","224","BURGLARY,RESIDENCE,UNKNOWN TIM","RESIDENCE - APT. HOUSE","2023-03-13T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","M","1021209","254201","40.864322","-73.866377","(40.864322, -73.866377)","POINT (-73.866377 40.864322)"
"261447043","106","QUEENS","2022-12-15T00:00:00.000","12:00:00","2023-01-05T00:00:00.000","23:18:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE-HOUSE","2023-01-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","ASIAN / PACIFIC ISLANDER","F","1038479","184694","40.673455","-73.804502","(40.673455, -73.804502)","POINT (-73.804502 40.673455)"
"261233722","90","BROOKLYN","2023-01-01T00:00:00.000","20:00:00","2023-01-02T00:00:00.000","10:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","121","FELONY","REAR OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN NORTH","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMMERCIAL BUILDING","2023-01-02T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","1004095","196076","40.70484","-73.928424","(40.70484, -73.928424)","POINT (-73.928424 40.70484)"
"262038277","75","BROOKLYN","2022-12-29T00:00:00.000","09:00:00","2023-01-03T00:00:00.000","14:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","110","FELONY","FRONT OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","PATROL BORO BKLYN NORTH","451","LARCENY,GRAND OF MOTORCYCLE","STREET","2023-01-17T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","M","1021495","183318","40.669766","-73.865736","(40.669766, -73.865736)","POINT (-73.865736 40.669766)"
"262104068","114","QUEENS","2022-01-18T00:00:00.000","00:01:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","125","FELONY","INSIDE","NYS LAWS-UNCLASSIFIED FELONY","(null)","PATROL BORO QUEENS NORTH","847","NY STATE LAWS,UNCLASSIFIED FEL","RESIDENCE-HOUSE","2023-01-18T00:00:00.000","(null)","45-64","ASIAN / PACIFIC ISLANDER","M",,"UNKNOWN","UNKNOWN","E","1002577","219209","40.768336","-73.933837","(40.768336, -73.933837)","POINT (-73.933837 40.768336)"
"261496007","42","BRONX","2022-10-28T00:00:00.000","10:21:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BRONX","333","LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","2023-01-06T00:00:00.000","(null)","25-44","BLACK","F",,"UNKNOWN","UNKNOWN","D","1016161","243994","40.836327","-73.884678","(40.836327, -73.884678)","POINT (-73.884678 40.836327)"
"261251496","73","BROOKLYN","2022-12-31T00:00:00.000","23:30:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BKLYN NORTH","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-01-02T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","F","1009759","185857","40.676776","-73.908032","(40.676776, -73.908032)","POINT (-73.908032 40.676776)"
"261233718","90","BROOKLYN","2023-01-02T00:00:00.000","07:20:00","2023-01-02T00:00:00.000","07:54:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","PATROL BORO BKLYN NORTH","109","ASSAULT 2,1,UNCLASSIFIED","HOMELESS SHELTER","2023-01-02T00:00:00.000","(null)","45-64","BLACK","M",,"45-64","ASIAN / PACIFIC ISLANDER","F","1003953","197201","40.707927","-73.928932","(40.707927, -73.928932)","POINT (-73.928932 40.707927)"
"261618538","14","MANHATTAN","2022-12-27T00:00:00.000","06:00:00","2022-12-27T00:00:00.000","06:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","424","LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","HOTEL/MOTEL","2023-01-09T00:00:00.000","(null)","UNKNOWN","WHITE","M",,"UNKNOWN","UNKNOWN","D","987211","214471","40.75535","-73.989309","(40.75535, -73.989309)","POINT (-73.989309 40.75535)"
"261210633","108","QUEENS","2023-01-01T00:00:00.000","21:57:00","2023-01-01T00:00:00.000","21:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS NORTH","333","LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2023-01-01T00:00:00.000","(null)","UNKNOWN","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","D","1007988","210206","40.743613","-73.914333","(40.743613, -73.914333)","POINT (-73.914333 40.743613)"
"261611795","25","MANHATTAN","2022-12-28T00:00:00.000","13:26:00","2022-12-28T00:00:00.000","14:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO MAN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-08T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE","F","1002445","229116","40.79553","-73.934284","(40.79553, -73.934284)","POINT (-73.934284 40.79553)"
"262541469","17","MANHATTAN","2022-12-23T00:00:00.000","12:00:00","2023-01-26T00:00:00.000","09:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","340","MISDEMEANOR","(null)","FRAUDS","(null)","PATROL BORO MAN SOUTH","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","2023-01-26T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"65+","WHITE","F","990759","209523","40.741768","-73.976511","(40.741768, -73.976511)","POINT (-73.976511 40.741768)"
"270265090","44","BRONX","2022-12-22T00:00:00.000","00:01:00","2023-06-22T00:00:00.000","22:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","402","LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","2023-06-22T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","F","1006344","242199","40.83143","-73.920162","(40.83143, -73.920162)","POINT (-73.920162 40.83143)"
"261960504","34","MANHATTAN","2022-12-23T00:00:00.000","22:00:00","2022-12-24T00:00:00.000","05:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","FRONT OF","HARRASSMENT 2","(null)","PATROL BORO MAN NORTH","637","HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","2023-01-15T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE HISPANIC","F","1006833","254778","40.865954","-73.918352","(40.865954, -73.918352)","POINT (-73.918352 40.865954)"
"261280100","120","STATEN ISLAND","2023-01-02T00:00:00.000","18:00:00","2023-01-03T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","351","MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO STATEN ISLAND","254","MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2023-01-03T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","M","964144","165060","40.619705","-74.072422","(40.619705, -74.072422)","POINT (-74.072422 40.619705)"
"270376887","41","BRONX","2022-12-01T00:00:00.000","21:05:00","2022-12-01T00:00:00.000","21:06:00","COMPLETED","(null)",,"72","DEPT OF CORRECTIONS","126","FELONY","INSIDE","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO BRONX","779","PUBLIC ADMINISTRATION,UNCLASSI","OTHER","2023-06-25T00:00:00.000","(null)","18-24","BLACK","M",,"UNKNOWN","UNKNOWN","E","1017933","232222","40.804008","-73.878333","(40.804008, -73.878333)","POINT (-73.878333 40.804008)"
"261186646","32","MANHATTAN","2023-01-01T00:00:00.000","03:40:00","2023-01-01T00:00:00.000","03:48:00","COMPLETED","(null)","738","2","N.Y. HOUSING POLICE","105","FELONY","INSIDE","ROBBERY","(null)","PATROL BORO MAN NORTH","389","ROBBERY,DWELLING","RESIDENCE - PUBLIC HOUSING","2023-01-01T00:00:00.000","(null)","45-64","BLACK","M",,"45-64","BLACK","F","1002113","242932","40.833452","-73.935448","(40.833452, -73.935448)","POINT (-73.935448 40.833452)"
"265919389","102","QUEENS","2021-08-10T00:00:00.000","08:10:00","2023-03-30T00:00:00.000","11:23:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","409","LARCENY,GRAND BY EXTORTION","RESIDENCE-HOUSE","2023-03-30T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"<18","ASIAN / PACIFIC ISLANDER","F","1035435","192551","40.695039","-73.815415","(40.695039, -73.815415)","POINT (-73.815415 40.695039)"
"269478923","105","QUEENS","2018-06-07T00:00:00.000","19:00:00","2019-06-07T00:00:00.000","19:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO QUEENS SOUTH","157","RAPE 1","RESIDENCE-HOUSE","2023-06-07T00:00:00.000","(null)","45-64","BLACK","M",,"<18","BLACK","F","1057738","204079","40.7265293769835","-73.7348645378882","(40.7265293769835, -73.7348645378882)","POINT (-73.7348645378882 40.7265293769835)"
"266902606","17","MANHATTAN","2022-07-18T00:00:00.000","09:22:00","2022-07-19T00:00:00.000","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","403","LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","PRIVATE/PAROCHIAL SCHOOL","2023-04-18T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","992661","214472","40.755351","-73.96964","(40.755351, -73.96964)","POINT (-73.96964 40.755351)"
"264546803","111","QUEENS","2022-03-03T00:00:00.000","17:00:00","2022-03-04T00:00:00.000","02:27:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO QUEENS NORTH","357","LARCENY,PETIT OF VEHICLE ACCES","RESIDENCE-HOUSE","2023-03-04T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","F","1045271","211666","40.747443","-73.779773","(40.747443, -73.779773)","POINT (-73.779773 40.747443)"
"261998691","107","QUEENS","2022-12-20T00:00:00.000","20:10:00","2022-12-28T00:00:00.000","14:01:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","422","LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE-HOUSE","2023-01-16T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE HISPANIC","M","1038117","199922","40.715253","-73.805685","(40.715253, -73.805685)","POINT (-73.805685 40.715253)"
"261875891","41","BRONX","2022-11-03T00:00:00.000","12:57:00","2022-11-03T00:00:00.000","13:00:00","COMPLETED","(null)",,"72","DEPT OF CORRECTIONS","126","FELONY","INSIDE","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO BRONX","779","PUBLIC ADMINISTRATION,UNCLASSI","(null)","2023-01-13T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","E","1017933","232222","40.804008","-73.878333","(40.804008, -73.878333)","POINT (-73.878333 40.804008)"
"261588094","73","BROOKLYN","2022-12-12T00:00:00.000","16:00:00","2022-12-12T00:00:00.000","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BKLYN NORTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","HOMELESS SHELTER","2023-01-08T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","WHITE HISPANIC","M","1010837","184939","40.674254","-73.904151","(40.674254, -73.904151)","POINT (-73.904151 40.674254)"
"263365041","63","BROOKLYN","2022-08-20T00:00:00.000","13:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","PATROL BORO BKLYN SOUTH","105","STRANGULATION 1ST","RESIDENCE - APT. HOUSE","2023-02-09T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","WHITE HISPANIC","F","1006372","168730","40.629774","-73.920301","(40.629774, -73.920301)","POINT (-73.920301 40.629774)"
"261926503","63","BROOKLYN","2022-10-31T00:00:00.000","16:00:00","2022-10-31T00:00:00.000","16:10:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN SOUTH","168","SODOMY 1","RESTAURANT/DINER","2023-01-14T00:00:00.000","(null)","<18","WHITE","M",,"<18","BLACK","F","1000528","168138","40.6281697437036","-73.9413587834752","(40.6281697437036, -73.9413587834752)","POINT (-73.9413587834752 40.6281697437036)"
"261623402","94","BROOKLYN","2022-12-06T00:00:00.000","19:56:00","2022-12-06T00:00:00.000","19:57:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BKLYN NORTH","333","LARCENY,PETIT FROM STORE-SHOPL","COMMERCIAL BUILDING","2023-01-07T00:00:00.000","(null)","UNKNOWN","UNKNOWN","F",,"UNKNOWN","UNKNOWN","D","995387","200092","40.715878","-73.959825","(40.715878, -73.959825)","POINT (-73.959825 40.715878)"
"265142829","120","STATEN ISLAND","2022-08-23T00:00:00.000","22:00:00","2022-09-08T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO STATEN ISLAND","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-03-15T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","M","962890","164779","40.618931","-74.07694","(40.618931, -74.07694)","POINT (-74.07694 40.618931)"
"263171364","30","MANHATTAN","2022-11-29T00:00:00.000","12:00:00","2023-02-06T00:00:00.000","13:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO MAN NORTH","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-02-06T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","BLACK","M","998492","240398","40.826503","-73.948536","(40.826503, -73.948536)","POINT (-73.948536 40.826503)"
"261210155","44","BRONX","2023-01-01T00:00:00.000","11:45:00","2023-01-01T00:00:00.000","16:48:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BRONX","638","HARASSMENT,SUBD 3,4,5","STREET","2023-01-01T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","1009388","242814","40.83311","-73.909156","(40.83311, -73.909156)","POINT (-73.909156 40.83311)"
"261481114","123","STATEN ISLAND","2022-09-11T00:00:00.000","18:00:00","2023-01-04T00:00:00.000","15:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO STATEN ISLAND","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-01-04T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","M","913511","123933","40.506561","-74.254377","(40.506561, -74.254377)","POINT (-74.254377 40.506561)"
"262838041","46","BRONX","2022-08-01T00:00:00.000","14:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","WALTON PARK","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","PARK/PLAYGROUND","2023-01-25T00:00:00.000","(null)","<18","BLACK","M",,"18-24","BLACK HISPANIC","F","1011755","250279","40.8535983673823","-73.9005768807295","(40.8535983673823, -73.9005768807295)","POINT (-73.9005768807295 40.8535983673823)"
"262837986","5","MANHATTAN","2022-10-06T00:00:00.000","12:25:00","2022-10-06T00:00:00.000","12:25:00","COMPLETED","(null)",,"72","DEPT OF CORRECTIONS","359","MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI","(null)","PATROL BORO MAN SOUTH","759","PUBLIC ADMINISTATION,UNCLASS M","OTHER","2023-02-01T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","M","983903","200257","40.716337","-74.001251","(40.716337, -74.001251)","POINT (-74.001251 40.716337)"
"264163520","28","MANHATTAN","2022-09-30T00:00:00.000","08:00:00","2022-09-30T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO MAN NORTH","739","FRAUD,UNCLASSIFIED-FELONY","OPEN AREAS (OPEN LOTS)","2023-02-24T00:00:00.000","(null)","25-44","WHITE","M",,"UNKNOWN","UNKNOWN","E","998050","232173","40.803929","-73.95015","(40.803929, -73.95015)","POINT (-73.95015 40.803929)"
"261408554","110","QUEENS","2023-01-01T00:00:00.000","15:15:00","2023-01-01T00:00:00.000","16:25:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","681","CHILD, ENDANGERING WELFARE","RESIDENCE-HOUSE","2023-01-04T00:00:00.000","(null)","UNKNOWN","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","1019164","210169","40.7434812638841","-73.8740035373971","(40.7434812638841, -73.8740035373971)","POINT (-73.8740035373971 40.7434812638841)"
"264734462","109","QUEENS","2022-12-29T00:00:00.000","09:08:00","2023-03-08T00:00:00.000","19:52:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","353","MISDEMEANOR","INSIDE","UNAUTHORIZED USE OF A VEHICLE","(null)","PATROL BORO QUEENS NORTH","462","UNAUTHORIZED USE VEHICLE 3","PARKING LOT/GARAGE (PRIVATE)","2023-03-09T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","E","1028499","219082","40.767897","-73.840252","(40.767897, -73.840252)","POINT (-73.840252 40.767897)"
"261359555","109","QUEENS","2022-10-01T00:00:00.000","12:00:00","2022-11-04T00:00:00.000","15:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","110","FELONY","FRONT OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","PATROL BORO QUEENS NORTH","441","LARCENY,GRAND OF AUTO","PARKING LOT/GARAGE (PRIVATE)","2023-01-04T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1029946","216445","40.760651","-73.835047","(40.760651, -73.835047)","POINT (-73.835047 40.760651)"
