"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_mlbs"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731114","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621262","Y","14919.27","SC3","Yes","499.38"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731114","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621262","Y","14919.27","SC3","Yes","499.38"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731120","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621181","N","18488.5","SC3","Yes","661.56"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731120","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","631052","N","27805.4","SC3","Yes","994.94"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731120","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","631052","N","27805.4","SC3","Yes","994.94"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9731120","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621181","N","18488.5","SC3","Yes","661.56"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9742865","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","321108","N","66543.08","SC3","Yes","2407.65"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9742865","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","332091","N","54.45","SC3","Yes","1.97"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9742865","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","321108","N","66543.08","SC3","Yes","2407.65"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9742865","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","332091","N","54.45","SC3","Yes","1.97"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9742876","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621076","Y","37122.69","SC3","Yes","1339"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9742876","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","632136","Y","14491.43","SC3","Yes","522.7"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9742876","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","621076","Y","37122.69","SC3","Yes","1339"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9742876","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","632136","Y","14491.43","SC3","Yes","522.7"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9742896","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","341004","N","57134.63","SC3","Yes","2118.53"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9742896","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","341004","N","57134.63","SC3","Yes","2118.53"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9742896","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","321021","N","14230.73","SC3","Yes","527.67"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9742896","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","321021","N","14230.73","SC3","Yes","527.67"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9829410","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","62135","N","42137.14","SC3","Yes","1513.7"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9829410","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","62135","N","42137.14","SC3","Yes","1513.7"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9829410","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","62340","N","64200.9","SC3","Yes","2306.3"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9829410","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","62340","N","64200.9","SC3","Yes","2306.3"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9835769","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","7220091","Y","8777.42","SC3","Yes","283.48"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9835769","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","7110098","Y","7289.65","SC3","Yes","235.43"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9915566","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","7220047","Y","9906.24","SC3","Yes","356.12"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9915566","2021-01","2020-12-31T00:00:00.000","2021-01-29T00:00:00.000","29","7310022","Y","40465.04","SC3","Yes","1454.68"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9632836","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","321136","N","24679.01","SC3","Yes","922.21"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9632836","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","331058","N","21612.23","SC3","Yes","807.61"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9648968","2020-12","2020-11-30T00:00:00.000","2020-12-30T00:00:00.000","30","631052","Y","22727.71","SC3","Yes","900.46"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9648968","2020-12","2020-11-30T00:00:00.000","2020-12-30T00:00:00.000","30","621181","Y","23200.96","SC3","Yes","919.21"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653685","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","621262","Y","10800.43","SC3","Yes","381.97"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653685","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","622046","Y","6606.87","SC3","Yes","233.66"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9653691","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","632136","N","29143.27","SC3","Yes","1211.3"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9653691","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","621076","N","30007.01","SC3","Yes","1247.2"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9653698","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","332091","N","102.45","SC3","Yes","3.88"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9653698","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","321108","N","57818.78","SC3","Yes","2189.72"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9653704","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","632026-593","N","18517.58","SC3","Yes","0"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9653704","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","630022-544","N","18517.58","SC3","Yes","2032"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9653704","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","632026-544","N","18517.58","SC3","Yes","878.9"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9653704","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","630022-593","N","18517.58","SC3","Yes","0"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653710","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","7220047","Y","9376.97","SC3","Yes","369.99"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653710","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","7310022","Y","36438.38","SC3","Yes","1437.76"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653725","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","622092","Y","12562.94","SC3","Yes","473.01"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653725","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","621044","Y","18671.9","SC3","Yes","703.02"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653729","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","621295","Y","12423.16","SC3","Yes","445.64"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653729","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","622030","Y","6421.5","SC3","Yes","230.35"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9653734","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","621132","Y","27387.15","SC3","Yes","1059.89"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9653734","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","610014","Y","6407.71","SC3","Yes","247.98"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653737","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","341004","N","52055.25","SC3","Yes","2114.09"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9653737","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","321021","N","13074.08","SC3","Yes","530.97"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9653741","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","62340","N","72561.67","SC3","Yes","3074"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9653741","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","62135","N","48564.86","SC3","Yes","2057.4"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9726277","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","24012","Y","218751.18","SC3","Yes","9549"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9726277","2020-12","2020-11-30T00:00:00.000","2020-12-31T00:00:00.000","31","23318","Y","88998.68","SC3","Yes","3885"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9542509","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621044","Y","13230.59","SC3","Yes","497.6"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9542509","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","622092","Y","13184.06","SC3","Yes","495.85"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9542535","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","7220047","Y","9105.04","SC3","Yes","337.01"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9542535","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","7310022","Y","18263.31","SC3","Yes","675.99"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9546436","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621262","Y","7323.27","SC3","Yes","251.97"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9546436","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","622046","Y","5625.93","SC3","Yes","193.57"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9547110","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","331153","N","41384.75","SC3","Yes","1657.12"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9547110","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","342056","N","33837.14","SC3","Yes","1354.9"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9547121","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","622030","Y","6717.76","SC3","Yes","230.57"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9547121","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621295","Y","4951.86","SC3","Yes","169.96"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9547211","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","631134","N","26791.02","SC4","Yes","1088.07"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9547211","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621398","N","13833.67","SC4","Yes","561.83"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9547219","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621132","Y","18377.69","SC3","Yes","682.85"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9547219","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","610014","Y","5685.96","SC3","Yes","211.27"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9552962","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","321021","N","14621.03","SC3","Yes","552.68"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9552962","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","341004","N","23727.3","SC3","Yes","896.9"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9552998","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","321136","N","36450.68","SC3","Yes","1409.84"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9552998","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","331058","N","0","SC3","Yes","0"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9585625","2020-11","2020-11-30T00:00:00.000","2020-12-01T00:00:00.000","1","631134","N","296.81","SC4","Yes","0"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9585625","2020-11","2020-11-30T00:00:00.000","2020-12-01T00:00:00.000","1","621398","N","296.81","SC4","Yes","0"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9612468","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","62340","N","46666.62","SC3","Yes","1876.6"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9612468","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","62135","N","40138.86","SC3","Yes","1614.1"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9612475","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","632136","N","15278.75","SC3","Yes","579"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9612475","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621076","N","24137.26","SC3","Yes","914.7"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9612484","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","23318","N","104157.75","SC3","Yes","4372"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9612484","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","24012","N","125623.01","SC3","Yes","5273"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9612493","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","630022-544","N","16635.66","SC3","Exception","658.86"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9612493","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","632026-593","N","5814.99","SC3","Exception","437.84"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9612493","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","632026-544","N","9962.3","SC3","Exception","394.56"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9612493","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","630022-593","N","9710.33","SC3","Exception","731.14"
