"oid","blockcode","geo_id","bctcb2010","borocode","nta_code","nta_name","borough","puma","maximum_residential_broadband","residential_isp_count_by","commerical_fiber_count_by"
"789","360050300001000","360050300001","20300001000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","1","3"
"790","360050300001001","360050300001","20300001001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","2"
"791","360050300001002","360050300001","20300001002","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"792","360050300002001","360050300002","20300002001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"793","360050300002002","360050300002","20300002002","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"794","360050300002004","360050300002","20300002004","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"795","360050300002005","360050300002","20300002005","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"796","360050300002006","360050300002","20300002006","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"797","360050300003001","360050300003","20300003001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"798","360050300004000","360050300004","20300004000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","3"
"799","360050300004001","360050300004","20300004001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","2"
"800","360050300004002","360050300004","20300004002","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"801","360050300005002","360050300005","20300005002","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"802","360050300006002","360050300006","20300006002","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","3"
"803","360050300001003","360050300001","20300001003","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","1"
"804","360050300001004","360050300001","20300001004","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","1"
"805","360050300001005","360050300001","20300001005","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","1"
"806","360050300002000","360050300002","20300002000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"807","360050300002003","360050300002","20300002003","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"808","360050300003000","360050300003","20300003000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"809","360050300004003","360050300004","20300004003","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","940","2","1"
"810","360050300005000","360050300005","20300005000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"811","360050300005001","360050300005","20300005001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"812","360050300006000","360050300006","20300006000","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"813","360050300006001","360050300006","20300006001","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"814","360050300006003","360050300006","20300006003","2","BX10","Pelham Bay-Country Club-City Island","Bronx","3703","1000","2","2"
"815","360050302005002","360050302005","20302005002","2","BX13","Co-op City","Bronx","3703","500","1","1"
"816","360050302001002","360050302001","20302001002","2","BX13","Co-op City","Bronx","3703","500","1","1"
"817","360050302001001","360050302001","20302001001","2","BX13","Co-op City","Bronx","3703","500","1","1"
"818","360050302002000","360050302002","20302002000","2","BX13","Co-op City","Bronx","3703","500","1","1"
"819","360050302002001","360050302002","20302002001","2","BX13","Co-op City","Bronx","3703","500","1","1"
"820","360050302003000","360050302003","20302003000","2","BX13","Co-op City","Bronx","3703","500","1","1"
"821","360050302003001","360050302003","20302003001","2","BX13","Co-op City","Bronx","3703","940","2","2"
"822","360050302004003","360050302004","20302004003","2","BX13","Co-op City","Bronx","3703","500","1","1"
"823","360050302005000","360050302005","20302005000","2","BX13","Co-op City","Bronx","3703","500","1","1"
"824","360050302005001","360050302005","20302005001","2","BX13","Co-op City","Bronx","3703","500","1","1"
"825","360050302006001","360050302006","20302006001","2","BX13","Co-op City","Bronx","3703","500","1","1"
"826","360050302001000","360050302001","20302001000","2","BX13","Co-op City","Bronx","3703","500","1","0"
"827","360050302003002","360050302003","20302003002","2","BX13","Co-op City","Bronx","3703","940","2","1"
"828","360050302003003","360050302003","20302003003","2","BX13","Co-op City","Bronx","3703","940","2","1"
"829","360050302003004","360050302003","20302003004","2","BX13","Co-op City","Bronx","3703","500","1","0"
"830","360050302003005","360050302003","20302003005","2","BX13","Co-op City","Bronx","3703","500","1","0"
"831","360050302003006","360050302003","20302003006","2","BX13","Co-op City","Bronx","3703","500","1","0"
"832","360050302003007","360050302003","20302003007","2","BX13","Co-op City","Bronx","3703","940","2","1"
"833","360050302003008","360050302003","20302003008","2","BX13","Co-op City","Bronx","3703","940","2","1"
"834","360050302003009","360050302003","20302003009","2","BX13","Co-op City","Bronx","3703","940","2","1"
"835","360050302003010","360050302003","20302003010","2","BX13","Co-op City","Bronx","3703","940","2","1"
"836","360050302003011","360050302003","20302003011","2","BX13","Co-op City","Bronx","3703","500","1","0"
"837","360050302003012","360050302003","20302003012","2","BX13","Co-op City","Bronx","3703","940","2","1"
"838","360050302004000","360050302004","20302004000","2","BX13","Co-op City","Bronx","3703",,,
"839","360050302004001","360050302004","20302004001","2","BX13","Co-op City","Bronx","3703",,,
"840","360050302004002","360050302004","20302004002","2","BX13","Co-op City","Bronx","3703",,,
"841","360050302005003","360050302005","20302005003","2","BX13","Co-op City","Bronx","3703","500","1","0"
"842","360050302005004","360050302005","20302005004","2","BX13","Co-op City","Bronx","3703","500","1","0"
"843","360050302005005","360050302005","20302005005","2","BX13","Co-op City","Bronx","3703","500","1","0"
"844","360050302005006","360050302005","20302005006","2","BX13","Co-op City","Bronx","3703","500","1","0"
"845","360050302006000","360050302006","20302006000","2","BX13","Co-op City","Bronx","3703","500","1","1"
"846","360050307012000","360050307012","20307012000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","3"
"847","360050307011002","360050307011","20307011002","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"848","360050307011004","360050307011","20307011004","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"849","360050307011005","360050307011","20307011005","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"850","360050307011006","360050307011","20307011006","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"851","360050307012001","360050307012","20307012001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"852","360050307013000","360050307013","20307013000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"853","360050307013002","360050307013","20307013002","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"854","360050307013003","360050307013","20307013003","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"855","360050307014000","360050307014","20307014000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","3"
"856","360050307014001","360050307014","20307014001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"857","360050307014002","360050307014","20307014002","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","3"
"858","360050307011000","360050307011","20307011000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"859","360050307011001","360050307011","20307011001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"860","360050307011003","360050307011","20307011003","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"861","360050307013001","360050307013","20307013001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"862","360050326001004","360050326001","20326001004","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"863","360050326001000","360050326001","20326001000","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"864","360050326001001","360050326001","20326001001","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"865","360050326001002","360050326001","20326001002","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"866","360050326001003","360050326001","20326001003","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"867","360050326001006","360050326001","20326001006","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"868","360050326001007","360050326001","20326001007","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"869","360050326002000","360050326002","20326002000","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"870","360050326002001","360050326002","20326002001","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"871","360050326002002","360050326002","20326002002","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"872","360050326002005","360050326002","20326002005","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"873","360050326002006","360050326002","20326002006","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"874","360050326003000","360050326003","20326003000","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"875","360050326003001","360050326003","20326003001","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"876","360050326003002","360050326003","20326003002","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"877","360050326001005","360050326001","20326001005","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"878","360050326001008","360050326001","20326001008","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"879","360050326002003","360050326002","20326002003","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"880","360050326002004","360050326002","20326002004","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"881","360050326003003","360050326003","20326003003","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"882","360050326003004","360050326003","20326003004","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","2"
"883","360050326003005","360050326003","20326003005","2","BX31","Allerton-Pelham Gardens","Bronx","3704","940","2","1"
"884","360050330002001","360050330002","20330002001","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"885","360050330001000","360050330001","20330001000","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"886","360050330001001","360050330001","20330001001","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"887","360050330001002","360050330001","20330001002","2","BX07","Bronxdale","Bronx","3704","940","2","3"
"888","360050330001003","360050330001","20330001003","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"889","360050330001004","360050330001","20330001004","2","BX07","Bronxdale","Bronx","3704","500","1","1"
"890","360050330002000","360050330002","20330002000","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"891","360050330003000","360050330003","20330003000","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"892","360050330003001","360050330003","20330003001","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"893","360050330003002","360050330003","20330003002","2","BX07","Bronxdale","Bronx","3704","500","1","1"
"894","360050330003003","360050330003","20330003003","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"895","360050330004000","360050330004","20330004000","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"896","360050330004002","360050330004","20330004002","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"897","360050330004003","360050330004","20330004003","2","BX07","Bronxdale","Bronx","3704","940","2","2"
"898","360050330004001","360050330004","20330004001","2","BX07","Bronxdale","Bronx","3704","500","1","0"
"899","360050330004004","360050330004","20330004004","2","BX07","Bronxdale","Bronx","3704","940","2","1"
"900","360050335001006","360050335001","20335001006","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"901","360050335002005","360050335002","20335002005","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"902","360050335002010","360050335002","20335002010","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","2"
"903","360050335001000","360050335001","20335001000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"904","360050335001001","360050335001","20335001001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"905","360050335001003","360050335001","20335001003","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"906","360050335001004","360050335001","20335001004","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"907","360050335001005","360050335001","20335001005","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"908","360050335001011","360050335001","20335001011","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"909","360050335002006","360050335002","20335002006","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"910","360050335002007","360050335002","20335002007","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"911","360050335002008","360050335002","20335002008","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"912","360050335002009","360050335002","20335002009","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"913","360050335002012","360050335002","20335002012","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"914","360050335002014","360050335002","20335002014","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"915","360050335002015","360050335002","20335002015","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"916","360050335002016","360050335002","20335002016","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"917","360050335002017","360050335002","20335002017","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","1"
"918","360050335002018","360050335002","20335002018","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"919","360050335003000","360050335003","20335003000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"920","360050335003001","360050335003","20335003001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","2"
"921","360050335001002","360050335001","20335001002","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","0"
"922","360050335001007","360050335001","20335001007","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"923","360050335001008","360050335001","20335001008","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"924","360050335001009","360050335001","20335001009","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"925","360050335001010","360050335001","20335001010","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"926","360050335002000","360050335002","20335002000","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"927","360050335002001","360050335002","20335002001","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"928","360050335002002","360050335002","20335002002","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"929","360050335002003","360050335002","20335002003","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","0"
"930","360050335002004","360050335002","20335002004","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"931","360050335002011","360050335002","20335002011","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","500","1","0"
"932","360050335002013","360050335002","20335002013","2","BX22","North Riverdale-Fieldston-Riverdale","Bronx","3701","940","2","1"
"933","360050356002000","360050356002","20356002000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"934","360050356001000","360050356001","20356001000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"935","360050356001001","360050356001","20356001001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"936","360050356001002","360050356001","20356001002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"937","360050356001003","360050356001","20356001003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"938","360050356001004","360050356001","20356001004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"939","360050356001005","360050356001","20356001005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","1"
"940","360050356002001","360050356002","20356002001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"941","360050356002002","360050356002","20356002002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"942","360050356002003","360050356002","20356002003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"943","360050356002005","360050356002","20356002005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"944","360050356002006","360050356002","20356002006","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"945","360050356002008","360050356002","20356002008","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"946","360050356002009","360050356002","20356002009","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"947","360050356002010","360050356002","20356002010","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","1"
"948","360050356002004","360050356002","20356002004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"949","360050356002007","360050356002","20356002007","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"950","360050356002011","360050356002","20356002011","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","0"
"951","360050356002012","360050356002","20356002012","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","0"
"952","360050358006000","360050358006","20358006000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"953","360050358007005","360050358007","20358007005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"954","360050358001000","360050358001","20358001000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"955","360050358001001","360050358001","20358001001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"956","360050358001002","360050358001","20358001002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"957","360050358001003","360050358001","20358001003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"958","360050358001004","360050358001","20358001004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"959","360050358001005","360050358001","20358001005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"960","360050358001006","360050358001","20358001006","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"961","360050358001007","360050358001","20358001007","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"962","360050358001008","360050358001","20358001008","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"963","360050358001009","360050358001","20358001009","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"964","360050358002000","360050358002","20358002000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"965","360050358002001","360050358002","20358002001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","1"
"966","360050358002004","360050358002","20358002004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","1"
"967","360050358002006","360050358002","20358002006","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"968","360050358002007","360050358002","20358002007","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"969","360050358004000","360050358004","20358004000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"970","360050358005000","360050358005","20358005000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"971","360050358005001","360050358005","20358005001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"972","360050358005002","360050358005","20358005002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"973","360050358005003","360050358005","20358005003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"974","360050358006001","360050358006","20358006001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","3"
"975","360050358006003","360050358006","20358006003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"976","360050358007001","360050358007","20358007001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"977","360050358007002","360050358007","20358007002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","2"
"978","360050358002002","360050358002","20358002002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"979","360050358002003","360050358002","20358002003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"980","360050358002005","360050358002","20358002005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"981","360050358003000","360050358003","20358003000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"982","360050358003001","360050358003","20358003001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"983","360050358003002","360050358003","20358003002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"984","360050358003003","360050358003","20358003003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"985","360050358003004","360050358003","20358003004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"986","360050358003005","360050358003","20358003005","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"987","360050358003006","360050358003","20358003006","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"988","360050358003007","360050358003","20358003007","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","500","1","0"
"989","360050358004001","360050358004","20358004001","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"990","360050358006002","360050358006","20358006002","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"991","360050358007000","360050358007","20358007000","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"992","360050358007003","360050358007","20358007003","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"993","360050358007004","360050358007","20358007004","2","BX03","Eastchester-Edenwald-Baychester","Bronx","3702","940","2","1"
"994","360050359001004","360050359001","20359001004","2","BX17","East Tremont","Bronx","3705","940","2","2"
"995","360050359001000","360050359001","20359001000","2","BX17","East Tremont","Bronx","3705","500","1","1"
"996","360050359001001","360050359001","20359001001","2","BX17","East Tremont","Bronx","3705","940","2","2"
"997","360050359001005","360050359001","20359001005","2","BX17","East Tremont","Bronx","3705","940","2","2"
"998","360050359001006","360050359001","20359001006","2","BX17","East Tremont","Bronx","3705","500","1","1"
"999","360050359001007","360050359001","20359001007","2","BX17","East Tremont","Bronx","3705","940","2","2"
