"objectid","dbh","tpstructure","tpcondition","stumpdiameter","plantingspaceglobalid","geometry","globalid","genusspecies","createddate","updateddate","planteddate","riskrating","riskratingdate","location"
"113651","23","Full","Fair",,"B7850B3E-B9F4-4138-ADFD-3F713BD73265","POINT (-74.1139977435330195 40.5615510640271566)","6B7330FE-8F3E-49DD-AE0F-3F42289FC3A8","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2021-09-02 18:24:23.0000000",,"8","2021-09-02 18:24:23.0000000","POINT (-74.11399774353302 40.56155106402716)"
"113652","21","Full","Good",,"2AAED972-EFB3-42D4-A957-982C193A7F0C","POINT (-73.8495120736508568 40.6543790196147015)","48778862-C457-4A41-8A31-18B526506738","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2017-05-05 09:32:38.0000000",,,,"POINT (-73.84951207365086 40.6543790196147)"
"113653","9","Full","Fair",,"A5194C88-73A3-456F-ADF5-E2780EC6D986","POINT (-73.9334092621590742 40.7961028725344690)","BCA82F00-3D49-4FC1-9340-2C82AA619020","Koelreuteria paniculata - goldenrain tree","2015-03-23 04:00:00.0000000","2019-11-13 19:27:16.0000000",,"6","2019-11-13 19:27:16.0000000","POINT (-73.93340926215907 40.79610287253447)"
"113654","4","Full","Good",,"ABE73860-B612-4002-A410-2B998E6EB70F","POINT (-73.9621123508988916 40.7979087234021307)","8ABE0E96-97DE-489D-91C3-70251300010E","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2016-10-06 14:08:29.0000000",,,,"POINT (-73.96211235089889 40.79790872340213)"
"113657","8","Full","Good",,"5355F8D0-5CEF-48CF-B44F-BB32C47AA6F6","POINT (-73.8991707865281455 40.8239555152132567)","6625F90D-A061-4CE9-A98D-80D96A4C09E7","Acer rubrum - red maple","2015-03-23 04:00:00.0000000","2022-03-14 18:42:25.0000000",,"7","2022-03-14 18:42:25.0000000","POINT (-73.89917078652815 40.82395551521326)"
"113658",,"Stump","Dead","18","10580D2F-9737-4672-8DA5-F66B77571094","POINT (-73.9004886409052801 40.8309011854653932)","36BFE72B-7822-4655-9190-339C23B67802","Morus - mulberry","2015-03-23 04:00:00.0000000","2022-04-08 04:03:27.0000000",,"7","2022-04-08 04:03:27.0000000","POINT (-73.90048864090528 40.83090118546539)"
"113659","3","Retired","Dead","3","1268339D-3FC8-4D29-B010-0D31A3DEC46C","POINT (-73.8868702911384787 40.8199085392486580)","0F147BC5-7CD7-4F74-B4A7-C55201F90F9D","Acer platanoides 'Not Green Leaf' - 'Not Green Leaf' Norway maple","2015-03-23 04:00:00.0000000","2016-10-28 16:08:27.0000000",,,,"POINT (-73.88687029113848 40.81990853924866)"
"113660","6","Full","Poor",,"8EF3A3B0-2729-451A-858D-93D171BC27E7","POINT (-73.9621772942396376 40.6744202268932469)","F6DD5682-9BCB-4625-A543-D99807FA35BA","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-23 04:00:00.0000000","2021-09-03 19:02:06.0000000",,"7","2021-09-03 19:02:06.0000000","POINT (-73.96217729423964 40.67442022689325)"
"114023","14","Full","Good",,"885EEE8E-2E6F-40E3-B632-B4471763C79B","POINT (-73.7616806008714434 40.6872402743148953)","83DD645A-46C0-4D2C-8373-98F3A7AB7BAE","Tilia cordata - littleleaf linden","2015-03-23 04:00:00.0000000",,,,,"POINT (-73.76168060087144 40.687240274314895)"
"114024","8","Retired","Fair",,"6F67B4C5-C2D0-4BC9-B4BD-33B867B292B8","POINT (-73.7473177005209237 40.6605947746159373)","6CF52405-C850-4744-98A8-42C46E302A25","Pyrus calleryana - Callery pear","2015-03-23 04:00:00.0000000","2023-05-09 17:50:09.0000000",,,,"POINT (-73.74731770052092 40.66059477461594)"
"114025","6","Full","Fair",,"F0042043-0E79-4EF4-810E-19742C28F351","POINT (-73.9669382118763679 40.8076996526778402)","7A38E47F-48DC-4A39-AF81-7350EA7E435F","Fraxinus pennsylvanica - Green ash","2015-03-23 04:00:00.0000000","2023-06-28 15:36:07.0000000",,"6","2021-09-27 18:39:25.0000000","POINT (-73.96693821187637 40.80769965267784)"
"114026","8","Full","Good",,"932379DE-5728-4C61-A23C-1423374580D2","POINT (-73.7481510961392814 40.6725151102096305)","40E5312B-34D5-4244-AE9A-E35152832D7D","Acer platanoides - Norway maple","2015-03-23 04:00:00.0000000",,,,,"POINT (-73.74815109613928 40.67251511020963)"
"114027","29","Full","Good",,"6119AE1B-D63F-4ECE-95C0-6F4487853473","POINT (-73.7402502688025265 40.6800472241223332)","C50833E0-A200-4381-80CE-748395C73332","Acer saccharinum - silver maple","2015-03-23 04:00:00.0000000","2016-10-27 19:10:56.0000000",,,,"POINT (-73.74025026880253 40.68004722412233)"
"114028","13","Retired","Unknown",,"812F0FEF-0D83-4619-BC47-640AEACEA4B2","POINT (-73.9509168143302986 40.7801054262200040)","D6C11387-6411-4995-A0F2-3C7394688F2A","Tilia cordata - littleleaf linden","2015-03-23 04:00:00.0000000","2020-02-06 14:52:00.0000000",,,,"POINT (-73.9509168143303 40.780105426220004)"
"114029","13","Retired","Dead","14","B56E8DD9-B8F8-412F-85B6-BE0AF19DA425","POINT (-73.7095034143038959 40.7403395834831912)","E7C502C3-2D0D-47DA-8A68-7DFFB0D55E73","Acer platanoides - Norway maple","2015-03-23 04:00:00.0000000","2023-08-10 18:06:00.0000000",,"3","2020-11-16 17:17:00.0000000","POINT (-73.7095034143039 40.74033958348319)"
"114030","36","Full","Good",,"EE1E5A57-C963-49C3-9833-4CFFDDCD2BDD","POINT (-74.1173836619098267 40.5625299001746811)","B95B41FE-287A-4221-93DF-7E539B209CCF","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:05:32.0000000",,"6","2021-08-06 17:05:32.0000000","POINT (-74.11738366190983 40.56252990017468)"
"114032",,"Retired","Unknown",,"C3D6C60F-79B4-460F-9A12-6FEDC025A7B9","POINT (-74.1162135005581462 40.5636609559014758)","4B2D5848-3720-4595-B3C9-CA69CDF95A33","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-23 12:52:07.0000000",,,,"POINT (-74.11621350055815 40.563660955901476)"
"114033","9","Full","Fair",,"3F7FF499-1082-4D19-A609-0FE0D11EE487","POINT (-74.1166929381308535 40.5633981878710870)","E5E87DCF-E903-4827-91C8-0E85B73C43ED","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-23 19:05:44.0000000",,"8","2021-08-23 19:05:44.0000000","POINT (-74.11669293813085 40.56339818787109)"
"114034","12","Full","Fair",,"9B9C40D4-D980-4180-A6BE-39F8FF60D32C","POINT (-74.1167750592348966 40.5632998591148066)","82F7F86C-EBB5-417D-B855-6F9F14495685","Quercus x sargentii - Sargent oak","2015-03-23 04:00:00.0000000","2021-08-23 19:01:37.0000000",,"8","2021-08-23 19:01:37.0000000","POINT (-74.1167750592349 40.56329985911481)"
"114035",,"Retired","Unknown",,"C98F7429-07DD-453E-9CC9-FAD134D7B901","POINT (-74.1169912368414714 40.5629165901444182)","EE7031FD-F064-46F6-90E3-B22A1E83C912","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-23 12:05:37.0000000",,,,"POINT (-74.11699123684147 40.56291659014442)"
"114036","35","Full","Fair",,"C62F6B2C-6D60-4ED4-AD17-53C2F0636964","POINT (-74.1171854522139455 40.5629096799578690)","2DC3D4B7-6E72-4E91-9039-D788D0B7EE94","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-23 13:06:42.0000000",,"9","2021-08-23 13:06:42.0000000","POINT (-74.11718545221395 40.56290967995787)"
"114037","15","Full","Fair",,"D3A84418-6D07-43C7-B318-93745E5F9AC5","POINT (-74.1167628793166386 40.5621659879353942)","5DC3D571-253D-4569-BA4A-24A9CD2A0C6D","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:08:57.0000000",,"6","2021-08-06 17:08:57.0000000","POINT (-74.11676287931664 40.562165987935394)"
"114038","34","Full","Fair",,"445D5702-AD62-4955-B44C-8FC6AAE30305","POINT (-74.1165575006896660 40.5621852575220387)","73B422D8-557C-4822-BC2C-7A4D72830D7A","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:50:38.0000000",,"6","2021-08-06 17:50:38.0000000","POINT (-74.11655750068967 40.56218525752204)"
"114039","30","Stump","Dead","46","F906CBF3-DB30-4198-BDF2-28442D65B683","POINT (-74.1163384828663538 40.5619972502649162)","D60702EB-E238-4EA1-99F0-E9274CE38042","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2023-01-12 17:46:56.0000000",,"9","2022-02-25 19:05:20.0000000","POINT (-74.11633848286635 40.561997250264916)"
"114040","24","Full","Good",,"A24A32F7-2A40-4CD5-85DE-E6FDB2DED0FF","POINT (-73.9210648139572299 40.6464267900891443)","9B79EDBD-EF66-49A9-A8A2-C8E577299D96","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2022-09-08 15:39:28.0000000",,"5","2022-09-08 15:39:28.0000000","POINT (-73.92106481395723 40.646426790089144)"
"114041","28","Retired","Dead","0","FE0B4B30-A7E3-458A-8650-50E659BD16F3","POINT (-74.1159607371681091 40.5623803450295952)","29260894-27C1-46C2-A85C-C005E434F09A","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2017-11-21 04:11:11.0000000",,"9","2016-09-27 14:02:53.0000000","POINT (-74.11596073716811 40.562380345029595)"
"114042","29","Full","Fair",,"5D731BA5-80AF-4544-9A6B-7C683DDC0AAE","POINT (-74.1158063674874086 40.5625395424605060)","7FBA60FE-0864-4C68-9738-594E1A278BAE","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 18:35:43.0000000",,"6","2021-08-06 18:35:43.0000000","POINT (-74.11580636748741 40.562539542460506)"
"114043","13","Stump","Unknown","12","27990F7A-B12A-4288-8175-20AFCB305C97","POINT (-73.9783115268738953 40.6559316929597614)","A198A6F2-2A7C-4A27-84EA-0BA1ABBE164D","Pyrus calleryana - Callery pear","2015-03-23 04:00:00.0000000","2022-12-13 15:11:35.0000000",,"8","2022-08-17 16:36:00.0000000","POINT (-73.9783115268739 40.65593169295976)"
"114045","37","Full","Fair",,"E50B16BD-6B10-4280-BCB1-375D2BC8D13A","POINT (-73.9582216162191486 40.5980943621086325)","03379F17-1AC7-42E6-9E03-AEBFE4A31985","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2023-05-15 17:18:15.0000000",,"8","2023-05-15 17:18:15.0000000","POINT (-73.95822161621915 40.59809436210863)"
"114046","34","Full","Fair",,"31EC7D0E-1CA0-4907-93D8-9B20CF5D72AD","POINT (-74.1154087187515387 40.5629342711402003)","59E2386F-99DD-4150-A146-CB397E5CD8E1","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 18:29:37.0000000",,"6","2021-08-06 18:29:37.0000000","POINT (-74.11540871875154 40.5629342711402)"
"114047","36","Full","Fair",,"273F5085-D536-4714-A418-3F9633D95C98","POINT (-74.1152566783071336 40.5630869128217597)","4F5397DC-DF5A-44FA-AE30-749466401DEB","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 18:27:23.0000000",,"7","2021-08-06 18:27:23.0000000","POINT (-74.11525667830713 40.56308691282176)"
"114048","7","Retired","Fair",,"7CE025DD-A639-4E67-80DE-CDA18965C0B1","POINT (-73.9326637951926955 40.7959014349077549)","614A7A61-4992-4703-BB95-3AE880C5A880","Fraxinus pennsylvanica - Green ash","2015-03-23 04:00:00.0000000","2019-07-23 12:36:03.0000000",,,,"POINT (-73.9326637951927 40.795901434907755)"
"114049","34","Full","Fair",,"2EF1E485-6A42-4A13-A999-3F07FDDB77D8","POINT (-74.1143856450952825 40.5624450682024573)","4D025E39-9A63-46F6-96AE-D449CA7E9E41","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-25 19:24:50.0000000",,"8","2021-08-25 19:24:50.0000000","POINT (-74.11438564509528 40.56244506820246)"
"114050","33","Full","Fair",,"DC276247-ABC4-4FE2-80B3-783DD7FE22E3","POINT (-74.1149094055835036 40.5618991529380537)","AD866AC9-406A-4C8A-8AD2-E6FA245F520D","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2023-03-01 15:34:37.0000000",,"9","2023-03-01 15:34:37.0000000","POINT (-74.1149094055835 40.561899152938054)"
"114051","32","Full","Fair",,"4A17F607-63B1-4138-9BDD-475BBEF737DC","POINT (-74.1152590467569894 40.5615170442178581)","59B87F2B-2CDC-460A-BF0A-1AF644604009","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2022-06-27 15:55:15.0000000",,"6","2022-06-27 15:55:15.0000000","POINT (-74.11525904675699 40.56151704421786)"
"114052","17","Full","Good",,"3BACC983-1A11-4AEC-B63E-847810641620","POINT (-73.9131770448797454 40.6411592751424919)","56FD970E-E392-43B5-B24C-F245DF463857","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2017-02-01 14:23:40.0000000",,,,"POINT (-73.91317704487975 40.64115927514249)"
"114053","23","Full","Good",,"A3F38DF9-38AA-4EF6-AB33-585C64AB41EC","POINT (-74.1142088317632926 40.5616741563095360)","FC6B8E01-2B24-420B-9E3A-9818626876C5","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2021-08-09 12:59:11.0000000",,"6","2021-08-09 12:59:11.0000000","POINT (-74.11420883176329 40.561674156309536)"
"114054","25","Full","Good",,"9858C20A-11B6-47FD-8C18-6C3B264233D3","POINT (-74.1141111046976562 40.5616164746335812)","7BEC3715-B937-4113-9CD7-DC961FEA0F23","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2021-08-09 12:57:57.0000000",,"6","2021-08-09 12:57:57.0000000","POINT (-74.11411110469766 40.56161647463358)"
"114055","8","Full","Good",,"8D622825-408E-4494-9AB2-4E16E86A1C69","POINT (-73.9579170229453808 40.7677703602948966)","97968392-6B40-4F6A-A6F8-51A54697C671","Ginkgo biloba - maidenhair tree","2015-03-23 04:00:00.0000000","2016-10-18 13:08:26.0000000",,,,"POINT (-73.95791702294538 40.7677703602949)"
"114056","3","Full","Fair",,"16D637A0-4772-40FB-A1D8-2B9F33B07E34","POINT (-73.9776872009070843 40.7460979452662784)","E2C6D7D7-8FEF-48C7-8048-AA943056C93C","Quercus phellos - willow oak","2015-03-23 04:00:00.0000000","2019-08-21 00:42:20.0000000",,"3","2019-08-20 20:42:18.0000000","POINT (-73.97768720090708 40.74609794526628)"
"114057","11","Full","Good",,"E54C28FC-D2D2-46CE-A8AB-BAA99E71FED9","POINT (-73.9913282679377318 40.7612641742037169)","9F9AFBA1-2370-4B76-BFE8-BCD239713677","Ginkgo biloba - maidenhair tree","2015-03-23 04:00:00.0000000","2021-12-09 20:33:11.0000000",,"3","2021-12-09 20:33:11.0000000","POINT (-73.99132826793773 40.76126417420372)"
"114058","9","Retired","Good",,"B056F23C-9F55-45A5-9B16-C10B3E7386E2","POINT (-73.9468303290887405 40.7805662081189055)","4285C825-8EA2-4EA8-BE7A-99954F9A4DD1","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-23 04:00:00.0000000","2016-10-06 13:56:23.0000000",,,,"POINT (-73.94683032908874 40.780566208118906)"
"114060","3","Retired","Good","3","6DBB8A1A-BC39-46AA-8D0C-56EEFA22E15B","POINT (-73.8869096062097128 40.8200484316099761)","9F409ED8-B12E-4B08-9B7A-40422D2887D4","Acer - maple","2015-03-23 04:00:00.0000000","2020-01-29 14:29:00.0000000",,,,"POINT (-73.88690960620971 40.820048431609976)"
"114424","5","Stump","Dead",,"1B3A6FD3-503D-42CA-B36F-A378E304C7B9","POINT (-73.9476624254220951 40.7887132478141936)","EEA45466-2AD5-489D-A462-9C1598046810","Zelkova serrata - Japanese zelkova","2015-03-23 04:00:00.0000000","2016-10-20 19:19:43.0000000",,,,"POINT (-73.9476624254221 40.788713247814194)"
"114425",,"Stump","Dead","6","A4BECF2C-A448-46B8-A071-227F88E8C79D","POINT (-73.7571026793458913 40.6641019358925604)","2CB837FB-66AF-4AED-97A7-BBFD5B117947","Tilia cordata - littleleaf linden","2015-03-23 04:00:00.0000000","2023-03-23 03:13:27.0000000",,"4","2023-03-23 03:13:27.0000000","POINT (-73.75710267934589 40.66410193589256)"
"114426","25","Full","Fair",,"8FF6AE42-7F00-499E-A7DA-0AEBFDDB9EDD","POINT (-73.7365534603349602 40.7370436945439209)","58701440-21CD-4E5C-98C0-DA3DF75F912F","Acer platanoides - Norway maple","2015-03-23 04:00:00.0000000","2022-02-28 18:39:54.0000000",,"8","2022-02-28 18:39:54.0000000","POINT (-73.73655346033496 40.73704369454392)"
"114427","36","Full","Fair",,"1E04690C-5FE7-4D52-9B58-7D2876547188","POINT (-74.1162392704416106 40.5619848418164395)","6137F6DB-D095-415C-9DBE-C878AFE5AC07","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:17:07.0000000",,"6","2021-08-06 17:17:07.0000000","POINT (-74.11623927044161 40.56198484181644)"
"114428","34","Full","Good",,"ABAF30BA-44A6-46AF-BDD3-B3E67679888F","POINT (-74.1158865909597324 40.5619604777568767)","69302114-D301-481E-BA1C-52726520AFFA","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:46:50.0000000",,"6","2021-08-06 17:46:50.0000000","POINT (-74.11588659095973 40.56196047775688)"
"114429","29","Full","Good",,"98C4B38A-B867-483B-9C5D-4ADE68130FA6","POINT (-74.1156551653703417 40.5618219225939001)","0EDF9342-D6E9-4911-863E-90B1B48435DC","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:41:04.0000000",,"6","2021-08-06 17:41:04.0000000","POINT (-74.11565516537034 40.5618219225939)"
"114430","36","Retired","Fair",,"729A6B8D-C853-480A-9BDD-6FB5A652E0CF","POINT (-74.1155677511678164 40.5617700010179547)","69DC3A21-D054-4A7D-AFF5-9D35A194FD8D","Quercus palustris - pin oak","2015-03-23 04:00:00.0000000","2021-08-06 17:39:33.0000000",,,,"POINT (-74.11556775116782 40.561770001017955)"
"114431","10","Full","Good",,"A50080A7-B2F2-4EC5-84FC-30FD7365DAB7","POINT (-74.1153338640129533 40.5630070168659813)","6822706D-12ED-4FE0-80F1-767E8DEA455B","Tilia cordata - littleleaf linden","2015-03-23 04:00:00.0000000","2021-08-06 18:28:18.0000000",,"6","2021-08-06 18:28:18.0000000","POINT (-74.11533386401295 40.56300701686598)"
"114432","32","Full","Good",,"AFBC72BC-359B-46A2-918B-A106E4E66EA5","POINT (-73.9235014611202530 40.6139140278905160)","50952300-76BA-491E-9052-BBAA103ABB28","Platanus x acerifolia - London planetree","2015-03-23 04:00:00.0000000","2020-08-12 12:24:30.0000000",,"7","2020-08-12 12:24:30.0000000","POINT (-73.92350146112025 40.613914027890516)"
"114433","20","Full","Poor",,"D57ED79A-8C64-4969-951E-A375B7A34B4E","POINT (-74.1150820416803384 40.5617108680128666)","422AC0F1-F2BA-4183-B43F-E6B03A6B474E","Zelkova serrata - Japanese zelkova","2015-03-23 04:00:00.0000000","2022-07-29 16:53:30.0000000",,"6","2022-07-29 16:53:30.0000000","POINT (-74.11508204168034 40.56171086801287)"
"114434","24","Retired","Dead",,"A8ACD105-CC20-4426-91CD-A666F67B3094","POINT (-73.9631148208044209 40.6088527440239559)","A01F8366-F1B2-4301-9FB9-67D400DC4CB2","Acer platanoides - Norway maple","2015-03-23 04:00:00.0000000","2019-09-11 17:05:00.0000000",,,,"POINT (-73.96311482080442 40.608852744023956)"
"114823","30","Full","Fair",,"F479785B-AA18-447A-A03A-2014115B2905","POINT (-74.1136980340575917 40.5717422683543774)","446EC840-017C-4435-9710-D0AD82DBDE94","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2022-08-04 14:45:34.0000000",,"7","2022-08-04 14:45:34.0000000","POINT (-74.11369803405759 40.57174226835438)"
"114824","9","Full","Fair",,"76C52370-E446-4F57-9C59-B3D127ABE3EC","POINT (-74.0982264537182544 40.6308553883854628)","15263870-95EA-42FE-BA32-B1B8BEB9F10E","Zelkova serrata - Japanese zelkova","2015-03-24 04:00:00.0000000","2019-01-25 20:30:28.0000000",,,,"POINT (-74.09822645371825 40.63085538838546)"
"114825","18","Full","Good",,"BDF9D249-AA4B-4C9B-9457-29ED302085EA","POINT (-74.0928742325570084 40.5930125960126986)","C2D36AAE-B9BC-4F39-8C3B-1A6F63EB25B8","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2016-10-27 14:27:48.0000000",,,,"POINT (-74.09287423255701 40.5930125960127)"
"114826","10","Retired","Fair",,"44EC7C21-3C35-4C19-85FC-0766701801C4","POINT (-74.1693919621894793 40.5532089081757405)","B5AE3D06-8D81-455B-B73B-4F5A79A226B8","Pyrus calleryana - Callery pear","2015-03-24 04:00:00.0000000","2017-12-11 14:21:51.0000000",,,,"POINT (-74.16939196218948 40.55320890817574)"
"114827","30","Retired","Poor","30","7905DC2D-1767-4E41-98CE-D37AD46B6B79","POINT (-74.1594283491916428 40.5444107351253393)","41E5010E-7406-4FB9-BEE8-7207097C6C59","Acer - maple","2015-03-24 04:00:00.0000000","2015-09-24 12:21:00.0000000",,,,"POINT (-74.15942834919164 40.54441073512534)"
"114828","6","Full","Good",,"56A6BA5E-0C54-4C1D-AD52-A696F1A25038","POINT (-73.9481244272207334 40.7743705661104983)","5BCF0D8B-3DED-424B-80F9-FBC3C74A50A6","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-24 04:00:00.0000000","2020-02-13 21:44:57.0000000",,"3","2020-02-13 21:44:57.0000000","POINT (-73.94812442722073 40.7743705661105)"
"114829","26","Full","Good",,"F94D1E99-994A-4995-89E4-085B60745BEC","POINT (-74.1135614785611523 40.5612858312412925)","13839B3D-0F30-4B85-B6CA-0E0206FC74BB","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-09 12:53:09.0000000",,"6","2021-08-09 12:53:09.0000000","POINT (-74.11356147856115 40.56128583124129)"
"114830","26","Full","Fair",,"579DE376-9866-4338-8607-8B9EA8E2B43F","POINT (-74.1133058229152368 40.5611324029910705)","1DC4BA4D-9725-44B4-9BF4-823318EA303A","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-09 12:50:44.0000000",,"6","2021-08-09 12:50:44.0000000","POINT (-74.11330582291524 40.56113240299107)"
"114831","19","Full","Fair",,"D721AFFB-09B0-4762-A296-1E9FF391A81F","POINT (-74.1130728316557281 40.5609866956544565)","70442D17-46C5-4727-BBEA-E43521D427E8","Zelkova serrata - Japanese zelkova","2015-03-24 04:00:00.0000000","2021-08-09 12:47:28.0000000",,"7","2021-08-09 12:47:28.0000000","POINT (-74.11307283165573 40.56098669565446)"
"114832","24","Full","Fair",,"A6FB6971-5D2C-4AE1-A80D-31D18E3F8317","POINT (-74.1119271233233121 40.5603182936226290)","CCBCFEC8-8F40-4410-BF44-1C0D1A90141A","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-13 12:24:47.0000000",,"6","2021-08-13 12:24:47.0000000","POINT (-74.11192712332331 40.56031829362263)"
"114833","26","Full","Fair",,"458A301C-054D-4A62-AD5F-8D2A37455572","POINT (-74.1115323414927900 40.5600970914678882)","C4416F7C-207D-4847-B1BB-DDD18436075A","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-13 12:18:13.0000000",,"6","2021-08-13 12:18:13.0000000","POINT (-74.11153234149279 40.56009709146789)"
"114834","26","Retired","Poor",,"848D62D7-83E2-48F7-95CD-E28EE6432A36","POINT (-73.7715830422928889 40.6999619559189725)","41C1ECED-4175-402B-AA2F-7CFDDDBF753A","Acer platanoides - Norway maple","2015-03-24 04:00:00.0000000","2017-04-28 08:03:47.0000000",,,,"POINT (-73.77158304229289 40.69996195591897)"
"114835","18","Full","Fair",,"57B13FE6-C02E-4863-B84F-492016E662D4","POINT (-74.1111629352721621 40.5600304871042496)","8825E08C-F946-4AD2-9620-4E018B73E1ED","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-13 13:00:07.0000000",,"6","2021-08-13 13:00:07.0000000","POINT (-74.11116293527216 40.56003048710425)"
"114836","10","Full","Fair",,"DF9701E9-18DD-454D-960B-0BEA2D888AD3","POINT (-74.1110961324762343 40.5599828549542352)","EB2DA452-1951-47B5-8AEA-89F1FCF9B55D","Pyrus calleryana - Callery pear","2015-03-24 04:00:00.0000000","2021-08-13 13:01:44.0000000",,"6","2021-08-13 13:01:44.0000000","POINT (-74.11109613247623 40.559982854954235)"
"114837","4","Retired","Good",,"5F061562-99F8-4DE7-B64C-3F4B9F2F34E6","POINT (-73.9871917981962355 40.5764496006072406)","8FFADFBE-92A7-46CC-B1C7-3E7482789B9B","Acer - maple","2015-03-24 04:00:00.0000000","2019-01-08 20:42:40.0000000",,,,"POINT (-73.98719179819624 40.57644960060724)"
"114838","4","Retired","Good",,"A87FC185-DFAE-418D-A258-C8821B418EF4","POINT (-73.9873261676796119 40.5764329368252703)","8B757EB4-7B94-4EAA-893D-7DF521C2BE27","Acer - maple","2015-03-24 04:00:00.0000000","2019-01-08 20:42:18.0000000",,,,"POINT (-73.98732616767961 40.57643293682527)"
"114839","25","Full","Fair",,"5A004C16-6F79-4B44-B627-03D4BD35B15B","POINT (-74.1102370698316832 40.5595111562717960)","D098B564-3D6A-4B08-83CD-661104F0A050","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-13 13:12:21.0000000",,"6","2021-08-13 13:12:21.0000000","POINT (-74.11023706983168 40.559511156271796)"
"114840","4","Retired","Good",,"A518FF2E-0387-469D-A3B5-CEC345295B53","POINT (-73.9874613198570046 40.5764132948597691)","28EA3D39-BFCE-4122-A62B-FD06FEED7CB3","Acer - maple","2015-03-24 04:00:00.0000000","2019-01-08 20:42:01.0000000",,,,"POINT (-73.987461319857 40.57641329485977)"
"114841","15","Full","Good",,"2726C1E0-7A1B-4C4E-B402-E585F258058F","POINT (-74.1108373798428914 40.5590038311584067)","CF093EDB-4FC0-44AE-B19D-A694A0262718","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-12 13:18:46.0000000",,"6","2021-08-12 13:18:46.0000000","POINT (-74.11083737984289 40.55900383115841)"
"114842","21","Full","Fair",,"CC8B7D22-0C5B-45ED-8ABE-AD1435F52697","POINT (-74.1109630074605690 40.5589358049724353)","B8A3C75E-D6AD-400A-89D1-767AF945C66E","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-26 16:08:23.0000000",,"8","2021-08-26 16:08:23.0000000","POINT (-74.11096300746057 40.558935804972435)"
"114843","16","Full","Good",,"DA66345A-AF54-4D0A-ACCB-159B1A738909","POINT (-74.1112110510292155 40.5592161218012279)","AE1D810A-F530-437D-8F2B-2A502E72B32C","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-12 13:24:45.0000000",,"6","2021-08-12 13:24:45.0000000","POINT (-74.11121105102922 40.55921612180123)"
"114844","19","Full","Good",,"6911D950-8AE4-49FF-A6DC-0E5C30434200","POINT (-74.1114688757377849 40.5593691923661410)","5F16FC87-5194-4D9A-AA4E-A31A8B2494B3","Platanus x acerifolia - London planetree","2015-03-24 04:00:00.0000000","2021-08-12 13:26:58.0000000",,"6","2021-08-12 13:26:58.0000000","POINT (-74.11146887573778 40.55936919236614)"
