"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
"2","2017-01-29T03:02:14.000","2017-01-29T03:08:46.000","1","1.55","1","N","158","144","1","7","0.5","0.5","1","0","0.3","9.3"
"1","2017-01-29T03:02:15.000","2017-01-29T03:06:00.000","1","0.60","1","N","164","68","1","4.5","0.5","0.5","1","0","0.3","6.8"
"1","2017-01-29T03:02:16.000","2017-01-29T03:07:26.000","1","0.70","1","N","137","107","1","5","0.5","0.5","0.7","0","0.3","7"
"1","2017-01-29T03:02:16.000","2017-01-29T03:12:11.000","1","3.60","1","N","246","239","1","12","0.5","0.5","2.65","0","0.3","15.95"
"1","2017-01-29T03:02:16.000","2017-01-29T03:17:26.000","1","2.10","1","N","164","163","2","11.5","0.5","0.5","0","0","0.3","12.8"
"1","2017-01-29T03:02:16.000","2017-01-29T03:11:49.000","1","3.80","1","N","79","88","1","13","0.5","0.5","2.85","0","0.3","17.15"
"1","2017-01-29T03:02:16.000","2017-01-29T03:10:54.000","2","1.30","1","N","90","224","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2017-01-29T03:02:16.000","2017-01-29T03:14:07.000","1","3.00","1","N","68","261","1","12.5","0.5","0.5","1","0","0.3","14.8"
"2","2017-01-29T03:02:16.000","2017-01-29T03:03:47.000","1","0.01","1","N","68","68","2","3","0.5","0.5","0","0","0.3","4.3"
"2","2017-01-29T03:02:16.000","2017-01-29T03:16:38.000","2","5.00","1","N","148","140","1","17.5","0.5","0.5","3.76","0","0.3","22.56"
"2","2017-01-29T03:02:16.000","2017-01-29T03:09:33.000","2","1.50","1","N","246","137","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2017-01-29T03:02:17.000","2017-01-29T03:21:56.000","1","10.00","1","N","48","127","1","29.5","0.5","0.5","0","0","0.3","30.8"
"1","2017-01-29T03:02:17.000","2017-01-29T03:09:40.000","3","1.20","1","N","170","90","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2017-01-29T03:02:17.000","2017-01-29T03:04:47.000","1","0.41","1","N","80","80","1","4","0.5","0.5","0","0","0.3","5.3"
"2","2017-01-29T03:02:17.000","2017-01-29T03:10:22.000","1","1.50","1","N","79","137","1","7.5","0.5","0.5","1","0","0.3","9.8"
"1","2017-01-29T03:02:18.000","2017-01-29T03:06:58.000","3","0.60","1","N","211","144","2","5","0.5","0.5","0","0","0.3","6.3"
"1","2017-01-29T03:02:18.000","2017-01-29T03:09:22.000","1","1.20","1","N","144","113","1","7","0.5","0.5","2.05","0","0.3","10.35"
"1","2017-01-29T03:02:18.000","2017-01-29T03:15:51.000","1","2.70","1","N","148","13","2","12.5","0.5","0.5","0","0","0.3","13.8"
"2","2017-01-29T03:02:18.000","2017-01-29T03:12:19.000","6","1.94","1","N","249","224","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2017-01-29T03:02:18.000","2017-01-29T03:18:20.000","1","6.61","1","N","164","25","1","21","0.5","0.5","3","0","0.3","25.3"
"2","2017-01-29T03:02:18.000","2017-01-29T03:15:41.000","2","4.15","1","N","79","263","1","13.5","0.5","0.5","2.96","0","0.3","17.76"
"2","2017-01-29T03:02:18.000","2017-01-29T03:10:26.000","1","1.97","1","N","229","224","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2017-01-29T03:02:19.000","2017-01-29T03:15:57.000","1","4.50","1","N","234","262","1","14.5","0.5","0.5","1","0","0.3","16.8"
"1","2017-01-29T03:02:19.000","2017-01-29T03:09:58.000","2","1.30","1","N","231","79","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"1","2017-01-29T03:02:19.000","2017-01-29T03:16:17.000","2","3.30","1","N","107","13","1","13.5","0.5","0.5","2.95","0","0.3","17.75"
"1","2017-01-29T03:02:19.000","2017-01-29T03:06:59.000","1","0.40","1","N","158","90","1","5","0.5","0.5","1.25","0","0.3","7.55"
"2","2017-01-29T03:02:19.000","2017-01-29T03:12:46.000","1","2.94","1","N","234","143","1","11","0.5","0.5","2","0","0.3","14.3"
"2","2017-01-29T03:02:19.000","2017-01-29T03:05:41.000","2","1.07","1","N","231","249","1","5","0.5","0.5","2","0","0.3","8.3"
"2","2017-01-29T03:02:19.000","2017-01-29T03:09:19.000","1","1.68","1","N","90","246","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"2","2017-01-29T03:02:19.000","2017-01-29T03:04:30.000","1","0.54","1","N","79","224","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2017-01-29T03:02:19.000","2017-01-29T03:27:28.000","1","6.05","1","N","107","42","2","22","0.5","0.5","0","0","0.3","23.3"
"1","2017-01-29T03:02:20.000","2017-01-29T03:16:18.000","2","3.50","1","N","148","255","1","14","0.5","0.5","1","0","0.3","16.3"
"1","2017-01-29T03:02:20.000","2017-01-29T03:18:13.000","1","3.70","1","N","148","186","1","14.5","0.5","0.5","3.15","0","0.3","18.95"
"2","2017-01-29T03:02:20.000","2017-01-29T03:26:17.000","1","10.00","1","N","79","26","2","30","0.5","0.5","0","0","0.3","31.3"
"2","2017-01-29T03:02:20.000","2017-01-29T03:02:53.000","1","0.00","1","N","163","163","2","2.5","0.5","0.5","0","0","0.3","3.8"
"1","2017-01-29T03:02:21.000","2017-01-29T03:15:27.000","4","2.00","1","N","148","164","1","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2017-01-29T03:02:21.000","2017-01-29T03:09:22.000","1","0.90","1","N","79","114","1","6","0.5","0.5","1.8","0","0.3","9.1"
"2","2017-01-29T03:02:21.000","2017-01-29T03:13:35.000","1","2.90","1","N","148","25","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2017-01-29T03:02:21.000","2017-01-29T03:09:50.000","5","1.79","1","N","68","246","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2017-01-29T03:02:22.000","2017-01-29T03:11:20.000","1","2.90","1","N","141","113","1","11","0.5","0.5","2.45","0","0.3","14.75"
"2","2017-01-29T03:02:22.000","2017-01-29T03:19:54.000","1","4.92","1","N","249","239","1","17.5","0.5","0.5","3.76","0","0.3","22.56"
"2","2017-01-29T03:02:22.000","2017-01-29T03:34:05.000","1","16.17","1","N","114","259","2","46","0.5","0.5","0","0","0.3","47.3"
"2","2017-01-29T03:02:22.000","2017-01-29T03:09:56.000","5","1.57","1","N","211","79","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"2","2017-01-29T03:02:22.000","2017-01-29T03:23:37.000","2","4.66","1","N","79","143","1","18","0.5","0.5","3.86","0","0.3","23.16"
"2","2017-01-29T03:02:22.000","2017-01-29T03:12:39.000","1","2.19","1","N","79","162","2","10","0.5","0.5","0","0","0.3","11.3"
"1","2017-01-29T03:02:23.000","2017-01-29T03:26:59.000","2","9.40","1","N","114","244","1","29","0.5","0.5","6.05","0","0.3","36.35"
"1","2017-01-29T03:02:23.000","2017-01-29T03:12:29.000","1","1.30","1","N","79","249","1","8.5","0.5","0.5","0.1","0","0.3","9.9"
"2","2017-01-29T03:02:23.000","2017-01-29T03:18:36.000","1","4.13","1","N","158","237","1","15","0.5","0.5","1.7","0","0.3","18"
"2","2017-01-29T03:02:23.000","2017-01-29T03:15:05.000","1","2.56","1","N","239","230","2","11","0.5","0.5","0","0","0.3","12.3"
"2","2017-01-29T03:02:23.000","2017-01-29T03:14:26.000","3","3.34","1","N","79","163","1","12","0.5","0.5","2.66","0","0.3","15.96"
"1","2017-01-29T03:02:24.000","2017-01-29T03:06:07.000","1","0.70","1","N","107","90","1","5","0.5","0.5","1.25","0","0.3","7.55"
"2","2017-01-29T03:02:24.000","2017-01-29T03:16:19.000","1","6.82","1","N","48","244","1","21","0.5","0.5","5.58","0","0.3","27.88"
"1","2017-01-29T03:02:25.000","2017-01-29T03:15:25.000","1","2.60","1","N","68","163","2","11.5","0.5","0.5","0","0","0.3","12.8"
"1","2017-01-29T03:02:25.000","2017-01-29T03:13:14.000","1","2.40","1","N","45","137","1","10","0.5","0.5","0","0","0.3","11.3"
"1","2017-01-29T03:02:25.000","2017-01-29T03:09:13.000","1","1.60","1","N","37","17","1","7.5","0.5","0.5","1","0","0.3","9.8"
"2","2017-01-29T03:02:25.000","2017-01-29T03:10:21.000","1","1.61","1","N","79","170","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:02:25.000","2017-01-29T03:09:42.000","1","2.33","1","N","148","256","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2017-01-29T03:02:25.000","2017-01-29T03:04:03.000","1","0.40","1","N","211","125","1","3.5","0.5","0.5","0.96","0","0.3","5.76"
"1","2017-01-29T03:02:26.000","2017-01-29T03:09:21.000","2","1.30","1","N","148","113","1","7","0.5","0.5","2.05","0","0.3","10.35"
"1","2017-01-29T03:02:26.000","2017-01-29T03:09:47.000","2","0.80","1","N","79","79","1","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2017-01-29T03:03:55.000","2017-01-29T03:27:37.000","1","6.21","1","N","234","256","2","22","0.5","0.5","0","0","0.3","23.3"
"1","2017-01-29T03:02:26.000","2017-01-29T03:24:17.000","3","5.20","1","N","255","170","2","19.5","0.5","0.5","0","0","0.3","20.8"
"2","2017-01-29T03:02:26.000","2017-01-29T03:13:28.000","2","3.90","1","N","107","236","1","12.5","0.5","0.5","1","0","0.3","14.8"
"2","2017-01-29T03:02:26.000","2017-01-29T03:12:19.000","1","0.69","1","N","114","148","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2017-01-29T03:02:26.000","2017-01-29T03:10:39.000","5","1.83","1","N","68","162","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2017-01-29T03:02:27.000","2017-01-29T03:21:49.000","2","4.40","1","N","79","255","1","17","0.5","0.5","4.55","0","0.3","22.85"
"2","2017-01-29T03:02:27.000","2017-01-29T03:08:19.000","2","2.28","1","N","151","42","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2017-01-29T03:02:27.000","2017-01-30T03:01:26.000","2","6.09","1","N","74","60","1","17.5","0.5","0.5","0","0","0.3","18.8"
"2","2017-01-29T03:02:27.000","2017-01-29T03:18:56.000","3","2.23","1","N","148","107","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2017-01-29T03:02:27.000","2017-01-29T03:07:10.000","2","0.81","1","N","125","113","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2017-01-29T03:02:28.000","2017-01-29T03:09:23.000","1","1.20","1","N","100","50","1","6.5","0.5","0.5","1","0","0.3","8.8"
"1","2017-01-29T03:02:28.000","2017-01-29T03:32:34.000","1","7.30","1","N","37","265","1","26","0","0.5","7.45","10.5","0.3","44.75"
"2","2017-01-29T03:02:28.000","2017-01-29T03:15:14.000","1","1.96","1","N","48","170","1","10.5","0.5","0.5","1.5","0","0.3","13.3"
"1","2017-01-29T03:02:29.000","2017-01-29T03:19:03.000","1","2.00","1","N","79","158","1","12","0.5","0.5","2.65","0","0.3","15.95"
"1","2017-01-29T03:02:29.000","2017-01-29T03:11:36.000","2","1.60","1","N","264","264","1","8","0.5","0.5","1.85","0","0.3","11.15"
"2","2017-01-29T03:02:29.000","2017-01-29T03:20:58.000","1","7.68","1","N","113","168","2","24.5","0.5","0.5","0","0","0.3","25.8"
"2","2017-01-29T03:02:29.000","2017-01-29T03:18:42.000","1","3.45","1","N","255","79","2","14.5","0.5","0.5","0","0","0.3","15.8"
"1","2017-01-29T03:02:30.000","2017-01-29T03:11:18.000","1","1.30","1","N","148","211","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2017-01-29T03:02:30.000","2017-01-29T03:11:06.000","1","3.92","1","N","256","33","1","13","0.5","0.5","2.86","0","0.3","17.16"
"2","2017-01-29T03:02:30.000","2017-01-29T03:20:23.000","1","9.70","1","N","79","228","2","28","0.5","0.5","0","0","0.3","29.3"
"2","2017-01-29T03:02:30.000","2017-01-29T03:05:59.000","1","0.80","1","N","161","141","2","5","0","0.5","0","0","0.3","5.8"
"2","2017-01-29T03:02:31.000","2017-01-29T03:13:24.000","2","3.66","1","N","239","116","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2017-01-29T03:02:31.000","2017-01-29T03:21:32.000","3","6.42","1","N","158","263","1","21.5","0.5","0.5","5.7","0","0.3","28.5"
"2","2017-01-29T03:02:31.000","2017-01-29T03:23:32.000","1","7.34","1","N","236","160","1","22.5","0.5","0.5","4.76","0","0.3","28.56"
"1","2017-01-29T03:02:32.000","2017-01-29T03:06:45.000","2","1.20","1","N","116","244","1","6","0.5","0.5","1.45","0","0.3","8.75"
"1","2017-01-29T03:02:32.000","2017-01-29T03:09:12.000","1","0.90","1","N","79","148","1","6","0.5","0.5","0.1","0","0.3","7.4"
"1","2017-01-29T03:02:32.000","2017-01-29T03:21:49.000","1","5.70","1","N","148","75","1","18.5","0.5","0.5","3.95","0","0.3","23.75"
"1","2017-01-29T03:02:32.000","2017-01-29T03:09:52.000","3","1.30","1","N","211","90","1","7","0.5","0.5","2.05","0","0.3","10.35"
"2","2017-01-29T03:02:32.000","2017-01-29T03:12:09.000","2","1.54","1","N","114","4","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:02:32.000","2017-01-29T03:36:17.000","1","10.70","1","N","255","116","1","35.5","0.5","0.5","7.36","0","0.3","44.16"
"1","2017-01-29T03:02:33.000","2017-01-29T03:20:45.000","2","7.20","1","N","186","42","1","23","0.5","0.5","1","0","0.3","25.3"
"1","2017-01-29T03:02:33.000","2017-01-29T03:16:55.000","1","3.80","1","N","148","37","1","14.5","0.5","0.5","3.15","0","0.3","18.95"
"1","2017-01-29T03:02:33.000","2017-01-29T03:35:34.000","1","17.10","1","N","234","29","2","48.5","0.5","0.5","0","0","0.3","49.8"
"2","2017-01-29T03:02:33.000","2017-01-29T03:20:19.000","2","4.66","1","N","162","226","2","16.5","0.5","0.5","0","0","0.3","17.8"
"2","2017-01-29T03:02:33.000","2017-01-29T03:07:21.000","1","1.00","1","N","28","28","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:02:33.000","2017-01-29T03:15:07.000","1","2.55","1","N","232","170","1","11","0.5","0.5","2.46","0","0.3","14.76"
"2","2017-01-29T03:02:33.000","2017-01-29T03:11:01.000","1","1.66","1","N","140","141","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2017-01-29T03:02:34.000","2017-01-29T03:22:18.000","1","3.70","1","N","144","48","1","16","0.5","0.5","3.45","0","0.3","20.75"
"1","2017-01-29T03:02:34.000","2017-01-29T03:11:05.000","2","2.70","1","N","162","263","1","10","0.5","0.5","2.25","0","0.3","13.55"
"1","2017-01-29T03:02:34.000","2017-01-29T03:14:32.000","1","2.40","1","N","164","148","1","10.5","0.5","0.5","1","0","0.3","12.8"
"2","2017-01-29T03:02:34.000","2017-01-29T03:09:14.000","3","1.77","1","N","186","107","2","8","0","0.5","0","0","0.3","8.8"
"1","2017-01-29T03:02:35.000","2017-01-29T03:16:30.000","1","1.70","1","N","79","234","1","10.5","0.5","0.5","1.77","0","0.3","13.57"
"2","2017-01-29T03:02:35.000","2017-01-29T03:56:01.000","6","14.38","1","N","249","32","2","50","0.5","0.5","0","0","0.3","51.3"
"2","2017-01-29T03:02:35.000","2017-01-29T03:09:11.000","2","1.76","1","N","170","141","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2017-01-29T03:02:35.000","2017-01-29T03:10:49.000","3","1.08","1","N","144","107","1","7.5","0.5","0.5","1","0","0.3","9.8"
"1","2017-01-29T03:02:36.000","2017-01-29T03:09:53.000","1","2.00","1","N","148","87","1","8","0.5","0.5","1.85","0","0.3","11.15"
"2","2017-01-29T03:02:36.000","2017-01-29T03:11:27.000","3","1.89","1","N","249","137","1","8","0.5","0.5","1","0","0.3","10.3"
"1","2017-01-29T03:02:37.000","2017-01-29T03:10:29.000","1","1.50","1","N","79","170","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2017-01-29T03:02:37.000","2017-01-29T03:06:08.000","1","0.80","1","N","246","48","1","5","0.5","0.5","1.25","0","0.3","7.55"
"2","2017-01-29T03:02:37.000","2017-01-29T03:09:59.000","1","1.99","1","N","231","68","1","8","0.5","0.5","1.86","0","0.3","11.16"
"1","2017-01-29T03:02:38.000","2017-01-29T03:11:17.000","1","2.00","1","N","163","246","1","9","0.5","0.5","0","0","0.3","10.3"
"1","2017-01-29T03:02:38.000","2017-01-29T03:15:25.000","1","3.60","1","N","79","141","1","12.5","0.5","0.5","2.75","0","0.3","16.55"
"2","2017-01-29T03:02:38.000","2017-01-29T03:14:31.000","5","2.60","1","N","249","233","1","11","0.5","0.5","2.46","0","0.3","14.76"
"2","2017-01-29T03:02:38.000","2017-01-29T03:11:15.000","6","1.47","1","N","246","234","1","7","0.5","0.5","1","0","0.3","9.3"
"1","2017-01-29T03:02:39.000","2017-01-29T03:12:46.000","1","2.00","1","N","158","186","1","9.5","0.5","0.5","1.62","0","0.3","12.42"
"1","2017-01-29T03:02:40.000","2017-01-29T03:10:24.000","2","1.50","1","N","79","186","1","8","0.5","0.5","1","0","0.3","10.3"
"1","2017-01-29T03:02:40.000","2017-01-29T03:12:24.000","1","1.30","1","N","249","148","1","8.5","0.5","0.5","1","0","0.3","10.8"
"2","2017-01-29T03:02:40.000","2017-01-29T03:19:49.000","1","4.16","1","N","48","166","1","16.5","0.5","0.5","5.34","0","0.3","23.14"
"2","2017-01-29T03:02:40.000","2017-01-29T03:21:00.000","1","11.24","1","N","132","56","2","31","0.5","0.5","0","0","0.3","32.3"
"1","2017-01-29T03:02:41.000","2017-01-29T03:06:40.000","1","1.00","1","N","234","170","1","5.5","0.5","0.5","1.5","0","0.3","8.3"
"1","2017-01-29T03:02:41.000","2017-01-29T03:11:48.000","2","2.30","1","N","148","170","1","9","0.5","0.5","2.05","0","0.3","12.35"
"2","2017-01-29T03:02:41.000","2017-01-29T03:08:41.000","1","0.99","1","N","79","4","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:02:41.000","2017-01-29T03:07:37.000","1","0.78","1","N","129","129","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2017-01-29T03:02:42.000","2017-01-29T03:36:54.000","1","9.60","1","N","163","83","2","31.5","0.5","0.5","0","0","0.3","32.8"
"2","2017-01-29T03:02:42.000","2017-01-29T03:11:27.000","1","2.74","1","N","163","146","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2017-01-29T03:02:42.000","2017-01-29T03:15:44.000","1","2.51","1","N","137","50","1","11","0.5","0.5","2.46","0","0.3","14.76"
"2","2017-01-29T03:02:42.000","2017-01-29T03:10:45.000","2","1.84","1","N","68","137","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2017-01-29T03:02:42.000","2017-01-29T03:11:13.000","1","1.75","1","N","79","170","1","8","0.5","0.5","1.86","0","0.3","11.16"
"1","2017-01-29T03:02:43.000","2017-01-29T03:19:51.000","1","4.60","1","N","148","61","2","17","0.5","0.5","0","0","0.3","18.3"
"1","2017-01-29T03:02:43.000","2017-01-29T03:18:16.000","1","4.90","1","N","45","188","1","16.5","0.5","0.5","2.5","0","0.3","20.3"
"2","2017-01-29T03:02:43.000","2017-01-29T03:08:50.000","2","0.82","1","N","79","79","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2017-01-29T03:02:43.000","2017-01-29T03:08:39.000","6","1.31","1","N","144","234","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"2","2017-01-29T03:02:43.000","2017-01-29T03:09:12.000","1","1.68","1","N","90","144","2","7.5","0","0.5","0","0","0.3","8.3"
"1","2017-01-29T03:02:44.000","2017-01-29T03:12:50.000","1","2.20","1","N","107","230","1","9.5","0.5","0.5","1.5","0","0.3","12.3"
"2","2017-01-29T03:02:44.000","2017-01-29T03:24:29.000","1","5.97","1","N","234","189","2","20.5","0.5","0.5","0","0","0.3","21.8"
"2","2017-01-29T03:02:45.000","2017-01-29T03:15:25.000","3","4.73","1","N","68","24","2","14.5","0.5","0.5","0","0","0.3","15.8"
"1","2017-01-29T03:02:46.000","2017-01-29T03:14:55.000","1","4.50","1","N","100","7","1","15","0.5","0.5","2","0","0.3","18.3"
"1","2017-01-29T03:02:46.000","2017-01-29T03:18:09.000","1","4.80","1","N","113","263","1","16","0.5","0.5","3.45","0","0.3","20.75"
"1","2017-01-29T03:02:46.000","2017-01-29T03:14:10.000","1","3.40","1","N","264","264","1","12","0.5","0.5","2.65","0","0.3","15.95"
"2","2017-01-29T03:02:46.000","2017-01-29T03:14:18.000","1","3.11","1","N","79","237","1","11.5","0.5","0.5","1.5","0","0.3","14.3"
"2","2017-01-29T03:02:46.000","2017-01-29T03:06:49.000","1","0.78","1","N","148","232","2","5","0.5","0.5","0","0","0.3","6.3"
"1","2017-01-29T03:02:47.000","2017-01-29T03:13:47.000","3","2.70","1","N","229","75","1","11","0.5","0.5","2.45","0","0.3","14.75"
"1","2017-01-29T03:02:47.000","2017-01-29T03:05:42.000","1","0.00","1","N","264","264","3","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:02:47.000","2017-01-29T03:13:34.000","1","2.60","1","N","48","141","2","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2017-01-29T03:02:48.000","2017-01-29T03:10:30.000","1","1.90","1","N","17","189","1","8","0.5","0.5","1.85","0","0.3","11.15"
"1","2017-01-29T03:02:48.000","2017-01-29T03:16:54.000","1","6.10","1","N","262","148","2","19.5","0.5","0.5","0","0","0.3","20.8"
"1","2017-01-29T03:02:49.000","2017-01-29T03:10:36.000","1","1.30","1","N","68","158","1","7","0.5","0.5","1.5","0","0.3","9.8"
"1","2017-01-29T03:02:49.000","2017-01-29T03:16:22.000","1","2.90","1","N","148","164","1","12","0.5","0.5","3.3","0","0.3","16.6"
"2","2017-01-29T03:02:49.000","2017-01-29T03:06:01.000","1","0.56","1","N","148","232","1","4.5","0.5","0.5","1.16","0","0.3","6.96"
"2","2017-01-29T03:02:49.000","2017-01-29T03:15:29.000","1","2.76","1","N","158","230","1","11.5","0.5","0.5","1","0","0.3","13.8"
"2","2017-01-29T03:02:49.000","2017-01-29T03:10:32.000","1","1.75","1","N","144","90","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:02:49.000","2017-01-29T03:07:28.000","5","1.55","1","N","50","68","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"1","2017-01-29T03:02:50.000","2017-01-29T03:11:12.000","1","1.30","1","N","114","158","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"1","2017-01-29T03:02:50.000","2017-01-29T03:17:09.000","2","5.50","1","N","45","228","1","18","0.5","0.5","3.85","0","0.3","23.15"
"1","2017-01-29T03:02:50.000","2017-01-29T03:06:46.000","1","0.50","1","N","114","79","1","4.5","0.5","0.5","1","0","0.3","6.8"
"2","2017-01-29T03:02:50.000","2017-01-29T03:13:41.000","2","1.85","1","N","87","79","1","9.5","0.5","0.5","2.7","0","0.3","13.5"
"2","2017-01-29T03:02:50.000","2017-01-29T03:14:18.000","1","2.74","1","N","79","100","2","11","0.5","0.5","0","0","0.3","12.3"
"1","2017-01-29T03:02:51.000","2017-01-29T03:11:33.000","1","1.70","1","N","79","137","1","8","0.5","0.5","0.1","0","0.3","9.4"
"2","2017-01-29T03:02:51.000","2017-01-29T03:39:16.000","1","14.90","1","N","264","264","2","44","0.5","0.5","0","0","0.3","45.3"
"2","2017-01-29T03:02:51.000","2017-01-29T03:27:04.000","2","5.85","1","N","79","7","2","21.5","0.5","0.5","0","0","0.3","22.8"
"1","2017-01-29T03:02:52.000","2017-01-29T03:08:23.000","1","1.20","1","N","231","261","1","6.5","0.5","0.5","2","0","0.3","9.8"
"1","2017-01-29T03:02:52.000","2017-01-29T03:06:00.000","1","0.80","1","N","48","48","1","5","0.5","0.5","1.25","0","0.3","7.55"
"1","2017-01-29T03:02:52.000","2017-01-29T03:14:40.000","2","1.80","1","N","158","107","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2017-01-29T03:02:52.000","2017-01-29T03:09:28.000","1","1.40","1","N","4","137","1","7","0.5","0.5","1.66","0","0.3","9.96"
"1","2017-01-29T03:02:52.000","2017-01-29T03:12:56.000","2","2.00","1","N","158","48","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2017-01-29T03:02:52.000","2017-01-29T03:21:48.000","1","4.88","1","N","234","97","1","18","0.5","0.5","4.82","0","0.3","24.12"
"2","2017-01-29T03:02:52.000","2017-01-29T03:12:22.000","1","2.81","1","N","107","237","1","10.5","0.5","0.5","2.36","0","0.3","14.16"
"1","2017-01-29T03:02:53.000","2017-01-29T03:10:14.000","2","1.70","1","N","144","158","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2017-01-29T03:02:53.000","2017-01-29T03:08:03.000","1","0.66","1","N","113","224","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2017-01-29T03:02:53.000","2017-01-29T03:08:09.000","1","0.64","1","N","230","48","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2017-01-29T03:02:53.000","2017-01-29T03:23:44.000","1","5.30","1","N","144","263","1","19.5","0.5","0.5","3","0","0.3","23.8"
"2","2017-01-29T03:02:53.000","2017-01-29T03:09:39.000","3","1.17","1","N","158","249","2","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2017-01-29T03:02:53.000","2017-01-29T03:15:23.000","2","2.52","1","N","148","186","1","11.5","0.5","0.5","1","0","0.3","13.8"
"1","2017-01-29T03:02:54.000","2017-01-29T03:16:11.000","2","3.60","1","N","144","163","1","13.5","0.5","0.5","2.66","0","0.3","17.46"
"2","2017-01-29T03:02:54.000","2017-01-29T03:23:34.000","5","6.72","1","N","148","239","1","22","0.5","0.5","4.66","0","0.3","27.96"
"2","2017-01-29T03:02:54.000","2017-01-29T03:15:42.000","1","2.62","1","N","148","164","1","11.5","0.5","0.5","2","0","0.3","14.8"
"2","2017-01-29T03:02:54.000","2017-01-29T03:07:47.000","4","1.00","1","N","68","186","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2017-01-29T03:02:54.000","2017-01-29T03:15:34.000","5","2.66","1","N","141","238","1","12","0","0.5","2.56","0","0.3","15.36"
"1","2017-01-29T03:02:55.000","2017-01-29T03:13:14.000","1","1.40","1","N","256","36","1","9","0.5","0.5","2","0","0.3","12.3"
"2","2017-01-29T03:02:55.000","2017-01-29T03:05:06.000","1","0.94","1","N","137","107","1","4.5","0.5","0.5","1.16","0","0.3","6.96"
"2","2017-01-29T03:02:55.000","2017-01-29T03:08:44.000","1","1.11","1","N","234","79","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2017-01-29T03:02:55.000","2017-01-29T03:07:29.000","1","1.50","1","N","75","140","1","6.5","0","0.5","1.46","0","0.3","8.76"
"1","2017-01-29T03:02:56.000","2017-01-29T03:10:52.000","2","0.90","1","N","79","148","1","7","0.5","0.5","1.65","0","0.3","9.95"
"1","2017-01-29T03:02:56.000","2017-01-29T03:05:16.000","1","0.50","1","N","234","186","3","4","0.5","0.5","0","0","0.3","5.3"
"2","2017-01-29T03:02:56.000","2017-01-29T03:08:16.000","4","0.73","1","N","249","114","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2017-01-29T03:02:57.000","2017-01-29T03:15:38.000","1","4.11","1","N","140","113","2","14","0","0.5","0","0","0.3","14.8"
"1","2017-01-29T03:02:58.000","2017-01-29T03:09:24.000","2","1.40","1","N","113","231","1","7","0.5","0.5","1.65","0","0.3","9.95"
