"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"S-807750","Current","S-","Staten Island","DARCEY AVENUE",,"SOUTH GANNON AVENUE",,"CANTERBURY AVENUE",,"N","1987-03-03T00:00:00.000","R7-45A","NO PARKING 8AM-6PM MON THRU FRI (ARROW) (SUPERSEDED BY R7-45RA)","012 X 018","2019-05-22T00:00:00.000",,"1127","West",,"PNTD","PNTD","DR 3' WEST OF W/P #NYT21","941896","160922"
"S-389007","Current","S-","Queens","39 AVENUE",,"57 STREET",,"58 STREET",,"S","2016-05-27T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"55",,,"PNTD","PNTD",,"1010289","211815"
"S-01653280","Current","S-","Brooklyn","NEPTUNE AVENUE",,"WEST   12 STREET",,"STILLWELL AVENUE",,"N","2023-06-21T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"235",,,"PNTD","PNTD",,"989681","150351"
"S-385033","Current","S-","Queens","UTOPIA PARKWAY",,"33 AVENUE",,"35 AVENUE",,"W","2016-08-31T00:00:00.000","PS-157B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11AM-12:30PM <-> (SUPERSEDES SP-384C)","018 X 012",,,"675",,,"PNTD","PNTD",,"1041593","218154"
"S-172510","Current","S-","Queens","73 PLACE",,"METROPOLITAN AVENUE",,"DEAD END",,"W","2007-05-09T00:00:00.000","SP-10B","NO STANDING ANYTIME <--->(SUPERSEDED BY PS-1G) (REPLACES R7-20R)","018 X 012","2019-05-22T00:00:00.000",,"1545",,,"PNTD","PNTD",,"1018104","197382"
"S-291599","Current","S-","Queens","BOWNE STREET",,"POPLAR AVENUE",,"OAK AVENUE",,"W","2012-03-05T00:00:00.000","SP-396C","NO PARKING (SANITATION BROOM SYMBOL) 11AM TO 12:30PM THURS <---> (SUPERSEDED BY PS-164B)","018 X 012","2019-05-22T00:00:00.000",,"186",,,"PNTD","PNTD",,"1035988","212282"
"S-01638567","Current","S-","Queens","138 STREET",,"31 ROAD",,"32 AVENUE",,"W","2023-04-10T00:00:00.000","R7-61A","NO STANDING(SINGLE ARROW)HANDICAP BUS(SYMBOL)W/4 ROUTES +(15X12 4 ROUTE RIDER-IF NECESSARY) REVISED 3/25/92 & SUPERSEDES SP-298BA","018 X 030",,,"79","North",,"PNTD","PNTD","553224Q34","1031210","219859"
"S-396198","Current","S-","Brooklyn","PATCHEN AVENUE",,"HALSEY STREET",,"MACON STREET",,"W","2016-11-17T00:00:00.000","PS-55BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM --> (SUPERSEDES SP-360CA)","018 X 012",,,"13","South",,"PNTD","PNTD",,"1004655","188637"
"S-364318","Current","S-","Brooklyn","QUENTIN ROAD",,"STILLWELL AVENUE",,"WEST   13 STREET",,"N","2015-07-22T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"18",,,"PNTD","PNTD",,"987939","159757"
"S-357148","Current","S-","Brooklyn","MADISON STREET",,"CENTRAL AVENUE",,"WILSON AVENUE",,"N","2015-03-30T00:00:00.000","PS-58B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY NOON-1:30PM <-> (SUPERSEDES SP-374C)","018 X 012",,,"385",,,"PNTD","PNTD",,"1007908","191947"
"S-340989","Current","S-","Queens","LIBERTY AVENUE",,"158 STREET",,"157 STREET",,"N","2014-06-17T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"252",,,"PNTD","PNTD",,"1039842","194112"
"S-291033","Current","S-","Queens","FRANKLIN AVENUE",,"KISSENA BOULEVARD",,"BOWNE STREET",,"S","2012-03-29T00:00:00.000","SP-435C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM TUES <----> (SUPERSEDED BY PS-114B)","018 X 012","2019-05-22T00:00:00.000",,"378",,,"PNTD","PNTD",,"1033129","214818"
"S-372878","Current","S-","Brooklyn","CLINTON AVENUE",,"GATES AVENUE",,"GREENE AVENUE",,"E","2015-10-13T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"321",,,"PNTD","PNTD",,"993357","188929"
"S-527415","Current","S-","Manhattan","WEST   92 STREET",,"AMSTERDAM AVENUE",,"COLUMBUS AVENUE",,"S","2017-03-29T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"599",,,"PNTD","PNTD",,"992482","227324"
"S-436786","Current","S-","Queens","SPRINGFIELD LANE",,"221 STREET",,"220 STREET",,"E","2016-12-01T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"122",,,"PNTD","PNTD",,"1050785","179900"
"S-370104","Current","S-","Staten Island","MARTLING AVENUE",,"SLOSSON AVENUE",,"CLOVE ROAD",,"S","2015-06-25T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"425","West",,"PNTD","PNTD",,"951296","166149"
"S-373243","Current","S-","Brooklyn","JEFFERSON AVENUE",,"SARATOGA AVENUE",,"BROADWAY",,"S","2015-08-06T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"17",,,"PNTD","PNTD",,"1007040","189552"
"S-283036","Current","S-","Queens","33 AVENUE",,"152 STREET",,"MURRAY STREET",,"N","2012-01-26T00:00:00.000","SP-439C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM THURS <----> (SUPERSEDED BY PS-156B)","018 X 012","2019-05-22T00:00:00.000",,"15",,,"PNTD","PNTD",,"1036195","219414"
"S-335270","Current","S-","Queens","116 STREET",,"JAMAICA AVENUE",,"89 AVENUE",,"W","2014-03-28T00:00:00.000","PS-2G","NO PARKING ANYTIME <-> (SUPERSEDES SP-854C)","018 X 012",,,"253",,,"PNTD","PNTD",,"1030551","193758"
"S-387396","Current","S-","Bronx","WEST  228 STREET",,"MARBLE HILL AVENUE",,"DEAD END",,"N","2016-06-20T00:00:00.000","PS-110B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 9AM-10:30AM <-> (SUPERSEDES SP-437C)","018 X 012",,,"211",,,"PNTD","PNTD",,,
"S-391659","Current","S-","Brooklyn","BENSON AVENUE",,"BAY   28 STREET",,"21 AVENUE",,"N","2016-09-09T00:00:00.000","PS-29BA","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM --> (SUPERSEDES SP-387CA)","018 X 012",,,"165","East",,"PNTD","PNTD",,"984930","158414"
"S-475136","Current","S-","Queens","PECK AVENUE",,"193 STREET",,"HORACE HARDING EXPRESSWAY",,"S","2017-01-26T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"218","West",,"PNTD","PNTD",,"1044206","210041"
"S-385961","Current","S-","Queens","74 STREET",,"WOODSIDE AVENUE",,"43 AVENUE",,"W","2016-05-26T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"115","South",,"PNTD","PNTD",,"1014496","209896"
"S-366523","Current","S-","Bronx","WEST  183 STREET",,"ANDREWS AVENUE",,"UNIVERSITY AVENUE",,"S","2015-07-09T00:00:00.000","PS-180B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-423C)","018 X 012",,,"181",,,"PNTD","PNTD",,"1009691","252498"
"S-366654","Current","S-","Bronx","WEBB AVENUE",,"WEST KINGSBRIDGE ROAD",,"WEBB AVENUE",,"W","2015-05-22T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"2059",,,"PNTD","PNTD",""" DEVOE TERRACE ""","1011256","255782"
"S-870408","Current","S-","Manhattan","FDR DRIVE",,"EAST   79 STREET",,"DEAD END",,"E","1991-02-06T00:00:00.000","R7-20","NO STANDING ANYTIME <-----> (SUPERSEDED BY R7-20R)","012 X 018","2019-05-22T00:00:00.000",,"378",,,"PNTD","PNTD",,"1001335","224895"
"S-388205","Current","S-","Queens","43 STREET",,"30 AVENUE",,"28 AVENUE",,"E","2016-06-21T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"39",,,"PNTD","PNTD",,"1008505","217226"
"S-785622","Current","S-","Queens","NORTH CONDUIT AVENUE",,"ROCKAWAY BOULEVARD",,"150 STREET",,"S","1985-03-16T00:00:00.000","R7-40","NO PARKING ANYTIME(SUPERSEDED BY R7-40R) DON'T USE R7-40","012 X 018","2019-05-22T00:00:00.000",,"1222",,,"PNTD","PNTD",,"1043875","182392"
"S-391445","Current","S-","Bronx","WESTCHESTER AVENUE",,"PUGSLEY AVENUE",,"OLMSTEAD AVENUE",,"S","2016-07-18T00:00:00.000","PS-150EA","TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-4PM --> (SUPERSEDES SP-20BA)","018 X 018",,,"345","West",,"PNTD","PNTD",,"1023985","243014"
"S-404745","Current","S-","Manhattan","MADISON AVENUE",,"EAST  115 STREET",,"EAST  116 STREET",,"W","2016-12-06T00:00:00.000","PS-49B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-369C)","018 X 012",,,"97",,,"PNTD","PNTD",,"999415","230605"
"S-373706","Current","S-","Bronx","PROSPECT AVENUE",,"BOSTON ROAD",,"CROTONA PARK EAST",,"E","2015-09-22T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"21",,,"PNTD","PNTD",,"1012949","243028"
"S-00538704","Current","S-","Brooklyn","APOLLO STREET",,"DEAD END",,"BRIDGEWATER STREET",,"W","2017-08-28T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"210","South",,"PNTD","PNTD","FOR: KINDER/MORGAN BROOKLYN TERMINAL",,
"S-385226","Current","S-","Brooklyn","FULTON STREET",,"HULL STREET",,"HULL STREET",,"N","2016-06-28T00:00:00.000","PS-54B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> (SUPERSEDES SP-412C)","018 X 012",,,"58",,,"PNTD","PNTD",,"1007003","186544"
"S-346566","Current","S-","Brooklyn","37 STREET",,"FT HAMILTON PARKWAY",,"9 AVENUE",,"N","2014-11-03T00:00:00.000","PS-3GA","NO STOPPING ANYTIME --> (SUPERSEDES SP-14AA)","018 X 012",,,"1720","East",,"PNTD","PNTD","CROSSWALK OF 9 AVE.","985950","175035"
"S-382828","Current","S-","Staten Island","HYLAN BOULEVARD",,"SAND LANE",,"HYLAN BOULEVARD","S S/R","S","2016-01-26T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"14",,,"PNTD","PNTD",,"964203","157493"
"S-368012","Current","S-","Manhattan","WARREN STREET",,"NORTH END AVENUE",,"WEST STREET",,"S","2015-08-03T00:00:00.000","PS-8G","NO STANDING MONDAY-FRIDAY 7AM-7PM <-> (SUPERSEDES SP-1122B)","018 X 012",,,"92",,,"PNTD","PNTD",,"980369","200425"
"S-337522","Current","S-","Queens","107 AVENUE",,"166 STREET",,"MERRICK BOULEVARD",,"S","2014-04-29T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"40","West",,"PNTD","PNTD",,"1042602","194184"
"P-429650","Current","P-","Manhattan","WEST   30 STREET",,"8 AVENUE",,"7 AVENUE",,"S","2016-12-08T00:00:00.000","PS-269C","3 HMP COMMERCIAL VEHICLES ONLY 7AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES PS-1C)","018 X 024",,,"74",,,"PNTD","PNTD",,"985638","212338"
"S-368517","Current","S-","Bronx","WESTCHESTER AVENUE",,"INTERVALE AVENUE",,"ROGERS PLACE",,"N","2015-06-30T00:00:00.000","PS-14B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 7:30AM-8AM <-> (SUPERSEDES SP-848C)","018 X 012",,,"242",,,"PNTD","PNTD",,"1012555","238673"
"P-443890","Current","P-","Manhattan","PARK AVENUE SOUTH",,"EAST   29 STREET",,"EAST   30 STREET",,"E","2016-12-09T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"175",,,"PNTD","PNTD","106929","988910","210464"
"S-392226","Current","S-","Brooklyn","AVENUE S",,"WEST    7 STREET",,"WEST    6 STREET",,"S","2016-11-01T00:00:00.000","PS-28B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 8:30AM-10AM <-> (SUPERSEDES SP-381C)","018 X 012",,,"73",,,"PNTD","PNTD",,"990074","158246"
"S-398098","Current","S-","Manhattan","WEST   54 STREET",,"10 AVENUE",,"9 AVENUE",,"S","2016-11-29T00:00:00.000","PS-5G","MOON & STARS (SYMBOLS) NO STANDING 11PM-6AM ALL DAYS <-> (SUPERSEDES SP-1106B)","018 X 012",,,"773",,,"PNTD","PNTD",,"987725","218381"
"S-389870","Current","S-","Queens","21 AVENUE",,"45 STREET",,"46 STREET",,"S","2016-09-13T00:00:00.000","PS-31GA","NO STANDING SCHOOL DAYS 7AM-4PM --> (SUPERSEDES SP-279CA)","018 X 012",,,"128","East",,"PNTD","PNTD",,"1011774","220680"
"S-431400","Current","S-","Queens","CROSS BAY BOULEVARD",,"EAST   12 ROAD",,"EAST   10 ROAD",,"E","2017-03-13T00:00:00.000","PS-36B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-400C & SP-465C)","018 X 012",,,"342",,,"PNTD","PNTD",,"1034362","159876"
"S-266888","Current","S-","Queens","LINDEN PLACE",,"23 AVENUE",,"WHITESTONE EXPRESSWAY",,"W","1972-10-06T00:00:00.000","R7-40A","NO PARKING ANYTIME (ARROW) (SUPERSEDED BY R7-40RA DON'T USE R7-40A)","012 X 018","2019-05-22T00:00:00.000",,"1630","South",,,,,,
"S-340823","Current","S-","Queens","61 STREET",,"MYRTLE AVENUE",,"75 AVENUE",,"E","2014-08-01T00:00:00.000","PS-157B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11AM-12:30PM <-> (SUPERSEDES SP-384C)","018 X 012",,,"98",,,"PNTD","PNTD",,"1013600","194513"
"S-01624210","Current","S-","Queens","64 STREET",,"39 AVENUE",,"37 AVENUE",,"E","2023-02-21T00:00:00.000","PS-114B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9AM-10:30AM <-> (SUPERSEDES SP-435C)","018 X 012",,,"670",,,"PNTD","PNTD",,"1012222","211878"
"S-335077","Current","S-","Queens","50 AVENUE",,"98 STREET",,"99 STREET",,"S","2014-05-01T00:00:00.000","PS-33B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9:30AM-11AM<-> (SUPERSEDES SP-382C)","018 X 012",,,"29",,,"PNTD","PNTD",,"1021921","209798"
"S-107319","Current","S-","Queens","BEACH   70 STREET",,"DEADEND",,"ROCKAWAY BEACH BOULEVARD",,"E","1962-09-21T00:00:00.000","R7-20A","NO STANDING ANYTIME (SINGLE ARROW) SUPERSEDED BY R7-20RA","012 X 018","2019-05-22T00:00:00.000",,"103","South","South",,,,"1040130","154178"
"S-396833","Current","S-","Bronx","SOUTHERN BOULEVARD",,"BEDFORD PARK BOULEVARD",,"DRIVEWAY",,"W","2016-08-26T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"701",,,"PNTD","PNTD",,"1016701","254839"
"S-239430","Current","S-","Bronx","MATTHEWS AVENUE",,"BOSTON ROAD",,"MACE AVENUE",,"W","2010-09-24T00:00:00.000","SP-397C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM THURS <--> (SUPERSEDED BY SP-463C)","018 X 012","2019-05-22T00:00:00.000",,"434",,,"PNTD","PNTD",,"1022230","254099"
"S-389716","Current","S-","Brooklyn","45 STREET",,"FT HAMILTON PARKWAY",,"10 AVENUE",,"S","2016-07-28T00:00:00.000","PS-30B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-461C)","018 X 012",,,"218",,,"PNTD","PNTD",,"985496","172691"
"S-01617285","Current","S-","Queens","DICKENS STREET",,"MOTT AVENUE",,"HEALY AVENUE",,"W","2023-06-21T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"376","South",,"PNTD","PNTD",,,
"S-473184","Current","S-","Queens","84 AVENUE",,"159 STREET",,"160 STREET",,"S","2017-01-13T00:00:00.000","PS-27B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 8:30AM-10AM <-> (SUPERSEDES SP-375C)","018 X 012",,,"183",,,"PNTD","PNTD",,"1038127","199698"
"P-434200","Current","P-","Manhattan","9 AVENUE",,"WEST   41 STREET",,"WEST   40 STREET",,"W","2016-12-09T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"254",,,"PNTD","PNTD","102149","986005","215162"
"S-431800","Current","S-","Queens","HILLSIDE AVENUE",,"QUEENS BOULEVARD",,"139 STREET",,"S","2016-12-29T00:00:00.000","PS-7G","NO STANDING MONDAY-FRIDAY 4PM-7PM <-> (SUPERSEDES SP-1121B)","018 X 012",,,"177",,,"PNTD","PNTD",,"1035660","195911"
"S-361307","Current","S-","Brooklyn","20 AVENUE",,"DAHILL ROAD",,"51 STREET",,"W","2015-05-18T00:00:00.000","PS-191G","NO STANDING 7AM-7PM EXCEPT SATURDAY <->","018 X 012",,,"175",,,"PNTD","PNTD",,"990476","166829"
"S-395487","Current","S-","Brooklyn","IRVING AVENUE",,"STARR STREET",,"SUYDAM STREET",,"W","2016-10-14T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"16",,,"PNTD","PNTD",,"1005382","195885"
"S-516328","Current","S-","Brooklyn","CLARKSON AVENUE",,"BEDFORD AVENUE",,"FLATBUSH AVENUE",,"S","2017-05-15T00:00:00.000","PS-12B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-846C)","018 X 012",,,"820",,,"PNTD","PNTD",,"995536","177849"
"S-348991","Current","S-","Brooklyn","11 AVENUE",,"55 STREET",,"56 STREET",,"W","2014-11-20T00:00:00.000","PS-30B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-461C)","018 X 012",,,"199",,,"PNTD","PNTD",,"984097","170225"
"S-563237","Current","S-","Bronx","WHITE PLAINS ROAD",,"UNIONPORT ROAD",,"VAN NEST AVENUE",,"E","2017-05-01T00:00:00.000","PS-12BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM --> (SUPERSEDES SP-846CA)","018 X 012",,,"120","North",,"PNTD","PNTD",,"1021565","246365"
"S-533292","Current","S-","Bronx","EAST  177 STREET",,"BRONX PARK AVENUE",,"DEVOE AVENUE",,"N","2017-04-04T00:00:00.000","PS-49G","NO STANDING 7AM-7PM ALL DAYS <-> (SUPERSEDES SP-404B)","018 X 012",,,"177",,,"PNTD","PNTD",,"1018222","244830"
"S-320850","Current","S-","Brooklyn","ATLANTIC AVENUE",,"CLASSON AVENUE",,"GRAND AVENUE",,"N","2015-05-06T00:00:00.000","PS-123B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY WEDNESDAY FRIDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-702C)","018 X 012",,,"208",,,"PNTD","PNTD",,"995609","187067"
"S-131195","Current","S-","Bronx","ELY AVENUE",,"EAST  233 STREET",,"EAST  232 STREET",,"W","2004-06-18T00:00:00.000","SP-397C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM THURS <--> (SUPERSEDED BY SP-463C)","018 X 012","2019-05-22T00:00:00.000",,"112",,,"PNTD","PNTD",,"1027065","263264"
"S-372757","Current","S-","Bronx","EAST  221 STREET",,"CARPENTER AVENUE",,"WHITE PLAINS ROAD",,"N","2015-08-21T00:00:00.000","PS-27B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 8:30AM-10AM <-> (SUPERSEDES SP-375C)","018 X 012",,,"402",,,"PNTD","PNTD",,"1022004","261914"
"S-395109","Current","S-","Queens","151 STREET",,"84 DRIVE",,"84 ROAD",,"W","2016-07-30T00:00:00.000","PS-27B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 8:30AM-10AM <-> (SUPERSEDES SP-375C)","018 X 012",,,"25",,,"PNTD","PNTD",,"1037277","198910"
"S-319771","Current","S-","Manhattan","WEST  166 STREET",,"AUDUBON AVENUE",,"AMSTERDAM AVENUE",,"S","2013-04-02T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"376",,,"PNTD","PNTD",,"1001405","244850"
"S-344032","Current","S-","Brooklyn","10 AVENUE",,"64 STREET",,"63 STREET",,"E","2014-11-03T00:00:00.000","PS-35B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-394C)","018 X 012",,,"40",,,"PNTD","PNTD",,"982217","169039"
"S-574619","Current","S-","Staten Island","BROADWAY",,"COLONIAL COURT",,"HARVEST AVENUE",,"E","2017-05-05T00:00:00.000","SI-584G","14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)","016 X 008",,,"95",,,"PNTD","PNTD","BROADWAY & COLONIAL COURT","952370","167428"
"S-393658","Current","S-","Brooklyn","TROUTMAN STREET",,"WILSON AVENUE",,"CENTRAL AVENUE",,"S","2016-10-03T00:00:00.000","PS-56B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY NOON-1:30PM <-> (SUPERSEDES SP-362C)","018 X 012",,,"263",,,"PNTD","PNTD",,"1004174","194724"
"S-01624210","Current","S-","Queens","64 STREET",,"39 AVENUE",,"37 AVENUE",,"E","2023-02-21T00:00:00.000","SI-2012G","CARSHARE SIGN (INFORMATION) - (WHITE LETTERING/SYMBOLS) (SUPERSEDES SI-2004G)","8.5 X 014",,,"790",,,"PNTD","PNTD","INSTALL SIGN 4&#39;6&quot; FROM GROUND TO BOTTOM OF SIGN FACING STREETZIPCAR SITE ID:Q-Z 587","1012261","211991"
"S-471477","Current","S-","Manhattan","EAST   70 STREET",,"2 AVENUE",,"1 AVENUE",,"N","2017-04-20T00:00:00.000","PS-38GA","NO PARKING MONDAY-FRIDAY 7AM-7PM --> (SUPERSEDES R7-43RA)","018 X 012",,,"351","East",,"PNTD","PNTD",,"995857","218727"
"S-495596","Current","S-","Queens","PARK DRIVE EAST",,"UNION TURNPIKE",,"77 AVENUE",,"W","2017-04-05T00:00:00.000","PS-29B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM <-> (SUPERSEDES SP-387C)","018 X 012",,,"230",,,"PNTD","PNTD",,"1032598","200931"
"S-404569","Current","S-","Brooklyn","SHEFFIELD AVENUE",,"LIBERTY AVENUE",,"GLENMORE AVENUE",,"W","2017-02-01T00:00:00.000","PS-8B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY 3AM-6AM <-> (SUPERSEDES SP-842C)","018 X 012",,,"276",,,"PNTD","PNTD",,"1012727","184653"
"S-576492","Current","S-","Manhattan","WEST  111 STREET",,"SAINT NICHOLAS AVENUE",,"ADAM C POWELL BOULEVARD",,"N","2017-05-10T00:00:00.000","PS-16B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-850C)","018 X 012",,,"522",,,"PNTD","PNTD",,"996948","230661"
"S-376819","Current","S-","Brooklyn","81 STREET",,"NEW UTRECHT AVENUE",,"18 AVENUE",,"S","2016-03-14T00:00:00.000","PS-37EA","TRUCK (SYMBOL) TRUCK LOADING ONLY --> (SUPERSEDES SP-3BA & SP-83BA)","018 X 012",,,"441","East",,"PNTD","PNTD","INSTALL DR WEST OF 1774 DRIVEWAY","984248","161603"
"S-01435775","Current","S-","Manhattan","EAST   34 STREET",,"5 AVENUE",,"MADISON AVENUE",,"S","2020-05-15T00:00:00.000","SP-297C","NO PARKING 7PM-MIDNIGHT INCLUDING SUNDAY <----> (SUPERSEDED BY PS-136G)","018 X 012","2019-05-22T00:00:00.000",,"320",,,"PNTD","PNTD",,"988816","211764"
"S-381884","Current","S-","Brooklyn","16 AVENUE",,"62 STREET",,"63 STREET",,"W","2016-03-14T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"124",,,"PNTD","PNTD",,"986054","166418"
"S-394549","Current","S-","Bronx","WEST BURNSIDE AVENUE",,"HENNESSY PLACE",,"OSBORNE PLACE",,"N","2016-07-29T00:00:00.000","PS-121B","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY <-> (SUPERSEDES SP-139C & PS-23B)","018 X 012",,,"15",,,"PNTD","PNTD",,"1007647","250559"
"S-390359","Current","S-","Brooklyn","AVENUE J",,"EAST   32 STREET",,"NEW YORK AVENUE",,"S","2016-11-03T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"202","East",,"PNTD","PNTD",,"999747","167718"
"S-376351","Current","S-","Brooklyn","SKILLMAN STREET",,"DEKALB AVENUE",,"WILLOUGHBY AVENUE",,"W","2015-10-08T00:00:00.000","PS-49B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-369C)","018 X 012",,,"589",,,"PNTD","PNTD",,"996250","191554"
